Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10
82, ,21, ,4,82,42,31,90, 
98,50,89,7,0,33,3,93,54,61
20,20, ,17,91,78,5,70,21,12
81,97,71,86,86,27,22, , , 
62,89,66,76,80,18,94,43, ,36
 ,22,99,28,48,70,68,24,4,67
88,63,9,90,21,89,84,57,37,9
 ,79,25,47,18,52,27,62,9, 
 , ,95,98,63,63,43,87,52,26
57,84,62,23,46,71,81,10,85,55
65,51,91,10, ,36,5,93,10,25
24,44,64,2,64,97,77,65,7,97
52,60,81, ,91,85,55,9,32,49
52,71, ,87,26,37, ,89,5,39
7, ,93,45,4,93,42, ,3,12
25,68,82,65,49,19,30,20,19,65
20,74,1,58,80,47,16,26,8,70
64, ,94,68,36,81,4,92,41,76
 ,47,21,10,62,40,78, , , 
38,15,78,92, ,84,77,78,33,17
90,2,47,85,48,51,46,62,24,14
96,8,18, ,51,14,2,9,90,40
0,67, ,12, , ,70, ,66,52
48,37,52,7,95,10,69,2,0,18
82,13,0,63,75,7,55,25,98,63
49,80,25,89,52, ,34,35,38,17
55,13,88,5,58,59,88,33,58,96
69, ,3,41, ,21, ,76,0,96
 , ,17,53,88,4,44,93,90,35
41,52,97,9,35,31,69,25,94,57
64,79,84,39,70, ,11,22,48,43
84,53,22,42,41,67,85,4,13,34
48,58,59,94,29,30,90,31,31,22
93,98,19,74,80,22,16,89,60,83
 , , ,12,35,30,47,2,3, 
6,90, , ,16,93,56,88,44,55
22,85,84, ,89,32,79,99,79,99
2, ,7,39,77,6,33,86,76,13
60,4,89,53,74,24,42,52,40,46
75,50,81,27,7,30,51,21, ,74
3,90,56, ,6,13,54,5,97,40
46,65,15,11,57,11,43,14,82,34
 ,48,99, ,4,35,60,92,58,43
45,9,25,83,65,49,55,48, , 
45,21,43,63,7,43,90,52,45,53
17,94,19,61,46,53,55,73,56,34
58,15,65,50,45,39,22,28,83,10
46,22,38,1,33, , ,12,41,43
 ,88,29,17,80,47,69,17,0,72
20,31,27,69,64,46,38,51,86,31
28,38,57,31,75,56, ,87,99,22
75,49,8,82,71,8,80,76, ,32
4, ,60,86,57,58,89,50,64,23
36, , ,33,33,57,43,84,82,55
92,55,92,83,82,2,96,0,84,75
44,97,0,39,26,51,7, ,0,52
33,46,98,40,69,69,19,84,3,46
92,38,49,79, ,32,30,40,33,10
94,97,4,66,4,57,24, ,35,75
97,47,2,31,15,82,51,40,72,99
46,41,56,68,88,7, ,55,17,9
53,72,18,37,12,51,25,37,40,31
67,40,89,31,32,97,7, ,26,19
22,29, ,13,86,34,86,92,55, 
86,54,87,36,23,66,40,41,7,82
51,98,22,62,55,70,35,70,66,79
68,31, ,72,42,61, ,98,58,4
70,66, ,2,72,32,5,48,53,87
36,63,36,96,11, ,32,5,29,2
81,28,32,8,3, , ,2,93,37
98, ,16,90,29,34, , ,18,58
 ,8,37,54,42,10,58,83,26,73
32,79,12,15,36, , ,88,3,22
35,15,1,94,32,26,70, ,50,97
96,3,42,20,22,74,82, , ,41
 ,26,43,10,10,64,93,87, ,19
 ,39,77,3, ,42,97,28,10, 
62, ,73, ,64,75,66,71,65,71
96,1,17,61,86,12,46,62,49,69
 , ,65,55,45,47,63, ,65,9
 ,12,51, ,98,90,50,93, ,38
29,66,15,91,57,44,93,34,76,30
85, ,9, ,3,16,75,36,20,55
30,95,78,42, ,18,25,85,18,38
98,23,59,75,89,57,57,97,48,74
81,61,16,63,41,42,87,80,34,48
83,26,76,74,9,87,42,97,96,94
64, ,51, , ,36,47,97,87,30
13,20,44,4,9,89,57,35,5,95
85,78,93,87, ,18,29, ,91,23
12,58,3,29,10,26,99, , ,44
54,13,50,99,17,44,86,74,58,61
17,22,77,55,99, , ,32,24,67
7,13,26,7,45,79,53,78,40,98
71, ,19,27,75,49,17,13,61,77
58, ,65,38,73,98,74,69,89,97
96,20,25,9,16,71,81, ,47,58
85,89,11,26,49,78,43,41,11,49
14,78,54, ,2,72,91,82,21,74
90, ,11,67,5,50,85,28,57,57
85,44, ,54,2,1,79,98,4,28
68, ,23,72,57,35,0,78,98,99
36,60,54,10,57,43,42,22,45,18
24,19,74,70,31,32,45,80,46,15
65,19,10,73,36,60,45,85,77,93
25,75,18, ,65,85,12,89,56,93
67,72,31,12,29,43,93,13,88,34
17,24,65,49,45,34, ,7,60,52
88,54,14, ,79,10,66,34,57, 
6,50,57, ,64,38,54,13,4,90
80,41,83,19, ,76, ,83,53,97
12,18, ,72,0,5,38, ,7,13
 , ,8,8,86,67, ,65,37,74
15,90, ,95,33,78,6, , ,23
71,67,24,98,0,87,28,44,67,71
16,93,47,85,89,20,40,19,23,15
71,53,80,76,56,10, ,4,1,53
 ,61,55,90,68,91,38,86,64,89
14,89, ,44,87,34,26,1,83,19
72,50, ,13, ,78,53,23,9,19
78,98,46,40,54,53,82,7,81, 
 ,44, ,98,56,54,17,82,6,70
35,86,72,43,68,79,23,92, , 
93,89,97,55,31,74,95, ,82,93
14,11,71,14,51,11,56,31,1,60
70,55,19,93,37,44, ,55,51,57
66,38,77,41, ,80,25,67,22,47
 ,84,33,83,79,3, ,70,99,35
 ,18,1,13,30,74,42,6, ,39
79,43,32,75,38,82,18,92,5,19
85, ,3,23,84,48,98, ,12,72
12,63,85,98,87,33,61,20,22,17
 ,36,11,57,47, ,35,87,73,80
51,76,74,4,32,73,59, ,39,20
49,63,2,13, ,86,87, , ,22
2,20,54,84, ,69,75,50,57, 
60, ,62,50,58,95,11,24,41,93
43, ,13,40,11,61,17,81,84,33
 ,21,32,46,71,16,23,71,73,29
43,38,13,50,44,28,12,99,83,2
34,19,78,47,23,28, ,66,85,85
70,9,0,44,43,47,24,17,43, 
95,6,97,89,63, ,44,6,31,13
51,66,54,64,75,79,3,12,8,16
54,60, , , ,50,66,23,93,77
87,60,29,99,77,48,42,23,50,92
74,89,68,63,35,47,89,18,73,58
44,19,97,60,64,64,94,79,66,25
 , ,24,80,92,61,5,58,91,67
3,4,71,20,62,94,87,61,51,55
96,94,21,26,8,65,26,78,68,49
84,20,22,84,23,18,57,21,66,92
 ,57,69,64, ,63,27,61,20,29
58,45,73,90,82, ,74,86,16,58
23,44,82,2,13,58,46,64,84,13
49,22,0,56,64,99,69,29,36,81
19,69, ,33,35,1,51,37,72,31
11,89,17,29, ,61,20,90, ,41
34,24,91,8, ,80,83,88,60,48
 ,17,79,83,58,6,96,76,78, 
 ,98,67,33,63,98,12,69,55,98
 ,56,16,8,33,36,27,0,91,10
38,27,87, ,18,8,12,73,35,33
62,30,90,64,45,77,77,1,39,27
94,74,54,32,77,83,29,4,68,86
8,87,16,53,10,13,17,12,35,61
10,52,59,59,25,40, ,28,27,74
28,96,72,45,20,6,0,86,10,0
68,78, ,7,85,97,53,64,25,31
70,77,21, ,61,33,77,8, ,66
28,88,19,78,28,34,74,80,9,80
64,33,97,35,41,18,53, ,73,73
77,92,51,17,6,83,84,39,1,46
16,73,1,81,29,31,32,43,21,86
82,34,72,77,49,29,72,52,84,47
89,21,3, ,25,91,9,88, ,62
7,78,78,41,23,66,40,50,76,27
79, ,33,33,41, ,95,96,12,23
6,79,17,28,82,22,86,65,35,93
71,41,35,40,13,1,10,92,1,96
26,94,21,72,90,14,26,30,94,9
 ,10,44,20,93,69,67,71,11,52
22,83,44,15,34,16,19, ,64, 
37,29,89,96,78,91,76,49,99,0
 ,35,17,19,45, ,34,76,30,61
25,35,70,31,72,14,44,8, ,85
78,49,65,18,2,91,9,64,1,58
49, ,22,53,79,17,65,94, ,66
43,10,98,66,47,39,90,95,11,81
9,59, ,8, ,22,69, ,79,81
67,46, ,52,72,54,77,25,4,41
93,82,4,81,31,69,50,77,98,11
77,54,1,42, ,83,60,27,77,57
10,35,90,18,48, ,19,53,80,54
61,6,80,34, ,13, ,24,57,45
83, ,31,75, ,50,18,60,25,86
46,63,34,26,32,23, ,7,48,10
 ,74,32,79,73,59, ,6,73,15
36, ,21, ,13,64,44,86,49, 
43,64,44, ,55, ,29,73,76,65
45,12,92,95,61,17,7,63,77,95
63,12,65,73,33,40,66,30,28,27
61,12,5, , ,83,37,61,39,36
70, ,11, ,64,78,4,82,49,34
 ,74,53,76,73,40,63, ,33,82
24,60,39,7,31,15,12, , ,39
27,24, ,25, ,95,40,32,24,66
59, ,90,0,43,95,26,22,71, 
96,83,45,70,89,72,58,30,21,43
4,73,56, ,24,97,88,56,38,51
70,89, , ,56,42, ,20, ,93
78,42,5,76,32,74,14, ,84,77
76,67,41,15,7,55,16,71,73,95
43,41, ,66,28,80,13,7,21,53
0,38,7,99,81,22,54,89,94,72
94,62,33, , ,61, ,61,77,97
90,66,47,56,4,93,98,55,78,85
10,9,78, ,56,98, ,22,54,22
68,36, ,35, ,87,8,3,13,29
85, ,48,89,51,55,19,89,3,36
28,25,90,88,11,38,87,51,96,37
38,68,59,5,8,0,23,22, ,10
36,62,0,91,27,73,71,43,25,35
10, ,47,14,16,80,76,1,94,8
59,5,13,77,97,79, , ,73,59
7,28, ,4,16,76,29,8, ,43
84,27,0, ,89,40,23,34,56, 
60,31,80,10,89,0,66, , ,67
1,43,73,89,5,58,3,31,1,14
0,93,36, ,89,53,55,87, ,59
 ,64, ,92,41,35, ,50,36,48
90,23,62,24,64, ,25,48,35, 
28,52,85,89,49,89,64,6,60,65
87,96,55,75,3,55,72,85,3,93
1,50,62,53,27,7,48,42,72,48
41,9, ,94,16,64,70,19,10,88
4,41,55,62,18, ,95,13,34,99
42, , ,38,31,27,62,13, ,33
47,84,76, , ,5,31,66,73,7
73,16,52,9,38,14,2,68,29,79
41,59,16, ,89,18,33,91,95,90
55,23,71,95,15,37,81,66, ,92
28,84,87,95,24,58,67,56, ,42
56, ,93,13,31,54,35,77,87,48
32,94,6,17,57,5, ,62, ,27
81,62,83, ,60,7,67,57,85,46
65, ,80,54,77,17,28,64,35,89
8,63,75,90,39,62,4, ,84,46
63,53,10,33,88,92,89,7,75,13
0,53,56,79, ,26, ,8,44,84
21,60,16,14,73,84,82, ,35,96
52,72,16, ,48, ,32,28,30,21
57,54, ,40,14,66,76,39, ,18
46, ,38,11,40,40,37,41,75,12
20,96,13,14,87,71,59,96,89,7
24,14,68,44,45,60,82,53,29, 
17,21,40,31,87,46,64,32,63, 
7,26,1,25,5,22,72,76,44,39
62,29,43,14,87,39,37,62,74,93
42,35,19,22,87, ,50,77,85,46
88,94,86,45,34,17,76,50,53, 
17,76,0,41,3,78,31, ,13, 
59,47,56,68,12,43,74,26,25,68
 ,71,37, , , ,54, ,14,43
73,75,18,6,9,20,92,28,5,68
30,7,64,9,2,85,57,39,95,69
12,65,36,63,93,85,41,36,79,84
97,58,29,31,42,31, ,96, ,89
70, ,56,98,42,29,88,86,69,87
73,9,44,66,25,30,65,5,19,71
7,50,12, ,81,40, ,53,29,22
38,91, ,57,2,0,51,12, ,8
51,45,1,85,51, ,74,92,3,18
42,39,25,6,42,46,72,52,9,89
98,18,16,94,71,80,33,58,11,98
86,61,53, ,62,52,59,46,74,26
28,74,74,1,5,32,53,21,30, 
93,27,55,67,58,14, , ,27,28
98,27, ,88,72,29,45,96, ,17
15,84,9,27,53,59,76, ,3,40
40,1,16,73,88,31,20,70,25,22
23,47, ,4,56,91,67,49,20,10
84,65, ,81,31,10,96,31,39,48
40,82, ,86,79,35,41,5,90,88
 ,96,28,74,36,43,5, ,88,2
13,82, ,24,77,60,20,93,31,9
82,20,30, ,89,84,89,73,47,96
21,76,49,35,99,75,40,26, ,52
41,61,55,6,6,24,73,99,2,50
67,43,48, ,15,52,57,53,75,96
20,27,21, ,36,11,51, ,95,43
50,76,50,22,23,18,0, ,27,90
25,91,12,14,37,50,17,73,60,42
30, ,51,22,67,10,30,66,49, 
57,48,43,17,85,23,43,67,5,49
73, ,49,74,51,24,81,81,13,6
32,53,28,27,13,5,7,76, ,50
96,96,55,11,79,51,90,63,65, 
21,12,24,87,77,51,29,45, ,12
27,29,1, ,64,81,48,20,30,80
45, , ,7,23,40,65,32,40,59
27,30,59,12,39,24,61,78,66,94
39, ,5,29,88,21,68,79,5,90
98,8,95,98,45,3, ,39,30,61
76,15,71,5,66, ,51, ,59,69
82,83,81,92,51,9,16,15,11,93
35,81, ,45,70,18,10,92,78,70
63,9,10,91,6,35,14,4,6,39
77,86,54,66,91,32,30,31,37,82
2, ,16,70,20,46, ,4,85,62
91,89,9,66,60,65,47,61,83,83
95,36,0,76,99,38, ,27,2,82
7,9,33,11, ,86, ,82,86,33
51,26,59,83,32,34, ,41,41,34
2,78, , ,71,16,77,98,70,56
72,19,77, ,18,31,69,13,28,60
74,74,81,20,88, ,75,78, , 
30,74,64,35,97, ,0,1, ,75
31,17,81,45,7, , ,78,81,48
 ,84, , ,2,17,10,79,0,25
 ,51,11,79,8,47,11,35,80,84
97,69,30,81,38,64,9,5,74,85
43,71,28,3, ,87,99,30, , 
 , ,7,41,46, ,67,46,13,85
44,91,23,35,93,14,82,77, ,13
46,57,27,55,2,65,89,79,3,73
65, ,60, ,37,76,59,11, ,38
 ,18,31,95,64,57,47,55,47, 
46,11,20,65,74,74,88,31,92,92
 ,66,48,0,26,62,94,11, , 
65,48,44,37,92,97,26,89,79,6
42,28, ,23,45,39,89,67,53,75
21,57,35,20,47,35,1,56,2,19
 ,58,93,34,21,6,84,38,51,35
53,15,95, ,3,17,34,81,14,37
 ,0, ,85,90, ,96,1,29,30
1,28,85,23,32,22,62,51,21,48
93, ,89,12,15,69,31, ,19, 
43,53,52,31,86,42, ,33,93, 
78,12,87,34,20,39,25,74,51,14
48,78, ,22,75, ,48,27,89,42
34,28,6,56,33,8,90,48,49,91
15,44,2,24, ,67,22,44, ,98
18,60, ,51,27,35,11,83, ,47
27,14,40,37,74,8,85,4,54,96
11,75,28,63,40,71,84,82,16, 
91,4,38, ,84,51,27,97,42,88
75,17,96,33,26,98,41,26,89,75
45,54,89,75,79,37,92,1,56,67
85,4,16,33,90,79,35,8,86,56
47,19,49,28,56,88,62, , ,25
85,10,51,98,70,43,49,21,30,91
 ,48,66,17, ,96,60,1,47,16
12,30,13,47,50,7, ,84,93,79
11,8,98,97,37,85,63,14,86,67
44,29,83,75,65,88,92,73,88,60
21,9,19,3,18,27,16,49,71,76
78,13,62,62,57,76,69,62,10,93
36,92,78,52,65,86,94,15,86,8
0, ,69,83,82,51,86,4,52,92
11,88, ,88,74,49, , ,68,19
22,23,29,58,39,55,90,96,46,28
25,9,84,25,66,93,23,62,51,56
19, ,9,72,17, ,52,51,25,90
90,96,46,0,72,30,43,41,59,92
29,30,69,44,19,46,91,93, ,93
34,78,88,5,87,0, ,18,28,81
82,7,10,71,38, , ,68, ,32
91,39,55,47,58,30,27,28,10,39
29,48, ,34,84,64,91,56,59,17
54,91,90,28,5,58,15,64,43,11
98,44,79,59,97,99,40,52,86,50
67, ,83,72,54, , ,69,27,28
18, ,95,77,58,66,11,36,25,62
17,90,98,58,0,76,36,54,10,67
62,13,49,53,95,10,40,1,74,86
77,3,6,46,89,86,47,26,50,72
94,58, ,59,58,59,97, ,12,93
45,72, ,20,62,83,89,35,87,56
44,67,48,25,77,78, ,61,32,29
59, ,0,77,9,7,12,82,55,44
15, ,93, , ,68,52,33,45,11
 ,48, ,55,35,40,62,59,86,78
40,34, ,86,15,51,9,54,26,13
12, ,26,96,27,67,62,20,16,82
17,74,89,68,35,61,58, ,85, 
71,24,1,46,82,24,85,44, ,34
24,4,43,29,69,94, ,89,25,20
13,34, ,20,13, , ,49, ,53
73,60, ,75,56,84,88,12,88,95
84,6,95,45,2,98, ,76, ,22
 ,79,27,20,83,91,76,84,23,87
26,68,31,49,96,30,42,99,81, 
65,64,76,49,6,56,57,40,21,9
40,60,49,6,52, ,17,56,4, 
73,63,16,19,80, ,90,40,30,47
54,52,59,8,53,55, ,99,16,71
73,75,42,14,75,88,16,28,15,6
52,87,6, ,22,59,77,33, ,78
94,27,30,39,41,58,87,67,49,62
95,97,43,86,63,60,19,41,32,8
36, ,24,90,27,61,59,62,71,0
35,25,85,34,47,43,51,44,88,75
98, ,57,44,36, , ,51,27,21
78,89,0,46,55, ,90,15,34,46
41,36,88,8,66,47,32, ,26,8
14,94,54,28,26,88, ,6,24,0
20,85,75,71,44,81,89,11,0, 
 , , ,31, ,38,48,19,53,66
61,92,29,15,56,57,61,91,90,36
73,66,8, , ,72,82,53,68,42
28,46,59,47,12,0,85,24, ,32
96,11,77,18,15,94,29,46,52, 
3,2,17,77,40,74,68, ,33, 
51,52,92,82,98,38,62,20,45,53
79,94,73,22,96,1,66,1,6,44
 ,82,46,79,70,64,97,88,31,74
 ,42,95,50,67,80,61, ,19,18
21,16,82,44,65,21,72,81,63,18
58,40,36,63,14, ,35, ,21,86
23,43,90,12,83,63,36, ,76,13
55,94,25,8,52,83,84, ,29,77
99,18,63,85,30,55,32, ,69,36
48,39, ,24, ,53,48,92,13,73
40,97,70,49,15,46,97, ,36,50
95, ,89, ,82,22,51,79,87,37
46,12,80,64,6,3,61, ,76, 
 ,70,7,77,87,84,81,31,92,94
62, ,63,20,72,1,44,31,93, 
90,91, , ,55,86, ,80, ,50
67,90,97,93,33, ,3,30, ,58
38,13,15,42,80,62,18,55,23,97
11,97,34,31,35,25,60,68,38,33
60,50,26,88,59,67,17,72,35, 
71,61,52,14,39,62,86,10,86,53
76,3,57,19,3,44,15,21,7,97
 ,60,49,16,5, ,41,8,58,13
74,1,92,26, ,34,83,12,88,62
 ,68, ,10,53,8,69,93,88,78
39,91,41,55,17,15,49,49,35,38
15,7,34,70,14,28, ,19,83,84
12,52,78,42,79, ,67,53,1,76
10,22,45,58,47,59,64,38,66,99
60,41,19, ,20,79,93,15,16,90
27,51,7,50,6,65,92, ,21,77
7,4,53,16, ,95,84,18,35,74
91,17,22,23,32,81,17,61,95, 
80, ,56,53,50,1,74,5,49,2
32, , ,91,55,18,91,31,82,36
63,24,11,58,90,44,81,28,90,66
73,96,37,86,15,55,8,44, ,2
69,81,92,91,49,24,85,92,46,37
 ,59,15,3,88,62,51,7,66,4
16,48,1,3,4,89,59,94,17,34
79,32,71,44,6,61,65,34, ,38
72,8,22,37,75,31,14,14, ,54
37,37,84,9,70,57,49,98, ,56
39,65,15,0,24,84,38,49,30,46
 ,23,12,27,65,68,8,61,15,80
 ,81,77,76,57,80,56,28,16,90
66,95,68,23, ,64,57,9,6,63
86,13,26,19,33,81,86,56,9,71
64,86,64,9,25,4,43, , ,35
 ,68,41, ,83, , ,38,51,82
23,33,17, ,22,49,74,76,80,38
74,5,43,98,50,74,24,21,39,63
52,2,32,23,23,35, ,41, ,40
64,58,78,60,40,81,62,16,59,43
61,44,64,38,47,80,68,51,21,47
 ,29,74,82, ,31,5,48,90,24
 ,71,16,76,35,76,71,59,5, 
87, ,19,91,3,2,66,52,39,22
 ,57, ,4,40, ,45, ,33,62
25,64,96,46,99, ,38,23,92, 
 ,86,34,15,48,12,53,46,29,3
21,97,67,89,90,72,76,87,9, 
58,2,48,24,97,59,21,93,93,31
19,56,90,90,25,91,88,62,62,92
87,56,77,52,78,54,98,1,27,89
85,36,74,10,86,96, , ,84,2
1,20,80,68,6,74,48,76, ,51
43,71,84,0,30,40,33, ,90,6
83,55,9,17,89,37,94,46,10,40
23,88,5,78,11,54,98,52,13,94
 , ,77,57,56,16,15,69,30,13
71,94,19,36,0,41,53, , ,77
55,51,31, ,0,43,84,47,47,29
 ,1,59,36,5,44,46,16,72,64
48,28,19,72,29,58,55,11,3,28
10, ,57,8,44,19,5,58,74,1
69,61,2, ,17,98,33,19,66,33
36,41,94,24, ,64,74,73,72,57
94,21,14,59,97,73,88,60,58,78
28,9,76,38,59,73,77,94,25,31
5,41,68,48,59,9,70,91,1,96
25, ,2,7,90,26,67,53, ,55
27,37,3,55,55,25,16,22,53,38
77,75,67,43,8,39,15,71,85,14
83, ,0,14, ,1,92,68,69,75
66,13,19,83,48, ,63,2,0,93
32,17, , ,70, ,7, ,73,92
77,62,69,87,38,35,91,55,67, 
97,96,35,70,77,7,6,18,99,63
87,68,45,82,64,95,24,58,96,75
 ,82,65, ,42,96,42,58,12, 
94,73,69,74,95,58,10,83,61,4
91,6,58,56,3,78, ,51,3,23
82,24,68,91,17,66,32,34, ,25
9,46,28,39,84,0,9,74,28,8
 ,49,76,38,12,36,88,45,94, 
71,43,61,31,70,66,51,29, , 
46,24, ,23,5,91,96,71,51,68
75,75,70,86,85,76,41,22, ,46
23,72,12,94,31,87,13,11,61,35
52,23,71,72,20,18, ,91,46,62
3,53,13,51,6,97,71,76,98,93
99,55,45,11,18, ,22,11,88,13
63,49,3,92,75,17,70,67,75,25
33,25,74,17, ,31,57,64, ,41
91,37,29, ,96,13,46,44,6,21
17,38,0,12, ,78,35,23,78,80
48,30,48,4,17,16,22,99, ,95
66,61, ,31,73,48,27,56,57,68
99,66,48,17,59,43,85,4,8,55
47,36,1,32,98,20, ,86,36,30
34,28,35,81,45,50,65,64,55,72
55,34,61,67,95,82,47,6,46, 
91,28,72,83,37,84,97,86,19,17
2, ,31,8,46,26,46, ,66,34
18,91,24,60,39,16,96,73,50,4
83,14, ,48,72,95,71,13,92,35
41, ,98,37,6,8, , ,70,0
39,50,57,65,86,18,74,29,39,1
0,66,19,1,34,67,63,66,90,47
71,64,86,36,22,3, ,69,65,34
46, ,20,40, ,31,69, ,34,37
65,46,11,11,20,22,79,79,1,17
86,73,8, ,43,32,18,10,18,17
81,99, ,77,57,92,21,14,84,74
66,12,45, ,51,1,14,31, ,73
91,70,6,63,85,43,27,87,39,59
84, ,54,65,26, ,17,89,38,79
16,49,25,69,16,46,88,73,84,35
12,29,51,17,15,91,61,91,16,99
69,8,76,27,67,32,60,9,80, 
96,94,85,19,51,71,50,93,94,35
43,88,59,33,30,75,84,55,4,42
56,41,32,14, ,49,54,71,8,11
 ,72,79,25,27,9,86,84,72,63
43,36,28, ,6,19,73,91,51,53
76,95,69,31,33,60,92,55, ,40
69,38, ,10,35,28,47,72,52, 
83,37,1,25,12, ,52,69,2,92
37,74,16,71,64,31,7,5, ,62
 ,74,9,74,13,36,90,33,40,87
39,34,20, , ,82,87,26,59,89
14,11,9,24,67,93,76,7,3,53
52,63,84,2,24,78,94, ,3,14
 ,79,15,72,67,50,22,57,43,75
86, ,64,31, ,35,43,7,21,79
46,69,67,0, ,44,54,53,27,94
73,94, ,75,91,51,90,17,95,52
10,41,85,31,58,35,22,11,27,71
84,89,21,34,91,13,17,78,86,43
60,62,37,26,62,84,19,22,79,57
43, , ,26,64,61,57,85,5,95
88,29, ,49,26,25,48,27,69,45
 , ,82,16,44,10, ,42,89,28
20,19,0,58,30,66,24,71,69, 
74,36,43,26,56,28,18,70,3,87
 ,66,21,53,73,23,96, ,80,76
43, ,71,23,54,78,39,30, ,52
98,69,69,18,51,11,6,62,26,34
0,80,26,58,4,29,56,24,42,94
41, ,48,84,87,94,30,69, ,28
 ,32,70,82,60,11,2,45,28,68
 ,56,46,74,14,35,48, ,75, 
58,73,28,69,22,62,46,68,18,47
43,25,4,56,49,93,20,75,43,83
21,80,20,69,64,32,79,87,32,65
46,91,24,15,10,32,44,99,62,4
86,34,95,50,65,11,73,78, ,93
79,98,36,10,74,6, ,43,32,58
68, ,79,72,14,50,36,99,40,47
37,31,24,87,30,19,95, ,75,84
93,7,92,1,78, , ,74,60, 
 ,5,88,1,28,13,25, ,18,68
46,20,83,48,32,73,67,56,19,52
17, ,21,33,41,50,33,81,39,56
 ,2,22,57,20,68,99,70,7,68
33,39,89,75,35,53,87,14,26,88
50,19,43,84,81,40,7,10,74,94
1,97, ,12,29,87,35,95,88,69
66,80,30,92,35,21,80,42,71,67
40,77,99,62,56,29,54,4,70,11
75,50, ,92,74,92,89,52,46,28
 ,61,4,74, ,44, ,50,45,38
93,21,56,31,49,50, ,86,87,61
25,3,77,20,61,99,13,30,19,86
77,73,10,8,10,1,41,6,20,79
47,90,41,16,48,84, ,58,97,86
28,96,97,71,21,96,44,93,16,22
62,61,12,65,37,4,8,32,2,22
1,27,93,51,36,86,99,86,68,20
3,73,26,16,8,53, ,81,52,7
 , ,48,81,24,65,13, ,39,90
49,94,47,67,29,57, ,19, ,67
93,34,29,0,89,45,6,87,52,48
40,43,10,17,86,91,50,67,36,80
8,6,20,15,28,93,42,66,10,33
69,77,51,99,13,14, ,21,27,51
44,93, ,29, ,39,43,33,13,21
52,71, ,92,44,66,80,4,60,54
 ,64,61,66,77,48, , ,8,34
1,76,41,10,41,69, , ,56,88
34,12,34,10,62,80,51,70,11,65
20,29,66,48, ,37,51,52,26,74
75,78,44,42, ,54,94,44,63,14
33,49,82,26,68,20,15,45,57,31
77, , ,60,94,22,37,41,28,28
70,94,62,4,99,12,91,16,61,70
2,65,48,25,31,31,49,93,37, 
36,33,51,83,84,80,62,6,21,27
 ,81,48,56,44,39,29,97,50,80
5, , ,3, ,5,65,33,15,58
19,91,39,42,54,88, , ,80, 
26,3,70,43,72,19,12,55,58,52
11,69,80,70,25, ,52,22,65, 
70,28, ,41,23,16,7,3,0,79
24,71,26,51,53,9,87, ,77,97
35,51, ,82,57,84,29,44, ,71
16,78,30,21,62,84,34, ,85,68
76,51,61,70,81,77,52, ,86,90
 ,52,84,42,21, ,90,27,47,77
59,11,61,47,1,86,43,44,71,93
77,25,18,84,41,95, ,6,8,43
25,53,20,62,11,66,96,11,6, 
73, ,68, , ,0,99,33,21, 
42,4,38,80,19,36,75,34, ,46
11,93,72,56,16,92,20, ,35,86
83,85,90,21,10,70,40,22,48,10
30,47,9,53,26,61,45,30,9,60
80,48,7,74,84,10,72,5,24,27
98, ,43,90,45,39,24,14,79,19
70,45,76,91,26,86,48,36, , 
70,71, ,95, ,41,23,96, ,41
 ,43,1,21,46,64,61,11,35,43
78,98, ,22,82,44,96,67, ,37
76,59,67,18,53,61,14,22,58,35
92,83,48,84,58, ,34,66, ,87
52,48,38, ,60,11, ,50,61,78
4,26,84,97,98,63,67,27, ,66
81,52,97,43,24,37,81,60,84,42
91,38,83,6,82,76, ,28, ,90
57,78,49,95,4,2,55, ,93,45
 , ,29,20,53,50,39,8,29,4
 ,13,79,40,11,28,48,64,5,13
 ,61,20,99,56,32,17,74,11,52
 , ,75,4,50,56,10,37,2,73
87,30,90,51,59,54,9,67, ,71
93,92,78,99, , ,24,45,82,44
17,91,63,89,70,62,10,9,17,49
38,74,50,16,86,64,68,83,58,51
47,70,71,60,67, ,6,80,58,85
87, ,91, ,74,68, ,97,13,54
47,74,24,21,61,90,75,49,37,35
15,16,79, ,93,15,29,52,54,65
93,77,30,5,97,86, ,67,26,76
40,2,87,70,87,97,96,52,83, 
34,4, ,66,16,35,79,51,95,14
70,69,76,21,17, ,75,49,59,46
20,83,19,64,55,16, ,18,42,55
22,68,49,11,66,75,35,97,34,14
12,51,92,23,64,99,52,48,75,31
 ,6,11,52, ,9,92,93,54,14
22,56,64,90,10,74,7,48,61,16
27,98,47,63,79,80,56,24,46,34
81,98,58,52,17,44,94,63,35,44
5, ,61,42, ,57,65,26,28,10
5,49,72,92,86,64,43,56,30,3
28,30,1,57,42,11,96, ,69,90
91, ,22,39,24,98,83,90, ,91
77, ,45,60,92,11,49,89,86,31
 ,56,88,78,75,34,63,87, ,19
0,95,10,27,12, , ,40,1,89
15,61,39, ,51,47,35,10,78,58
 ,58,63,80,70,39,68,65,62,58
56,81,10,76,43,18,47,3,45,14
65,76,9,64,46,6,98, , ,52
 ,96,87,91,66,8,16,16,1,81
15,89, ,92, ,61,0,17, ,4
44,26, ,77,1,35,44,45,69,99
27,76,85,97,73,7, ,75,42,37
53,40, , ,2,26,33,65,32,57
52,83,67,98,77,94,46,46,4, 
6,70,89,9,58,18,16,51,46,19
46,83,6,7,36,37,84,87,33, 
91,54,78,11,79,18,26,53,84,96
