Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10
40,79,32,44,60,97,43,47,68, 
85,90,12, , ,66,65,51, ,14
82,66,84, ,28,0,94,98,8,23
47, ,13,2,92,16,51,66,43, 
96,8,91, ,90,81,7,27,39,79
66,2,78,82,71,95,22,61, ,65
57,71,57,64,13,75,71,57,25,37
82,65,86,97,9,95,12,4,42,66
75,11,89,1,79,84,2, ,89,94
2,90,69,74,0,7,19,67, ,36
 ,16,38, ,89,99, ,93,26,53
 ,27,42,43,91,66, ,2,86,32
97,14,41,42,81, , ,65,62,2
45,25,67,71,8,89, , ,84,60
94,60,71,10,40,38,6,43,22,14
81,51,64,58,32,74,21,2,14,29
85,97,52,23,52,69,61,4,55,73
80,14,82,95, , ,51,93,8,90
20,70, ,32,79,66,31,22,68,62
19,17,11,38,42,50,5,45, ,78
48, ,90,25,46,37,80,68, ,80
41, , ,92,30,95,53,31,8,92
28,23,43,4, ,2,81,44,8,15
0,52,54,56,34,48,89,34,97,17
67,2,54,72,17, ,17,73,42,0
33,48,49,79,0,79,14, ,63,48
16,24,83,10, ,9,55,86,88,6
98,13,5,76,91,56,46,52,5,92
21,58,45,80, ,87,79,14, , 
32,34,63,8,16,91, , ,4,82
31,62,8,65,43,44, , ,50,40
21,0,40,19, ,23,97,42,67,33
72,60,65,76,54,82,56,68,72,13
75,8,42, ,10, ,27,50,84,91
59,96,14,74, ,46,59,18,51,40
87,60,78,68,76,58,44,34,19,60
32,46,50,89,55,4,81, ,59,30
34, ,72,90,45,93,13,13,18,24
65,38,24,35,79,15,26,91,90,5
91,43, ,56,43,88,84,89,92,89
88,94,8,85,16,13,58,95,36,26
71,31,83,11,30,54,83,13,74,0
65,43,25,87,91,41,29,20,93,89
33,42,92,9,55,58,23,45,41,9
46, ,75,18,16,77,84,83,14,10
 ,20,16,42,91,94,18,52,16,34
92,82,68,15,18,80, ,1,66,82
36, ,38,63,0,67,85,18, ,87
8, , ,38, ,39,79,12,21,30
63,51,73,97,78,26,4, ,61,42
80,39,35,23, ,3,5,66,30,75
98,44,25,24,10,47,94,49,39,29
18,55,98,80,61,56,9,84,49,40
 ,88,16, ,21,92,13,83,34,90
10,70,11,68, ,17,57,28,46,38
66,58,82,0,4,41,93, ,60,71
1,46,44,35,70,28,47,95,81, 
32,49,89, ,79,73,32,38,82,3
73,98,9,0, ,81,78,39,88,70
9, , ,7, ,87,81,6,63,57
51,78,39,42,87,42,40,25,29,23
83,23,1,20,33,38,34,49,64,27
61,68,68, ,98,41, ,52,28,85
18,25,5,74,34,46,91,30,9,54
98,69,97, ,25,75,93,0,0,25
95,1,56,87,18, ,46,3,18,36
26,83,5,1,78,82,56,35,3,0
62,89,74,23,94,0,72,22,62,35
85,75,65,55,54,88,44,24,71,12
9,87,96,60,32, ,17, , ,79
15,39,36,17,80,86,48,37,39,58
80,81,17,91,59,78,20,47,74,71
1,83,10,11,41,99,87,98,81,98
61,16,95,38,29,24,68,80,28,29
61,91,10,55,79,32, ,49,27,60
43,21,39,54,57,47,7,18,87,12
88, ,29,61, ,75, ,18,44,23
 ,41,92,58,65,58,85,31,36, 
34, ,60, ,82,51,90,0,16,29
89,70,88,52,54,96,30,1,91,53
79,1,80,6,32,1,67,88,95,15
67,48, ,50,34,37,10,10, ,12
19,22,66,94, ,90,61, ,73,61
39,51,82,81, ,61,83,68,70, 
60, ,6,47,15,41, ,57,19,13
69,27,56,24,44,74,49, ,0,93
8,60,12,7,54,70,86,83,21,51
5,98, ,33,56,52,83,65,74,40
54,0,43,94,86,22,59, ,99,43
39,11,0, ,33,9, ,63,78,74
68, ,22,42,95,81,96,17,51,14
71,72,22,44,28,27,87,4,39, 
34,73,95, ,9,92,90,71,44,13
46,7,15,46,4,65,21,70,60,65
50,92,20,4,57,53,59,78,56,93
11,57,24,67,11,54,90,2,10,75
24,72,91,58,75,8,11,20, ,88
4,73, ,20, ,31,98,0,72, 
22,67,93, ,4,6,33,59,16,3
54,51,48,86,78,32,80,65,67,65
81,11,67,52,5,13,29,46,15,25
91,92,31, ,99,16,80,83,56,47
60,53,33,67, ,0,27,94, , 
78,25,31, ,19, ,76,1,95,70
39,83,22, ,50,81,38,48,34,83
84,11,79, ,96,46,59, ,43,79
22,2,99,12,94,73, ,58,90,61
36,80,25,68,82,61, ,90,31,54
36,90,26,69,59,69,2,77,53, 
35,57,9,87, ,76,59,25,24, 
93,79,29,61,53,10,99,69,43,41
1,6,16,3,44,86,14,96,41,0
4,64,57,60,11,30,58,90,57,41
48,39,93,6,93,29,17,1, ,62
39,5,22,43,99,40,86,40,61,55
69,26,80,69,47,30, ,35,18,82
77,56,5,18,87,10,64,10,53,1
78,40,27,4,53,61,6, ,11,28
30,76,87,25,4,20,35,53,79,5
83,86,98,24,48, ,79,53,63,19
7,3,11,74,35,18,87,47,10,27
1,97,56,75,54,3,71,83,63,96
62,59,26,52,60,57,60,42,6,38
13,24,49,69, ,65,29,72,8,33
39,2,74,44,64,30,76,50,22,31
25,48,78,35,99,32,81,40,93,48
47,84,51,86, ,18,17,59,94,7
79,13,57, ,13,44, , ,40,16
18,66,21,28,36, ,16,13,84, 
42,74,18,17,11,2,49,31,31,94
89,61,47,34, ,62,97,34,57,70
 ,27,93,0,94,77,92,19,87,24
11,84,76,4,80,99,24,36,4,42
69,86,86,15,73,95,19, ,95,60
83,23,43,77,54,4, ,24, ,10
60,20,79,20,61,62, , ,41,86
16,45,78,24,74,6,10,69,69,36
9,6,19,17,13,44,67,1,40,8
90,99,82,31, ,67,28,48,84,16
 ,20,41,80,34,68,35,58,60,4
93,59,51,84,9,67,92,43,75, 
10,45,79,11, ,52,57, ,16,94
64,50,12,38,48,75,49,16,38,0
10,2, ,47,40,66,92,32,23,76
86,99,98,74,23,94, ,60,10,22
23,49,43, ,81,76,8, ,7,5
95,16,93,48,65, , ,41, ,90
83,5,35,23, ,30,64,45,35,26
52,82,33,6,79,66,29,51,53,17
77,50, ,95,20,29,9,31,37,34
30,79,10,28,51,23,39,99,57,83
52,27,16,89,9,67,5,16, ,45
95,44,46,44,74,9,92,79,38,44
47,59,73,3,51,10,55,92,72,28
76,99,60,24,17,91,37,53,58,0
6,56,66,64,85,86,31,31, ,55
83,83,61,3,93,72,66,59,50,93
 ,86,56,63,11,44,12,86,30, 
2,25,17,58,21,84,98,1,34,38
30,66,80, ,43,42,68,34,74,1
49,36,9,66,49,23,16,39,71,71
40,23, ,58,45,54,35,32,73,66
97,81,69,9,43, ,58,6,34,41
23,41,63,53,79,30,98,18, ,90
72, ,65,88,75,49,10,44,94,58
72, , ,75,86,17,85,12,59,12
49, ,99,82,50,66,93,31,64,7
21, , ,87,73, ,50,33,7,99
87,62,38,16,52,18,55, , ,62
44, ,50, ,69,95,13,89,66,23
73,58, ,77,42,23,71,43,39,35
63,29,56,30,90,81,55, ,82,32
50,19,13,93,53,8, ,52, ,8
22,33,47,60,83,76, ,26,58,70
 , ,27,52, , ,34,13,22,9
 , , ,95,31,38,98,28,65,45
30,62,10,79,81,34,66,88,50,27
56,51,62,30,83,37,78,58,67,0
95,9,97,67,83,29,61,95,62,51
2,58,88,70,56,3,6,13,11,52
75,34,64,60,56,71,0,39,47, 
3,48,87,68,72,44,24,1,91,21
87,89,34,86, ,96,69,17,65,92
51,2,65,19, , ,48,37,28,17
70,13,10,44,7,6,68,41, ,7
96,21,82,84,88,82,39,49, ,33
62,62,41,27,1,90, ,24,47,84
73,0,8,80,46,91,77,60,74, 
58,78,95, ,19,81,57,76,11,98
43,6,43, ,4,43,3,88,50,60
2,6,44,82, ,66,64,47,45,54
96,57,88,80,9,31,66,40,63,54
74,69, ,17,77,63,5,48, ,6
6,40,50,55,79,92, ,67,54,87
14,80, ,85, ,82,12,68, ,6
7,69, ,62,66,76,35,93,29,28
60,91,16,2,32,91,9,80,35,16
73,24,57, ,87,87,52,65,58,97
0,35,8,92,24,20,8,51, ,68
 ,60,31,4,7,65,6,4,77,31
 ,56, ,83,49,30,3,77,69,77
4,37,90,35,85,6, ,22,88,57
8,33,95,5,9, ,84,22,88,65
7,37,68,36,9,0,3,45,88,36
95,86,68,1,22,80,18,44,38,30
76,60,23,12,92,62,98,68,58,23
37,11,22,42,37,10,3,95,77,40
56,58, ,27, ,97,90,50,90,58
34,6,11,15,37, ,77,70,22,30
48,47, ,83,33,19,7,88,98,22
5,7,36,90,93,47, ,87,59,74
50,24,55,30,77,91,35,99,87,45
64,51,25,99, ,74,6,13,78,80
68,37,45,59,75,46,94,30,32,2
24,5,99,81,10, ,78,61, ,49
18,28,5,71,25,5, ,30,26,4
43,55, ,34,66, ,16,12,98,46
48,46,88,73, ,0,83,23,1,70
3,8,53,9,76,42,34,44,13,60
 , ,11,7, ,8,18,66,53, 
31,5,60,5,74,82,69,19, ,31
 ,66,19,16,96,17,83,34,57,37
89,13,99,14,49, ,0,17,49,15
43,32,71,39,38,98,24,14,9,11
46,78,60,44,42,24,48,90,37,80
64,78,89, ,98,96,36,5,86,27
 ,87,30,77,56,50,92,16, ,6
87,52,31,10, ,97,99,82,14,23
33, ,83,0,34,0, ,88, ,72
75, ,47,52, ,35,89,58,81, 
65,91,91,63,95,77,24,58,69,88
51,57,52,44,87,24,39,15,77,62
30,56,95,62,19,87, ,45,66, 
1,84,90,42,54,83,93,58,69,64
19,83,55,52,64,14,41,92,22, 
77,20,48,52,4,63,25,20, ,18
16,87,49, ,41,53, , ,29,25
51, ,55,39,9,12,90,26,13, 
62, ,3,24,0,8,80,69,62,41
17,88,92, ,19,74,24,76,40,18
80,29,54,66,77,52,9,67,95,99
30,47,10,50,5,71,43,83,15,8
42,72, ,40,59,89,16,21,73,22
51,95,35,20,11, ,5,2,64,18
27,44,20,22,80,14,19, ,56,96
74,47,13,18,24,10,12,23,33, 
26,4,16,47,79,14,63,3,37,97
87,38,96,90,86,45,32, ,49,1
 ,90,10,5,32,77,71,12,31,62
18,43,62,13,25,17,41,75,60,65
23,21,7,4, ,67,60,4,79,37
6,12,66,75,80,82,79,95,32,78
71,32,62, , , ,93,24, ,24
68,3,56,22,10,9,46,14,33, 
96, ,38, ,74, ,24,4,50,42
93,42,82,46,40,47,8,70,4,94
83,22,71,0,34,28,7,31,23,19
39,38,64,41,16,73,57,7,22,50
50,84,51,48,94,39,34,82,85,68
59,2,37,45,18, ,69,2, ,18
3, ,42,79,29,5,48, ,90,29
21,89,72,10,10,77,15,41,23,40
17,48,68,83,68,87,89,31,83,10
80,22,68,56,52,34,16,41,40,43
38,99,7,89,72,85,88,49,72,48
3, ,20, ,5,62,17,79,28,48
78, ,63,5,23, ,30,67,94,54
0,70,8,63,5,75,8,74,16,31
71,30,4,35,62,60,49,25,18,46
80,77, ,51,93,46,71,11,44,8
72,4,48,60,54,53,29,55,52, 
45,78,79,38,62,62,20,10,8,16
99,68,94,33,95,45,49,67,42,81
54,10,4,31,66,28,13,43,39,20
18,76,89,96,50,35,21,80,67,38
59,98, ,42,2,1,38,15,55,1
10,22, ,69,26,6,69, ,68,95
 ,98,22,68,52, ,11,31,55,37
23,83,39,29, , ,45,9,75,88
7,64,21,57,98,7,69,68,91,2
13, ,59,29,37,14, , ,14,13
 ,66,29,25,5,52,1,18,39, 
0,0,36,88,6,71,94, ,83,60
15,2,62, , ,18,20,62,93,24
89,14,8,86,20,11,79,45, ,8
 ,89,78,97,97,42, ,32,13,68
11,68,76,61,94,97,29,91,93,32
99,77,22,81, ,50,46,52,91,90
 ,34,97,7,98,90,36,54,12,24
14,44,5,51,51, ,46,58,45,47
21,25,85,7,27,23, , ,66,87
48,78,45,48,64,25, ,46,53, 
69,44,91,18,51,87,11,60,37,15
8,79,91,81,60,97,87,26,10,68
30,0,93,32,66,16,28,10,3,72
72,93,12,38,65, ,95,86,57,70
14,4,46,0, ,92,67,9,24,80
45,69,41,17,89,49, ,67,68,82
81,61,53, ,14,53,12,41,30,14
62,12,81,79,60,46,75,90,86,28
66,96,82,59,21,60,78,95,63, 
23,70,43,44,89,69,27,86,34,66
45,7,18,24,44,2,67,21,75,51
26,55,73,60,66,55,67,41, ,66
86,67,32,76,16, ,81, ,37,89
83,46,53,78,99,58,29,30,0,37
6,17,35,17,8,51,5,2,56,74
45,21,77,71,15,54,62, ,97,40
66,21,54,60,75,86,86,53,97, 
75,42,43,1,2,7,25,94,10,43
89,9,70,73,26,64,0,32,11,11
92,86, ,80,86,45,83, ,4,48
33,57,78, ,10,15,14, ,33,55
97,95,2,75,23,35,57,47,66,72
 ,74,79,15,22,71, ,28,21,31
65,75,27,68,47,1,5,94,17, 
33,39,37,34,89,96,31,62,79,0
42, ,62,92, ,9,39,47,48,48
49,49, ,80,86,76,13,24,86,90
43,88,63,32,80,90,66,12,53,10
6,20,18,69,31,82,84,60,2,90
9,46,10,89,52,2,87,78,68,9
 ,92,92,37,65,31,39, ,15,53
86,5,63, ,41,81,6,98,58,61
31,25,75,74,81,23,84,91,91,86
81,22,50,86,11,5,76,5,96,21
78,64,73, ,65,21,21,20,39,95
52,54,20,1,81,93, ,39,22,80
77,79,41,96,9,46,91,12,10,88
 ,70,38,15,53,42, ,62,82,60
 ,69,1,8,39,2,84, , , 
55,78,39,60,12,41,27, ,82,90
98,76,95,75,65,34,47,5,59, 
9,48,19,52,58,84,22,20,78,36
65,93,76,99,73,66,36,34,90,48
11,92,16,94,12, ,78,46,35,70
34,43,17,52,49,21,51,91,70,79
16,19, ,66,5,36,61,26,35,32
34,30,24,24,56,88,45, ,40,8
72,43,96,81,97,9,0,37,6,56
79,5,30,43,71,77,87,99,82,61
47,86,52,80,47,76, ,81,53,73
57,1,12, ,97, ,58,30,70,81
58,42,17,18, ,72,72,42,97,10
45, ,27,7,95,35,72, ,15, 
85,36,80,57,63,74,65,52,16,40
37,1,13,67, ,56,75,6,46,17
91,97,38,51,6,52,69,31,2,9
94,5,32, ,78,47,32,99,58,83
 , ,23,84,57,15,36,57,56,34
57,8,15,25,71,4,55,69,27, 
85,7,16,5,14,52,89,90,81,19
2,99,59,26,28,30,60,62,96,94
99,92,13,82,13, ,15,90,65,99
19,34,40,96,68,11,62,70,72,34
66, ,82,48, ,40,12,35,94,18
92,53,65,63,67,89,4,38,38,11
89,49,11,47,61,95,53,59,64,55
59,33, ,71,39,37,41,83,0,91
31,1,11,45,15,85,27,80,31,17
3,4,44,88,58,52,37,76,5,78
 ,63, ,94, ,25,25,2,0,26
36,47,24,54,13,83,81,24,71,39
50,17,60,57,67,50,55,21,35,58
77,84,45, ,16,43,1,52,67, 
28,19,43,77, ,12,13,18,46,1
 ,17,24,10,5,99,23,16,6,18
25,96,86,83,5,42,42,70,13,99
68,96,26,35,74,16,26,65,71,54
10,39,56,21,90,90,19,51,0,79
40,75,8,79,90,58,30,55,7,57
97,56,34,62,94, ,35,86,46,82
17,85,46,74,90,91,48,45,73,28
48,19,8, , ,32,81,84,69,49
64,96,27,93,10,26,76,9,58,1
71,12,85,19,28,99,8,47,41,9
8,90,10,80,17,13,15,42,23, 
51,55,40,91,92,86,40,35,33,5
52,16, ,42,3,47,18,15,19,54
60,83,27,40,39,57,28,58,47, 
50,3,87,26,1,3,54,81, , 
99,26,27,2,27,19,28,97, ,84
7,15,38,55,95,46,13,9,44,90
5,36,92,32,87,38,52,96,68,19
65,46,81,66,34,43,21,74,85,38
24, ,76,64,0,86,81,12,34,27
2,3,6,16, ,24,42,37,25,75
70,79,73,47,65,60,18,29,51,77
80,32,50,34,38,69,1,44,80,7
8,72,14,87,15,38,65,19, ,53
78,60,64,31,90,46,31,10,29,45
27,33,75,43,43, ,21,44,23,39
 ,63, ,94, ,52,4, ,32, 
56,87,74,95,52,2,79,0,0,51
59,73,31,10,9,64,1,65,82,34
15,96,92,37,61,74,65,32,25, 
34,42,62,65,76,73,42,7,3,74
66,71,28,18,44,3,21,79,40,23
71,28,7,51,40,8,88, ,17,12
43,47,95,2, , ,2,19, , 
7,84,54,27,98,54,7,60, ,7
35,77,34,18,44,63,25,62,32,72
71, , ,87,48,55,13,57,6,15
77,42,38,18,12,72,44,65,32, 
80,64,4,94,61,10,63,27,8,22
7,82,18,58,58,20,2,75,40,2
55,87,83,23,10,2,19,10,10,49
80,7,55,90,52,97,6,28,99,82
98, ,17,38,79,5,87, ,70,39
26,55, ,61, ,52,82,15,20,98
81,69,59,76,74,66,8,7,15, 
22,78,21,44,33,0,68,92,14,33
85,15,89,8,22,79,57,74,71,81
6,28,36,32,32,99,46,18, ,26
46,69,1,66,99,62,92,33, ,54
30,65,5,45,46, ,36,94,6,32
76, ,38,50,69,62,17,11,23,94
40,37,77,85,59,15,58,91,82,79
60,77,34,61,6,27,97,37,17,57
3,9,19,58,43, ,3,31,15,42
27, ,74,65,70,34,60,0,0,71
21, ,75,77,99,28,66,40,29,32
7,76, ,14,45,55,73,32,53,47
49,89,6,32,74,5,76,92,95,47
22,59,80,66,41,94,54,82,28,34
82,19,60,70, ,17,42,57,1,3
89,28,72,62,40,67,59, ,18,75
23,6,38, ,76, ,80,17,91,70
60,43,71,96,49,46,3,21,91, 
70,66,16,15,20,84,73,67,59,7
3,84,25,50,46,73,45,15,69,76
44,14,48, ,7, ,46,58,68,86
20,28,51,33,36,98,92,72,61,88
29,27,63,6,70,49,26,83,51,44
 ,42, ,86,18,93,39,30,98,52
25,98,13,52,1, ,45,34,92,74
65,59,61,3,81,81,22,84,17,50
10,29,47,44,10, ,75,66,3,52
30,13, , ,1,35,20,20,79,23
20,52,70,81,77,85, ,15,32,51
33,86,41,63,16,40,60,12,75,82
17,98, ,13,18,76,79,55,39,86
8, ,67,3,87,20,91,38,84,3
43, ,12,84,52,60, ,68,78,51
15,60, ,52,48,58,45, ,95,30
40,77,58,44,81,63,5,72,15,17
30,48,6,21, ,52,13,5,9,22
3,0, , , ,16,90,84,94,25
50,2,99,37,35,59,38,60,96,35
5,70,87,17,87,82,89,61, ,99
51,98,52, ,37, ,73,73,35,12
 , ,77, ,14,62,9,75,30,46
42,11, ,78,96,79,22, ,10,99
63,61,91,5,19,56,76,6,80, 
33,19,65,4,52,88, ,3,80, 
 ,61, ,18,97,16,98,52,86, 
52,48,66,28,93,14,26, , ,85
5,77,12, ,65, ,52,97,2,45
86,28, ,43,31,10,68,24,68,76
69,47,94,20,37,45,52,35, ,78
56,95,31,0,54,71,17,33,8,60
6,52,79,47,97,95,88,30,77,15
 ,87,97,50,9,97,24,70, ,42
14,10,93,2,19,54, ,34,27,22
69,96,49,90,58,61,8, ,19,53
19,0,6,8,39,50,9,13,30,66
92,12,69,89,8,10,15,1,23, 
62,99,60, ,37,26,62,65,54,88
24,86,24,47,22,37,33,72,49,5
66,90,50,4,90,48,89,50,36,40
67,31, ,4,15,18,25,93,1, 
6,52,54,90,56,2,86,75,70,22
57,3,6,53,55,21,43, ,98,8
 ,35,68,75,39,85,30,43,3,87
 ,42,34,3,22,23,4,66,64,85
27,94,61,34,41, ,99,24,32,63
51,64,69,48,24,63,64, ,54,66
51,74,7,58,5,29,38,10,63,69
95,6,69,57,57,13,32, ,39, 
6,88,11,30,47,92,35, ,41,92
74, ,98,10, ,53,80,75,43,58
41,18,72,70,57,77,55,66,50,66
16,50,74, , ,38,88,81,15,42
14,99,50, ,16,94,76,30,25,70
70,89,75,53,85,24,22,70,75,58
35, ,12,36,53,78,33,95,42,59
50,50,90, ,5,18,41, , ,66
84,98,53,81,99,63,47,14,38,6
30,64,76,2, ,68,37,37,97,66
40,81,1,20,8,23,87,86,11,38
45,43,51,68,22,67,89,68,17,8
46,48,66,70,26,82,17,55,7,18
59,94,33,41,52, , ,81,33,59
 ,85,9,31,13,43,18,97,69,37
88,84,66,20,16,51,95,34,95,40
65,46,58,87,91,60,14,19,28,72
8, ,3,0,57,47,32,13, ,57
18,29,29,24,24,88,98,21,99,66
41,55,64,21,78,85,28,76,59,7
53,81,92,17,87,99,16,38,42, 
20, ,17,64,27,93,7,31,0, 
18,79,15,18,46,13,63,46,50,76
42,38,6,8,86,87,49,6,75,35
25,29,82,0,90,77,76,10,1,78
52, ,1,97, ,22,30,51,36,35
66,14,58,59,74,89,49,20,43,38
61,12,9, , ,97,83,11,8,88
40,30,17,71,19,90,23,19,42,99
74,79,60,55,61,37,8, ,26,1
66,53,39,44,48,74,48,21,31,62
73,38,15,6,53,5,24,44,65,39
63,54,85,18, ,81,61, ,36,63
46,50,36,12,38, ,78,34,45,78
65,9,15,35,8,35,86, ,39,76
 ,15,40,18,87,21,85,62,32,65
49,8,24, ,26,27,85,19,37,33
0,33,82,28,52,42,55,29,40,79
 ,6,44,89,41,91,3,88,70,98
61,89,60,11, ,35,12,88,38,72
33,88,79,76,47,48,45,83,14,40
34,97, ,85,8,3,11,93,59, 
9,61,12,11,35,85,42,51,67,25
31,1, ,80,15,1,49,53,31, 
27,45, ,87,23,0,53,76,0,73
 ,89,45,70,34,95,97, ,42,62
68,58, ,12,7,68,43,64,71, 
41,48,68, ,91,59,96,94,49,14
31,31,42,49,6,16,61,68,59,98
45,76,48,24,34,59,60,65,65,10
34,91,17,78,71,26,35,58,74,82
22,74,32,86, ,96,89,61,41,64
93,44,76,68,22,42,74,6, ,46
14,40,89,46,5,39,60,67,56,39
39,59,66,77,59,68, ,8,14,4
78,29,33,69, ,85,84,35,95,87
25,96,21, ,80,75,25,57,55,66
94, ,38,35,62, ,49, , ,0
18, ,98,74,83,40, ,31,9,39
64,54,21,14,89,68,11,12,85,85
54,9,98,99,66,27,98,70,68,90
1,47, ,60,30,8,85,8,22, 
30,18,47,41,36,3,67,85,17,75
60,49,91,67,95,49,31,84,83,97
35,46,5,17,62,63,99,82,86,61
66,8,77,77,18,81,76,57,60,4
67,45,80,57,78, ,45,57,5,21
68, , ,72,80,36,58,22,4,6
46,11,23,93,0,30,66, ,15,90
3,28,3,81, ,70,25,9, , 
94,13, ,44, ,44,58,25,70, 
29,67,2,80, ,98,23,81, ,95
33,28,84,34,88,22,63,32,62, 
43, ,42,99,2,80,29,38,89,20
74,8,67,50,2,34,56,69,28,21
86,29, ,68,5,93,65,38, ,10
68,26,6,10,81,45,71,4,46,69
25,12,26, ,90,4,52,30,24,66
94,46,77,1,25,47, ,8,2,72
25,0,8,60,42, ,43,35,65,68
91,88, ,36,95,81,35,24,36,54
97,70,41,63,4,99, ,92,6,96
26,35, ,42,7,52,75,59,76,83
31,16,58,23,89,15,80,78, ,20
30,47,74,52,74,3,84,30,49,39
2,84,74,23,59,44,43,82,89,37
88,77,31,88,20,50,21,68,71,45
36,20,81,98,37,34,76,98, ,87
40,39,36,32,46,77,61,97,48,39
38,54,51,63,86,48, ,88, ,63
35,48,86, ,84,29,91,24,4,18
52,58,27,70,76,78,9,48,74,2
10,44,80, ,85,86,9,14,91,83
76,85,67,24,48,92,92,51,5,62
 ,48,87,61, ,61,13,42,14,73
99,20,29,15,6,1,11,17,66,19
37,51,19,49,3,72,44,94, ,10
12,55,42,99,0,19,68,19,21,68
16,27, ,20,8,24,38,18,97,19
53,17,18, ,37,53,95,95,89, 
2,68,1,82, ,79,46,24,94, 
13,52,38,48, ,71,84,0,82,24
10,16,16,66,59,86,74,27,11,76
38,17,62,46,46,34,15,45,14,72
73,48,32,74,60,63,99,23,0,6
41,2, ,48,7,61,34,30,53,56
66, , ,6,89,41,74,0,91,8
46,1,97,29,17,33,79,82,66,81
57,15,11,47,74,42,72, ,69,57
97,29,19,54,96,40, ,63,31,85
77,35,80,63,76,66,40,2,26,66
27,26,9,48,64,21,93,60,63,82
67,13,56,21,46,68, ,94,7,2
48,70, ,27, , ,74,31,36,50
60, ,6, , ,57,35,24,15, 
 ,62,12,9,88,35,33,81,39,2
 ,48,71,62, ,1,85,37,81,60
53,88,79,68,48,14,54,99,99,45
0,88,22,33,75,96,43,17, ,85
56, , ,47,7,27,75,96,51,44
15,51,45,53,97,37,61,76,1,88
54, ,29, ,51,83,6,44,9,39
19,40,19,50,62,20,61,66,4,68
75,50,50,40,84,23,17,60, ,11
28,53,24,46,32, ,87,11,49, 
90,17,46,87,81,75,58,56,84,39
72,22,59,43,39,30, ,47,73,88
 ,13,42,64,83,80,79,95,85,92
51,33,61,29, ,97,19,65, ,37
88,91,44,21,72,93,34,96,27,30
21,54,84,37,91, ,79,97,39,69
40,72,10,2,45,8,82,57,59, 
23,67,30,27,2,47,36,54,32, 
11,5,21,94,42,38, ,88,7,65
96,31,48,66, ,98, ,9,60,14
24,90,31, ,20,62,92, ,59,79
96,11,44,62,80,83,71,87,86,86
39,5, ,3,65,92,29,86,82,99
52,20,93,35,15,41,94,63,61,86
98,2,17,64,60,36,86,61,85,35
51,58,32,18,88,21,83,14,11,0
43,86,93,10,44,78,22,42,58, 
46,70,48,48,5,50,72,64,80,12
57,37,80,96,33,84,22,14,49,20
91,33,57,65,11,97,36,22, ,19
42,37,98,37,42,90,93, ,56,30
57,1,10, ,33, ,52, ,28,65
36,97,4, ,97,7,68,76,79,80
15,22,68,76,3,74,55,28,81, 
78,17,33,9, ,87,23,8,72, 
48, ,68,56,38,58,1,99,85,99
42,74,96,33,43, ,65,67,23,47
67,6,33,88,61,98,63,75,53,27
16,40,89,72,36,61,51,92,43,84
1, ,65, ,59,54,52,20,52,0
22,43,42,51,80,15,99,49,82,86
83,28,11,29, ,30,81,32,9,17
8,60,12,23,61,4,97,31,56,63
39,9,61,87,70,15,17,53,54,46
91,19,96,22,32,73,80,93,24,13
84,74,6,31,5,77,29, ,25,8
80,51,75,46,58,31,11,27,67,45
61, ,58,2,79,53, , ,8,23
30,0,73,68,82, ,38,30,50,59
38,83,56,21,49,28,35,92,44,60
28, ,67,11,20,26,86,8,87,97
 ,3,90,91,31,29,14,34,25,7
25,20,40,58,37,14,6,50,57,79
78,81,67,88,20,87,50,96,57, 
95,23,69,75,98,45, ,55, ,23
77,6,3,23,49,68,23,67,88,87
3,82, ,79, ,68,28,44,19,87
59,58,40,91,28,46,45,3,99, 
5,75,48,78,41,70,86,44,48,5
55,3,31,75,53,66, ,41,22,69
5,77,82,35,33,2,18,93,19,66
1,45, ,87,16,21,55,0,0,82
18, ,8,87, ,7,21,51,31,34
62,69,73,0,72,59,98,0,86,85
18,39,79,80,1,30,66, ,40,48
98,73,47,53,37,29,35,65,2,56
57,44,38,68,70,93,66, ,13,75
55,87,28, ,3,4,27,31,83,16
48, ,42,35, , ,28,6,43,66
5,75,18, ,80,17, ,34,86,86
74,38, ,66,78,44,16,78,92,48
43,96,93,95,20,96,90,86,90,42
 ,86,19,20,96,97,61,22,19,18
76,26,24,12,36,7,68,47,98,36
86,20,60,71,98,8,24,0,80,14
78,22,16,34,38,9,4,73,73,44
34,47,88,7, ,22,39,8,60,20
17,85,96,15,88,5,94,8,47,61
17,1,28,43, ,63, ,54,48, 
 ,11,24,14,76,73,79,39,19,54
51,36, ,0,14,94,15,76,83, 
2,6,94,10,83,75,77,34,68,14
9,9,79,52,50,31,17,28,24,45
69,44,49,60, ,75,84,40,19,11
59, ,12,37,87,80,69,54,97,93
20,33,52,92, ,0,60,82,72,97
45,94,29,32,42,38, ,6, , 
 ,0,99,96,61,19,37,47,77,60
87,51,28,29,97,91,69,29,92,28
4,87,64, ,42,84,64,1,5,23
89,80,55,75,65,52,6,7, ,41
7,56, ,33, ,38,99,40,8,41
63,47,18,70,74,82,90,35,47,81
95,57,47,81,85,38,88,12,53,25
2,43,98,40,96,51,41,86,6,45
90,39, , ,86,36,50,20,31,72
64,93,61,25,24,16,24,54,86,16
48,85,90,94,25,94,36,7,22,46
65,16,69, ,56,70,45,15,13,38
48,30,42,46,40,87,45,3,19,88
71,5,81,61,43,31, ,61,48,77
 ,57,5,26,38,84,21,85,71,46
 , ,33,81, ,11,33,77,46,58
79,87,51,46,99,78,19,29,45,90
