Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10
30,24,65, , ,37,11,48,16,60
62,59,32,93,68,31,71, ,96,26
24,55,56,92,55,18,14,72,48,96
 ,48,7,61,16,95,6,89, , 
44,83,71,11,69,36,11,65,3,80
41,46,31,76,4, ,48,33, ,30
85,72,34, ,99,29,24,14, ,51
94,73, ,23,26,92, ,49, ,22
22,58,50,95,82,97,61,17,23,90
63,4,41,5,80,83,34,24,29,59
29,35,7,81,68,78,88, ,30,93
56,64,55,84,36,99,34,83, ,36
 , ,79,36,57,98,17,89,44,94
32,87,34,70,19,55,3, ,82,97
83,48,38,5,72,72, ,6,21,46
32,88,22,40,73,80,49,71,39,70
71,89,9,5,37,22,19, ,41,98
76,5,13,71,47,49, ,72,37,50
12,95,57,46,56, ,81,78,24,94
70,67,6,92,47,10,86,86,55,68
57,84, ,63,67,21,25,30,69, 
30,11,79,39,20,66,65,5,63,13
15,11,93,9,43,76,39,15,86,84
49,95,76,64,49,29,46,44,15,78
4,33,43,62,3,37, ,32,75,32
83,44,56,92,1, , , ,31,93
43,5,3,0,74,77,0,91,37,68
32,25,40, ,72,22,25,52, ,95
85, ,62,41,69, , ,21,42,43
 ,30,0,71,38,99,33,84,64,81
67,12,30,43,64,91,58,33,34,6
56,84,0,7,94,8, ,21,55,27
8,95,16,27,51,81,89,9,87,86
 ,74,35,83,56,46,36,55, ,72
96,90,48,64,58,35,6,20,44,51
 ,79,36, ,91, ,64,32,93, 
73,95,27,78,39,2,18,47,33,31
72,94,87,41,91,13,25, ,53,76
79,89,93,10,76,20,41,20,31,91
9,21,68,73,70,9,24, ,17,25
18,26,35,64,1,76,92,31,88,41
33,19,16,98,60,40,17,22,37,38
69,49,34,29,43,33,62,60,71,13
82,10,21, , ,19,98,5,51,28
63,52,48,50,94,67, ,50,64,84
2,17,42, , ,57,17,3,90,36
51,99,13,28,70,13,90,99,9,14
31,48, ,51,0,74,4,4,33, 
97,0, ,91,39,36,13,12,93,94
98, ,73,2,4,26,88,1,34,80
80,98, ,43,77,36,82,66,8,82
70,28,51, ,40,29, ,10,47,92
46,28, , ,18,91,73,28,36,31
8,27,50,45,48, ,41,80,14,52
81,16,33,36, ,93,14,30,98,90
43,37,80,56,36,43,1,78,38,46
 ,39, , ,56,40,41,81,21,60
15,81,95, , ,21,38,93,85,80
75,44,75,99,65,15,64,78,66,89
74, ,12,44, ,77,80, ,24,58
67,76,31,53,81,28,88,29,81,0
 ,87, , ,57,92,97,93,78,45
34,62,36,22,47,49, ,75,10,52
37,69,88,55,51,46,72,95, ,13
58,50, ,73,47,64,61,91, ,79
19,54,28,28,83,73,63,57, ,7
24,70,54,89, ,52,65,6, ,34
56,92, , ,54,46,62,55,8,75
 , , ,19,33,89,5,74,74,6
81,20,41,67,44,4,29,26,76,11
31,49,19,51,15,60,54,1,70,91
22,85,63,46,58,49,58,26,23,71
36,36,13, , ,6,99,74,81,96
76,85,43, ,70,48,93,85,24,38
63,68,21, ,6,53,8,56,56,37
70,30,51,3,41,15,43,72,60,0
51,68,84, ,40,90,95,52,1,18
12,94,41,89,92,26, ,81, ,65
 ,6,17,73,81,68,5,65,41,44
71,66, ,24,78,19,4,50,63,55
61,98,47,78,86,95,32,26,63,11
3,86,76,90,16,70,88,91,14,87
31,61,49,29, ,40,42,41,47,41
95,58,76,64,42, , ,66,5, 
93,45,99,75,43,18,68,17,63,32
54,33,45,56,81, ,74,7,46,82
51,35,76,90,5,65,35,29, ,6
 ,88,47,17,70,63,80,61, , 
57,71,60,59,48, ,4, ,90, 
37,93,16,55,37,30,60,11, ,74
 ,33,26,21,17,21,4,47,51,54
34,78,47,34,80,32, ,66,79,1
6,31,32,55,42,85,54,28,25,54
48,16,82, ,61,10,77,3,71,39
36,86,13,14, ,82,73,16,60,73
61,79,21,36,89,46,66,76,20,67
 ,49, ,80,95,57, ,18,88,34
87,95,87,84,62,13,4,34,8,34
34,23,84,15,93,79,91,98,61,72
20,28,53,78,2, ,36,52,72,54
87,25,96,66,62,48,70,15,89,73
80,80,75,56,26,93,16,82,19,89
99,69,74,63,62,15,24, , ,28
 ,55,39,45,52,77,48,0,29,61
33,75,41,95,78,66,41,23,91,40
28,45,78,64,16,20,52,22,15,31
 ,97,54,13,11,76,11, ,88,47
79,79,15,97,26,54,7,55,21,11
86,34,5,42, ,89,81, ,82,57
 , ,94,41,28, ,50,11,59,43
11,42,74,50,86,38,34,61,12,60
50,14,30,9,31,89,25,47, ,98
51,93,9,68,25,88,42,55, , 
53,13,55,31, ,30,1,4,79,86
80, ,72,57, , ,58,94,92,17
63,36,79,68,95,44,32,87,52, 
10,1,32, ,43,24,68, ,4, 
94,55,69, ,2, ,50,44,98,3
51,38,50,57,51,23, ,18,12,0
5,48,53,35,35,58,6,95,39,58
9,80,84,46, ,46,12,57,2,38
30,16,98,83,44,59,52,83,69, 
66, ,76,9,5,28,69,36,46,90
35,72,37,80,93,3,16, ,92,78
0,55,60,80,61,36,51,64,10,26
82,35,92,58,24,11,26,69,81,32
66,34,42,64,87,84, ,19,59,18
 ,54,97,23,68,16,48,71,0,82
65,54,40,69,81,18,89,81,55,52
10,25,51,41,10,16,94,25, ,94
74,53,1,81,82,39,97, ,55,29
12, ,28,16,41,93,86,48,67,67
 ,49,76,33, ,89,16,57, , 
72,86,77,50,47, ,15,71,85,1
75,46,24,80,49,20,9,22,22,74
50,90,22,31, ,33,58,17,93,2
58,25,48,17,94,46,71,71,42,69
15, , ,71,95,47,70,36,1,67
57,40,42,24,49,47,18,22, ,94
32,26,30,66,34,94,9,93,99,38
54,61,23,96, ,90,94,68,80, 
6,43, ,53,82,56,5,42,32, 
57,98,2,13, , ,33,30,45,41
 ,98,95,4, ,47,59, ,16,46
79,49,96,65, ,5,92,87,45,15
9,28,30,21,3, , ,77,89,9
75,95,70,27,8,62,74,41, ,72
49,93,77,25,22,0,11,95,87,20
92, ,16,78, ,7,60,82,4, 
29, ,64,9,68, ,55,88,81,7
50,57,93,82,71,54,24,82,48,43
0,93,38,57,64,19, ,76,44,20
36, , ,81,50,80,58,84,98,46
 ,66,62,60,62,58,18,64,1,56
83,14, ,19,38,91,99,51,51, 
 ,99,23,22,90,78,54,6, ,73
 ,24,65,79,4,8,67,20,18,93
20,38, ,92,14,37, , ,12,49
51,31,22,49,7,55,10,71,33,2
 ,17, ,6,4,93,45,68,26,63
28,92,22,78, ,12,0,45, , 
24,69,0,88,91,72,29,10,41,22
72,42,81, ,26, ,92, , ,29
84,60,83, ,13,68,22,36,34,8
34,41,13,53,63, ,78, ,38,31
 ,44,2, ,64,41,48,17, ,59
 ,8,16, ,45,12,89,24,21,13
26,87,29, ,80,53,64,98, ,14
9,96,53,9,47,45,54,49,94,29
59,17,97,40,12,16,16,44,99,47
84,7,65,81,36,23, ,41, ,57
12,33, ,50,35,40, ,86,60,14
51,85,6,83,50,93,98,77,34,82
4,15,69,69,97, , ,79,36,49
38,39,6,37,71,53,47,56,52,66
55,5,12,51,72,67,99,41,46,90
50,71,1,61,54,75,90,20,67,51
72, , ,26,78,71,89,11,19,88
66,7,52, ,73,92,52,17, ,89
74,68,36,67,18,61,67, ,75,3
95,74,22,19, ,2,94,98,23,21
82,78,47,71,21,0,37,70,99, 
39,48,88,67,49,72,84,19,60,0
87,58,80,53,35, ,75,99,34,13
75,59,0, ,29,2,89,72,73,83
59,77,94,10,56, ,42,68, ,69
 ,98,68, ,58,42,53,58,45,24
58,79,71,57,0,13,32,68,46,33
97,37,2,63,31,87, ,67,94, 
78,20,70,70,92,35,22,1,83,55
51,35,75,6,52, ,31,61,77, 
16, , ,32,84,92,36,15, ,50
8,33,61,28,47,15,4,42,18,44
79,43, , ,62,23,30,21,20,5
76,37,78, ,20,20,98,93,15,92
3,29,26,38,82,96,98, ,91,10
47, ,62, ,55,99,33,99,34,55
54,79,42,74,78,18, ,65,70,18
84,53,92,80,93, ,90,22,26,80
56,66,47,41,94,19,53,2,71,15
54,69, ,92,89,96,14,57,2,31
 ,1,24,2,89,88,65, ,35, 
27,69,1,99,16,59,20,73,86,76
 ,65,13,27,87, ,66,49,74,95
7,63,9,30,6,81, ,6,67,19
75,57,73,69,22,3,27,60,25,24
50,89,47, ,14,1,89,67,81,78
37,93,26,94,35,46,90,33, , 
5,44, ,34,26,96,22, ,21,14
90,69,48, ,38,3,39,68,77,48
91,55,17,74,99,12,45,18,70,40
38,72,76,67,15,65,90,94,99,5
24,47,39,41,0,19,25,17,31,56
99,54,42,98,19,41, ,88,59,55
55,89,63,11,12,22,95,15,87,83
84,71,8,43,14,37,36, ,0,75
20,88,66,96,21,36,46, ,75,82
 ,96,37,53,30,72,19,77,74,42
96,32,13,56,54,17,88,89,81, 
12,63,16,96, ,41,1,30,71, 
27,66,98,4,29,95,20,69,27,40
 ,70,79,3,5,54,3,85,34,23
 ,53,26,50,57,81,1,68,71,70
46,36,49,50,5,91,28,96,18,50
24,73,24,93,81,77, ,14,59,43
92,19,48,41,81,53,13,30,9,32
53,83,7,75,84,94,38, , ,77
89,52,17,28,4,19, ,73,26,42
 ,9,50,84,17,76,70,55,9,88
20,75,30, ,65,68, ,99,78, 
63,39,15,40,90,90,50,82,3,74
35,66,48,3, , ,88,93,47,62
91,49,16,10,44,21,35, ,2,8
64,52,63,11,76,53,12,13,23,5
59,43,55,38,60,96,22,42,77,76
76,18,37,84, ,90,5,25,65,22
86,19,92,54,45,54, ,84,75,50
81,49,2,90,25,8,2,69,70,68
82,2, ,86,39, ,98,47,54,8
35,60,83,22,77,89,41,24,55,30
27, ,26,55, ,4,26, ,86,1
7,27,44,43,97, ,85,28,57,39
91,68,97,36,82,16,29,59,15,74
 ,61,16,32,37,69, ,83,56,88
96,14, ,44,63,0,50,26,36,92
71,38,52,23,54,33,1,62,7,0
83,66,32,45,34,38,68,46,75, 
29,99,77,39,11,92,29, ,63,40
95, ,33,15,27,86, ,16,2,50
33,16,35,10, ,73,87,49,30,44
 , , ,80,85,44,90,93,38,4
8,3,88,43,6,1,51,84,29,93
61,2,33,77,5,45, ,49,84,14
13,57,72,87,34,89,14,52,60,44
53,77,22,39,33,63,75,50, ,38
61,32,5,63,19,16,65,29, , 
73,89,36,2,86,83,93,15,56,84
92,30,55, ,84,17, ,89,31,66
83,83,77,12,2,13,88,91,15,15
32,85,48,3,1,13,22,53,73,93
35,62,13,42,1,97,3,6,57,31
78,43,42, ,16,95,98,54,15,64
10,42,25,49,81,9,37,84,96,40
44,5,38,64,69,99,51,22,65,54
31,87,18,7, ,48,96,33,23, 
77,32,42, ,65, ,38,31,80,38
89,13,94,39,75,2,82,33, ,75
74,61,79,89,58,87,97,70,27,79
88,8,41,90,44,56,8,77,96,37
75,11,58,13,94,91,51, , ,87
49, , ,51,24,95,96,75,58,44
69,1,51,45,92,96,16,12,51,21
92,97,50, ,8,4,29, ,92, 
38,11,13,41,4,11, ,87, ,85
 ,59,53,14,49,4, ,23,9,5
26,82,2,98,82,75, , ,26,74
33,95,56, ,80, ,15,36, ,19
73,72,95,30,40,90,26,93,32,35
9,90,31,59,85, ,59,18,88, 
52,95,50,79,0,49,83,52,81,88
56,20,33,21,1,90, ,86,13,75
8,7,71, ,44,80,88,6,39,22
86,32,77,63, ,72,66,38,26,40
 , ,4,76,93,80, ,40,32,97
67,83,33,42,72,41,55,36,69, 
9,7,51, ,71,3,57,29,46,75
77,4,30,83,4,91, ,9,52,47
32,86,52,31,4,68,71,97,46,74
61,5, ,14,43,67,8,13,14,41
75,76,7,65,39,72,84,58,90,91
49,59,22,69,44,45,45,87,14,51
74, ,59,66,13, ,46,82,48,80
42,28,43,9,27,83,78,2,17,53
40,71, ,54,32,73, , ,78,41
98,80,55,1,62,31,41,29, ,16
6,49,83,67,78,22,54,12,51, 
 ,35,96, ,77,43,70, ,80,1
10, ,89,67,79,34,14,35,43,76
11,22,83,15,72,21,36, ,26,48
95,82,26,87, ,90,2,37,55,17
40, ,62,33, , ,69,8,69,17
82,2,95,18,23,53,60,85,21, 
55,86,71,24,13,54, ,59,14,97
53,75,66,31,87,0,8,52,74,49
9,65,63,30, ,27,33,84,14,72
8,67,34,27,44,7,33, ,52,45
13,10,60,8,73,73,37, ,11,77
91,62,77,71,49,43,21,41,29,52
74,3,18,21,34,70,21,24,29,95
 ,39,24, ,68,53,68,1,42,73
51, ,21,84,56,84,78,55,73,26
47,78,32,70,48,76,42,76,16,19
43,25,66,39,59,66,29,75, ,45
 ,36, ,79,89,43,64,94,42,34
56,83,41,51,66,38,79,49,52, 
41,93, , ,86,53,40,59,59,57
33,16,82,27,77, ,6,14, ,7
4,22,97,33,78,39,42,79,19,87
82,97,71,70,91,69,72,52,54,27
78,69,38,79,10,5,32,48,0,55
96,87,16,38,24,4, ,74,71,3
32,35,2, ,6,92, ,88, ,56
58,75,61,86,54,64,13,10,30,85
9,9,54,90,60,46,42,3, ,89
56,61,12,43, ,79,55, ,64,29
81,67,17,71,90,41, ,97,33,92
75,75,70,43,95,73,15,69,63,15
47,43,61,6,73,84,87,2,90,2
81,88,21,41,14,87,46,89, ,96
46,87,81,97,36,41,24,10,38,62
83, ,45,41,73,31, ,25,54,10
 ,47,87, ,4,41,48, ,32, 
77,18,62,43, ,69,47,13,23, 
11,15,11,60,61,92,3,74,82,54
76,95,94, ,94,54,7,4, ,62
56,10, ,14,84,0,90,97,22,32
70,90,16,10, ,7,7,7,13,32
1,32,59,20,81,30,68,67,73, 
94,11,96,84,89, , ,3,53,75
47,95,4,14,39,34, ,28,24, 
0,4,93,11,67,23,78,17,16,46
 ,85,17,51, ,75, ,76,79,37
77,99,58,21,60,45, ,76,27,82
 ,29, ,82,18, , ,64,62,88
 ,31,86,23,74,8, ,23,10,51
31,90,60,35, ,98,25,80,32,49
98,20,62, ,84,19,36,69,2,76
54,36,40, ,97,25,28,69,31,62
16,81,23,22,35,27,6,9,81,42
24,25,93,3, ,66,45,67,76,20
36,55,78,19,79,5,94,84,66,51
8,77,70,51,46,73,43,91,26,84
81,63,63,24,28,21,93,90,45,10
14,74,13,79,77,45,53,34,57,46
35,22,67,93, ,4,69,79,2,6
23,88,23,16,55,86,10, ,39,76
34,37, ,25,28,65,70,5,71,56
68,63,53, ,16,30,46,24,4,9
53,88,8,94,49,23,92,0,88,55
87,98,50,18,48,78, ,67,73,86
94,64,1,32,89,3,94,93,40,47
65,74,40,59,88,54,55,14,19,4
53,3,98, ,39,23,78,9, ,51
53,51,22,26,62,84,54,76,84,55
14,85,47,58, ,10,76,49,72,11
19,94,11,63,16,25,52,62,40,59
70,32,19,32,39,2,0,45,27,81
47,21,0,1,31,75,30,49, ,82
30,44,25,33,68,19,89, ,89,18
68,51,51,53,32,83,75,19,35,97
 ,39,41,18,19, ,9,43,58,42
97, ,81,31,68,25,92,56, ,98
8, ,54,91,11,26,94,4,95,18
76, ,2, ,0, ,91,9,43,53
82,23,48,28,35,82,16,97,30, 
45,89,91,2,3,45, ,67,10,68
3,37,25,94,56,23,71,63,15,66
25,51,37,79,34,86,51,23,77,0
43,7,46,79,93,68,7,60,39,92
86,11,2,15,53,13, ,20,85,92
84, ,3,36, ,75,82,90, ,28
95,43,60,46,77,85,51,52,48,36
20,60, ,9,70,41, ,86, ,46
 ,46,21,79,64,63,88,98,26,31
68,5,86,3,17,20, ,66,2,42
63,39,63,75,65,3,2,7,34,44
63,27,43,78,92, ,55,61,58,7
 , ,34,44,74,16, ,24,91,0
46,81,99,95, ,27,64,85,77,99
 ,74,18,35,81,95, ,42,43,60
 ,55,5,75,95, ,14,40,80,34
82,57,73,72,0,97,63,16,79,50
21,38,63,51,25,20, ,78,36,90
17,49,70,94,4,95,42, ,78, 
30,67,81,79,93,76,68, ,18,61
67,48,1,31,36,70,39,46,12,35
16,48,20,91,16,82,60, ,61,3
41, ,20, ,67, , ,45,6,51
18,99,10,40,12,66,76,90,83,38
96,46,96,29, ,80,7,9,85,5
75,45,54,41,99,10,15,82,11,72
63,25,28, ,13,41,73,37,73,65
52,55,1,71,82,16,9,22,97,16
55,3,77,53,95,95,5,37,21,50
55,2,36,45,82,45,19,67,89,47
40,32,94,52,79,21,69,99,48,39
6,68,33,23,56,7,14,43,10,25
97,24,69,72,68,47, ,16,29,24
8,60, ,1,18,44,2,89,8,50
76,92,93,40,18,19,1,31,25,57
45,88,43,73,37,33,42,38,15,30
 ,50, ,66,82,69,37, ,25,85
35,42,71,1,95,12,68,47,51,85
3,58,15,84,34,45,7,29,44,76
67,14,36,55,82,77,19,29,7,76
 ,22,90,41,54,46,39,8,72,31
 ,72,39, ,68,81,2,64,36,34
25,49,83,7,65,62,42,68,54,55
86,4,60,14,24,74,39,21,13,15
 ,78,52,44,48,88,91,76,85,96
 ,45, ,84,40,93,22,79,47,95
 ,43, ,15,79, ,65,66,6,4
97,65,78,27,13,98,24,11,87,83
45,47,11,59,27,43,49,29,43, 
56,77,10,14,55,61,24,80, ,95
66,58, ,7,76,61,13,20,21,58
8, ,69,39,27,54, ,20,29,93
48,72,4,28,77,55,84,50, ,97
39,14, ,84, ,13,88,93,23,63
31, ,81,23,7,64,71,79,17,46
88,16, , ,26,90,52,62,87, 
10,93,73, ,76,53,87,96,40,9
80,59,66,71,54, , ,69,33, 
67, ,80,25,63,44,35,75,89,86
48,85,16,42,39,40,43,26,14,93
74,82,91,25, ,11,41,23,85, 
71,63, ,7,42,76,24,68,38,53
3,89,72,84,75,78,41,25,17,15
64, , ,47,51, ,4,6, ,21
2,8,76,40,88,70,98,67,78,52
46,12,9,55,66,60,83,47,57,76
53,52,34,15, ,68,88,51,81,92
12,91,52,29,18,88, ,36, ,70
39,77,23, ,75, ,21, ,34,83
 ,44, ,62,17,34,42,24,98,56
32,85,25,29,39,86,80,67, ,29
51, ,5,84,77,38,88,56,78,22
4,71,84,95,79,81,80,96,35,15
63,46,25,26,85,12,10,81,36,47
6, ,86,82,0,88,26,60,69,4
49,85,63,21,5,5,4, ,91,89
 ,52,13,96,57,37, ,86,25,78
47,0,42,51,29,75,7,70,89,56
6,0,60,84,13,81,0,7,4,20
2,51,72,69,71,23,48,46, ,31
24,76,95,93,62,59,55,46,27,34
40,12,9,65,47,13,90,57,47,24
3,5,39,24,21,56,20,79,5,47
41,24,49,17,33, , ,26,96,65
33,79,47,58,28,71,17,36,44,24
83,5,95,3,98,12,55, ,3,80
20,2,62,32,60,29,2,29,82,97
60,88,22,15,72,56,41,90, ,22
35,37,44,87,7,35,9,71,24, 
50,14, ,56,8,39,68,73,33,30
56,69,20,94,81,43,68,14,86,39
30, ,99,99,87,35,73,77,94,59
38,30,46,52, ,23, ,54,6,95
59,23,90,68,61,24,48, ,78,45
53,62,27,31,49, ,55,45,40, 
8,36,28,19,56,91,75,67,22,81
63,40,86,72,26,40,12,5, , 
31,23,92,68,37,54,46,49,44,72
 , ,25,33,18,78, ,10,86,36
2,23,51, ,68,26,27,29,97,70
92,68,43,81,19,25,16,29,72,50
63,54,75,20,39, ,32,72,23,84
24,37,15,58,31,75,93,27,27,4
51,3, ,76,99,70,5,48,84,94
 ,24,11,38,1,50,65,1, ,77
70,26,88,10,66,44,5, ,91, 
29,4,83,60,11,69,75,65, ,53
92,0,35,92,46,13,13,53,30,69
74, ,63,24,77,81,97,10,7,77
18,40,76, ,85,83,31,54,21,39
7,31, ,4,27,1,39,67,86,65
29,91,13,38,71,68,76,52,56,22
69,89, ,57,30,53,30,28,49, 
78,22, ,98,23, ,80,2,39,58
49,12,99,81,79,84,48,7,10,69
0, ,81,93,15,89,35, ,86,61
70,64,98,17,84,83,0,15, ,91
97,69,5,22,91,78,28,24, ,37
24,29,75,93,21, , ,57,75,95
67,72,91,53,56,29,38,15,63,98
81,16,26,53,17,81,61,10,86,63
0,38,47,6,45,67,25,90,58,53
92,61,89, ,76,70,36,58, ,12
23,87,84,76,65,17,10,53,63,43
19,41,15,98,18,72, ,59,52,9
38,43,54,10,17,70,74,29,64,12
53,26,91, ,44,38,98, ,55,67
64,20,72, ,1,48,21,90,30,36
15,76,50,36,29,32,38,16,90,57
19,29,9,84,5,55,1,74,6,16
84,32,67,96,59,49, ,79,67,4
4,62,26,99,1,94,95, , ,11
14,78,18,26,76,96,1,5,26,58
9,36,97,48,49,87,28,31,22,45
52,79,42,18,16, ,26,30,35,79
11,90,68,7,78,60,17,56,44,89
 ,66,84,36,38,94,10,32,2,93
66,79, ,81,48,42,38,5,84,81
48, ,90,28,76,10, ,76,28,4
20,35,91,62,18, ,0,54,41,71
66,1,17,53,78, ,88,3,56,97
91,66,16,51,56, ,26,17,40,78
80,67,45,33, ,28, ,20,3,98
69,74,65,28,28,17,63,64,28,92
78,91,47,24,29,69, ,43,84,93
73, ,80,83,55,54,75,58,76,77
57,24, ,43,70,15,95,25,69,64
6,69,51, ,18,19,79,3, ,9
76,74,43, ,68,51,14,24,36,43
92,16,58,88,0,71,70,22,94,43
43,81,61,49,85,36,55,89,49,74
72, ,42,20,91,48,57,35,6,65
27,40,13,94,43,1,45,91,44,92
26,89,85, ,91,64,94,36,37, 
64,67,66,13,1,71,94,35,82,8
13,46, ,69,68,74,71,30,14,51
45,45,3,76,26,95,11,54,39,65
31,70,87,39,45,76,0,31, ,7
93,86,16,55,96,1,11,73, ,74
32,44,11,32,49,50,92, ,94,84
8,30,84,52,55,32,14,53,63,56
47,56,47,15,84,92,80,3,63,22
 ,55,53,81,71,33,26,34,37,30
30,71,9,28,57,96,22,4, ,85
30,86,91, ,6,88,92, ,63,76
71,14,47,78,95,58,8,46, ,38
39,84, , ,48,39,23,63,11,21
98,99,78,61,26,64,28,9,33, 
81,28,62,37,37,59,55,39,58, 
26,27,11,95,67,12, ,51,84,10
51, ,10,34,27,48,14,93,65,98
26,90,22,90, ,4, ,55,86,53
55,64,26,78,21, ,19,51,96,8
 ,16,85,92,99,6,0, ,65,59
45, ,90,86,56,92,81,28,75,31
53,47,83, ,16,90,58,55,26,12
 ,85,64,6,63, ,95,60,97,9
44,58,1, ,56,96,54,34,35, 
 ,92, ,99,74,91,80,16,26,58
91,84,25,89,36,80,35,28,47,70
87,93, ,9,89,51,75,1,6,99
39,32,64,4,2,40, ,3,88,27
56,33,86,75,20,96,19,4,89, 
59,31,87,3,41,32,26,56,30,75
90,22, ,47,68, ,68,90,95,52
83,68,16,59,95,42,16,26,95,87
 ,24,37,79,16,90,40,84,0,16
74,15,22,71,43,49,41,95,93,17
33,25,93,30,88,66,53,8,30,37
53,81, ,76,54,93,85,90,94, 
88,37,52,37,66,41,43,91, , 
1,7,58,39,62,55,89,51,98,17
65,5,88,2,73,32,58,29, , 
77,68,38,76,84,94,12,85,67,66
53,62,15, ,45,37,17,82,50,26
24,35,14,11,62,99, ,39,23,16
1,86,72,98,49,48,62,26,65,0
 ,85,15, ,9, ,25,93,82,52
7,31,24,9,47,41,98,52,36,7
76,67,50,83,70,14,11,24,67,10
32,84,91, ,28,21,81,69,26,66
1,74,14,5, ,39,3,12, ,3
15,29,34,12,94, ,61,37,72,78
23,80,88,35,72,4,52,27,71,2
32,11,38,58,66,4,65,54, ,89
41,59,78,65, ,3,42,11,29,2
61,24,59,51,43,3,61,57,8,65
21,47,5,17,8,22,89,36,36,63
7,78,95,68,90, ,12,27,8,93
94,66,3,1,50,15,97,9,77, 
81, ,61,73, ,82,18,68,91,36
35,55,4,22,94,64,24,77, ,26
95, ,69,76, ,68,39,6,28,33
54,8,86,67,27,39,30,5,3,57
80,13,99,49,51,42,4,49,1,22
80,82,96,92,65,41,75, ,75,14
26,46,2, ,92,0,27,76,91, 
83,63,13,9,75, ,89,69,35,89
85, ,86,60,73,58,69,17,76,43
99,71,8,13, ,15,30,68,87,23
38,12,64,1,31, ,17,59, ,67
89, ,5,76,17,93,63,22,60,22
 , , ,41,65,22,50, ,39,50
3, ,21,45,29,27,53,11, ,32
 ,95,57,36,7,47,90,65,44,83
92,82,1,53,6,44,78,5,57,43
82,27,83,88,81,17,84,93,36,98
42,65,83,56,13, ,95,34,73,56
8,18,13,76,54,98,66,63,24,43
48,72,32,12,34,8,97,26,45,10
26,97,50,79,96, ,44,12,97,1
54,12,67,23,84,89,52,82,47, 
22,46,85,76,9,75,49, ,47, 
 ,91,97,35,78,94,62,49,64,89
89,85,39,34, ,81,91,91,50,78
51,93,59,27,75, ,51,16, ,56
48,62,40,83, ,34,74,54,27,31
60,15,47,30, ,44,39,61,24,56
34,42,27,92,3,31,86,57,73,17
27,56,56,69,19,88,78,91,7,5
10,53,62,83, ,1,63,28,20,0
 ,25,19,21,9,95,39,51,2, 
86,38,22,52, ,73, ,74, ,64
61, , ,14,86, ,37,99,49,2
74,89,77,0,53,38,39,73,16,40
30,2,40,20,87,76,48,88,87,0
 , ,53,61,30,71,83,65,70,87
94,15,36,37,90, ,91, ,30,82
47,69,83, ,48,91,27,48,98,38
57,53,77,49,75, ,67, , ,36
90, ,30,35,32, ,31,97,60,48
37,92,68, ,36,80,15,64,95,21
51,13,85,8,77, ,19, ,12,90
30,54,0,24,42,59,50,18,22,80
83,0, ,7,89,24,38,18,52,74
30,76,44,12,10,89,0,42,25,46
58,79,23,46,85, ,16,69,58,24
68,56,41,53,29,0,61,23,95,4
6,64,39,33,91,65,98,70,26,93
27,99,66,46,44,34,75,73,31,13
64,82, ,53, ,76, , ,90,92
6,20,90,1, ,74,84,94,46,90
74,12,20,85,99,16,75,77, ,31
 ,83,93,83, ,29,65,35,51,28
23,60,69,67,95, ,26,84,22, 
5,53,27,73,27,1,85,9,16,64
4,77,85,60,19,75,4,59,48,96
58,32,22,90,21,23, ,0,0,62
18, ,43,0,37,36,24,32,38, 
29,21,17,98,49,16, ,34,67,17
81,17,89, ,21,50,98, ,19,89
63,16,24,57, ,25,57,19,10,2
48,51,1,79,70,61,7,53,93,27
21,90, , ,92,45,9,18,93,12
91,16,20,22,94,55,68,75,56,68
79,43,8,50,81, ,73,91,65,49
 ,65,31,72,93,28,77,76,97,82
87,10,37,53,22,14,77,56,13,15
58,69, ,46,48,40, ,5,81,63
7,3,47,1, ,15,5,92,91,0
87,69,45,34,70,16,84,7,49,7
78,87,45,33,9,74,83,26,33,81
37,7,0,28,4,2,58,67,69,40
35,76,59,47,63,95,27,22,19, 
23,79,45,75,38,89,11,94,64,78
 ,7,61,56,62,34,99,18,66,81
25, ,43,8,1,35,29,86,57,38
84,75,13,41,62,2,54, ,97,89
32,71,91,98,24,12,4,39,39, 
59,98,75,21,51,45,85,58,99,94
49,84,19,54,50,17,88,71,69,19
46,8,72,28,91,44,38,56,40,5
0,0,38, ,7,72, ,37,43,3
82,94,36,56,90,3,88,17,93,60
 , ,19, ,57,80,32,50,46,65
34,68,61,19,81,59, ,6,95,94
83,14,56,3,12, ,90,7,47, 
66,5,94,44,44,26,73,62, ,19
65,65,53,62,16,30,76,45,58,96
 ,36,72,96,97,54,24,16,11,33
89,3,19,75,26,67,98,71,13,7
26,62, ,79,31,56,42,7,18,48
2, ,88,60,83,28,86,51,5,28
3,84, ,83,97,90, ,92, ,81
9,53,69,69, ,18,67,59, ,43
53,92,29,96,75,70,25,98,62,22
93,51,85,83,27,33,54,31,8,5
83,41,55,87,8,50,28,27, ,10
28,2, ,27,77,69,20,59, ,14
49,11,83,88,40, ,51,14,73, 
 ,64,37,44,87,20,17,98,34,33
 ,18, ,4,18,30,42,93,74,41
90,22,77,34,90,33,16,42, ,46
45,76,7,31,64,55,53,6,61,99
38,70,85,4, ,51,21,12,25,91
67,95,8, ,74,5, ,43,47,27
10,72,55,79,53,70,44,0,89,19
82,53,37,99, ,27,14,53,1, 
69,61,47,78,45,56,16,24, ,61
95,70,26, ,80,70, ,39,79,78
58,30,81,43,19,16, ,11,50,53
2, , ,63,12,93,72,51,9,79
