Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93
232.89,282.16,236.92,120.14, ,105.06,34.40,266.38,220.90,217.81,161.42,139.37,180.52, ,73.84,87.94,34.82,52.83,18.34,108.12,18.70,243.54,50.69,208.70,218.74,297.02,122.84,96.97, ,46.46,39.64,133.56,221.03,14.94,172.73,46.12,23.41,254.74,113.09, ,192.30,135.85,128.91, ,225.88,240.41,64.61,158.54,242.16,52.55,17.57,261.80,236.48,126.10,250.94,143.79,131.49,261.22,144.00,295.40,238.90,42.22,215.85, ,158.01,254.23,297.90,76.91,115.98,187.69,13.05,150.99,258.36,99.64,10.08, ,79.96,210.37,261.98,22.95,284.24,117.89, ,297.39,62.76,238.37,120.58,77.32,89.85,137.65,14.84,209.06, 
167.53,49.88,26.02,293.17,76.09,109.60,108.45,140.02,224.23,42.41,167.77,265.51,151.62,218.30,64.06,227.04,107.49,61.10,49.73,143.76,165.33,203.08,239.22,195.61,133.56,39.11,252.00,204.78,159.63,102.97,30.79,155.29,6.92,271.79,270.66,182.48,68.92,109.78,128.67,171.60,243.41,263.55,215.34,299.03,291.41,298.66,132.01,160.48,70.34, ,41.01,78.07,16.74,286.78,292.30,196.48,235.58,218.08,22.54,130.02,77.82,96.17,64.03,260.50,20.46,98.55, ,176.62,57.32,225.25, ,217.41,287.08,85.89,283.98,291.57,205.93,46.02,169.42, , , ,272.68,111.55,263.26,272.62,28.42,102.79,115.29, ,268.28,253.22,275.79
66.25,14.19,183.82,222.31, ,235.32,236.21,142.87,35.03,220.06,13.36,124.43,104.33,96.92,125.71,247.49,115.43,84.70, ,268.31,149.07,85.34,218.05,100.66,167.24,37.57,229.51, ,58.16,227.61,136.44,204.26,123.82,213.13,247.40,176.83,75.24,182.76,76.71,133.69, ,49.84,112.90,292.21,37.51,95.63,293.39,96.86,272.78,290.45,63.96,58.12,291.85,44.15,293.50,158.58,241.32,119.52,187.77,222.24,268.68,117.88,166.83,39.38,31.31,20.90, ,79.03,238.30,0.80,289.31,121.76,1.23,296.55,217.96,277.68,76.95,261.13,162.38,78.40,207.18,22.89,54.68,259.10,97.73,256.17,19.81,264.07,108.11,76.48,68.89,169.32,49.71
184.86,6.32,214.08,71.50,215.95,38.88,119.15,134.96,223.65,153.25,175.81,148.33,287.44,6.45,63.06,287.21,268.25,211.18,207.04,119.30,108.85,298.05,294.79,3.32, ,156.57,163.59,254.49,105.37,122.33, ,178.49,182.69, ,93.86,149.91,148.37,185.38,270.95,1.33,116.71,91.74, ,255.33,280.42,196.59,193.53,86.90, ,269.59, , ,247.83,139.99,173.74,102.74, ,104.07,255.46,40.39,49.76,19.95,66.92,182.31,75.26,32.47,238.79,234.24,199.06,142.23,8.82,97.99,6.36, ,261.83,142.54,275.65,210.52,205.18,188.13,202.31,198.10,96.13,19.87,48.40,240.61,163.77,141.65,114.58,119.43,269.60, ,245.25
177.49,5.41, ,171.04,296.54,292.48,218.48,191.06,167.29,10.53,239.89,48.34,195.88,130.87, ,97.84,229.97,61.80,279.87,106.41,197.55, ,290.23, ,181.28,58.84,71.43,252.84,138.23,119.49,138.18,135.74,95.70,211.35,1.09,58.50,77.93,283.06,246.28,148.67,137.99,140.52,297.40,133.04,100.67,141.64,237.50,174.87,43.09,190.70,277.43,151.68, , ,12.50,211.83,279.10,68.67,259.24,212.97,201.71,44.81,252.49,20.73,15.51,213.57,108.01,155.42, ,60.67,258.87,6.26,191.31,188.71,15.32,223.90,156.50,152.40,190.03,220.59,150.23, ,56.44,121.97, ,68.34,146.55,184.74,147.25,208.89,86.97,290.75,31.80
 ,184.20,138.43,267.70,169.14,86.77,44.55,137.44, ,109.97,4.29,96.04,70.76, ,157.73,178.24, ,25.49,145.13, ,164.04,111.23,292.42,258.76,106.73,133.64,206.17,88.09,172.89,271.64,127.12,106.94,297.96,30.86,213.00,70.37,143.77,110.22,79.59,173.16,165.18, ,71.35,58.23,256.54,243.87, ,73.24,130.35,9.17,186.15,264.68,299.21,138.11,244.63,178.40,104.02,124.58, ,208.23,87.15,130.24,299.13, , ,85.56,249.61,61.61,211.45,170.99, ,280.42,73.93,82.31,202.40,252.11,115.12,104.48,214.73,279.03,239.77,255.51,169.07,176.85,113.73,211.85,51.22, ,125.15,180.46,253.48,255.22,202.48
75.27,254.44,161.40,150.55,79.89,249.94,142.64,95.90,202.64,88.84,27.67,145.98,217.10,295.50,70.26,212.03,80.35,56.31,290.85,22.62,172.65,52.91,263.34,52.91,78.33,260.88,55.74,14.15,206.31,145.16,207.62,122.10,223.65,229.72,85.27, ,257.91, ,273.20,186.96,54.21,167.87,71.31,121.94,196.45,95.10,4.81,98.79,290.69,5.32, ,90.58,222.19, ,260.34,285.86,47.82, ,215.69,183.91, ,269.36,205.34,77.37,67.18,37.06,198.61,278.27,132.96,57.74,248.65, ,234.52,250.98, ,166.67,161.89,206.83,41.74,195.72,22.32,295.28, ,193.89,299.03,234.72, ,116.18,105.26,33.22,270.32,248.62,37.55
142.98,241.78,56.55, ,78.87,299.12,121.15,240.01, ,174.74,9.63,68.94,10.26,85.52,109.98,117.58, ,260.56,86.43,148.47,149.12,24.32,65.60,41.24,265.67,180.35,273.31,4.84,181.53,173.72,216.99, , ,52.51,156.44,85.54,62.88,232.25, ,297.85, ,3.46,87.83,134.25, ,139.09,236.60, ,98.71,230.91,227.60,18.68,122.37,88.95, ,21.20,121.78,205.13,22.50,33.75,237.72,261.37,244.22,22.92,296.68,198.19,113.61,93.77,3.99,286.59, ,7.79,58.66,66.82,49.33,38.32,108.01,217.00,77.44,207.74, , ,242.91,207.35,280.51, ,178.50,17.75,99.38,174.04, ,178.62,116.55
131.18,50.15,109.38,163.15,172.30,110.86,161.53,239.74,123.21,20.53, ,135.91,265.45,140.40,188.56,28.25,147.13,155.66,62.19,58.46,155.55,190.18,194.78,210.49,31.60,57.35,64.75,260.59,203.21,241.90,116.93,197.28,222.96,159.38,36.18,64.47,251.10, , ,163.04,182.70,51.72, ,116.46,101.63, ,202.62, ,19.56,25.56,281.67,143.00,114.67,31.29,11.94, ,157.82,241.84,43.61,280.56,110.02,286.29,150.38,45.23,208.47,4.24, ,82.73,52.42,95.93,203.80,69.64,265.69,14.51,262.23,286.76,118.10, ,74.77,22.09,229.68,223.95,122.65, ,157.74,214.06,145.68,61.54,190.53,133.94,33.43, ,20.20
 , ,76.23,71.84,225.99,28.89,235.44,159.49,9.28,166.15,67.15,24.50,174.54,116.42,85.16,292.70,155.64,226.18,129.90,30.20,299.54,205.83,210.63,187.08, ,53.24,53.94, , ,211.79,152.83,44.26,284.07,221.05, ,152.92,73.83,193.77,242.20,8.36,164.93,72.75,248.67, ,285.92,242.08,122.08,189.07,160.33,15.97, ,91.77,18.99, ,212.76,59.62,247.33,177.30, , , , ,234.68,103.80, ,225.88,164.14,132.02,108.20, ,199.97,237.39,265.13,4.54,162.52,237.21,94.64, ,186.08,3.52,267.03,238.50,151.97,285.14, ,93.34,58.32,45.11,58.89,145.86,34.99,15.30,48.20
194.61,296.01,120.55, ,0.84,217.78,0.59,136.80,296.27,198.83,79.31,48.47,40.40,124.53, ,96.73,237.13,214.01,49.18,192.60,35.40, , ,91.14,25.01,191.02,130.48,138.52,229.07,65.41,52.59,168.17,211.17,140.67,38.45,159.73,263.90,21.59,83.34,150.48,44.39,167.57,222.10,199.88,234.15,192.15, ,60.32,290.66,276.73,204.06,275.57,130.47,156.70,254.04,236.68,13.82, , ,200.28,88.57,170.19,243.61,133.36,292.99,169.54, ,73.61,215.41,266.77,65.41,40.15,289.65,48.66,32.50,168.11,25.91,138.73,163.18,213.14,288.64,36.65, ,110.25,192.40, ,278.51,114.41,119.22,121.20,71.89,105.22,122.24
159.57, ,22.75, ,189.86, ,226.51,138.19,298.29,55.73,9.10,174.13,259.33,148.96,50.08,232.42, ,63.55,85.85,172.41,98.51,287.74,288.77,97.90, ,128.49,249.38,221.37,165.34,101.71,7.90,16.95,141.88,3.88,227.70,163.94,76.86,257.91,214.98,134.46,38.92,21.78,100.53,111.82,123.85,280.18, ,297.13,207.20,75.96,66.67,62.68, ,288.89,167.73,144.01,144.40,265.14,171.24, ,283.06,233.19,11.73,261.91,137.03,147.83,67.84,267.30,251.34,119.41,266.20, ,268.39,273.03,33.86,299.22,127.33,76.39,42.50,285.83,278.36,199.19,222.78,158.64,65.03,172.72,223.30,101.20,63.70,125.23,218.50,240.76, 
17.14,197.72,55.58,136.83,148.27,133.31,186.82,27.00,59.34,67.22,139.31,19.04,84.14,132.04,57.36,63.80,247.62,232.98,210.60,213.72,97.99,20.84,233.64,128.73,85.94, ,225.25,267.37,239.01,270.82,141.33, ,215.84,172.91,99.50,218.64,142.38, ,163.22,293.90,130.17,297.00,235.20,180.99,61.03,286.53,267.59,180.53,43.70, , ,76.34,111.16,277.78,149.82,129.23,52.06,130.59, ,65.79,166.50,32.33,254.88,254.08,244.71,126.45,184.96,297.89,130.14,298.15,237.28,87.16,191.21,211.59,32.06,211.56,245.73,185.06,8.05,283.36,272.21,174.30,128.79,177.54,259.65,216.86,14.84,277.93,50.56,146.30,166.90,281.19,1.74
13.24,5.39,262.55, ,136.86,235.19,12.31,268.70, ,165.63,114.99,108.88,33.08,248.18,13.04,12.60,95.62, ,101.02,287.13, ,123.99,64.03,225.69, ,113.68,267.36,184.12,125.39,143.99,297.85, ,227.22,108.40, ,132.97,104.84,202.48,244.09,297.72,41.55,178.86,25.00,171.75,257.14,258.79,77.71,145.11, ,201.68,206.70,112.70,88.93,233.04,176.89, ,254.02,276.20,245.69,279.11,210.32,114.58,37.39,125.74,63.63,84.17,216.29, ,246.85,88.85,179.81,228.79,219.76, ,52.65,177.54, ,87.86,196.96,5.39,82.70,152.88, ,196.24,40.31,255.45,141.14,77.31,64.12,26.65,153.79,48.29,111.05
119.19,27.62, ,116.87,272.32,251.16,165.99,284.68, ,182.19,50.54,166.30,236.94,198.02,272.24,122.06,76.97,162.34,17.41,221.47,219.10,127.44,57.21,148.16,2.40,34.91, , ,167.59,94.16,17.51,11.92,149.69,80.83,193.49,258.81,274.52,6.17,41.38,189.15,38.88,219.88, ,209.72,112.08,69.16, ,135.57,293.58,278.50,297.29,172.65,286.94,134.00,249.13,56.50,64.92,29.82,169.17,194.52,86.38,213.34,185.03,153.68,34.16,253.02,4.18,287.55,272.84,284.23,296.93,60.25,136.11,46.66,64.38,149.45,272.20,114.84,111.70,35.84, ,288.86,104.88, ,96.00,286.41,9.35,120.96, ,257.06,91.86,224.05,111.80
 , ,189.65,286.29,198.31,258.87,9.47,1.70,159.75,160.74,98.42, ,168.02,18.00,281.14,251.74,92.13,19.43,216.21,253.01,80.21, ,267.39, ,269.09,256.75,129.69,156.58,257.66,163.06, ,144.20,4.03, ,30.59,14.85,59.71, , ,53.02,107.31,151.42,116.60,134.56,4.90,220.06,15.74,238.22,227.31,72.06,242.34,263.50,49.45,225.04,163.14, ,270.45,276.47,242.30,181.41, ,172.55,52.11,191.76, ,119.07,28.39,126.88,168.27,180.49,9.11,54.62,76.15,112.88,71.91,137.26,243.76,125.86,278.92,244.17,270.48,153.80,268.00,129.91,64.75,27.75,261.50, ,37.65,173.91,179.34, , 
172.85,258.52,133.27, ,102.53,232.66,242.02,237.01,36.93,82.32,75.62,147.04,81.47,10.55,133.80,99.27,112.48,224.97,86.89,207.16,140.80,145.74, ,82.75,77.41,237.06,160.13,289.13, ,243.60, ,77.40,33.36,59.44,268.83,73.87, ,263.28,144.14,90.09,191.78,262.03,181.89,136.42,93.25,225.12,140.51,114.25,192.57,146.90,126.93, ,293.41,216.69,92.54,90.77,217.50, ,193.79,43.32,80.28,163.40,173.42,164.61, ,57.17,238.27,272.70,190.13,130.74,266.80,132.55,200.44, ,139.63,10.69,274.06,19.52,96.36, ,260.97,232.74,26.37, , ,53.36,265.19,251.82,107.38,289.56,134.41,147.45,93.43
52.31,49.91,280.75,31.13,123.44,259.87,134.88,148.88, ,114.07,11.54,179.70,35.62,230.32,34.97,211.79,60.88,115.28,76.93,281.78,181.57,278.52,80.52, ,268.75,294.33,264.51,220.78,76.01, ,194.37,299.30,208.63,202.33,10.83,82.04,297.91,238.25,294.99,169.68,287.52,169.58,87.16,249.38,285.98,138.31,200.95,286.50,197.80, ,208.64,215.53,166.00,139.50,174.12,12.10,145.78,218.96,221.92,123.76,114.92,207.82,82.39,281.76,243.24,25.47,38.68,53.12,120.14,47.11,50.88,43.64,193.97, ,115.88,194.81,206.45,93.20,158.64,183.48,81.87,76.08,92.75,286.87,137.21, , ,230.36,175.11,297.72,198.07,229.24,298.99
169.13,37.40,230.82,78.39,274.95,246.44,171.54,65.14,112.79,140.23, ,15.35,211.14,68.25,82.30,23.72,30.26,255.39,46.73,136.42,151.22,5.86,162.43,284.06,51.95,11.42,7.16,265.28,179.82,243.03,194.66,180.10, ,135.49, ,11.76,188.81,110.27,81.91,133.84,143.89,159.70,280.89,182.08,85.15,279.71,24.02,294.94,99.30,39.62,207.00,201.64,214.36,290.48,284.61,62.24, ,221.95,291.00,165.89,173.96,216.88,251.81,197.09,190.55,195.55,181.70,174.45,161.30, ,157.57,92.32,299.47,141.76,93.43,149.16,104.53,247.49,28.76,203.77,229.29,80.25,60.17,76.56,188.48,5.68,133.89,265.87,200.42,116.62, ,265.78,142.74
271.94,71.49,53.19,239.98,36.43,291.83, ,29.51,181.55,298.15, ,264.02,33.60,265.42,109.86,51.91,273.93, ,45.42, , ,274.51, ,116.59,101.66,108.23,216.78,51.91,276.61,81.02,87.59,37.67,277.63,150.06,113.43,296.98,107.31,122.48, ,239.07,138.30,81.16,191.09,243.97,201.19, ,211.40,250.76,244.94,38.65,179.95,47.09,0.04,175.53,48.60,61.59,50.46,102.68,226.99,186.48,228.45,254.62,193.87,88.93,133.77,233.81,279.65,190.65,135.31,102.21,278.35,205.44,199.70,271.32,35.39,176.99,4.18,103.70,36.99,36.86,20.20,184.47,251.58,279.54,141.30,270.81,245.55,148.45,184.38,271.95,277.58,183.61,280.54
179.82,179.94,188.28,187.36,200.00,147.87,225.84,261.29,108.82,72.90,52.10,77.05,177.05,172.98,36.40,47.98,171.04, ,59.32,20.25,28.07,279.93,85.04, ,281.69,75.74,35.19,11.88,151.89,166.87, ,203.27,297.58,49.43,252.38,53.58,240.82,131.83, ,216.87,158.16,267.77,253.15,61.74,115.20,153.96,238.50,185.35,101.13,166.33,257.21,80.21,215.90,61.66,151.12,26.50,177.09,243.18,297.23,95.26,218.55,94.52,52.77,273.95,284.69,180.53,115.36,171.73,122.60,167.91,211.93,283.00, ,226.18, ,231.10,298.35,263.73,6.70,72.73,170.40,120.93,299.32,11.68,267.55,104.45,108.00,29.87,105.39,17.19,104.48,39.15,97.93
195.70, ,268.43,189.79,206.21,25.17,252.39,110.05,0.67,194.68,275.38,122.43,2.87,298.42,186.23,49.09,296.95,208.50,239.01,291.23,39.00,287.72,212.63, ,213.30,272.75, ,258.43,212.61,199.85, ,86.07,261.55,9.23,183.68,54.29,265.84,20.97,187.24,194.87,90.43, ,63.17,46.96,91.29,282.91,170.60,77.21, ,52.40,272.20,166.71,218.04, ,239.01, ,251.37,98.26,117.84,104.97,173.51,247.64,109.49,3.68,15.99,161.78,78.65,4.47,160.47,77.91,161.52,199.72,202.38,154.69,124.53,176.56,86.24,131.12,62.98,200.59, ,62.36,100.00,151.84, ,74.35,143.28,15.98,48.77,40.98,238.57,163.13,163.54
239.34,145.11,129.45, ,150.79,228.67,4.40,296.14,154.86,204.49,135.40,139.51,288.46,292.32,206.10,17.50,46.79,0.58,141.61,130.40,154.34,243.18,139.57,219.94, ,124.43,194.14,224.68,60.37,240.21,173.76,231.84,94.45,29.83,85.61,273.95,230.44,21.19,172.59, ,167.03,133.54,213.40,176.88,265.82, ,180.15,149.17, , ,55.99,87.17,153.47, ,83.91,240.79,266.74,182.20,220.57, ,133.97,262.84,187.00,96.78, ,245.94,173.22,235.14,276.73,104.06,296.34,131.99,61.05,138.43,232.49,258.98,192.97, , ,67.17,285.02,214.36,13.48,120.52,38.17,25.35, ,21.69,267.08,91.26,97.25,298.29,293.49
 ,173.66,237.46,86.71,75.16,153.44,88.65,37.26,71.21,269.06,84.30, ,43.12,239.18, ,237.47,118.51,45.83,252.25,232.99,205.76,40.02,96.79,33.16,255.50,196.66,10.67, , ,24.08,123.23,139.37,161.05,14.92,250.05,190.17,6.12,191.20,155.13,174.82,122.04,292.67,54.88,299.66,187.38,293.06, , , ,49.24,86.24,40.36,146.29,59.52, ,105.66,102.59,285.65,110.80,243.32,281.65,144.39,266.73,179.65,269.87, ,60.18, ,100.54,6.57,150.14,138.55, ,241.13,31.80,47.08,109.08,291.78,57.15,18.79,40.47,164.46,77.86,28.65,25.18,244.71,269.41,187.67,239.65,161.50, ,208.58,103.64
 ,155.71, ,174.49,174.64,237.55,126.06,194.73,187.37,8.90,283.40,124.16, ,252.97,113.51,278.69,51.17,68.44,278.53,81.37,77.25,289.17,255.62,138.05,38.73,28.72,135.46, ,44.07,52.36,186.69,92.87,51.06,50.21,171.43,39.31, ,168.87,273.39,63.57,144.32,263.49,77.52,104.17,143.02,229.26,64.04,50.07,280.21,96.03,114.41,277.45,78.91, , ,270.82,163.74,115.54,288.18,226.18,69.97,269.70,26.39,228.38,79.56,19.43,146.73,224.44,171.30,270.51,55.65,134.21,56.47,46.62,142.80,137.01,41.99,212.00,140.45,144.84,48.97,95.60,298.11,19.89,23.39,290.38,231.73, ,288.20,45.04,217.13,169.86,59.82
41.89,117.03,273.03,231.24,132.65,135.42,146.82,176.07,295.21,68.95,253.53,194.12,90.01,16.41,241.15,236.44, ,53.47, ,90.52,14.77, ,150.19,70.31,251.92,150.23,276.48,160.56,164.15,123.63,175.55, ,251.78,199.59,73.42,33.67,161.45,87.09,198.63, ,53.65,62.77, ,39.25,182.45,38.06,196.50,217.14,230.01,299.95,25.12,194.50,237.30,107.23,140.88,187.33,59.51, ,263.39,98.14, ,171.01,248.13,188.81,47.51,34.18,248.43,120.82,118.10,198.87,82.51,231.19,35.87,272.03,254.10,192.90,202.66,266.75,131.42,16.05,274.39,226.39,109.54,65.74,105.33,152.97,4.37,157.67,74.87,135.00,125.82,120.36, 
87.11,223.24,195.32,217.05,28.56,55.10,205.61, ,170.23,68.94, ,226.62,294.73,49.84,182.14,144.06,169.56,89.89,173.84,194.96,230.77,230.76,299.31,268.59, ,104.30,181.21,175.98,18.89,145.89,114.44,186.66,93.19,114.96,291.67,80.95,30.93,13.32,3.79,285.39, ,89.68,37.51,9.54, ,241.84,175.33,203.08,81.35,179.82,182.25,296.47,254.04,267.68,44.20,117.06,155.66,119.27,10.88,298.77,65.85,123.88,296.89,3.17,23.22,274.54,54.47,168.67,298.42,275.88,107.81,72.21,66.31,252.70,124.60, ,190.45,45.50,188.96,134.81,95.67,241.74,72.27,169.81,211.18,56.67,113.96,26.02,215.93,30.13,42.10,214.74,173.67
64.19, ,199.00,128.35,271.57,289.08,299.29,95.52,126.54,119.41,75.34,192.08,226.97,34.94,99.93,82.24,31.69,92.85,174.70,147.49,50.68,30.60,206.44,55.42, ,174.82,250.78,201.22,298.63,278.56,186.35,289.44,277.74,39.36,9.00,55.92,11.23,185.87,98.94, ,131.92,291.45,138.19,42.27, ,128.68,268.94,6.42,261.54, , ,192.59,261.45,256.95,141.01,33.89, , ,71.86,141.96, ,205.07,262.21,83.86,235.75, ,194.12,13.15, ,205.74,22.79, ,295.47,188.24,235.20,179.88,85.24,219.97,226.90,227.84,259.01, ,57.91,23.57,292.55, ,198.29,202.46,144.28,47.80,227.30,75.55,290.05
 ,210.02,55.91,54.26,44.18,79.07,284.08,220.43,113.02, ,211.88,227.46,200.51, ,127.81,164.22, ,25.01,158.33,119.90,205.69, ,210.36,89.78,251.24,171.07, ,45.99,112.89,32.29,248.71,141.21,285.18,155.28,140.19,161.62,257.11,29.61,277.67,34.57,129.44,43.17,155.10,169.83,62.61,281.38,23.08,218.29,198.78,18.46,87.18,299.06, ,28.67,225.05,23.66,36.32,140.32,223.53,99.84,292.10, ,3.42,295.49,33.31,295.29,233.24,231.84,126.75, ,115.84,167.86,201.41,207.93,134.19,271.21,22.99,236.00,266.74,191.38,294.34,183.74,18.89,277.94,92.96,212.17,261.41, ,162.82,256.23,118.39,175.77, 
 ,288.42,105.81,197.95,243.81,178.01,2.49,267.85,237.19, ,145.99,245.87,249.24, ,153.79,238.22, ,48.90,89.32,274.45,253.42,282.59,146.73,239.50,240.35,228.14,59.03,151.77,268.42,234.98,254.80,57.15,84.34,152.99,161.53,212.45,96.16,51.96,167.54,233.84,184.65,173.24,236.11, ,204.53,183.56,80.81,80.62,251.35, ,125.02,45.59, ,141.74,215.11,100.04,18.47,91.23,81.17,116.56,283.49,232.19,44.56,34.06,78.16,11.86,110.43,41.90,223.21, ,138.32,180.45,286.74,136.13,169.55,283.76,154.52,207.92,49.42,55.63,299.07,186.47,151.47, ,299.37,220.92,8.07,260.23,175.94,189.10,218.17,26.89,214.66
101.81,81.15, ,255.76,32.90,17.18,88.76,183.74,275.38,266.58,223.76,40.51,208.66,190.54, , ,183.45,186.24, , ,111.53,230.76,21.40,28.80,2.39, ,277.78,35.24,99.83,182.87, ,266.51,232.25,47.17,219.30,235.38, ,46.92,73.13,43.28,220.15,23.46,222.09,8.76,143.59,12.12,180.79, ,143.52,69.99,23.53,124.10,132.00,5.83,39.59,197.16,117.32,84.11,272.68,258.78, , ,242.14,248.16,248.33,125.54,282.38,7.61,107.98,72.94,293.49,10.98,173.18,241.24, ,213.92, ,143.93, ,86.06,52.64, ,144.33,193.58,278.39,233.17,40.80,200.18,118.65,224.93,39.47,249.12,80.08
154.90,263.30,10.07,12.02,65.49,143.17,283.04,160.27,207.93,222.33, , ,19.26,32.81, ,281.93,106.53,31.41,236.99,40.62,2.81, ,159.15,151.79,19.19,58.41,213.13,35.21,21.73, ,54.54,35.21,289.72,10.15,172.29,11.92,74.36,267.37, ,165.00,16.07,130.92,111.30,55.23,192.53,200.99,131.49,236.50,3.91, ,25.05,125.26,163.44,51.70,166.69,295.81,241.65,116.48,291.30,71.37,53.06, ,254.35,52.99, , ,269.10,81.95,151.15,83.08,170.62,217.46,209.70,37.86,19.51,80.99,125.36,233.10,257.60,253.50,78.30,67.49,127.18, ,278.33,50.12,138.99,246.56,173.70,273.05,169.09,44.38,152.41
282.23,220.78,79.60,247.98,298.86,8.06,262.42,116.68,15.48,276.55,190.87,111.62,113.65,190.97,29.83,121.21,169.48,181.73,273.36,129.97,125.08,120.53, ,237.20,139.89, ,101.92,226.84,247.66,194.24, ,224.07,19.73,51.50,117.86,35.08,130.55,72.65,127.82,92.99,260.20,257.90,34.80,263.62,289.30,142.59,202.62,9.96,2.79,284.08,62.04,68.22,26.45,161.17,1.02,219.30, ,177.20,221.84,261.62,208.14,12.76,168.35,46.03,82.21,74.78,169.53,271.08,120.39, ,274.66,177.45,74.18,71.16,286.32,33.80,198.14,169.26,167.87,280.26, ,87.75,233.77,127.28,19.40,16.80,222.33, ,116.29,184.64,276.13,177.45,27.46
 ,196.72,177.32,290.06,176.31,169.24,35.09,14.93, ,31.72,166.52,117.33,65.43,170.26,172.93,51.48,123.29,97.11,238.26,123.16,118.83,243.40,236.06,243.83,184.12,287.73,137.04,33.45,107.03,244.03,251.41,180.34,56.45,207.80,219.96,68.86,231.93,267.70,252.18, ,136.30, ,186.94,251.32,226.59,124.10, ,75.50,218.64,222.58,58.00,116.05,286.14,20.90,122.54,250.58, ,86.88, ,273.83,145.01,171.87, , ,241.66,208.63,244.02, ,2.02, ,90.99,27.29,33.03,0.78,183.89,70.50,241.89, ,86.91,222.20,256.85,231.93,173.32,294.68,148.63,53.02,87.69,48.36,120.68,200.36, ,248.56,187.12
219.12, ,157.66, ,114.51,199.56,297.65, ,2.18,156.56, ,161.50,244.26,142.84,209.87,143.84,263.52,108.05,44.20,67.82,190.13,292.76,242.61,77.25,183.21,161.73,14.70,160.58,19.39,174.34,128.20,133.90,298.68,27.76,299.07,296.33,19.56,158.93,298.51,159.98,15.49,53.71,21.49,259.75,196.55,231.36,103.59,160.07,39.41,147.79,227.89,229.54,140.55,170.50,6.80,23.76,32.23,21.50,184.33,51.62,195.84,12.54,185.52,194.52,40.30,184.59,190.85,59.86,43.52,189.37,219.84,59.02,243.07,241.33,18.77,139.63,172.69,122.36,299.70,212.10,270.14,227.59,141.64,110.69,98.09,148.44,134.45,130.32,169.94,18.78,181.94,65.78,31.32
67.46,260.30,71.62,252.06,151.16,131.47,295.58,40.52,51.31,54.60,283.60,292.64,73.36,123.22,165.33,195.72,122.92,77.43,165.86,50.51,219.07,276.55,148.60,67.51,110.99,278.92,237.45,129.77,160.86,3.23,161.09,228.33,263.53,232.71,180.38,114.69,64.18,175.96,155.21,115.49,230.56,138.81,108.13,3.93,262.03,273.46,199.65,84.95,50.89,65.51,135.46,269.96,42.05,284.06,37.46,153.04,262.98,274.91,282.82,123.85,278.14,143.91,52.17,241.67,76.62,232.56,56.35,140.80,108.52,211.56,256.29,39.08,50.37,64.42,43.01,12.40,37.88,242.65,97.36,88.77,8.16,232.82,58.73,50.21,216.89,96.19,203.26,179.87,71.10,186.08,3.71,49.24,29.99
55.89,290.91,106.60,288.44,47.26,247.40,96.96,258.83,203.69,136.04,9.20,268.11,179.05,21.60,5.99,121.71,118.96,94.76,129.87,51.78,153.49,180.08,268.67,249.68,83.34,148.54,20.78,269.41,152.25,70.02,299.40,208.14,60.92,106.00,196.58,108.19,53.40,293.54,67.01,257.09,129.59,76.21,225.19,8.64,97.81,231.18,130.35,216.77,25.94,260.21,268.55,179.43,140.29,237.22,129.10,223.63,85.75,149.88,193.04,238.00,219.90,192.43,146.14,280.82,298.43,42.72,89.01,51.83,36.26,156.02,8.92,165.85,232.22,234.11,174.49,30.03,165.30,4.84,246.80,191.24,265.05,215.35,70.67,105.34,152.57,199.77,28.96,238.32,49.65,222.00,176.33,269.55,114.44
22.47,250.37,112.87,65.19,39.37,164.70,101.46,195.39,173.62,267.31,127.61,107.73,141.80,157.64,273.03,146.64,104.44,164.27,111.68,19.79,234.93,217.02,172.36,134.70,245.99,110.69,184.36,167.99,287.01,153.90,282.43,9.48,104.27,95.30,74.68,143.64,260.00,176.13,39.03,133.62,143.44,166.64,241.35,285.24,24.28,214.38,131.88,128.73,78.64,243.56,148.52,13.58,160.58,20.89,148.28,106.57,131.57,32.64,274.56,118.59,186.54,256.98,128.07,290.81,52.28,202.75,134.45,12.28,78.88,173.48,145.89,222.32,40.12,87.24,207.57,64.40,1.62,39.44,193.13,80.26,283.00,41.65,93.84,143.58,62.53,242.12,250.15,194.11,274.76,224.71,12.69,161.30,181.69
