Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93
3.71,10.14,69.34, ,19.38,30.28,26.65,36.79,59.27,12.81,30.70,36.87,11.95,17.37,18.09,18.23,88.27,6.03,9.85,4.26,29.29,10.99,45.44,96.53, ,9.34,62.24,83.57,86.16,93.52,83.28,24.44,66.36,85.21,74.80,6.95,99.35,15.03, ,62.81,91.64,61.16, ,35.37,32.74,87.10,27.74, ,52.17,70.71,34.76,91.93, ,95.96,21.82,59.46,73.81,0.38,72.44,24.75,60.62, ,47.72,57.08,88.10,67.65,26.38,32.20,7.24,14.27,34.36,70.87, ,82.15,67.23,82.19,62.40,49.48, ,33.24,8.63,58.08, ,84.46,12.34,85.92,17.03,59.24,68.20,41.37,45.83,4.94,0.59
70.84,59.09,83.31,69.99,66.00,84.79,24.96, ,10.88,70.25,81.26,76.42,53.92,29.43,31.72,63.11,28.29, , ,96.49,59.65,32.08,85.91,30.88,35.76,5.05,49.98,18.56,69.92,53.17,35.00,56.80,83.95,11.29,74.74,8.18,8.91,40.30,22.79,77.86,12.94,64.56,69.23,89.32,55.61,38.49,27.37,88.73,80.37,53.42,7.80,89.49,1.85,11.52, ,89.38,13.91,47.75,41.52, ,80.67,8.64,77.09,14.44,47.33,65.84,49.92,62.35,90.34,69.20,88.83,91.24,84.09,19.76,5.06,27.07,37.11,4.88,71.71,80.02,14.14,19.79,19.49,3.46,46.34,11.69,42.84,7.19,66.46,87.85,77.59, ,14.70
62.13,22.33,8.93,95.59, ,59.65,43.31,84.12,35.77,24.81,98.73,5.54,58.95,36.72,8.30,51.24, ,80.15,37.55, ,33.15,83.79,18.16,55.90,16.74,98.08,70.29,73.55, ,32.51, ,69.05,92.70,36.42,0.44,86.36,40.30,33.40,12.29,51.19,53.83,59.87,9.48,48.73,5.98,15.54,9.48,52.70,4.88,50.98,6.79,94.85,56.84,71.19,79.81, ,33.65,97.19,99.78, ,82.82,45.04,8.51,82.95, , , ,7.68,57.12,88.02,1.86,75.40,96.09,8.33,88.08,15.30,32.87,70.68,94.64,74.71,52.00,5.86,86.24,33.00,58.57,47.59,37.30,31.43,20.77, ,8.85,78.42,78.15
 ,44.34,36.45,71.82,54.96, ,41.21,61.28,49.79,32.16,19.60,41.65,75.92, ,84.77,94.52,4.83,48.88,45.21,68.22,73.77,94.72,64.38,63.33,35.74,81.12,65.23,87.62,12.19, ,96.96,28.84,0.55,27.33, ,12.66,13.63,41.11,88.48,94.29,54.45,97.45, ,62.68, ,80.90,32.64,80.98,44.05, ,95.43,78.62, ,96.55,85.84,14.00, ,8.29,97.59,23.58,14.32,4.99,67.16, , ,70.00,26.42,67.84,16.18,13.88,43.01,1.43,33.54,23.81,1.89,80.15,54.56,11.74,72.41, ,82.99,18.58,87.70,89.77,64.19,23.44, ,42.97,59.91,56.97,18.34,5.13,84.33
92.96,19.25,74.97,48.36, ,70.29, ,60.06,98.60,56.93,75.54,59.60,76.41,19.17,75.43,93.23,84.00,55.82,51.55,71.07,67.03,70.19,91.88,24.46,26.55,68.86,81.29,37.53,45.03,52.45,81.01,80.21,31.87, , ,66.83,83.34,96.80,24.83,83.78,79.17,30.69,12.41,76.49,69.69,6.65, ,87.66,22.20, ,58.24,83.12,60.24,58.93,19.99,45.73,33.06,14.10,72.92,75.73, ,45.42,83.11,12.93,35.38,23.43,93.37,18.21,4.58,77.36,4.65,7.35,94.17,22.53, ,49.05,54.58,79.07,8.62,38.46,82.02,2.81,66.95,35.30,51.74,62.74,24.62,20.71,18.02,55.57,58.12,9.60,30.13
38.24,35.31,18.13,50.28,34.42, ,69.72,19.84,65.35,14.31,53.91,7.23,2.93,64.99,92.77,37.67,15.94,16.75,94.55,42.91, ,60.14,38.21,3.44,28.10,42.20,90.55,24.52,92.48,62.42,0.47,37.70, , ,98.66,8.67,91.60,1.22,7.77,14.48,67.33, ,9.53, ,99.09,35.82,92.10, ,92.57,29.30,94.43,73.14,52.09,34.71,7.08,84.03,0.93,13.84,43.08,3.40,22.46, ,14.03,15.55, ,53.91,46.94,78.36,91.46,25.94,6.71,12.61, ,13.55,93.38,29.05,60.46,39.20,27.83, ,43.37,0.63,93.80,45.63,67.65,2.61,63.25,26.62, ,6.16,86.03,46.47,16.29
25.60,55.18,8.73,96.80,83.96,61.39,39.71,99.19,36.15,40.05,19.40,45.52,5.32, ,51.79,41.39,72.22,13.90,5.61,22.44,81.20,34.59,56.24,11.92,4.28,73.09,24.11, ,49.67,26.81,46.12,16.17,45.65,18.74,18.67,93.73, , ,26.46,66.50, ,99.55, ,72.63,50.65,43.90,55.96,75.09,44.14,6.91,4.32,61.08,41.62,14.86,65.08,48.71,35.91,31.13,97.09,83.42,65.40,48.05,98.02,23.43,14.41,31.96,55.97,41.71,47.86,36.39,97.89,44.52,55.64,68.60,79.41,0.46,79.33,66.16,71.66,19.52,19.92,4.79,44.52,73.48,3.08,5.32,94.96, ,50.60,3.36,4.90,3.79, 
52.31,12.05,5.46,10.03,83.05,1.27,61.32,19.95,84.63,65.37,75.11, ,0.60,33.53,58.88,55.21,89.63,5.64,76.54,23.62,20.25,3.19,99.76, ,64.16,93.03,42.16,29.66,68.74,5.88,92.04,29.45, ,0.53,46.42, ,70.04,48.72,82.18,8.24,64.30,22.70,1.93,25.48, ,94.22,43.11,56.79,97.90,19.14,33.67,75.50,35.61,10.85, ,7.38,96.80,24.72,29.02,84.37,58.24, ,23.00,17.17,51.01,22.20,13.50,35.72,18.00,43.50,15.41,36.23,76.98,92.46,36.94,80.85,77.35,40.16,67.15,80.14,72.40,88.32,58.21,74.91,95.37,5.07,98.59, ,75.56,70.97,86.16,52.90,67.43
17.75,22.50,47.91,47.48,28.99,8.46, ,84.68,26.71,59.19,31.05,0.86,8.68,66.42,25.81,66.19,61.77, ,36.85,44.32, , ,17.72,26.34,25.27,52.73,33.94,46.06,78.89,80.33,92.75,77.61,45.28,98.54,62.42,61.13,19.72,80.05, ,6.39,59.13,16.20,15.07,20.21,73.13,67.04,39.29,2.54,91.41,74.59,23.72,31.80, ,25.06,67.15,16.90,18.06,46.82,13.11, ,99.83,58.96,39.11,13.00,74.30,2.94,75.07,58.87,57.12,31.94,55.72,84.54,8.92, ,1.13,74.20,95.52,72.52, ,70.77,69.13,79.80,93.96,98.74,61.75,41.40,23.50,84.55,83.46,90.62,94.60,90.81,81.83
80.68,6.69,19.61,96.53,47.89,54.29, ,16.04,84.73,25.98,94.28,65.30,24.64, , ,72.73,92.77, , ,58.61,56.61,19.18, ,9.68,28.95,26.35, ,36.08,19.57,91.45,18.11,66.79,27.03,90.97,91.44,56.79,84.83,84.47,69.42,13.69,95.75,6.09,4.41, ,23.98,76.05, , ,75.64,19.16,82.07,6.60,95.75,29.08,41.12, ,7.91,58.31,13.47,30.84,6.56,41.86,91.51,69.73,26.36,2.80,42.90,48.12,37.52,16.22,45.88,25.25,96.09,57.45,47.95,27.45,3.74,33.61,20.03,78.89,64.17, ,7.06,36.04, ,40.81,7.65,59.74,40.49,16.45,65.40,86.23,18.91
62.16,85.23,55.86, ,20.02,16.51,69.28,21.29,93.36,37.91,91.45,20.54,87.27,12.68,4.70, , , ,23.10,49.88,44.03,98.98,94.97,59.12,47.36, ,79.08,20.93,98.11, ,85.37,30.50,64.64,7.62,3.72,39.23,9.68,32.06,73.10,34.74,74.54,21.60,61.18, ,31.72,77.82,32.37,80.04,2.40,77.04,19.79,0.95,17.45, , ,57.30,60.85,7.01,11.11,4.14, ,35.85, ,85.39,74.35,8.80,81.50,38.46, ,39.41,11.05,80.11,80.91,98.02, ,40.97, ,45.11,0.79,48.55,66.34,11.74,96.73, ,82.57,14.55,66.36,87.22,69.33,70.88, , ,1.48
22.83,8.48,44.29,12.93,55.78,93.42,97.59,0.81,8.85, ,75.21,43.57,73.90,36.06,90.36,57.29,0.19,62.22,45.07, ,26.75,78.35,94.98,2.07,56.11, ,12.45,15.73,51.32,23.98,45.44,64.73,68.07, ,30.29,48.58,6.97,89.37,95.50,61.26,80.15,8.49, ,94.62, ,45.94,9.82,42.12,98.05,92.23, ,22.51,96.95,99.42,93.83,67.78,46.01,58.33, ,49.64,68.46,79.06,53.36,47.72,13.04, ,5.27,88.71,1.18,32.24,57.94,85.34,4.25,91.07,94.74,12.22,33.38,67.01,22.26, ,17.74, ,58.08,49.98,1.99,32.45,51.76,60.30,16.11,68.46, ,63.19,39.34
5.48,18.15, , ,48.75,42.98,6.33,39.98,19.18,85.56,42.91,13.71,92.06,48.47,5.37,71.35,62.81,52.95,30.08,55.00,31.69,68.83, , ,91.13,99.96,87.76,52.64,22.88,79.73,43.96,83.02,29.81,92.14,26.78,66.21,1.04,79.76,35.91,78.68,29.28,3.73,21.51,18.52,1.08, ,45.04,98.76,13.16,52.49,71.37,62.13,75.74,32.91,95.93,24.29,57.12,26.70,24.43,92.68,84.15,84.57,74.26,89.54,27.92,83.35,16.73,52.44,5.51,38.08,13.19,24.41,65.30, ,89.74,37.14,18.32,43.12,2.33,37.05,54.37, , , ,18.58,88.27,91.44,25.53,88.73,74.94,1.04,43.76,56.55
 ,84.62, ,86.94,38.10,26.26,49.79,12.98, ,1.25,77.44,17.98,16.33,57.01,68.96,14.12,32.97,57.72,61.88,4.53,96.88,60.03,31.02,27.03,25.94,91.84, ,9.81,72.22,42.46,46.68,56.69, ,73.13,69.44,67.34,68.78,55.20,78.27,68.76,85.60,33.59,98.08, ,83.54,64.97,4.27,44.88,62.51,34.09,66.17,38.42,37.88,95.35,80.92,35.45,67.16,19.81,28.24,31.84,70.98,37.77,8.47,36.20,79.39,42.05,39.39,85.71,83.12,43.97,62.62,50.25,9.57,74.38,79.35,49.58,3.04,25.57, , ,82.47, ,24.52,71.46,80.67,88.11,92.70,24.34,2.40,81.68,28.50,51.80,69.06
37.76,27.70,26.42,31.73,21.54,70.78, ,51.45,49.36,34.43,37.51,3.90,88.22,20.14, ,28.16,54.86,76.77,30.29,92.62,33.18,57.99,41.87,59.60,47.46,73.60,35.41,68.99,29.86,6.19,61.99,91.11,57.63,3.72,40.47,70.81,38.15,41.98,8.32,44.69,45.88,99.96,32.91,22.24,20.09,40.61,50.41,74.95,17.38,80.70,67.57,50.56,38.68,9.44,10.16,86.14,83.04,45.57,55.13,12.90,51.76,17.12,4.01,9.39,20.84,44.48,80.20,58.99,86.46,88.52,3.68,32.35,88.47,36.59,54.59,8.57,77.20,5.00,83.52,94.58,85.70,51.08,45.14,24.38,60.52,55.30,10.52,43.57,0.87,65.65,56.47,52.62,82.77
60.48,62.02,3.62,4.97,42.22,62.61,91.43,30.73,66.28,23.78,19.21,2.87,78.37,27.77,80.07,83.37,11.29,74.65,69.07,62.37,19.79,93.45,22.90,75.09,3.97,66.46,75.95,69.62,22.93,28.58,52.40,83.42,90.60,56.02,88.38,32.81,18.62,79.81,63.55,84.91,3.59,82.75,87.78,81.96,10.53,67.85,65.33,21.82,42.50,34.41,84.19,62.29,27.86,7.08,37.38,31.83,73.55,13.34,1.45,96.48,41.92,53.85,79.90,32.51,9.87,68.28,65.33,28.49,48.09,28.87,13.39,51.68,11.63,1.17,33.65,22.15,69.02,98.98,43.97,11.52,33.39,28.16,73.81,61.24,35.24,11.19,93.07,8.79,24.53,94.53,5.27,66.45,48.38
85.17,98.96,58.25,53.44,64.29,86.74,1.54,93.16,0.13,53.22,4.79,1.30,86.87,26.94,70.32,85.85,70.91,81.83,19.24,99.07,55.64,80.48,34.31,66.84,73.55,43.10,91.37,68.08,48.37,57.81,16.46,33.54,56.77,74.71,86.98,21.06,61.44,88.52,14.22,61.57,41.74,19.01,62.87,28.61,45.96,33.19,14.45,16.87,15.02,33.69,15.94,70.66,14.17,50.25,37.50,87.72,93.36,28.86,55.80,41.73,86.68,72.26,75.27,43.45,46.97,62.25,64.51,8.41,50.77,78.73,69.98,92.50,97.74,32.85,21.11,43.70,66.04,35.56,60.57,81.06,69.25,76.51,51.72,83.42,26.76,89.22,71.14,20.12,18.08,26.95,61.85,4.76,99.21
