Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92
3.27, ,41.53,61.62,278.98,183.58,254.07,176.06,271.14,109.70,124.28,225.14,6.18,211.06,271.29,154.67, ,48.17,39.14,248.96,91.14,35.87,102.81,164.77,193.63,68.11,271.03,50.70,234.62,229.54,210.13,148.63,221.49,156.65,8.97, ,100.11,148.79, ,71.29, ,264.92,83.67,71.37,141.19,246.74,19.40,290.15,89.33,164.77,116.11, ,221.71,95.21,87.12,233.21,137.64,123.33,32.44,9.36,55.00,291.30,118.61,125.17,21.32,226.66,200.74,2.54,290.40,298.50,281.79,235.93, ,59.26,212.93,66.79,28.07,248.78,284.61,288.27,202.10, ,209.54,25.24,96.08,9.83,93.17, ,29.10,206.78,168.48, 
235.27,89.50,25.97,85.88, ,132.39,13.76,18.38,130.80,83.47,240.30,239.61, ,268.71,111.13,211.45,118.50, ,208.00,34.00,33.87,101.46,49.60,271.81,102.60,298.45,249.05,64.14,170.66,157.37,79.63,125.09,32.95,18.49,219.80,101.55,293.25,119.93,18.22,110.82,194.35,6.91,48.01,32.06,39.54,132.31,103.88,129.63,229.20, ,149.00,179.33,193.86,222.60,100.56,47.53,208.68,228.30,204.81,84.14, ,273.57,158.04,213.19,214.28,135.78,291.39,171.39,230.26,16.66,54.29,214.49,239.67,203.98,276.10,75.89,242.20,55.38,126.91,87.90,110.95,33.24,260.07,196.41,158.36,57.29,244.06,188.33, , ,175.49, 
251.38,237.83,174.14,127.75, ,168.93,49.64,56.00,106.80,200.04, ,257.34,109.54,66.14, ,158.46, ,154.10,110.15, ,284.29,248.73,255.96,80.65,19.83,15.31,89.06,91.80,172.69,64.09,35.75,74.01,226.13,48.31,175.54,167.26, , ,286.81,233.65,231.79,204.11,80.12,162.45,247.72,141.52,136.94,69.16,71.48,276.34,41.57,260.02,11.70,24.81,156.44,65.97,211.95,35.32,263.26, ,210.98,5.51,69.85,291.94,254.26,257.14,28.80,34.06,120.72,262.44,120.75,185.21, ,155.29,124.91,142.07,29.53,294.40,144.83,244.25,131.43,82.77,260.28,239.54,12.50,160.35,24.61,16.94,214.09,177.90, ,19.97
20.31,22.29,239.78,216.86,30.90,148.17,108.62,175.92,52.46,166.88,104.39,201.14,162.21,215.88,64.15,229.11,30.80,57.07,150.87,35.98,122.27,118.15,224.10,237.42,73.85,160.76,52.42,216.22,135.27,115.84,67.94,283.89, , ,69.31,14.89,28.99,289.44,68.05,141.21, ,215.06,50.85,162.19,9.52,248.02,192.67,209.55,131.33, ,172.29, ,187.18,110.17,172.33,92.39,98.53,275.96,207.63,106.89,139.57,146.64,258.02,235.02,276.93,175.86,238.63,292.07,136.36,150.15,59.56,94.55,40.39,171.68,97.33,17.84,94.99,24.48,203.79,220.58,25.85, ,264.49,83.68,186.26,240.45,245.48,289.49,223.38,275.26,157.33,189.24
48.83,118.71,257.50,22.42,104.07,229.82, ,13.49,55.02,99.31,144.90,239.45,205.68,223.73,156.79,266.31,226.39,69.74,277.53,50.65,252.03,45.56,38.26,179.45,258.46,43.24,261.06, ,166.74,275.55,138.94,210.13,79.51,159.70,207.69,158.38,259.68,68.99,66.15,159.72,86.50,202.66,99.55, ,266.29,217.24, ,70.35,96.40,50.40,257.60,263.75, ,223.43,50.51,210.01,63.42,265.04,272.10,1.44,96.58,24.95,177.84,84.17,127.80, ,83.90,6.56,7.60,271.09, ,174.79,217.13,130.90,140.10,37.07,260.45,109.27,147.47,16.80, ,144.60,33.65,57.29,276.15,28.28,216.35,122.02,283.99,108.72,200.32,203.22
172.17, ,157.57,138.25,115.97,18.96, ,247.46,197.29,103.81,170.85,292.44,297.99,53.09,142.58,18.43,295.28,82.68,48.17,284.66,82.99,241.50,265.18,103.55,112.57,88.04,227.53,276.29,56.90,32.23,282.79,245.28,241.25,124.48,294.97,211.96,217.23,142.58,42.43, ,155.01,132.91,81.03,114.71, ,144.09,169.76,89.43,104.94,143.00,20.11,38.56,215.93,85.54,138.20,4.64,282.97,15.98,239.16,236.11,199.66,284.47,207.08,184.47,104.58, , ,165.44,56.75,235.79,139.87,270.26,257.06,2.64,74.63,202.41,187.50,90.94,171.51,245.86,10.04,83.45,175.12,231.48,30.25,74.16,241.25,14.63,297.64,171.34,259.07, 
146.57,173.95, ,171.97, ,182.01,186.77,189.96,64.96,165.91,195.99,173.47,50.67,238.05,243.12,27.01, ,173.58,267.28,240.05,156.52,21.26,230.14, ,65.79,183.15,151.92,267.74, ,18.40,257.61,40.28,113.36,61.27,249.87,179.06,167.80,233.29,206.93, ,268.25,263.50,160.93,230.55,140.82,147.07,207.72,278.27,46.77,236.92,285.30,212.77,133.27, ,22.33,271.95,123.52,29.63,62.10,205.47,285.87,37.83,63.29,202.12,18.01,175.86,222.84,264.48,274.60,206.58,68.09, ,191.61,92.69,141.81,72.00,223.61,70.40,290.86,49.58,59.66,105.65,209.97,75.86,221.58,214.62,56.77,281.58,172.86,114.92,12.01,47.24
114.49,83.10,159.29,35.15,119.81, ,29.78,106.18,9.36,252.44,151.63,209.45,218.45,214.94, ,101.85,231.36,97.99,21.69,147.14,176.22,197.64,296.73,12.72,294.78,286.99,259.21,132.10,251.03,274.17,111.54, , ,292.37,57.36,219.76,70.90,171.44,2.53,253.95, ,248.72,189.70,82.04,3.47,173.31,115.45,230.83,221.93,183.85,31.09,104.17,268.80,107.03,202.68,191.28,177.92,40.75,11.38,289.91,264.07,134.13,220.66,270.99,38.69,27.01,52.75,5.37,31.33,258.89,87.60,151.94,290.18,33.15,15.48,16.41,186.27,59.07,215.50,249.52,184.90,23.96,107.71,259.20,141.73, ,229.33,224.99, ,117.68,60.00,251.06
112.72,226.96,244.25,201.85,96.64,170.30,24.40,149.93,117.05,201.69,221.00,115.10,28.39,43.86,65.95,164.81,132.24, ,76.49,252.30,30.86,140.57,63.44,1.40,235.64,248.73,214.07,240.85,247.06,73.79,239.59, ,118.26,292.04, ,226.27,247.71,160.07,108.60,206.87,270.55,103.07,268.27,137.95,47.06,82.76,120.47, ,20.74,90.50,9.34,239.05,15.66,290.43,4.78,10.82,184.49,217.85,121.60,241.71,282.04,113.49,147.19,292.45,276.47,180.72,150.90,116.17,15.96,270.50,20.53,135.52,134.66,8.78,288.35,286.98,277.21,73.29,236.31,292.34,148.69,198.59,292.84,166.15,121.35,29.53,117.97,46.90,218.41,208.89,6.17,177.15
296.34,107.79, ,100.13, ,273.20,164.45,58.77,274.83,167.25,22.01,169.41,237.85,124.59, ,130.76,171.73,38.95,221.94,138.35,117.03,295.27, ,261.31,198.27,99.95,240.49,50.75, ,288.60,15.45,192.29,177.96,260.37,186.19,188.51,204.38,27.75, ,195.42,86.41,97.10,159.21,8.32,147.49,198.56,214.63,237.50,211.86,21.21, ,203.52,212.26,22.80,7.57,135.43,275.80,265.62,88.32,170.48,150.70,196.83, ,230.74,45.13,134.92,271.35,269.87,234.90,11.42,85.34,10.33,176.62,219.49,27.77,209.27,73.41,222.88,263.21,102.71, ,237.63,267.56,44.56, ,122.34,70.07,168.42, ,45.04, ,83.82
 , , ,77.16,296.53,235.23, ,243.57,86.81,113.91,62.82,242.25,37.68,92.85,92.73,251.13,35.45,160.19,28.04,116.37,230.38,235.29,12.02,226.88,197.12,145.91,110.86,145.11,100.48,54.64,192.36,5.78,40.73,267.02,99.82,68.83,246.23,110.73,182.98,57.08,78.39,40.04,291.15,37.80,123.11,284.84,98.21,243.27,156.60,207.71,293.68,286.63, ,97.36,163.64,255.24,213.36,283.78,149.38,140.41,292.04,225.85,31.06, ,169.99,161.07,29.48,54.25,94.67,113.46,198.54,248.07,161.79,126.06,255.69, ,196.70,37.64,294.55, ,245.33,112.07,16.40,261.15,157.65,105.56,48.65,219.54,146.38, ,272.44,58.72
150.52,254.48,77.96,256.87,194.35, ,0.75,70.58,282.61, ,88.17,66.37,118.89,238.65,166.12,245.94, ,96.47,133.01,258.21,241.51,276.40,4.21,49.03,239.05, ,256.77, ,23.14,21.26,150.72,252.35, , ,240.34,57.44,248.53,155.40,90.83,27.11, ,76.14,47.99,172.86,227.58,27.90,96.50,290.36,66.48,185.41,292.51,1.11,97.84,221.27,107.60,14.99,162.01,72.48,198.90,214.76,20.58,266.12,56.79,135.07,8.66, ,1.18,68.05,267.63,288.32,192.41, ,95.05,61.62,113.39,112.89,87.00,270.81, ,27.60,85.62,18.28,217.80,275.89,86.50,70.66,199.02,116.20,58.12,231.15,132.99,38.55
278.67,131.95,122.57,41.41,10.41,14.29,79.14,214.05,233.69,240.45,247.77,2.24,76.26,231.55, ,270.10,103.72,202.33,264.69,176.93, ,236.62,0.49,177.35,181.39,199.24,243.76,178.50,152.90, ,84.46,4.43,234.39,196.67,243.67,198.60,34.24,57.22, ,72.98,185.91,209.82,76.22,232.16,99.57,209.48,169.52, ,224.07,91.53,144.60,282.10,155.79, ,213.01,285.47,36.52,240.36,256.53,99.91,271.29, ,180.77, ,254.26,67.35,253.34,106.74,170.20,144.33,164.04,124.29,43.33,20.90,107.15,0.25,166.12,106.55,152.31,283.14,146.81,68.70, ,175.44,108.78,233.01,189.43,119.61,33.67,59.84,87.58,17.61
203.38,101.20,141.46,26.40,233.00,16.73,15.48,121.82,217.56,119.58,45.18, , ,219.62,96.21,243.03,1.85,102.97,189.67,189.23, ,122.23,209.20,8.44,277.19,18.92,252.29,77.21,271.84,111.11,252.28,120.64,120.16,169.06,156.73,112.43,5.96,65.76,90.03,16.52,206.91,99.26,161.36,50.68,32.53,10.80,280.10,50.90,98.50,23.46,33.45,28.03,70.55,254.57,167.99,227.81,6.54,234.09,203.53,1.09,146.56,220.87,143.34,226.92,191.72,197.07,86.27,264.59,18.89,17.41,190.24,261.76,272.29,64.67, ,65.76,27.18,32.75,220.99,80.77,196.24,59.91,117.43,86.01,3.90,291.67,195.41, ,92.19,48.39,85.01,222.62
256.19,229.65,221.27,190.81, ,221.96,251.82,129.03,13.64, , , ,238.41,176.24,151.38,187.46,153.63,133.29,110.36,219.87,297.10,115.74,32.64, ,72.03, ,85.67, ,90.98,98.57,121.66,184.57,16.63,199.92,254.24,237.07, , ,14.28,84.44,72.93, ,144.96,38.27,54.72,21.62, ,54.81,126.16,168.09,60.33,269.50, ,206.57, ,175.27,47.67,187.81,3.92,265.56,147.18,191.64,217.82,42.60,13.59,212.00,11.55,249.69,286.91, ,18.66, ,64.69,22.61,203.09,61.41,163.45,64.85,254.19,246.87,255.30,165.55, ,177.10,91.83,126.53,45.77,154.11,209.88,131.28,139.70,223.78
21.26, ,76.35,55.88, ,11.19,248.88,125.82,18.11,284.13,36.93,289.84,138.57,127.65,62.10,127.66,275.71,118.25,225.27,104.80,288.14,232.17,294.47,63.00,275.63,157.23,77.04,203.61,46.79,185.46,298.60,94.77,162.05, ,87.32,128.02,105.96,267.98, ,25.97,251.06,153.11,14.16,255.36,145.76,249.02,111.04,44.34,221.94,118.84,293.71,73.18,42.62,297.50,255.67,191.58,25.06,15.02,274.85,256.99,272.53,151.83,153.64,289.39,102.56,20.74,44.88,125.78,111.12,173.10,146.74, ,171.80,288.55, ,258.93, ,231.46,56.65,227.68,4.42,55.38,24.00,157.53,277.42,229.05,118.13,247.43,269.37,292.19,30.26,216.84
281.23,272.32,163.33,290.70, ,46.08,227.28,137.93,175.13,274.26,201.10,223.25,239.46,76.10,72.75,114.22,133.74,243.36,125.85,162.32,46.64,274.00,106.12,19.12, , ,257.07,263.48,179.91,222.81,100.32,108.51,266.59,177.05,113.87,53.31,296.50,184.59,73.87,82.44,271.96,86.37,73.35,109.35,252.79,209.28,27.71,267.65,260.04,204.25,147.60,50.10,57.51,114.61,225.40,224.36,174.40,126.38,60.58,201.02,267.89,66.48,128.09,289.90, ,194.15,26.42,212.14,209.22,285.13,72.24, ,269.60,275.69,4.33,31.72,49.63,15.65,295.21,150.23,231.87,179.27,55.48,6.06,240.20,211.12, ,93.30,194.74,221.44,154.20,22.45
7.34, ,123.45,218.94,2.38, ,181.64,58.21,250.79,152.82,195.33,28.84,79.35,138.51,214.31, ,236.76,265.83,127.46,276.07,62.95,197.22,160.10,123.90,92.74,225.54,3.44,225.28,138.50, ,139.29,123.30,299.92,63.61,3.03,234.80,215.84,246.65,73.36,105.43,181.34,71.61,216.98,3.05,269.25,39.64,215.07,206.32,38.50,173.72,122.82,90.96,21.79, ,95.14,125.61,7.54,12.83,256.12,88.37,112.83, ,221.37, , ,70.35,97.62,147.79,52.60,259.10,276.36,169.53,104.89,110.10, ,195.41,267.16, ,80.00,170.16,79.42,129.06,44.19,93.84,147.13,130.73,220.82,85.51,209.65,201.09,34.44, 
