Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79
178.92,120.06,36.57,15.37, , ,202.44,79.63,207.15,299.26,63.82, ,239.62,90.82,168.14,7.62,236.49, ,296.56,106.18,31.64,138.04,118.92,125.71,278.27,17.23,20.66,137.58,20.68,36.60,127.10, ,172.05,93.52,280.49,202.11,27.61, ,164.14,192.15, ,170.43,58.36,43.37,285.53,160.09,25.76,71.59,174.73,57.14,39.56,264.22,51.26, ,202.93, ,95.08,149.05,168.53,113.46,46.82,201.06,43.48,70.51,0.02,58.71,213.50,94.80,39.95,169.55,48.98,113.21,171.35,109.57,169.66,251.78, ,152.84,65.50
193.91,79.68,239.28,52.65,231.65,77.50,99.93,126.68,195.99,296.80,80.31,27.91,288.47,25.35, ,90.85,261.71,0.65,210.69,153.52,69.15,25.74,183.82,273.53, ,244.27,162.77,42.76,27.92,135.08,172.54,144.12,164.58,94.16,26.22, ,274.46, , ,147.66,108.73,95.94,65.47, ,90.05,166.70,176.01,171.24,204.64,142.06,130.89,34.66,167.89,131.58,56.47,16.37,240.51,239.08,203.03,29.78,185.87,111.05, ,282.29,102.89, , ,128.54,206.77,56.61,117.23,116.86,241.68,189.52,199.08,282.27,273.07,126.05,86.40
67.80,298.37,66.33, ,194.87,249.58,196.18,297.75,126.84,63.18,136.28, ,79.57,226.11,100.04,222.18,240.10,255.12,160.68,189.32,216.32,153.08,225.08,94.60,289.90,109.75, ,252.17,257.20,288.79,176.91,232.02, ,222.00,219.51,39.93,286.18, ,139.25,62.80, ,109.37,189.05,68.95,171.29,23.88,120.42,125.07,265.74,142.42,206.89,270.43,170.75,203.08,95.86,71.27, ,180.65,292.92,159.32, ,290.96,219.22,117.20,272.75,232.70,270.68,177.09,86.42,197.71,56.32,245.67,91.73,8.24,42.46,41.43,79.07,185.54,143.77
42.57,85.69,231.69,114.87,297.48,156.63,190.78,188.76,40.55,185.99,162.60,156.79,30.51,236.41,234.14,218.81,196.70,251.99,60.86,237.17,268.15, ,158.93,142.30,47.30,181.38,285.39,252.88,140.35,125.83,122.89,275.21,102.71,51.59,40.57,168.27,86.60,52.45, ,194.75,16.13, ,112.22,232.14,192.36,253.84,128.90,224.21,176.33,83.82,258.01,46.36,223.30,88.35,78.49,170.51,73.31,141.72,191.00,250.62,146.34,101.56,281.18,79.35,52.68,85.42,287.56,136.97,264.75,186.61,282.50, ,55.80,204.38,136.18,191.94,124.57,21.10,77.59
179.16,99.54,20.52,29.88,247.19, ,172.51,160.31,184.48,210.81,127.35,265.84, ,185.38,140.48, ,218.07,209.12,52.89,173.69,281.33,110.31,143.06, ,3.37,233.91,48.63,53.69,29.40,244.85,89.42,121.26,3.40,28.51,127.49,30.25,261.30,100.91,199.30, ,202.67,166.71,270.18,182.70,259.67,115.80,131.39,295.70,204.54,279.30,197.79,91.36, ,147.61,103.93,73.01,249.58,203.44,264.75,261.29,93.38,251.50,134.65,263.53,57.18,64.73,231.62,209.64,244.56,109.29, ,182.31,53.74,288.67,141.62,93.62,215.76,228.82,231.53
147.12,138.65,81.69,112.57,166.57,50.24,41.87,27.98, ,81.72,172.63,242.67, ,219.99,104.54,94.37,230.28,53.03,122.44, ,235.01,192.43,290.65,209.46,144.24,273.35,234.69,140.01,140.99,97.35,252.22,146.13,176.45,41.32,210.05,271.24,116.45,12.65,279.93,196.49, ,169.84,290.43,190.14,156.80,265.14,290.03,54.69,87.76,19.63,52.36,4.38,12.12,210.08,147.98,15.71,187.92,22.28,201.36,46.13,250.23, ,240.26,21.42,10.33, ,43.47, , ,113.52, ,23.59,63.87,280.91, ,166.46,222.04,270.71,125.97
279.44,161.20,114.12,212.34,17.97,193.94,3.65,297.84,31.05,283.41,243.96,230.52,77.73,178.23,120.73, ,100.17,130.58, ,210.35, ,228.32,82.82, ,90.28,93.52,41.05,8.15,96.37,95.42,91.22,222.54,277.85,12.12,22.50,285.77,228.82,161.17,257.47,273.13,19.35,169.07,143.59, ,239.95,140.83,207.12,36.59,92.33,131.19,251.01,152.85,74.31,45.03,284.97,146.60,5.72,201.79,56.84,111.53,194.90,110.84,66.85,221.09,75.93,26.26,197.77,210.80,206.62,145.55, ,292.15,247.92,126.09,262.24,125.57,100.00,69.88, 
217.31, ,293.24,30.23,73.15,230.98,115.96,190.77, ,182.92,76.92,57.95,50.56,216.53,63.06,79.48,139.26,88.19,290.03,173.46,36.72,241.19,198.77, ,206.32,155.64,33.92,196.13,294.52,41.40,222.25,83.59,175.13,275.52,70.40,191.83,275.82,21.80,173.41,30.49,106.80,217.91, ,114.05,124.60, ,128.72,42.86,82.82,292.69,236.36,297.43,143.71,102.83,31.01,15.31,55.97,247.62,262.82,87.93,202.31,235.39,256.65,243.34,196.24,97.80, ,95.23,142.83,63.61,99.49,23.66,95.81,108.62,108.59,157.62,88.63,272.39,175.42
63.00,146.88,12.68,298.15,240.26,176.39, ,275.88,172.99,139.53,245.49,127.34,66.83, ,285.61,40.11,87.37,75.91, ,88.59,100.29,154.00,72.90,90.61,201.59,185.65,282.35,250.33,262.96,274.03,2.77,223.51,198.14,239.72,128.75,46.13,224.81,170.31,58.00,46.49,224.51,0.71,63.28,16.55,268.21,209.64,101.34,134.78,159.77,131.88,102.81,217.56,78.14, ,136.14,71.82,273.29,96.43,67.25,196.69,15.68,3.13,288.61,121.44,296.06,119.97,298.75,202.13,76.12,51.71,38.78,7.98,127.49,192.22,151.89,288.23,276.18, ,264.80
275.66,123.71,72.87,170.35,10.41, ,0.41, , ,71.95,51.26,171.63,94.19,32.40,191.08,73.78, ,201.43,226.27,192.56,133.43,69.99,259.63,144.25,276.18,280.01,234.70,215.02,273.64, ,56.05,219.16,174.92,31.27, ,56.41,117.95,151.36,33.68,104.90,19.04,61.37,124.47,178.50,174.26,278.03,208.18,4.01,282.56,69.28,15.36,266.88,15.52,21.26,229.22,227.13,207.23,247.30,284.57,71.20,277.93,243.68,156.87,224.13,144.23,17.86,119.10,292.91,102.98,183.83,140.32,280.46, ,227.76,84.03,150.46,31.49,186.54,56.55
141.74,278.46,213.84, ,198.57,88.89,145.12,33.75,83.68,33.00,241.97,267.16,262.72,27.02,96.56,218.97,86.36,209.24,28.78,175.78,178.25,228.90,237.38,8.82,276.86,204.19,154.08,214.35,81.38,279.22,185.99,108.73,13.13,193.87,65.27,269.26,34.31,266.90,160.82,292.76,17.54,56.50,68.31,288.42,212.21,27.64,165.82,70.55,154.34,220.86,34.07,163.13, ,130.02, ,105.74, ,123.28,143.29,298.10,283.31,26.34,175.42,116.77, ,295.73,159.51,85.74,106.71, ,195.01,2.04,184.64,230.91,264.67,2.80,188.33,110.55,237.06
39.21,297.77,49.57,93.81,249.64,72.87,249.36,277.42,112.00,286.29,169.97,117.10,213.72,158.89,220.10,10.25,149.79, ,199.35,287.42,121.56,238.38,224.18,297.49,18.25,161.87,29.51,178.25,26.55,61.17,103.78,61.07,6.91,256.70,240.99,71.77,218.94,82.63, ,80.12,234.65,180.57, ,293.40, ,19.94,232.63,161.51,131.83,96.66,181.30,141.91, ,204.46,84.84,187.47, ,206.17,6.88,231.69,80.14,147.53,163.47,170.85,169.91,249.58,203.59, ,45.50,44.19,0.65,237.05,130.26,94.29,11.15,297.84,261.18,134.73,267.04
232.11,84.80,241.61,138.38,20.87,28.78,133.85,194.09,217.54,75.17,90.50,192.87,73.52,191.91,215.31,123.15,150.98,82.21, ,220.59,280.20,193.85,238.33,239.35,140.82,84.41,54.21,45.53,244.25,34.46,114.90,275.65,44.40,44.53,142.93, ,123.13,195.92,7.94,107.75,260.02,101.58,125.67,158.21,216.55,2.68,172.70,44.71,240.49,179.55,71.24,79.55,214.29,62.77,94.66,239.40,241.99,167.35,13.29,35.88,83.36,298.90,234.65,91.07,271.91,252.63, ,32.17,29.59,0.29,102.30,191.21,112.80,24.32,245.48,216.34,133.24,174.22,189.54
180.36,189.73,17.31,266.28,170.40,57.13,247.68,41.51,16.40, ,40.72,16.57,251.12, ,206.01,13.13,283.93,160.25,44.47,106.55,227.05,6.62,147.64,143.60,93.20,43.47,200.72,180.86,29.37,215.16,138.87,30.94,121.77,296.47,68.75,176.98,79.97, ,227.62, ,116.77,283.57,95.39,238.49,175.62,49.01,203.24,19.06, ,140.82,7.16,194.12,184.04,190.16,169.88,205.55,234.54,277.03, ,161.33,208.29,1.14,127.72,145.19,138.56,287.59,163.04,158.05,178.69,163.38,217.85,151.88,215.69, ,10.48,49.66,128.86,44.90,214.32
231.36,87.84,48.69,250.28,209.83,222.03,86.89,175.63, ,86.94, ,275.27,229.36,37.97,111.54,144.39,32.14, ,119.98,135.65,113.27,81.58,101.03,123.66,215.01,289.65,175.43,277.22,227.79,207.60,113.70,130.41,22.61,226.53,69.14,14.35,241.17,219.18,135.30,11.59,234.53,52.25,299.68,279.60,31.62,213.49,177.67, ,200.27,211.41,19.19,57.21,214.76,120.79,288.45,268.55,98.16,91.01, ,120.48,196.94,74.92,297.42,154.32, ,104.37,195.72,167.30,25.17,106.08,39.01,9.58,133.30,277.35,15.87,44.79,143.76,278.50,194.31
108.51,83.95, ,279.67, , ,61.62,38.69,58.69,217.16,266.53,43.60,40.77,235.63,134.18,222.86,26.82,196.88,237.89,273.75,146.22,150.17,231.05,115.42,22.09,56.00,57.49,179.46,90.02,42.62, , , ,274.42,209.45, ,19.22,274.87,62.97,73.28,13.91,283.76,221.29, ,278.78,204.08,229.37,119.67,266.76,166.14,204.58, ,261.89,270.63,260.24,61.81,27.62,222.22,111.72,51.14,122.29, ,199.34,59.59,273.43,104.16,267.54,215.15,270.63,57.20,270.19,269.20,118.42,225.94,156.64,180.94,191.75,33.42,191.29
110.10,119.36,4.29,223.01,173.48,229.40,101.03,21.48, ,139.91,129.24,271.80,150.64,90.44,298.21,113.36,291.63,210.58,282.37,128.90,170.96,131.21,123.58,123.12,234.11,8.98,232.74,262.05,245.57,5.45,234.02,35.00,96.89,131.54,243.06,281.07, ,112.29,106.57,38.79,77.20,9.36,234.55,102.60,235.72, ,179.50,142.18,14.75, ,146.29,103.14,299.41, ,111.69,196.30,171.61,31.98,206.05,107.98,275.14,131.91,149.29,219.32,225.91,230.54,80.36,189.13,248.28, ,59.97,173.12,110.73,46.74,275.85,92.13,194.42,3.95,67.33
243.96,241.28,289.35,258.38, ,145.47,22.69,246.48,295.41,72.53,7.99,41.06,148.82, ,66.86,146.32,232.41,193.01,268.30,200.96,120.59, ,7.10,194.45,101.85,214.82,255.08,231.06,150.08, ,271.76,126.29,280.93,208.35,232.40,56.30,103.33,250.71,183.98,69.93,192.60,52.38,214.88,298.03,125.27,120.26,224.64,215.10,5.26,79.52,0.09,71.01, ,21.72,196.68,48.84,5.07,86.62, , ,70.07,187.08,254.80,72.62,199.21,206.62,57.71,22.75,215.29,206.22,105.08,49.48,137.14,162.55,126.58,285.59, , ,44.62
156.78,76.75,95.43,78.64,127.64,46.66,227.56,279.93,55.79,186.56,83.96,116.70,135.17,107.19,274.96,231.17,269.05,187.73,291.29,217.61,67.76, ,295.33,141.79,272.95,214.52,255.16,282.58,98.80, ,154.57, ,85.74,93.74, ,158.22,45.67,203.88,40.10,108.76,207.52, ,78.72,96.09,14.88,199.58,163.55,268.25,297.16, ,90.91, ,249.12,239.92, ,53.35,202.21,22.32,298.83,188.46,48.63,64.95,121.92,290.85,146.88,291.55,29.18,48.53,31.58,163.35,117.62,121.59,78.80,129.57,96.44, ,145.07,192.65,62.29
263.22,218.17,48.23,206.64,167.58,162.26,293.43,266.34,40.37,288.93,115.76,280.71,194.26,74.16,98.15,158.19,193.13, ,241.35,145.46,62.98,234.29, ,153.07,179.09,164.23,77.72,234.58,113.78,184.21,215.75,24.39,43.73,150.31,158.87, ,230.90,103.56,20.40,18.26,251.62,62.67,289.42,54.22,156.44,232.06,98.81,68.76,258.16, ,240.71,68.78,76.05,172.29,197.87,259.51, ,171.21,16.07, ,70.29,58.09,140.54,52.17,171.23,13.12,248.00,2.66,22.57,194.25,19.96,139.68,188.43,150.68,52.18,249.06,219.79,75.83,109.61
115.30, ,128.43,0.94,141.01,104.83,211.96,239.68,139.37,192.50, ,239.91,81.13,50.15,196.12,61.26,253.98,286.58,4.98,7.86,265.94,192.08,237.53,125.34,31.15, ,206.64,74.01,195.44,184.45,159.11,257.62,264.41,151.43,139.17, , ,242.30,118.49,242.29,253.31,41.42,18.00,112.11,82.36,55.00,203.92,277.24,78.96,295.72, ,134.89,192.18,149.05,179.80,139.23,230.32,231.48,41.12,40.23,261.90,188.13,251.69,205.95,181.21, ,111.60,243.84,252.78,167.41,184.94, ,75.00,12.08,2.88,186.03, ,147.93,74.47
42.57,282.60,57.93, ,169.53,208.59,143.58,55.30,98.67,282.25,274.49,180.16,47.53,20.47,214.12,8.35,153.92,273.37,242.99,274.47,294.37,0.41,96.79,131.24,255.45,69.14,107.82,207.31,15.49,89.22,39.13,220.38,282.63,202.76,297.32,38.15,60.28,129.63, ,260.87,49.73,121.67,182.17,186.99,86.45,126.75,153.90,236.45,206.95,249.70,127.51,170.72,187.21,248.83,3.55,96.81,284.05,32.96, ,219.95,75.89, , ,188.62,28.41,161.75,185.26,286.11,165.03,199.40,54.13,77.86,40.48,247.88,164.10,248.39,17.84,118.77,116.24
3.13,242.94,3.24,159.20,140.40,94.67,98.54,283.48,112.63,7.54,282.91,174.60,255.69,255.58,240.78,81.84,216.46,108.79,152.99,209.07,292.22, ,90.76,16.67,265.16,274.70,23.54,200.27,102.03,210.43,33.50,258.32,198.71,86.19,136.09,27.49,46.40,162.68,183.75,104.32, ,79.01,243.52,74.86,27.38,108.80,201.08,162.19,289.77,264.68, , ,135.67,65.26,273.55,50.65, ,199.56,85.74,16.39,149.01,38.48,23.56,217.67,104.54,104.38,60.83,231.22,48.24,144.94,15.64,265.78, ,165.34,139.83, ,150.93,172.55,105.09
131.76,10.72,118.90,186.13,27.66,259.41,159.43,291.03,151.70,43.61, ,285.01,61.63,196.55,115.35,255.21,217.71,22.19,96.87, ,276.60,157.48,240.84, ,231.87,192.06,235.60,10.82,143.46,163.41,222.58, , ,290.23,155.76,197.69,149.69,229.22,95.31, ,112.23,187.34,97.63,239.82,86.83,38.94,23.83,81.86,204.92, , ,115.41, ,68.03,84.13,169.56,162.48,291.67,12.38, ,88.40,61.17,96.14, ,119.97,116.37,83.99,115.38,191.43,178.89,275.53,256.71,142.46,270.13,187.25,130.03,70.91,114.11,161.88
280.65, ,97.01,177.27,219.79,64.46,88.75,15.93,280.63,194.23,131.16,287.07,158.40, ,224.14,130.72,68.34,67.88,208.38,38.89,92.09,145.87,37.50,148.42,150.43,283.50,140.61,237.32,170.27,138.86, ,269.58,199.78,248.32,289.32,100.29,212.70,216.60,86.55,193.60,236.82,159.33,43.66,124.39,41.46,136.80,233.17,16.31,187.32,194.35,85.25,247.36,43.69, ,130.24,236.74,187.17,165.40,183.45,198.63,78.06,18.18,233.52,230.24,11.87,260.83,280.12,135.87,299.16,21.21,250.18,135.47,97.74,211.60,37.46, ,115.52,180.76,44.12
259.69,17.18,71.42,134.68,41.55,26.06,133.96,291.57,290.94,189.65,40.53,29.28,33.42,261.36,174.25,219.48,116.07,288.50,142.35, ,183.90,240.45,69.90,216.85, ,45.77,78.67,222.30,237.07,252.74,169.89,203.91,260.92,26.04,207.47,72.61,52.29,62.31,78.45,194.43,245.08,291.72,26.51,131.69,169.75, ,39.64,65.91,172.33,155.05,293.36,194.37,75.74,177.54,281.37,247.74,280.85,213.36,214.45, ,178.03, , ,36.77,105.94,4.46,20.84, ,44.28,0.41,223.51,173.33,213.72,126.51,9.02, ,223.47,35.45,164.40
141.53,88.29,66.95,139.29,218.97, ,239.55,252.08,202.84, ,116.56,194.46, ,234.33,178.96,245.75,265.99,121.98,290.21,234.11, , ,1.93,153.96,258.11,104.54,231.45,277.52,66.94,133.42, ,12.38,144.71,68.85,114.82,36.84,170.11,93.01,121.73, ,63.22,152.01,145.29,40.25,261.39,111.45,108.46,107.18,155.11,280.17,214.84,238.58,86.29,192.13,180.11,24.27,202.68,111.09,259.75,170.77,258.53,15.94,292.63,278.31,223.14, ,137.99,288.05,260.95,129.23,226.54,263.51,250.27,280.96,99.54,169.01,90.82,36.61,143.86
 ,291.59,94.60,220.87,29.11,230.21,287.20,2.08,132.96,285.05,152.90,72.30,152.29, ,3.52,233.83, ,69.94,72.21,180.02,133.80,151.05,284.67,233.45,173.03,158.69,39.17,141.35,296.79,204.46,297.16,6.63,23.38,283.50,241.11,88.66,72.65,138.91,77.95,44.06, ,202.75,177.95, ,289.43,244.05,283.94,227.93,85.74,67.14,46.89, ,135.55,5.41,222.07,153.22,106.79,133.21,213.25,223.87,0.59, ,194.48,48.91,109.50,73.72,203.88,184.90,256.16,142.04,190.14,184.64,11.56,17.79,202.10,244.96,29.55,173.46,198.90
46.43,57.02,185.05,240.76,97.53,38.02, ,228.16,113.00,155.90,130.52,3.94,121.95,189.02,243.15,100.81,159.48,222.54,294.27, ,64.22,117.31,220.54,30.39,158.66,220.78,273.64,264.43,219.72,22.14,277.27,222.44,294.66,65.33,25.93,194.67, ,11.98,150.28,222.76,216.29,135.93,39.52,141.22,153.41,194.78, , , ,295.41,229.15,298.90,9.52,45.22,205.54,89.53,160.35,179.47,140.62,265.76,197.49,227.73,33.17,225.45,100.27,87.75,281.61,284.49,280.22,230.37,267.30, ,127.66,28.42,165.21,19.65,282.17,167.27,191.22
280.45, ,201.31,199.73,128.76,174.04,213.93,294.73,124.32,8.89,172.09,14.12,82.44,238.94,120.91,131.71,274.38, ,175.69,260.99,256.94,232.65,59.14,60.65,161.37,249.27,76.41,24.40,94.50, ,34.99,266.06,289.92,252.78,116.14, ,174.75,157.39,103.81,144.45,156.91,68.77, ,145.19,40.50,212.74, ,247.73,116.55,107.43, ,158.62,148.17,47.88, ,155.27,244.73,154.33,5.55,207.82,68.29,62.15,238.80, ,186.53,213.70,5.65,68.18,143.84, ,191.72,63.27,92.30,46.71,109.63, ,17.45,238.01,136.06
282.30,281.82,114.98,169.80,166.23,284.90, ,19.97,256.77,248.77,91.23,295.69,47.74,218.31,103.42,257.71,244.12,269.90,289.45,282.75,31.65,94.97,75.07,243.50,198.17,80.90,187.76,190.25,242.00,57.16,70.37,33.51,189.34, ,178.80,110.19,200.49, ,242.21,198.79,137.84,77.98,86.36,295.33,201.25,85.18,282.76,273.27,170.04,19.68,41.41,107.66,89.01, ,31.22,12.93, ,109.90,1.16,260.65,172.87,233.82,120.30,113.60,232.84,256.19,281.11,141.04,27.90,227.36,261.26,154.97,254.36, ,255.52,133.75,34.00,185.83,115.95
105.65,35.26,165.72,70.40,128.81,191.22,86.54,20.12,188.22,212.84,71.41, , ,120.37,200.81,40.25,108.62,226.29, ,92.00,5.58,260.46,146.54,251.29,39.44,68.02,122.62,9.15,235.31,111.36,115.12, ,131.88,169.66, ,104.84, ,110.42,162.17, ,181.49,131.83,136.24,158.67,120.95,249.85,82.14, ,197.26,63.54,104.95,87.30,38.04,76.71,42.96,123.62, ,50.09,41.30,26.67,145.20, ,95.05,149.93,243.66, ,7.20,139.97,163.62,278.44,91.69,144.05,250.51,150.94,265.87,186.93, ,32.13,160.00
44.05,283.43,57.12,294.91,158.42,297.07, ,98.16,40.63,295.65,81.25,291.74,38.83,39.66,210.80,291.03,223.87,21.40,58.09,206.49,198.27,188.60,55.54,36.75,228.96,87.32,179.00,57.34, ,97.01, , ,39.90,200.71, ,112.29,267.76, ,166.03,179.08,216.12,274.46,94.80,99.62,185.87,162.36,136.42, ,4.96,192.46,136.90, ,249.19,107.15,22.75,128.55,210.88,67.67,56.97,192.21,267.49,35.27,181.78,89.22, ,25.41, , ,160.11,111.51,34.64, ,7.83,116.97,252.69,104.05,47.11, ,14.60
201.51,256.11,233.66,249.84,217.24,121.39,265.44,269.73,12.38,7.91, ,226.62,186.47,182.76,26.93,248.18,250.52,57.37,26.29,273.55, ,11.49,42.41,39.67,277.02,197.02,272.46, ,145.56,242.22,18.90,77.33, , ,59.71,51.56,175.61, ,140.67,178.14,13.54,195.24,269.87,275.49, ,187.05,76.43,116.21,98.42,62.41,221.40,296.63,208.13,298.07,12.91,157.65,48.21,91.24,45.33,14.27,174.60,75.55,30.59,46.36, ,108.77,6.71,294.48,139.02, ,118.52,12.41,75.64,51.64,99.41, ,113.68,224.97, 
176.00,51.94,174.60,31.12,143.96,166.92, ,33.64,219.55,113.78,288.91, ,155.79, ,206.16,128.96, ,289.13,148.07,229.48, ,260.60,22.28,62.04,23.64,247.28,8.96,138.91,235.47,153.66,130.60,296.78,190.94,248.69,247.34,127.55,168.08,165.12,10.76,36.27,22.85,277.59,44.60,29.68,202.77, , ,243.15,292.92,285.39,32.15,231.37,202.74,247.85,289.81,295.03,293.01,9.62,49.68,87.10,34.28,262.69,23.24,109.76, ,95.16,72.07,189.14,230.62, ,298.49,138.24,4.46,11.39,101.85, , ,140.42,178.82
26.22,8.94,218.22,231.13,120.94,65.13, ,53.71,188.13,70.57,36.57,193.03, ,254.10, ,94.52,71.45,247.73,206.57,191.74,14.85,76.37,132.86, ,186.58,51.64,131.98, ,33.80,5.89,80.42,230.10,46.35,72.57,275.06,77.80,234.58,234.52,66.51,140.03,253.96,281.67,33.43,127.89, ,133.78,121.69, ,296.63,36.35,299.05,48.34,178.20,169.49,293.87,180.11,166.03,35.34,6.71,62.65,136.00,268.37,225.62,275.51,231.95,291.45,23.27,7.84,22.71,14.19,113.34,150.48,28.36,127.07, ,189.72,90.59,138.03,219.26
6.81, ,18.67,227.96,172.75,243.41,113.14, ,226.48,62.53,180.26, ,215.32,222.64, , , ,24.84,288.03, ,277.06,284.99,50.33,110.01,212.95,92.27,282.76,148.75,35.68,178.22,261.89,293.28,90.27,188.37,145.17,152.79,94.22,25.43,101.15,127.14,240.75,4.09,49.78,25.73,297.63,266.07,248.74,22.47,101.62,236.77,54.12,78.68,221.76,104.45,188.69,134.71,196.72,171.45,283.46,232.40,49.67,245.35,225.68,139.93,133.72,70.85,292.73,227.94,96.28,93.88,55.08,37.03,97.97,104.86,62.76,95.60,70.93,11.50,118.07
172.55,248.27,172.20,251.23,170.04,276.65,139.92,4.75,173.37,11.36,288.21,105.76,61.03,233.56,31.44,200.96,67.28,102.29,193.69,295.21,198.57,287.57,50.29,235.59,85.54,155.15,298.35,181.14,226.09,9.85,299.21,98.64,258.13,171.41,49.87,128.16,148.06,189.78,132.91,21.42,201.15,121.13,127.19,262.18,54.69,158.63,163.14,121.97,260.91,56.83,117.18,159.48,44.40,167.47,95.07,129.94,22.62,93.42,11.08,248.71,103.28,10.29,47.35,61.40,181.70,97.21,189.57,29.76,287.00,22.48,51.18,188.14,143.61,178.37,150.32,198.30,37.00,13.46,20.27
297.91,70.30,137.45,157.39,114.70,4.92,252.46,244.64,27.54,45.89,255.72,276.25,149.16,266.01,23.60,210.57,147.71,120.81,100.14,177.47,107.81,122.62,228.65,295.95,266.23,107.03,146.27,164.53,144.02,159.74,184.80,141.94,230.03,22.24,299.33,44.73,27.16,251.79,289.37,54.70,297.68,245.09,30.95,146.84,211.10,54.55,57.41,58.81,175.36,157.55,236.28,283.17,280.17,164.93,279.12,246.40,271.96,125.39,110.93,115.98,285.13,295.73,257.92,215.16,17.98,257.25,259.89,45.14,209.04,249.26,99.84,206.71,194.35,130.79,53.56,105.45,185.34,110.96,164.26
60.70,268.51,100.53,43.87,248.68,265.46,22.99,195.08,237.42,148.38,6.01,53.40,133.51,1.74,11.32,48.67,19.72,268.56,8.57,64.85,177.60,257.83,164.69,84.32,152.18,295.48,137.87,257.63,180.82,248.84,121.89,241.52,217.35,222.42,285.39,166.02,187.88,8.38,61.10,125.30,156.76,67.11,178.70,290.27,68.85,190.02,38.94,88.57,158.59,47.51,153.42,36.19,5.34,18.11,120.50,157.52,13.60,258.38,115.15,194.42,207.21,237.04,135.95,124.56,159.46,121.34,290.58,47.34,129.71,51.68,172.64,286.47,118.79,51.35,276.74,187.64,241.37,15.68,276.21
