Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94
17.43,210.90,231.47,239.34,185.24,151.79,129.14,242.25,292.39,293.56,282.15,70.90,264.70, ,275.43,17.71,156.91,76.74,46.30,273.15,140.12,100.60,130.31,187.13, ,140.62,178.66,203.14,4.79,31.06,143.27,283.62,27.45,85.84,144.76,34.42,180.85,194.15, ,13.69,281.44,153.48,4.27,293.69,281.03,284.89,4.80,230.55,182.88,99.75,173.76,278.57,21.33,161.47,180.05,159.92,0.77,252.03, ,245.72,270.68,243.76,112.04,148.18,282.08,225.69, ,66.17,18.26,218.96,234.55,54.88,260.49, ,212.53,97.53, ,68.21,263.33,77.54,134.02,44.61,129.18, ,195.35,80.40,94.62,217.40,15.01,154.12,119.75,131.36,224.89,285.50
114.26,267.92,105.35,221.40,0.58,178.69,67.91,178.77,219.21,56.15,108.04,4.89,276.91,145.07,287.17,92.18, ,60.10,207.25,199.62,232.08,202.49,159.78, ,22.30,102.94,15.02,288.71,138.77,156.15,167.41,114.41,244.75, ,222.96,251.18,147.37,214.45,11.26,211.45,96.54,120.98,7.26,163.69,170.73,183.32,296.72,268.99,271.39,276.00, ,227.19,156.26,231.39,121.71,117.57,102.16,260.73,117.07,140.84,163.42,27.56, ,54.20,223.19,172.30,219.95,126.38,37.44,168.27,58.53,61.14,276.06,159.01,288.02,94.04,15.12, ,33.12,214.03,254.25,192.41,159.57,279.81,111.04,264.73,275.17,115.74,114.68,32.46, , ,161.93,199.27
266.81,257.18,252.50,120.47,64.86,218.51,76.49, ,41.21,236.49,199.89,294.52,142.40,161.30,224.34,225.83,235.10,107.64,110.72,236.41,83.93,174.13,292.94,89.92,287.83,213.99,136.35,74.31,270.93,5.31,203.90,45.73,89.36,254.93,172.45,155.71,107.79,84.99,233.53,134.88,201.32,109.09,257.39,16.42,119.01,123.59,252.88,161.90,22.70,242.33,8.18, ,115.98,236.52,61.41,51.59,12.75,91.85,57.85,66.85, ,88.59,117.18,279.07,83.71,95.92,196.92,124.08,220.08,284.96,13.37,188.37,109.14,87.99,46.69,226.42,157.51,142.61,56.47,253.77,123.45,166.22,153.80,68.82,242.25,210.66,150.17,251.76,87.87,118.88,102.99,167.41,60.31,235.19
 , ,256.97,238.65,275.52,113.49,166.32,98.12,11.36,176.02,207.60,2.86,98.45,71.79,66.36,275.87,248.89,190.51,62.71,29.04,221.61, ,87.93,180.69,209.63,40.93,36.58,175.61,103.27, ,69.12,266.96,49.36,152.55,121.69, ,150.74,290.63, ,78.56,216.75,101.16,284.41,82.31,149.51, , ,280.22,178.78,206.62,163.02,168.01,274.44,135.45,227.67, ,6.23,180.75,121.40, ,95.31,223.35, ,15.86, ,177.49,81.56,182.71,143.29,229.30,287.75,45.67,193.46,221.65, ,171.36,116.89,130.42,28.83,279.83,151.01,222.18,195.77,288.28,149.58,69.64,26.75,12.97,27.86,163.81,213.05,276.68,140.65,155.62
182.34,214.16,249.66,138.92,142.63,285.77,166.20,259.52,189.81,135.11,295.13,159.23,34.10,238.13,243.02,44.22,229.21,158.70,94.72,24.30,124.83,229.56,65.49, ,255.30,19.09,156.69, ,64.87,168.11,226.85,96.76,236.48,229.45,204.84, ,229.14,217.63,191.08,4.71,92.64,241.71,132.97,129.73,163.28, ,166.28,144.41,79.77,289.02,176.07,33.39,123.00,186.51,185.98,66.92,187.81,207.84,159.89,129.26,169.53,58.34,119.80,298.86,283.63,208.79,181.73,128.57,237.08,66.95,110.24,89.19,160.80,297.57,3.29,45.75,137.94,208.63, ,207.48,290.45, , ,77.09,278.71,245.35,148.78,104.02,157.61,143.45,99.64,157.93,209.88,64.42
239.37,20.79,179.48,42.21,161.39,253.85,201.14,133.88, ,237.90,125.22,176.01,139.61,137.80,250.03,130.51,107.92,284.79,32.15,296.99, ,116.30,297.51,130.76,67.35,69.29,223.60,275.92,248.87,41.26,266.09,145.46,17.73,214.88,30.27,269.50,68.32,239.56,103.24,197.22,168.70,270.50,75.77,295.76,262.48,39.58,246.84,158.66,183.17, ,213.44,206.58,52.77,161.00,95.62,15.83,100.02,236.70,58.10,188.08,145.59,122.32,171.95,232.83,190.53,73.60,290.82,25.41,272.56,162.20,117.72,34.38,160.36,110.07,154.18,1.20,223.26, ,95.21,6.77,21.41,5.32,3.96,150.79,258.06,209.75,154.92,60.61,248.14,182.73,185.87, ,185.64,291.33
199.35,266.36,143.63,136.40,283.46, ,31.01,157.00,106.19,28.54, ,276.67,267.31,84.34,11.09,252.33,229.57,124.64, ,268.27,119.16,158.89,57.09,21.02,130.67,226.00, ,10.57, ,277.88,276.81,290.24,78.40, , ,117.30, ,85.56,32.01,106.61,79.93,294.09, ,121.29,286.39,230.59,7.76,101.42,34.53, , ,84.32, ,201.61, ,287.17,287.86,234.36, ,230.88,83.96,76.30,44.45,234.56,199.35,268.13, , ,115.31, ,223.05,45.72,289.35,230.83,42.91,238.13, ,193.15,154.13,220.79,161.05,65.29,298.37,244.33,93.20,166.41,282.68,283.03,189.24,16.59,58.83,104.58,277.86,108.51
267.19,30.56,184.65,188.63,129.26,58.95,192.60,159.77,125.25,261.05, ,277.64,217.56,285.53,137.28,217.76,250.45,299.82,131.72,267.31,224.93,73.70,292.87,7.16,124.31, ,138.81, ,19.76,266.27,35.49, ,253.25,239.00, ,17.68,168.31,46.79,85.26,240.62,119.55,246.29, ,75.49,106.43,102.42,148.60,68.16,96.26,24.97,221.73,52.94,265.92,0.57,123.19, ,201.32,247.57,184.48,223.09,151.74,69.57,254.02,252.57,273.54, ,8.80,28.76,149.50,99.66,53.83,271.13,124.17,1.18,96.22,194.86,198.24,132.94,254.31,35.22,283.76,91.63,204.92,54.30,115.07,204.49,76.81,222.52,87.37,172.75, ,67.61,168.44,79.90
22.21,286.31,73.87,274.33, ,94.72,254.86,274.69,78.70,34.97,252.48,224.92, ,195.12,252.88,260.75,14.64,122.89,165.66,296.47, ,196.91,83.93,144.50, ,223.20,46.09,62.61,149.34,174.34,80.68, ,41.43,122.66,282.88,190.04,120.08, ,16.99, ,168.77,285.39,32.44,225.98,158.12,106.19,268.73, ,95.94,168.06,81.31,238.81,82.49,25.00,261.29,77.25,210.77,173.45,218.93,16.63,127.09, ,173.04,132.61,175.71,167.74,172.58,70.45,142.68,102.51, ,144.51,38.25,218.93,145.93,180.67,13.64,273.60,180.80,128.22,229.06,48.22,92.07,131.15,251.08,272.08,170.24,238.72,171.86,120.19,295.50,180.36,8.62,4.74
207.31,69.89,52.45,197.08,226.51,14.09,48.28,83.87,102.76,127.01,180.23, ,175.73,172.78, ,26.74,146.10,22.57,70.43,34.09,219.54,295.74,138.19,219.80,262.53,244.64,297.19,36.74,0.61,162.39,241.49,75.09,123.19,3.58,172.69,161.13,298.27,25.85,200.88,58.52,268.22,252.95,128.04, ,128.64,117.41,215.98,89.21, ,186.87,23.34,44.81,151.79,41.34,179.54,123.30,105.64,241.22,56.92,48.28,197.90,129.34,238.75,1.23,265.60,249.45,247.67,173.42,37.34,277.10,156.99,154.94,191.91,21.23,165.42,260.77,92.28,275.35,225.99, ,191.60,222.79,112.35, ,211.80,268.73,171.27,289.29,88.36,122.37,130.04,179.09,51.12,180.92
2.39,3.05,298.51, ,179.06,115.57,191.88, ,80.78, , ,267.44,251.28, ,81.31,104.52, ,75.89,155.21,159.95,54.02,25.99,37.52,68.11,197.95, , ,79.31,48.81,15.63, ,241.06,214.17,253.52,121.48,198.12,166.51,253.78,82.37,62.48,274.43, ,112.50,265.13,105.11,238.56,14.03,61.80, , ,48.94,228.86, ,128.63,286.70, ,69.07,9.46,263.16, ,75.66,109.04,52.93,206.03,137.01, ,232.43, ,281.37,271.72,232.97,258.88,182.76,288.75,215.31,134.65,290.18,205.61,177.78, ,83.81,59.21,67.68,35.40,273.01,82.27,271.01,268.76, ,174.61,236.88,25.71,47.71,281.84
115.10,211.86,243.43,96.51,111.75,43.78,61.15,4.56,52.84,39.79,252.57,122.97,4.33,260.97,164.56,5.36,102.44,16.96,261.29,54.26,201.61,295.34,179.88, ,232.72, ,176.25,287.99,29.09,147.90,44.36,232.88,292.11,266.94,81.20,122.54,1.28,233.52,286.90,296.52,46.11,94.27,23.25,221.57,74.57,42.41, ,275.30,74.04,135.59,91.83,205.64,65.12,160.81,216.69,58.27,20.31, ,242.66,113.91, ,188.48,59.89,15.63,176.06,45.81,172.77,75.49,64.93,8.20, , ,199.94,162.26,202.48,162.91,7.81,185.08,260.86,203.70,280.15, ,25.95,238.92,166.90,228.51,25.54,209.85, , , ,274.44,6.60,240.54
164.50, ,125.36,114.41,50.74,167.99,285.59,240.27,124.26,159.99,23.04,100.23,240.30,51.67,219.52,253.77, ,79.39,178.87,259.05,200.72,148.71,138.81,217.68,79.88,151.29,109.51,29.91,161.43,238.40, ,127.42,96.28,207.83,59.81,199.96,258.53,189.24,191.99,153.61,224.75,34.58,49.59,184.34,117.15,174.73,289.52,120.25,183.08,26.71,85.88,283.42,279.86,280.34,17.52,55.13,74.04,96.70,45.44,59.95,108.21,154.40,236.82,183.53,2.72,62.80,136.92,133.02,218.88, ,236.40,43.76,21.35,275.37,178.92,204.93,64.62,195.90,76.43,45.88,173.27, ,261.88,5.36,209.83,208.26,160.65,242.21,176.93,14.69,254.60,226.83,35.71,192.01
142.86,243.94,235.84,298.34,293.12,292.61,227.94,101.40,56.44,127.90,119.29,255.27,113.68,70.00,248.54,47.45,24.58,130.60, ,128.93,184.58,150.74,60.57,188.92,108.04,277.06,51.82,296.67,233.32,195.72, ,157.73,218.70,121.56,142.73, ,0.85,10.86,285.13,203.19,220.59,106.59,52.63,17.29,284.12,228.07,33.33,37.58, ,219.89,23.38, ,201.61,195.69,215.06,283.91,54.88,129.48, ,182.12,119.43,4.00,159.49, ,214.86,266.86,141.31,212.32,250.00,267.40,26.40,26.50,0.71,214.80,242.85,12.31,136.37,266.71,103.22,9.79,71.97,207.03,228.57,117.21,233.27,24.25, ,50.75,267.77,184.76,74.98,110.27,38.07,4.41
157.23, ,175.32,230.92,140.21,201.69,38.06,42.03,94.62,113.06,276.85,249.34,20.18,185.09,189.11,62.29,96.32,87.87,144.19,53.98,178.28, ,216.34,283.85,185.23,91.72, ,36.92, , ,50.20,114.98,168.78,72.91,94.53,236.74,179.57,223.11,246.38,274.19,148.79,222.23,44.56,111.52,71.20,138.58,85.82,60.70,130.83,219.70,294.39, ,173.95,87.18,93.53,206.00,100.91,52.76,203.41, ,284.89,210.27,117.40,77.03,250.69,11.71,133.21,26.83,180.05,84.46,267.51,17.85,137.49,150.79,80.10,134.27,71.59,188.46,40.64,67.09,173.34,161.72, ,188.56,264.94,88.30,30.05,94.64,262.36, ,42.49,54.48, ,126.07
4.89,261.94,82.15,143.71,114.99,245.83,154.09,66.09,287.56, ,82.20,29.63,203.12,104.97,248.87,83.67,226.28,132.11,180.87, ,41.82,190.62,203.92, ,270.00,185.98,54.37,290.37,21.70,156.12,151.09,48.07, ,274.35,107.28,214.35,211.36,93.03,243.82,146.70,266.95,28.22,188.17,23.46,18.10,128.29,68.04,192.84,208.45,36.27,38.19,208.39,206.80,51.54,298.36,292.86,32.03,298.39,17.47,192.37, ,20.66,6.85,73.19,162.39,45.92,278.58,86.50,203.34,279.67,86.27,46.82,209.93,49.97,85.37,22.50,10.63, ,17.49, ,27.13,14.86,37.60,69.60,221.57,212.02,26.91, , ,49.87,141.62, ,226.99,141.71
182.30,49.22,181.97,226.92,138.57,79.06,69.57,53.58,115.19,69.42,33.96,163.36,284.77, , ,134.86,259.69,168.82,216.94,132.62,92.25,143.83,103.19,74.49,255.92,111.58,3.16,168.50,168.57,129.72,65.01,294.77,281.74,33.61,214.39,42.54,137.41,177.96,99.78,97.36, ,208.94,145.29,249.55,223.06,141.53,167.82,228.65,87.86, ,286.54,92.36,13.28,215.46,170.36,143.69,70.94, , ,131.11,101.54,154.21,284.45,72.17,16.74,178.42,190.83,115.62,194.04,212.96,20.14,124.74,51.04,149.66,47.67,158.87,123.69,53.56,101.18,198.70,90.43, ,281.26,42.51,136.13, ,245.63,260.72,55.39,266.04,239.48,185.81,162.92, 
216.48,212.61, ,30.53,93.46,113.91,299.94,171.67,255.76,62.90,187.66,228.25,23.34,167.41, ,30.33,77.53,36.28,289.03,20.67, ,278.10,181.62,13.93, ,269.69,212.29,58.25, ,211.95,282.17,263.06,109.70,25.79,217.98,45.54,36.60,116.67,102.80,292.74,51.58,86.42,54.41,280.41,87.04,138.90,271.72,17.47,283.66,137.93,59.19,172.24,50.69,110.49, ,103.23,38.77,56.64,299.76,241.34, ,133.70,185.48,25.60, ,9.27,24.76,5.39,83.15,258.93, ,112.41,14.90,98.02,139.26,260.01,0.29,284.78,268.40,239.40, ,126.23,19.42,214.18,59.24, ,18.16,37.67,128.63,213.20,12.82,285.60,220.96,17.59
119.87,76.01,279.98,185.50,168.65,197.42,95.74,19.45,264.13,244.47,109.68,19.41,210.13,95.34,290.89, ,110.76,112.85,78.90,55.53, ,92.03,24.18,154.31,1.67,100.74,211.20,103.82,32.93, ,128.27,226.51,181.88,40.11,207.29,256.81,181.15,54.86,111.73,295.03,244.30,256.10,24.68,294.27, ,8.22,27.73,117.42,35.14,9.04,61.98,286.69,9.20,79.66,185.96,144.95,266.60,297.41,283.10,151.32,63.39,129.29,12.80,60.05,101.39,77.82,197.13,188.18,138.74,56.25, ,201.20,256.72,63.42,142.72, ,81.11,124.64,81.87,157.11,185.39,211.00,121.88,27.71,14.47,277.89,191.14,271.92,224.74,20.56,274.25,3.61,238.67,265.76
265.69,162.46,81.38,114.28,181.60,213.32,8.44,266.79, , ,156.72,70.24,122.48,125.20,99.85,254.34,84.41,188.49,71.10,20.34,173.14, ,86.45,35.82, ,235.41,3.50, ,73.74,43.34,94.61,218.09,123.77,242.90, ,189.77,142.08,0.29, ,27.68,210.06,79.33,298.91,278.36,137.07,60.45,170.34,49.84,13.55,72.14,217.42, ,32.33,56.32,101.63,60.30,78.43,282.63,122.70,31.64,35.91,274.18,254.08,266.16,142.79,114.65,57.19,245.45,145.41,122.14,170.14, , ,6.23,1.84,31.81,42.67, ,16.85,71.31,250.20,288.88, ,88.11, ,33.56,132.89,58.82,205.47, ,154.03,63.25,76.41,189.36
162.79,135.92,77.90,97.02,270.89,120.22,34.16, ,270.84,127.90,20.52,270.91,187.39,14.06,294.80,232.62,271.91,249.79,17.11,215.76,202.70, ,261.70,136.76,107.75,182.16,97.86,108.32,102.92,62.72,21.51,78.81,143.76,85.17,35.13,178.26,219.67, , ,117.93,235.64,187.13,63.09,33.34,33.66,198.12,282.44,268.22,55.00,79.26,74.47,157.15,58.37,233.74, ,51.66,193.84, ,11.65,13.33,211.85,181.24,143.36,29.60,224.92,223.55,224.78,118.58,250.74,158.75,208.36,236.15,10.78,77.90,253.93,67.41,138.22,275.75,112.32,93.16,89.95,41.43,14.73,96.65,36.97,149.96,72.34,294.90,299.60, ,253.52,172.95,2.25,95.05
233.91,76.99,190.35,12.58,108.43,1.72,209.57,223.87, ,9.98,112.56, ,218.11,86.63,82.40,212.64,72.70,277.85,117.71,243.39,73.27,2.89,125.74,32.09,67.36,59.59,174.10,139.76,32.26,183.26,15.26,292.12,242.46,237.66,138.17,190.46,232.88,286.41,105.81,108.23,80.04,90.33,236.98,46.34,156.47,83.91,25.50, ,267.96,197.36,184.16,218.58,11.28,82.00,217.73,178.12,180.54,181.23,282.92,181.01,267.79, ,139.53,112.10, ,158.09,132.19, ,50.77,86.27,219.83,80.42, ,171.32,80.23,35.54,163.87,15.32,27.17,271.20,163.50,267.34, , ,63.84,150.30,228.27,121.51,93.41,118.72,42.71,17.28,262.09,294.81
12.82, ,284.01,192.30,152.60,121.45,277.73,102.43,191.72,0.92,208.82,94.87, , ,190.83,255.90,258.55,84.80,262.12,165.79,123.25,68.32,270.52,208.15,225.46,188.37,76.02,69.14, ,254.62,161.58,120.60,176.91, ,157.44,87.16,170.45,41.62, ,12.14,63.25,210.27,273.46,239.13,205.79,41.40, ,202.97,95.31, ,149.22,113.13,242.05,35.69,177.97,7.56,259.27,275.19,233.92,6.18,19.30,283.08,72.39,263.67,53.11,106.85,255.09,67.58,56.33,49.59,77.73, ,36.99,99.60,61.87,212.71,67.55, ,128.25,175.80,48.24,192.13,131.24,75.07, ,131.40,93.95,79.82,190.11,279.05,23.35,37.96, ,105.51
 ,233.76,69.66,6.07,217.81,129.81,236.23,109.38,30.73,133.33,54.43,227.38,13.15,74.40, ,50.26, ,244.12,205.35,116.07,12.35,72.58,98.90,170.80,76.43,111.62,12.09,233.20,199.53,190.19,297.47,24.19,24.50,244.48,282.08,141.27,94.42,136.60,222.65,101.60,208.93,208.85, ,142.05,278.79,50.68,85.88, ,239.98,245.21,82.01,245.00,221.73,137.13,232.73,65.72,58.86,247.55,195.67,109.76,5.60,106.84,284.05,235.23,86.65,108.48,107.73,91.93,92.90,87.78,288.83,59.97,128.15, ,23.82,125.17,39.94, ,298.27,121.32,231.42,113.94, ,221.67,168.55,186.28,38.92,86.44,271.89,20.57,149.54,13.75,124.38,298.05
51.96,132.52,236.87,99.39,117.11,70.16,272.20,83.26,168.36, , ,3.83, ,153.38,133.40,92.89, ,104.09,131.59,224.52, ,23.91,94.21,115.40,17.17,163.13,240.21,231.83,36.66,200.11, ,33.52,217.33,144.28,159.67,258.04,44.34,108.10,29.35,204.98, ,276.83,198.53,5.17,297.49,286.29,231.88,231.12,28.07,94.28,11.41,7.52,114.49,203.69,272.02,109.05,227.00,53.58,2.91,255.89,100.59,198.00,52.92,282.48,280.86,130.48,146.91,87.86,80.67,165.47,48.31,133.92,60.39,100.85,246.25,63.70,298.92,79.32, ,61.80,71.68,263.31, ,101.31,246.87,143.36,234.66,86.85,166.98,256.07,210.53,24.57,249.18,235.93
75.34,90.29,98.43,171.49,214.31,14.18,154.78,273.52,49.20,158.02,207.60,184.02,16.41,92.36,232.09,294.09,55.04,215.61,13.22,15.84,59.90,88.72,187.55,4.12,122.60,152.95, ,36.97,292.64,240.71,177.65,252.32,24.04,100.68,49.92,193.34,247.68,66.18,110.91,166.48,251.01,200.62,4.84,129.56,183.14,255.70,39.26,245.87,244.71,240.80,234.33,272.09,57.50,44.36,166.68,216.08,239.45,98.91,54.28,241.76,298.73, ,38.00,244.08, ,290.63,44.83,176.23,106.96,55.19,102.13,62.15,39.56,134.91,245.88,66.94,126.61, ,124.82,190.58,204.96,59.52,285.61,123.28, ,57.00,242.75,279.58,177.35,6.50, ,252.38,224.55,28.05
 ,152.86,115.70,298.84,281.28,42.09,69.17, ,126.17,299.94,81.91,162.66,11.34,258.67,76.36,103.75,173.43,257.26,144.58,266.15,160.30,243.14,281.21,183.24,90.08,92.69,188.01,273.05,130.27,163.09, ,266.84,288.36,268.29, ,147.31,41.35,133.87,133.65,272.24,222.47, ,15.16,88.08,207.37, ,139.09,7.40,117.36,242.39,286.72,253.36,119.90,141.63,279.20, ,251.44,291.32,192.24,248.09,276.99,267.76,294.55,85.18,235.64,190.96,90.32,2.08, ,296.79,162.69,41.27, ,33.44,241.19,229.35,206.00,44.74,284.12,292.03, ,227.68,178.81, , ,278.47, ,275.26,39.44,294.82,178.67,193.86,253.94,9.15
29.56,33.70,93.17,82.97, ,255.87,229.80,227.68, ,104.43,60.22,134.78,114.87,83.30,133.32,131.94, ,161.50,230.88,289.53,258.16,210.03,30.41, ,258.09,239.80,231.63,206.40,55.05,79.85, ,213.17,161.94,72.77,252.00,198.63,260.27,12.09,70.82,10.12,0.59,143.74,289.84,269.50,198.81,136.10,20.77,212.75,104.90,206.15,289.17,298.43,261.57,119.74,53.02,236.33,188.07, ,177.92,86.21,122.64,70.26,97.75,72.54,224.42,186.62,47.23,279.75,252.97,116.41,43.29,221.68,134.34,213.61,225.59,246.42,76.81,208.02,136.20,155.03,38.63,41.95,33.05, ,286.01,198.95,55.27,193.05,279.56,65.77,120.39,238.25,142.40,76.64
91.12,171.99,95.83,193.69, , ,264.23,227.37, , ,8.39,134.80, ,200.57,112.32,218.03,108.57,57.57,264.07,297.53,210.61,9.51,157.86,56.52,152.26, ,134.90,91.74,216.05,170.27,195.98,113.85, ,286.80,70.55,49.26,66.69,279.25,52.17,1.09,227.66,28.39,288.25,14.03,172.52, ,68.35,264.65,170.58,169.01,280.21,154.33,186.57,27.54,166.38,263.85,92.31,3.45,105.45,28.62,132.45, ,200.80,156.25,290.56,252.01,46.11,249.96,258.46,121.93,230.55,185.07,78.88,209.06,107.72,122.10,1.45,62.71, ,218.96,58.95,237.27,30.97,104.54,267.63,247.30, ,233.88,4.87,76.20,106.24,82.93,55.03,176.74
286.63,36.69,4.07,209.16,52.52,263.19,185.96,125.20,231.16, ,236.03,224.94,178.08,232.90,163.89,283.15,3.91,18.31,232.35,184.96, ,103.29,270.28,186.09,64.08,154.56,53.29, ,203.26,246.63,210.89,153.44,92.14,122.32,133.15, ,18.11, ,121.41, ,110.67,8.47,203.20,87.57, ,225.34,193.90,295.91,282.48,298.84, ,121.16,139.85,35.38,21.49,279.37,191.07,7.29,264.78, ,52.35, ,277.69,45.89,22.63, ,171.99,206.76,270.68,18.54,127.21,168.00,155.88,296.37,96.62,210.70,258.47,174.08,240.74,156.35,223.44,222.54,156.57,274.11,221.13,273.76,169.16, ,25.04,150.00,27.72,181.66,4.37,208.91
85.45,271.18,33.16,98.40,134.79,102.69,148.83,235.80,264.51,50.81, , ,260.52,246.72,71.20,286.89,65.92,89.83,248.20,15.32, ,150.11,54.26,123.12,47.95,114.12, ,103.68, ,64.19,218.63,241.72,193.26,235.64,11.66,213.80,288.06,86.21,234.68,250.32,290.07,78.10,123.76,207.87,121.11,128.43,178.43,209.46,291.97,37.29,117.83, ,105.88,224.48,146.16,194.37,55.02,282.07,16.39,67.08,252.38,102.73,217.58,201.58,164.84,26.56,164.50,6.75,189.12,214.44,296.17,239.25,1.43, ,17.82,277.48,4.97,94.84,234.20,198.67, ,245.35,1.03, ,7.77,116.79,294.67,235.17,91.32,104.90,196.76,65.22,114.84,190.87
67.29,177.39, ,9.95,298.57,21.16,18.75,43.03,96.06,192.92,286.41,4.43,76.04,64.27,241.99,141.15,201.75,29.06,14.76,79.01,49.98,239.57,201.56,26.47, ,219.39,164.10, ,163.14,28.73,124.98,61.87,122.38,232.35,131.32,190.44,260.44,10.51,9.14,182.61,209.69,255.00,224.39, ,87.54,37.14,53.35,76.82,130.23,251.83,171.76,172.11,159.38,92.61,121.66, ,157.27,2.30,21.21,165.94,14.23,66.76,147.66,106.00,204.84,118.97,18.20,58.62, ,171.14,236.69,197.59,150.08,180.99,133.16,128.29, ,222.61,151.09,4.15,237.42,103.53,95.51,74.30,222.03,25.26,188.28,12.53,168.14,247.96,257.65, ,120.43,181.39
28.63,54.13,189.08,89.25, ,210.98,212.75,271.37,247.94, ,260.47,124.22,174.58,42.61,213.50,107.76,213.02,46.55,122.12,230.27,181.10,122.34,201.64,172.23, ,31.88,163.76,219.95,133.09,291.33,88.17,171.06,67.39,229.61,129.57,264.81,46.34,163.28,155.35,119.44,21.91, ,185.67,10.69,242.91,125.72,273.53,177.28,47.49,86.20,14.31,46.84,297.77,218.52, ,37.15, ,59.06,241.64,25.56,79.13,137.70,274.68,184.94,267.81,36.69,14.46,5.45,106.24, ,24.77, ,61.92, ,120.98,10.30,253.90,144.85,100.33, ,211.56,49.00,167.08,233.38,136.69,242.85, ,4.70,190.24,29.62,291.11,131.20,216.32,264.04
7.46,110.86, ,45.51,155.31,39.19,94.13,27.52,118.81,41.67,159.81,116.13,255.23,193.86, ,278.96, ,286.42,55.07,260.98,144.42,13.16,204.98,59.49,144.27,202.06,264.82,150.07,124.53,47.68,61.93,297.35,174.92,267.65,174.68,30.57,44.92,202.72,151.03,182.39,140.52,181.23,146.31,186.29,136.60,289.24,164.68,181.13,270.35, ,145.04,0.17,122.33,66.86,194.93,254.61,169.59,71.46,185.37,161.22,239.35,145.45,259.87,19.01,102.39,269.08,245.20,111.57, ,178.43,208.09,94.37,77.09,169.78,18.80,213.25,211.89,20.47,268.31,68.78,254.89,236.86, ,206.11,249.31,192.31,127.35,183.44,176.90,95.45,35.68,142.17,279.88,231.16
 ,83.67,86.69,35.01,240.88,229.66,166.10,147.08,276.27, ,201.93,155.48,52.71,65.36, ,45.24,33.02,164.39,173.32,155.25,274.64, ,204.30,291.21,197.98,29.48,84.98, ,240.47,21.35,294.16,233.49,261.71,114.29,83.20,77.19,195.93,34.59,256.13,12.25,283.47,38.83,43.61,96.98,199.05,115.70,34.56,232.61,15.70,122.37,34.50,37.34,251.40,251.48,157.42,216.87,222.36,269.22,225.95, ,125.00,65.74,219.09,250.81,130.63,37.74,32.20,266.87,188.70,214.11,196.22,13.10, ,268.81,66.17,72.54,19.76,81.96,176.16, ,91.52,286.48,257.04,66.56,281.32,262.71,51.49,73.28, ,173.48,202.38,228.16,255.86, 
37.82,108.15, , ,262.22,28.94,279.81,143.18,50.76,156.56,264.82,166.84,103.31,63.25,128.40,298.82,270.16,62.19,271.34,277.99,297.98,152.83,102.42,238.92,101.90,255.44,25.31,227.59, ,290.84,150.93,170.40,299.18,289.44,178.38,55.49,24.26,264.78,164.84, ,18.03, , ,129.41, ,57.00,118.27,61.95,76.86, ,76.04,185.88,17.76,209.03,236.42,94.49, ,55.28,154.32,215.88,247.38,223.53,168.00,52.23,11.00,162.29,205.14,93.32,19.44, ,149.14,239.16,180.37,298.91,229.77,275.69,64.26,281.09,121.31,120.87,33.90,213.54,155.10,34.67,234.65,181.49,282.06,27.43, ,26.34,125.88,197.93, ,151.24
276.12,187.43,23.80,46.96,162.67,152.56,115.84,237.49,171.01,117.99,81.98,224.78,139.98, , ,275.48,187.95,25.94,48.60,296.70,287.09,297.62,56.71,226.87,110.78, ,228.77,295.72,221.11,82.85,202.09,264.60,294.22,281.42,264.80,66.30, ,225.67,157.92,171.43,276.57,182.68,210.98,186.04, ,185.98,89.24,42.96,43.55,270.04,106.78,56.13, ,74.39,53.17,81.13,17.10,206.81,248.02,78.78,271.64,20.04,268.14,251.29,151.66,292.01,95.25,232.76,222.05,67.08,239.46,199.83,205.91,156.33,224.44,287.99,114.01,104.41,116.14,104.13,44.18,144.44,22.99,107.77,84.35,220.27,23.06,280.36,226.74,82.90,71.80,47.26,78.92,267.96
 ,72.09,251.55,7.31,191.22,198.75,168.86,56.54,96.66,173.03, ,9.72,254.57,179.42, ,258.34,235.28,60.87,16.27,175.60,103.41,108.09,203.09,75.77,169.61,136.27, ,239.65,6.59,133.87,196.05,144.35,36.48,110.42,14.03,219.45,226.26, ,228.43,122.65,148.97,176.63,34.90,224.90,81.28,221.13,15.17,111.65,58.81,175.13,123.43,22.10,224.24,6.74,197.71,156.86,121.65,31.93,108.18,243.82,75.94,156.76,187.28,155.83,77.82,48.74,28.94,62.30,79.21,105.85,198.43,23.60,296.21,176.65,12.35, ,88.29,150.62, ,119.03,118.80,66.19,98.11,238.39,48.32,229.45,294.51,116.88,147.97,73.64,217.48,145.09,174.29,61.95
