Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80
189.52,151.86,102.69,220.99,137.20,74.62,113.51,1.79,180.87,4.14,78.17, ,248.35,293.06,33.68,104.32,197.86,29.50,88.43,240.24,236.45,294.37,103.04,299.19,64.04,231.89,73.13,60.70,69.14,68.35,62.11,280.47,158.41,279.23,109.23, ,45.68,160.96,12.04,42.28,108.16,171.67,110.37,0.85,124.07,200.21,116.73, ,76.71,217.33,178.13,275.40,72.23,205.67,196.44,157.60,57.96,7.89,5.22,298.96,186.90,37.28, ,110.16,247.01,238.48,219.57,278.35,37.27, , ,59.19,10.19,177.73,203.31,210.25,174.79,153.04,84.61,98.68
287.98,236.21, ,155.78,26.99,228.76,290.04,248.93,91.54,287.52,47.65,206.83,38.15,166.83,38.77,65.21,121.64,169.74,159.54,239.60,145.59,76.27,249.71,245.43,169.55,37.82,96.31,231.00,198.81, ,237.57,166.20,53.14,40.84,136.64,40.84,211.96,99.44,158.91,293.02,294.20,237.98,22.29,142.41,81.44,257.75,171.73,190.11,101.05,26.11, ,66.95,209.29, ,256.88,184.95,35.22,175.88,90.57,155.83,54.92,173.22,256.28, ,146.40, ,77.36,175.37,62.88,283.97,196.53,174.09,190.75,260.64,182.52,264.79,284.19,275.63,32.39,202.36
 ,172.18,155.67,282.05,230.99,214.32,14.81,144.12,45.92,56.93,235.95, ,274.31, ,249.93,129.45,152.11,260.15,105.15,192.40,46.17,205.48,93.42, ,237.53, ,290.97,274.14,181.65,201.23,148.54,223.73,33.00, ,293.15,81.59,292.53,155.13,74.27,209.34,231.28,11.13, ,84.64,64.77,118.49,240.28,117.15,245.01,239.84,143.31,3.05,32.50,107.40,246.10,57.77,154.31,251.79,42.50,14.18, ,132.67,243.00,190.42,44.71,46.85,183.88,269.21,119.33,243.55,87.15,25.54,20.88,279.59,272.69, ,79.95,114.90,261.74,43.63
259.31, ,225.47,202.42,104.22,35.73,289.51,214.35,150.69,245.24,203.29,146.30,297.88,0.43,126.77,194.72,174.34,11.11,247.00,294.49,235.28, ,224.80,13.36,3.80,185.08,151.89,280.38,100.88,37.85,272.18,146.70,127.21, ,227.02,92.34,123.86,251.74,252.42, ,192.27,184.81,242.74,180.35,74.11,68.52,233.21,64.84,208.40,205.54,119.07,179.55,102.03,292.33,159.60,261.12,205.84,129.21,182.63,71.69,290.80,68.71,180.92,3.93,25.60,176.53,187.65,185.26,263.26,14.58,274.77,174.71, ,3.92, ,13.49,261.00, ,29.71,122.01
232.24,188.86,87.87,29.36,218.79,107.20,33.63, ,9.32,251.77,108.69,135.20,81.84, ,22.93,54.78, , ,56.28,128.73, ,158.09,130.35,95.30,210.76,297.89,130.12,51.03,230.62,61.00,282.44, , ,242.24,97.53,236.60,57.99,187.12,68.84,93.21, , ,189.49,224.06,191.74,258.43,161.32,134.81,206.89,252.12,50.51,78.40,25.20,67.86,52.46,229.78,0.83,149.65,116.06,209.94,48.80,130.17,187.79,53.88, ,6.00,185.68,22.21,80.84,240.65,211.05,222.93,78.18,206.37,212.97,178.44,28.88,50.95,234.59,292.88
151.09,273.08,54.52,209.56,153.89,128.51,227.55,121.66, ,28.04,61.33, ,282.11,199.47,276.00,48.98,163.33,267.76, ,22.27,146.40,285.60, ,50.54,37.59,229.88,200.24,247.28,56.78, ,256.25,221.36,11.44,253.65,158.00,148.35,221.78,37.90,291.35,257.92,61.63,145.38,30.37,194.86, ,124.26,62.52,105.46,98.16,106.49,153.69,158.02,118.34, ,25.72,95.90,59.63,113.78,105.12,254.50,82.89,124.24,123.29,72.44, ,68.13,18.79,279.19, ,97.52,27.64, ,123.55,233.35,220.67,86.21, ,86.19,153.62,114.69
121.39,253.05,255.26,149.30,14.86,132.87, ,160.51, ,284.05,162.76, ,1.11,28.02,137.53,247.59,290.41,169.36,177.56,132.80,149.16,228.10,142.75,230.96,276.13,287.31,23.13,281.85,3.79,118.21,185.59,189.29, ,58.64,167.86,186.34,207.67, , , ,49.70,42.22,174.27,44.48,281.97,221.64,36.21,127.09,105.64, , ,75.01,263.81,37.68,41.19,54.11,272.86, ,15.08, , ,174.12,26.58,131.34,236.66, ,158.46,155.80,72.77,107.60,64.34,81.49,79.17,229.65,239.42,67.11,79.97,243.17,138.30,120.99
80.28,290.08,269.00,194.99,76.70,78.36,147.86,246.57,295.46,279.06,243.90,3.93,157.89, ,296.20,134.51,171.01, ,109.75,282.81,137.47,7.33,200.56,75.68,82.22,23.35,6.01,107.45,291.11,257.05,261.54,139.14,218.79,245.32,61.52,33.27,287.65,114.82,195.78,35.34,261.63,39.28,25.93,277.59,112.07,21.67,282.42,182.00,126.64,229.73,55.45, ,43.10,201.97,199.39,266.64,54.10, ,21.74,63.39,68.31,233.97,249.07,250.78,117.59,258.39,265.57,10.33,56.94, , ,213.32,254.90,101.25,7.37,31.49,122.32,246.23,189.77,272.68
26.37,217.97,137.60,298.61,236.26,161.86,43.80,238.11,165.88, ,173.25,10.42,284.67, ,40.96,85.54,140.54,103.92,96.68,242.04, ,178.31,251.30, ,26.48,193.35,46.72, , ,182.69,193.74,199.87,292.90,248.34,97.33,191.94, ,133.98,83.22,140.15,81.55,61.00,228.14,135.64,18.98,283.11,238.45,228.48,268.91,121.49,11.23,294.28,167.53,194.55,140.55,285.26, ,46.26, ,299.62,98.06,191.35,47.20,57.19,2.94,189.58,128.45,298.18,106.06,250.99,116.45,35.32,13.63,147.97, ,147.59, ,166.18,281.69,192.42
189.07,64.97,19.79,279.47,16.15,183.68, , ,58.68,101.84,226.28,96.94,97.40,229.26, ,210.94,223.26,66.03,14.78,138.42,124.15,224.35,40.07,295.82,250.17,142.04,43.57,119.42,189.25,1.56,118.48,29.79,162.32,160.37,240.50,85.31,155.18,274.33,201.15,235.45,87.44,173.80, ,293.22,58.59,204.88,199.32,241.21,279.70,101.43,277.53,242.11,255.39,16.50,152.92,86.09, , ,178.05,32.91,108.43,252.11,2.92,130.70,92.49,281.15,267.20,294.14,0.85,161.08,100.16,4.01,18.24,49.82,283.22,67.55,174.24,104.96,171.09,121.28
 ,102.42,13.26,151.64,61.95,83.65,201.33,83.31,115.89,137.40,144.64,79.73,94.38,41.25,270.48,92.82,22.97,91.56,256.34,258.80,44.37,97.59,140.10,33.28,42.32, ,186.96, ,123.25,147.28,156.75,141.42,51.81,144.81,200.62,86.58,119.43,201.87,76.66,97.91,297.95,280.63, ,71.46,150.45, ,14.95,279.05,62.99,20.75,174.24,8.94, ,128.36,282.66,168.43,143.29,22.58,259.00,10.72,2.71,287.13,176.12, ,32.48,173.91,71.33,274.61,8.97,208.63,38.05,269.18,97.30,85.26,206.55,91.53,76.67,224.14,128.81, 
161.29,257.63,259.56,189.14,14.75, ,115.50,202.48, ,299.77,130.53, ,204.49,175.78,124.82,221.83,124.60,114.92,263.18,272.40,218.59,283.71,260.70,145.71,183.89,162.95,21.51,154.89,115.66,207.15, ,128.97,255.19, , ,97.70,240.42,257.06,50.37,213.35,265.89,33.48,239.47,178.37,104.49,298.67,11.51,265.75,133.24,275.00,188.96,180.73, ,137.79,189.72,295.38,223.86,72.79,11.37,259.10,126.88,193.05,74.97,227.80,265.43,190.45,37.70,288.42,102.51,249.11, ,244.49,8.04,104.33,27.77,47.86,253.61,115.20,186.29, 
101.75,292.20,20.50,255.35,196.99,135.12,50.09,90.59, ,106.98,16.11,12.69,56.89,175.30,181.96,119.47,163.34,17.62,52.78,110.90, ,168.76, ,218.85, ,0.48,288.17,59.57,199.14,179.81,298.84,47.40,171.37,223.77,90.44,256.43,190.21,82.48,214.94,277.82, ,278.30, ,164.75,165.38,257.61,229.33,97.08, ,268.45,240.65,139.99,128.53,210.18,60.45,61.59,246.97, ,225.27, ,90.02,195.68,258.82,83.23,37.94,232.15,109.51,178.49,192.78,227.47,153.66,72.11,221.46,7.89,244.35,239.59,176.24, , ,76.12
50.33,31.46,120.45,155.29,90.47,5.95,151.02,5.85,74.86,242.22,136.60, , ,220.94,211.45,269.08,80.72,101.63,1.90,253.15,221.01,205.25,61.56,86.57,279.41,294.72,244.19,108.19,207.50,36.00,138.35,106.51, ,208.14,26.39,284.39, ,28.01,278.19,145.09,156.97,226.19,46.12,283.00,72.36,183.45,9.44,113.43,240.86,24.09,164.32,256.49, ,284.50, ,74.06,248.48,106.31, ,152.44,65.71,117.41,190.21,265.65,39.19,152.87,105.69,41.44,81.46,165.53,226.06,140.01, ,71.04, ,153.75,217.45,173.38,175.68, 
141.33,299.81,128.45,28.63,218.37,34.87,154.16,233.76,240.84,201.13, ,73.53,22.45,85.09, , ,259.41,102.10, ,25.04,163.19, ,81.55,51.74,196.46,23.02,93.40,1.00,20.48,270.91,65.50,238.75,16.77,77.79,133.15, ,196.60,197.59,8.79,265.20,136.34,121.07,211.16,237.21, ,11.73, ,77.24,287.89,60.13,246.36, ,10.41,215.80,220.51,246.44,94.46,296.74,165.56,123.38,170.15,157.49,127.17,259.12,194.52,230.65,74.06, ,84.47,15.56,53.08,268.57, ,13.06, ,178.62,274.88,13.32,187.40,241.87
154.32,288.54, ,69.11,152.70,140.55,184.44,38.35,131.25,268.54,162.04,22.93,94.91,18.52,240.24,151.48,68.05,22.81,6.92,106.15, , ,144.89,109.38,174.49,135.07,84.93,263.06,2.32,160.69,267.58,234.56,135.19,82.94,52.67,249.92,249.47,105.51,55.94,277.60,155.52,73.47,109.78,48.31,94.50,132.93,9.93,181.14,70.09,3.13,53.93,281.57,163.77,97.77,1.97,150.14,188.04,97.94,260.14,109.91,55.25,116.72,10.33,210.31,261.94,203.18, ,184.75,30.26,117.06,273.81,100.12,80.47,229.24,283.87,188.20,130.74,155.23, ,153.09
221.80,19.69,130.90,9.73,216.45,267.24,255.37,266.53,240.14,15.91,274.13, ,12.63,37.68,118.07,20.95,100.86,244.00,266.88,235.57, ,217.13,213.04,243.98,259.17,169.84,202.56,66.48,156.60,146.88,106.69,45.40,126.81,275.00,148.26,288.21,151.81,49.64,77.84,244.43,177.75,12.09,258.24, ,114.83,36.38,173.89,184.69,189.13,179.90,214.33,229.99, ,135.33,201.75,222.91,250.18,260.46,180.96,40.85,33.53,106.84, ,169.17,186.83,123.58,0.08,51.81, ,188.71,146.86,278.57, ,228.76,197.11,51.39,231.87,149.33,228.69,21.85
79.66,156.16, ,156.24,27.21,158.73, ,5.58,130.28,243.03,245.78,250.06,255.94,119.02,221.85,127.42,145.57,152.37,110.33,157.97,154.98,210.21, ,215.79,226.26,20.30,236.93,235.36,116.37,53.11,39.15,49.06,246.40,135.21, ,262.98,117.94,50.39,188.85,243.95,72.64,286.42,172.02,293.29,263.23,159.22,149.73,233.93,206.44,267.78,256.53,260.68,48.71,102.62,157.45,203.68,281.66,288.02,36.96,259.79, ,119.01,241.62,118.99,285.50,41.98,265.58,100.76,21.44,142.67,269.28,162.67,170.90,187.37,89.73,284.37,260.57,274.98, ,93.96
167.93,18.37,68.59,108.76,12.54,251.31, ,140.55,89.22,186.98,36.03,145.28, ,105.86,41.60,6.21,284.45,238.58,182.14,293.92, , ,211.49,278.00,207.67,190.58,299.19,255.16,12.46,42.51,99.33,126.37,219.67,279.68,113.63,165.41, ,281.22,64.22,92.01,256.02,56.16,203.40,130.30,235.80,221.81,205.19,180.48,225.58,290.41, ,152.24,212.48,230.46,69.18,118.50,234.83,290.92,226.12,240.28, , ,27.22,251.32,84.65,258.71,252.47,180.88,291.76,109.67, ,178.86,238.35,135.86, ,245.83,18.79,292.59,232.24,73.00
52.94,145.62,233.60,54.18,202.79,207.85,268.16,191.32,266.05,5.05,109.48,114.30,137.00,297.10,126.70,252.81,227.76,191.29,196.51,275.84, ,183.69,259.57,3.10,177.44,133.82,117.51,218.86,221.70, ,290.94,12.98,32.10,42.17,102.10,168.86,37.99,261.63, ,173.02,248.59,160.89,155.02,167.11,224.18,99.63,79.75,180.05,284.20,65.67,222.88,76.45,42.34,262.45,56.54,44.95,185.92,87.54,184.25,114.82,43.47,275.49,166.55,146.73,276.32,58.34,216.75,200.03, ,162.48,128.03,196.15, ,101.99,224.81, ,39.63,218.83, ,42.06
225.70,271.38,101.18,101.22,164.50,277.03,163.73,64.02,24.37, ,126.36, ,112.60,9.97,212.08,277.42,84.70,142.92, ,244.10,206.36,250.30, ,186.29,67.28,233.01,147.50,218.00,248.88,258.63,237.86,222.91,124.85,118.41,63.69,211.86,129.91,99.78,112.95,108.85, ,41.86,83.88,189.88,269.28,7.90, ,178.61,73.63,158.66,271.22,115.58,71.83,56.97,283.01,157.69,50.15,133.72,177.96,211.90,123.40, ,51.53,113.72,64.34,61.24,88.39,71.97,55.42, ,227.04,198.36,92.32,178.81,270.53,80.15,283.98,14.80,255.08, 
157.66,150.00,26.24,202.49,209.86,115.66,184.95,136.66,208.44,148.49,55.69,214.63,189.23,252.91,73.26,141.16,28.28,149.83,229.55,152.72,10.23, ,195.19,214.38,292.93,13.35,55.24, ,293.36,160.21,216.17,204.70,164.40,48.49,287.49,66.55,117.45,108.59,271.97,109.54,186.01,150.19, ,68.79,157.68,215.66,92.80, ,150.13,241.62,27.76,176.65,69.33,171.09, ,143.06,298.80,257.00,130.08,272.20,25.86,75.51, , ,90.65, ,104.19,217.06,113.20,226.26, ,97.35,277.08,131.44,220.31,83.76,58.86,249.27,185.84, 
119.66,116.90, ,221.08,128.58,59.42,279.29,10.11,2.39,17.05,263.07,222.29,287.75,102.79,65.87, ,92.12, ,209.01, ,130.09,194.99,176.04,162.41,127.40,120.39,256.09,77.66,176.51, ,157.66,118.21,215.91,15.64,234.88,194.62,54.75,196.28,187.29,100.28,140.97,125.67,295.42,33.22,256.40,70.06,84.99,37.58, ,53.23,203.15,219.72,32.64,100.73,118.25, ,123.53,110.12,210.84,29.09,294.40,101.77,99.54,252.72,187.67,190.36,124.15,132.49,200.88,129.32, ,243.62,5.24,52.31,109.74, ,53.80,269.02,216.70,42.34
205.69,90.42,142.78,264.29, ,165.17,72.48,220.44,278.74,215.00,180.13,188.90,78.53,132.68,257.85,276.44,106.93,217.70,49.24,167.25,75.42,63.24,68.98, ,47.72,79.00,89.50,267.67,182.27,85.83,266.67,92.82,94.00,11.64,48.51, ,73.02,196.64,67.22,119.95,13.34,10.22,118.82,59.79,296.22,157.80,35.28,205.41,238.87,140.87,253.19,100.06,204.09,162.48,262.32,202.54, ,212.76,130.56,127.57,22.94,60.34, ,205.21,60.68,245.63,79.92, ,179.98,90.41,87.51,139.00,264.26,81.68,182.43,203.72,114.78,206.17,62.19, 
103.14,224.42,99.85,247.58,184.33,76.57,260.12, , ,102.55,111.74, ,23.99,207.09,109.95,13.89,250.89,275.28,18.65,249.04,271.63,207.32,11.78,104.37,168.33,252.62,246.17,80.08,115.47,108.94,100.43, ,51.32,72.83,235.72,149.55,68.50,166.04,96.54,17.11,2.70,199.23,97.71,265.77,246.87, ,172.28,299.65,104.69,42.67,152.43,154.75,208.04,277.18,36.04,137.89,114.25,181.87,87.15,265.71,260.15,31.84, , ,102.27,248.21, ,100.64,236.65,192.52,188.96,212.20,151.20,114.75,76.72,227.78,80.40,50.15,114.64,271.07
284.86,94.35,129.69,114.28,106.77,242.49,20.10,296.24,49.53, ,126.25,239.70, ,22.50,5.13,149.00, , ,23.99,263.67,272.62,220.01, ,162.50,104.85,71.35,66.72,288.07,108.03,109.23,250.27,119.24,224.63,70.71,119.44,22.16,120.96, ,200.35,55.62,289.70,46.82,139.54,253.90,37.19,141.74, ,217.37,219.36,65.99,200.49,138.42,158.54,22.76,159.73,107.28,197.30,182.02,19.64,117.04,148.37, ,299.67,111.27,50.02,36.20,153.77, ,76.42,137.89,131.82,6.78,132.83,119.21,67.23,126.03,191.00,182.99,274.08,196.16
63.66,280.49,3.20,282.27,282.28,178.79, ,185.58,250.61,172.42,156.90,91.50,202.26,224.15,39.98,183.31,1.46,264.75, ,166.87,115.56,207.64,263.25,179.93,276.04,188.88,126.49,33.00,102.40,91.81,138.88,272.86,31.07,87.90, ,254.77,157.09,131.40,67.17,31.37, ,0.97,74.37, ,107.37,275.05,86.93,45.15,37.46, ,43.06, ,84.60,207.64,14.89,93.14,195.86,165.69,125.48,103.10,10.86,248.05,116.74, ,161.90,87.98,299.11,286.40,215.64,190.63,212.25,250.47,125.53,160.00,200.46,257.35,9.06,101.44,284.57,45.49
 ,133.47,287.03,163.06,180.14,160.65,272.68,287.94,215.84,126.99,263.38, ,116.77,195.27,129.22,54.62,26.30,8.18,29.57,66.02,152.83,160.25,99.12,178.25,166.40,193.09,204.55,263.94, ,159.21,281.75,294.14,65.34,164.65,66.26,34.32,290.17,226.10,259.88,58.73,43.06,219.08,204.45,243.50, ,102.71,71.65,159.43, ,196.11,175.41,230.09, , ,70.48,100.74,130.99,56.35,159.37,153.61,212.80,289.58,199.82,74.34,14.29,248.68,95.21,172.77,33.81,245.57,155.32,134.66,205.78,160.36,166.45,128.97,111.07,81.95,273.41,52.47
158.74, ,253.95,70.88,159.04,224.82,127.19,98.00,176.92,273.85,155.46,71.03,98.89,16.66,162.99,162.24,31.69,48.81,288.62,264.89,91.56,111.00,160.85,32.25,198.01,279.83, ,50.87,92.80, ,202.58,177.78,254.14,228.21,195.11,122.63,64.50,49.72,132.94,84.50,248.33,171.29,35.98,279.03,258.01,28.98,22.92,225.41,116.24,280.00,70.45,171.35,16.82,10.46,131.63,14.95,77.47,8.12,51.44, ,9.45, ,170.03,73.35,206.60,249.07,200.94,289.24,154.48,293.36,155.82,259.90,204.95,57.00,150.82,200.23,117.88, , ,36.39
83.36,117.96,129.59,51.95,91.18,124.88, ,280.70,31.25,114.48,208.47,219.45,227.79,134.80,62.89,71.04,206.08, ,238.51,128.11,262.43, , ,3.83,68.02,299.49,27.85,127.97,287.57,283.20,279.68, ,102.39,249.59,102.90,246.98,186.92,208.95,134.31,110.05, ,23.41,283.78, ,111.75,157.72,89.86,236.31,11.50, ,261.09,299.49, ,246.01,231.59,13.03, , ,168.44,146.49,199.29,140.62,4.40,267.66,51.50,201.97,242.68, ,289.86,43.98,44.05,215.60,263.83,50.22,149.93,233.39,165.01,261.02,135.53,143.71
10.86, ,73.85, ,97.93,28.35,264.23,92.70,271.40, ,21.62,11.25,76.82,152.36,92.67,43.47,172.12,62.88,105.01,210.17,234.66,63.66,154.62,169.27,107.45,195.77,69.24,116.42,38.66, ,131.33,97.47,169.30,246.23,175.74,299.28,17.62,274.72,44.29,263.46,218.23,274.51, , ,163.71,220.19,158.56,129.67,234.86,26.76,88.08,264.05,113.57,277.03,75.85,199.06,100.07,228.57,164.58,256.11,291.62,160.78,227.81,106.21,289.42, ,77.50,7.81,149.04,141.89,65.31,136.39,263.29,33.18,118.26,293.98, ,170.27, ,98.09
 ,260.76,1.22,64.70,12.33,185.74,71.46,67.11,259.45,197.96,204.91,31.39,229.80,37.03,185.27,198.16,267.32,170.25,163.44, ,175.77,190.98,235.97,244.67,273.50,68.60,21.30,218.02,234.23,183.48,281.22,232.47,249.88,34.51,254.83,223.67,133.98,8.16,128.69,240.60,69.22,288.82, ,206.83,247.86,120.45,284.01,214.64,52.89,182.79,260.86, , ,286.24, ,56.19,52.44, ,121.66,229.32,19.62,149.14, ,269.59,122.95,164.29,125.49,154.03,131.18,291.79, ,1.42,48.71,74.70,80.24,51.48,108.53,145.71,38.58,227.26
107.60,152.51,125.36,232.86,154.01,213.95,231.66,98.91,55.11,25.87,69.97,144.90,148.45,136.17,275.26,175.24,63.30, ,188.66,94.56,204.58,24.77,265.37,80.14,295.25,271.61,23.72,275.50,197.40,38.39,241.37,259.67,165.12,185.94, , ,164.60, ,189.37,279.58,3.95,124.77,196.93,281.42,230.87,143.30,222.02,138.35, ,162.60,174.81,242.74,29.05,155.38, ,79.20,126.23,248.17,40.85,206.38,91.00,205.90,34.22,162.02,151.76,35.17,224.21,283.46,112.76,292.40,87.51,178.87,154.75,164.75,272.15,217.87,208.37,297.44,251.68,115.17
208.86,144.16,234.05,270.08,218.42,202.83,34.08,219.68,208.74,84.43,155.55,244.03,126.06,6.51,100.92,181.19,272.01,142.84,152.98,252.87,75.41,77.33,237.40,298.33,81.43,27.02,85.05,0.89,212.51,288.86,129.07, ,101.09,166.05,48.38,260.02,54.39,197.11,53.13,162.21,275.54,226.29,30.02,213.41,109.85,230.00,49.89, ,150.98,12.54,43.85,118.15,45.90,60.73,287.01,71.99,230.39,112.58,46.98, , ,119.77,218.12,27.02,89.55,13.64,36.13,93.60,221.11, ,281.85,75.17,121.27,167.09,74.03,185.22,66.32,203.73, ,146.78
109.65,248.47,38.42,180.77,138.88, ,227.03, ,2.20,142.06,187.51,37.68,165.51,263.83,25.36,130.32,77.75,108.48,63.25,10.83,278.91,45.91, ,129.64,78.94,113.26,37.58,80.28,259.06, ,297.91,206.20,99.42,68.18,10.18,54.79,75.45,170.71,284.10,251.00,26.39,68.56,138.66,149.26,121.16,272.67,278.45,247.29,162.83,285.76,146.91,194.02,74.23,43.72,12.19,13.64,95.80,107.56, ,256.82,65.47,280.89,286.44,131.83,22.59,50.06,294.22,89.63,164.83,260.30,166.55,236.82,50.84,12.68, ,269.51,28.80,274.41,263.94,45.18
156.77,78.30,186.71,142.00,33.73,63.59,162.91,193.73,69.46,80.71,176.07,48.27,27.72,118.22, ,163.40,13.62,98.20,242.60,207.99,0.83,109.48,67.26,151.47,197.56,216.00,240.28,0.59,293.94,263.38,180.12,5.49,182.68, ,125.28,167.73,71.62,280.65,139.33,180.83,6.32,190.62,185.32,259.23,150.77, ,136.37,120.65,56.35,245.55,128.62,183.81,87.96,280.44,95.22,298.15,95.52,260.46,128.51,13.39,268.07, ,104.44, ,246.30,276.84,230.93,208.20,105.24,70.63,113.49,174.89,235.69,54.83,24.57,13.45, ,281.52,195.18,192.34
32.25,145.52,38.11,132.30, ,128.46,141.90,89.34,53.59,287.20,221.19,291.75,49.74,216.15,229.24,275.92,34.36,243.44,121.21, ,274.07,219.24, ,161.19, , ,11.93,23.19,108.28, ,158.02,83.91,278.24,217.52,120.37,19.61, ,214.01, ,164.64,293.46,250.03,66.46,292.29, ,225.41,202.93,129.28,177.07,230.17,288.40,83.46,25.95, ,239.96,206.77,120.75,61.75,180.59,235.59,291.18,98.30,26.51,91.71,68.54,208.61,150.99, ,140.02,277.38,180.86,157.65,130.04,47.20,238.48,136.42,166.59, ,129.02, 
220.73,169.67,173.58, ,88.53,74.33,293.77, ,3.06,195.73,240.74,33.93,118.34,290.58,130.37,113.95,1.37,81.85,117.99,72.35,43.96,126.62,82.50,283.66,34.68,218.66, ,252.60,240.67,145.21, ,45.45,70.21,74.21,217.87,107.50,244.50,78.95,224.84,222.95,247.02,87.89,233.05,118.28,150.89,232.89,194.56,116.02,25.16,116.84,82.44,233.25,75.78,98.06,173.66,209.12, ,297.01,211.70,104.65, , ,232.28,240.44, ,205.21,140.85,178.81,246.38,250.23,124.26,22.79,69.30,118.60,228.91,259.64,209.62,194.25,191.30,195.95
 ,101.16,120.32,216.50,69.60,293.84, ,42.12,150.74,46.45,159.36,74.31,111.51,78.02,239.44, , ,71.24,236.55,134.39,25.43,129.37, ,221.13,213.95,57.54,82.13,184.74, ,3.74,85.13,174.77,51.09,159.96,223.45,231.25,156.28, ,285.64,107.67,217.47,242.45,47.00,1.89,82.08,235.48,188.22,125.86,68.34, , ,258.69,121.92,25.54,252.36,89.26,217.95, ,160.40, ,184.99,60.39, ,295.87,274.93,44.02,81.46,260.47,37.94,94.05,155.27,6.84, ,66.87,268.65,244.81,277.16,234.01,96.86,33.42
295.66,59.04,128.01,143.85,176.24,194.19,128.85,237.55,28.76, ,297.41,24.51, ,154.30,167.65,202.52,266.19,247.61,81.56,163.53,175.76, ,69.96,27.85,208.03,165.57,102.85,65.38,110.76,281.66,63.13,195.08,199.01,211.81,174.82,87.77,163.20,299.23,98.01,69.96,50.23,218.48,98.50,280.43,179.34,201.82,194.92,206.67,190.17,18.17,105.91,165.23,233.47,202.27,191.53,37.52,207.74,94.83,239.87, ,119.21, ,61.68,214.23,26.20,86.83,169.40,150.31,161.85,199.08,115.27,36.34,32.38,108.80,250.32,202.48,167.88,283.15,172.11,197.91
1.79, ,171.19, ,205.81,176.77,103.45,195.51,144.83, ,253.63,34.20,257.57,170.18,183.17,69.51,297.66,82.34,210.50,159.88,159.34, ,264.23,172.30,142.44,87.61,270.76,260.50,100.27,143.24,43.70, ,124.25,35.01,223.05,160.12,249.01,282.13,283.68,1.58, ,18.71,53.53,73.73,262.52,174.56,171.68,48.75,42.51,273.88,212.45, ,295.38,128.68,297.68,262.30,255.78,17.96, ,7.43,157.09,134.54,75.72,249.92,245.10,113.87,241.53,138.38,21.70,179.43,4.46,261.52,247.56, ,134.37,29.11,51.19,229.45,74.78,32.76
180.77,13.12, ,39.45, ,61.15,196.89,249.36,21.88,136.23,274.74,267.02,65.50,2.91,101.05,230.62,276.95,159.00,211.14,29.52,143.18,94.17,151.04,228.74,296.60,245.84,35.57,275.20, ,278.11,32.11,26.64,32.75,24.92,49.18,52.35,293.81, ,33.87,36.14,166.97,27.57,4.09, ,279.28, ,257.39,288.82,286.88,45.95,179.65,174.09, ,72.53, ,65.14,258.19,20.56,134.03,237.97,111.28,117.41,220.34,235.73,88.00,63.89,47.52, ,221.61, ,294.14,287.99,55.89,160.57,71.35,124.59,132.72,272.95,211.36,24.93
 ,112.92,166.34,117.21,149.60,83.72,32.95, ,92.24,107.63,213.99,247.41,188.30,274.44,30.26,54.53,32.89,168.11,23.31,219.80,264.58,216.91,291.57,299.46,136.09,36.61,286.06,88.65,64.15, ,94.42,90.13,281.80,17.71,270.40,4.18,97.27,20.50,254.37,234.75,155.15,74.79,27.90,293.88,122.96,237.85,5.87,66.98,275.07, ,245.47,76.23,14.66,69.56,293.40,184.70,243.77,106.36, ,165.17,156.69,199.84,205.51,122.52,193.39,57.19,43.07,41.67,289.24,161.69,74.10,123.90,194.08,212.03,4.87,185.94,65.33,256.10,291.50, 
184.88,0.53,219.28,191.99, , , , ,46.80,27.44,17.49,64.49,82.75, ,244.30,32.28,177.86,279.02, ,155.24,58.98,96.84,85.93,223.68,264.74,82.44,122.94,70.06,160.50,29.12,97.11, ,297.51,163.06,235.19,131.78,130.71,153.75,292.22,5.36,179.68,33.69,98.77, ,286.20,94.73,101.12,251.46,189.36,103.46,0.65,297.67,5.89,211.32,196.19,92.94,5.95,181.13,167.54,119.74, ,214.48,110.00,120.51,295.68, ,161.58, ,159.25,34.93, ,122.51,281.77,106.83,284.22, ,151.76,285.28,11.59,174.55
6.08,171.98,181.03,163.34,54.88,11.84,85.80,212.32,149.11, ,136.83,139.99,263.75,287.64,154.29,143.80,193.48,147.85,19.91, ,87.56,81.16,18.37,266.74,212.16,58.47,252.69,204.17,134.22,242.70,201.16,247.27,23.57,24.87,106.05,277.39,127.11,293.00, , ,76.18,75.60,201.85,5.11,283.34,152.89,242.80,56.13,231.08,276.22,298.52,154.50,275.87,34.45,127.10, ,203.28, ,37.93,32.51,105.49,182.38,241.89,12.44,15.25,77.73,199.46,73.73,52.15,35.58,18.47,46.56, ,144.18,103.89,283.82,249.14,29.32,241.56, 
