Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110
122.92,53.49,289.76,273.95,178.47,180.85,18.77,240.95,157.47, ,294.43, ,169.90,32.82,207.94,112.69,285.91, ,39.40,169.29,149.22,201.43,15.46,174.15,54.77,60.18,224.08,233.32, ,176.80,139.36,73.18,223.16,187.65,98.49,271.99,212.14,22.88,122.06, ,24.77,200.71,151.63,139.56,49.87, ,7.76,46.49,155.47,140.02,72.35,106.04,59.96,150.94,85.70,219.54,297.77,228.08,262.64,222.28,102.73,9.33, ,55.83,45.24,31.45,97.83,194.40,29.92,293.10, ,266.10,25.65,143.31,46.58,6.60,153.54,255.20,219.82,218.70,190.21,142.69,42.00, ,184.16,85.56,255.33,143.36,109.50, ,63.24,236.89,122.67,179.17, ,98.99,171.99,113.05,52.93,158.17,264.59,8.15,219.60,134.01,251.11, ,82.04,23.99,76.58,109.35
224.53,54.74,234.64,260.42,17.91, ,183.49,251.32,66.79,155.12,233.87,144.30,188.27,128.04,227.63,16.55,199.23,238.11,13.84,7.02,220.99,273.64,75.69,296.13,95.88,43.27,257.47,133.81,38.63,52.94, ,69.49,135.79,87.75,162.54,189.41,211.83,200.83,24.16, , ,221.67,209.92,121.16,85.23,136.12,19.84,283.64,252.02,238.03,1.81, ,191.22,242.43,228.58,163.85,271.17,276.04,240.41,256.01, ,222.91,59.78,276.41,32.09,162.85,268.19,70.68,55.88,241.22,27.01,59.42,171.13,57.43,30.32,261.99, ,184.91, ,127.66,100.80,147.09,129.86,128.31,114.08,298.97,79.77, ,139.19,126.37,164.79,259.43,94.35,147.28,269.91, ,188.58,266.67,269.10,150.96,297.07,281.61,20.33,22.02,200.57,101.94,294.18,89.11,28.64,291.14
 ,195.80,275.25,81.48,170.34,161.89,175.07,249.36,147.25,193.13,211.31,224.77,16.68, , ,187.71,151.69,33.54,10.41,248.73,19.72,269.89,86.83,8.52,16.07, ,209.20,258.26,203.37, ,62.44,108.94,76.21,145.74,8.12,118.54,248.04,75.93,19.86,62.89,198.97,184.16,288.17,204.16,66.13,168.26,32.76, ,108.97,224.45,245.96,37.27,28.64,278.75, ,141.51, , , ,107.93,76.60,190.55, ,93.97,165.39, ,244.10,79.77,154.42,249.15,228.53,67.21,224.36,48.79,186.36,22.25,75.66,264.98,95.32,60.18,167.19,101.98, ,181.75, , , ,168.72,206.76,43.29,198.53,64.94,181.35,79.18,186.04,223.23,45.95,241.42, ,43.40,292.92,4.24,132.63,138.67, ,74.60,271.09, ,36.03,285.36
137.19,9.26,165.60,227.30,232.04,19.32,164.86,200.60, ,33.22,120.86,242.29,13.78,168.58,249.41,103.15,63.78,81.89,211.12,172.42, ,12.86,280.01,91.70,46.82,213.83,194.74,91.43,229.47,258.77,254.22,150.40,249.14,108.74,107.04,66.68,185.82,246.63,257.25,46.43,112.22,153.21,175.94,97.16,249.44,152.66,241.30, ,190.44,39.25,6.02,151.38,106.33,119.83,188.17,18.60,270.38,45.45,154.80,74.50,239.53,112.87,71.74,73.70,14.91,46.87,33.46,194.13,129.16,111.96, ,130.56,142.49,255.01, ,245.09,224.43,24.77,27.81,153.24,58.69,214.46,189.08,3.82,87.70,97.16,150.31,30.21,111.76,14.89,103.85,125.91, , ,65.59,247.20,273.92,86.98,111.46,136.29,59.28,248.25,123.65,125.71,158.43,293.50,169.05,133.30,125.63, 
191.22,92.85,124.24,197.04,210.20,148.91,232.38,273.72,196.56,214.53,230.71, ,104.03,141.27,16.02,215.24,158.13,254.53,189.80, ,202.42,38.33,288.94,124.24, ,20.80,274.08, ,126.08,69.70,256.42,163.16,222.27,81.45, , , ,32.63,80.06, ,131.40,223.91,247.72, ,282.67,47.67,83.61,18.03,119.24,93.90, ,118.73,235.17,173.66,130.72,192.87,41.72,111.88,279.91,249.09,42.27,4.03,290.22,8.63,286.09,14.86,281.03,152.68,231.68,29.02,114.86,189.23,246.16,122.22,60.72,182.43,277.92,93.60,53.30,189.11,135.93,68.05,37.56,33.17,247.07,31.64,284.08, ,230.24,40.73,282.71,38.73,89.96,179.30,278.50,247.21,117.46, , ,188.74, ,157.97,29.79,15.67,110.48,244.10, ,100.41,86.96,100.88
64.33,235.02,261.71,60.72,33.42, ,222.15,281.20,107.08,269.74,24.85,56.94,112.69, ,127.87,208.49,295.74,208.92,15.65,113.00,249.81,223.03,68.57,244.61,183.44,118.44,280.44,63.13,11.35,18.74,213.82,67.96,200.06,140.34,147.53,292.08,99.75, ,168.32,5.37,174.92,135.46, ,34.12,190.80,39.25,184.69,136.77,162.64,229.54,252.54,256.32, ,56.07,235.16, ,240.53,26.14,76.88,142.90,151.50,156.47,243.23,143.82,293.82,116.83,9.45,0.43,14.00,21.83,110.00,24.96, ,51.10,264.51,94.91,109.85,231.99, ,273.16,151.84, ,268.67, ,38.05,126.11,65.61,225.79,94.16,226.12,1.84,246.32, , ,70.04,253.82,173.48, ,25.32,65.97,84.29,32.04,52.42,40.67,9.87,294.52,142.39, ,20.52,222.66
244.46,95.22,63.35,125.25,294.02, ,288.01,270.70,78.55,104.13,223.47,35.48,74.63,194.31, ,116.94,191.96,252.45,259.68,255.89,294.22,104.14,237.92,9.31,286.19,62.11,255.90,140.89,250.74,68.20,217.16,247.59,246.54,96.31,215.84, ,210.07, ,248.68, ,257.99,289.12,260.11,246.33,235.42,86.97,188.42, ,73.55,280.47,222.43,226.31,128.97,48.34,12.77,71.10,255.01,4.83,229.21,191.77,34.77,152.40,200.41, ,273.96,140.77,172.02,220.37,46.52,58.64,150.61,248.69,10.67,171.14,147.01,147.88, ,159.87,294.23,292.04,34.24,295.30,113.65, ,123.95,86.50,136.95,238.24,103.43,3.44,205.02, ,52.89,250.32,127.72,273.03,99.08,61.39,35.56,7.22,298.99,70.72,103.53,119.81,111.26,192.61,273.74,30.88,105.93,239.39
225.75,53.41,219.68,119.21,289.84,239.46,93.01,170.40,18.02,85.71,58.94, ,32.68,245.98,127.30, ,60.96,211.11,177.77, ,296.98,219.01,25.50,216.42,78.24,53.70,198.67,127.39,98.08,198.37,219.38,271.24,86.63, ,201.00,259.98,298.92, ,122.33,257.02,107.19, ,160.90,50.38,231.10,141.95,125.74,10.55,157.25,238.04,57.80,283.38,269.21, ,18.38, ,275.40,242.50,295.09,114.37, ,45.47,289.22,98.59,147.20,32.48,188.04, ,27.08,151.39,279.59,14.67,50.48,227.60,0.73, ,115.10, ,160.57,232.86,39.60, ,289.60,220.23,154.48,204.72, , ,131.36,215.67,170.91,143.17,206.47, ,21.56,203.91,275.02, ,14.62, , ,85.42, ,239.90, ,91.67,287.58,23.53,138.60,108.99
58.34,47.63,37.02,222.52,56.67,98.51,4.14,75.52,66.28, ,64.14,121.13,31.55,290.77,182.77,43.79,243.56,212.18, ,293.83,15.42,243.97,121.80,236.21,37.66,154.69,66.64,188.26,230.20,24.65,115.19,208.79,153.43,191.91,64.30, ,79.72,244.27,58.03,129.86,230.03,110.04,198.99,185.41,238.89,257.52,233.02,12.67,20.83,104.66,45.01,136.73,226.63,18.39,273.37, ,203.40, ,200.56,58.74,112.47,203.80,101.52,237.39,49.57,94.91, ,139.92,231.39,71.25,283.04, , ,295.94,111.90,89.71,104.73,103.98,79.48,203.89,111.37, , ,112.99,164.25,264.73,217.56,108.03, ,93.79,87.84, ,133.83, ,238.56,239.29,27.83, ,244.13,262.90,294.23,30.11,28.80,254.12,30.82,146.97, ,178.87,138.88,44.38
157.99, ,97.29,187.70,268.67,135.19,41.84,7.46,287.90,66.79,282.63,4.17,220.32,8.47,298.99,175.26,189.14, , ,182.06, , ,89.95,82.31,161.60,203.74, , ,91.51,68.13,238.25,255.79,119.33,277.87,165.31, , ,153.44,193.84,185.58,82.60,115.58,57.65,93.69, ,185.21, ,280.89,46.44,177.31,191.46,160.36,22.20,292.50,47.99, ,233.57, ,201.45,252.88,5.03,142.78,231.79,52.87,65.71,149.36,265.08,98.21, ,120.42,90.10,186.58,222.15,146.57, ,132.27,280.70,230.29,132.19, ,185.06,24.31,224.11, ,264.93,74.89,185.97,152.63,100.06,104.18,275.64,241.80,218.73, ,149.02,77.40,4.58,85.85, ,9.96,196.28,61.78,37.42, ,190.05,284.71,233.97,294.76,146.71,187.72
47.89,115.19,47.84,87.76,148.67,143.65, ,118.54,202.03,154.43,46.02,71.39,218.19, ,187.17,162.59,192.22,111.63,35.78,127.18,293.15,158.12,120.74,255.35,291.02,181.85,157.34,149.09,84.26,282.40,248.39,46.32,55.47,148.02,17.41,214.77,251.05,147.37,161.87,99.21,214.03,230.59,147.13,293.85,205.06,202.82,121.23,294.06,107.09,267.93,117.28,135.06,255.60,140.11,85.14,270.36,220.39,70.54,280.62,298.91,40.63,39.13, ,33.19,257.95, ,82.44,189.19,60.88,199.93,262.26, ,232.61,60.70,54.79,114.17,127.13,159.80,38.97,179.72,60.21,247.43,220.11,255.88,0.86,37.55,62.92,42.17,6.87,129.09,231.09,180.84,243.11,87.08,62.30,54.25,104.46,189.19,241.67,162.18,245.74,144.38,222.35,4.19,289.41,290.89,76.55,278.73,212.36,1.74
32.60, ,137.06,286.36,299.34, ,241.87, ,86.25,145.88,90.02,262.21,65.99,299.85,161.45,150.07,21.25,259.86,221.90,134.92,258.55,39.70,76.13, ,162.38,51.77,292.71,97.38,192.86,215.86,141.55,280.64,256.61,28.67,27.28,168.76,84.15,275.24,79.15,272.40,294.81,76.71,151.04,203.53,154.20,174.47,54.75,64.55,260.49,45.20,218.82,223.31, , ,69.48, ,41.88, ,66.06,272.98,188.47,261.00,295.90,38.41,290.59,62.00,196.18,238.84, ,162.15,238.14, ,234.27,229.34,36.82,186.30,212.50, ,173.50,182.21,155.84,299.57,294.86,154.98,189.50,123.21,87.96,112.35,295.62, ,167.55,200.16, ,112.66, ,286.17, ,295.15,211.71,60.68,245.37,8.62,185.65,186.51,193.19,249.03,162.56,56.36,53.96,273.41
238.83,152.79,48.89,286.77,142.66,167.17,263.12,222.90,7.63,122.38,108.27,89.63,225.21,33.92, ,7.32,195.03,298.59,126.25,66.68,289.20,254.02, ,129.81,226.01,109.54, ,217.81,127.89,45.02,222.56,230.09,170.00,7.25,205.03,15.13,220.36,85.84,81.55,4.19,89.11,191.21,179.90,257.31,297.67,281.68,26.52,150.11,36.88, ,241.91,80.23,211.22, ,85.60, ,89.79,251.66,138.99,111.32,46.47,245.68,100.78, ,12.54,271.83,173.39,291.33,117.17,75.47,204.41,67.82,250.85,18.63,154.59,293.59,154.27, ,203.07,214.19,226.02,250.22,103.60,266.77,104.33,43.32,76.14,73.88,155.24,161.74,244.06,31.10,123.81,94.94,57.27,5.26,239.34,258.74,242.64,10.78,97.24,53.02,258.48,16.48,216.37, ,160.44, ,207.09,26.13
298.43,11.16, , ,259.17,293.43,250.95,248.79,58.30,221.55,128.72,130.50,116.24,205.52,164.07,235.54,114.65,273.60,237.65,76.30,65.73,98.64,73.93,64.85,49.25, ,177.97,279.52,40.68,128.58,125.32,240.20,55.85,289.12,111.81,257.96,95.13,107.29,101.61,176.66,203.97,82.87,87.51,4.99,23.64,132.85,74.77,164.49,247.21,12.28,183.01,67.67,297.92,89.95,29.68,33.38, ,116.24,217.19,20.58,202.27,178.23,228.93,215.73,198.49,71.83,252.34,25.19,39.98,20.44,229.82,172.89,116.73,179.06,167.77,79.30,53.80,121.28,208.80,42.28,106.34,64.82, ,90.01,196.16,9.60,219.98,208.57,113.38,262.51,65.47, ,135.51,184.12,198.69,293.81,200.22,55.08,158.84,55.05, ,45.21,143.09,154.26,48.64,249.36,114.94, ,41.53, 
225.65, ,18.57,228.92,201.11,183.82,195.25,207.95,284.07,145.77,219.82,297.90,146.79,2.40, ,43.93,271.62,119.12,288.14,188.48,121.19,90.75,67.73,89.09,13.70,216.17,74.48,260.86,260.38,264.34,152.27,133.98,277.84,83.45, ,271.93,294.37,263.67,212.14,264.60,6.99,198.71,193.74,230.80, ,200.71, ,52.98,228.67,106.12,260.31,54.94,245.02,76.64,224.82,201.98,271.32,8.68,178.91,182.34,58.09,10.42,249.72,6.38,240.25,60.16,184.60,132.80,164.42,38.31,198.22,278.66,149.26,39.58,189.77,137.88,76.95,125.97,211.70,205.06,244.85,52.52,80.32,259.08,94.76,33.98,237.68,162.53, ,202.10,189.76,253.00,200.97,263.59,13.00,132.70,40.79,217.47,178.24, ,122.97,126.70,190.53,169.59, , ,255.16,59.34,219.45,280.16
160.55,33.75,40.49,297.28, , ,16.64,296.83,116.53,296.56,187.92,60.12,35.73, ,95.07,225.15,74.62,152.58,279.65,22.91,106.34,294.55,177.95, ,17.56,94.22,37.12, ,97.23,216.01,27.09,206.98,3.10,198.14,264.01, ,286.92,71.09,50.71, ,264.24,43.75,109.85,31.42, ,128.65, ,241.17,165.23, ,168.33,290.85,93.76,288.75,224.81,228.91,104.79,239.76, ,234.06,56.72,22.27,94.14, ,35.30,14.26,68.84,13.20,206.60,228.34,187.65,255.20,128.66,71.66,180.41,2.48,127.22,132.95,62.10, ,97.40, ,280.86,167.96, , ,101.02,269.92,154.75, ,283.42,176.88,165.52, ,276.20,22.29,196.68,77.76,181.80,153.17,36.06,156.71,95.69,110.93,246.39,290.74,249.11,228.49,141.37,55.28
250.46,226.73,161.96,14.94,26.97,206.41,189.24, ,284.93,283.29,267.24,41.28,198.08, , ,158.50,254.31,73.67,202.80,193.84,235.76,234.26,144.01, ,207.14,278.03,152.94,195.22,69.86,300.00,161.41,245.49,153.33,58.28,124.37, , ,214.85,265.92, ,263.21,67.80, ,295.79,18.43,87.72,105.08,175.28,286.74,251.10,42.34,25.28,288.47, ,203.32, ,222.04,127.49,49.43,223.72,246.15,236.23,30.43,121.59, ,108.33,258.90,68.81,273.69,256.75,133.88,198.99,82.11,125.65,230.06,239.69,32.15,211.51,212.27, , ,260.63,144.44,244.34,187.80,148.77,296.05,4.62,280.80, , ,102.71,192.44,281.02,224.24,290.62,145.36,254.47,174.17,25.52,12.17,36.54,57.87, ,62.49,124.38,3.30,251.94,123.27,290.06
218.58,38.48,27.96,9.56,90.88,159.47,120.64,245.93,130.67,125.16,206.15,42.38,180.36,218.49,288.66,51.50,91.16,262.32,6.69,253.08,80.36,6.95, ,252.88,16.01,7.74,137.54, ,46.99, ,265.49,234.53,192.78,265.20,104.09,289.45,37.40,156.33,93.96,35.29,239.91,278.23,260.47,204.93,162.76, ,128.25,92.42,76.63,267.49,38.28,48.83,89.22,270.58,229.80, ,276.64,25.76,215.46,70.64,198.25,162.97,61.65,148.56,123.46,31.43,121.03,231.68, ,67.52,111.64,233.77,273.97,111.87,117.05,299.47,296.35, ,52.48,147.24,58.45,283.79,153.54,173.14,40.11,152.75,157.26,179.75,124.04,55.23,198.39,52.34,149.67,236.25,279.72,103.20,54.19,128.06,191.81,292.96,46.81,177.89,295.77,147.43,138.98,172.68,55.99,173.21, ,109.47
189.94,211.02,247.15,56.17,189.81,147.84,104.19,299.62,289.32,155.69,196.24,281.81,114.34,106.83,117.05,127.83,109.25,235.11,36.85,211.29,48.66,48.40,52.68,161.10, ,16.78,1.52, ,235.14, ,41.97,156.82,37.31,67.51,98.93,113.01,35.21,138.88, ,291.72,136.09,189.02,169.60,242.89,173.09,134.21,220.00,69.68,80.99,245.76,32.43,270.15,104.88,261.52,97.90,46.25, ,235.27,275.67,118.25,148.51,54.61,216.28,131.05,179.28,40.29, ,109.97,219.64,16.41,114.08,134.40,48.29,95.60,216.14,41.90, ,38.18,280.90,289.45,48.99,176.51,205.16,199.25,193.14,228.15,228.18,208.70,90.75,184.10,65.31, , ,174.65,93.01,48.94, ,97.93,144.03,156.36,86.45, ,200.55,84.97, ,293.67,129.45,101.33,208.15,200.16
231.10,203.01,43.58, ,141.51,198.20,93.02,115.16,26.40,157.37,144.43, ,61.66,247.87,169.38,219.44,266.03,64.17,237.20,154.52,249.26,189.57,184.21,93.12,231.70,202.71,253.25,148.10,124.30,177.89,252.00,63.21,247.88,87.08,235.13,176.45,32.79,162.35,271.33,262.34,64.29,246.10,263.82,32.45,190.17,81.80,7.67,60.20,272.38,140.63,88.88,91.89,83.11,38.67,209.70,257.47,166.05,291.53, ,23.97,187.93,299.79,241.99,90.30,117.17,38.17,26.45,116.56,138.36,186.78,280.50,150.27,53.83,246.02, ,269.99,239.54,101.48,146.29,59.93,63.44,82.00,23.95,204.67,275.61,58.84,255.97,18.69,0.46,156.47,124.14,285.85,30.76,33.32,33.59,220.88, ,2.88,114.71,89.81,115.74,45.61, ,292.24,231.70,75.37,176.85,214.63,263.19,250.03
122.44,89.76,80.64,46.20,295.21,55.59,2.07,27.60,142.11,289.07,12.54,161.98, ,76.61,227.15,2.12,144.44,13.41,66.38,233.97,189.13,87.75,122.38,198.71,50.73,97.67,231.09, ,120.48,63.13,53.22,174.69,229.58,290.28,226.80,51.32,73.33,46.71,294.00,143.16,6.06,200.28,292.80,117.12, ,180.26,241.69,160.55,194.96, ,12.31,93.04,206.73,235.24,110.82,208.77,31.85,15.69,45.43,294.53, ,183.00,107.64,8.20,43.24,289.15,215.47,45.13,143.65,214.34,22.32,5.87,175.43,291.99,266.14,102.09,122.27,171.51,109.77,198.10,82.87,105.10,124.17,277.44,61.74, ,84.06,70.80,210.79,52.36,257.63,120.44,175.12,257.83,215.30,3.12,220.41,173.42,14.55,196.20,85.39,47.30,123.34,229.81,109.60,52.48,35.02,153.55,278.45,15.16
248.93,262.07,208.66,88.10,159.15,205.59,72.29,113.99,70.99,229.76,25.97,247.82,155.17,271.12,212.76,27.38,4.58,31.02,124.94,136.45,103.43, ,175.71,42.62,65.93,1.10,112.39,194.34,138.51,144.51, ,130.79,70.15,288.96,48.61,220.30,97.99, ,26.62,222.05,270.78,155.66,234.50,255.22,141.44,124.56,65.86,116.74,103.18, ,204.36,168.23,185.78, ,112.89,47.83,62.09, ,217.76,257.41,245.73, ,39.46,13.20,243.84,170.70,82.04,251.38,93.26,268.54, ,81.43,272.26,114.43,139.28,281.38,218.00,182.95,266.57, ,71.89, ,242.59,170.43,36.00,260.87,221.73,36.46,72.69,119.52,299.61,219.30,55.49,208.10,82.55, , ,246.56, ,189.15,299.81,190.40,17.64,174.74,38.90,110.68, ,297.80,256.22,28.22
54.40,250.15,110.99,177.94,52.13,246.71,7.14,96.95,21.10,134.88,138.28,169.78,10.20,233.14,84.68, ,139.07,228.28,8.67,153.96,262.75,12.93,168.43,266.23,37.50,263.45,203.90, ,89.81,133.96,252.85,284.30,57.71,159.26, ,69.87,256.87,48.98,201.91,286.20,45.99,233.76,120.30,285.67,227.47,220.64,224.95,234.70,196.98,15.19,7.32,118.40,117.68,233.99,84.80, ,130.78,121.49,64.19,125.90,186.62,71.51,22.95,71.73,107.77,194.07,195.72,156.89, ,24.27,116.39,14.09,239.85,125.61,22.16,205.97,271.38,244.55,26.92,180.12,263.10,99.87,264.25, ,124.16,182.74,292.19,232.15,231.66, ,11.74,206.68,85.32,221.68,286.45,185.19,154.40,235.10,149.88,33.27,23.51,191.09,201.26,173.73,114.56,19.49,276.13,44.01,104.22,91.30
214.29,257.25,124.79,22.97,91.71,283.02, ,174.11, ,57.01,64.14,294.37,297.86,9.80,31.94, ,123.24,221.86,161.95,224.53,13.53,146.01,182.22,35.07,18.03,113.33,265.77,242.93,282.76,59.19,245.36,32.20,77.90,168.34,244.62,294.16,292.07,27.90,101.40,230.61,264.60,68.00,28.83,279.77, ,38.95,169.72,68.42,290.07,106.66,267.10,224.08,191.61,253.15,165.66,296.51,280.72, ,211.09,64.02,80.87,229.81,158.09,185.52,132.05,203.08,175.10,286.05,294.22, ,60.11,69.60,201.05,97.06,261.42, ,152.28,6.54,64.30,224.07,261.04,157.82,118.08,266.73,133.26,154.43,21.06,256.35,271.44,174.74,268.09,243.75,288.30,202.45,114.92,2.42,182.63,240.08, ,206.81,26.43,259.27,188.82,169.52,1.10,141.25,144.28,170.44,170.63,167.09
 ,293.61,11.62,85.90,176.95, ,281.79,26.28,218.67,270.71,181.60,264.39,198.49,205.19,73.31,189.66,299.05,234.02,136.93,10.61,287.21,247.15,295.18,210.05,188.52,2.05,152.58, ,51.07, ,119.99,73.98, ,73.03,22.83,271.89,8.35, ,298.04,89.29, ,299.34,169.60,209.12,32.68,32.70,250.66, ,99.07,213.39,177.87,210.71,20.24,183.96,164.09,88.42,175.21, ,82.29,132.82, ,165.50,211.54,117.62,152.99, ,66.38,225.12,15.27,134.97,284.69,223.16,4.14,41.90, , ,12.75,115.59,127.57,103.12,100.18,229.81,92.77,121.43,110.93, ,245.90,103.29,118.93,165.77,11.87,124.72,252.17, ,143.75,234.21,291.19,292.40,51.25,217.20,103.05,9.38,274.03, ,135.66,294.93,19.55,240.86,142.86,231.06
36.78,28.71,136.61,276.05,114.34,274.81,164.27,296.40, ,201.55,112.63,105.82,245.19,54.92,255.48,20.51,284.73,78.70,2.55,244.43,256.14,34.97,169.92,239.55, ,141.10,127.51,172.55,11.92,296.50,240.65,121.89,229.18,69.33,290.37,141.99,167.27,85.50,17.56,49.98,138.28,40.14,257.82,207.37, ,203.87,138.51,193.01,77.50,198.47,171.21,117.06,276.87,7.24,282.26,137.27, ,28.36,234.71,208.51,255.92,45.96,244.88,220.04,271.78,272.50,272.08,63.91,58.97,201.06,10.87,283.54,0.63,262.37,298.07,77.42,277.26, ,222.14, ,296.16,1.94,236.29,50.76,167.85,28.80,256.00,100.61,6.22,251.44,36.58,139.48,203.50,237.38,38.88,85.59,244.48,3.70,61.56,180.96,164.20,298.31,249.44,59.75,200.16,224.26, ,63.74,164.21, 
48.74,243.15,254.39,221.86,68.40,12.56,212.82,159.13,296.96,10.06,64.24,67.90,146.96,52.25,192.81,185.82,152.08,75.87,16.60,64.57,281.14,34.35,253.88,105.09,2.05,7.55,25.37,54.80, ,107.05,296.86,255.85,191.85,14.28, ,12.01, ,293.15,220.77,93.89,292.21, ,107.36,182.60,127.72,5.06,44.45,228.63,30.95,276.07,181.31,217.19,37.27,186.47,24.37,271.17,65.79,254.92,68.17,5.88,74.92,127.66,86.04, ,116.99,179.65,104.63,149.94, ,253.54,68.59,258.00,116.52,55.65,196.95,208.96,19.71,213.77,103.24,203.65,116.80,186.48,231.60, ,229.54,153.05,0.41,71.96,247.48,95.81,292.70,227.88,239.34,109.30,14.99,290.36, ,117.33,275.48,248.80,278.47, ,92.43,158.99,221.21,260.15,125.39,236.65,148.39,265.01
262.70,66.81,1.81,70.40,268.21,158.90,97.80,171.23,220.57,54.63,136.68,158.80,267.64,15.33,271.44,73.71,260.33,187.19,133.25,172.23,76.91,244.66,70.66, , ,146.09,133.02,134.37,244.84,87.27,218.03,240.50,292.84,132.27,162.98,137.62,66.98,66.34,89.25, ,154.20,273.61,261.26,108.15,201.22,40.36,128.19,101.89,91.91,252.20,165.70, ,200.91,24.09,296.34,104.25,267.54,97.47, ,53.85,146.85,259.63,116.46,286.27,207.74,221.07,50.12,77.66,287.68,183.77,58.70,59.18,264.65,280.03,185.44,255.44,288.96,219.49,2.88,23.77,283.94,70.57,31.62,193.74,210.60,274.22,74.61, ,39.25,131.89, , , ,242.82,115.73,260.15,68.08,29.24,228.77,86.09,248.05,279.68,57.32,127.95,287.31,171.18, ,116.41, ,17.07
132.20,28.08,251.42,76.29,148.18,80.48,265.44,214.09,187.17,199.03,103.35,294.93,198.75,90.94, ,108.01,216.31,15.52,192.24,84.95, ,90.01, ,55.45,108.23,169.08,199.60,182.99,179.13, ,285.76,106.39, ,93.84, ,109.36,189.54,79.79, ,169.80,75.04,297.74,225.82,262.91,51.01,211.38, ,196.08,251.90,285.76,96.30,5.68,266.76,126.71,257.67,216.35,82.66,271.24, ,138.05,192.84,74.75,119.21,0.29, ,2.76,38.47,292.79,4.72,239.38, ,197.05,222.45,221.71,141.79,131.46,116.49,168.91,128.52,269.43,23.22,131.58,37.98,36.87,235.36,21.51,2.53,205.84,89.12,289.02,15.18,210.76,144.78,22.91,67.80,102.12, ,233.70,29.83,171.98,99.69,133.48,170.93,72.31,141.17,84.92,215.04,282.85,50.17,69.61
130.32,125.60,53.79,56.45,223.63,195.58,96.82,189.79,81.11,63.65,161.96,294.36,53.96,123.70,39.73,127.61, ,253.21,9.04,147.84,236.14,288.24,173.09,149.25,98.42,204.49,273.31,15.06,107.02,174.00,32.00,38.77,22.56,293.45,4.50,124.25,217.56,200.09,129.80,231.50,160.69,248.92, ,263.98,296.08, ,207.24,125.60,190.30,238.00,179.75,25.05,183.14,116.50,33.27, ,264.77,293.26,123.44,289.81,11.55,43.66,193.13,195.43, ,43.58,105.96,19.65,227.34,73.61, ,106.88,118.60,164.67,172.40,239.12,75.53, ,119.19,41.24,215.93,73.30, ,179.26,277.18,110.19,83.87,166.00,144.17,262.39,96.46,296.95,297.01,286.24, ,6.74,42.77,66.74,182.18, ,65.03,5.59, ,89.46,47.44,173.43, ,182.27,77.39,164.08
251.70, ,143.36,105.87, ,172.61,261.91,297.53,198.34,202.17,92.59,127.21,104.86,15.40,287.76,166.34,167.20,2.16,261.40,192.58,238.95,149.73,262.07,227.82,150.39,240.18,61.42,15.79, ,31.19,214.41,19.74,291.19,68.41,99.17,270.48,166.58,96.44,297.74,295.27, ,125.26,37.08,165.72,52.95,84.05,6.78,226.08, ,63.86,277.12,69.06,109.73,283.27,3.10,149.87,139.15,123.62,281.05, ,33.91,195.57,269.60,26.01,275.36,259.54,202.36, ,149.97,121.50,138.46,114.24,122.96,232.30,190.87,256.88, ,20.13,65.23,91.97,185.41,16.48,184.12,267.51,68.81,191.47,38.27,16.29,139.02,258.90,160.54,42.48,119.52, ,184.75,136.20,237.75,292.48,87.66,50.21,280.13, ,182.17,65.16,14.87,168.13,289.78,146.03,183.28,94.87
150.30,63.72,84.96,118.77,54.92,217.86,10.22,261.65,156.14,90.84,230.99,144.79,287.65,253.02,256.37,98.44,195.10,232.97,129.42,147.72,81.83,96.89,233.45,284.43,85.35,260.62,34.25, ,21.89, ,192.82,238.03,159.27,153.42,113.18,143.98,167.18,26.48, ,259.94,2.29,107.96,10.15,111.81,61.42,211.79,26.52,189.59,123.67,171.20,135.90,59.89,21.22,123.28,3.55,7.90,132.75,83.40,240.17,258.46,28.90,253.15,134.65,73.19,165.45,174.22,98.43,98.15,219.80,104.95,4.65,229.18, ,12.58,168.88,238.77,236.68,123.63,243.67,65.29,131.82,76.21,108.12, ,231.32,227.77,230.11,152.75,32.72,153.46,157.40,145.57,82.64,294.80,74.28,95.22,275.10,243.16,3.00,213.87,113.63,239.69,22.89,237.26,231.78,266.56,203.63,297.07,168.55,35.45
