Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78
2.71,83.48,17.66,38.96,94.79,295.12,74.33,18.27,111.37,260.97,271.12,127.03,117.98, ,20.69,204.07,32.23,192.73,30.72,157.89,174.74,94.60,97.81,203.26,271.05,107.34,248.17,5.78,190.48, ,211.17,287.73,237.36,213.14,31.52,214.18, ,237.66,52.83,85.28,181.84,233.13, ,181.29,240.87,252.17,122.76,21.61,183.75,111.29,15.26,90.00,273.80,167.11,10.67, ,266.75,41.02,73.60,81.17,216.98,87.45,243.03,55.07,134.53,164.81,29.30,21.42,281.42,125.86, ,28.44,256.68,206.53,186.45,237.74,99.61,109.18
1.05, ,54.57, ,219.38,231.49,147.35,208.42,16.10,116.54,254.75,157.39,229.79,43.92,65.58,225.54,276.61,234.73,281.16,66.93, ,298.42, ,188.65,229.11,125.20,249.28,118.88,241.24,150.52,216.19,128.70,90.86,68.32,270.05,154.82,250.02,35.39,212.47,113.52,128.80, ,78.08,6.11,259.92, ,245.08,251.37,112.71,179.08,67.82,230.51,186.11,32.61,258.09,145.55,86.65,10.34,52.43, , ,288.95,272.46,5.75,7.81,266.06,299.49,36.03,256.52,110.52,143.64,234.20,140.22,263.54,294.75,179.59,253.14,9.53
102.56,149.43,133.74,297.26, ,33.29,105.90,173.74,99.06,29.24,82.58,51.79,44.84,112.73,20.90,29.12,83.82,95.93,178.15,191.46,60.79,74.61,180.17, , , ,290.96,273.29,119.28,85.89,19.16,207.93,134.61,84.24,250.35,57.16, ,68.54,94.64,89.25,91.49,254.05,41.94,255.49,140.82,168.88,181.07,235.78,108.97,265.74,40.56,45.14,114.06,124.89,256.83,183.51,265.13,30.52,159.10, ,299.92,258.93,29.00,263.55, ,53.76,30.26,120.40,296.66,189.08,143.16,35.70,194.23,164.22,7.89,210.76,23.23,56.87
87.67, ,298.16,68.32,62.71,294.79,159.30,27.19,72.40,16.56,67.32,263.28,25.27,202.83,9.83, ,60.83,170.26, ,202.71, ,265.42,216.52,165.65,130.71,218.16,163.07,71.13,280.50,205.72,266.04,276.93,209.02,276.72,113.16, ,256.86,247.40,162.32,128.87,181.63,226.24,138.44, , ,223.97,224.62,285.82, ,213.37,205.78, ,18.93, ,275.79,171.22,22.28,67.87,103.77,256.61,181.69,245.79,124.05,125.20,251.39,183.13,241.32,54.85,107.84,106.98,128.96,22.63,200.33,181.61,133.75, ,15.44,239.09
162.35,41.22,156.05,60.60,61.29,75.66,257.34,51.42,173.63,63.60,229.94,206.48,287.86,227.34,83.01,219.31, ,260.54,227.15,183.42,141.79,23.62,290.26, ,31.23,167.27,266.78,248.94,31.25,217.97,240.09,125.02,246.33,119.94, , ,252.57,42.24, ,128.47,163.11,6.98,133.40,71.80,50.75,261.86,163.03,227.63,45.47,110.33,206.96,64.84,132.06,149.64,230.89,93.31,244.24,199.02,202.10,8.26,215.88,240.39,190.57,242.91,255.04,177.62,232.73,269.41,78.51,182.35,97.17,103.40, ,2.42,278.05,127.32, ,97.43
 ,288.00,210.95, ,264.19,156.35,44.11,261.71,244.82,132.02,119.71, ,195.66,202.46,211.08,104.60, , ,68.24,15.19,39.26,243.38, ,140.30, , ,7.65,246.07,278.45,75.09,261.44,264.32,224.00,239.75,121.31, ,236.53,71.62,240.35,116.71,155.30, ,257.31,34.33,149.06,269.16,74.64,237.07,65.75, ,5.51,154.37,277.71,151.97,66.69,64.33,198.56, ,296.43,194.53,80.31,43.54, ,118.18,204.81,45.83,190.20, ,44.57,228.85,124.46,202.17,42.51,115.35,270.71,139.08,142.53,208.83
268.86,4.24,81.37,294.77,51.58,98.39,18.60,231.63, ,133.79,47.94, ,10.08,286.98,55.31,68.56,15.57,140.70,286.36,181.20,69.32,27.24,28.93,194.96,188.91,94.35, ,13.71,258.41,110.94,259.09,176.13,256.02, ,275.83,286.00,181.04,89.81,223.04,254.13,79.29,18.38, ,266.71,215.77,91.14,32.68,267.16, ,223.18,37.38,22.26,56.05,78.70,111.59,264.59,119.74,208.75,217.53,104.82,216.33,196.03,62.62,210.21,219.72,93.79,32.41,280.47,19.35,234.31,60.90,196.65,242.79,18.76,105.96,265.21,153.52,265.34
107.50,187.57, , ,284.31,97.40,129.80, ,64.10,84.85,144.33,205.79,284.25,55.69,31.31,261.34,43.32,0.06,65.04,227.81,11.60, ,276.38,260.54,163.05,85.18, , ,31.84,34.92,57.99,129.26,104.08,179.29, ,98.16, ,25.96,60.75,236.78,94.06,37.46,105.54,83.17,173.31,160.40,212.95, ,42.21,155.05,233.65,85.89, ,135.05,276.19,52.89,232.93,110.29,104.07,93.04,73.93,2.24,174.58, ,225.55,207.07,21.42,217.21,172.53,242.36,76.60,283.19, ,130.15,41.49,15.69,121.45,100.88
 ,275.45,176.67,296.28, ,17.70,198.81,97.00,67.37,75.82,10.49,276.63,165.25,74.85,152.65,270.56,20.00,228.98,171.19,55.16,111.59,179.40,197.86,9.61,3.70,170.77,150.82,154.83,165.53,197.01,125.99,271.72,162.08,204.86,30.68,288.20,32.88,152.67,143.99,195.97,247.71,161.88,214.15,114.61,246.40,97.87,179.18,218.38,270.28,74.53,83.26, ,116.14,295.90,74.31,242.85,105.90,83.88,223.75,19.04,46.99,101.30, ,170.88,251.10,161.00, ,244.27, ,60.40,281.27,92.98,50.13, , ,98.85,283.48, 
286.91,199.49,65.82,259.10,60.43,264.59,242.39, ,227.77,193.08,76.53,48.50,1.03,186.39,143.64,299.33,156.78,211.97, ,21.30,115.18,4.35,167.79,288.62,174.51,235.28,34.41, ,161.07,125.90,22.26,217.34,282.02,267.37,19.11,215.29,94.14,227.56,164.81,162.53,48.81,142.29,154.81,264.42,286.01,63.34,59.86,29.86,54.80, ,73.92,151.16,70.33, , ,12.98,106.77,147.80,62.28,81.98,244.58,111.93,161.20,94.76,150.05,196.68,72.51,123.47,267.72,71.84,138.04,291.38,4.82,171.98,119.34,193.02,51.81,98.81
125.14,54.89,30.21,122.47,222.18,26.39,139.74,82.30,183.06,222.59,212.86,254.98,48.52,96.12,152.94,13.34, ,68.23,118.71,75.75,241.98,247.82,161.43,214.18,229.12,61.79,200.72,71.98,204.88,29.03,72.92,18.56,12.46,4.27,106.60,52.60,101.71,180.46,46.49,102.34,82.50,92.61, , ,216.14,84.56,230.59,169.13,208.48,35.94,12.77,292.78,191.12,65.80,57.62,166.22,87.90,24.10,231.94,45.10,269.97,93.25, ,262.38,195.62,185.64,156.74,101.16,219.29,287.91,253.27,157.09,188.10,137.33,37.75,113.70,151.90,279.07
230.50,202.17,85.43, ,242.17,35.66,35.28,152.20, , , ,297.81,289.04,209.10,17.07,212.61,266.16,221.43,133.13,22.79,211.41,160.73, ,25.02,224.25,88.81,129.62, ,270.11,241.78,287.87,202.02,127.83,92.16,64.84,172.86,143.86,44.91,111.65,29.60,262.11,263.13,36.44,177.58,196.25, ,184.12,87.78,206.03,176.76,20.80,128.15,245.91,153.34,24.07,280.11,153.31,161.51,223.36,101.83,292.93,115.68,299.40,261.65,159.42,160.73,240.47,288.63, ,141.97, ,33.17,123.74,3.92,110.74,81.94,157.20,133.76
251.92, ,213.57,35.75, ,215.96,188.19, ,89.48,15.73,79.74,138.57,136.64,76.96,205.76,221.13,123.28,232.55,70.35,295.02, ,194.33,190.56,226.66, , ,85.13,52.97,25.39,54.49,96.15,54.97, ,35.60,233.56,165.38, ,160.39,12.38,132.06,137.24,272.35,31.96,196.04,275.33,104.12,70.65,148.23,285.93,161.22,121.34, ,125.24,220.65,256.03,67.31,112.60,131.32,157.99,17.87,164.13,47.04,9.96,42.17,233.24,296.80,51.30,188.37,69.82,111.79,84.39,184.83,5.14,18.82,204.95,106.05,276.00, 
285.95,5.20,33.63,118.33,286.45,50.12,14.33,274.78,243.52,225.02,159.02,159.33,146.12,128.21,172.02,178.22,81.70,279.51,118.57, ,105.02, ,268.02, ,242.80,129.86,21.88,255.70,129.70,109.17,106.06,197.74,202.60,169.06,35.22,204.60,261.47,175.40,277.64,175.00,28.94,17.12,275.23,13.87,250.68,130.65, ,28.39,50.03,13.15,119.33,40.65,259.01,127.79,27.92,122.68,88.81,265.48,102.77,153.51,188.98,38.36,123.98,89.82,150.86,10.07,100.51,222.57,101.00,7.18,110.23,77.27,257.40,38.68, ,192.19,170.03,6.24
292.73,205.57,223.86, ,194.05,227.54,168.55,166.98,157.46,5.59,176.26,277.47,23.17,107.13,128.56,297.29, ,70.29,135.35,158.41,188.20,239.71,136.01,171.81, ,149.03,60.43,280.33, , ,296.43,294.55,23.22,69.30,62.13,127.18,77.59,244.49,79.06,181.04,121.13,173.02,210.12,295.44,271.36,193.95,283.01,92.77,180.33,298.06, ,125.24,158.83, ,203.87,192.54, ,13.67,263.98,187.82,279.26,168.79,272.22,197.92,229.35,41.04,202.21,172.66,282.25,292.05,235.36,118.03,126.66,297.96,115.51,288.07,264.05,9.68
293.43,96.98,111.75,14.20,121.53,41.42,218.36,29.26, ,147.29,195.83,171.94,94.49,274.54,21.77,198.95,124.83,55.01,218.31,61.82,14.56,273.70,167.04,147.60,76.34,194.73,273.86,258.63,124.39,257.62, , ,104.19,263.12,237.01,52.23,113.70,247.51,185.13,94.57,135.30,27.61,143.06,96.69,69.82,34.87,67.24,184.01,288.83,30.63,28.56,224.67,149.66,229.66,286.72, ,122.02,95.12,38.19,248.73,166.40,174.75,237.04,77.85,263.01,139.10,253.54,113.52,71.63,25.46,272.42,173.92,244.80,246.48,65.62,122.87,65.01,125.87
271.80,110.53,128.70,123.67,171.60,178.04,222.89,49.64, ,223.56,197.98,236.22,258.22,3.84, ,1.46,198.50,219.84,208.08,258.66,130.79,268.94,73.49,212.33,87.14,46.70,63.49,13.10,197.52,248.30,40.98,103.89, ,23.73,131.12,207.18,203.06, ,211.89,23.65,234.07,289.73,187.66,220.06,297.68,45.30,205.36,195.75, , ,32.97,249.89,181.46,8.29,244.58,29.85, ,263.92,34.13,266.67,164.74,85.04,212.74,187.69,226.77,24.79,229.90,295.44,180.54,43.43,52.78,129.30,8.01, ,42.14,66.67,202.64,214.54
146.85,72.65,172.32,170.66,199.48,213.31,50.27,278.04,74.28,279.01,249.66,195.28,110.12,121.30,196.07,197.72,281.40,188.78,239.96,71.59, ,284.90,279.43,52.10,80.68,108.15,243.41,71.25,290.49,56.52,229.27,200.97,73.76,160.97,111.30,299.07,149.58,24.80,290.37,258.16,70.65,247.01,246.69,249.28,51.46,240.43,98.17,252.92,12.74,99.42,34.31,74.79,82.46,12.91,176.49,143.88,37.39,261.20,109.15, ,160.62,161.70,14.47, ,186.40, ,285.82,242.48,214.67,166.78,139.28,190.75,83.49,147.74,99.08,283.54,53.09, 
214.79, , ,79.79,233.72,112.55,230.44,288.27,63.64, ,3.25,6.45,31.16,261.13,286.02,139.81,88.83,253.90,6.01,154.13,105.49,245.28,72.54,167.36,205.78,25.45,63.17,295.77,186.09,224.57,201.56,211.22, , ,64.74,36.89,268.81, ,214.09,133.51,188.84,262.02,288.31, ,20.21, ,206.30,140.80,25.27,289.62,35.25,80.40,191.62,140.12,60.24,55.48, ,244.31, ,3.04,243.51, ,110.32,71.42,181.97,259.29,139.44,122.40, ,293.72,54.62,219.79,188.06,8.61,219.58,70.98,10.13,47.57
124.81, ,58.84,96.49,57.86,293.08,230.10, ,115.89,7.83,217.92,10.95,194.40,91.76,153.16,279.86,277.14,289.46,163.52,20.30,18.03,174.73,186.32,72.27,26.22,37.89,275.99,170.68,279.36,135.76,64.32,33.24,220.30,265.28, ,285.58,0.90,140.19,128.13, ,130.34,51.56, ,27.55,204.40,196.41,33.69,231.16,62.17,69.60,237.90,67.76,118.88,165.29,267.85,22.43,123.75,290.88,145.73,209.03,216.35,216.97,134.38,99.34, ,168.95,58.64,49.19,141.25,147.41,85.71,122.76,264.58,15.90,80.50,165.59, ,271.04
200.71,195.73,1.97,169.00,75.12,32.60,32.62,204.65,236.16,255.70,10.05,277.09,270.98, ,101.62,103.25,162.80,44.95,210.64,31.85,136.55,226.65,255.84,98.44,13.26,44.49,153.97,251.53,205.94,252.78,225.02,156.78,264.69,250.67,263.16,69.38,205.75,293.50,73.13,250.38,235.85, ,89.82, ,210.39,275.30,143.34,219.20,288.14,201.86,59.23,221.33,264.74,124.64,288.68,50.17,284.17,233.93,75.83,57.36,299.55,149.40,232.97,143.02,252.49, ,11.72,81.24,174.64,264.98,197.00,183.05,146.92,69.99,244.90,249.27,233.30,80.52
214.89,219.21,101.61,295.91,174.01,253.67,285.48,181.53,81.39,18.54,233.64,120.23,22.28,109.66,51.42,31.78,39.30,102.31,215.09, ,89.10,207.92,160.85,19.28,207.95,61.87,17.49,256.49,172.67,5.69,77.41,160.03,235.18, ,76.09, ,30.35,119.63,252.95, ,272.23,272.77,85.69,73.58,65.53,108.75,275.30,168.94,97.04,106.35,58.70,234.17,212.79,122.59,2.33,215.88,126.90,30.65,297.69,148.66,73.83,154.74,194.43,220.31, ,26.66,295.05,133.69,121.91,120.61,185.40,188.84,50.58,190.61,75.18,111.83,68.66,293.14
263.67,38.11,253.16,154.65,273.89,246.22,171.41,68.76,290.51,216.77,35.08,4.25,102.21,248.66,185.32,288.67,258.62,104.12,91.55,159.99,247.12,161.23,173.04,175.35,187.58,204.65,199.50,32.93,24.98,172.57,223.38, ,182.00,163.41, ,122.19,45.00,59.99,187.85,136.22,96.58,155.32,246.47,210.13,56.53,260.98,145.40,90.34,66.36,68.10,257.93,113.91,259.60,209.16,106.93,210.66,69.18, ,15.65,114.87,177.33,256.03,195.38, ,100.07,175.14, ,133.06,180.80,18.06,45.16,161.63,76.17,159.73,269.90,262.95,170.42,134.75
 , ,266.84,130.19,18.62,240.48,56.81,287.68,175.98,240.37,123.38,102.77,158.68,158.49,157.44,261.91,155.36,22.30,52.12,295.78,150.85,222.43,57.54,282.51,242.95, ,66.34,73.91,98.10,207.93,4.01,181.65, ,90.27,214.40, ,210.18,21.84,135.56,203.98,212.00,288.62,108.64,74.30,104.40, , ,92.13,249.18,29.33,64.05,255.78,218.82,119.57,12.41,170.14,0.80,53.88,217.02,44.37, ,148.77,74.20,255.85,110.29,136.66,293.68,107.45, , ,19.69,285.83,214.10,275.62, , ,213.26,9.41
 ,158.18,237.89,24.14,129.58,181.88,247.45,88.70,169.67,167.27,47.95,127.73,117.71,206.25,37.22,92.15,188.56,10.09,269.63,171.66, ,53.54,235.46,169.17,289.58, , ,279.24,30.94,210.09,135.66,192.13,84.99,49.08,144.03,4.96, ,104.17,100.73,101.72,53.80, ,285.10,113.42,227.43, ,137.52,29.40,191.41,215.34,239.00,169.37,255.62,161.72,213.90,244.43, ,298.23,93.29, ,206.71, ,51.08,100.38,170.81,241.77, ,267.11, ,136.49,52.35,275.98,98.02,56.57,121.50,14.03, , 
121.50,12.32,127.21,222.93,43.42,58.74,131.81,286.22,172.74, ,148.71,250.44,207.28,208.63,78.11,0.22,244.92, ,117.49,252.59,111.24,205.12, ,36.93,171.72,101.18,157.65,61.00,37.04, ,245.67,250.28,230.59,14.01,217.74,29.83,171.92,166.34,11.04,113.98,223.56,40.68,276.85,194.85, ,163.13,273.28,207.38,24.09,56.37,202.98, ,73.31,111.59,136.84,291.49, ,215.05,102.81, ,93.38,131.81,106.88,94.27,296.29,224.47,193.02,184.50,135.69, ,247.28,277.52, ,228.34,104.00,234.86,45.23,96.65
149.24,265.94,103.90,80.16, ,273.17,128.26,29.22, ,276.50,172.27,172.48,178.48,98.96,129.38,141.59,21.22,129.55,234.34,249.40, ,193.15,155.34,41.73, , ,161.07, ,207.50,209.34,239.98, ,69.36,40.92,173.71,124.93,266.09,110.27, ,3.42,175.53,9.99,132.32,221.15,55.21,186.83,214.63,272.86,196.16,154.87,299.05,16.47, ,74.84,133.29,273.62,270.55,111.55,130.77,251.79,113.23,240.94,295.07,50.64,263.92,263.89,175.04,171.93,3.21,5.16,41.80,238.06,277.23,42.99,107.62,162.11, ,103.06
70.30,49.28,134.73,143.21,100.30, ,135.27,108.89,133.43,119.20,163.04,121.10,204.42,200.81,149.57,169.59,46.33,197.49,175.13,68.86,223.06,27.43,59.50,198.75,287.00,264.42, ,85.52,18.79,256.88,163.81,254.92, ,295.32,204.90, ,273.76,255.32,63.20,95.84,212.39,186.52,253.19,44.70,92.63,52.95,148.82,282.42,228.77,99.06,166.56,170.54,5.28,176.66,139.50,267.99, ,154.51,214.46,26.93,283.69,6.12,239.25, ,42.99,277.27,289.93,111.57, ,116.85,160.82,125.83,153.31,94.59, ,9.05,186.88,182.57
268.35,216.55,231.37,42.88,101.59,52.47,193.27,30.00,197.44,5.43,68.64,125.34, , ,275.33,96.62,207.29,73.66,256.20,83.38,213.66,31.88, ,225.15,128.13,200.19,110.18,112.09,56.29,36.43, ,266.41,21.77,52.28, ,8.48,80.91, ,265.88, ,64.01,282.99,69.33,235.60,114.13,172.85,236.24,61.11,175.68,121.89,100.69, , , ,127.81,31.88,156.15,157.71,295.11,190.06,285.45,292.42,242.42,269.39,223.95,27.38,191.39,73.05,123.66,126.47,298.94,45.17,170.47,275.81,252.73,43.87,235.44,271.33
199.13,29.56,10.23,95.44,133.69,10.33,50.71,208.82,295.15,204.73,156.86,31.20,46.41,47.78,111.35,159.71,259.83,133.56,246.22,171.68,97.48,37.26,18.81,197.83,200.07,179.58,283.10, ,29.51,214.31, ,233.41, ,193.24, , ,6.57,34.98,267.71,123.74,235.79,13.73,269.90, ,26.83,40.10,128.90,107.67,123.13,11.33,234.32, ,97.62,42.27,164.72,49.58,125.86,58.29,235.11,255.88,55.02, ,248.38,130.48,24.43,97.13,184.42,107.43, , ,98.73,50.40, ,38.87,296.64,74.16, ,30.04
180.36,100.73,269.48,184.80,184.83,29.66,13.39,125.72,22.76,104.15,33.15,112.03,112.06,41.88,34.53,40.00,157.23,43.64,71.94,120.61,210.37,26.02,287.36,66.23,76.19,83.29,285.81,77.06,104.50, , ,190.87, , ,22.40,174.81,26.01,51.12,145.70, , ,228.88,143.18,96.77,114.40,121.79,180.44, ,22.11,201.27,119.26,226.19,124.18,242.84,71.66,265.30, ,98.35, ,241.54,62.52,197.14, ,88.60,216.10,47.65,0.28,100.69,177.63,73.83,260.35,269.83,158.73,178.96,196.30,198.62,207.23,176.18
56.44, ,272.54,125.52,64.08,54.65,254.59,87.57,32.52,122.59,139.73,51.06,137.52,295.44,103.00,292.74,118.51,233.21,21.32,45.01,135.69,99.13,171.83,243.04, ,65.62,7.42,127.52, ,23.29,260.91,161.75,281.63,211.17,71.30,273.57,17.88,215.98,199.53,3.70, ,171.39, ,178.81,196.15,59.39,82.73,45.73, , ,224.72,242.19,117.59,112.34,25.01,252.47,116.13,67.12,127.56,176.94, ,73.09,249.73,72.15,38.25,243.97,241.34,7.80,246.66,49.70,248.57,34.58,194.16,240.24,118.31,179.40,105.90,114.10
245.02,25.67,202.86,48.88,98.70,81.57,280.23,127.48,209.30,101.92,152.81,105.92, ,285.33,63.62,209.89,182.84,144.92,299.00,214.98,213.26,224.77,251.90,86.10,265.35,282.63,100.98,174.72,282.51,167.89, ,77.78,280.71,10.31, ,124.87,16.11,33.46,296.75,296.93,166.06,31.02, ,131.99,205.80,155.98,71.98,163.73,67.50,23.67,291.25,202.68,212.69,86.51,237.56,150.51,237.92,51.43,143.87,260.08,87.51,115.53, ,279.25,85.67,32.91,114.93,66.15,142.18,254.49,244.51, ,264.92, ,16.34,102.93,10.97,287.27
268.13,145.21,156.00, ,188.91,186.00,160.50,260.58,8.47,111.97,102.61,299.11,93.24,164.60,60.97,280.28, ,127.04,232.71,264.08,171.95,189.77, ,243.75, ,252.22,198.37,9.87,286.15,68.50,236.15,97.12,41.78,238.68,18.34, ,282.42,23.79,64.93,259.79,265.06,260.89,244.56,182.19,234.09,288.32, ,49.82,143.24, ,81.92,70.84,112.26,128.46,94.12,150.19,202.07,100.10,287.56,110.90,264.49,123.49,15.24, ,82.61,94.24,238.53,205.95,166.91, , ,53.32,153.15,115.75,207.34,255.95,89.61,216.50
249.19,149.84,171.96,119.18,67.55,20.85,249.55,232.71,190.72,183.53,93.26,12.26,277.99,252.61,93.91,202.19,38.42,5.68,284.47,176.58, ,197.44,132.13,258.23,275.92,285.50,37.53, ,38.13,0.26,30.35,159.84,137.28,284.57,108.65,267.82,21.07,182.67,282.52,4.83,243.79,69.99,286.63,295.63,17.52,15.49,90.06,280.42, ,264.99,182.24, ,167.48, ,50.15,171.03,6.53,261.81, ,225.39,80.26,267.01,216.91,145.65,157.84,234.30, ,4.59,25.10,281.15,231.21,281.90,49.32,57.76,244.05,236.51,163.53,153.31
74.43,106.96,293.65, ,225.08,20.29,49.19,19.91,294.21,11.29,100.53,154.22,243.77, ,130.07, ,205.69,283.38,62.32,280.13,119.19,169.28,61.53,112.84,102.31,77.23,37.92,126.41,97.52,76.68,175.60,160.52,96.59,204.98,154.73,147.80,216.27,251.19,248.33,215.99,105.41,59.98,159.76,42.89,108.14,289.83,143.90,13.84,273.21,206.23,293.97,92.40,75.51,55.49,205.24,177.82,132.72,243.16,4.23,230.24,19.84,179.82,90.76,116.42,84.81,245.49,264.22,1.08,196.68,212.55,217.07,2.09,272.53,76.82,44.98,80.68,66.65,188.89
