Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95
 ,65.21,131.07,258.36,203.92,185.36,284.26,113.91,231.27,214.56,21.42,32.50,174.57,252.67,236.93,10.07,47.76, ,116.60,148.23,128.67,3.23,267.55,169.71,78.99,140.65,102.97,149.33, ,203.35,280.46,44.75,288.43,1.24,3.06,185.52,112.47,32.28,122.07,172.77,156.83,25.11,129.57,16.91,70.05,85.78,202.19,126.25,76.15,3.97,194.67,167.78,6.40,286.37,176.77,199.28, ,224.39,254.64,246.66,211.10,275.08,69.11,87.86,181.76,263.70,110.02,128.75,159.59,103.54,205.57,187.34,87.75,252.78, ,163.88,206.77,194.14,238.71,287.82,218.25,209.84,26.33,124.42, , ,259.13,290.65,148.86,235.24,145.08,20.26, ,71.92,93.24
118.56,133.69,270.14,66.50,1.23,260.90,242.13,137.71,35.91,85.79,246.52,185.52,75.37,286.14,270.67,28.26,117.31, ,279.30,89.29,85.22,242.82,291.43,163.74, ,70.55,245.50,174.34,268.43,232.97,13.43, ,41.68,140.07,52.56,210.05,64.53, ,7.34,243.57,167.40,140.71,148.09,134.86,138.49,24.46,109.27,16.37,79.57,272.10,149.32,172.78,155.99,243.31,171.72,274.94,153.46,277.07,201.86,23.98,215.22,111.81,86.33,156.51,224.94,128.63,220.07,65.43, ,8.74,41.18,214.34,49.07,57.38,231.85,74.61,84.53,84.00,209.38,265.53,137.13,203.92,14.21,276.83,74.79,29.67,181.18,196.28, ,253.66,205.84,55.48,207.50,262.04,87.91
 ,163.20,197.95,229.55,188.45,46.20,255.66,261.73,54.28,96.35,246.85, ,265.66,176.05,103.42,62.19,209.71,49.69, ,153.01,194.79,28.12,266.21,127.24,271.21,113.29, ,60.15, ,25.81,171.20,108.99,273.13,21.47,170.19,29.14,257.08,53.87,130.53,214.56,293.19, ,252.29,165.74,61.68,22.92,252.37,211.62,43.10,174.86, ,263.44, ,270.56,238.42,192.37,76.42,151.08,217.82,54.29,282.17, ,247.44,76.01,161.80,272.16,45.44,28.41,203.41,211.86,96.46,154.56, , ,65.59,91.73,146.03,182.92,285.37, ,207.52,1.78,156.33,184.42,275.97,247.51,162.87,212.06,296.57,56.41,183.40,195.39,1.66,189.26,192.43
 ,206.21, , ,273.32,146.97,77.40, ,241.23,210.08,280.11,221.97,1.74,175.79, , ,260.20,62.98,21.23,58.83,57.88,102.44,35.88,225.52, ,166.76,292.99,101.60,242.02,201.38,13.91,260.94,58.70,254.34,84.98,270.16,101.16,16.53,194.96,174.81,78.68,163.69,61.62,271.31,103.41,51.04,271.20, ,29.90,263.03,160.72,211.39,107.48,91.35,265.43,231.57,165.79,171.33,34.75,208.78, ,81.47,57.35,101.41,82.57,29.07,37.87,235.18,142.86,204.03,271.07,131.19,156.94,150.04,139.07,35.12,214.73,168.42, , ,288.96,11.73,10.37,32.85,120.84,154.50,255.27,164.76,280.25,64.02,158.07,182.45,267.83,221.18,148.36
259.79,291.20,78.93,292.18,183.42, , ,35.73,8.41,156.91,6.61,173.67,104.57,57.87,153.31,208.66,212.18,138.99,139.96,204.95,29.70,245.16, ,280.89,134.70,127.71,187.99,297.04, ,53.16,225.62,89.59,208.13,2.72,205.15, ,110.10,294.74,219.99,24.76,288.15,82.27,282.83,164.50, ,17.72,133.48,239.49, ,147.63,80.33,129.98,159.79,197.85,138.55,171.89,18.72,22.78,275.90,71.26,285.48,158.11,227.67,265.83,153.63,241.14,42.89,23.96,244.39,49.03,295.89,110.54,268.72,207.88,104.27,199.26,186.80,257.76,129.44,56.80,283.12,190.69,161.33,128.62,287.20,245.49,291.85,239.74,225.63, ,29.90,99.42,103.34, ,119.42
150.55,260.84,174.16,159.67,66.18,141.20,165.95,36.47, ,276.22,68.36,18.52,40.39,67.45,266.27,263.15,144.96,204.88,13.53,138.29,122.59,190.23,292.53,212.44,119.66,268.68,12.50,286.28,105.14,196.61,48.15,15.45,299.13,171.73,276.75,61.69,136.60, ,129.13, ,279.45,76.41,236.53,235.33,141.80,276.54,111.88,228.66,262.40,96.61,58.60,122.02,159.33,9.56,249.14,267.46,41.93,177.66,137.54,49.94,53.94,119.69,87.43,17.12,226.65,291.57,19.18,245.60,187.42,94.74,284.89,73.02,76.48,272.24,162.97,209.03, ,28.71,67.96,94.05,3.71,109.36,226.95, ,105.46,189.71,246.94,262.41,201.43,270.64, ,133.61,161.93,176.39,127.44
267.71,62.15,129.26,260.37,94.47,161.67,84.64,151.79, , ,160.68,142.39,16.07,230.21, ,106.60,153.93,36.35,113.10,204.67,268.14,79.08,122.56, ,184.43,206.95,7.46,271.88,101.99,125.84,165.95,138.80,6.27,270.95,121.24,170.13,276.99,235.75,248.58, ,214.64,230.67,248.95,262.86,228.96,244.10,68.70,228.81,142.57,156.06,214.50,66.76,294.02,27.17,13.39,116.14,253.21, ,202.16,105.73, ,194.84,285.53,289.57,94.61,7.60,28.78,267.70,13.53,160.34,202.72,221.84,101.76,65.68,77.21,50.36,129.67,182.34,208.72,29.53,4.06,254.01,259.24, , ,183.42,13.46,162.45,105.01,110.35, ,187.56,259.20,283.56, 
98.75,249.53,116.46,165.42,286.42,292.17, ,175.60,110.89,265.95,66.76,156.54,139.01,91.33,239.39,2.60,173.64,266.54,232.17,167.35,206.55,12.41,181.84,199.21, ,216.77,2.92,176.59,119.75,104.59,276.36,292.05, ,232.07,127.33,190.32,184.96,283.11,228.77,164.89,88.53,44.75,229.43,247.42,33.09,67.27, ,254.82,50.01,276.83,65.00, ,35.47,285.83,83.27,183.53,42.58,174.68,42.88,0.67,66.79,113.17,86.48,88.89,262.42,108.07,91.56,216.05,294.93,145.62,116.48,26.38,1.21,246.39,5.16,34.39, ,147.57,67.29,294.91,22.39,6.60,113.04,232.52,110.56,85.70,250.88, ,109.94,116.20,160.15, ,194.55, ,42.11
 ,102.09,250.04,115.72,140.95,72.27,168.84,207.88, ,158.76,286.74,215.63,159.72,14.82,60.07,90.56,62.36,144.72,50.67,202.30,213.52,129.05,97.50,117.31,127.59,207.95,223.20, ,82.92,205.62,53.22,98.79,183.60,12.02,261.83,197.04,285.73,30.17,110.70,128.83,171.49,153.31,149.47,91.90,270.03,240.61,118.77,190.55,250.56,297.11,274.79,113.51,207.34,272.04,187.58,263.40,27.13,260.18,93.61,108.98,49.61, ,168.38,277.44,39.57,167.86, , ,65.47,269.35,87.36,96.73, ,155.80,67.52,91.95,168.07,224.76,250.54,86.05,289.08,79.11,124.66,23.89,96.54,156.02,226.56, ,114.79,258.22, ,74.21,22.86,76.67,232.54
140.51,17.98,287.28,76.09, ,237.54,217.29,173.68,57.84,147.72,276.76,205.94,186.67,232.14,253.96,231.79,99.52,266.44, ,271.81,248.13,55.64,10.39,101.07,259.62,197.04,28.96, ,63.96,215.85,256.07,255.11,118.27,287.07, ,73.56,214.73,149.62,249.08,172.15, , ,102.35,264.39, ,2.95, ,218.81,89.42,146.48,206.89,264.35,297.75, ,212.48,197.74,8.67,55.00,267.06,161.16,151.17,249.95,187.75,72.93,172.71,225.60,68.44, ,60.04, ,108.16,211.83,219.78,63.64,279.31,161.56,104.13,132.96,166.85,137.37,99.82,101.32,151.99,71.25,51.10,98.64,72.70,286.40,212.45,95.89,144.56,74.49,16.01,8.37, 
278.15,189.68,16.28,149.31,77.65,224.94, ,183.16,84.31,61.25,232.07,4.41,287.89,230.72,293.52,163.08,217.23,134.53,284.87,63.85,218.57,83.64,96.40, ,180.71,54.05,68.43, , ,199.08,75.78,254.31,66.06,232.10,33.67, ,174.60,178.21,241.31,162.50,228.65,218.42,209.35,133.44,277.78,19.61,54.29,192.86,288.64,1.26,125.69,42.80,58.42,93.45,182.86,37.44,111.25, ,20.59,9.95,29.52,160.74,42.75,160.95,71.97,113.16,78.65, ,78.93,59.06,19.22,128.33,214.42,244.06,256.52,0.85,62.65,119.77,74.32,70.42, ,199.58, ,206.08,272.66,91.61,76.05,206.44,240.08,91.53, ,48.05,236.76,9.51,91.85
33.87,200.49,147.08,194.43,6.16,232.56,138.29,57.54,200.26,14.17,61.97,257.03, ,193.79,154.69,173.94,187.22,185.26,202.99,24.29,291.48,95.44,209.26,30.52,289.53,297.52,62.93,267.68, ,161.48,195.70,128.98,202.04,65.72,87.88,56.18,42.54,46.21,36.41,46.03,125.01,17.27,109.91,103.34,254.12,237.89,279.64,30.29, ,96.02,39.64,269.76,189.60,36.62,133.31,251.14,297.11,170.33, ,83.44,132.23,47.11,208.65,273.76,273.65,282.20,194.20,153.26,284.95,61.14, ,36.47, , ,119.17,291.54,34.54,266.89,152.97,153.63,234.12,180.71,57.79,147.76,277.93,3.98,30.57,49.69,177.88,102.30,145.46,131.72,199.69, ,52.66
278.61,54.20,265.09,131.02,63.84,116.33,258.43,234.91,133.36,265.08,85.36,269.65,62.41,75.15,220.66,154.59,176.51,124.26,276.19,153.03,125.51,244.76,19.92,38.09,173.11,263.18,190.27,162.09,15.87,264.29,40.11,191.22,275.64,234.63,97.78,297.13,297.62,273.63,236.88,195.21, ,185.95,98.47,156.11,245.16,24.77,201.60, ,77.67,197.04,34.86,51.01,274.54,158.45,44.32, ,26.83,131.51,252.78,21.95,47.44,19.26,250.80,70.34,298.53,294.14, ,166.96,183.57,88.66,172.97,155.03, ,236.30,260.96, ,282.92,154.89,239.10,200.83,297.44,158.49,292.07,82.60, ,266.18,223.17,173.49,163.23,215.95,299.21,288.61,159.83,261.55,147.53
10.68, ,8.61,58.69,136.98,159.71,107.47,194.66,33.73,278.90,166.75,67.04,203.50,121.74, ,10.39,32.64,255.17,193.03,53.26,86.99, ,76.96,55.02,119.47,187.14,72.99,38.80,60.74,7.56,57.36,75.20,278.31,273.89,144.40,112.36, ,240.41,68.76,59.94,22.67,235.85,268.32,49.75,230.47,61.78,114.64,186.07,229.74,238.23,268.23,219.73,88.18,152.97,128.39,88.94,162.48,27.82,108.82,78.99,190.46,34.27,118.13,7.49,58.09,58.31,160.18,293.93,42.52,129.63,217.61,152.00,277.69,175.86,9.69,2.88,270.75, , ,60.62,114.75,4.42,286.05,96.43,103.78,280.79,256.69,60.59,4.52,125.35,134.09,276.72,152.23, ,39.39
40.50,91.07,47.31,145.47,228.44,15.69,106.24,24.09,9.68,9.16,258.14,182.05,166.27,245.42,298.91,90.07,27.70,198.82,13.15,286.92,214.38,31.53,228.96,223.72,286.70,168.75,270.20,73.66,212.21, ,216.55,111.96,241.10, ,29.20,146.49,71.98,106.45,196.51,244.88, ,231.58,192.73,102.87,179.25,81.69,65.30,15.32,101.79,276.18,285.62, ,276.45,12.22,219.38,118.31,28.96, ,161.63,201.43,204.50,229.96,89.28,284.44,172.53, ,148.71,46.63,142.44,8.45,105.99,63.40,92.08,66.60,253.99,89.35,6.12,148.45,259.31,276.76,16.26,124.91,254.07,57.56,194.62,251.18,293.83,224.90,106.93,273.83,93.11, ,99.24, ,91.56
 ,68.31,287.84, ,152.81,252.87,181.87, ,133.05,270.20,55.05,4.98, ,251.37,186.24,137.05,193.36,15.89, , ,248.83, ,170.92,149.85,7.78,295.66,215.35,111.91,274.04,265.96,68.26,208.48,218.06,254.14,224.89,235.17,13.49,285.10,1.07,238.55,96.73,116.04,224.71, ,198.75,248.45,113.09,129.47, ,38.47,28.53, ,263.70,206.14,0.62,67.10,29.10,232.30,191.99,188.03,226.86, ,175.31,277.87,137.23,152.29, ,180.82,172.40,154.59,210.55,169.09,290.78,53.59,161.51,167.46,65.52, ,230.30,144.07,174.40,59.90,157.02, ,296.09,52.03,290.58, ,159.68,296.67,293.82,219.38,87.21,4.92, 
263.13,175.76,137.25,192.87,224.65,208.09,123.83,293.59,17.73,87.74,247.52,293.91, ,153.03,112.08,257.19,272.78,197.97,31.52,22.33, ,82.16,206.28,11.71,140.44,40.60,196.12,36.88,254.74,43.06,51.66,208.24,25.50,271.84,134.03,177.29, ,259.46,18.77,125.89,5.89,259.23,51.45,270.94,202.09,284.54,262.17,61.38,62.75, ,217.71,87.71,17.97,54.46,218.96,258.04,225.80, ,159.86,44.19,106.32,41.32, ,3.49,160.79,190.86, ,108.58,135.12,40.56,258.04,254.28,130.75,103.76, ,263.62,232.90,215.29,135.74,278.60,134.26,178.77,164.07,230.95,213.04,254.70,156.17,277.32,103.68,94.40,40.64,18.13,251.27,129.95,204.58
 ,132.96,34.27,201.18,179.68, ,255.44,96.61,126.74,271.00,269.81,84.78,92.55,170.26,209.68,142.01,217.74,247.21,102.26,123.54,75.63,196.68,147.49,142.68,67.22,204.66,179.08,47.48,92.34, ,2.03,157.45,135.69, ,58.06,259.44,70.65,189.76,66.14,260.61,11.48,22.51,64.86,205.58,173.22, ,188.66,248.02,116.23,271.56,141.77,139.17,69.90,213.13,240.38,297.85,261.87,171.72,90.53,83.58,246.52,232.94,81.44,181.30, ,152.85,106.44,216.57,222.01,66.83, ,171.05, ,280.91,233.56,156.60,23.11,26.65,173.86, ,143.01,239.93,234.06,40.33,264.99,40.21,106.18,135.03,21.94,258.15,68.58,93.50,198.24,166.10,242.65
233.19,267.83,101.71,189.02,158.78, ,198.98,287.58,195.54,184.94,222.97,99.14,215.34,296.35,104.70,226.79,1.32,217.40,114.16,63.46, ,217.47,177.06,125.18,173.52,225.00,12.97, ,111.07,241.82,246.32,175.55,296.09,185.55,51.31,32.78,255.92,32.24,187.90,218.69,183.73, ,87.81,199.80,132.73,32.86,108.30, ,281.41,292.58,288.95,166.68,158.65,32.58,216.11,168.19,21.49,158.61,123.71,79.69,203.05,2.80,60.80,102.52,162.75,281.58,30.11,209.40,163.98,126.92,153.18,180.73,297.35,22.39, ,102.08,190.08,183.29, ,35.08,72.94,286.27,294.49,128.70,179.86,204.44,230.52,1.89,232.29, ,254.68,137.62,0.79,86.58,177.21
116.98,15.35,293.59,167.82,164.38,183.72,299.89,152.73,139.74,37.05,155.73,269.73,135.89,81.68, ,282.86, ,276.39,294.97,70.20,91.06,178.65,25.97,12.49,234.98, ,178.68,268.89,150.91,130.71,235.75,103.07,66.91,46.89,39.26,293.14,191.05, ,29.02,14.05,121.34, ,121.43,39.81,292.88,273.07,201.96,285.09,131.15,63.35,178.13,294.19,266.83,16.32,272.46,289.68,188.41,153.51,186.13,265.77,25.19, ,227.15,197.14,206.45, ,96.80,143.67,108.01,172.06,177.68,166.31, ,54.72,239.81,184.51,166.66,158.32,275.56, ,172.70,87.25,63.37,283.25,275.03,215.59,291.61,62.60,136.61,17.73,204.17,9.18,190.46,129.40,125.35
 ,53.40,92.27,231.17,25.82,174.27,215.98,297.12,191.04,245.80,34.69,109.85,237.16,243.50,234.62,176.95,50.34,295.39,30.04,219.05,236.81,37.30,135.37,4.95, ,216.11,228.93,237.41,234.67,0.83,97.51,257.42,282.24,137.63,219.64,191.60,220.49,270.21,197.99,115.45, ,189.07,191.65,59.24,270.85,224.11,16.22, ,110.00,174.20,234.82,205.82,104.77,164.00,220.86,192.83,291.71,225.38,174.82,239.53,232.41,174.46,28.70, ,231.26, ,264.22,283.65,52.49,108.33,253.44,215.83, ,44.47,201.20,98.95,253.07,237.56,32.76, ,221.12,226.47,192.73,230.38,23.31,118.39, ,75.52,61.09,145.84, ,139.97, ,226.44,198.09
27.15,19.80,159.20,82.05, ,169.26,137.05, ,21.50,107.05,85.69,120.48,247.81,83.78,275.46,88.86,225.93,293.62,43.10,6.02, ,173.11,59.21,236.17, ,77.34,191.61, ,202.87, ,110.47,119.18,5.94,273.44,62.33,36.30,143.94,268.96,215.43,299.12,298.20,181.64,126.61,151.77,276.12, ,86.59,243.59,40.48,22.31,149.01,90.13,133.30,223.41,47.88,72.32,283.63,135.46,284.57,210.94,184.83,265.95,287.60,20.29,296.22,81.91,31.96,99.68,4.50,238.46, ,10.78,292.15,141.66,153.31,262.26,235.21,260.81,202.93,226.92,166.57,12.92,1.48,111.49,189.47,105.20,143.10,248.04,284.73,186.57,140.08,132.89,64.16,281.92,264.06
198.09,178.36,142.43,287.17,105.47,59.61,28.04, ,281.90,170.98,226.63,106.54,209.28,27.11,129.96,198.84,85.64,222.02,295.14,150.38,196.12,21.79,193.93,267.49,239.24,206.85,56.91,290.63,92.48,286.10,155.49,23.06,5.77,104.34,35.72,263.09,120.62,48.59, , ,190.37,154.55,118.29,110.61, , ,126.66,125.54,48.69,223.29,93.67,55.36,282.35,61.24,3.32,117.52,125.91,268.94, ,87.23,215.72,69.57,22.81, ,4.96,92.96,36.46,255.87, , ,110.27,41.19,187.09,130.11,166.60,293.47,186.28, ,82.43,6.25,188.28,110.20,43.57,206.74,294.31,246.22,108.84,273.73, ,271.08, ,105.11, ,211.91,231.96
252.93,196.95,49.15, ,185.75, ,264.73,70.87,88.44,165.67,172.27,113.40, ,291.94,209.91,160.38,197.57, ,85.42,288.37,34.20,20.32,221.80,147.38,193.92,184.04,22.46,159.73,199.66,127.80,274.04,8.49,290.98, ,76.41,129.22,281.88,231.30,272.30,96.09,110.28,149.01,54.36,29.59,104.98,18.03,67.77,261.59,102.43,139.59,238.88,89.82,19.31,169.47,237.48,256.59,297.46,217.63,10.92,242.06,40.95,68.99,71.53,107.46,21.79,52.80,215.86,181.42,163.74,226.79,16.45,148.98,288.98,65.74,13.82,290.55,3.35,197.25,0.87, ,271.62,287.39,291.20,130.07,283.16,174.60,30.27,192.67,102.36,124.70,229.02,0.55, ,68.49,267.29
3.51,40.97,44.84,120.31,252.54,197.58,55.85, ,116.09,151.49,159.50,228.44,106.46,161.36,297.48,207.38,134.96, ,264.07,230.26,224.08,265.62,180.68,269.74,137.55,60.31, ,36.50,258.51,213.44,83.05,251.31,277.74,255.25,50.34,15.81,188.99,100.33,79.28,280.39,259.36,48.42, ,84.92,119.39,213.24,10.93,190.57,101.90,256.61,27.18,203.25,110.51,262.22, , ,101.55,43.37,217.68,253.32,58.54,230.48,11.97,97.62,97.93,7.31,284.34, ,236.31,157.46,27.99, ,50.85,68.11,86.80,287.11,73.11,106.69,245.52,160.39, ,258.32,186.91,224.83,216.45,236.30,278.92,216.30, ,228.39,297.72,0.91,130.25,50.81,133.02
145.48,39.47,251.73,211.99,204.78,10.70,181.38,44.84,0.91,160.82,146.91,244.50,143.36,221.86,11.68,190.50,48.28,182.24,209.93,94.26,39.31,180.63,189.57,66.37,287.30,119.78,85.72, ,229.08,203.90,150.69,13.75, ,243.72,7.07,284.31,268.36,206.28,244.32,74.47,286.32,237.88,195.97,170.37, ,9.39, , ,40.68,167.93,33.39,54.81,42.33,155.40,62.41,10.27,78.86,144.58,258.85,36.59,121.05,235.13,296.52, ,37.20,158.44,134.12,139.75,258.77,176.56,58.29,35.00,259.81,61.13,14.82,137.02,132.85,232.40, ,243.45,85.34,112.23,178.28,10.02,287.45,76.00,64.19,47.18,216.76, ,17.19,53.67,115.23,205.83,149.80
291.08,39.32,215.83,213.53,219.62,231.95, ,244.13,145.93,270.45,94.46,79.88,65.99,27.66,139.92,102.32,66.36,133.22,121.74,15.14,262.43,298.20,17.09, ,163.02,148.11,28.10,5.58,226.42,268.17,79.60,281.25,109.82,6.71,8.92, ,75.16,54.68,199.89, ,274.79,193.25, ,44.09,135.97,288.30,79.10,122.16,187.31,81.33,109.45,39.61,260.14,49.75,216.63, , ,134.75,283.35,279.20,156.20,124.41,169.12,37.91,236.38,26.56, ,136.01,44.09, ,275.97,144.27, ,221.90, ,174.92,16.45,293.51,269.28,17.16,21.42,129.69,280.28,275.51,292.26,28.85,157.56,166.44, ,138.36,180.14,98.66,261.49,139.71,222.05
151.29,279.04,190.14,186.64,212.35,38.64, ,93.11,205.07, ,102.50,231.95,42.95,128.83,283.37,138.58,226.16,265.88,196.23,142.04,202.40,254.26,203.20,34.15,59.58,217.79,91.62,144.71,15.57,180.94,257.54,91.33,234.35,185.63,252.81,257.40,73.19,129.91,195.05,124.56, ,131.81,205.86,22.02,155.45,95.87,243.61,66.96,70.84,22.41,212.60,219.41, ,184.64,225.25,217.40,109.03,181.62, ,21.50,275.94,158.38,152.59,208.30,238.77,179.35,241.14,116.84,141.25,45.19,270.95,237.87, ,93.03, ,154.05,256.51,100.82,201.80,216.90,172.95,89.23,116.85,144.25,190.92,279.39,5.98,61.00,271.09,36.88,79.12,97.33,20.91,150.53,151.55
32.81,223.09, ,39.94,221.05,43.33,253.03,212.53,40.44,174.46,193.26,114.47,145.25,105.10,286.98,255.17,180.28,203.18,179.59,39.44,9.37,169.40,292.25,47.48, ,79.71,180.53,296.79, ,294.59,155.86, ,111.03,112.98,140.84,107.57,29.79,258.02,122.65,281.88,70.41,146.00,285.33,132.05,176.33,276.71,258.25,62.83,195.94,297.26,166.15,285.43,58.08,185.56,266.37, ,36.78,267.03,78.21,18.95,169.88,37.04,79.58,62.84,191.27,146.12,104.80,213.48,9.03,186.30, ,53.74,160.08,277.82, ,224.84,271.38,65.93,285.17,141.27,187.27,22.21,141.28,266.85,17.54,204.13,115.71,208.81,142.78,261.83,136.86,247.58,212.78,50.34,122.52
