Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120,Col121,Col122,Col123,Col124,Col125,Col126,Col127,Col128,Col129,Col130,Col131,Col132,Col133,Col134
97.19,229.40,201.42,130.45,34.06,205.47,265.74,148.45,238.32,0.89,177.03, ,193.00,154.05,244.63, ,172.39, ,101.79, ,219.06, ,253.11,118.99,182.40, ,112.13,174.92,49.68,130.26,244.96,272.78,198.23,140.74,189.13,172.41,275.44,196.30,44.58,7.95,295.37,96.44,296.58,220.52,23.32,164.98,4.38,223.35,170.12,273.22,21.47,36.75,237.09,185.88,46.01,127.95,226.93,148.88,195.76,269.78,120.18,187.35,272.52, ,142.64,0.38,196.26,238.64,83.10,79.05,217.70,192.72, ,117.12,123.33,177.36,231.96,227.87,122.10, ,149.26,104.80,244.91,295.64,194.24,55.24,143.52,246.17, ,145.99,39.98,166.24, ,98.20,290.30,36.98,147.51,233.70,35.87,253.37, ,147.60,117.40, , ,67.07,22.37,143.38,182.38,279.69, ,194.57,25.33,125.79,117.79,125.15,238.11,185.19,226.12, ,47.01,208.03,239.25,27.14, ,209.51,272.43,200.07,89.43,98.56,98.23,274.72,70.02,1.89
213.11, ,30.79,199.89,89.10,169.21,221.77,25.75,134.39,214.09,269.50,99.96,237.71,159.45,86.34,162.97,285.39,292.21,66.00,254.99,31.24,271.33,286.17,267.03,177.15,121.96,20.59,31.38,238.25,119.38,263.10,66.14,73.33,264.66,250.45,294.43,43.87, ,30.03,201.73,140.00,272.56,103.45,18.03,132.73,181.13,171.96,223.45,236.82,85.11,232.24,70.59,48.64,148.63,299.20,229.26,133.21,125.85,96.30,298.41, ,179.54,224.70,9.79,279.84, ,56.00,135.03,137.75,162.94,262.33,36.74, ,169.95,127.19,189.71,105.02,23.81,205.07,27.58,293.66,206.44,63.43,258.95,268.01,52.95,104.94,291.12,216.43,89.95,267.68,14.69,98.40,57.26,287.01,218.33,92.27,104.59,255.03,45.71, , ,177.42,13.76,7.63,29.62,273.80,77.24,70.01,26.98,179.11,212.12,294.67,222.21,160.09,162.80,100.29,4.47,80.04,146.26,248.41,185.24,173.18,210.70,138.11,70.46,251.68,114.65, ,36.86,147.05,208.40,14.40,57.32
57.38, ,145.05,14.25,246.17,292.76,130.61,94.56,148.09,183.65,292.59,299.60, ,213.71,70.52,223.94,220.23,203.37,126.36,72.84,173.50, ,30.37,280.28,291.96,171.17,91.10,46.22,201.95,4.42,134.39,72.48,152.76,165.60,180.16,284.20,266.43,186.22,35.35,121.72,294.87, ,85.97,249.13,58.59, ,207.12,113.63, ,266.39,275.23,213.55,161.94,34.59,136.58,141.76, ,169.07,145.99,83.92,21.11,61.22,141.70,181.51,247.94,221.72,266.37,194.88,261.41,69.12,281.83, ,284.91,78.65,99.60,66.78,171.73,163.45,169.07,87.35,79.73,46.12,44.86,255.95,106.98,148.52,83.02,84.38,202.64,50.79,13.65,104.47,144.94,91.22,99.72,138.41,257.07,240.51,30.10,81.33,297.65,11.89,178.88,148.60,259.29,83.75,16.95,158.32, ,249.54,255.87,14.31,85.19,75.82, ,272.28,66.03,98.31,50.60,174.19,58.70,98.58,106.42,30.67,277.42,214.28,142.69,167.64,127.59,53.82,295.42,83.17,296.03,139.38
 ,13.56,217.37,44.41,253.46,90.49,137.37,132.49, , ,158.33,2.49,151.82,220.24,0.38,173.96,121.06,40.53,166.42,281.67,17.72,70.78,153.34,85.51,198.85,160.73,3.51,281.99,80.42,33.25,183.92,262.67,127.80,139.61,261.10,205.07,56.42, ,209.76,172.53,82.84,56.32,81.55,122.02,299.95,270.13,208.16,43.42,5.14,52.76,7.72,204.43,230.46,73.55,64.28,35.81,24.13, ,105.67,109.17,11.61,12.68,41.58,135.79,195.15,7.48,190.13,98.95,111.98,250.22,43.51,288.01,220.43,177.79,91.80,68.65,120.37,195.78,271.34,116.67,213.99, ,104.12, ,280.79,139.19,69.86,127.32,73.34,138.00,73.85,238.08,33.21,223.84,220.39,260.56,61.67,161.22,278.67,282.64, ,121.84, , ,17.80,77.88,250.28,139.40,267.09,213.28,205.75,245.93,102.83,162.60,144.21,256.06,267.92,295.67,106.01, , ,162.37, ,112.64,28.76, ,10.67,193.80,48.26,17.35, ,179.94, ,165.22
278.05,0.06,222.89,23.81,229.87,189.36,298.82,147.98,258.81,197.53,75.07,292.34,96.89,272.36,82.00,9.89,270.72,33.78,116.01,210.80,243.77,165.10,190.70,234.12,171.74,2.12,77.45,39.23,109.54,99.69,149.18,251.60,119.54,13.51,42.97,281.43, ,146.53,215.16,163.45,31.36,66.79,72.56,17.40,170.80,46.58,178.17,13.93,275.71,11.58,42.28,192.68,260.35,258.35,198.83,240.18,116.91,208.36,68.24,136.36,254.76,1.37,39.11,131.00,14.62,226.07,78.47,85.92,157.97,214.33,166.08,287.00,161.49,172.46,121.12,168.77,191.76, ,230.87,39.80,200.06,171.77,260.85,42.88,148.50,214.01,253.24,192.30,230.02,108.70,208.78,28.52,9.28,193.46,84.10,185.85,115.65,241.13,48.14,76.17, ,290.18,24.41, ,260.64,81.90,148.48,186.86,275.34,75.65,136.30,102.06,143.92,79.76,294.21,69.05,24.54,60.56,164.63,120.72,107.99,194.60,193.30,133.46,277.60,37.44,68.87,136.04,57.22,297.83,43.71,121.80,207.10,194.73
1.63, ,109.62,91.59, ,173.05,280.01, ,17.46,177.53,100.57,214.18,88.14,60.09,87.41,62.11,23.06,271.40,30.83, ,122.42, ,295.46,47.96,155.31,110.64, ,211.22,136.57,211.28,287.68,189.59,128.41,139.07,130.77,293.07,134.15,58.89,110.95, ,257.06,15.47,293.68,278.92, ,206.52,176.60,94.40,10.21,225.55,185.05,26.87,268.10,293.61,63.12,132.52,61.62,28.64,87.04, ,203.86,14.75,217.51,26.36,219.16,209.24, ,265.56,12.34,256.33, ,19.45,93.16,172.13,61.26,273.56,109.68,68.67,109.39,33.39,269.87,84.93, ,219.15,116.31,78.32,237.44,92.10,132.12,220.08,185.97,292.21,31.21,282.39, ,268.56,114.78,141.58,117.54,118.85,278.89,40.53,287.79,143.63,211.61,255.82,154.32,222.46,208.56,50.43,71.12,253.23,257.42,85.60,257.38,37.17,254.80,287.81,157.19,278.33,99.79,299.05,111.51,22.15,13.61,84.26,91.57,270.64,132.29,123.96,260.70,25.95,238.83,158.09
145.21,164.81,70.58,199.10,85.37,202.15,293.82,183.73,23.90, ,156.19,258.35, ,119.48,86.80,285.59,154.32,81.30,75.79,182.99,33.97,196.13,67.36,222.53,275.34,105.45,102.62,68.08, ,187.55,274.15, ,219.04,136.70,119.32,152.22, ,186.19,83.50,38.04,44.84,248.79,94.58,93.88,126.60,297.99, ,272.14,168.60,60.20,191.52,217.78,181.84,229.94,188.66,190.57,97.08,110.91,274.28,182.23,296.03,82.89,187.30, ,55.90,30.40,137.73,278.98,91.76,111.41,272.79,134.86, ,14.56,49.09,115.24,73.74,255.92,121.44,211.67,199.11,122.03, ,31.95,177.09,23.42,68.00,152.16, , ,217.42,161.99,192.17,279.99,49.23,124.87,48.30,91.56, ,51.87,70.50, ,194.22,67.39,10.79,165.08,32.46,218.84,288.75,287.76,114.43,105.37,229.42,155.82,59.84,72.85,264.87,40.52, ,107.91, , ,286.39,59.92,150.12,57.63,242.13,75.55,131.74, , ,170.68,45.25,2.36
 ,66.36,189.01,155.31,234.31,296.71,242.70,15.71,123.23,139.20,52.38, ,67.24,266.74,256.35,2.97,18.87,25.07,221.90,221.59,104.33,228.92,47.07,285.63,117.74,83.33,14.83,248.68,228.47,19.99,227.41,143.53,55.85,12.55,38.61,209.96,38.51,112.86,133.40,29.71,60.94,218.48,14.68,157.85, ,177.84,9.98,271.49,256.66,268.82,178.69,144.36,241.47, , ,116.64,56.75,293.91,286.25,184.47, , ,235.98,255.57,6.17,202.22,67.14,197.23,74.00,267.47,24.83,42.51,34.93,209.24,269.05, ,153.52,26.04,284.88,236.71,137.57,133.06,230.91,297.62,78.10,144.22,64.03,136.08, ,235.34,9.94,10.24,57.91,134.48,44.01,275.75,103.45,107.92,70.43,201.46, ,240.66,283.69,37.56,210.20,55.11,28.60,35.18,17.41,271.53,138.33,32.21,40.86,221.10,242.16,146.17,223.25,280.73,91.53,26.71,36.95,26.67,41.32,202.60, ,174.13,294.51,147.40,152.41,28.80,261.30,243.29,285.17,131.36
121.64,218.82,186.61,150.04,41.96,154.76,68.08,215.89,140.45,170.29,82.43,89.98,261.01,194.36,63.39,138.29,175.38,8.40,57.75,14.14,70.34,200.40,197.81,201.00,179.58,31.12,270.37,5.73,154.37,177.56,225.82,102.78,72.95,163.18,269.62,230.41,46.24, ,244.04,79.37,126.68,13.41,121.03,94.42, ,294.52,206.64,245.82,21.54,120.61,149.47,62.05, ,108.29,8.54, ,87.91,284.46,48.04,59.61,167.56,171.44,42.00,82.42, ,103.96,208.12,156.05,50.74,128.51,146.60,211.36,224.97,288.85,294.03,223.15,229.56,48.03,77.17,174.06,213.62,71.57,266.72,120.08,163.54,176.49,85.65,14.54,33.84,174.17,65.37,204.45,132.50,86.57,78.59,274.67,238.66,113.95, ,234.03,137.41,99.32,268.28,162.09,221.01,153.08,230.85,153.32,82.90,12.34,184.39,267.24,211.63,290.55,287.35,39.83,107.21,272.31,26.33,54.40, ,207.48,230.72,49.53,240.79,168.84,39.71, ,216.31,214.10,170.44,131.44,26.20,49.43
14.16,132.92,23.09, ,219.30,133.93,220.02,124.15,8.09,230.67,80.17,122.80,154.55,118.47,50.44, ,48.96, ,181.87,213.09,115.89,78.19,101.21,24.54,87.06,89.22,241.33,1.83,156.41, ,274.89, ,32.02,187.76,225.46,243.16,84.31,270.94, ,72.15,33.42,247.75,86.73,7.38,267.31,112.53,159.87,44.90,119.44,186.44,5.81,165.90,40.39,115.30,233.83,63.57,184.95,33.30, ,40.68,244.11,40.32,272.05,112.70,247.18,157.16,198.87,35.82,153.63,158.53,194.60,120.08,230.92,195.15,108.21,130.40,48.01,120.13,298.46,290.78,125.89,115.56,261.19, ,114.82,226.51,6.75,291.42,203.41,63.75,231.04,236.41,47.59,103.49,105.59,58.43,162.21,166.79, ,18.17,282.39,181.47,137.06, ,5.66,267.96,163.37,68.99,182.36,206.91,184.22, ,242.65,184.38,230.51,16.59,26.31,78.99,152.69,61.73,221.72,265.78,282.47,60.13,47.13,289.16,60.92,55.15,65.38,152.59,10.88,244.58,168.15,244.97
239.63,18.67,125.80,152.48, ,212.61,196.35,179.68,150.23, ,153.81,224.00,242.61,175.58,272.07,210.75,64.58,223.74,11.73,67.69,157.81,76.82,113.26,228.00,16.36,27.06, ,251.07,298.66,52.15,158.02, ,75.06,246.98,243.70, ,11.39,206.15,199.74,41.57,182.48,82.23,111.22,47.86, ,46.52,181.12,106.26, , , ,275.93,81.16,228.45,57.56,20.86,89.07,23.16, ,105.40,257.82,11.22,186.77, , , ,74.60,19.07,182.35, ,263.52,64.47, ,199.07,244.49,139.37,259.68, ,223.04,130.85,263.89,292.01,85.51,6.84, ,262.76,296.19,276.28,163.26, ,62.32,157.51, ,125.17,234.64,233.18,29.06,142.31,159.46,132.20,81.40,142.77, ,138.96,251.64,6.20,277.80,93.29,118.98,260.48,276.60,62.31,187.76, , ,89.22,66.64,153.29,73.57, ,212.53,256.24,46.60,255.11,33.53,234.11,50.91,52.10,125.54,97.36,204.46,144.52,98.44, 
127.68, ,132.28,67.49,38.73,28.76,229.21,84.28,137.79,226.55,44.79,97.01,107.38, ,251.90,272.40,107.46,176.12,232.35,202.04,276.27,49.62,245.34,54.40,249.70,35.20, ,87.29,76.53,238.07,146.57,222.88,23.36,49.91,255.30,59.96,263.73,25.78,21.43,288.25,87.40,165.28,112.20,163.59,147.23,139.21,17.55,167.60,85.03, ,40.33,258.78,168.68,42.28,56.29,90.78,267.37,51.65,80.81,57.94,151.44,108.75,177.15,12.85,255.87, ,296.20,75.65,4.00,54.97,166.80,197.31,202.31,104.82, ,109.03,216.27,14.21,105.72,195.84,109.40,48.92, ,184.23,160.60,112.43,294.76,150.51, ,52.83, ,149.50,246.25,220.98,18.31,12.44,141.83,19.07,179.93,141.45,247.25,252.39, ,247.14,68.13,71.31, ,208.52,201.90,274.56,61.49,68.87,202.54,204.94, ,84.87,45.69,114.19, ,173.87,48.56,33.49,284.09,84.96,124.90, ,99.46,108.87,178.60,294.87,87.74,293.54,83.41,21.64
86.98,71.47,171.61,85.82,268.34,144.34,65.16,208.32,240.93, ,119.53,251.82,287.73,202.37,251.70,181.98,28.58,220.77,176.65,166.73,173.36,80.36, ,211.55,36.77,259.82,272.01,245.53,147.54,83.21,65.51,189.86,53.40, ,134.31, ,1.04,213.96, ,248.26,299.48,16.95,150.71, ,10.52,4.80,70.00,165.94,112.82,50.33,250.70,0.53,226.52,29.81,109.60,88.74,117.22,106.74,130.33,93.15,73.59,298.91,185.95,279.11,220.66,164.99,215.35,193.61,167.09,282.35,41.16,66.48,50.71,127.56,290.62,21.89,18.65,207.82,185.65,203.38,216.37,277.68,233.89,273.60,94.70,77.66,27.03,294.24,17.37,258.77, , ,72.21,1.46,265.76,166.95, ,83.33,271.11,171.40,188.65,237.09,50.03,171.62,67.19,211.55,208.12,231.49,291.75, ,271.77,77.36, ,70.79,65.06,137.11,184.29,208.82, ,258.86,41.98,261.53,64.58,199.45,82.00,275.87,278.48,33.05,86.36,126.63,225.65,145.53,52.81,70.93
41.65,68.53,182.83, ,247.41,274.40,262.57,207.40,41.13,70.26,241.41,223.60,156.51,95.35,144.93,89.55,8.29,87.65,2.17,166.86, ,141.26,260.84,88.52,245.03,68.31,184.96,265.60, ,57.72,174.30,196.78,221.77,83.19,296.98,127.12,34.95,5.10,86.23,4.58,154.04,152.59,133.10,161.64,7.45,198.02,122.01,145.60,299.87,53.20,14.16,160.69,5.71,265.17,74.80,176.21,217.88,124.89,180.57,18.86,205.89,69.76,11.69,71.68,144.16,8.41,5.20,207.43,34.89,102.84,142.34,38.53,7.85,111.20,149.95,76.44,46.94,83.74,61.57,70.20,280.31,64.05,247.71,296.41,144.08,92.28,78.29,46.63,294.23,274.57,287.89,200.01,197.21,93.46, , ,164.51,242.27,105.00,200.05,172.57,200.64,30.54,95.66,65.08,235.01,234.06,90.65,257.72,117.83,246.64,214.84,76.51,39.72,47.08,282.91,283.90,184.50,162.49, ,227.56,26.62,4.12, ,138.19,45.72,258.42,213.05, ,289.56,143.23,77.46,153.98,66.90
181.61,200.02, ,127.58,199.57,235.94,152.65,56.32,30.16,190.72,188.01,232.76, ,103.83,220.47,292.95,295.34,68.71, ,241.66,268.15,117.72, ,270.37,46.63,8.37,59.45,249.37,184.33,191.16,163.59,245.97,99.00,31.09,136.65,109.37, ,250.59,239.64,247.68,287.53, , ,175.86,298.26,62.13,120.71,29.61, ,186.14,237.55,199.05,284.65,233.80,259.01,259.85,158.78,187.45, ,236.34,281.72,80.60,100.62,94.13,133.65, ,164.99,233.61,102.15,72.47,238.46,247.05,231.40,76.00,81.02,55.18,161.64,12.68, ,213.99,220.64,90.01,212.64,170.62, ,88.87,256.04,80.63,225.64,8.92,130.87,181.57,22.02,175.84, ,266.26,248.32,296.33,123.91,156.27,185.66,83.40,32.41,15.44,36.37,244.42,158.34,219.58,56.38, ,91.08,186.50,159.81,36.10,197.30, ,191.83, ,275.24,163.19,80.98,122.34,43.11,266.79,79.93,133.85,231.44,254.21,264.69,191.34,12.16,245.86,280.47,197.35
142.12,41.68,159.23,31.55,24.38,279.82,9.54,147.04,38.60,58.92,215.27, ,227.43,249.94,19.37,191.34,168.64,16.77,111.12,123.29,205.18,293.28,131.18,156.54,145.55,131.08,173.06,152.92, ,102.85,139.61,285.83,298.02,131.47,48.83,213.05,217.45,55.57,165.87, ,238.03,41.29, ,214.35,9.81,270.68,109.32,242.04,224.99,32.86,29.82,68.72,143.97,277.56,213.12,62.06,81.46,37.90,227.01,1.02,267.08,49.49,81.99,171.55,231.58,63.44,286.09,204.27,118.33,29.60,25.26,28.07,161.78,257.30,18.22,25.62,230.01,61.71,66.64,18.99,137.66,259.62,214.59, ,32.93,283.41,70.98,92.45,236.84,135.00,176.64,51.25,23.33,223.66,192.99,54.33,294.57,150.83,51.36,72.12,60.44,148.66,130.59,9.13,99.54,93.07,237.45,138.13,270.67,296.12, ,50.45,213.27,205.72,238.58,103.70,280.88,171.52,289.81,121.43,212.18,150.31, ,294.63,163.79,88.30, ,7.00,183.85,97.59,251.84,10.01, ,290.89
230.55, ,43.19,261.82,190.19,143.74, ,170.25,72.05,116.91,265.54,84.87,124.86,137.65,184.44,220.05,107.95,278.52,193.78,274.34,93.34,292.90,193.22, ,265.28,260.43,87.23,251.17,112.57,110.68, ,3.86,185.38,44.24,124.33,67.05,87.17,185.14,46.92,243.21,43.64,150.88,152.13,161.11,251.16, ,224.76,239.70, ,51.51,46.04,100.67,274.52,273.48,267.91,238.03,210.86, ,61.74,128.16,52.73, ,39.44,76.24, ,194.65,180.38,264.37,157.96,30.74, ,190.41,71.36, ,282.21,200.86,1.73,244.28,282.35,93.89,172.00,0.37,48.42,123.94,236.98,90.26,27.69,158.12, ,286.56,194.79,167.09,98.41,183.01,178.46,246.77,150.78,50.34,125.27, ,138.07,23.27,135.79, , ,92.36,280.48,176.90,225.68,175.57,298.65,0.26,275.21,128.20,100.57,177.34,87.00,199.74,243.73, ,13.27,253.59,9.92,172.28,237.87,262.65,286.55,59.93,266.30,92.18,210.72,195.71,224.81,142.13
154.84, ,168.11,149.91,217.01,35.77,99.97,266.73,10.23,219.57,224.12,66.38,240.44,138.19,129.00,24.96,204.15,60.40,109.70,235.75,72.42,30.80,295.19,32.03, ,251.60,179.47,46.00,221.76,260.14, , ,129.55,213.59,3.68, ,214.00,168.57,193.12,158.81,196.89,193.73, ,173.36,123.77,153.65,169.56,150.12,123.24,192.03,11.83,22.68,109.71,22.25, ,221.61,25.72,145.80,270.73,92.81,112.02,156.09,181.73,7.67,93.13, ,129.97,218.22, ,27.94,175.11,234.34,79.03,215.22,179.51,213.07,188.39,284.50,182.64,14.37,296.72,177.65,237.47,237.46,29.69,187.05,89.47,1.52,81.45,93.32,102.71,233.29,31.48,35.58,84.03,104.43,157.46,99.98, ,37.43,188.60,72.10,92.30,94.92,274.95,54.12, ,60.51,105.47,86.99,6.11,191.01,251.76,92.61,143.40,89.17,140.12,100.54,184.30,28.43,268.98,199.22,154.47,74.09,51.72,101.00,32.10,168.36,40.48, ,183.88,124.77,52.60,12.87
101.08,14.55,275.88,145.39,209.12,254.86,156.84,270.06,148.05,83.02,2.56,167.51,256.47,98.77,209.05,295.19,118.54,256.31, , ,275.20,206.83,142.58,46.01,278.33,74.71,25.96,105.33,263.71,185.74,70.88,174.12, ,292.66,61.24,140.21,62.29,69.77,256.30,38.36,111.76, ,173.10,220.92,151.85,40.24,247.11,132.39,177.20,113.88,298.56,93.24, ,206.97,255.61,64.70,232.21,226.40,49.56, ,28.00,181.41, ,128.51,206.62,56.56,63.62,142.51,102.82,227.85,235.28,173.06,177.43,176.44,181.13,288.61,254.00,59.33,99.47,201.60,137.58,150.04, ,292.55,70.57,93.63,231.84, ,231.82,58.69,258.35,34.26,117.74,272.21,10.50,64.91,77.77,170.26,103.69,220.36,208.58,63.11,148.76,242.36,194.72,188.83,240.88,100.03,211.35,235.69,143.91,133.94,203.10,149.50,142.20,276.26,286.78,39.72,79.56,216.11,283.13,127.34,28.04,282.64,299.60,161.23, ,295.17,122.03,214.69,141.57,105.08,271.33,232.07
224.00,22.98,197.28,25.61,155.96,103.93,252.57,256.58, ,251.75,63.23, ,192.04,60.53,285.03,141.56,138.73,131.24,263.82,289.63, ,145.59,253.74,194.98,197.51,217.19,152.35,100.37,172.46,288.85,178.09,11.13,159.44,226.43,40.51,10.78,104.75,272.36,97.31,34.48,158.41,144.07,232.08,239.09,137.50,274.12,248.65,110.77,61.94,129.24,292.14,132.40,296.40,155.38,272.10,88.52,141.53,141.27,177.04,178.16,8.30,30.13,137.52,65.04,178.10,1.91,34.32,267.13,239.07,124.42,12.38,41.68,145.54,227.53,263.32,37.12,257.95,228.56,208.15,294.94,187.90,256.49,131.17,252.93,46.13,281.41,290.30,212.42,206.05,158.42,245.62,140.98, ,69.54,170.95,293.99,251.05,213.68,122.00,126.19,183.43,173.66, ,196.75,29.67,294.29,272.17, ,113.15,46.43,142.54,245.85,174.57,127.37,70.16,225.55,141.62, ,15.28,293.71,205.25,14.83,211.47,139.45,100.16,41.53,125.49,228.71,133.47,89.39,195.76,147.28, ,256.25
195.67,185.70,212.41,122.53,120.55, ,115.65,234.35,192.56,116.08,21.87,246.88, ,142.64,18.56,30.42,126.74,281.97, ,194.39,156.33,42.08,257.75,175.57,14.91, ,130.99,273.81,136.28,251.82,235.10,213.68,245.19,191.62,52.86,121.55,81.74,16.46, ,174.20,277.74,291.31,20.10, ,100.65,288.58,295.93,22.85,189.21,250.02,195.20,6.25,277.26,144.64,135.59,167.92,208.02,50.08,77.13,41.22,247.80, ,243.72,253.10,142.69,103.35, ,106.23, ,83.49,277.73,153.36,245.14,116.03,262.21,79.30, ,257.08, ,187.32,278.25,237.85,61.56,44.47,147.43,10.98,292.00,8.14,196.72,57.49,255.45,266.49,212.71,291.82,286.22,138.04,19.56,85.41,117.09,259.01,104.12,195.45,258.71,241.48,156.87,168.17, ,134.66,231.37,138.89,82.33,122.91,37.60,132.22,15.90,77.73,66.21,175.87,6.44,103.81,236.33,30.03,121.44,195.71,260.80,37.69,52.64,89.94,59.41,208.96,184.25,55.73,34.42,112.80
11.06,202.72,19.39, ,140.83, ,193.64,226.34,101.35,91.93,69.21,113.44,226.64,264.86,248.15,213.97,40.13,277.55,172.41,175.59,137.77,60.18,31.24,262.74,265.50,23.88,206.00,12.89,135.01,115.01,277.02,144.10,254.01,260.01,118.59,294.87,108.62,287.78,41.57,272.45,5.18,41.79,133.65,43.82, ,158.84,9.44,195.92,141.83,286.61,136.16,263.13,230.82,80.30,59.75,43.13,36.00, ,247.17,163.29,141.77,149.83, ,37.65,231.76,107.08,147.75,40.57,35.77,129.05,42.06, , , ,182.89, ,130.06,227.53,139.52,270.89,28.40,122.62, ,229.70,35.77,219.08,208.71,275.70,232.54,171.67, ,54.56,184.36,140.13,5.67,235.13, ,263.53,135.38,173.13, ,208.90,21.29,146.73,31.24,144.29,43.19,15.86,4.39,282.36,12.10,124.17,264.59,210.77,272.31,122.82,236.65,275.42,87.26, ,118.50,13.99,36.84,30.08,180.40,116.95,242.40,149.09, ,286.02,19.26,234.86,295.73,173.80
129.45,93.29,79.55,13.14,123.79,123.86,69.55,75.32,296.57,243.55,249.87,286.61,187.91,111.21,92.98,154.78,246.07,221.58,35.02,119.40,123.86,117.18,297.42,287.88,72.80,180.19, ,166.80,48.91,103.01,181.24,87.34,34.09,25.24,70.43,179.10, ,122.36, ,119.78,265.11,11.72,293.96,57.54,26.18,249.02,39.01,217.21,233.92,161.76,11.01,219.12,161.43,12.47,280.17,146.77, ,158.49,239.97, , ,219.04,49.74,44.82,265.44,113.92,32.93, ,265.13,117.85,295.14,34.41,262.57,220.58,39.66,148.57,261.74,151.57,299.04,12.37,165.23,292.96, ,66.04,181.60,127.57,53.38,42.57,220.47, , ,263.41,277.63,273.38,47.50,225.96,253.30,112.53,97.96, ,164.00,234.93,31.78,275.62,285.66,210.14,253.57,172.81, ,68.74,243.75, ,169.71,132.82,176.07,72.66,23.00,274.78,158.91,201.03,296.24,138.84,96.10,245.58,57.61,37.65,206.16,175.73,217.43,50.57,278.23,164.07, ,138.86
218.80, ,53.33,46.89,48.05,284.57,111.89,256.04,38.39,3.43,238.06,222.67,14.37,111.87,202.12,17.30,90.57,21.48,4.38,36.07,211.35,46.06,62.82, ,101.21,176.19,102.37,237.99, , ,202.87,41.00,7.15,165.20,223.76, ,292.13,226.68,65.81,226.71,274.85,229.85,275.66,241.52,183.16,184.14,235.39,63.05,181.15,175.22,189.10,225.28,229.50,84.70, ,11.41,99.55,53.80,86.54,180.22,182.13,43.40,148.12,267.22,98.54,33.37,121.65,74.84,147.20,87.58, ,98.98,151.06,20.26,296.40, ,155.66,182.72,105.54,116.45, ,214.99,222.35,126.97,139.39, ,66.18,129.76,16.40,268.74,116.49,222.66, ,78.32, ,277.38,242.05,215.37,8.81,53.39,47.65,212.74,180.69,94.91,96.61,106.68, ,223.16,260.23,152.35,95.95,15.92,5.61,153.93,118.56, , ,122.26,104.66,264.16,94.66,180.20,81.28,243.54,69.42,63.32,242.32,285.33,97.83,67.98,127.59,26.37,78.45,101.09
148.38,266.70,39.86,149.01,92.46, ,161.88,188.91,238.63,68.98,146.01,264.85,187.52,124.14,229.84,6.24,121.15,79.65,111.34,213.20,19.01,58.07,2.06,264.53,295.15,137.57,93.45,238.94,253.81,186.10,35.85,296.61,263.83,221.19,2.81,7.65,140.13,202.70,12.69,82.89,200.75, , ,22.88,275.16,151.03,160.34,53.60,43.89,233.20, ,236.01,100.25,239.59,160.53, ,27.76,186.50,85.14,222.70,123.46,84.70, ,245.04,112.73,205.25,35.19,222.76,269.79,229.03,188.97,291.17, ,155.85,45.83,289.64,49.00,166.40,87.58,78.74, ,180.73,168.41,24.53, ,294.33,116.15,3.15, ,70.79,50.73,68.86,14.56,40.71,203.78, ,129.31,164.19,133.88,35.97,42.93,236.92,241.32,240.97, ,135.85,281.81,40.18,178.30,88.05,182.39,93.43,121.15,261.82,180.47,24.68,23.14,167.20,93.15,1.36,179.05,52.88,23.80,211.53,147.80,121.13,291.42, ,112.57,89.65,141.62,125.95,93.00,239.09
70.92,154.76,38.41,161.42,15.78,110.80,102.28,39.02,101.80,260.29,214.72, ,56.34,141.59,212.80,67.32,190.29,220.96,265.09,160.26,228.73,275.17,217.02,185.64,187.35,9.79,53.94,117.35,179.53,238.51,78.31,158.53,232.52,267.44,292.44,61.98,242.44,67.79,122.70,208.95,92.64,111.77,278.46,256.86,188.06, , ,201.21,234.97,188.36,31.34,30.11,101.97,130.47, ,253.17,40.97,215.82,74.99,238.17,19.26,192.17,46.48,115.84,93.51,43.70,280.91,26.03,26.46, ,196.22, ,19.40,121.11,131.27,297.63,200.20,165.60,231.53,250.91,67.42,296.94, ,277.85,66.38,62.08, ,258.30,114.68,67.13,212.92,131.88,267.83, ,133.42,158.97,75.37,112.92,203.28,160.15,259.66,233.21,291.50, ,187.06,257.73,240.46,152.58,81.21,104.43,253.83,167.63,4.25,112.25, ,36.30,158.39,210.72,17.70,281.61,89.28,255.46,226.75,196.04,207.33,103.53,270.27,83.62, ,157.60,160.72,118.15,293.24,55.63
