Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92
237.76,249.16,287.91, ,5.82,214.81,62.07,145.54,265.12,50.06,208.44,296.15,275.88,161.82,225.55,181.05,41.26,77.47,87.17, ,92.99, ,47.48,288.43,3.44,1.09,119.34, ,115.48,260.40,98.46,280.49,67.37,243.22,186.28,253.80,199.76, ,110.81,189.63,287.30,52.80,246.57,197.91,287.62,191.49,233.02,23.04,145.17, ,11.80,281.71,105.15,12.40,292.28,102.08,93.97,144.32,241.73,280.27,4.08,64.30,47.84,69.68,287.28,119.73,125.67,277.87,166.28,173.57,158.34,182.10,88.66,244.50,5.54,59.81,258.84,271.05, ,265.30,96.79,253.72,263.70,234.53,31.20,260.43,34.32,125.68,125.02,137.59,184.76,287.29
298.64,76.48, ,41.78,199.06,10.82,143.51,90.26,206.94,190.79,0.56, ,193.65,155.42,279.65,71.03,145.61,98.42,292.78,263.87,99.76,60.70,287.19,45.75,143.38,108.35,12.56,270.10,87.68,237.45,165.71,34.27, ,132.69,70.92,197.27,133.15,181.49, , ,134.39,261.31, ,255.21,89.55,65.15,50.83,244.55,11.08,227.85,111.51,160.14,58.52,278.05,162.42,288.25,121.54,132.71,193.20,235.32,261.65,254.16,204.11,256.66,269.25,136.14,274.25,73.07, ,107.72,116.98,78.80,192.76,62.63, ,253.82,218.76,236.32,214.34,256.21,202.82,137.39,56.10,221.61,189.52,236.89,104.89,58.87,200.87,97.44, ,51.26
125.35,208.06,181.07,254.47,251.31,189.46,236.02,211.89,190.62,2.07,4.69,229.55,211.05,136.94,22.27,151.43,154.92, ,35.99,100.36,59.30,277.52,216.31,261.46,169.25,283.57, , ,269.49,204.79,42.41,107.44, , ,85.53,100.94, ,201.30,162.68,187.10,97.89, ,79.38,34.99,74.90,56.70,48.87,96.86,26.23,181.54,209.10,170.32,60.60,215.90,25.92,179.93,1.80,262.36,48.23,111.38,92.14,124.01,226.84, ,253.07,272.64,292.51, ,205.93, ,121.83,235.16,119.78,299.67,110.61,278.89,25.01,206.41, , ,194.54, ,147.61,111.16,68.41, ,274.34, ,96.17,253.94,151.34,93.70
212.81,60.88,32.33,233.48,80.13,194.57,119.42,148.53,235.60,1.71,191.28,63.93,124.98,81.47, , ,58.32,182.50,59.94,127.70,214.86,274.32,280.45,151.61,24.33,45.91,132.35,119.46,224.63,214.15, ,34.21,279.09,63.77,127.03,225.98,193.47, , ,114.26,154.52,212.85,289.15,74.08,58.35,150.97,184.51,223.57, ,202.65,102.12,112.83,226.93,274.20,28.05,174.99,131.62,129.41,107.38,147.43,126.65,184.69,2.29,53.02,80.11,206.81,256.61,262.96,252.91,244.27,214.26,197.53,237.50,119.22,95.24,78.60,84.43,51.34,5.05,7.73,60.02,267.39, ,230.35,187.09,144.44,81.77,65.58, ,92.52,246.09, 
24.68,297.95,160.98,293.02,92.41,25.36,45.57,241.13,242.17,143.44,296.28,50.32,52.85,154.38,197.61,213.24,151.78,210.26,295.86,278.11,281.46,95.22,45.46,2.96,164.58,74.24,71.60,222.71,76.09,54.19,272.36,230.94,196.37,175.04,49.26,240.50,94.82,289.10,55.88,1.25,91.60, ,146.89,119.42,272.36,26.70, , ,232.00,110.38,91.39,58.16,277.26,76.56, ,97.12,143.92,271.71,69.09,82.41,41.61,177.02, , ,286.67,110.09,106.03,294.42,177.15,120.05,52.73,261.69,235.92,248.20,41.13,129.83,221.95,178.46,49.41,277.05,255.73,239.10, ,233.52,83.28,24.60,262.41,269.83,110.58,60.45, ,77.75
240.10,19.48,98.67,78.65,104.96,162.87,96.14, ,0.69,187.27,160.42,199.95,261.92,205.69,28.73,100.13,262.36,196.24,198.50,159.58,70.09,288.07,59.33,63.73,88.72,163.75, ,243.78, ,191.46,166.29,196.62, , ,284.45,100.98,18.25,178.48,285.74,241.19,18.91,189.44,24.33,181.38,296.97,169.75,97.36,196.02,251.58, , ,289.08,208.32,151.08,37.69,253.35,181.88,283.79,79.89,124.50,214.07,140.09,9.91,119.85,231.43,1.62,7.46,61.08,298.03,2.58,48.98,14.59, ,298.38,8.08, ,269.35,248.15,4.38,46.89,163.98,195.67,224.08,156.30,118.90,197.33,190.05,77.41, ,5.60,179.34,209.52
283.03,254.17,134.46,139.36,76.21,154.36,41.76,98.11,176.39,224.25,142.49,75.27,47.72,4.60,180.78,291.29,88.18,40.58,18.43,232.56,213.22,94.10,42.28,120.23,106.27,176.82,221.74,188.04,9.43,227.39,261.45,33.22,283.66,156.29, ,88.85,27.42,260.64,106.84,250.17,159.33,89.62,38.70, ,120.74, ,48.13,256.46,268.22,250.48,162.38,156.22,119.11, ,79.75,122.62,263.75,292.13,125.03,119.40,8.84,205.17,288.28,260.31, ,266.40,150.41,158.14,80.01,190.26, ,203.84,189.80,253.83,248.29,88.39,239.25,7.83,101.09,284.60,251.20,27.80,243.39,14.92,236.59,140.27,49.17,250.79,211.69,120.89,283.49,227.66
6.52, , , ,51.77, ,43.29,278.34,283.58,157.28,43.16,228.72,238.70, ,11.66,19.48,173.06,40.54,265.96,201.88,89.93,16.50,264.94,200.96,224.60,229.42,197.81,255.04,116.49,89.16,198.23,61.30,9.91,207.36,116.25,156.12,30.89,128.81,113.63,67.97,184.42,64.56,175.19,10.07,11.72,119.83,207.88,281.23,282.97,193.67,297.83,5.40,222.41,24.54, ,92.51,48.40,138.83,265.09,140.71,170.14,76.61,147.83,61.32,240.71,259.29,247.74,45.33,231.48, ,267.52,93.51,91.92,180.62,148.51,63.27,209.18,181.90,151.05,50.59,80.35, ,120.29,185.04,224.71,45.16,84.05,19.22,180.60, ,103.16,45.51
156.45,169.65,243.96, ,294.55,258.33,113.33,243.30, ,168.01,289.40, ,78.08,24.80,15.59, ,66.75,228.28,31.46,261.53,118.62,269.97,97.85,169.32,208.33,120.71,282.60,170.05,188.18, ,146.86,237.62,65.32,136.99,45.84,250.05,53.54,291.24,187.42,278.85,164.59,184.59,129.16,110.98,182.88,217.07, ,154.69,157.88,75.43,214.92,96.44,63.89,227.42,73.43,152.27,48.28,21.90,127.98,100.19,199.47,55.77, ,210.46,144.59,243.09,294.46,87.42,17.33,158.07,46.85,43.01,90.04,206.06,169.81,179.43,197.53,177.97,116.23,60.04,55.46,127.07,65.30, ,273.55,99.54,185.27,158.10,185.39,113.18,115.53,284.56
16.32,23.11,67.28, ,164.23,245.72,133.66,59.36,284.57,48.92,35.69,185.73,89.43,285.24,274.61,109.84,120.35, ,29.36,116.28,292.40,244.14,278.83,43.06,239.73,277.12,229.16,153.09,270.60,86.46,286.78,205.71,10.84,249.39,94.77,38.62,210.83,70.87,237.92,117.87,7.41,145.01,276.16,37.79, ,124.25, ,14.74,103.58,214.94,65.78, ,104.41,29.48,167.75,25.09, ,202.74,132.00,225.66,45.84,54.91,87.71,53.16,45.87,128.04,209.72,75.99,164.58,65.07,266.93,156.51,58.76,233.99,252.99,193.67,119.66,159.52,19.10,291.86,65.65,11.13,77.70,165.78, ,230.85,120.88, ,71.79,42.39,100.23,272.89
70.69, ,230.21,29.39,249.03,35.31,22.78,241.95,117.34,263.84,177.26,278.02,156.52, ,162.29,64.56,60.75,227.74,65.46,100.43,133.94,70.43,134.85,240.14,139.33,208.59,1.64,165.54,149.83,97.61,199.01,147.32,297.42,30.79,259.97,98.00,243.30,92.10,190.42,22.89,156.62,217.27, ,82.81,74.62,284.29,113.98,234.07,143.88,104.53,269.09,4.75,179.05,155.10,63.61,68.68,226.68,298.56,36.42,104.32,135.01, ,20.73,297.16,224.14,158.48,162.29,277.89,55.67,190.81,267.86,73.93,241.29,213.07,287.89,132.60,260.39,274.89,206.27,181.83,131.19,138.27,218.34,196.28,131.18,279.26,101.69,13.55,4.67,71.27,52.00,226.03
55.74,293.51,172.98,92.42,215.65,297.64,46.85,108.00,281.00,277.06,140.46,125.68, ,196.95,269.23,63.72,156.55,275.14,137.62,210.99,66.13,139.42,188.53,8.11,14.34,43.62,235.83,222.71,251.46,218.64, ,282.36, ,247.00,195.59, ,106.58,94.06, ,294.18,99.15,203.36, ,246.98,33.50,169.28,74.33, ,291.03,249.08,256.67,133.13, ,28.13,174.95,266.12,57.39, ,190.87,96.44,125.04,128.78,232.56,98.93,166.14,103.50, ,60.17,250.75,234.60,191.93,121.62,216.68,66.28,69.88,74.21,109.24,68.11,70.05, ,211.88,22.74, ,140.36,54.92,288.97,69.99,99.07,38.96,70.61,293.53,89.44
79.82,205.22,32.53,285.13,187.15,288.05,107.03,278.08,219.52,151.47, ,250.54,186.91,251.72,259.82,81.58,172.03,232.78,12.80,5.09,95.20,266.16,100.58, ,262.53,242.87,3.60,64.54,277.73,136.43,290.65,51.45,100.68,250.99,44.51,125.73,162.44,136.78,106.17, ,36.71,82.59,88.02,131.47,298.45,62.04,209.20,272.79,127.26,253.38,230.99,35.67, ,89.63, ,195.80,74.27,28.71, ,116.73,165.02,132.81,146.67,150.58,17.45, ,194.06,35.81,46.85,78.95,161.10,252.00,220.70,289.41,183.14, ,17.50,150.78,129.35, ,279.94,212.41,150.27,12.81,231.52,257.55,22.68,180.09,175.56,0.96,50.21,187.92
201.59, ,51.89, ,246.85,274.83,204.87,265.74,11.16,277.34,207.73, , ,274.70,188.60,127.89,159.76,55.17,91.71, ,296.95,60.10,261.74,87.00,185.11,97.99,282.02,290.09,154.07,187.03,14.31, ,19.61,266.53,7.42,289.82,229.69, ,254.70,196.47,181.36,97.72,62.61, ,67.58,59.17,92.40,233.56,193.18,97.23,63.16,166.13,172.18,209.74,50.52,226.86,106.55,163.51,215.77,76.39,163.85,202.59,4.54,152.89,89.32,57.44,54.78,205.46,19.40,257.35,40.38,135.71,37.37, ,253.13,92.31,121.55,139.07,232.40,230.69,64.55,187.56,235.60,122.48,130.54,119.91,278.05,36.17,41.49, ,294.62,233.21
114.65,70.17,93.47, ,223.60,3.97,26.97, ,149.45,52.83, ,253.29,226.16,190.16,24.86,262.27,264.27, ,125.35,25.06,8.94,142.42,135.59,134.28, ,78.98,280.77,111.70,266.75,168.29,47.91,20.82,136.99,95.48,294.76,31.23,76.10,147.31,276.68,261.63,8.38,278.72,275.33,34.66,9.59,8.05,247.40,139.77, ,235.25,6.31,150.69, ,291.78,260.39,178.66, ,187.04,242.73, ,33.15,180.04,113.80,100.24,216.96,145.59,175.26, ,232.20, ,65.24, ,25.64, ,247.66, ,210.29,296.41,15.86,28.29,21.06,158.83,133.34,227.85,274.10, ,206.30,67.67, ,122.20,192.13,244.84
175.62,214.83,3.38,79.28,289.28, ,148.12, ,246.96,143.22,3.34,127.36,207.55,128.13,96.09,85.14,252.37,266.68,57.06,223.20,49.36,185.84,36.97,42.31, ,151.59,149.19, ,240.27,284.10,123.21,276.46,135.85,154.22,178.84,147.62, ,196.98,288.70,158.82,21.84,297.23,67.62,261.57,86.69,56.93,95.01,207.60,26.28,91.44,2.31,276.43,105.58,226.21,152.93, ,174.77,27.03,263.57,9.76,260.14,93.33,76.57,98.89,10.03,105.23,224.68,115.26,213.54, ,7.82,40.27,16.36,64.64,199.80,74.32,198.22,29.53,132.45,188.39,23.31,251.47,35.44,277.41,272.97,19.71,107.67,18.40,296.21, ,196.00,262.91
 ,18.79,8.85, ,197.24,198.32,248.95,43.44,37.87,54.67,286.72,13.55,74.49,255.57,185.35,35.78,281.13,282.62,53.98,118.09,198.27,13.85,98.30,77.57,274.19, ,260.92,165.56,32.25,207.00,134.92,79.79,189.43,167.79,79.99,38.86,278.28,293.26,82.10,97.39,156.46,130.85,187.40,68.80,245.98,263.66,184.09, ,73.51,133.88,149.44,33.14,192.16,122.11,99.03,9.36,160.83,208.74,126.40,47.00,151.13,9.72, ,53.16,280.39,32.00,272.06,7.82,138.03,223.01,123.79,59.37,88.21, ,66.41,15.55,170.82,136.20,98.72,233.70,23.48,28.83,28.37,5.97,112.74, ,162.75, ,222.11,67.89, ,134.30
 ,112.59,28.46,192.65,104.43,253.01,36.92,145.96, ,125.69,192.02,251.41,165.37,282.44,113.94,232.85,102.37,34.43,167.81,273.44, , ,211.53,191.80,79.42,282.26,188.81,237.38, , ,257.50,29.78,148.61, ,250.98,27.71,269.79,5.21,130.75,139.84,51.89,143.63,64.50,174.37,286.13,85.34,272.09,118.66,62.95,36.82,183.28,45.70,91.55,81.38,211.00,286.50,3.46,248.45,178.88,6.74,137.41,253.89,6.43,153.03,153.85,83.31,254.38, ,45.93,271.59,90.92,254.73,196.27,2.26,263.74,270.98,262.49, , ,69.49,225.02,9.04,222.18,69.24,236.39,79.10,232.03,70.88,158.86, ,206.34,236.79
116.36,19.18, , ,274.62,109.80,175.20,99.90,127.03,257.10,230.20,111.21,195.41,52.14,3.88,265.87,91.41,11.56,119.58,47.07,134.97,264.33,152.15,118.31,215.32,158.36,199.93,38.80,121.08,83.34,49.42,65.62,131.43,251.43,227.50,45.21, , ,72.64,73.76,286.70,266.35,134.60, ,173.40,235.70,44.96,13.77,126.28, ,203.46,176.61,104.54,193.43,231.34,267.44,157.01,294.18,99.21,289.66,2.18,149.53,296.25,280.30,36.47,16.01,240.95,70.89,114.43,5.41,230.39, ,87.40,45.05,26.20,200.43,272.71,154.86,298.81,7.45,144.06, ,140.94,50.16,128.84,4.45,155.53,207.73,10.38,166.63,18.53,100.92
58.72,2.48,205.12,189.10,296.61,219.46,25.44,201.39,222.71,157.10,51.38,140.99,263.83,200.17,93.62, ,152.34,132.45,112.53,223.09,281.62,163.26, ,132.89,188.36,226.41,133.83,110.28,39.54,282.44,56.47,240.82,228.40,18.89,260.75, ,204.55,194.12,104.70,200.70,116.58,51.69,90.13,272.32,69.02,47.39, ,123.45,289.34, ,8.23,58.53,199.70,297.66,30.89,22.04,227.64,187.89,0.65,8.80, ,77.81,90.36,122.29, ,111.63,133.88, ,113.69,146.18,17.73,226.71,251.86,23.60,165.69,178.77,112.75,159.55,172.11,84.20,258.08,151.78,112.62,295.59,204.78,163.63,169.15,6.01,14.49,197.42,176.38,69.00
