Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120,Col121,Col122
167.25,137.29,289.39,27.15,129.64,112.95,11.72,239.43,288.83,140.18,141.19,113.47,207.80,32.37,229.81,75.05,188.94,249.94,37.54,122.55,160.83,279.69, ,219.12, ,244.12,210.13,61.91,256.26,45.47,82.04,190.11,72.34,69.43,257.38,299.37,274.14,15.43,32.75,172.96,128.27,43.18,202.40,61.99,74.80,147.27,82.74,13.93,116.43,177.37,190.34,153.73,36.94,118.32,246.60,187.56,108.36,113.26,35.82,169.40,282.70,267.46,54.06,220.52,64.76,244.29,274.63,119.58,267.19,81.25,229.18,288.65,199.54,48.29,277.15,45.99,234.36,25.29,294.85,158.90,43.70,14.71,201.21, ,168.40,111.15,1.37,70.83, ,172.74,214.87,4.88,109.74,274.32,227.66,80.85,28.78,189.75,142.88,177.79,259.35,283.93,251.35, ,290.26,285.11,258.26,82.33,244.74,193.44, ,162.60,35.79,285.17,234.87,16.49,0.83,62.64,17.37,48.64,4.25,114.85
50.29,164.04,194.59,162.85,134.84,135.00, , ,96.16,248.22,264.37,88.49,233.80,41.01,235.60,74.47,126.97,0.30,94.17,176.62,169.26,282.48,182.09,124.43,51.03,90.90,21.70,42.42,285.25,237.93,128.69,271.31,137.16,246.67,166.50,188.36,134.74,40.02,70.16, ,121.19,85.97,258.79,179.02, , ,152.22, ,164.62,46.79,114.40,233.11,116.74,16.67,292.30,268.31,221.14,183.65,49.36,117.03,199.27,265.34, ,136.81,48.16,299.65,94.00,283.05,109.85,91.56,96.82,29.64, ,293.02,227.63,63.18, ,262.45,22.44,259.52,77.02,138.86, ,232.85, ,7.75,145.19,240.96,247.56,101.29,263.62,244.59,207.41, ,169.86,85.55,24.75,71.06,83.66, ,16.52,130.74,97.13,123.58,217.95,8.68,88.10,163.46,278.30,21.93,240.73,126.95,111.91,5.82,155.42,234.41,71.05,196.20,41.10,206.26,90.92,278.29
187.23,211.70,212.63,206.93,20.79,88.13,105.64,277.05,247.50,132.99,276.62,186.72,48.97,276.77,7.91, ,195.14,230.60,9.44,267.60,185.02,250.92,107.12,294.77, ,206.23, ,182.85,197.64,279.32, , , ,132.39,193.67,68.72,238.63, ,101.43,223.42,135.69,97.23,98.71,36.69, ,219.54, ,120.10,288.76,28.75,129.82,180.96,235.57,297.65,57.25,286.50,151.44,11.21,252.65,38.26,109.78,208.87,136.92,249.54,26.40,112.97,145.14,215.23,129.24,249.24,11.96,167.16,57.93,112.06,288.28,299.91,289.09,138.07,237.76,251.68,65.90,120.39,58.59,291.76, ,241.00,260.47, , ,234.67, ,245.24,86.25,206.20,153.94,201.34,131.88,55.87,217.68,108.83, ,100.59,160.38,238.40,218.33,244.71,299.73,98.24,266.88,14.06,197.33,243.56,190.22,44.91,14.25,196.82,133.05,154.60,39.00,114.28,272.89,110.33
239.62,80.49,251.95,248.72,152.88,138.32,288.86, ,3.11,27.92,237.44, ,230.87,241.24,21.66,104.14,186.75, ,267.24,292.50,198.99,214.67, ,257.77,163.33,83.23, , ,205.17,225.09, ,166.33,228.10,285.34,267.21,100.64,279.37,296.25, ,210.92,215.02,49.74,257.56,46.08,209.83,216.46,87.30,1.25,51.01,253.84, ,282.94,283.38,4.87,140.66,190.55,154.80,160.02, , ,279.24, ,230.49, ,17.80,38.99,181.52,240.14,169.62, ,153.00,209.21,26.04,23.17,3.80,296.34,99.21,216.20, ,146.69, ,164.49,268.90,209.99,90.93,259.22,106.95,199.40,244.84,165.17,61.76,50.42,105.93, , ,39.99,168.81, ,33.30,138.39, , ,275.02,187.20,185.98,188.43,244.27,67.32,175.63,262.71,42.21,281.16,152.33,233.14,90.23,56.71,150.53,156.60,12.16,114.59,43.23,100.29
116.88,199.78, ,162.49,146.11,207.39,127.16,143.58,218.37,274.15,260.56,3.59,219.44,200.70,90.63, ,78.13,85.48,13.10,140.40,35.48,146.72,242.38, ,159.82,199.53,40.20,41.25,246.20,91.19,78.26,50.60, ,71.19,237.86,270.98,23.62,193.49,252.39,145.19,295.69,241.43, ,101.52,122.41, ,213.60,209.84,245.22,55.37,287.57,100.71, ,124.33,264.98,217.41,139.87,96.54,200.74,256.89,97.10,49.98,292.89,138.53,189.81,143.69,32.07,6.93,208.41,255.65,125.93,274.24,132.37,144.07,296.98,35.37,180.25,22.77,29.94,261.46,205.80,125.97,242.06,228.50,264.15, ,90.08,298.11,189.59,199.95,65.87, ,159.96,43.41,54.29,44.04, , , ,119.06,62.95,116.22,216.11,237.29, ,235.39,247.18,262.01,70.16,127.94,144.07,112.85,244.71,214.11,106.74,56.87,97.95,110.68,224.94,248.66, ,184.05
115.83,255.22,258.50, ,188.61,285.00,260.56,158.36,167.51,209.67,259.55,233.21,18.99,181.28,89.28,151.70,165.75,37.70,298.53,265.10,18.03,188.61,179.82,153.26, ,62.93,271.62,204.92,89.55, ,57.20,273.05,234.83,248.93,290.26,228.36,134.62,205.47, ,85.29,78.23, ,141.17,53.89,9.26,1.27,18.85,224.68,267.36,130.70,132.04,163.76,76.32,6.78,21.61, ,91.82,199.70,151.15,227.98,13.29,64.15,42.56,10.29, ,169.80,6.27,286.12, ,62.43,69.01,190.03,111.30,10.74,155.94,15.03,224.77,107.63,113.93,111.53,184.65,294.03,207.77,35.93,58.10,246.21,142.58,127.87,118.08,264.87,0.51,57.94,8.21,214.19,15.76,246.37,227.21,250.22,236.26,212.78,84.52, ,227.10,249.34,113.32,145.85,88.46, ,13.73,10.83,256.11,253.64,227.00,142.87,15.83,163.37,73.50,87.61,174.99,144.31,196.15, 
283.49,27.56,34.45,139.60,117.63,216.02,93.19,162.98,112.70,133.78,15.62,128.93,256.66,54.91, ,287.18,91.41,242.00,42.35,59.77, ,225.95,241.26,17.61,289.55,46.36,171.63,205.00,272.57,212.32,174.29,14.66,111.65,30.73,64.90,91.59,55.40,290.37,36.68,100.90,138.30,149.55,209.24,10.48,216.21,209.29,243.04,179.23,246.50,86.51,44.20,81.03,195.64,96.26,79.39,258.55,44.42,227.61,162.65,135.46,160.90,169.37,268.70,158.64,258.55,226.60,123.26,102.35,79.04,251.22,95.77,76.11,17.87,93.85,241.81,259.39, ,128.76,242.76,65.29,135.90,84.55,133.70,241.00, ,139.61,29.65, ,105.75,31.47,169.42,51.28,171.38,72.79,60.65,177.50,173.51,136.39,152.04,50.24,122.70,232.65,251.11,240.12,243.60,166.33,183.57,211.75,71.61,55.09,0.10, ,173.60, ,131.66,64.69,191.07,103.36, , ,291.75,111.33
25.62,48.37,195.28,264.15,244.67,99.15,251.84,118.37,151.95, ,216.64,186.93,235.30,217.95,2.40, , , ,78.77,206.81,246.23,240.93,190.20,135.66,97.43,39.87,204.06,166.01,222.65,271.28, ,261.05,159.97,173.44,140.92,64.39, ,235.35,296.69,95.98,267.59,86.38,142.79,43.18,26.43,278.85,199.13,258.77, ,20.92,184.39,167.82,276.81,184.13,270.30,128.69,277.27,189.03,164.89,27.90,205.91,152.55,192.86,162.39,46.19,35.95,45.16,179.37,177.38,54.68,73.17,250.32,205.48, ,70.37,63.06,224.74,96.62,249.66, ,277.34,174.08,92.78,217.07,241.21,35.64,242.13,179.26,159.25, ,194.41,50.64,99.18,14.27,103.75,11.79,241.28,268.59,266.76,171.64,129.03,274.55,208.22,4.19, ,88.93,137.03,183.12,43.22,108.77,262.25,250.81,13.98,25.34,91.56, ,30.48,106.29,167.13,88.40,115.17,260.24
168.04,130.76,247.50, ,186.52, ,137.33,158.00,33.60,53.69,266.75,288.97, ,156.09,177.60,202.73,287.65,76.65,281.14,139.43,110.50,221.91,163.28,112.53,263.77,179.11, ,263.28,278.88, ,66.43, ,269.16,70.65,215.33,100.67,102.00,65.02,292.98,291.23,132.07,186.92, ,97.46,259.03,255.87,52.56,241.59,291.47,206.21,295.59, ,250.11,282.75,98.73, ,89.97,166.73,85.81,202.37,214.88,180.24,172.91, ,114.50,184.52,274.57,190.36,207.20,114.13,155.59,165.68,2.84,56.98,150.37, ,33.65,273.22,80.50,146.68, ,215.05,155.40, ,45.76,60.80,147.10,41.81,116.42,62.81,289.05,31.35,84.08, ,57.31,274.16,125.57,164.08,105.79,230.23,65.24,20.19,110.30,293.28,87.34,233.08,214.39,299.67,289.42,91.96,43.55,250.17,13.83,209.73,133.74,79.01,103.15,150.45,70.13,83.71, ,16.79
283.46,125.46,211.54,273.73,233.69,208.44, ,22.69,173.31, ,252.32,255.65,205.86,121.65,252.80,118.66,104.91,191.72,283.88,120.51,61.53,297.45,157.01,292.66,224.44,22.04, ,277.69,110.35,49.93,99.58,278.59,133.97,260.89,64.58,184.86,125.67,19.64,96.07,88.30,295.21,287.65,141.89,100.25,112.12, ,211.70,90.77, ,171.48,77.55,5.90,258.24,201.47,227.21,48.65,263.16,252.90,215.83,216.15,47.03,166.26,239.96,249.98,58.71,162.58,57.52,98.67,0.04, ,227.26,42.28,260.84,195.67,1.97,127.80,37.49,184.31,96.03,146.68,288.51,179.44, ,47.92,41.41,223.58,275.22,77.34,182.10,113.66,165.44,221.56,141.61,67.79,173.66,185.00,286.11,69.97,178.79,34.32,165.85,255.26,179.17, ,61.27,172.71,61.51, ,245.00,154.21,156.76,10.39,218.40,194.90,107.38,106.26,293.91,99.60,113.17, ,172.23,177.83
195.06,21.76,184.34,125.86,296.97,207.52,72.14,233.64,11.40,166.77,1.25,252.71,252.05,232.17, ,110.00,166.58,190.98, ,31.19,130.81,117.82,66.89,242.35,250.47,7.87, ,9.12,59.57,208.17,191.71,262.57,201.66,51.05,267.38,123.83,115.54,49.28,218.88,96.23,189.71,227.29,156.85,263.07,195.95,207.47,203.69,89.36,299.19,197.99, ,21.82, ,173.81,94.56,186.55,12.11,240.78,83.21,175.81,14.05,217.52,159.41,91.55,226.56,89.17,57.30,146.38,155.00,202.64,112.89,140.35,165.45,64.40,178.76,294.95,11.97,114.32, ,205.87,260.25,209.32,53.91,231.19,278.62,211.88, ,1.07,189.27,149.66,115.18,193.88,221.23,22.60,77.23,241.42, , ,106.69,291.95,32.52,208.94,213.07, ,214.14,237.44,55.32,195.84,84.99,4.97,28.57, ,84.86, ,101.38,72.14,211.93,235.23,211.41,126.20,267.30,254.19
121.00,95.85,93.25,22.82,171.69,138.74,136.25,205.22,40.67, ,252.60,75.57, ,294.70,239.76,32.27,166.75,203.46,170.13,143.44,94.94,244.35,254.90,54.37,18.23,137.47,47.64,234.15,8.52,205.30,190.86,142.23,90.85,20.20,42.41,153.93,178.78,71.03, ,125.40,197.10,131.27,268.08,289.82,257.09,86.75,109.53,47.60,115.17, ,76.15, ,230.07,229.76,44.08,207.21,57.24,89.92,159.98, ,149.80,94.16,26.20,178.00,47.12,165.69,232.46,276.11,171.91,213.19,293.24,107.47,33.87,252.65,71.77,59.45,250.10,290.04,153.14,26.82,213.18,40.67,134.35,129.07,265.94,206.52,18.90,121.91,225.78,275.14,85.21,219.12,188.20,11.62, ,38.44, ,230.95,136.02, ,265.10,265.00,278.09,26.27,46.10,217.86,54.18,205.86,134.53,276.97,252.79,120.91,259.91,222.17,247.31,241.23,59.04,219.77,130.42,29.21,25.07,297.17
162.48,168.02,144.20,40.71,163.30,88.21, ,10.38,220.22,6.62,56.89,52.39,43.28,123.22,23.50,216.96, ,119.99,229.79,115.75,61.18,132.11,102.25,159.77,25.24,174.25,214.52,210.25,130.38,131.76,232.18,267.14,134.82,5.69,51.32,35.10,100.49,261.89,272.24,70.38,279.29,155.33,31.75,202.35,274.25,212.31,236.16,241.35,266.58,135.58, ,170.69,168.98,92.29,10.14,142.11,193.24,162.94,118.49,289.39,202.77,192.93,259.66,50.55,38.96,166.21,66.07,187.26,74.80,6.78,193.51,92.56,235.63,173.79, ,163.19,86.79,227.69, ,0.07,176.98,244.13,95.89,80.09,245.25, ,252.03,156.22,32.40,36.54,116.76,171.92,125.42,166.64,154.69,53.18,189.96,45.35,188.09,13.24,0.81, ,252.84,290.17,140.38,90.29,49.89,0.20,6.39,196.47,113.59, ,214.81,204.88,32.56,15.72, ,16.53,98.16,21.93,23.11,21.46
290.59, ,290.79,0.76,297.65,63.28,172.94,6.51,238.26, ,253.98,134.99,298.83,239.87,21.47,183.06,76.39,114.27,164.44,71.52,213.10,177.40,4.72,126.71,93.75,253.31,250.67, ,249.49,258.09, ,221.07, ,297.46,200.12,191.40,139.74, ,271.52,148.86,38.41,58.76,141.36, ,92.03, ,41.52,156.19,164.73,165.08,74.72,150.69,83.44,282.67,294.93,271.88,230.42,119.37, , ,1.26,52.76,220.44,223.44,106.06,153.90, ,228.62,189.43,246.62,54.22,150.63,7.46,238.83,113.79,160.22, ,182.55,30.90,221.56, ,27.62,33.53,81.24,161.93,33.70,126.37,144.13,96.33, , , ,85.21,29.56,192.45,287.01,15.11,177.68,236.19,228.27, ,190.42,272.09,205.44,12.05,75.47,201.15,143.54,132.09,100.06,299.16,278.83,27.29,100.18,123.59,150.31, ,40.73,293.87,60.87,276.90,167.81
11.58,228.82,46.79,182.14,34.70,17.43,221.62,57.38,28.43,293.96,99.52,242.40,299.55,185.73,113.70, ,125.28,290.54,15.01,89.50,60.77,71.06,205.45,75.36,4.32, ,91.29,77.76,46.01,36.96,53.76,285.28,275.93,106.02,268.52,272.79,192.87,93.19,162.06,286.21,73.40,254.23,91.93, , ,109.30,69.67,85.99,278.54, ,84.56,276.97,217.99,109.53, ,20.38,161.39,247.83,145.90, ,237.83,297.87,43.34, ,206.40,200.39,81.13, ,26.33,186.15,184.93,118.93,16.07,138.63,103.42,168.56, ,106.39,170.78,282.86,27.59, ,227.98,204.32,43.68,22.63,174.98,225.52,184.80,149.51,264.26,96.85,258.41,239.21,140.54,180.79, ,70.04,76.93,272.05,187.92,236.38,77.68,43.28,28.74,221.10,249.13,149.01,132.43,21.16,259.31,211.14,291.47, ,68.41,243.61,13.34,218.54,223.99,174.37,91.23,216.67
108.37,292.41,223.13,211.47,70.48,164.63,45.46,245.88,271.24,96.03,35.79,115.68,77.05,255.35,149.29,11.67,262.71, ,185.84,59.44,185.74,3.95,158.89,105.93,121.02, ,105.60,83.35,290.98,211.34,28.68, , ,18.29,44.43,266.90,225.71,45.42,110.18,198.03,11.40,80.97,239.57,38.02,107.85,183.33,275.32,79.81,252.36,174.72, ,141.62, ,247.84,229.21,107.38,17.97,298.03,125.60,285.50,260.52,192.61,112.54,55.86,261.59,290.46,5.02,277.93,144.90,63.40,283.79, ,1.76,199.38,115.16,86.20,97.50,171.38,292.09,297.21,0.90,174.89,10.44,115.14,274.62, ,48.74,106.13,26.46,149.48,210.86,213.36,83.96,61.02,85.00,22.52,101.23,144.33,38.39,53.59,248.67,145.69,119.20,247.50,47.51,272.82,83.43, ,167.40,209.02,64.08,215.23,110.58,177.84, ,151.88,191.92,197.11,97.95,289.42,161.98,142.42
295.30,20.97,93.25,52.32,64.13,201.20,172.25,275.48,125.96,23.89,227.91,55.47,237.32,71.32,81.82,234.09,139.60,220.43, ,272.75,19.25,120.01,206.68,92.38,90.35,151.86,147.66, ,173.52,208.59,109.48,158.58,67.54,298.63,231.03,260.72,273.00, ,89.89,234.24,29.80,102.02,132.81,254.51,123.20,205.09,74.17,226.61, ,224.79, , ,70.12,5.66,206.87,133.00,209.75,138.50,117.29,67.15,274.67,190.16,268.74,13.53, ,131.27,109.60,78.27,17.76,271.08, ,246.59,5.57,209.15,90.69,164.23,93.41,221.49, ,190.23,91.80,126.58,181.74,170.71,201.60,250.00,249.34,119.27,152.45,52.36, ,78.80,224.14,299.66,155.78,35.86, ,90.33, ,272.06,263.49,61.92,182.08,101.30,53.88,181.40,296.87, , ,38.68,247.89,165.57,116.25,201.22,291.76,78.75,285.67,195.90,194.20,282.20,106.93,240.01
65.57,166.25,12.57,181.31,243.26,64.12,248.32,45.48,90.69, ,76.36,99.82,60.67,106.16,284.72,296.19,207.81,139.30,245.64,250.50,287.49,270.22, ,235.56,185.79,216.72,102.62,189.53,143.86,32.74,52.05,196.22,82.78,164.40,74.93,102.46, ,99.84,243.13,186.80,231.34,252.33,15.67,210.58,179.38,274.99,29.95, ,55.05,104.92,84.70,128.08,160.87,287.00,267.32,298.91, ,211.96,284.94,290.79,169.89, ,144.87,203.38,225.20,227.57,177.89,209.96,199.43, ,186.43,297.49,181.84,182.87,255.69,21.44,63.33,116.64,36.20,140.14,291.40, ,21.52,270.87,282.43,2.30,56.73,10.08,67.08,158.57,266.19,182.32,89.71,29.30,109.85,166.61,86.92, ,108.43,70.36,224.08,42.20,297.39,246.74,294.51,131.66,223.43, ,136.10,111.37,274.22,260.92,62.11,106.02,156.27,231.95,271.75,238.38,170.00,155.16,160.33,274.76
35.83,53.44,80.55,37.34, ,298.25, ,46.09,9.73, , ,98.52,114.29, ,284.30,84.63,63.05, ,78.77,234.96,104.79,297.03,70.29,140.38,231.19,267.54,88.82,182.60, ,296.90,267.37,126.96, ,190.01,210.75,181.89,101.00,161.22,128.82,181.08,197.40,155.67,53.19,181.78,131.84,232.69,187.06, ,239.06, ,188.10,41.84,78.93,56.68,240.85, ,121.93,69.05,10.36,287.40,115.78,86.69,155.89, ,69.78,161.58,98.88,25.48,119.67,283.55,44.56,61.85,46.33,285.26,226.91,267.94,35.03,268.45,47.02,293.01,137.05,209.06,204.28, ,23.95,60.18,83.51,262.15,30.92,284.98,105.60,279.39,239.27,255.82,217.55,2.78,204.10,243.41,61.66, ,85.61,276.83,0.40,248.07,292.33,285.10,232.37,283.18,128.61,175.56,71.25,141.14,146.70, ,286.72,226.96,145.79,180.21,144.26,79.77,133.95,129.48
138.91,120.91,147.42,234.21, ,176.82,151.47,125.45,10.24, ,213.62,271.29,163.11,235.44,259.93, ,89.41,288.34,28.04,255.65,281.20,48.53,68.37,181.53,100.49,79.45,105.39,199.22,273.98,134.65, ,204.05,64.12,54.63,139.22,128.00,82.81,190.41,137.82,122.35,190.90,111.10,119.51,18.04,195.93,153.38,7.53,179.09,168.61, ,7.83,72.00,118.14,40.12,279.27,181.31,21.43,122.01,14.95,158.30,239.90,187.05,198.64,231.79,113.08,214.28,200.83,270.62,127.73,77.93,141.28,117.91,154.68,2.96, ,161.26,223.80,90.35, , ,208.29,147.90,135.59,274.62,239.43,249.61,71.52,91.45,174.52,185.46,257.12,98.33,258.39, ,48.74,121.78,206.92,231.46,178.69,255.33,139.70,250.17,20.44,181.32,181.29,236.67,92.59, ,210.97, ,81.73,114.82,82.46,246.61,2.45,214.19,125.86,206.69,143.76,82.81,278.35,160.55
 ,253.14,53.89,156.92,245.84,284.91, ,6.65,252.20,221.26,266.87,220.29,123.16,100.70,89.13,170.06,294.06,202.82,183.79,57.75, ,213.57, ,151.85,258.10,54.54, ,21.41,190.74, ,254.79,255.61,74.72,293.60,255.57,269.61,263.35,193.23,240.93,138.26,277.46,196.83,275.72,53.42,58.01, ,12.80,207.46,18.80,50.32,288.70,57.18,210.08,21.29,25.47,24.45,230.78,15.07,96.53,16.20,240.36,250.59,208.68,9.88,191.19,15.05,6.93, , ,156.77, ,182.23,127.65,213.34,15.55,44.99,192.33,138.26,294.32,65.61,101.30,43.57,8.13,168.42,231.41,237.12,188.63,243.22,119.83,264.74,32.69,33.28,53.45,81.95,262.95,200.15, ,243.72,148.78,94.17,98.59,166.26,68.23,2.47,105.45,49.24,191.72,274.11,112.42,198.69,108.59,60.35,186.90,98.59,171.24,264.82,72.36,29.08, ,31.55,222.16,274.33
82.30,137.11,145.71,97.72,91.34,66.26,30.87,62.78, ,255.54,211.39, ,240.47,279.15,93.59,162.60,64.30,101.22,143.94,184.16,252.84,85.63,239.69,89.42,183.04,258.02,242.37,76.85,154.42,154.87,257.31,15.93,262.38,223.02,64.08,47.97, ,133.59,22.38,125.42,133.13,282.86,98.78, ,281.62,180.38,71.22,153.97,159.30,204.29, , ,189.50,285.28,104.22,294.56,146.72, , ,2.27,101.89,59.35,94.27,220.01,77.41,252.63,190.33,19.04, ,208.54, ,180.72,131.87,242.14,194.69,281.70,64.54,168.02,167.11,63.61,127.77,161.11,77.74,237.32,164.43,5.32,173.19,135.87,61.32,283.64,207.58,152.97,48.93,96.01,283.28,3.17,0.66,191.45,215.72,175.18,191.40,28.19,66.53,69.65,242.06,83.86,18.63,121.77,257.82,283.61,77.41,52.16,151.07,156.47,72.39,146.94,212.14,28.38,39.18,106.52,151.31, 
169.94,252.66,85.03,221.11,247.86, ,25.93,21.91,125.76,214.05,58.09,147.82,104.86, ,211.38,35.80,299.13,228.97,143.25,122.24,40.14,272.26,96.03,140.34,156.98,192.48,292.73,277.50,123.52,263.69,32.75,136.66,205.24,283.67,79.62,112.85,176.01, ,272.04,78.53,273.32,142.94, ,161.60, ,285.13,48.79,277.75,156.69,253.53,293.30,1.94,114.87,275.22,59.89,16.32,197.72,151.59,92.63,202.27, ,187.39,291.39,95.87,64.11,293.20,98.80, ,198.02,110.06,10.06,120.50,8.38,16.02,58.88,17.46, ,260.06,99.90,55.97,291.11,1.27,106.50,279.52,298.09, ,171.33,74.88,126.05, ,142.07,68.94,260.69,232.50,178.63,172.19,228.18, ,229.45,161.17,127.14,27.62,160.96,16.41,190.79, ,200.84,262.34,235.25,299.86,143.78,200.16,113.09,179.28,57.79,28.93,154.04,114.94, ,13.90,81.78,229.65
105.52,63.22,149.43,75.16,130.03,217.34,66.74,25.28, ,52.18, ,206.21,5.72,94.35,64.18,224.30, ,29.83,40.25,57.45,180.28,156.53,291.98,200.68,27.81,141.12,98.63,286.20,37.62,141.39, , ,281.55,294.55, ,34.79,286.69,296.78,217.82,53.31,31.39, ,166.58,28.14,263.99,12.26,277.54,58.86,171.18,26.14,51.78,200.51,242.06,165.06,179.62,56.70,27.17,48.12,79.75,158.96,90.61,45.34,24.87,73.07,144.61,61.77,54.59,64.67,224.08,0.04,225.51,203.66, ,251.78,284.16, ,27.89,176.62,186.80,177.44,97.54,59.09,218.44,121.60,110.33,212.84, ,138.35,53.04,71.53, , ,32.86,83.57,119.48,38.31,34.25,118.52, ,277.83,170.94,257.83,145.12,91.64,9.03, ,100.06,52.36,85.97,280.39,236.73, ,275.03,60.60,239.36,30.48, ,201.42,49.45,161.75,274.33,229.16
 ,29.22,256.15,49.35, ,218.90,147.01, ,267.86,226.35,122.74,124.42,158.24,263.82,2.80,15.25,113.10,62.83,211.72,209.07,60.36,179.97,103.21,291.60,131.07,278.29,174.77,168.18,243.77,73.94,15.94,105.61,37.53,271.36,187.42,210.33,136.63,286.24, , ,10.91,195.78,0.41,91.92,103.56, , ,282.25,266.69, ,4.22,116.91,143.73,163.81,133.96,77.75,169.63,84.71,251.36,216.62,165.84, ,201.53, ,183.78,269.66,247.86,227.95,227.36,62.10,163.18,45.28,269.86,296.51,131.12,128.49,269.79,132.94,195.86,98.24,21.03,51.29,41.78,33.66,50.91,60.32,291.82,155.01,20.51,16.26,99.39,199.37,139.08,164.44,251.04,114.60,30.57,240.96,145.13,41.50,70.37,110.12,207.42,23.88,116.65,79.56,184.88,285.22,11.23,58.91,112.33, ,142.90, ,215.26,149.91,80.56,58.58,282.47,155.82,193.93,46.48
188.51,252.41,255.33,23.38,225.91,187.76,278.62,35.55,111.68,150.63,105.74,82.93,175.22,94.57,211.22,42.64,72.41,273.46,258.69,41.99,132.56,44.86,156.90,5.05,265.87,160.83,64.90,159.83,182.52,9.27,95.45,193.48,46.95,195.61,163.78,190.25,167.35,107.52,15.52,292.84,268.25,53.00,97.44,273.26,167.23,73.70,34.43,130.55,134.11,87.03,263.76,294.24,212.38,155.36,214.33,209.29,1.87, ,99.31,188.97,42.35,152.97,205.93,135.59,254.26,74.33,125.50, ,256.61,48.16,191.89, ,101.18,262.04,60.78,238.58,140.63,121.25, ,27.18,121.56,68.01,88.82,108.81,266.58, ,14.74,296.31,137.55,122.29,160.95,160.95,132.83,80.47,295.18,281.26,188.00,176.94,84.57,280.11,163.69,29.42,222.91,155.66, ,277.96,284.17, ,83.71,22.59,247.93,230.62,126.70,224.94,289.93,200.75,234.51,15.57,242.88,289.67,298.95, 
 ,97.07, ,180.78,202.61,179.31,275.57, ,94.19,50.71,42.96,54.16, ,69.73,258.79, ,57.32,43.98,166.18,71.34,21.83,248.82,182.03,42.35,216.28,23.98,220.65,218.46,44.41,44.54,193.16,216.90,59.92,84.30,101.93,272.31,158.36,190.54,90.33,30.92,69.42, , , ,192.07,166.25,9.42,19.60,68.97,122.09,54.38,131.78,20.49,68.38,146.07,31.95,139.69,148.37,12.17,16.43,103.32,30.69,34.74,174.91,20.37,133.56,45.19,284.78,220.87,7.30, ,39.26,1.61,294.26, ,132.70,294.24,95.30,48.76,75.21,233.75,220.68,170.34,32.65,31.55,208.28,20.46,78.11,71.80,160.62, ,293.33,240.16,275.91,278.12,40.30,39.71,122.47,6.23,139.67,119.89,69.62,113.65,236.85,211.62,140.63,38.71,60.23,63.31,243.95,142.09,243.22,120.13,288.82,154.03,287.70,221.68,132.65,197.14,15.35, ,155.98
201.00,48.60,53.26,123.83,226.84,37.91,228.21,97.46,257.63,42.27, ,99.60,182.98,133.71,105.50,54.31,197.01,142.48,97.52, ,192.21,8.79, ,237.00,60.16,291.35,33.84,133.76,287.10,130.18,215.06,116.80,29.56,13.63,90.69,99.25,3.35,0.19,216.01,267.20,228.76,262.29,181.45,96.04,112.78,289.35,161.90,297.22,119.96,63.49,122.00,202.05,116.05, ,32.06,26.02,68.18,270.51,166.02,126.82,179.34,23.92, ,130.07,106.40,215.26,160.68,32.64,162.62,264.97,180.75,247.47, ,232.04,203.35,226.06,132.64,83.21,12.59,286.62,104.55,132.26,97.33,7.09,32.14,125.04,36.54,201.05,102.01,85.02,231.16,35.54,116.47,220.35,116.90,46.05,143.62,195.91,47.84,101.02,58.78,33.56,155.50,20.84,67.71,262.88,116.92,62.67,117.17,62.45,189.98,155.52,286.82,274.55,254.42,114.63,1.63,108.52,82.80,114.64,235.20, 
52.13,212.04,193.10,47.97,85.04,282.69,143.29,93.20,288.54, ,1.75,140.77,27.51,239.61,74.08,219.66,226.94,135.50,188.69,260.44,115.60,298.55, ,32.67, ,21.22, ,22.96,271.51,94.11,72.84,269.16,155.92,174.60,28.12,40.21,47.50,174.28,54.62, ,87.30, ,108.51,93.51,98.78,264.69,260.11,129.15,285.18,121.89,136.59,246.84,208.69,232.87,158.75, , ,74.79,246.15,59.64,14.77,104.69,51.31,17.00,294.07,165.53, ,2.11,108.80,174.67,111.78,261.89,149.12, ,176.58,57.37, ,72.14,35.76,145.94, ,26.40,70.78,210.59,194.04,41.54,51.23,184.73,106.57,157.98, ,34.56,215.43,174.32,65.42,39.18,10.63, ,105.26,129.69,111.29,192.41,96.67,297.51,252.51,265.40,155.91,145.06,38.90,273.48,181.26,65.65,194.19,30.38,51.97,15.29,183.80,16.09,151.36,261.87,117.67,214.36
