Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78
152.91,46.32,140.35,186.54,248.86,194.66,225.24,40.85,263.59,203.53,298.34,166.19,66.56,258.57,100.88,58.34,185.89, ,26.24,160.20,143.73, ,283.47,198.12,154.61,150.00,126.70,126.82,110.36,222.27,197.99,103.43,276.93,61.00,15.56,110.78, ,280.11,83.06,184.97,229.29,257.38, ,105.72,166.27,7.64,285.02,111.69,161.96,77.76,39.20,178.82,297.20,130.08,61.48,169.03,134.04,126.24,89.09,235.72,148.05,43.89,148.99,221.51,244.20,233.91,92.60,133.36, , ,73.86, ,104.28,4.67,133.37,126.05,295.49,294.73
 ,221.14,184.93,36.02, ,273.11,82.62,23.55,41.95,55.24,251.60,82.96,54.15,216.98,44.08,174.25,163.45,218.69,281.65,0.90,261.71,125.97,39.09,130.15,49.40,66.01,273.07,236.18,183.07,141.89,198.31,241.17,109.48,233.25,251.40,238.39,172.47,155.88,273.43,96.66,290.57,185.68,23.98,291.65,278.03,211.88,131.27, ,64.52,26.48,276.47,283.04,256.56,123.00,77.93,218.82,111.34,128.08,237.76,153.48,70.09,252.04,294.68,33.22,259.06,103.85,143.79,202.66, ,25.66,269.32,141.33,257.77,17.55,245.48,284.55, ,277.71
161.76,136.78,136.25,83.18,144.16,221.99,6.10,240.43,36.03,172.81,272.90,100.89,38.07,34.50,216.50,298.88,147.46,296.13,249.45,194.68,143.94,163.39,275.57,267.64,39.80,203.67,21.43,198.85, ,293.28,172.21, ,109.02,36.18,224.72,29.13,286.64,100.32,70.01,20.39,156.91,205.93,3.97,284.70,14.05,38.89,249.22,294.91,139.28,47.57,182.37,260.65,141.76,167.97,14.42,146.81,124.86,227.11,73.50, ,87.55,269.20,238.04,8.83,60.35,43.85,222.29, ,91.30,145.98,174.08,147.63,31.74,73.62,101.32,170.65,22.21,202.90
137.91,176.50,221.39,155.67,25.41,127.90,112.37,120.94,146.60,106.52,220.77, , , ,136.94,186.99,153.31, ,31.58,105.20,266.48,241.55,175.82,247.24,226.53,0.47,242.67,21.97,122.92,44.39, ,223.06,234.95,127.84,149.98,129.01,11.12,272.47,16.87,221.92,258.01,168.53, ,223.63,69.06,264.33,97.83,112.36,241.37,57.19,36.59,253.56,46.53,253.63,49.60,170.08, ,93.71,170.99,276.50,216.64,30.23,224.03,33.97,151.66,8.82,258.21,37.63,228.50,65.41,122.03,293.39,106.89,261.85,58.75,94.49,175.87,287.09
 ,138.75,272.43,129.11,22.88,263.90,116.03,247.32,1.31,131.63,95.09,256.19, ,134.67,249.25,135.76,220.38,75.08,80.39,169.77,162.64,270.56,173.33,291.87,151.15,143.19,75.15,101.68,104.97,215.13,246.89,290.55, ,65.63,239.24,77.71,68.02,216.47,8.34,104.44,217.46,163.09,159.65,164.63,212.75,172.67,47.87,257.52,82.41, ,21.65,200.81,296.56,184.01,44.16,213.56,167.78,227.15,157.71,95.35,247.69,287.92,244.21,172.18,293.88,282.45,123.86,283.08,219.09,229.54,117.41, ,285.18,254.45,298.88,11.26,237.08,102.05
151.80,23.91,7.41,95.98,46.58,88.50,227.29, ,175.33,252.49,253.42,105.11,223.43,166.41,162.31,281.18,31.59, ,242.60, ,38.58,175.94,296.67,251.32,295.49,295.12,91.68,38.51,50.80,77.19,279.07,50.70,10.66,72.06,24.89, , ,234.48,87.49, ,38.81,288.67,154.54,257.14,275.16,153.88,231.13,216.17,121.79,181.29,248.48,228.96,230.99,209.26,79.92,189.63,299.83,284.19,114.96,257.45,95.27,27.22,182.42,197.03,119.80,208.29,219.78,43.06,129.68,47.21,92.73,28.34, ,12.53,230.11,204.38,49.13,47.46
198.14,272.55,110.64,110.64, ,247.89,121.41,174.31, ,132.45,223.57,151.59,270.76,102.44,120.29,164.44,245.68,35.72,158.62,22.70, , ,35.04,130.10,274.76, ,107.20,192.67,256.67,77.00,212.15, ,269.55,40.36,214.69,31.19,150.25,162.13,75.16, ,205.26,194.51,224.78,62.87,107.95,227.15, ,139.30, ,108.86,169.27,134.47,55.28, , ,69.91,184.33,234.09,222.76,47.38, ,110.25,238.26, ,123.21,31.44,272.76,163.15,164.38,87.38,205.40,28.84,197.31, ,131.40,165.14,50.15,90.30
277.66,290.18,151.77, ,95.14,41.52,248.83,255.90,125.57,219.19,136.60,67.59, ,70.36,207.90,256.81,280.90,115.80, ,184.79,39.41,270.95,237.16,266.18, ,108.80, ,272.53,295.82,146.58,222.73,168.17,226.23,3.16,283.87,201.91,221.41,84.03, ,21.20,120.88,244.22,298.27,202.21,9.08,274.99,198.69,56.45, ,224.52,295.74,249.10,77.05,138.97,62.87,182.28,114.54,117.45,99.58,246.42,139.78,202.98,121.07,84.51, , ,200.26,217.41,293.56,19.88,155.54,126.19,255.98,139.13,284.96,204.14,166.69,153.76
 ,274.83,156.48,208.30,184.18,82.92, , ,53.43,232.93, ,270.75,197.24,165.60,48.58, ,215.27,267.34,185.64,93.06,226.09,207.63, , ,202.54,197.83,199.39,206.55,288.52,231.41,30.66,271.52,154.12,158.05, ,216.79,61.05,272.57,247.10,232.94,187.08,240.86,75.10,273.01,14.65,127.42,72.10,76.55,34.10,44.83,275.77,180.53,236.94,28.35,137.64,227.07, ,167.94,212.11,64.18, ,105.62, ,177.73,90.30,149.63,109.33,283.39,10.82,7.89,48.55,1.56,119.00,146.85,117.46,181.01,167.08,287.26
103.48,218.14,229.49, ,38.82,184.79,208.88, ,72.80,9.58,263.38,100.64,115.52,169.19,99.73,86.26, ,189.74,57.02,181.46,284.92,22.85, ,231.73, ,4.53,157.29,291.63, ,101.86,15.70,234.78,225.65, ,86.08,217.95,105.75,191.43,229.59, ,39.41,65.55,68.78,177.41,127.01,217.30,3.86,104.45,182.33,99.13,116.19,77.71,70.95,20.12,193.42, ,232.83,80.67, ,195.73,165.38,293.18,49.65,15.68,235.68,184.21, ,0.40,135.49,70.96,149.21,292.74,42.37,294.70,109.25,18.77,181.52,163.52
91.17,279.89,96.24,129.49,235.67,131.07,258.98,170.48,229.27, ,271.64,144.91,198.05,113.45,42.58, , ,246.15,286.67,188.72,20.91,100.24,150.84,109.79, ,217.98,205.10,253.78,213.12,191.96,161.91,116.75,192.27,263.04,110.22,180.34,139.01,242.08,69.14,267.45, ,163.68,215.47, ,269.85,34.46, ,68.61,114.89,0.41,153.93,121.67,30.48,127.50,37.29,263.34,72.54, ,236.22,194.43,282.80,83.57,37.33,85.88,253.78,120.36,2.12,52.42,0.98,118.12,184.92,158.52,295.74,69.41, ,263.84,29.05,198.29
165.44,132.19,290.95,105.75,282.50,274.12,77.23,91.24,6.67,130.93,10.18,166.53,34.05, ,63.10,255.14,123.92,241.60, ,221.98,204.96,291.31,177.61,0.83,40.95,283.30,104.62,159.68,235.62,101.50,256.82,247.62,183.90,7.83,223.20,208.27,134.30,7.25,268.11,280.76,0.63,194.95,60.62,291.15,296.26,35.06,4.73,123.87,57.84,161.13,192.78,133.63,83.50, ,228.75,275.33,98.82,167.10,63.75,158.02,82.82,281.46,193.85,124.00,117.69,12.73,53.18, ,139.22,297.69,60.57,284.78,194.71, ,61.59, ,219.62,69.18
279.53,2.58,193.31,157.07,166.91,106.88, ,246.11,120.32,107.61,240.34,110.93,40.14,279.93,92.14,95.69,257.53,203.45,58.31,153.99,224.54,218.90,49.66,186.81,120.57,86.19,134.74,289.17,69.64,201.39,247.10,62.64,162.08, ,220.39,55.54,248.26,251.31,32.23,274.84,236.90,288.41,104.01,221.81,134.62,30.56,122.36,34.99,237.61,71.56,244.99,190.81,54.11,284.74,273.37,101.01,30.40,147.99,296.92,288.00,181.36,19.91,209.18,103.89,14.72,150.34,88.28,226.91,198.81,100.62,105.20,107.39,250.23,216.34,25.17,78.69, ,98.60
132.07, ,278.87,189.60,127.93,170.36,120.26,266.49,241.35,122.52,207.28,4.11,19.91,27.96,235.82,197.20,82.92,160.21,218.91,191.00,27.68,101.67,130.52,68.83, ,191.35,47.13,124.72,284.01, , ,89.82,279.81,232.48,96.09,249.40,185.27,173.57,97.91,77.14,90.35,5.92,269.61,245.81,223.80,248.32,38.14,292.24,204.56,70.10,272.15, ,268.38,30.71,111.08,232.36,256.85,183.13,291.33, ,215.14,269.10,71.19,9.73,281.25,86.18,113.11,267.35,26.71,227.91, ,35.76,69.42,263.65,219.07,81.48,170.12,208.95
211.43,217.50,197.43, ,248.78,119.37,142.09,273.05,239.09, ,264.46,98.37, ,17.44, ,257.29,84.74,260.97, ,178.47,279.85,32.08,255.14,144.77, ,117.82,236.63,273.00,169.33,129.19,88.81,276.85,65.47,212.34,57.76,204.91,274.61,60.89,170.30,48.02,209.89,134.76,124.70,47.60,179.13,26.38,189.06,14.05,64.83,280.98,221.16,151.39,101.05,99.02, , ,238.88,12.87,181.03,181.41,131.60,105.42,28.48,161.22,249.02,268.93,48.64,115.89,85.86,112.32,188.30, ,127.18,44.79,152.49,82.24,13.97,186.54
171.26,33.18,130.05,182.72,7.86,175.95,158.67,20.21, ,257.15,108.38,120.26,81.09,91.45,16.59,48.75,105.48,221.73,59.82,202.00,188.81, ,96.71,88.72,177.02,74.07,178.29,72.74,83.77,278.95, ,213.17,280.51,224.51,37.93,83.19,104.21,214.73,68.71, ,185.62,258.67,177.71,262.37,24.46,25.82,292.13,216.58,98.29,211.37,273.16, ,213.08,55.71,99.94,176.02,10.04,247.36,278.97,232.11, ,278.26, , ,73.02,257.25,264.00,171.83,64.31,150.24,11.25,164.16, ,152.86,255.34,115.45,184.54,163.72
25.82,105.52,191.99,253.45,98.28,235.12,186.37,185.68,201.92,114.75,17.82,183.30,67.82,207.46,46.32,245.69,190.14,68.34,185.49,145.42,143.84,19.21, ,204.89,173.13, ,210.73,63.16,59.60, ,267.06,139.10, ,211.24,80.24,10.51,1.35,249.51, ,268.72,207.69,156.22,242.24,291.55,14.93,88.29,178.37,229.26,93.58,228.70,38.55,32.46,209.63,253.79,124.87,230.24,96.12,113.39,38.22,67.05,190.52,199.07,210.69,86.35,86.63,26.22,223.33,129.46,247.08,187.79,5.76, ,101.89,217.89,242.70,207.31,213.35,194.93
273.33,68.59,109.89,3.82,6.98,64.54,9.58,27.73,153.55,186.04,50.24,95.69,126.76,288.80,65.65,22.34,206.99,16.59,174.58,251.96,82.90, ,92.48,49.23,17.83,60.05,245.22,68.96,290.74,226.96,137.62,53.19,17.68,193.19,18.70,286.52, ,3.01,88.98,270.98,185.11,23.04,111.19,227.35,177.76,276.31,136.93,261.81,104.69,206.73,124.64,125.77,116.82, ,205.80,217.63,181.17,191.84,194.78,266.90,256.62,220.44,103.15,127.04,112.14,23.42,57.61,77.15,260.56,29.14,201.98,35.16,30.36,122.71,5.85,169.26, ,89.71
158.98,254.74,209.29,299.09,245.32,237.82,103.38,56.96,45.72,4.90,34.09, ,259.23,41.20,200.21,218.20, ,15.35,231.69,170.36,85.32,73.61,143.50,166.88,146.74,204.19, , ,83.53,197.51,34.28,221.49,244.20,87.33,232.06,184.19,249.80, ,23.40,61.59,159.53,47.13,166.23,113.62,282.30,2.02,140.97,225.06, , , ,231.76,78.63,208.94,85.45,51.84,188.63,237.63,299.36,16.91,123.38,180.42,123.44, ,151.46,43.33,283.52,55.42,181.57,298.97,256.83,261.84,14.64, ,165.32,282.31,111.56, 
291.98,127.10,106.83,285.03,102.23,253.10,58.58,29.02,44.67,183.56,20.77,220.58,63.52,275.64,245.56,249.41, ,76.51,223.94,98.55,157.30,27.19,125.68, ,183.24,29.82,213.05,265.01,43.92, ,19.55,213.20,223.69,218.00,264.27,55.28,216.03,129.92,227.52, ,271.50,11.62,205.64,51.91, ,95.83, ,115.38,239.13,97.15,134.26,54.14,152.63,192.22,246.87,292.73,240.53,41.32, ,246.96,17.46, ,113.28,261.05,190.25,144.92,290.05,84.76,255.38,161.14,2.61,283.05,10.49, ,51.80, ,298.77,242.57
287.68,133.17,284.51, ,129.44,138.95,95.59,64.00,44.26,35.59,194.65,162.76,290.50,293.95,213.33,158.18,34.19,162.88,198.55,131.81,197.13,136.61,153.89,25.70,112.21,50.43,92.22, ,82.72,119.04,41.09,156.51,199.74,233.69,269.09,14.46,17.13,133.69, ,34.31,37.26,96.84,153.38,0.88,271.78,97.50,169.73,126.62,162.79,174.23,166.26,59.90,11.36,297.04,184.23, ,221.50,153.59,31.24,10.07,14.44,107.21,8.45,111.17,233.05, ,278.49,117.44,37.95,83.52,150.00,66.32,189.25,60.35,275.43, ,285.14,47.22
 ,55.67,213.17,95.67,127.87,96.12, ,134.06,196.07,224.11,235.37,53.07,191.21, ,294.22,140.12,207.24,213.66,95.09,267.56,48.35,264.92,40.74,278.53,273.55, ,137.37,169.83,262.49,141.95,55.27,257.59,209.21,80.60,285.15,139.67,255.78,140.83,275.84,78.78,191.85,129.66,9.28,219.66,60.54,89.24,63.59,282.74,236.89,144.91,270.77,97.95,219.68,26.80,157.08,286.22,31.93,78.15,115.37,12.98,59.43,291.71, ,274.45,85.95,240.72,8.54,105.95,144.98,261.89,201.81,26.73,99.40,28.89,257.98,153.59,86.13,125.59
104.87,4.95,137.82,198.81, ,4.75,15.95,43.35, ,110.82,202.03,225.79,50.83,257.62,17.66,160.24, ,265.10,257.85,81.11,54.72,74.49,8.93,108.95,146.90,163.10,262.28,155.88, ,39.65,28.58, , ,200.56,153.92,105.33,224.95,64.56, ,124.04,173.77,213.62, ,76.72,255.51,106.63,274.21,299.53,203.58,191.61, , ,247.98,55.37,155.77,25.36,243.97,112.87,100.33,170.20,84.29,27.11,274.43,37.20,4.10,168.07,44.92,241.24,56.58,165.84,116.55, ,60.52,264.32, ,97.86,55.31,233.40
73.07,83.73,181.79,51.05, ,95.97,224.77,16.11,254.72,37.93,79.90,223.84,35.93,142.07,157.40,77.01,97.29,23.54,166.63,258.60,94.90,176.02,143.45,241.06,120.58,244.09,77.43,244.70,270.02, ,127.41,33.99,208.28,90.76,185.46,74.43,297.03, ,16.71,170.10,70.62,236.75,191.17,182.63,127.54,222.64,280.06,118.50,241.91,138.05,22.79,132.17,37.22,102.73,233.62,11.69,263.52,18.95,262.62,290.55,54.23,174.68,246.82,81.58,130.51,246.47,259.81,278.06,39.81,50.95,53.61,277.68,11.07,171.82, ,162.37,252.44,238.53
22.39, ,211.12,287.94,215.52,236.23,244.79,274.37,249.48,58.38,45.11, , ,43.14,79.30, ,154.86,61.17,277.23,88.37,117.43,254.97,182.19, ,158.23,5.71,150.90,34.88,133.53,112.94,80.67,283.66,47.10,216.28,6.41,12.73,163.18,0.82,140.88,238.33, ,244.04,123.18,141.71,141.65,132.12,181.04, ,36.15,31.17, ,295.82,37.58,298.19,8.54,83.43,161.37,267.23,84.25,89.74,108.11,233.62,28.07,107.22,205.90,272.11,214.04,29.08,280.23,55.75,48.27,121.88,156.13,180.39,140.20,37.17,204.76,142.19
