Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117
265.33,90.16,92.17, ,40.00, ,291.70,19.11,187.48,84.58,126.78,103.57,112.05,274.79, ,56.73,9.20, ,221.81,6.64,62.49,53.98,195.97, ,215.08,203.88,206.66,26.53,199.91,12.88,125.05,234.96, ,244.16,29.05,19.96,179.96,47.80,135.91, ,152.31,101.70,58.60,152.53, ,52.44,222.08,60.43,149.87,241.65,297.99,260.00,6.38,100.39,73.89,297.95,88.61,155.21,215.40,297.33,72.76, ,294.84,296.34,114.54,150.37,236.53,168.58,127.43,54.87,82.43,179.56,79.78,291.15,251.76,221.91,227.48, ,222.31,184.55,50.90,281.40,59.63,128.06,229.89, ,111.50,60.14,54.97,27.42,64.49,200.83,231.48,258.09,50.62,4.24,245.35,163.05,186.96,32.89, ,169.48,6.89,30.18,143.47, ,189.58,4.56,221.00, ,179.08,269.35,59.96,18.88,14.05,74.25,256.60
174.95,245.36,214.58,179.79,145.63,247.64,209.72,1.22,256.78, ,226.13,261.45,272.71,91.18,223.00,153.03,245.68,143.68,193.69,7.31,264.84,199.38,122.20,46.28,194.21, , ,180.41,197.46, ,288.64,202.66, ,100.98,181.68, , , ,139.88, ,52.36,73.78,163.92,142.53,46.64,178.47, ,75.93,122.54, , ,123.94,126.18,213.98,261.56,134.70,16.45,153.80,237.20,106.85,170.89,103.90, ,30.95,119.38,148.31, ,173.50,273.15,136.88,70.51,176.47,199.87,68.64,135.86,82.04,63.10, ,167.00,151.15,161.57,9.08,154.47,183.39,223.09,299.23,253.58,286.69,297.54,227.43,15.48,133.25,296.36,65.90,221.99,61.31,187.57,93.45,20.33,204.39,159.90,53.63,1.29,272.27,219.94,50.04,132.97,193.62,269.48,292.69,176.55,275.04,124.40, ,144.73, ,88.15
214.17,18.70,182.11, ,102.04,264.34,23.63,231.08,117.11,145.65,67.14,283.62,24.05, ,168.77, ,256.92,162.13,21.34,280.81,291.89,202.98,120.32,103.86, ,220.97,225.22,9.12,213.17,148.92,77.80,62.71,274.61,187.89,86.69,54.12,257.38,1.98,257.29,17.46,8.17,250.67,167.99,58.27,100.17,46.44, , ,203.72,174.49,272.80,57.09,60.19,163.90,228.08, ,245.54,298.95,80.54,51.96,290.61,140.49,179.56,122.66,222.18,163.19,294.94,70.88,184.58,185.76,13.43,237.53,136.82,142.94,168.82,257.68,28.02,57.22,116.63, ,38.81,59.47,196.97, ,218.84,208.83,15.18,111.54,181.23, ,24.17,58.00,123.39,247.09,274.65,38.19,50.94,56.56,129.59,294.26, ,62.69,276.97,84.16,30.57,36.87,289.57, ,208.64,195.18,247.52, ,285.71,61.35,80.93,192.29, 
 ,206.83,7.26,6.57,272.30,56.82,256.89,211.75,255.03,129.83,185.24,121.18,24.03,233.65,54.29,139.42,271.30,149.02,230.04,69.98,192.73,211.51,173.18, ,128.22, ,238.99,213.77, ,237.81,50.82,296.98,182.19,148.06,66.31,158.48,196.59,114.63,272.33,196.57,48.53,156.57,263.77,176.41,219.95,266.63, , ,147.53,180.91,267.60,122.20,169.13,186.90,42.18,248.02,254.83,263.54,259.19,214.19,251.25,249.81,104.92,181.49, ,62.40,113.57,70.23,178.76, ,162.52,285.79,69.94,107.09,52.02,260.79,201.88,100.36,129.91,258.49,157.72,73.81,218.02,175.98,262.19,284.21,96.19,235.25,210.62,199.61,108.62,228.85,72.43,162.20,234.48,213.74, ,287.55,143.15,73.94,33.17,285.03,135.13,93.13,165.64,200.87,244.10,57.12,133.69, ,36.03, ,249.77,162.61, ,5.76, 
6.58,123.85,199.35,246.63, ,112.27,161.11,72.05,297.67,56.07,143.45,104.81,41.86,243.55,228.80,287.47,255.89, ,247.49,96.53,220.76,6.39,217.87,120.77,244.61,196.31,290.88,133.42,30.26,15.37,280.05, ,293.76,25.84,168.07, ,62.19,284.60,223.59,15.52,42.72,191.79, ,182.68, ,254.50,173.41,267.13,234.55,147.22,289.87,23.20,206.37,118.86,153.97,93.44,86.82,129.63,75.19,161.29,240.53,260.32, ,227.45,20.20,114.63,181.36,198.52,299.53, ,190.50,286.66,7.38,120.11,52.10,255.37, , ,29.17,9.85,85.69,135.02,91.88,158.53,208.88,184.57,228.08,30.67,59.02,288.22,175.06,74.42, ,272.34,282.88,36.18,216.27,232.73,105.32,51.98,151.96,174.94,263.93,75.42,9.03,166.89,288.54,262.58,160.92,145.30,65.50,241.51,194.92,175.22,117.32,290.60,263.05
14.03,115.54,105.64,202.93,12.72, ,275.30,40.67,155.73,275.72,125.99,232.13,132.72,117.56,222.96,22.96,100.87,204.04,55.58,93.24,41.33,207.86,295.13,226.85,133.02,188.08,160.07,259.24,52.57,52.71,163.63,64.03,25.61,154.82,296.67,109.30,232.76,54.62,265.70,78.76,184.04,57.73,87.04,36.90,93.77,115.15,165.28,221.90,147.24,272.07,24.78,181.91, ,236.53,64.24,264.19,102.04,220.69,18.07,183.05,31.43,272.84,137.94, ,28.82,287.46,143.17,82.26, ,180.80,155.22,179.61,108.00, ,28.69,68.52, ,226.21,283.52,286.62,51.07,150.28,184.82,193.49,233.43,166.85,180.17,59.27, ,167.27,191.92,169.25,162.30,186.65,163.63,146.70,136.77,135.36,228.88, ,125.95, ,292.79,179.32,93.46,156.34,280.55,156.68,8.70,29.91,179.07,281.06, ,117.83,13.98,298.72,85.50
220.47,117.46,263.97,48.13,288.65,183.63, ,33.44,184.53,240.97,256.89,89.38,39.86,149.49,157.94, ,282.60,214.93, ,178.91,73.28,221.03,265.63,247.69,3.55,62.41,195.83,166.54,154.80,144.42, ,2.36,81.46, , , ,249.94, ,23.22,238.43,222.91,53.06,199.91,284.38,81.12,10.97,158.48,210.75, , ,17.08,198.07, ,283.10, ,0.50,78.98,20.40,135.30,223.87,258.75,179.65, ,190.62,70.41,16.93,276.54,250.27,128.12,172.94,83.95, ,298.98,50.66,75.51,92.84,221.18,207.63,91.44,291.44,189.97,214.56,75.96,73.43,272.72,175.44,49.51, ,48.49,246.32,19.18,160.71,53.46,226.20,3.74,145.71,235.73,115.93,21.10,132.32,233.26,199.04,147.40,212.86,12.78,263.76,291.46,50.53,36.76,199.20,22.48,241.86,290.05,17.10,18.32,34.75,247.30
268.78, ,181.64,15.67,254.34,32.29, , ,115.57,276.40,97.37,97.93,11.36,72.68,174.05,57.27,169.39,94.41,293.95,254.67,16.87,57.26,287.83,126.36,230.31,259.47,124.08,83.26,213.12,157.96,78.03,212.79,206.29,211.51,283.24,209.87,75.20,49.27,122.55,166.42,278.40,80.54,183.29,237.92, ,95.88,97.76,96.36,217.40,256.69, ,122.87,86.92,294.64, ,117.19,127.52,290.22,250.58,136.70,30.62,134.10,116.68,137.61,277.04, ,233.73,103.40,200.16,254.67,26.51,11.98,43.29,28.55,132.61,133.39,151.87,81.08,183.17,115.99, ,171.00,223.70,216.22,243.81,234.98,133.05,150.58,194.03, ,190.73,21.18,112.20,90.62,151.42,206.21,70.01,138.40,119.88,99.03,125.86,35.16,38.62,115.04,79.94,109.93,12.87,294.79,4.16,18.35,59.20,123.00,120.75,12.03,143.45,40.81, 
75.97,55.25,48.82,41.82,75.19,209.35,7.28,210.46,52.78, ,277.34,281.10,150.45,38.71,104.19, ,120.83,196.99, ,245.81,159.19,216.52,51.64,178.96,33.29,138.84,123.54,288.39, ,138.84,252.99,201.97,95.95,188.01,198.88,238.76,164.58,256.74,132.69,215.21,112.85,57.60,10.40,200.58,88.06,212.81,172.16, ,268.11,261.57,36.45, ,76.66,280.87,167.78,112.96,32.32,269.85,138.00,263.71,95.29,77.99,92.82,122.88,218.26,127.96,296.90,79.13,226.44, ,94.23,219.91,205.88,147.08,283.71,259.52,222.62,100.28,104.12,53.60,268.69,98.46, ,193.38,84.51,287.13,214.05,111.38,66.58,238.35,240.81,21.91,288.30,63.38,137.32,272.62,82.49,206.29,297.61,157.63,219.50,273.59,5.45,224.82,42.06,134.42,228.86, , ,189.53,136.18,123.15,134.68, ,40.98,93.07,293.77
60.15,148.78, ,233.75,216.01, ,50.43,210.55,204.64,96.30,263.89,37.14,257.84,168.14,78.94,139.47,136.40,211.23,93.31,218.93, ,194.73,21.66,104.08, ,231.79,272.04,147.87,268.36,251.98,104.52,97.71,103.62,143.61,219.30,70.07, , ,32.96, ,186.37,291.39,78.13,216.46,163.99,242.17,177.62,74.22,176.39,12.16,161.82,29.81,97.08,247.47,201.00,201.34, , ,31.79,208.85,188.02,173.90,42.53,208.87,260.06,134.96,195.78,299.23,95.51,93.63,234.68,32.72,82.00,28.76,83.00,62.05,10.44,101.21,287.47,169.72,95.34,219.75,1.46,216.70, , , ,249.96,172.66,86.96,114.74,124.45,262.80,62.79,196.67,186.21,285.47,2.09,53.49,291.61,209.91,287.74,228.51,225.20,23.68,142.63,212.91,190.77,62.54,74.45,69.31,165.97,94.40,44.93,161.27, ,71.18
 , ,53.62,216.62,69.47,297.43,141.69,98.67,27.05,91.84,121.55,152.23,146.90,221.26,181.56,115.15,82.91,244.15,269.02,291.34,89.55,246.39,253.27,248.63,97.29, ,218.83,118.81,239.87,16.43,20.66,49.82,57.14,217.55,242.08,185.01,167.88,226.95,127.04,47.74,69.30,73.94,181.18, ,121.06,99.72, ,73.94,25.92,78.60,24.76,21.79,1.24,83.55,288.78,200.20,17.95,124.74,257.63,284.64,126.98, ,182.71,214.58, ,45.66,38.40,87.54, ,88.78,63.74, ,274.34,275.18,186.67,84.18,105.84,185.22,85.32,115.54,240.42,249.28,170.66,56.50,47.88,46.97,100.45, ,74.78,211.57,167.79,151.25,117.33,197.31,5.39,165.70,163.58, ,149.67,96.71,98.34, ,145.31,43.32,78.73,190.37,185.17,1.79,70.25, ,267.56,261.88,34.98,54.30,230.64,144.62,110.13
171.94,88.27,96.32,93.01,187.88,99.59,85.10,16.29, ,283.84, ,174.56,175.99,112.95,132.82,133.98,200.53,295.96,20.20,286.31,6.71,196.53,120.23,242.30,185.85,120.36,89.17,67.84,223.78,71.79,138.37,299.55,211.69,27.70,87.80,45.10,188.21,200.80,223.26,144.95,177.90,68.47,260.23,232.23,17.11,240.60,209.78,194.38,235.66,53.36,236.09, ,124.30,18.76,263.35,277.68,39.76,140.92,203.22,239.06, ,243.07,149.82,267.98,274.32,266.28,227.10,126.14,26.67,63.81,129.57,137.08,265.44,42.95,283.30,211.32,14.53,98.35,7.24,208.54, ,174.82,197.06,135.38,103.85,5.93,131.18,100.34,197.05,76.16,163.72,80.64,110.88,32.60,242.27,183.77,68.89,233.07,135.78,208.07,70.05,202.89, ,3.22,42.66,10.60,47.36,292.61, ,227.64, ,169.91,76.84,182.02, ,147.97,95.24
 ,165.29,113.73,115.66,0.96,0.59,70.29,118.51,29.55,290.53,229.41,156.88,254.17,141.68,186.86,76.21, ,241.50,137.46,28.61,8.98,255.00,257.21,139.05,32.51,10.63,104.81,233.14,125.23, ,106.20,65.63,101.80,123.92,226.81,43.36,140.92,136.23,187.49,0.50, ,175.89,247.95,89.29,91.75,153.12,20.73,110.11,113.81,27.06,126.28,171.92, ,102.21, ,289.70,161.87,154.60,115.53,18.45,283.64,119.35,154.69, ,264.80,262.57,70.28, ,229.28, ,229.20,141.78,54.96,252.44,279.29,67.78,8.65,65.47,91.95,273.54, ,238.34,13.55,45.52,93.15,67.74,204.00,232.98,187.96, ,140.21,237.20,118.79,180.60,64.70,86.48,204.58,276.57,151.01,225.34,172.33,23.43,104.14,196.52, , ,45.72,291.14,92.60,228.77,294.18,245.76,31.69,218.12,30.16,87.45,24.83
155.65,223.32,204.69,58.50,74.02,133.68,87.14,175.08,199.49,9.36,249.91,295.58,49.32,237.16,281.25,96.55,10.24,96.68,139.70,164.02, ,297.70,46.54,153.96,123.47,71.81,273.13,264.30,162.19,78.31,271.29,95.51,50.54,204.86,255.08,129.50,19.45, ,65.99,1.65,174.64,200.25,298.00,107.65, ,97.69,174.27,257.77,177.15,85.15,273.79,142.06, ,161.51,56.74,281.66,55.95,83.27,299.66,269.31,220.43,205.01,18.88,95.68,151.14,73.81,77.79,75.22,23.10,111.57,164.24,138.23,249.54,176.38,2.76,56.52,290.31,61.10,235.51,297.85, ,71.67,38.57,95.02,208.81,31.21,195.98,126.88,73.98,292.55,51.13,79.70,128.55, ,137.74,192.20,63.38,207.26,191.54,178.19,1.80,142.40,105.92,117.32, ,165.69,64.01,52.87,191.13,184.94,19.16, ,154.76,271.73,8.22,155.00,274.47
 ,116.87,202.27,264.56,124.55,38.99,47.06,32.27,273.28,164.75,78.88,147.20,255.24,12.15, ,198.56,221.02,209.85,197.17,32.82, ,163.07,6.68,152.38,148.32, ,13.07,35.05,265.31,251.81, ,70.32,249.68,159.78,73.16,141.76,260.87,184.85,223.80,34.06,230.48,201.84,195.45,221.70,285.26,143.83,11.79,98.56, ,258.34, ,186.39, ,147.25,102.20,134.90,5.24,224.21,112.92,83.08,32.56,118.13,118.93,5.02,76.49,110.54,172.55, ,220.37,68.46,280.70,266.38,44.89,198.64,290.38,15.60,42.06,241.38,109.63, ,142.72, ,253.26,179.35,251.84,92.92,231.19,59.95,48.04,75.02,37.37,256.18,188.65,43.67,33.53,49.34,296.02,80.64, , ,163.69,59.70,47.89,30.22, ,78.27,263.47,250.06,281.13,217.52,46.69,12.91,96.89,196.00,167.39,217.77,8.97
187.07,293.25,295.80,66.41, ,29.89,263.85,80.15,276.28,13.56,72.43,120.72,109.55,26.57,180.50,263.79,41.01,119.12,225.16,285.39, ,15.27,197.85, ,164.72,237.91,74.15,91.82,169.52,157.60,156.19,50.03,163.97, ,283.09, ,203.31,273.72,10.67,35.17,250.34,135.02,78.17,198.59,104.04,71.36,264.21,299.75,47.54,105.28,146.82,71.38,110.70,187.45,117.06,206.08,122.51,255.64,250.27,70.68,222.34,15.96,69.60,200.79,179.44,214.02,121.36,76.38, ,263.83,147.56,259.52,8.96,170.59,250.89,280.33,247.17,21.16,191.97, ,9.11,40.57,242.56,208.52,93.99, ,147.43,169.21, ,178.17,172.13,58.45,68.14,144.12, ,277.83,121.70,91.59, ,14.72,214.83,299.51,162.26,156.24,151.48,250.38,70.75,117.46,19.45,192.86,76.10,141.40,99.38,250.17,206.63,117.95,188.13
130.28,99.73,299.24, ,249.62,20.45,98.32,91.57,42.51,60.03,96.55, ,250.29,256.96,133.67,278.38,192.37,72.20,95.18,243.31, ,224.17, ,22.49,184.75,257.50,66.44,236.45,97.27,153.84,43.66,129.14,9.32,130.70,13.60,152.97,270.77,181.08,267.21,251.10,209.99,291.87,186.30,261.49,115.06,37.80,102.84,180.76, ,11.46,202.06,46.65,208.11,40.05,187.89, ,39.85,103.91,130.05,260.04,273.77,206.86,233.81,178.52,121.86,126.03,269.03,62.18,271.49,168.05,170.74, ,210.60,214.93, ,205.14,186.88,277.44,190.49,103.44,25.82,135.98,240.83,215.23,233.01,285.87, , ,212.75,67.21,128.37,273.39,211.87,212.41,254.01,100.56,171.90,282.75,278.23,112.90,226.59,80.17,146.98,69.07,96.03,237.77,145.80,257.90,71.43,246.98,273.21,82.90,173.92,153.00,289.23,45.59,11.81
128.28,8.34,218.52, ,156.29, ,67.45, ,138.89,184.09,130.20,247.24,105.55,128.32,2.12,3.28,106.03,46.23,137.38,183.33,277.22,270.52,107.07,93.77,114.17,110.29, ,57.53,15.04,48.00,72.54,276.01,248.25,36.70,242.43,96.39,257.51,154.70, ,111.89,189.03,185.80,170.43,56.84, ,127.25,83.07, , ,190.27,164.13,141.65,207.26,290.74,74.05,278.93,257.34,206.15,72.66,53.84,262.30,278.29,282.08, ,262.43,179.61,284.57,32.68, ,270.72,178.60,227.32,61.89,44.39,68.06,173.50,285.01,265.86,225.35,24.67,210.37,94.29, ,200.87,220.81,104.80,93.30,230.00,211.46,295.21, ,112.27, , ,188.80,60.58,218.43,28.83,230.36,230.20,23.99,280.85, ,283.53,18.66,282.81,28.18,109.62,90.30,215.52,51.42,248.15,104.44,194.40,263.76,163.44,41.51
4.64,96.81,12.19,201.69,45.58,273.03,140.77,17.83, ,69.26,199.05, ,232.45,279.97,146.75,220.00,71.14, ,167.94,180.66,114.50,28.99,148.70,185.13,202.03,162.92,183.73,206.11,294.43,210.43,182.08,110.64,124.99,238.81,248.10,276.34,295.12,106.96,189.52,55.84,233.52,62.83,280.75, ,275.18,258.14,186.36,276.46,136.98,195.51,259.84,106.25,10.09,129.39, ,121.48,92.66,128.53, ,109.27,219.94,128.71,250.26,190.07,271.77,238.47,156.97,182.25,220.75,74.80,46.26,171.62,168.57, ,24.06,193.81,18.81,277.21,228.52,86.96,264.05,93.72,270.98,13.58,212.79, ,262.94,84.91,208.19,61.18,277.54,186.54,178.85,103.26,93.32,162.70,59.59,42.29,247.70,204.50,247.12,190.90,62.60,44.62,229.29,263.52,265.84,32.87,14.86, ,108.17,83.13,291.26,99.03,7.55,86.69,80.48
80.35,259.72,35.16,285.45,194.03,106.80,225.15,58.94,171.92, ,255.05,284.22, ,166.41,156.25,211.90,150.21, ,109.93,262.43,33.85,234.47,210.18,151.28,37.49,33.58,205.52,128.47,3.53,56.14,7.60,237.87,159.45,171.60,278.52,9.82,237.41,238.49,222.85,9.26,2.33, ,207.84,293.41,35.00,153.71,152.37,298.85,22.40,268.30, ,102.33,219.84,245.90,187.33,248.09,129.08,239.42, , , ,255.84,132.21,66.87,272.50, ,294.90,49.58,202.16,288.28,191.65,280.33,102.92,275.55,178.84,226.03,185.87,292.95,45.68,258.63,75.00,111.54,19.03,56.58,13.03,43.19, ,23.51,81.96,259.20, ,174.18,167.89,153.46, ,199.14,210.44,38.33,40.94,253.82, ,175.01,209.68,119.76,241.71,270.68, ,284.64,236.78,192.31,78.09,248.64, ,159.07,54.81,247.58,47.68
27.85,64.73,140.88,126.25,287.90,276.24, ,0.66,6.21,284.11,246.11,61.54,91.82,17.40,215.75,233.37,208.29,130.12,296.94,272.07,2.51,55.77,150.57,40.30,249.40,241.07,257.16,158.10,270.78,234.67,55.94,251.92,24.09,110.04,96.66,100.56,151.10,152.19,212.76,158.44,216.91,57.67,102.11,223.05,91.28,259.42, ,211.35,49.85,221.48,90.06,171.44,154.69,41.42, ,233.92,102.68,114.31,24.89,76.12,289.31,105.67,14.61,160.08,181.28,47.53,243.53,123.59,205.82,174.18,91.88,76.97,258.92, ,283.81,131.02,97.01,37.43,13.04,205.82, ,59.29,2.28,237.75,135.58,277.23,205.74, ,282.72,76.79,18.57,281.70,292.36,148.01,124.45,198.64,0.14,89.57,251.05,124.51, ,268.07,237.74,123.27, ,86.94,30.53, ,12.22,185.35,103.10,215.38,113.78,264.29,35.21,13.60, 
90.52,243.64,293.31,267.95, ,54.89,4.51,74.30,115.48,107.66,174.80,182.74,268.69, ,3.90,64.72,273.64,187.08,299.93,34.73, ,8.71,110.62,183.17,29.96,144.58,217.24,160.66,7.96,247.00,133.26,123.81,218.72,151.85,278.98,170.73, , ,269.63,192.67,257.11,151.45,60.25,121.07,168.66,50.26, ,183.52,11.92, ,290.97,115.46,32.37,216.81,165.63,66.11,39.24,280.93,124.91,259.38,262.09,75.01,243.69,195.87,275.05,283.89,44.28,235.98,85.55,70.58,39.24,9.48,159.90,269.17,31.59,230.79,56.58,6.03,268.92,4.71,246.05,210.00,87.96,66.98,298.77,124.68,274.24,116.48, ,85.66,156.16,49.73,70.79,155.86,24.46,75.77,3.81,178.43,152.32,61.12,23.17,150.51,172.92,177.65,109.24,126.01,277.51, ,48.30,271.09,255.73,195.12, , ,102.59,111.81,87.91
150.16,288.15,159.51,88.98,82.06,292.57,29.80,162.68,99.59,197.45,162.61,279.48,52.07,222.06,209.05,1.52,296.56,270.54,262.48,22.64,111.80,91.99,183.53,219.70,88.44,38.43,209.72,146.31,99.97,125.67,78.34,68.23,116.85,230.97,98.29,123.86,268.82,51.69,170.52,135.47,88.54,210.00,191.81, ,291.78,85.72,203.02,69.04,29.75,208.90,206.10,232.94, ,148.79,283.68,139.27,278.26,293.05, ,184.85,186.12,69.24,177.44,184.74,250.19,54.28,23.56,21.59,76.56,105.28,136.60,83.71,102.84,248.80,237.59, ,123.71, , ,187.72,280.28,227.36,188.48,218.33,108.04,225.42,280.11,97.57, ,53.32,265.10,198.64,135.76,26.40,139.21,33.77,102.22,43.74,56.45,215.32,238.22,130.73,70.26,296.74,254.18,82.50,52.17,121.97,115.44, ,254.64,67.75,72.52,114.76,292.17,284.83,183.15
28.21,145.23,79.07,282.98,102.68,181.30,24.22,199.25, , ,142.89, ,215.41,39.68,98.86,269.76,167.77, ,250.11,53.35,210.15,158.31,238.58,96.65, ,295.90,212.07,278.27,74.72,189.73, , ,99.02,284.93,193.10,216.90,62.82,293.21,104.39,37.72,102.69,252.85,135.91,248.39,247.95, ,137.68,186.49,236.54,111.20,227.96,120.23,183.50, ,282.64,10.27,14.70,20.89,211.54,132.46,270.98,183.04, ,20.55,44.36,200.19,160.42,276.23,139.17, ,143.40,217.67,162.74,266.62,199.92, ,32.38, ,112.80,290.26,241.69,75.25,55.78,59.20,207.04,23.09,86.83,209.14,20.16,236.87,255.52,164.95,169.17,7.36,124.19,12.86,153.20,264.67, ,23.87,225.96,116.00,150.56,201.87,2.66,91.92,229.28,154.39,97.88, ,79.84,230.19,247.52,180.82,292.38,236.06,125.70
201.28,150.36,20.30,186.43,97.33,223.34,30.27,123.91,81.14,269.35,296.46,94.73, ,87.11,65.12,202.71, ,21.14,257.45,220.68,35.50,19.76,44.05,107.40,137.74,71.71,199.87,23.95,245.44,81.71,218.12,225.16,27.77,198.31,287.74,129.11,137.00,282.08,198.89,49.00,278.01,143.72,188.88, ,134.32,254.20,238.80,81.93,236.08,120.14,15.97,50.41,76.13,21.29,98.17,6.18,88.78,278.52,15.77,139.16,166.86,6.86,1.67,27.49,117.02,159.05,86.77,172.21,108.74,120.08,4.27, ,93.05,20.23,268.92,198.88,33.27,125.86,293.91,166.42,31.67, ,164.66,0.17,263.73,230.37,15.81,210.07,27.68,77.76,132.13,286.28,277.44,77.00,272.43,282.79,23.31, ,187.98, ,224.84,103.86,145.20,89.84,177.21,218.49,204.92,199.13,1.76,169.72,292.95,70.40, ,93.71,41.03,70.25,206.53
139.85,276.84, ,32.11,269.11,91.70,1.22,65.23,167.41,81.73,77.10,136.10, ,108.68,227.53,200.35,10.57,195.81,299.73,19.53, ,270.13,190.54,219.00,274.32,190.72,246.77,208.19,91.16,191.55, ,70.48, ,81.05,111.43,195.81,88.00, ,58.13,65.87,179.44,3.79,212.37,212.62,268.03, ,122.06,226.89,257.51,119.25, , ,107.04, ,195.04, ,253.16,30.73, ,52.37,12.69, ,225.31,14.31,116.30, ,43.19,65.33,159.25,104.82,210.93, ,105.97,144.31,53.84,41.76,227.41,113.37,74.46,37.09,259.47, ,67.30,265.15,22.54, ,127.36,147.46,93.80,293.29,12.55,113.14,147.80,82.50,232.69,299.85, ,259.33,170.89,19.74,159.26,260.43,169.65,243.24,268.56,269.79, ,16.91,263.53,60.35,125.89,203.01,262.82, ,85.99,111.70,155.66
 ,116.09,17.67, ,294.17,206.63,166.10,280.87, ,145.59,125.42,239.30,97.22,177.17,288.12,294.00,52.47, ,168.56,259.55,41.66,118.85,217.68,64.14,170.85,44.14,268.94,56.41, ,258.54, ,246.65,289.15,123.81,282.38,285.78,151.80,195.64,275.74,255.60,11.88,183.40,243.56,71.65,149.72,258.51,179.65,95.60,245.67,122.89,211.79,169.97,136.12,34.24,178.94,151.73,116.29,246.84,187.48,59.82,202.99,61.45,223.49,251.42, ,74.31, ,182.99,51.85,32.79,130.96,75.94,102.55,17.82,252.08,67.89,242.50,30.23,53.50,161.01,122.87,79.24,225.74,187.25, , ,63.68,131.77,94.97,31.84,283.73,18.09,295.83,22.48,264.54,279.78,80.92,63.02, ,288.75,209.97, , ,30.01,261.78,10.96, ,123.75,185.40,231.45,102.42,207.29,29.92,192.50,289.71,270.99,244.27
222.40,197.07,240.62,14.18,124.02,11.71,90.13,89.61,78.33,275.51,258.99,172.68,116.27,107.00,174.83,180.63,261.87, ,202.49,163.81,14.78,24.45,164.23,52.15,299.89,161.33,203.17,158.19,283.03,161.66,195.41, ,292.64,28.61,77.30,6.07,234.15,114.47,244.41, ,130.22,193.03,21.43,158.30,150.86,200.21,211.61, ,162.52, ,191.13,177.56,236.59,44.65,82.07,261.17,190.20,154.01,82.93,179.44,55.06,82.56,42.83,50.89, ,139.15,47.83, ,158.33,213.71,23.01,144.33,113.87,75.57,117.76,143.32,99.73,27.50, ,70.32,204.55,33.16,107.17,113.37, ,119.62,142.29,262.77,126.82,21.14,44.53,60.88,136.10,86.24,42.90,233.91,144.44,252.52,79.69, ,132.98,121.12,115.11,62.75,90.57,122.87,183.92,53.84,97.87,158.00,257.35,195.37,242.33,129.23, ,162.74,80.57
253.08,250.66, ,52.38,82.69, ,266.61,54.20,234.89,196.38,225.99,91.72,236.61,231.93,207.21,199.03,230.22,168.34,68.95,233.26,194.32,76.72,245.53,199.31,99.57,76.77,89.96,128.26,128.11,93.64,154.86,23.11,144.78,265.96,3.08,290.08,7.74,58.34,197.73,133.69,53.34,22.85,78.95,169.87,211.30,242.37,256.18,151.23,156.93,14.68,16.42,57.41,71.57,277.42, ,111.11,126.73,289.44,100.52,139.90,51.84,249.94,59.59,269.23,72.35,175.22,102.84,289.77,251.56, ,220.86,215.53,5.66,176.88,37.62, ,45.19,219.01,187.27, ,156.50,282.92,14.37,45.77,205.05,145.92,277.18,189.50,254.22,129.81,170.86, ,286.46,217.81,207.76,184.07, ,23.22,204.50, ,250.27,221.57,77.86,100.21,121.65,98.87,122.73, ,290.17,174.12,296.33,110.56,263.66,62.98,30.13,24.46,217.76
268.21,34.27,141.00,22.01,277.78,256.66,226.48,286.27,149.62,180.20,84.00,189.06,130.74,114.47,265.83,111.61,73.02,134.40,24.79,47.94, ,4.60,121.71,196.60,101.05,102.51,263.20,250.28,77.10,224.66,135.29,43.91,29.90,203.73,214.58, ,217.15,296.47,77.07,24.08,48.95,101.89,166.48,60.45,125.36, , ,65.20,101.57,188.12,38.27,205.93,123.91, ,120.38, ,68.28,130.22,177.92,227.39,280.37,21.07,217.75, ,282.96,264.96,268.72,155.76, ,254.17,285.33,45.05,138.79,210.53,230.55,201.13,132.85, ,153.91,63.54,150.62,156.91,163.99,71.90,226.39, ,151.06,281.87, ,120.66,65.92,239.98,290.80,287.21, ,141.12,7.26,10.14, ,125.72,199.97,237.50,131.78,277.41,193.29,206.66,182.95,103.62,126.94,220.86,266.72,255.27,171.85,136.38,247.04,143.36,159.72
