Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64
223.58,203.11,239.32,9.60,195.95,57.04,170.13,275.57,65.24,62.49,111.60,137.62,41.31,16.48,16.54,205.00,142.26,83.43,128.78, ,24.72,265.20,86.04,183.85, ,232.91,35.19, ,172.81,279.28, ,233.65,201.72,174.81, ,258.24, ,51.27,100.26,298.91,53.22,192.39,299.47,148.42,169.81,207.48,65.67,268.96,60.34, ,235.15,84.74,40.22,244.67,260.54,72.85,265.07,161.47, , ,33.06,156.59,281.04,185.12
 ,184.44,207.38,102.16,107.16,162.27,240.22,227.98,9.04,117.14,58.54, ,45.32,160.92,154.29,269.65,248.63,223.86,213.73,217.81,53.43,198.04,153.58,248.85,143.29,122.79,204.46,279.11,159.40,151.68,281.98,53.10,127.68,46.26,223.24,77.19,177.42, ,31.00,246.39, ,92.31,144.52,284.01,246.54,263.66,157.11,219.55,176.25,187.17,88.65,186.57,87.07,141.08,95.00,31.00,203.34,291.10,120.07,171.49, ,135.15,275.63,84.39
257.05,73.01,220.27,66.13,270.49,227.19,225.13,86.10,81.09,47.89,29.48,0.45,141.52,260.92,216.39,2.99,176.93,52.99,259.42,183.32,249.25,285.01,288.27, ,69.36,279.05,9.99,198.76,143.57,67.00,250.75,263.72,289.24,177.18,299.14,269.76, ,80.27,119.94,285.15,137.91,30.16,275.65,234.98,175.77,148.73,220.10,100.22, ,139.94,36.72,217.78,68.12,86.75,283.28,267.32, ,232.99,29.43,96.74,290.37,233.75,109.01,100.13
198.13,49.17,87.11, ,93.59,200.72,238.53,35.64,218.39,138.83,58.27, ,22.68,52.19,176.94,110.28,70.43,27.46,128.02,7.83,208.16,66.12,202.72,124.15,168.51,247.40,211.26,231.11,32.72,190.37,144.50,186.71,9.07,34.52, ,42.35,236.91,68.62,209.27,149.57,187.25,265.23,213.82,269.81,292.82,38.14,97.60,89.19,47.86,47.05, , ,187.44,95.95,294.43,274.80,23.05,146.56,200.75,248.38,208.15,123.66,143.68,285.08
 ,32.95,280.83, ,70.24,237.36,61.41,171.40,75.79,198.26,182.72,282.73,269.57,72.31,137.17,14.49,148.87,155.20,229.11,53.45,178.45,165.53,222.60,276.07,231.37,220.74, ,203.47,242.91,17.52,231.52,50.63,82.39,208.98, ,282.08,227.36, ,92.89,134.36, ,132.75,250.79,175.29,256.97,167.04,138.00,282.84,253.81,153.91,245.60, ,227.68,108.10,154.10,188.61,30.80,121.21,215.85,267.28,131.67,7.02,225.78,165.83
164.01,151.20,148.05,297.47,114.95,163.94, ,52.55,37.35,78.73,233.46,96.63,85.11, ,268.10,290.65,107.47,36.38,271.40, ,268.87,246.23,124.10,80.98,172.80,194.26,247.68,204.97,201.16,228.72, ,38.89,92.10, ,128.48,98.33,236.32,273.07,141.62,97.84,273.82,40.94,222.18,295.80,32.94,117.23,178.56, , , ,146.92,295.99,76.08,188.28,281.97,284.89,168.67,52.96,248.44,61.48,216.85,269.99,5.86,292.37
232.20,248.77,120.95,31.07,253.67,40.29,290.18, ,158.85,67.74,181.12,59.64, ,248.27,19.44,19.82,35.39,155.01,31.13,228.92,172.97,281.54,118.22,238.45,130.57,200.74,52.25,188.36,95.17,258.60,90.75,126.42,230.44,110.29,257.38,23.76,221.79,43.62,277.02,173.01,153.20,236.30,263.28,75.89,261.28,173.06,12.91, ,243.35,288.45,238.30,228.67,249.45, ,289.46,94.36,18.57,236.22,153.01,79.53,257.95,263.39,92.84,130.50
219.65,259.46,49.72,53.22,236.57,230.67,198.17,88.49,272.58,171.61,224.22,54.50,291.94,13.19,294.18,55.78, ,15.24,4.84,91.61,238.92,53.89,276.97,253.44,51.50,65.31,202.37,231.60,8.39,97.73,243.67,148.96,196.53, ,201.37,287.50,105.47,78.49,43.26, ,236.97,202.02, ,104.39,17.62,27.12,286.66,210.78,269.26,124.61,264.17,0.01,50.57,17.95,75.90,286.47,298.18, ,0.46, ,19.19,195.10, ,181.76
176.91,135.88, ,269.33,260.42,161.03,74.82,140.06,240.19,150.49,21.92,238.84,58.45,2.35, ,268.49,170.96,245.14,90.60,276.17,140.01,160.98,20.33,291.06,280.16,21.54,139.52,157.37,132.27,145.20,119.75,221.13,259.09,297.55,45.86,49.65,219.22,36.87,250.60,110.60,145.54,149.29, ,6.67,38.23,273.11, ,86.80,232.53,211.46, , ,203.79,143.19,55.88,62.56, ,173.16,53.54,86.53, ,93.20,249.49, 
73.55,226.43,89.61,30.19,67.91,223.47,130.71,269.03,109.05,218.78,212.74,287.52,10.93,92.47,148.28, ,221.83,243.48,254.43,70.76, ,58.27,196.88,244.07,199.77,141.42,35.34,90.88,53.44, ,145.91,69.94,296.30,18.47,32.33,155.59, , ,161.36,36.20,88.67,250.11,43.53,177.14,159.54,151.13,121.66,240.58, ,236.88,169.15,215.69,32.26,89.05, ,233.65,230.47,109.89,164.11,249.24,251.11,241.26,70.11,99.27
254.52,247.58,119.10,53.57,156.51,50.20,252.46,235.87,6.16,63.51,199.17,211.53,121.52, ,191.63,51.78,170.23,149.90,120.83,61.68,130.66,132.17, ,116.01,269.41,140.37, ,39.54,203.98, ,56.77,58.82,194.11,142.71,111.06,16.67,212.50,215.87,230.81,132.99,169.23, ,9.60,161.44,180.99,238.95,122.19,107.01,275.39,237.39, ,88.21,264.43,286.53,47.22,254.91,264.16,282.61,133.73,294.59,298.93,121.82,182.20,154.12
178.48,214.26,101.50, ,65.93,224.13,50.40,201.12,105.62,213.22,158.99,233.36,30.08,163.68,175.56,231.32,245.26,66.69,255.10,232.56,72.33,267.25,298.16,53.34,193.63,42.54, ,275.90,27.79,258.15,144.82,36.30,270.18, ,265.14,133.10,166.03,54.40,28.16,1.65,156.33,48.05,247.90,174.77,73.55, ,178.53,25.44,286.12, ,50.06, ,183.17,115.75,212.88,116.77,250.68,121.76,246.32,93.85,195.41,65.63,136.74,28.30
158.99,157.81,64.48,213.43,277.05,36.25,278.21,155.36,51.28, ,297.61,168.70,193.16,55.33,141.66,260.90,158.47,161.65,39.79,35.61,257.28,23.68,43.00,2.57,227.98,46.74,277.44,215.28,220.35, ,62.01,64.11, ,39.42,250.75,207.75,66.64, ,90.32,94.16,14.80,194.99,112.79,271.93,35.85,248.58,245.74,276.54,76.45, ,3.96,128.48,42.22,76.74,285.44,187.55, ,253.60,98.27,268.00,94.62,212.74,10.30,53.79
168.34,91.96,134.20,46.09,190.04,122.65,226.64, ,179.09,124.58, ,190.98,183.88,298.37,28.79,255.12,295.52,212.82,41.07,235.30,92.93,28.36,108.78,127.21,134.09,104.33,256.29,155.13,280.90,236.80,162.18,92.28,15.37,245.19,52.12,143.59,5.84,60.63,126.96,94.37,30.45,121.66,194.00,126.91,130.31,184.60,255.62,150.20,281.98,27.43,275.89,179.14,42.97,96.34,127.61,130.98,89.41,144.80, ,271.71,59.75,42.92,291.04,202.45
1.78, ,35.87,160.47,255.45,154.79,73.37,242.51,140.45,157.00,15.32,256.95,146.20,216.55,283.40,100.89,238.13,234.89,72.45,189.02,298.80,79.70,26.21,276.52,54.12,151.90,219.97,243.08,101.22,264.61,95.99,30.06,164.23,8.13,60.30,264.59,240.96,131.27,66.50,133.83,241.31,190.06,94.58,227.44,292.77,280.43,257.55,122.88,275.43, ,35.73,23.05, ,67.35,236.30,33.88,254.47,55.85,136.47,277.68, ,270.45,26.67,213.51
182.09,12.58, ,48.32, ,143.14,184.14,246.69,103.12,272.47,72.66,214.78,94.69,269.32, ,295.99,148.16,6.45,45.73,277.19,60.81,237.19,278.13,17.89, ,34.70,187.86, ,102.64,180.29,299.76,15.98,69.79,28.89,47.58, , ,168.66,118.75,227.80,112.27, ,93.00,221.82,280.39,61.60,109.68,87.75,147.20,212.32,118.19,27.49,293.66,117.95,272.92,9.64,113.70,42.71,173.78,142.60,118.95,221.36,217.22,214.73
246.13,85.87,71.33,64.88,191.72,299.14,161.76,3.99,244.83,254.76,225.80,225.23,16.36,35.48,12.97,163.56,247.80,131.16,191.05,241.46,249.11,163.97,251.10,62.81,206.68,124.88,205.41,25.63,46.24,122.63,240.37,292.37,208.50,11.70,57.25,100.22,10.84,219.01,104.21,255.67,173.77,30.01,180.90,190.13,65.49,193.87,53.68,13.30,25.03,244.73,254.76,274.14,108.70,205.86,36.96,15.38,30.74,242.37,41.01,76.98,64.99,281.38,69.35,273.50
293.08,126.60,73.72,3.92,45.61,177.93,259.59,219.37,207.94,140.49,109.50,273.43,34.36,163.18,286.73,59.39,107.91,241.49,33.53,216.61,147.35,70.49,232.00,178.08,12.85,273.01,255.06,77.85,254.39,24.42,51.35,247.47,151.02,125.06,251.39,196.62,2.99,210.98,115.99,210.93,51.47,225.49,184.37,85.83,88.68,171.10,145.22,196.59,112.59,178.75,113.20,259.93,249.24,45.20,138.02,262.10,18.21,93.08,39.95,272.60,117.50,91.29,220.08,268.51
216.36,171.47,165.13,219.35,82.45,281.13,130.28,133.92,206.62,14.64,219.76,295.30,185.74,64.98,191.88,298.33,243.73,5.09,258.26,192.97,50.28,96.28,155.07,68.49,189.36,195.02,41.10,6.85,286.31,261.17,275.37,202.67,132.64,140.50,122.01,215.09,121.63,252.29,49.01,28.25,266.94,268.77,23.55,152.68,33.74,215.43,151.00,277.48,220.52,109.26,170.45,270.80,205.54,25.52,39.30,94.90,220.54,80.39,101.75,206.85,41.56,77.12,109.52,174.20
