Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117
31.94,18.85,272.68,291.77,243.84,105.34,187.05,244.03, ,95.18,184.29,50.90,135.14,74.62,209.42,203.57,24.34,278.45,198.88,21.64,163.79,148.77,126.21, ,158.98,100.32,64.73,213.09,205.62,167.08,257.39,183.58,183.81,195.43,8.67,235.33,279.19,200.87,0.69, ,159.67,145.73, ,216.21,19.34,282.91,101.83, ,285.42,229.70,52.73,103.87,78.72,147.30,56.85,253.90,233.01,200.70,135.42,294.95,146.93,53.27,218.60,79.23, ,8.94,203.60,103.10,231.05,219.02,15.93,138.16,39.61,255.19,87.15,113.30,229.70,210.78,148.67,42.27,55.23,51.92,203.54,30.54,114.10,18.86,56.16,184.52,108.74,214.13,222.47,53.40, ,264.18,106.18,157.48, ,208.69,182.59,65.83,246.83, ,265.69,218.85,194.48,231.45, ,127.34,256.20,108.83,144.92,19.90,81.52,237.23,89.58,102.45,32.96
35.34,14.96,114.50,239.78,69.11,57.89,230.62,77.18,227.81,263.48,235.56,126.48, ,216.06,137.66, ,186.94,221.21,152.10,39.56,164.84,65.84,5.11,236.82,35.91,4.39,112.33,44.39,112.74,154.87,217.27,130.93,33.14,6.10,87.85, , , ,42.97,159.42,112.23,75.33,246.10,89.19,119.11,298.79,182.88,116.00,235.07,142.36,226.31,75.06,4.73,126.29,203.15,87.12,227.42,292.25,237.17,59.57,109.44,255.01,162.51,101.54,291.22,84.80,271.51, ,276.24,15.78,90.75, ,106.14,273.51,102.44,179.83,266.97,220.38, ,82.89,83.14,284.21,265.27,298.55,91.23,12.73,298.73,108.50,209.62, ,8.01, ,187.84,260.95,222.24, ,5.13,241.84,160.13,150.87,267.43,153.10,288.72,240.95,68.60,1.83, , ,245.87,197.68,88.97,169.97,233.49,147.82,60.69,144.21,69.82
187.56,53.87,183.02,268.48,45.57,57.64,280.15,7.62,251.24,252.61,68.48,296.30,61.44,224.26,268.56,17.30,217.00,32.40,65.99,51.65,271.19,291.16,112.80,129.17,95.37,185.25,267.89,80.15,238.55, ,207.11,252.28,215.50,95.63,89.44, ,201.00,176.45,19.05,190.95,53.29,230.01,150.16,120.09,227.23,234.73,265.75,114.48,148.72,124.60,227.37,231.40,288.82, ,7.87,211.48,150.40,86.10,47.95,209.02,211.23,213.00,233.40, ,262.38,25.84,159.19,8.10,81.58,198.45,4.79,13.59,145.96,246.99,259.34,143.91,142.21,150.61,44.98, ,7.36,129.41,150.97,102.45,164.20,140.02,104.16,279.91,281.54,212.03,150.63,60.35,285.23,238.84,216.90,4.44,227.46,18.60,216.47,20.01, ,160.03,24.58,26.90,277.16,201.66,68.82,253.95,29.92, ,230.80,31.58,267.03,69.09,37.48,106.69,66.22
217.52,51.69,140.11,190.29,242.98,127.12,37.83,17.59,80.08,206.47,183.62,70.71,159.14,238.26,165.69,292.93,117.70,296.33,85.94,16.11,270.50,16.60,127.41,172.02,282.56,19.16,251.99,118.89,198.07,76.95,61.65,146.96,114.51,137.15,29.91,229.38,296.50,8.73,280.16,31.41, ,50.57, ,140.45,22.36,4.96,102.28,169.20,245.95,92.53,184.15,236.37,122.86, ,131.59,39.67,88.19, ,138.76, ,279.21,205.18,84.06,120.00, ,69.24,157.39,179.72,284.22,155.07,48.96,238.66,254.24,193.92,222.59,87.93,11.89,10.58,251.10,149.62,188.76,198.38,80.63,87.68,194.20,171.92,157.33,48.89,61.59,68.21, ,156.14,287.39,100.17,274.27,166.63,4.00,274.42,166.12,137.83,246.72,102.89,237.91,238.76,275.07,117.70,157.08,48.83,297.02,161.48,264.24,47.33, ,21.75,279.71,156.21,20.98
 ,210.86,227.05,224.19, ,41.89,188.28,210.19,12.74,194.22,23.43,31.36,35.91,10.06,127.38,226.30,103.06,59.22,166.91,201.96,240.04,230.38,259.58,161.06, ,55.29,223.19,287.72,13.53,224.93,168.21,255.45,194.26,75.79,62.22,73.99,224.66,61.62,277.42,214.03,101.95, ,25.14,193.82,260.47,164.93,102.86,245.06,150.39,195.21,202.59,96.41,104.49, ,157.46,297.63,41.41,40.82,124.72,141.33,248.22,229.65, ,185.78,298.25,23.27,58.59,73.30,259.67,269.26,35.26,52.74,102.35,147.58,277.03, ,41.76,267.16,21.39,157.19, ,193.37,37.71,153.41,106.97, ,76.23,24.06,220.94,239.52,278.39,50.29,180.56,197.28,63.46, ,220.65,137.95, ,175.66,203.93,172.95,275.46,185.21,86.35, ,25.86,108.71,229.70,195.80, ,43.52,38.39,5.86,175.17,211.88, 
115.82,58.81,12.95,18.05,94.34, ,120.21,251.50,233.30,31.24,293.66,40.26,111.98, ,287.15,105.29,51.86,75.46,53.94,118.67,100.87,196.19,33.22,195.17,133.09,199.90,62.77,128.40,86.64,288.23,40.51,111.75,14.64,203.06,275.62,140.57,234.75,20.15,236.55,136.63,284.42,157.78,11.19,142.01,160.69,171.61, ,283.37,238.41, ,6.99,218.36,222.69,184.31,121.08,158.16,190.49,294.24, ,5.44,31.79,195.14,274.88,85.81,89.91,128.82,31.20,204.91,197.72,63.06, , ,298.73,74.41,131.05,31.10,157.13,239.76,224.93,148.61,172.87,34.95,225.07,276.72,244.90,188.00,15.01,191.88,203.90,155.05,88.98,171.44,249.04,298.38, ,146.98,198.70,219.65,10.57,177.12, ,51.57,238.64, ,130.52,299.54,235.35,185.79,205.94,70.53,130.27,42.96,129.20,62.76,142.07,34.63, 
265.32,242.42,137.33,34.48,37.60,152.99, ,274.48,148.98,295.17,289.52,256.51,279.80,167.55,92.60,141.06,167.51,248.89,49.14, ,266.78,237.25,96.65,94.25,103.31,69.85,128.78,39.07,87.78,115.04,150.93,50.70,184.74,106.30,11.65,62.17,117.81,98.19,253.75,289.14,31.70,139.62,166.97,107.97,237.02,164.39,240.24,245.35,177.59,81.19,144.90,167.68,142.77,177.16, ,166.30,190.01,293.19,92.26,158.45,108.89,211.39,21.71,142.18,4.07,227.89,38.72,60.99,214.02, ,10.54,44.88,75.17,157.32,62.43,284.10,138.08, ,34.92,147.31,233.97,70.94,44.68,233.11,111.08,132.53, ,17.69,21.80,4.72,218.51,208.31,176.59,268.17,81.31,44.73,289.42,29.35,240.78,84.38,250.10,178.99,89.18, ,110.98,279.03,208.03,198.40, ,244.79,120.19,134.27,284.53,61.01,274.96,152.90,48.26
290.85,42.76,123.92,191.02,296.11, ,42.29,132.12,24.30, ,50.41,250.16,168.89,48.82,12.98,203.19,4.72, ,47.48,112.39,165.10,60.66,247.31,125.71,68.01,290.37,200.43,103.42,204.45,284.19,127.58,251.49,190.62,177.28,119.62,2.66,215.51, ,162.82,156.64,234.28,232.62,207.09,190.95,172.64,126.65,133.13,172.44,203.18,199.22,137.60,143.94,104.40,153.25,73.52,209.48,16.55,95.33,110.29,66.09,291.84,203.88,205.29,146.91,94.30,249.75,235.03,54.22,0.94,6.65,217.36,82.27,58.23,157.55,163.89,151.46,116.39,280.71,131.67,130.15,173.74,157.87,173.60,148.20,119.57,249.01,70.99,270.84, ,128.40,72.77,149.21,168.43,209.21,36.22,20.26,210.57,120.05,273.76, ,148.30,22.40,188.64,128.59,222.61, ,220.36,39.93,38.75,274.12,98.46,284.80,272.52, ,92.57,192.65,82.26
276.43, ,165.08,266.84,120.66,12.45,114.56,110.59,260.73,101.28,95.05,177.91,281.44, ,196.15,284.87,30.39, ,168.64,281.12,150.94,139.80,142.80,215.76,107.67,38.11,235.68,295.01,200.74,210.39,172.61,45.77,230.22,234.08,133.45, ,284.39, ,147.78,28.52,113.18, ,151.30,175.72,40.14,185.21,199.70,189.20,291.87,29.75,274.30,132.39,62.96,206.48, ,66.27,28.11,1.82,30.75,143.86,87.09,200.42,32.86,292.89,138.40,162.14, ,290.74,196.91,86.52,190.82,169.67,79.19,58.27,79.87,191.19,192.31,295.51, ,142.03, , ,21.99,117.78,42.49,226.32,174.04,287.02,199.39,4.31,101.74,28.38,242.84,99.26,118.97, ,261.01,214.02,106.13,59.22,8.26,61.86,20.77,91.47,290.96,250.21,236.67,267.85,244.69, ,211.88,38.13,171.29, ,112.73,116.08, 
 ,18.69,228.78, ,20.25,208.32,235.56,91.86,115.64,182.11,178.36,117.24,30.29,38.75,101.27,296.67, ,121.00, ,49.79,74.21,16.72,225.22,130.32, ,245.96,71.82,130.92,270.16,196.10,86.15,59.97, ,33.18,194.37,241.21,56.45,14.19,297.95, ,128.27,215.15,209.06,227.15,152.77, ,48.87,173.53,215.98,198.93,11.18,274.26,37.45,267.81,103.87,291.06,94.03,44.46,156.61,95.41,184.20,283.96,148.74,58.63, ,257.56,95.48,288.15,88.30,15.68, ,281.44,252.05,78.56,243.72,27.94,131.76,31.85, ,180.60,203.84, ,161.40,153.00,247.36,0.56,216.55,88.95,271.51, ,50.07,217.18,65.45,117.01,288.16,122.79,205.94,114.08,188.03,116.44,20.66,100.84, ,241.35,131.85,116.83, ,154.34,248.18,278.79,197.36,297.92,135.71,46.78,167.31,23.08,35.08
1.06,30.62,77.27,66.78,223.28,253.06,194.57,297.39,266.43,140.32,214.90,168.20,225.83,196.48,19.26,292.65, ,23.27,144.75,22.01,53.00,87.93,88.67,128.00,255.59,102.36,237.66,88.14,4.22,95.82,142.91,245.79,94.87,118.46,98.79,74.49,34.58,282.40,151.59,85.28,133.15, ,70.81,115.26,270.25,65.98,81.82,169.18,188.23,63.50, ,203.98,88.82, ,71.21,216.34,147.08,14.76,50.64,0.75,55.73,104.81,194.38,215.08,131.67,201.80,231.16,99.16,227.64,198.26,99.53,180.46,138.12,281.33,280.80,54.66, ,159.48,147.45,73.33,177.78,112.80,107.80,172.12,179.27,139.56,9.37,58.59,92.28,237.31,234.61,35.70,172.45,129.40,241.29,230.90,79.37,192.03,295.32,128.48,273.99, ,283.36,111.30,14.47,176.64,299.73,31.22,268.47,100.28,167.68,219.26,82.38, ,269.56,242.92,132.88
66.07, , ,296.90,2.74,16.24,61.74,29.47,80.73, ,69.09,135.92,110.29,251.32,187.86,231.99,42.48,51.97,49.16,224.98,42.97,205.00,48.74,70.70, ,26.57,167.08,50.19, ,268.49,249.47,16.36,142.25, ,194.21,79.52,211.90,277.42,173.28,247.63,89.35,288.53,243.26,266.03,11.05,261.94,175.91,134.16,260.54,87.72,179.92,89.19,135.52,290.71,85.27,199.33,267.33,290.54,43.47,204.05,183.01,172.32, ,6.48,244.81,204.01,79.41,188.76,206.76,161.93,40.64,114.88,67.61,205.79, ,162.36,100.72,48.23,104.29,279.52,277.32,124.58,258.41,265.64,102.58,291.57,261.65,133.01,159.45,82.70,181.95,19.89,290.44,255.71,100.63,15.29,114.23,154.84,35.69,202.27,41.50,156.40,285.68,180.06,125.16,282.78,207.82, ,198.26,245.49,171.43,8.27,294.94,104.23,183.83,269.85,266.20
178.50,149.38,149.41,293.07,277.29, ,279.97,218.25,235.47,222.20,219.51,111.13,275.82, ,200.52, ,166.73,152.08,161.63,285.49,13.06,133.43,117.65,3.23,164.17,247.14,54.89,257.96,234.29,44.73,134.29, , ,205.54,137.11,31.42,223.30,220.26,57.74,170.13,73.81,299.68,120.66, ,78.61,121.89,265.32,146.68, ,147.70,178.46,131.30,107.41,254.37,111.33,65.57,73.09,15.75,160.34,127.34,215.02,169.82, ,177.48,171.85,221.78,222.96,67.30, ,121.90,41.66,99.31,214.68,246.62,245.17,66.83, ,281.85,24.70,133.69,283.34,246.68, ,169.64,8.84,125.71,89.68,63.96,274.60,61.40,209.08,28.18,79.07,257.76,207.76, , ,150.36,56.63,280.29,167.20,228.75,119.86, ,183.83,134.89,268.82,71.55,84.29,54.46,5.22,175.12,287.18,22.60,41.70,6.22,245.28
196.72,115.22,98.47,122.58,161.52,289.47,66.79,280.52,41.11,75.23,157.98,201.29,88.35,258.67,210.95,89.93,142.14,22.82,204.19,173.97, ,163.44,3.59,279.30,278.30,200.08,123.02,95.82,50.84,262.28,249.76,235.35,8.37,80.25,44.68,122.95,162.45,109.16,223.58,290.88,53.50,96.41,153.45,180.13,231.04,49.71,8.64,238.24,125.55,265.98,244.14,280.63,75.32,272.62,178.25,200.78,154.46,108.27,189.43,212.21, ,261.92, ,246.98,156.46,258.00,242.78,211.37,8.73,13.20,285.59,244.85,123.20,183.56,107.23,219.88,193.47,281.36, ,228.35,46.60,92.27,243.66,80.41,3.13,180.26,52.68, ,239.05,28.65,126.38,195.61,155.32,96.95,283.84,65.03,33.69,210.37,9.58,283.14,207.90,56.91,102.93, ,41.98, ,164.60,286.25,196.16,149.30,278.25,280.20,251.24,109.19, ,118.77,199.77
274.27,52.32,52.93,288.37,204.46,259.51,124.98,250.53,169.02,244.79,223.83,253.39,97.27,154.34,181.36,211.45,4.11,22.29,144.71,151.96,149.40,103.54,131.18,240.92,297.70,2.35, ,255.74,271.06, ,187.09,67.69,107.73,62.32,128.85,140.68,256.22,92.26,264.46,113.83,223.64,91.10,33.06,181.73,235.95,205.89,204.54,221.59, ,283.92,174.23,282.97,147.17,247.30,237.52,20.76,94.38,234.00,165.35,202.11,134.85,263.54,59.10,179.49,282.50,213.66,54.36,11.76, ,259.06,107.21,129.23,224.18,184.11, ,83.01,184.52, ,148.06,60.33,55.23,67.69,45.37,273.00,236.19,111.69,283.00,25.05,169.01,73.75,193.80,136.12,85.15,41.69, ,102.02, ,233.73,203.60,10.51,221.10,51.13,141.95, ,167.00,120.70,220.13,10.03,9.94,205.90,92.18,293.64,157.51,127.93,182.19,254.11,28.12
109.93,42.76,12.61,290.44,25.99, ,36.01, ,86.50,80.98,76.32,72.88,53.21,177.43,7.83,294.20,32.35,96.87,248.19, ,238.63,10.85,249.93,180.51,133.36,47.97,194.04,84.91, ,285.72,111.22,136.84,29.50,209.55,244.30,235.86,96.37,240.02,128.59,126.07,120.23,143.56,137.82,217.18,141.96,271.00,196.45,58.60,277.04,52.33,125.88,150.51, ,90.53,295.44,293.88,197.63,234.58,75.49,247.09, ,149.99,295.88,120.04,272.39,22.62,18.42,12.90,70.75,259.45, ,36.85,266.22,170.10,264.39,101.54,286.78,61.47,140.12,119.00,80.29,217.21,234.50,117.90,136.46,62.88,172.85,7.46,34.22,39.86,123.16,210.10,285.64,108.90,79.47, ,159.76,237.56,78.49,82.67,139.72,244.79,253.17, ,92.23,99.75,77.37,273.50,32.85,259.03,84.90,69.66,198.27,42.80,292.13,245.71,185.78
118.84,279.21,22.70, ,122.46,19.48,177.04,78.22,265.98,221.08,289.63, ,203.27,65.79,115.20,69.45,37.53,101.49,51.64,88.18,246.65,13.23,168.76,70.24,286.16,226.03,279.83,193.40,21.49,78.51,270.69,137.66,36.24,24.96,63.34,81.64,104.87,2.01,115.05,278.57,62.46,91.85, ,285.25, ,244.44, ,215.13,152.78, ,91.92, , ,61.46,165.25,152.48,139.96,239.51,68.74,23.13, ,180.09, ,58.53,273.56,5.42,226.42,13.51,177.09,173.60,47.10,104.88,206.11,167.12,63.38,147.59,96.45,266.60, , , ,135.05,38.00,25.20, ,43.54,263.48,82.41, ,187.30,162.10, ,7.72,13.14,282.03,47.15,51.88, ,84.46,72.53,4.17,89.23, ,233.09,58.40,252.20,202.80,176.50,239.65,230.46,39.52,62.38,161.11,295.31, ,39.00,21.17
5.11,21.32,43.50,204.78,215.15,261.80,95.68,17.17,227.20,19.41,32.34,0.80,101.39,45.31,43.06,183.56,176.89,194.55,167.82,279.39,18.51,160.49,237.94,94.08,147.63,4.83,219.56,26.57,141.30,161.34,138.37,232.53,249.78,235.64,226.41,200.57,156.22,59.11,238.72,259.29,266.67,266.32,269.76, ,111.06,68.52,203.13,227.94, , ,154.03,281.44,81.36,225.27,285.47, , ,278.72,105.33,133.82,212.60,198.75,191.47,19.07,80.70, ,143.89,167.01,283.48,106.05,161.34,195.30,29.62,159.48,139.28,30.94,14.93,29.60,49.11,57.66,77.57,156.70,6.72,246.15,259.78, ,121.12,95.34,30.30,161.37,268.58,258.36,278.63,129.02,165.11, , ,203.46,165.52, ,189.23,76.47,123.27,270.13,71.84,154.24,133.37,169.71, ,269.13,156.02,92.91,224.05,29.95,247.34, ,33.61
23.49,233.70, ,203.82, ,175.83,59.54,206.60,106.27,198.38,102.63,274.87,220.58,153.71,90.00,0.51,133.86,233.68,170.76,271.38, ,147.21,238.22,172.99,262.69,65.85, ,62.39, ,282.97,199.69, ,248.86, ,82.72,109.47,226.33,121.66, ,268.88,246.64,207.17,87.99,179.96,249.00,52.17,225.32,194.68,66.54,287.95,226.27,51.81,269.86,198.21,189.96,71.83,292.39, ,80.37,130.66,254.76,65.19,298.32,144.43,146.09,242.64,214.24,140.23,256.02,189.01,211.73,65.50,48.48,299.02,50.26,141.88,202.68,254.77,286.61,155.69,87.18,221.13, ,61.35,40.51,181.22,294.86, , ,285.80,42.20,194.42,256.54, , ,154.22,150.21,131.25,40.60,204.04,14.06,34.24,48.52,88.75,152.77,86.56,32.58,253.23,0.64,126.45, ,280.67,223.58,182.02,274.69,110.54,125.66
50.95,124.45,268.98,119.18,254.39,189.98,210.98,83.79,243.44,194.12,209.77,158.19,24.20,203.38,149.59,210.67,209.27,166.94,202.95,35.65,243.86,240.49,42.61,275.60,183.29, ,210.16,93.05,287.43,68.35,184.84,11.62,201.23,88.22,146.36,50.82,117.26,57.02,251.36,26.54,92.14,118.30,204.79,295.09,104.41,240.43,152.44,48.27,166.06,92.93,203.12,208.67,117.21,178.72,194.73,0.50,48.44,104.88,93.55,35.87,173.23,278.39,47.49,74.46,66.62,193.85,125.29,183.88,250.87,76.64,210.42,43.02,194.94,115.21,38.11,299.35,55.64,190.54,47.62,221.70,283.47,250.74,130.37,100.68,129.45,25.10,101.18,177.90,129.98,194.73,213.77,3.21,173.13,261.26,77.68,239.75,155.11,202.96,123.63,105.98,279.61,34.05,148.99,174.54,149.25,187.10,173.89,204.89,77.65,221.51,126.59,61.12,172.24,256.96,161.80,1.70,282.06
