Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107
284.04,152.38,62.69, ,224.03,287.89,214.21,59.89,142.86,55.95,70.22,193.15,171.39,289.09,120.65,103.82,12.88,183.41,220.81,123.99,250.28,208.00,2.92,293.01,135.40,147.28,269.51,57.39,164.13,82.07,75.31,15.82,44.01,275.80,206.90,109.67,211.67,21.67,285.56,60.36,63.63,26.57,248.07,174.04,130.43,97.00, ,112.82,186.00,269.72,218.96,260.49,281.18,97.81,263.71,256.12,176.12,111.23,111.84,83.30,25.62,21.04,181.41,225.29,145.92,218.22,264.52,141.03,156.86,141.46,51.32,205.24, ,16.47,73.18,220.00,237.27, ,168.63,152.13, ,298.05,126.45,253.45,203.96,162.03,40.61,194.12,187.83,99.53,258.25,115.95,169.94,137.66,221.86,40.34, ,38.40,13.16,258.15, ,157.30,148.10,162.94,36.09,163.77, 
122.02,71.03,178.27,137.93,46.11,106.82,3.12,66.59,246.56,34.59,182.04,99.96,77.88, ,128.66,251.66,127.97,154.77,138.26,266.16,25.14,11.56,85.68,153.62,103.33,136.55,60.41,155.15,129.37,256.40,3.27,41.77,168.05,259.47,175.57,211.04,8.19,287.74,79.38,195.83,19.72,237.90,83.87,220.48,90.37,171.28,84.94,224.88,109.60, ,285.17, ,185.88,92.94,212.03, ,107.86,34.70,292.93,224.11,35.30,176.36,8.63,297.12,194.88,31.28,209.42,189.20,202.32,172.70,219.39, ,27.24,125.62,92.99, ,178.98,228.94,187.92, ,185.04,220.21,190.54,44.57,188.63,109.31,297.03,115.37,276.17,142.12,10.10,42.22,114.08,30.63,205.87,194.75,127.46,226.07,114.39,224.99,94.97, ,92.00,14.38,195.72,276.17,167.10
 ,268.79, ,299.42,263.56,89.53,95.08,280.54,18.89,38.07,46.15, ,138.16,235.31,187.63,248.39,259.41, ,228.19,282.54,79.83,195.23,0.57,73.85, ,92.74,141.48,278.45,35.58, ,270.89,93.39,37.22,22.60,203.39,81.93,178.41,132.04,31.12,63.96,113.72,197.71,8.84,24.47,47.94,128.45,229.91,82.02,200.37,164.02, ,245.95,233.84,121.73,138.83,71.44,68.06,141.52,247.64,138.55,201.82,298.77,209.54,2.67,120.98,40.68,162.72,214.44,94.34,104.04,290.51,176.98,114.27,172.65,172.37,232.23, ,230.99,200.37,297.52,272.58,117.71,267.54,111.75,198.68, ,131.85,43.61,197.01,27.32,219.79,80.86,273.89,83.01,272.06,266.25,207.18,166.80,38.60,216.25,169.81, ,1.66,14.45,99.62,37.80,92.13
250.13, ,21.82,180.11,261.75,42.96,217.42,273.43,180.90,58.72,253.86,52.38,44.02,256.08,100.67,8.48,75.49,249.54,279.77,91.18,276.01,110.46,43.91,149.44,273.57,275.51,237.73,83.89,90.75,198.10,165.33,229.58,159.21,38.12,8.78,80.50,263.44,178.21,274.85,232.15, ,207.67,173.54,259.73,26.31,53.39,165.03,147.31,119.19,143.96,35.21,38.67,236.71,198.20,204.48,176.21,161.66,28.73,19.43,190.49,288.16,263.47,203.87,259.03,137.21,281.23,76.26,192.42,249.54, ,154.02, ,6.92,217.12,213.32,24.12,282.29,47.71,165.47,56.54,274.64,227.50,66.18,275.78,16.73,49.21,79.34,107.00,243.79,121.92, ,146.03,242.97,8.64,23.78,245.27, ,139.03,190.73, ,166.50,96.26,213.02,171.16,177.03, ,201.15
79.60,225.37,104.79,49.18,107.46,238.80,244.25,31.51,283.03,1.48,207.30,59.86,264.46,154.35,261.04,1.21,217.33,81.18,10.26,15.65,139.75,73.46,32.27,218.98,216.00,162.14,13.76,100.63,260.56,200.10,10.49,262.24,127.90,249.94,173.77, ,13.52,29.34,252.30,16.51,50.30,129.75,250.73,274.24,12.31,129.05,239.71, ,167.52,239.56,296.42,83.04,126.85,281.64, , , ,222.98,177.85,39.85,104.48,57.53,243.31,50.70,216.96,50.54,186.40, ,299.73,23.94,254.12,50.95,121.52,132.47,169.67,27.62,289.68,55.79,285.02,157.17,159.33,218.57,290.41, ,290.14,30.13,291.72,167.67,157.24, ,145.01,218.89, ,208.57,83.21, ,25.59,67.38,276.22,119.47, , , ,110.12,73.50,191.51,3.04
100.68,193.75,255.61,157.28,280.71,179.22,266.08,247.44, ,233.39,294.27,96.12,116.02, ,217.85,265.72,192.16,257.63,196.25,152.29,77.42,294.01,13.05,8.07,111.09,193.88,29.99,177.67,15.80,5.58,272.99,154.55,37.70,251.06,25.41,287.47,236.34,59.48,241.58,209.87,103.25,134.22,3.54,114.27,141.47,252.99,91.16, ,128.86,230.67,245.13,50.27,270.34, ,219.73,174.98,25.99,233.36,111.47,172.10,256.23,45.60,128.03,16.76,265.62,38.31, ,72.31,229.57,110.44,262.39,211.99,109.76,25.35,1.70,142.07,218.48,273.05,283.68,144.46,75.43,129.62,262.53,182.54,244.59,229.11, ,141.10,186.50,24.33,33.02,298.54,205.05,233.51,137.86,177.21,118.75,58.80,220.67,105.14,205.32,41.88,174.85, ,61.35,135.61,247.32
216.37,27.24,141.29,208.42,237.19,3.37,196.40,116.00,31.11,62.45,270.66,4.07,286.03,67.94,283.25,243.82,223.03,270.17,31.04,248.94,16.18,163.57,178.29,69.70,208.35,38.63,6.90,32.64,108.13,114.57, ,58.39,38.86,261.15,60.49,52.13,155.91,192.30, ,171.87,92.13,270.34,259.22,173.46,270.18,92.44,72.95,143.14,247.13, ,50.32,164.81,261.80,106.88,89.21,25.97,81.74,197.75,65.40,85.96,145.17, ,229.92,57.98,204.43,245.65,55.43,94.33,140.53,264.76,204.27,20.59,36.11,29.42,192.18,34.57,49.59, , ,242.60,52.57,162.26,76.55,176.94,75.57,285.93,12.10,294.71,21.87,159.47, ,51.65,14.00,5.30, ,284.81,257.40,205.75,35.59,37.36,153.17,230.01,153.27,29.30,274.80,178.79,102.46
185.92,172.23,63.47,287.28, ,244.68,252.80,121.25,101.70,88.26,263.79,67.90,256.66,180.70, ,14.97,252.90, ,125.13,231.94,75.20,160.52,65.88,84.22,48.41,220.91,100.56, ,168.46,20.70,271.29,179.01,138.82,187.16,257.04,239.23, , ,231.02,285.32,154.37,92.75,93.36,140.85,293.47,68.66,93.66,42.70,26.22, ,213.37,61.62, ,132.12,47.48,8.87,107.49, ,200.24,298.61,44.39,123.14,45.32,147.36,180.02,111.49,224.61,250.34,213.31,118.35,125.86,160.90, ,24.13,189.22,62.52, ,39.19,25.75,279.35,169.79,293.14,220.90,6.14,203.98,249.62,71.48,203.82, ,192.80,298.04,184.17,100.91,99.75,181.97,222.30,54.04,48.22,2.57, ,173.81,260.91,192.27,198.91,264.77,288.89,131.08
105.45, ,261.66,114.77,175.65,198.71,118.74,265.01,212.90, ,82.85,118.55,299.78,71.21, ,60.10,281.59,291.28,2.83,164.62,96.58,154.67,269.95, ,234.96,155.11,89.84,208.82, ,208.61,284.28,76.35, ,57.94,50.27,178.22,95.78,99.80, ,95.08,123.91,40.95,192.40,8.46,191.21, ,99.82,27.72,219.05,31.98,247.49,208.16,85.47,121.54,139.98,280.35,95.95,286.93,210.04,23.04,160.53,83.84,82.59,233.33,183.66, ,131.15,186.80,133.03,78.41,30.72,298.64,146.40,263.61,226.33, ,266.73,123.90, ,206.49,287.15, , ,186.77,0.01,133.81,264.30,151.34,262.67,271.70,166.27,270.04,168.25,59.33,277.94,15.52,272.03,92.56,255.12, ,255.14,28.57,17.19,239.52,203.47,283.91, 
219.23,48.37,136.63,49.18, ,64.70,189.62, ,207.44,70.89,277.63,130.78,140.98,5.33,275.04,137.11,50.61,270.16,143.81,206.67,221.36,257.70,13.89,11.92,47.56,23.54,206.60,90.99,225.89,200.78,191.15,188.51,94.22,40.73,265.45,131.03,71.67,107.17,113.80,6.90,201.91,186.55,184.76, ,110.65,56.88,265.01,200.08,188.99,247.50,24.20,258.05,266.58,18.18,160.59,59.05,39.18,208.50, ,186.03,84.90, ,96.47,155.43,131.67, ,79.17, , ,129.49,240.67,8.71,36.87,51.87,185.17,267.31,115.62,36.65,113.24,296.99,252.75,169.81,48.86,168.61,223.07,118.90,174.38,156.56,273.60,270.06, ,237.37,165.41,228.27,203.95,62.92, ,56.47, ,105.32,144.11, ,142.21, ,16.59, ,227.83
212.67,12.57,135.26,127.87,132.46,129.91,256.72, , ,183.89,118.51, ,52.21,98.23,76.40,285.02,42.66,293.30,151.39,75.80,83.64,188.04,131.68,234.16,182.49,87.56,65.86,250.41,261.04, ,37.44,207.89,206.12,111.38,198.10,222.47,150.78, ,128.22, ,62.38,70.30,47.15,75.58,15.10,40.52,116.52,227.21,196.04,71.12,279.99,74.56,222.89,126.69,53.56,252.42, ,22.71,189.33, , ,102.51,9.33,211.42,93.45,283.33,6.95,206.77,65.31,199.06,235.92,44.22,216.09,260.71,285.82,26.21, ,128.72,128.18,193.39,88.42,198.80,136.18, ,112.35,31.20,245.52, ,289.73,191.17,46.35,135.72, ,22.79,284.90,143.43,198.15,68.28,257.70,163.55,5.45,102.12,287.31,3.76,37.37,153.57,135.74
22.98,139.74,47.38,50.52,104.50,249.71,276.04,256.27,54.67,115.49, ,102.80,2.12,241.80,218.78, ,202.33,259.39,197.81,166.70,197.58,197.00,143.99,54.70,12.63,61.97,266.16,230.93,62.45,112.39,214.91,81.22,93.49,159.30,47.38,239.62,297.21,92.25,9.66,241.45,256.32,150.42,63.75,93.08,77.48, ,292.39,61.38,240.40,268.93,149.37, ,94.32,7.94,133.33,33.52,39.90,78.20,212.33,271.66,268.15,210.86,41.53,9.69,298.18,120.08,261.05,101.20,107.15, ,240.48,275.46,166.64,93.46,177.62,28.63,203.57,93.89,119.30,161.58, ,273.26,79.73,205.54,289.67,290.06,253.17,207.07,283.45,61.90,50.00,69.04,200.88,26.91,266.11,214.34, ,187.60,108.15,232.65,111.57,279.14,198.51,250.26,79.40,228.84,172.62
 ,105.65,35.67, ,1.79,94.14, ,281.74,147.72,198.10,215.22,115.93, ,211.88,208.88,31.29,111.10,63.87,9.56,35.63,70.70,153.25,275.77,146.59,40.54,139.32,165.45,293.26,24.70,32.51,196.43,71.31,267.71,7.48,26.08,119.39,80.52,261.63,165.46,297.51,58.46,83.32,119.59,47.76,281.73, ,178.16,149.18,111.79,193.17,10.44,208.45,16.80,68.85,46.55,70.60,235.54,35.87,27.02, ,171.31,287.49,272.35,98.37,243.36,51.20,93.18,240.88, ,121.97,77.38,146.33,121.07,55.42,241.31,269.41,253.75,136.01,35.95,1.32,210.94,245.18,177.23,184.24,236.94,46.88,174.74, ,295.81,217.71,216.39,122.16,253.90,200.93,221.71,158.16,79.46,60.87,119.45,207.07,230.47,243.95,88.02,107.08,112.24,236.59,24.94
93.55, ,294.48,166.22,293.85,242.45,42.78,55.52,172.34,266.77,196.54,173.64,18.64,145.94,194.05,68.37,268.11, ,262.59,63.54,176.76,68.03,88.22,168.35,205.64,91.30,17.47,164.90,21.50,197.11,16.42,133.30,39.78, ,2.37,230.07,240.19, ,53.02, ,221.37,134.92,279.57,59.78,291.09,3.93,8.06, ,79.73, ,119.51,265.63,146.12,249.83,171.22,139.33,75.08,123.24,103.01,36.20,85.24,273.75,140.74,158.04, ,60.21,181.06,35.35,289.01,252.77,102.28,214.65,173.66,160.48,78.37,119.87,48.54,214.92,287.90,295.76,258.28, ,139.35,63.58, ,294.64,263.20,193.64,134.16,153.21,150.98,257.93,172.75,118.00,144.19,284.41,64.41,195.91,82.04,156.23,282.65,19.40,247.78,123.70,280.35,76.58,208.48
102.17,40.99,168.90,26.06,25.12,96.00,183.12,15.80,102.37,190.20, ,137.98,67.99,15.15,296.50,253.38, ,34.61, ,203.51,194.86,282.30,152.82,168.45,219.12,133.22, ,254.99,235.98,229.86,4.94,152.41,228.13,100.05,255.43,166.25,163.72,194.91,75.88,17.51,17.35,239.96,23.30,96.79,184.74,115.19,1.40,41.09,151.02,192.27,109.99,19.07,281.59,122.77,12.20,164.21,65.58,264.48,299.12,48.17,87.91,73.53,130.96,18.84,255.75, ,65.75,107.51,251.21,162.23,33.68,172.89,68.09,27.71,276.17,205.15, ,68.51,266.19,48.17,181.45,196.14,69.66,77.39,116.97,271.35,132.55,298.54,41.95, ,198.92,12.47,111.79,172.58,155.55,93.50,253.49,36.72,167.09,0.77,19.45,247.56,232.19, ,127.98,119.23,162.29
63.95,182.78,138.94,108.85,21.62,164.48,286.15,286.13,88.63,208.08,209.89,120.47,196.81,94.67,299.92,87.03, ,269.81,62.26,126.02,219.54,137.72,61.60,24.71,14.21,158.30,196.94,22.95,108.29,122.93,271.32,211.35,3.21,52.36,79.08,38.72,253.83,37.21,102.02,265.66,48.97,18.71,35.44,274.16,13.05,268.05, ,179.40,180.19,71.90,139.65,284.38,204.11,175.48,262.84,185.19,286.37,97.77,44.59,206.45,152.47,156.36, ,35.76,60.70,228.28,235.98,290.74,82.66, ,2.20,187.12,193.47,196.53,105.78,130.67,129.43,15.76,119.98,21.56,256.97,204.64,53.86,254.07,165.85,77.83, , ,55.44,138.45,104.73, ,235.40,22.52,272.21,38.52,29.87, ,147.75, ,201.61,42.85,168.56,107.54,68.50,92.04,210.94
286.73,237.11,111.62,140.67,267.94,252.30,194.07,145.56,166.52,116.28,76.88,57.84,21.44,256.92,8.34, ,295.06,94.61,134.65,57.86,22.18,170.78,131.13,165.54,115.04,60.98,289.60,82.26,67.26,130.95,216.93,38.25,21.85,129.19,187.10,74.98,124.11,229.27,194.28,199.94,7.53,33.74,6.74,171.15,24.59,254.76,0.91,153.52, ,282.71,12.98,254.25,293.88,151.54, ,246.36,103.61,109.98,251.01,253.33,190.74,124.26,219.45,138.51,147.93,55.69,277.37,281.45,219.34,51.17,275.74,17.52,251.41, ,202.42,170.02,134.96,148.84,67.40,118.96,121.94,196.06,60.71,130.59,40.86,11.52,287.78,226.83,260.46,283.82,298.56, ,133.52,36.30,69.19,232.94,132.25,105.63, ,227.15,37.34, ,48.86,111.81,104.16,18.36,162.75
157.05,68.70,18.39,104.55,115.30,297.14,53.78,228.94, ,40.91, ,164.94,175.26,274.88,155.68,137.91,174.47,35.02,285.53,48.16,140.99,127.58, ,181.37,39.96,270.82,180.27,245.81,144.01,72.13,78.23,261.33,239.84,131.68,241.82,231.17,26.08,159.49,205.66,105.10,53.00,26.50,44.67,30.52,194.86,12.10,168.02,69.74,229.72, ,171.54,222.04, ,16.68,276.80,103.79,167.97,157.82,90.06, ,120.58,61.64,103.28,91.25,104.47,6.42,189.97,92.41,81.40,128.69,181.80,248.12,219.00,121.52,194.98,280.25,115.19,238.79,76.62,295.17,229.14,186.99,179.56,231.11,184.41,105.29,110.83,29.91,158.33,143.30,175.45,68.87,165.43, , ,37.69,123.14, ,10.13,85.43, ,46.39,76.84,240.15,205.10, , 
121.49,116.74,184.35, ,49.78,196.69,230.95,114.98,6.84,283.70,114.64,138.66, ,290.34,265.26,198.78,258.88,243.56,17.20,261.23,177.68,201.47, ,2.43,283.21,109.60,101.55,267.65,212.81,230.55,10.50, ,193.26,60.57,160.49,264.72,82.56,276.21,11.92,286.45,44.86,106.01,97.27, ,37.48,24.67,84.59,94.02,228.43,185.48,39.39,29.96,45.81,137.33,184.28,16.29,243.84,286.70,109.28,235.05,260.01,114.79, , ,169.50,87.71,288.55,18.24,288.21,190.87,93.88,24.52,255.84,122.18,223.98,259.49,78.22,118.74, ,113.63,133.59,189.54,25.49,206.82,4.85,234.87,64.75,154.90,265.86,297.10,47.23,167.89,6.78,25.00,51.47,1.63,175.57,73.64,207.80,245.07, , ,43.03,189.97, ,155.83,188.08
68.41,232.13,123.43,299.68,70.98,24.85,13.88, , , ,10.15,36.47, ,79.51,229.93,168.54,298.61,150.00,173.26,41.70,101.64,19.91,179.68,128.66,260.78, ,84.61,268.53,129.98,200.59, ,178.02,24.18,32.68,243.66,256.31,202.63,26.73,230.56,267.31,99.97,217.58,12.70,177.01,216.07,34.37,123.93,299.66,89.02,22.30,238.28,18.04,36.56,63.46,251.17, ,51.15,243.93,271.55,136.64,246.09,139.70,146.08,269.34,141.11,16.49,239.97,191.83,31.65,144.34,187.76,25.12,133.95,198.54, ,35.18,245.16,50.53,203.41,184.19,243.73,214.09,125.84,9.35,240.84,51.07,133.71,264.73,60.12,271.16,232.86,76.44,63.67,92.87,229.59,164.68,162.94,290.85,287.96,195.51,246.14,168.41,172.75,152.47,66.93,98.48,129.96
177.82,1.90,160.72,247.75,104.81,104.18,99.48,95.86,20.94,241.58,121.85,22.50,47.19,97.93,89.23,20.59, ,22.49,282.24,185.48,58.79,111.82,95.66,250.31,224.90,32.23,114.15, ,88.46,226.19,39.40,114.29,282.46,82.48, ,36.46,225.71,101.85,249.71,241.49,288.16,192.33,280.65,166.93,94.94, , ,100.07,95.64,41.47,242.54,249.52,67.34,74.25,212.76,66.70,223.98,20.65,75.24,122.78,118.70,2.83,199.07,221.30,262.96,26.16,224.44,184.49,150.92,160.97,282.70,217.94,282.52,22.98,239.88,299.93,63.49,220.86,105.66,257.27,104.95,274.11, ,158.60,110.04,182.15, ,109.82,6.73,30.25,150.10,175.48,28.70,152.78,201.54,91.73,27.05,142.25,226.07,159.76,211.40,129.39,77.15,176.79,31.55,113.60,177.17
31.68,228.06,155.44,142.91,288.41,143.86,171.12,232.02,17.18,7.98,228.55,85.78, ,117.34,282.62,189.56,30.67,199.75,250.88,58.04, ,228.00,148.42,111.84, ,129.02,137.99,152.43,61.37,92.14,270.16, ,159.72,208.37, ,123.50,275.56,104.09,109.55, ,208.67,222.20,86.86,176.66,298.50,123.82,191.93,226.43,180.22,13.14,41.31,212.09,234.91,51.43, , ,69.98,155.28,150.53,138.25, ,136.74,128.41,18.91, ,285.60,105.59,99.75,258.09,94.24,105.49, ,8.67,191.22,198.38, ,140.52,298.26,158.39,273.52,144.15,270.84,115.62,128.49,223.33,227.21,279.57,163.23,41.37,292.02,104.71,132.97,197.06, , , ,63.84,100.61,277.69,283.92,58.85,277.45,126.50,125.00,158.25,200.57,217.82
169.28, ,114.50,26.67,45.73,268.67,83.75,30.26,120.89,72.96,61.83, ,56.84,5.87,269.19,279.66,268.92,280.23,263.45,191.03,16.25,136.95, ,273.92,272.02,183.47,114.99,263.37,2.14,267.52,275.94,196.89,142.88,143.17,9.29,198.27,129.94,14.51,30.35,297.85, ,181.31,198.24,10.71,128.74,127.41,293.41,242.86,144.26,299.52,297.99,49.78,243.15,190.06,152.56,139.76,261.75,202.27,147.67,19.88, ,147.29,223.86,265.25,292.93,79.73,251.94,194.22,136.09,17.55,169.00,117.76,157.79,226.20,286.50,37.66,69.64,285.31,33.62,73.70,204.51,170.99,46.37,283.94,81.65,160.46,197.52,274.57,117.05,73.10,39.96, ,109.60,51.78,29.32,176.80,206.86,226.87,76.59,47.25,73.72,119.52,246.25,298.94,214.79,74.67,239.67
84.81, ,136.60,210.44,29.16,45.80,193.18,135.98,156.36,258.98,214.55,151.34,282.28, , ,227.58,121.67, ,170.94,166.82,204.56,52.46,51.56,64.06,247.82, , ,208.29,257.40,73.47,173.92,196.75,153.97,177.58,172.38,261.09,71.81,44.95,36.52,236.12,257.18,49.90,226.79,196.33,149.83,153.87,196.18,79.66,192.78,17.12,5.75,104.35,143.85,201.84,245.81,280.96, ,30.85,248.70,73.53,138.87,286.76,239.52,242.27,230.16,6.78,205.25,99.67,128.84,184.65,194.79,290.17,44.51,274.97,10.07,126.10, ,112.86,31.36, ,21.03,153.33,75.73,12.80,41.39,124.38,150.85,248.66,116.94,162.05, ,172.12,112.48,232.27, ,263.63,286.43,155.99, ,231.72,25.28,239.73,231.50,17.78,114.43,67.61,20.85
93.99,299.94,214.02,131.82,195.84,233.06,63.40,192.98,271.15,102.25,85.18,76.66,284.42,261.76,298.70,211.55,175.58,299.17,143.71,36.22,38.39,220.05,42.10,96.93,31.29,224.12, ,0.78,217.36,181.19,190.57,180.94,39.38,282.42,236.15,165.20,151.80,195.75,176.58,50.53,40.07,113.95,182.64,75.97,6.60,69.38,120.96,180.42,42.76,289.31,276.26, ,128.06,150.35,165.56,132.19,199.20,169.33,264.53,131.71, ,88.87,187.81,84.23,70.16,231.08,105.89,213.97,35.40,210.85,68.51,249.25,269.19,293.22,295.67,156.64,267.92,194.10,155.32, ,225.48,155.05,211.20, ,271.70,101.86,214.85,252.54,294.26,195.24,246.65, ,103.29,232.67,145.21,204.12,12.38,228.85,114.54,229.83,111.75,115.30,242.47,246.84,279.94,1.82,115.23
232.17,143.85,267.31,253.25,112.59,1.02,133.06,181.49, ,293.24,244.31,32.98, , ,209.92,141.38,218.19,109.51,177.96,104.01,227.61,279.61,276.45,26.30,202.54,221.01,179.70,183.32,95.30,52.24,220.68,182.56,227.73,275.57,266.43,272.70,55.01,87.27,273.36,123.47,202.75,71.67,209.81,295.13,72.71,10.34,240.99,132.26,184.97,274.40,187.40,45.42,199.42,273.87,246.26,48.67,141.83,231.47,75.35,56.75,273.97,141.45,259.98,83.67, ,58.08,268.93,41.77,204.60, ,77.37,282.56,269.74,246.39,176.03,127.80,169.80,299.87,16.73,284.95, , ,158.48,35.40, ,246.74,17.39,145.63,114.51,107.85,218.07,114.93,136.85,109.61,47.58, ,7.43,55.76,172.28,213.39, ,56.32,146.16,286.38,211.82, , 
39.80,28.71,121.35,202.44,104.19,51.81,257.46,115.30,29.88,283.09,107.43, ,253.59,78.36,24.93,208.85,219.05,73.31,211.74,276.22,43.06,194.50,183.71, ,253.41,247.43,19.55,275.90,8.46,189.90,113.94,162.68,288.20,231.84,164.80,38.21,213.77,201.99,148.16,234.26,36.09,38.07,236.56,167.18,102.99,198.85,126.23,75.47,14.60,176.42,178.02,186.90,179.08,108.16,43.00,128.81,224.12,134.73,180.86,105.70,59.00,200.78,66.09,299.67,283.57,260.10, ,147.00,269.79,61.54,278.90,125.84,28.08,192.72,173.59,294.47,253.64, , , ,34.47,145.81,14.61,179.63,252.91,75.11, ,72.14,298.52,225.70,190.71, ,64.30,209.83,266.70, ,105.57,14.42,119.77,258.71, ,64.03,45.10,67.41,211.28,238.17,160.83
299.97,180.15,292.32,286.00,298.83,64.59,280.37,92.57,267.40,224.92,196.85,170.57, ,81.85,147.85,60.22,191.08,292.77,31.80,241.34, ,207.29,54.38,64.09,200.49,165.21,62.92,95.42,26.33,15.34,152.95,285.95, ,25.43,52.86,41.11,48.04, ,103.45,89.15,24.03,199.03,115.04,251.32,195.44,215.56,203.38, ,189.32,214.74,292.44,271.98,261.80,156.24,123.47,252.44,57.35,190.05,57.10,197.91,47.44,183.12,78.94, ,268.26,290.17,278.17,154.99,219.58,167.95,298.48,35.30,258.61,179.55,34.47,103.12,79.00,185.16,57.62,112.65, ,102.83,100.68,63.87, ,238.88,63.04,181.61,226.86,75.72,45.44,137.97,112.23,127.23,254.19,134.19,210.73,169.67,57.39,183.49,210.45, ,273.49,31.74,286.60,147.56,217.40
230.99,69.99,193.19,102.15,201.57,288.77,38.66,215.66,291.87,179.38,235.57,173.97,224.71,139.28,253.58,30.02,122.65, ,15.84,134.68, ,3.68,227.24, , ,11.27,228.34,297.14,43.52,131.23,31.69,40.49,27.20,169.84,170.53, ,37.92,259.57,40.73,34.12,233.26,94.34,105.36,113.31,28.52,100.50, ,71.01, ,98.21,171.22,278.28,113.74,110.64,123.08,115.53,234.44,34.22,164.95,13.77, ,42.29,209.35,278.79,76.27,78.58,151.39,162.31,140.38,35.62,1.59,29.22,121.43,193.00,242.96,163.98,141.42,183.90,245.30,31.13,142.86,205.60,136.34,219.23,246.41, ,248.00, ,106.79,297.64, ,240.61,277.45,173.79,45.72,129.02,255.69, ,65.39,45.52,124.10, ,70.52,68.86,61.43,125.30,286.14
138.16,157.46,88.57,299.32,255.80,42.71,278.93,276.88,139.50,159.23,57.07,23.85,248.26,114.42,109.98,198.66,27.30,63.75,87.36,250.16,191.41,254.66,86.85,205.47,110.15, ,167.22,54.45,242.71,107.57,249.71,214.93, ,271.05,51.29,24.66,101.57,294.32,86.41,287.77,7.52,56.58,265.14,92.57, ,232.30,10.01,273.98,79.85,195.98,260.69,66.11,55.97,256.47,68.58,99.97,45.16,117.04,163.03,175.85,161.79,187.19,290.16,96.74,70.57,111.45,247.11,293.41,159.74,115.28,287.52,288.78,113.14,115.97, ,291.82,135.68,284.68,90.13,104.21,216.42,271.59,44.05,241.10,8.89, ,237.21, ,225.99,190.79,27.15,5.69,264.46,118.94, ,209.07,253.06,11.41,40.79,94.05,200.19,198.83, ,136.03, ,62.02,272.04
 ,139.00,226.98,240.89,52.60,254.99,42.80,159.01,64.98,186.85,18.30,153.75,31.62,79.14,51.80,84.90,168.00,245.15,27.36,140.90, ,95.88,18.59,86.57,185.06,298.24,222.97,293.73, , ,111.58,35.31,255.64,239.58,126.10,206.89,175.45, ,271.33,6.52,0.97,276.46,116.15,128.62,110.17,200.30,272.65, ,44.22,9.94,206.21,18.35,148.19,99.95,165.13, ,256.53,260.56,220.97, ,49.59,159.60,119.43,183.29, ,227.52,92.22,123.37,229.67,76.45, ,212.58,50.78,245.13, ,178.13,92.51, ,11.65,247.32,40.45,21.56,58.13,214.95,62.08,199.12,219.66,34.98,11.19,187.47,151.87,134.46,295.78,175.63,149.18, ,189.63,160.07,11.70, , ,160.87,180.27,290.18,194.40,214.05,9.89
 ,213.16,270.99,66.85,216.37,269.57,105.67, ,118.03, ,45.33, ,115.85,34.03, ,228.43,213.15,238.34,40.63,88.36,60.44,158.24,71.25,31.70,50.94,294.94,260.41,201.74,156.12,169.04,297.09,190.59,6.07,293.77, ,82.13,40.87,216.57,8.59,49.39,95.31,180.44,256.46,282.82,76.84,260.51,277.88,229.57,64.06,181.89, , ,169.09,201.37,97.47,130.03, ,225.35,275.90,99.36,289.24, ,270.04,12.43,209.34,136.05,0.49,84.16,281.97,119.19,38.91, ,168.94,188.75,206.41, ,5.78,89.96,34.71,47.96,7.93,289.13,230.70,161.93,29.03,268.11,27.23,64.87,175.95, , ,34.79, ,40.57, ,237.18,220.93,17.00,242.43,72.84,295.76,187.99,78.66, ,105.89,237.88,39.06
