Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116
93.46,292.53,156.74,19.66, ,226.03,83.24,159.16,77.77,187.33,195.97,36.92,226.18,104.46,226.18,117.67,30.59,203.79,239.24,133.04, , ,220.73,48.15,203.53,179.41,151.25,297.76,218.40,191.31,197.90,259.99,28.75,98.08,103.96,38.68,35.25,296.08,288.67,35.87,170.15,283.06, ,280.82,209.06,100.87,102.65,191.91,247.11,216.31,286.45,218.33,288.88,219.54,179.06,280.73,133.91,54.32,186.67, ,95.73,165.75, ,84.10,160.77,102.05,210.86,30.70,11.96,19.58,264.44,195.26,269.90,141.17, ,27.84,170.25,124.95,225.16,182.63,175.97,254.85, ,115.70, ,119.72,148.00,74.86,87.45,170.28,26.96,141.11,142.05,88.07,206.58,210.70,75.64,257.31,166.21,146.19,85.27,294.03,273.79,51.05,139.88,222.44,235.98,36.83,74.90,138.13,70.70,28.01,221.64,62.67,240.18,91.39
132.31, ,152.28, ,227.34,232.48,80.65,297.71,92.43,272.40,90.20,51.67,240.31, ,33.17,65.81,189.11,86.55,18.12,71.78, ,252.09,126.61,283.97,145.31,127.50,81.30,47.88,78.73, ,269.32,173.18,205.33,54.96,218.38,299.67,252.83,92.19, ,58.41,116.68,22.01,6.85,103.78,45.51,65.64,60.13,93.69,169.61,91.66, ,281.11,2.88,143.89,231.07, ,252.79,51.16,217.40,100.03,0.20,140.24,59.39,26.28,244.04,50.85,252.40,16.81,18.93,57.93,219.35,44.23, ,95.39, ,151.31,33.29,260.66,217.35,73.91,173.14,139.53,53.65,240.03,5.97,58.73,72.82,83.63, , ,212.43, ,63.74,223.75,241.09,132.60,171.20,134.27,215.76,242.80,298.29,13.66,71.99,30.07,161.19,200.30,59.55,229.99, ,153.74,287.13,171.14,122.23,82.54,163.13,254.18
139.09,184.48,39.42, ,89.49, ,289.79,33.08, ,156.37,246.50,88.57,66.05,13.77,203.90, ,240.75,91.55,256.91,250.94,33.06,195.63,92.29,110.06,233.16,78.41,42.22,47.22,56.96,229.52,55.44,11.31,165.54,54.69,80.73,266.28,63.20,291.23, ,101.29,290.68,62.24,271.33,158.59,259.59,116.61,65.57,22.39,218.33,116.45,205.97,7.06, ,168.98,40.75,112.27,217.19,86.83, ,289.46,199.80,197.27,260.12,69.20,24.61,107.75, ,13.72,35.37,148.40,44.47, ,156.74,48.04,0.57, ,290.02,110.64,161.02,199.18,196.25,148.48,289.43,212.09,252.67,36.64,151.82, ,282.67,203.96,135.96,107.31,194.55,157.43,232.07,32.79,75.85,114.23,62.28,53.32,22.12,89.82,136.39,23.52,292.91,32.40,167.07,47.03, ,42.00,220.40,195.11,261.58,281.28,48.74,96.86
58.08,283.65,262.77,153.56,190.78,123.04,179.26,291.88, ,33.89,83.42,227.40,231.75,262.61,21.61,140.08,9.37, ,173.58,165.46,199.35,89.06,69.99,37.69,262.05,228.66,131.08,267.77,167.12,286.10,234.04,211.21, ,283.59,283.59,172.07,167.68,149.53,108.96, , , , , ,33.11,294.93,231.83,143.11,62.03,199.01, ,111.34,60.10,179.07,108.38,272.22,28.16,93.53,92.92,115.57,248.54,72.33, ,141.17,173.10,140.31,148.70,198.45,161.40,14.39, ,18.06,0.75, ,127.28,75.42,160.93,83.92,27.43,140.88,80.69,100.74,115.71,64.79,65.69,34.72,25.81,98.14,280.07,169.70,6.38,59.10,91.66, ,119.09,68.15,16.85,74.27,215.61,2.64,89.40,264.49,254.65,267.62,223.87,237.16,192.05, ,59.36,233.35,93.03,54.78,186.35,140.82,70.28,126.84
253.93,264.54,10.32,91.04,132.21,168.75,253.74,171.17,214.74,56.59,124.19,36.09,290.03,113.44,67.39,37.77,63.02,278.06,192.79,260.45, ,287.62,164.50,234.54,31.67,164.62,281.32,133.65,49.01, , ,298.20,21.01,258.92, , ,73.07, ,229.03,202.06,164.47,53.79,252.48,56.99,43.52,177.68,120.10,36.43,161.31,46.96,292.60,274.66,283.13,208.98,205.22,184.88,126.51,115.07,14.13,57.64,143.47,78.52,213.59,174.00,295.31,69.30,254.17,220.84,126.90,160.47,201.57,31.98, , ,22.71,179.54,12.38,147.95,85.05,199.16,51.01,185.42, ,254.64,230.73,243.30,102.08,220.17,221.39,197.30,152.75, ,197.91,111.66,268.04,214.31,288.26,50.32,55.41,218.31,171.38,90.80,83.52,139.54,281.63, ,162.74,232.97,0.09,289.54,91.55,236.09,203.06,295.60,205.61,193.38
240.04,1.46,283.13,276.43,278.06,265.78,106.55, ,94.11,257.97,77.83, ,121.78, ,226.16,288.67,70.04,287.81,13.41,217.72, ,99.81, ,65.58,121.55,262.14,43.18,161.75,297.15,135.67, , ,11.17,61.53,89.95,243.24,64.79,97.04,216.41,115.63,122.44,199.37,177.18,177.57,95.67,130.65,59.79,197.07,67.74,200.55,18.43,208.68,107.85,148.39,47.77,244.91, ,153.22,286.11,47.60,296.76,183.80,253.71,265.06,123.62,58.45,98.84,234.54,264.93,199.52,137.86,151.87,175.80,215.74,244.54,284.93,249.98,28.34,86.79, ,293.64,172.03,217.68,39.26,114.60,226.73,214.20,97.02,9.60,105.94,57.20,258.51,96.39,182.34,79.88, ,78.90,37.38,219.21,31.66, ,114.12,283.88,36.10,67.71,90.00,245.47,9.53,258.45,263.80, ,263.53,199.96,250.69,100.33,155.86
187.55,204.31, ,145.58,162.86,80.63,226.67,110.85, , ,169.05,20.98,241.16,65.73,177.47,288.31,117.04,109.58,243.03,239.98,235.35,246.04,56.71,48.83, ,21.86,68.76,73.65,91.91,155.12,159.65,92.09,242.20,79.44,293.96,144.81,87.27,278.79,224.52,152.08,51.21,144.76,24.68,209.36,200.58,220.38,189.65,30.08,29.17,161.95,66.07,296.97,168.15,87.95,162.55,44.85,198.42,124.69,42.20, ,212.04,270.62, ,17.17,159.12,252.55,207.94,186.58,78.50,164.68,140.55,186.75,181.07,227.45,106.10,161.42,292.01,227.14,155.21,299.53,165.46,259.49,26.19,14.46,142.22,253.38,6.64,73.67,251.78, ,139.40,44.29,70.90,85.68,180.95,154.66,112.68, ,71.64,268.95,90.42,168.25,19.12,285.74, ,237.52,92.21,5.21,136.41,207.67,216.30,67.82,240.76,167.26,252.15,204.08
87.48,145.43,139.63, ,232.41,107.80,33.12,49.94,21.13, ,243.23,165.90,113.32,191.56,77.52,188.74, ,45.77,154.97,159.04,101.15,297.08,285.83,87.64,293.68,69.14,151.07,78.30,42.32,261.35,57.47,153.10,103.47,119.19, ,165.94,114.24,221.28,14.16,199.02,294.00,89.50,236.10,135.71,30.90,226.96,186.10,243.21,233.46,171.97,218.63,160.19,52.64,171.72,98.10,117.91,239.43,74.33,259.76,219.47,37.15,232.74,120.59,8.96,80.27,152.83, ,282.34,280.48,139.06,278.70,288.57,163.60,104.40, ,237.77,137.62,154.86,132.53,285.04,148.69,253.98,17.29,283.86,116.83,166.15, ,90.33,153.42,126.66,228.92,195.59,223.51,42.94,108.60,258.95,80.12,206.28,24.10,125.95,92.50,63.31,152.67,204.34,247.86,187.81,130.55,194.23,188.16,262.63,169.07,227.80,259.25,299.88,65.91,88.57
183.14,33.66,73.45,251.51,234.43,210.17,151.66,16.78,164.38,254.15,285.68,17.86,69.32,133.02,192.46,255.56,49.42,183.98,74.86,203.51,177.06,144.06,193.33,72.49,28.50,156.01,220.77, , , ,24.51,142.00,225.14, ,116.92, ,191.79,60.08,247.73,128.48,21.30,108.27,255.18, ,247.96,100.09, ,49.62,46.88,86.21,177.56,88.95, ,280.74,274.55, ,102.52,101.67,20.32,194.03,7.56,163.14,297.32,10.39,81.35,78.28,188.99,183.64,271.93,275.58,8.28,256.54, ,77.49,152.30,239.98,113.95,31.72,98.50,125.26,127.62,153.65,98.52,263.15,202.57,78.00, ,17.98,269.39,0.07,272.82,223.84,274.36,87.39,289.94,149.06,284.40,62.40, , ,48.74,56.94,29.05,176.51,121.79,209.18,238.04,268.82,187.62,228.55,246.73,231.57,71.34,80.38,168.88,14.02
87.47,41.40,235.07, ,147.61,237.21,201.16,132.73,44.97, ,125.34,61.86,96.60,15.53,12.57,247.64,3.16, ,179.88,81.04,205.02, ,127.88,170.82,164.07,225.92,115.46, ,38.79, ,44.51, ,141.40,156.66,208.18,181.73,283.72,221.32,95.37,93.67,227.43,49.98,287.26,230.92,57.18,266.73,286.54, , ,41.02,55.64, ,237.37,26.43,16.27,208.31,241.26,65.01,88.74,152.23,49.72, ,291.75, ,278.29,116.00,96.47,161.87, ,99.25,76.08,156.88,120.50, ,159.25,29.90,178.28,299.67,219.75,272.82,4.27,95.76,265.39,279.04,10.08,105.32,139.27,5.71,257.05,261.33,127.47,184.68,106.80,125.84,81.50,0.75,124.98,198.16,295.07,120.60,180.71,201.15,191.87,6.66,131.65,55.64,193.58,246.27,81.36,41.73,53.82,287.78,186.35,208.26,179.07,62.71
 ,110.29,250.26,102.80,195.34,28.03,56.15,154.76,17.40,191.30,176.63,199.15,132.98,56.90,121.54,155.75,158.06, ,108.32,241.84,22.60,37.78,17.74,123.66,174.03,53.28,201.69,126.73,104.90,107.23,190.74,53.69,289.57,107.91,146.99,107.64,11.33,138.49, , ,191.05,287.21,103.65,216.26,239.23,299.58,219.09,159.18,292.51,16.84,218.49,109.73,192.64,285.84,130.05,20.51,179.69,282.46,163.02,10.60,197.36,191.37, ,99.69,100.00,248.67,131.37,203.66,163.91,82.66,118.85,102.15, ,111.36,116.51, ,53.04,21.76,51.82,241.98,221.43, ,194.54, ,107.43,225.55,216.17,61.97,161.60,81.25,76.60,157.20,113.85,101.87,52.65,185.82,20.18,140.57,1.79,222.16,61.93, ,278.10,126.19,175.58,229.35,249.50,115.44,105.49,96.58,56.69,126.92,270.45,191.89,235.95, 
45.17,127.27,235.58,16.83,57.99,83.48,151.22, ,85.66,263.31,234.22,111.75,146.38,157.87,180.21,83.94,100.60,284.09,134.16,221.04,153.46,175.31,32.08, ,85.04,176.83,196.03,158.39,81.05, ,100.74,156.26,191.55,87.97, ,82.28, ,208.05,47.21,139.93,132.72,121.18,201.52,0.87,282.52,273.40,148.80,266.11,223.60,197.35,63.52,293.73,20.68,225.23, ,171.20,187.62,30.41,200.22,134.29,42.17,68.67,227.13,208.18, ,275.81,7.64,250.27,154.83,94.76,115.43,251.27,49.90,44.28,229.27,130.58,61.57,93.21,136.04,211.82,131.63,234.59,226.96,140.64,155.81,161.85,97.67,285.11,142.17,143.86,48.79, ,110.36,189.19,19.40,25.82,171.44,190.63, ,75.49,222.20,86.75,202.54,197.16,32.00,217.04, ,265.83,206.75,33.65,190.18,135.75,9.09, , ,17.91
275.21,192.06,256.01,109.05,173.27,172.43,213.74,23.36,198.59, ,232.24,191.80,184.04,277.63, ,171.08,299.69,48.73,31.02,142.42,175.55,12.10,293.23,141.15, ,157.41,26.88,26.03,90.43,294.30,261.20,239.13,248.66,236.66,279.97,146.34,100.65,253.37, ,207.92,55.98,270.65,184.84, ,103.52,149.81,219.32,46.79,298.93,107.41, ,87.39,145.70,261.34,282.02,79.65,46.68,47.90,49.34,78.16,36.26,138.90,148.75,180.87,248.84,114.62,175.70,45.12,230.66,287.46,239.89, , ,202.73,3.89, ,82.05,119.51,80.06,160.23,134.46,278.81,282.05, ,184.06,207.88,214.82,27.39,262.44,141.28,280.52,117.24,227.22,183.28,10.07,227.27,11.13,207.97,40.05, ,37.16,67.91,280.89, ,40.88,94.25,292.57,72.70, ,156.72,188.78,150.48,223.03,209.65,48.50,123.19
 ,160.35,264.99,258.21,215.82,38.28,298.45,16.24, ,257.46,71.34,223.63,44.76,62.36,229.81,144.94,237.85,213.35,7.01,173.38,50.44,35.34,170.92,76.75,297.12, , , ,93.57,225.23,52.64,170.05,24.58,101.35,136.39, ,271.02, ,21.46,106.01,233.29,158.73,169.33,45.29,73.41,228.08,79.10,178.28,144.22, ,245.58,8.59,43.07,152.01,1.07,219.76,147.68,241.78,261.29,68.33, ,207.20, ,286.30,85.06, ,284.59,243.60,239.59,73.29,227.41, ,211.76,42.30,266.43,159.83,113.29,82.41,153.48,192.82, ,15.71,108.98,55.48,211.16,82.79,220.11,81.15,8.84,92.90,287.20, ,16.34,297.55,79.61,56.77,257.61,128.59,23.41, , ,292.10, ,229.82,132.31,122.83,174.00,178.43, ,180.08,215.79,26.77,284.17, ,241.78,285.15
219.20, ,1.78,254.30,116.38,164.78,299.88,1.34, ,162.54,64.44,189.31,66.85,226.25,41.28,46.18,42.98,220.89, ,107.45, ,223.83,164.41,125.87,52.52,54.71, ,119.15,204.31,21.99,287.48,130.30,218.56,198.48,77.62,151.10,113.91,43.10,167.73,28.31,61.37,220.08,33.30,227.80,276.55,233.80,283.02,93.47,134.18,225.19,58.04,180.52,222.71,95.17,147.45,165.35,69.46,34.06,141.15,106.79, ,144.61,114.89,32.37, ,249.40,281.30,159.87,125.26,170.32,67.50,75.65,266.63,259.85,72.11,148.54, ,29.69,226.02,21.23,54.65, ,210.54,167.70,256.47,68.44,271.34,272.51,237.50,277.95,206.47,118.59,228.96,84.69,6.89,273.69, ,128.76,194.46,40.77,221.61,33.31,5.07, , ,106.74,30.02,166.52,122.69,9.04,6.22,210.44,235.20,219.42,48.78,29.10
78.75,123.29,299.11, ,67.09, ,143.17,24.81,239.69,185.23,276.53,15.15,248.98,177.58,221.93,2.19,195.80,159.26,2.08,159.73,178.56,215.11,94.74,20.74, ,196.55,105.81,131.20,99.38,83.59,50.25,175.49,54.36,222.90,64.62,125.41,237.73,107.82,122.50,175.77,72.44,232.06,24.05,122.90,166.88,79.94,28.65,142.70,38.99,243.49,293.30,36.05,208.71,27.27,141.94,43.80,95.05,94.94,109.73,60.68,166.14,132.34,158.28,30.46,17.92, ,11.21,146.87,21.02,19.67,200.62,190.68,214.43,32.22,276.27,94.21,116.20,85.22,93.11,41.45,78.18,101.20, ,248.07,121.47,131.50,4.00, ,210.67,256.20,268.64, ,221.50,299.63, ,127.58,188.12,240.89,67.17,198.27,37.35,215.33,59.00,187.14, ,97.81,192.06,287.18,60.82,109.15, ,267.63,84.43,174.88,66.55,147.38
35.91,192.31,67.87,37.28,87.26,52.81,165.21,92.97,164.18,204.94,101.90,112.65,28.32,211.64,229.58,59.69,243.75,216.72,203.32,266.62, ,19.43,92.36,189.33,286.97,93.09, ,265.65,179.20,11.78,88.84,149.86,206.86,100.55,105.23,77.59,294.44,91.28,97.10,280.14,201.04,78.34,164.01,136.88,37.96,134.06, ,283.92,296.88,75.89,182.77, ,256.71,164.70,143.51,37.21,72.75,203.58,189.44,297.02,127.67,110.80,119.46,202.83,57.16,65.46,43.87,224.51,25.07,199.87,41.10,239.79,34.09,109.66,3.15,56.37,144.99,163.89,122.91, , ,136.63,123.36,291.58,65.97,40.50,107.52,242.34,171.68,178.47,117.88, ,242.66, ,58.86,256.98,206.89,147.86,55.90,120.93,249.48,254.53,148.44,206.03,61.30,197.81,186.43,226.96,88.95,159.89,8.34,224.55,222.30,201.87,281.55,70.34
125.37,260.99,30.13,69.88,190.19,92.06,80.41,95.31,283.12, ,165.79,196.63,77.53, ,240.14,59.43,299.67,275.35,150.95,274.48,73.52,259.18,140.74,158.59,227.69,298.41,108.27,138.89,98.03,236.42,132.40,175.28,206.68,115.57,6.57,31.01,27.99,170.35,168.22,91.77,51.92,263.48, ,102.37,223.65,210.77, ,3.10,80.36, ,195.93,134.94,298.41, ,288.60,182.70,114.33,64.65,26.44,113.93,211.54, ,106.10,91.82,72.50,78.83,235.65,188.38,223.82,123.16,77.22, ,210.97,208.11,291.07,87.70,201.20,124.53,212.79,12.92,175.58, , ,66.53,172.04, ,296.27,120.79,111.00, ,237.71,53.62,129.08, ,168.52,10.29,83.52,264.79,193.43,15.41,5.22,202.21,14.75, ,279.58,153.27,217.56,185.04,276.25,68.75,274.79,15.25,251.92,184.46,276.16,222.19
216.95,239.66,126.45,145.70,266.97,118.30,120.71,265.81,238.29,160.10,100.17,284.72,256.11,150.92,146.62,208.09,184.81,114.24,229.41,117.30,258.91,80.90,238.94,176.57,81.27,90.31, ,75.03,168.14,84.45,90.84,8.50,42.37,268.65,85.67,170.93,62.95,45.47,143.68,13.01,5.91,60.92,225.68,174.74,21.39, ,173.02,56.93, ,106.25,245.98, ,162.27,207.72,167.00,135.96,200.39,275.56,14.33,62.44,73.66,153.99,6.58,158.76,213.85,155.47,4.57,250.96,192.01, ,21.96,252.33,180.12,18.81,177.82,186.92,189.15,202.87,36.54,237.50,1.01,15.66,82.15,76.44,78.26,278.03,289.05, ,169.17,16.80,112.38,235.03,146.15,237.15, , , ,85.14,88.73,86.69, ,163.13,65.31, ,165.54,247.51,90.74,180.32,294.45,73.89, ,186.41,57.10,226.09,120.60,156.97
 ,27.85,137.13,273.77,84.14,291.23,2.83,213.72,220.83,20.47,236.89,181.13,61.04,128.86,37.19,286.26,290.18, ,127.31,140.81, ,280.11,196.88, , ,166.10,18.76,185.73,190.52, ,251.56,287.27,20.64,67.10,293.62,146.28,162.31,17.90,83.06,168.55,169.59,44.85,91.13,221.37,161.80,273.71,118.07,68.15,244.09,271.39,91.79, ,22.53,36.83,209.18,224.88,244.88,298.62, ,179.72,35.91,159.99,173.93,256.92,165.91,90.23,89.59,134.11,204.55,115.89,169.41,185.76,136.07,121.79,282.40,6.59,43.03,27.93,144.63,159.03,185.85, ,275.44,281.95,35.84,170.40,111.58,182.49,197.65,56.55,203.41,14.88,101.10,249.65,26.09,177.09, ,126.36,95.78,166.41,293.49,20.67,220.17,172.70,279.90,211.48,297.12, ,218.84,184.53,88.70,102.98,247.24,92.15,19.09, 
169.37, , ,33.50,227.75,244.76,6.54,79.97,47.67,180.55,37.38,54.83,10.37,107.32, ,164.33,241.48,261.82, ,121.45,152.36,213.40,231.99,94.73,164.75,284.03,55.47,251.20,39.73,75.07,153.07,11.38,262.28,99.48,104.57,101.91,270.13,54.05,235.25,214.08,291.17,145.30,219.51,156.95,58.08,106.29,252.81,48.81,261.56,87.28,69.22, ,39.35,77.10,139.74,155.56,217.05,85.04,273.18,120.65,239.62,38.71,5.48,199.58,117.93,7.85,117.09,207.12,101.53,97.92,210.10,181.01,7.15,90.86,147.59,212.75,264.17, ,269.65,137.56,225.76,198.08,2.51,16.94,196.65,276.80,37.02,213.12,84.74,55.88,206.30,79.10, ,67.42,148.08,162.77,188.58,237.55,139.14,177.95,44.41,135.53,78.48,290.06,229.31, ,237.01,31.95,29.58,83.53,20.95,276.24, , ,43.39,60.77
65.70,243.38,55.03, ,199.59,275.86,24.15,65.90,153.92,273.81,165.54,47.75, , ,29.19,196.98,45.91,282.64,39.34,20.44,275.42, , ,48.93,73.24, ,227.17,12.23,62.39,1.71, ,155.29,148.17,161.60,148.23,159.49,234.02,247.22,99.95,160.71,111.43,263.71,161.12, ,115.08,261.58, ,124.61,83.07,24.35,166.86,88.90,60.14,206.27,232.36,24.60,259.62,213.40,197.09, ,125.87,146.25,108.88,229.50,207.00,104.73,174.64,61.54,154.55,222.91, ,84.34,176.31,128.89,96.02,106.97,151.85,95.59,205.19,66.44,125.21,101.23,56.54,211.93,114.72, ,54.24,277.93,61.25,173.43,117.91,257.93,51.25,162.83, ,81.04,255.94,136.52,56.64, ,268.57,132.05,57.32, ,35.24,166.10,104.26,175.04,275.00,54.91,105.12,288.68,197.72, ,34.24,149.06
19.12,91.02,37.54,37.48,183.59,8.49,72.58,115.76,0.55,131.16,163.17,18.48,271.97,141.76,264.88,233.50,108.45,135.18,172.86,288.38,140.97,297.17,248.98,207.59,229.99,84.59,71.14,289.31,185.98,297.26,150.19,46.01,269.27,218.61,264.48,25.36,180.26,163.72,42.24,81.01,214.14,89.14,299.24,64.87,107.93,239.23,175.68,257.04,210.23,133.69,281.22, ,161.48,265.14,198.26,71.72,250.59,259.62,236.56,0.73,145.99,61.01,238.54,61.16,256.48,217.17,218.03,232.60,232.24,70.22,234.19, ,184.77,260.61,15.83,121.37,144.68,198.61, ,244.86,206.26,246.77,32.53,199.66,244.31,162.87,262.40,156.47,281.84,224.00,251.56,223.84,67.36, , ,230.85,26.10,133.97,260.55, ,160.21,81.97, ,222.83,80.50,20.57, ,299.58,118.78,115.66,96.11,200.68,106.09,80.95,99.65,103.19
100.69, ,15.05, ,237.89,199.12,243.93,190.90, ,9.68,46.11,136.99,280.91,211.29,17.68,71.76,51.25,284.21,76.45,266.97,237.15,94.18,134.27,230.41,283.91,118.66,20.31,135.22,192.38,273.33,294.56,93.59,57.78,15.10,77.06,29.29,172.41,53.71,176.93,84.45,224.21, ,244.52,26.08,51.14,219.08,67.15,54.80,21.95,128.07,209.66,185.48,282.55,277.58,185.88, ,46.72,276.79,130.43,263.67,186.69,295.25,103.41,202.71,281.38,44.45,244.96,23.04,66.56,141.77,54.64,168.09,93.81,145.77,211.38,53.70,35.32,104.28,232.87,265.02,71.52,105.69,162.80,184.40,207.17,5.70,2.52,254.31, ,100.08,212.01,45.17,263.57, ,113.75,154.79,233.56, ,39.25,189.31,134.19,55.36,124.37,162.89,271.49,298.79,250.69,299.82,276.16,52.23,77.14,0.61,275.02,182.42,176.71,162.46
190.40,171.27, ,34.16,206.48,11.71,244.07,277.86,198.67,292.16,18.39,45.09,8.64,56.71,148.73,185.38,18.83,30.91,38.20,46.52,58.44,222.73,280.72,242.44,141.85,223.87,268.22,34.52,240.98,299.78,219.66, ,238.49,118.04,37.07, ,197.58,249.99,194.28, ,30.99, ,181.80,189.51,236.11,274.25,64.33,181.52,292.55,7.85,158.24,219.07, , ,4.75,5.20,296.99,230.02,114.58,132.46,241.46,90.09,167.14,128.51,39.39,88.86,3.05,78.66, ,16.71,93.08, ,292.11,180.01,266.44,33.95,298.69, ,88.78,34.61,19.62,282.59,172.13,143.74,108.48,207.56,104.63,29.95,292.76,28.61,198.14, ,297.04,224.25,110.67,199.12,134.99, ,275.67,66.29,273.76,185.27, ,289.90,29.92,174.73,167.10,159.76,38.45,212.21,21.30,78.07,76.75,202.81,188.74,179.49
31.09,193.42, ,162.46,197.84,33.48,97.03,149.96,207.06,234.92,66.29,118.46,254.58, ,66.51,139.11,6.58,174.34,202.97,212.93,73.78,94.79,71.48,77.11,207.54, ,97.58,75.56,49.03,187.86,96.66,178.70,23.50,135.42,130.43,286.90,85.14,286.54,32.84, ,119.28,222.88,292.15,216.21,171.68,96.04,43.00,89.97,136.47,139.50, ,150.86,39.59,158.70,248.29,13.14,10.81, ,151.45,83.22,108.04,14.00,166.18,17.05,61.09,273.57,63.95,51.45,161.01,119.98,235.74, ,273.43,107.99,173.78,17.22,115.88,255.44, ,12.44,94.44,190.51,274.12,189.43,215.75,13.03,237.58, ,69.57,156.19,253.69, ,69.57,140.21,283.82,126.53,226.19,146.28,225.89,86.16,222.98,161.60, , , ,283.14, ,167.91,285.01,160.78,47.10,63.80,287.28,213.17,15.25,145.53
115.75,149.66,8.05,69.19,199.90, ,120.13,175.50,256.17,249.75,78.65,188.53,34.06,54.79,204.45,41.54,144.03,275.40, ,130.76,40.84,80.87,228.33,253.06,115.99,131.00,235.87,269.36,10.90,116.09, ,1.44,263.03,172.89,189.00,129.26,166.14,76.24,249.74,52.26,165.60,37.89,4.60,249.92, ,9.54,283.07,232.21,266.98,181.66,36.50,101.78,114.44,36.24,125.95,48.21, ,226.55,287.42,127.51, ,4.68,246.98,205.47,284.83,207.44,10.78,91.11,167.69,30.18,254.08, ,2.29,257.84, ,245.26,231.31,148.42,32.36,150.17,291.09,267.60,266.42, ,57.52, ,79.56,179.32,94.23,35.94,31.19,22.33,119.65,103.27,189.64,63.48,73.47,174.81,253.11,19.45,198.75,67.83,165.49,11.96,20.51, ,51.70,200.58, ,154.23, ,43.88,163.89,40.51, , 
171.57, ,248.19,28.41,276.79,263.17,153.62,36.65,35.37,232.45,181.65,194.94,130.56,145.94,202.50,172.74,235.97,85.10,270.95,200.18,7.40, ,161.02,273.14,182.40,211.79,202.43,53.73,164.39,5.49,160.61,152.92,254.05,298.35,247.16,46.89, ,73.80,39.68,215.13,227.95,131.85, ,69.78,169.75,65.38,135.50,55.13,54.96,280.23,95.62,283.18,227.53,216.30,25.25,283.01,48.72,77.17, ,146.95,163.72, ,38.96, ,94.08,132.53,185.27,198.88,169.02,40.19,257.69,179.85,91.08,127.18,202.33,272.33,103.98,130.40,175.00,33.13,252.06,72.35,51.49,249.99, ,290.18,270.30,254.96,189.33,175.95,282.45,140.02,297.70,162.13,151.07,286.39,161.20, ,298.54,163.73,124.05,238.71,146.65,154.12,226.30,71.37,257.40,116.85,197.45,77.03,81.58,202.95,107.52,266.45,240.40,209.42
 , ,258.48,48.23,146.12,138.73,68.83,100.60,30.83,136.04,258.33,123.62,55.02,72.84,293.31, ,202.73,51.28, ,122.11,244.06,84.04,254.25,178.92,38.54,52.91, ,11.24,141.24,147.23,245.35,65.68,243.06,265.01,273.67,116.45,173.98,111.21,38.94,135.69, ,45.45, ,63.06,269.40,30.45,276.67,285.33,234.38,10.76,222.72,129.30,11.61,123.86,260.05,86.88,256.59,141.19,261.23,291.68, ,267.47,127.57,266.41,101.23,122.77, ,134.38,52.16,44.07,130.79,236.07,89.03,125.07,198.31,102.23,49.54,142.39,105.80,16.60,152.85,80.51,58.17, ,287.08,240.98,297.28,237.48,166.51,83.23,268.60,229.66,32.77,82.43,118.73,99.25,220.10,211.49,55.50,204.73, ,145.71,80.67,44.53,236.76,122.06,83.43,293.85,138.05,105.91,125.51,19.96,93.25,167.98,72.80,97.52
4.25,222.43,13.49,123.74,81.79,14.43,51.09,188.70,15.06,109.85,167.76,97.07,147.10,153.80, ,251.33,190.15,257.71,208.05,98.81,6.47,172.73,95.70,60.39,196.06,94.70,222.75,133.70,71.61,37.56,284.66,26.79,183.45,149.89,209.18,249.80,293.31,132.77,135.76,276.77,278.97,269.74,44.98,97.00,251.92,168.55,270.77,291.16, ,4.03, ,143.45,92.22,6.36,236.98,299.84,109.41,276.95, ,21.93,185.51,28.48,295.46,175.54,21.05,113.70,207.93,168.54,0.72,188.11,125.41,225.55,139.64,16.11,292.88,295.35,164.95,83.15,53.72,237.34, ,51.04,180.57,268.39,260.25,250.44,282.24,111.52,120.32,37.51,8.76,34.46,240.50,270.30, ,228.99,186.77,89.28,82.22,255.02,9.07,94.98,94.08,6.55,195.97,152.98,31.19,269.54,169.02,188.64,139.82,8.18,19.28,13.22,146.28,246.03
