Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79
88.42,70.82,213.97,152.25,214.96,264.81,37.32, ,254.28,32.69,47.85,122.24,216.48,10.12,189.41,213.04, ,196.77,291.84,212.77,245.81,104.18,139.55,207.00,95.78,18.77,148.92,21.38,64.90,9.73,51.60,171.94,197.62,206.63, ,119.40,125.27, ,35.89,279.23,72.75,43.97,274.15,239.94, ,4.83,202.22,209.32,135.68,159.31,59.64,83.84,82.33,126.17,245.01, ,187.90,274.30,77.12, ,17.06,17.26,101.70,285.62,181.17,164.03,25.69,89.25,102.72,18.65,91.64,141.74,151.55,265.23,204.46,208.18,157.65,243.41,144.93
270.37,50.34, , ,58.07,185.56,27.41, ,119.05,231.41,19.41,75.21,263.22,11.01, ,236.46,105.89,57.19,107.48,210.65,183.56,29.90,129.51,273.32,176.37, ,286.35,209.35,263.43,50.45,57.32,210.90,2.88,242.67,99.77, ,273.84,258.52,2.87,61.05,7.21,117.37,223.77,67.17,241.40,35.79,297.06,126.75,235.66,125.19,218.80, ,192.64,263.12,112.01,257.43,58.36,205.57,118.63,283.34,124.95,139.75,220.14,167.54,8.18,227.86,205.38,27.57,212.39,294.40,41.83,112.60, ,18.17,265.31,299.71,26.66,209.01,142.93
234.99, ,221.56,12.69,276.70,224.96, , ,213.49,171.18,172.99,44.25,283.17,189.06,272.62,261.46,254.78,275.06, ,196.62,245.40, ,285.67,239.62,167.87,89.42, ,262.41,223.45,40.09,40.83,142.03,53.99,107.46,157.16,229.69,81.65,77.34,160.77,71.79,193.72,266.82,104.09,289.69,81.00,196.95,122.31,274.52,221.09,173.28,89.80,132.03,278.06,3.62,235.22,16.23,0.30,61.71,212.29,131.92,81.18,115.13,67.86,79.78,171.62,67.20,56.03,132.88, ,136.50,43.81,189.14,212.20,234.46,84.48,148.51,67.03,192.89,245.24
50.30,154.16, , ,59.39,248.46,9.21,266.40,296.87,225.76,27.73,225.66, ,74.17,213.11, ,183.62, ,233.92,219.57,132.38,296.67, ,90.14,68.59,95.21,212.08,274.52,181.19,52.03,274.34,240.37,24.89,122.68,57.92, ,295.19,45.03,119.04,82.00,97.24, , ,50.63,137.21,158.62,42.47,11.72,126.27,9.37,60.30,8.18,109.53,100.02,295.23,183.22,80.30,215.78,143.15,14.18,256.85,17.75,58.70,283.80,267.09,135.22,92.83,41.36,146.77,56.93,60.44,219.24,220.61,177.50,101.43,44.12,64.49, ,123.19
41.40,58.43,143.38,127.39,127.17,133.55,86.69,28.99, ,169.73,29.80,11.21,238.91,189.51,117.20,126.58,288.50,266.98,278.11,150.46,179.96,98.43,266.91,177.51,268.76,241.19,94.47,129.80,7.73,36.77,266.41,33.48,298.08,277.98, ,128.44,233.22,39.50,275.56,259.24,82.24,210.50,100.95,210.61,170.64,171.10,196.33,29.06,32.54,129.23,82.77,249.80,266.33,97.72, , ,211.20,63.44,265.84,284.61,298.71,106.37,150.83,204.26,153.96, ,283.19,292.19,195.33,207.18,105.89, ,162.85,172.44, ,138.28,166.59,89.39,121.11
172.67,163.47,277.78,261.98,45.80,201.82, ,109.01,68.23,113.17,18.36,157.37,123.89,66.94,37.44,259.74,261.45,160.12,61.34, ,22.30,230.16, ,192.50,73.06,291.21,191.81,171.84,209.92,297.23,134.36,65.63,31.32,177.67,41.10,151.83,261.31,247.27,105.33,218.57,100.50,64.63,219.36,41.49,232.21,106.12,73.39,160.68,198.84,296.16,277.34,257.04,6.01, ,111.34,42.65,144.57,54.36,171.79,178.36,223.04,107.18,290.46,150.28, , ,91.33,165.97,74.75,245.33,228.71,23.13,46.41, ,100.77,95.59,182.94,14.65,203.83
90.48,154.54,60.54, ,178.25,216.31,13.75,232.07,218.31,213.82,122.91,65.49,233.20,10.42,171.75,233.68,200.91,30.54,177.00,63.55, ,279.85,296.58,240.33,59.80,152.86,18.44,90.02,223.67, ,253.52,266.77,294.87,3.65, ,180.65,17.79,81.94,244.15,139.14,17.56,80.01,223.47,160.89,244.37,260.62,38.07,67.48, ,235.16,99.77,109.57,207.20,280.82,289.62,43.99,76.91,254.11,166.40,108.21,296.92,140.51,230.84,165.10,294.36,85.03,289.67, ,196.87,273.82,229.67,145.70,110.08,57.88,255.03,165.62, ,58.38, 
289.22,70.09,189.80,230.35, ,124.94,56.88, , ,294.67,4.29,93.99,156.31,47.95,17.01,74.09,158.33,64.61,49.16,243.57,140.29, ,265.24,136.42, ,295.01,139.09,123.33, ,279.64,140.18,101.48,20.47,181.39,241.48,48.71, ,268.23,106.24,256.96,184.18,165.83,12.09,178.50,238.00,115.07,110.92,123.94,81.92,15.38,242.30,130.18,129.28,85.44,146.18,246.18,29.59,209.56,116.93,177.11,58.79,77.39,53.62, ,135.54,19.07,144.44,47.19,98.89,23.61, ,66.01,22.14,92.59,137.29, ,14.40,78.56,41.82
 ,243.15,195.74,271.03,289.74,159.94,39.53,251.51,297.33,54.51, ,147.10,250.43, ,264.83,49.50,62.87,31.61,249.73,151.32,40.09,161.39,68.96,205.58,274.84,38.00,222.39, ,173.57,233.08,66.39,194.01,17.00,69.41,141.50,174.35,36.85, ,236.88,124.56,104.83,45.37, ,267.76,5.22,95.53,285.85,192.42,199.72,71.63,232.46,265.88,275.39,122.21, ,206.57,82.06,122.99,154.24,95.20,256.97,243.74,222.38,87.69,5.37,173.87,229.57,240.38,62.40,158.59,182.71,285.02,76.57,92.21,59.76,79.02, ,22.75,46.33
299.68,133.78,22.44, ,109.44,262.75,291.76,133.27,186.50,139.24,226.30,193.88, ,272.89,242.81,214.78, ,214.46,257.83,160.14,137.62,114.77,141.42, , ,281.01,92.97,71.27,51.70,5.32,238.04,113.37,222.88,57.73,240.22,48.59,81.67,69.94,286.59,2.97, ,283.97,279.01,87.77,155.92,3.60,290.95,139.86,234.59,282.37,182.59,120.52,79.59,52.89,293.32, , ,150.29,218.11,67.19,127.59,58.80,249.59,142.90,274.39,31.83,149.42,254.68,197.37,276.67,10.29,214.50,171.61, ,89.72,19.43,21.68,154.40,192.14
295.77,178.54,13.42,222.67,89.97,125.21,169.29,134.54,289.96,10.89,76.07,248.84,196.22,38.05,123.39,254.78,211.78,192.42,268.62,153.04, ,278.24,176.99,17.37,43.66,27.16,217.26,47.26,24.00, ,74.62,280.99,260.34,162.72,117.97,267.85, ,275.56,72.76,2.95,168.82, ,195.98,148.58,192.28,47.76,212.16,51.25,151.78, ,14.49,203.89,132.20,35.76,124.13,260.31,198.65,173.68,25.11,278.55,210.99,96.63,52.05,172.31,70.78,31.12,48.25,231.11,109.89,288.21,75.38,61.10,77.65,103.99,253.49,151.63,222.43,285.55,167.27
 ,238.05,250.80,90.00,254.44,295.70,258.66,296.69, ,270.71,225.60,87.58,157.25,43.58,187.47,54.16,186.98,292.79,224.64,18.73,270.56,106.15,247.85,188.55,26.69,139.85, ,227.43,91.21,174.97,54.11,225.05,91.07,101.63,123.53,38.54,88.31,40.13,275.57,168.72,102.70,270.45,261.95,186.38, ,61.35,118.63,149.10, ,47.99,76.31, , ,105.51,142.58,215.35,221.64,248.75,112.05,79.33,117.07,127.16,27.05,0.22,200.31, ,248.30,125.31,103.66,225.33,82.74,254.18, ,38.25,16.95,68.83,224.31,61.99,67.48
102.68,81.53,295.39,251.29,255.84,55.86,296.44,278.74,48.88,60.02,29.27,237.44,173.25,283.99,213.22,24.29,119.18,18.89,236.35,66.76,41.29,88.20,217.31,105.14, ,165.16,275.85,290.76,115.38,57.94,65.73, ,81.63,180.73,43.16,70.71,9.29,232.54,149.73,164.43,116.05,120.02,86.86,160.13,177.53,218.74,78.37,3.06,256.75,260.53,0.89,109.83,143.24,107.66,192.23,247.83,83.11,177.65,130.00,30.78,50.41,235.67,277.68, ,234.43,249.30,123.43,44.17,123.78,241.26, ,213.36,287.06,132.43, ,262.42,197.22,252.89,205.62
124.43,70.45,266.90,293.20,0.29,223.93,123.90,240.82,78.54,89.74, ,254.44,100.25,138.67,109.81,275.82,109.84,261.93,87.08,161.90,281.98,101.34,23.17,46.87,45.07,215.58,190.10,61.53,26.94,60.55,185.61,28.24,156.55,164.16,271.85,121.04, , ,59.88,188.90,74.33,159.02,54.04,159.93,39.46,15.76,23.64,136.38,196.83,42.05,236.56,87.05,267.73, , ,260.85,134.36,102.83,25.10,42.49,272.44,71.91,181.96,189.58,147.42,11.26,147.40,203.37,5.42,246.82,198.72,154.26,242.85,26.45,113.97,152.98,150.90,74.62,20.42
51.20,50.62, , ,10.29, ,15.70,79.29, , ,155.35,229.81,90.03,226.40,50.73,9.88,87.44,296.04,93.95,102.26,221.18,166.70,132.75,13.65,183.50, ,38.84,128.80,197.75,77.68,77.29,66.61,177.94,48.94,203.30,31.83,134.00,226.42,164.85,29.51,292.32,275.87,181.37,182.45,131.23,135.85,50.63,261.42,11.81,158.14,223.17,274.82,222.08,73.03,10.07,163.82, ,139.69,57.56,216.01,75.59,272.54,226.77,245.52,186.80,13.47,179.05,76.73,125.51,9.25,288.04,76.26,287.98,24.00, ,240.00,235.91,154.76, 
29.76,198.23,121.42,18.46,115.14,236.69,73.16,153.10, ,229.36,45.71,75.62,5.64,273.49,131.77,161.57,158.01, ,74.56,284.60,148.99,188.21,40.39,31.62,22.56,122.84,135.07,149.81,273.80,199.81,297.20,76.91,186.06, , ,252.54,53.65,29.11,187.20,203.22,262.99,8.16,299.96,53.99,69.55,15.20,243.14,297.42,184.27,124.07,144.11,58.41,178.13,139.61,157.03,284.15,268.60,205.84,135.54,118.33,287.63,174.45,145.92,250.82,55.36,159.23,151.50,97.23,5.17,94.97,279.67,282.21, ,188.05,206.97,35.16,135.51,286.51,14.60
17.10,213.75,204.03,243.50, ,273.13,147.28,289.03,147.22,75.22,159.29,125.61,27.20, ,195.88,208.95,82.57,255.28,18.04,109.53,280.98,234.67,167.25,96.85,149.99,69.41,227.38,194.25,88.66,77.23,56.09,195.03,212.23, ,230.28,244.50,290.61, ,98.43,129.26,125.90, ,195.31,190.75,242.14,45.43,202.52,130.14,225.01,100.94,103.78,84.95,223.03,12.74,173.99, , ,270.35,32.64,205.94,122.43,48.68,222.13,197.83,139.91,21.08,198.17,272.07,173.13,58.68,244.63, ,123.42,0.66, ,166.32,257.97,35.48,156.61
 ,54.45, ,177.29,38.63,155.83,58.58,205.81,214.83,49.94,273.85,245.80,86.47,142.72,100.88,51.09,135.82,11.94,106.73,176.68,264.68,156.06,61.47,140.52,212.30,221.43,242.34,141.48,279.37,73.24,162.40, , , ,49.68,240.02,20.61,203.59,241.43,114.59,67.37,215.61,12.31,200.16,243.24,158.92,2.20,89.84,276.91,259.83,231.99,265.51,285.22, ,226.66,120.31, ,211.19,121.14,247.33,103.05,250.26, ,252.46,207.85,178.05,38.83,227.90,170.15,223.90, ,150.56,6.53,298.52,226.08,141.21,140.95,63.98,206.23
43.68,89.85,285.43,161.51,13.66, ,194.16,99.48,174.64,86.91, ,4.62,52.85,54.66, ,118.64,296.33,28.69, ,151.37,176.24,279.20,113.06,84.06,138.91,11.79,251.35,6.78,148.19,101.80,253.43,21.49,188.23, ,291.94,118.50,288.85,60.27, ,99.70,81.58,127.24,12.19,60.32,34.56,78.59,111.36,28.26,270.46,154.98,208.43,56.10,256.44,49.77,131.92,97.98,88.07,6.87,3.82,119.22,275.70,174.75,229.83,219.91,119.50,137.89,42.48, , ,81.47,134.10,216.66,126.89, ,133.76,161.13, ,199.51,122.03
