Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120
 ,24.10,176.74,67.74,247.20,166.90,268.07, ,18.02,162.01,62.56,215.55,299.19,277.27,35.77,137.48,295.42,159.55,54.11,219.01,71.63,179.64,179.23,291.20,16.11,297.87,189.83,46.32,41.41,282.66,113.31,285.35,140.96,55.01,293.59,205.15,203.01,164.88,295.76,48.41,148.28,44.11,130.62,274.59, ,29.60,272.78,30.52,14.05,6.02,151.76,128.62,5.34,294.00,10.05,288.83,240.23,64.95,60.03,48.45,21.71,235.82,260.92,95.35,36.78,200.58,268.82,17.66,43.49,214.59,103.61,74.38,132.83,117.71,211.58,91.76,244.21,227.78,293.92, ,30.69,80.68,93.33,236.88,153.36,282.07,52.15,281.28, ,24.07,189.98,153.22,41.39,221.64,1.75,52.94,269.34,254.04,297.43,107.12,69.15,86.86,298.72,87.41,25.79,176.38,288.22,74.41,252.57,229.06,135.56,206.19,74.24,100.03,19.73, ,123.88,67.38,203.62,198.63
143.94,275.83,98.80,241.19,219.05,260.48,295.18,65.11,2.85,274.19,118.49,168.24,282.99,87.34,24.52,65.10,273.73,84.21,288.69, ,51.77,123.03,299.68,80.59,244.36, ,171.98,136.29,276.33,85.47,272.03,87.83,81.05,132.98,270.92,163.88,140.21,239.56,177.54,113.82,140.90,31.57,185.64,247.85,136.78,139.32,83.20,47.14,51.37,62.45,129.72,187.68,108.97,271.72,280.61,113.12,155.79, ,227.66,202.33,276.94,36.99,288.70,81.60,235.57,259.64,280.96,203.46,139.54, ,273.16,39.95,163.58, ,248.98,36.42, ,13.35, ,263.54,94.58,297.33,196.37,45.92,287.54,293.40,33.89,100.24,121.13,262.59,275.80,140.27,62.89,25.57,224.04,274.49,34.24,48.75,228.79,107.94,44.06,43.40,182.53,176.96,30.15,20.54,51.13,18.18,174.46, ,98.49,262.85,67.10,165.86,163.46,105.66,4.59,123.19,89.53,259.50
296.98,113.73,150.20,21.12,148.99,252.57,97.72,64.59,150.09,233.19, ,96.76,273.45,52.98,229.74,66.72,192.46,73.73,184.86,43.38,128.37,160.09,73.96, ,30.47,110.14,239.63,60.42,13.15,72.17,101.58,66.47,233.71,242.46,29.95,30.65,33.85,243.66,162.09,240.21,250.98,156.21,90.04, ,103.19,281.96,190.06,169.40,256.93,1.26, ,206.75,128.02,62.98,160.73,184.35,117.62,151.27, , ,190.47,44.50,217.70, ,227.81,229.07,135.82,203.80,275.48, ,222.56, ,130.68,65.82, ,234.83,162.64,91.72,146.57,50.37, ,241.13,279.22,168.58,299.26,174.43,33.34,148.80,162.10,117.90,45.44,204.22,230.07,98.89, ,12.02,90.69,9.69,145.54,101.60,153.79,6.66,108.74,248.64,140.95,49.45,208.93,253.31,82.50,184.86,209.22,146.09,105.93,239.41,191.66,104.29,160.05,244.68,21.83,219.36
268.81,41.43,79.28,79.21,225.30,81.08,272.74,18.19, ,164.91,27.70,147.19,219.99,92.36, ,211.81,292.89,265.63,283.82, , ,207.10,234.80,81.99,1.97,146.63,125.18,237.55,123.14,0.87,14.24, ,184.96,266.95,268.92,115.55,240.73,178.28,1.42,124.38,221.44,235.68,29.55,34.29,241.72,231.79,254.69,273.21,226.51, ,268.96,63.21,190.99,155.17, ,151.30,289.01,38.05,230.76,182.69,84.21,236.17,151.00,120.51,147.79,77.13,216.80,126.73,108.55,140.71, ,197.48,290.42,127.31,222.52,268.34,140.55, ,272.05,232.09,199.27, ,276.40,50.67,230.74,149.20,256.87, ,154.35,2.00,180.19, , ,55.99,77.08,82.65,143.10,141.68,94.61,18.76,26.22,129.35,208.61,99.26,105.54,225.12,99.72,195.19,41.84,275.90,275.23,168.05,73.28,160.68,285.29,66.51,238.85,153.89, ,253.15
 , ,244.80,6.49,98.08,91.95,150.75,24.49, ,142.81,88.67,150.46, ,216.97,121.79,239.36,102.66,288.93,99.28,100.91, ,198.99,75.80,131.37, ,40.66, ,23.23, ,173.69,2.00, ,123.78,253.06,6.15,81.95,244.85,5.08,299.53,31.25,152.32,62.01,203.27,240.64,281.91,100.20,61.69,223.85,94.36,278.50,22.48,4.68,76.14,17.97,213.82,151.00, ,213.02,115.10,131.86,22.55,141.80,253.24,156.55,127.02,117.22, ,177.67,23.28,241.97,29.48,90.46,221.95,93.50,117.39,245.03,156.68,0.80,89.83,245.92,160.49,45.76,35.32, , ,177.23,99.84,118.01, ,39.96,180.68, ,14.82,168.97,234.75, ,24.57,206.80,63.71,298.87,221.51,171.98,99.53,79.95,252.21,93.43, ,274.11,172.80,243.47,160.44,211.53,202.79,28.12,178.47, ,30.21,77.08,115.92,36.38
 ,288.58,276.28,28.94,126.06,239.33,243.50,247.74,221.09,269.79,6.45,163.52,178.47,238.31,115.26,117.03,297.78,177.23,86.36,224.46,107.90,281.94,263.56,206.43,80.22,133.87,24.48,247.90,296.73,283.60,1.14,123.10,206.24,272.98,206.49,205.02,61.23,65.78,116.65,209.45,148.43,283.54,40.70,75.85, ,59.45,118.79,272.51, ,272.83,58.91,288.12,193.71,150.88,74.15,231.71, ,80.14,147.94,67.60,28.90,197.02,254.43,248.43,133.51,199.78,73.64,212.31,272.81,188.45,35.81,164.01,20.37, ,168.31,113.91, ,218.94,14.45,160.51,100.31,277.61,218.21,79.19,88.82,92.19,284.30,133.24,147.41,92.46,21.92,7.63,215.75,114.31,99.94,193.07,268.85,200.35,221.93, , ,31.54,288.02,237.79,164.16,274.88,278.93,246.27, ,162.02,80.72,13.07,285.29, , ,113.68,77.90,229.04, ,38.82
140.61, ,4.76,172.80,40.74,207.65,136.01,240.43,161.89,272.27,166.84,3.14,208.11,73.74,169.68,175.97,39.11,144.27,214.40,5.26,186.67,282.44,282.58,239.40,176.38,291.64,208.32,23.74,75.81,253.57,295.99,191.84,282.12,78.98,53.17,151.65,297.15,262.51,56.96,124.20,113.57,276.55,110.61,138.32,97.77,131.92,221.43,128.85,59.86,100.07,292.07,52.88,85.82, ,142.78,93.14,30.87, , ,19.59,191.08,150.73,37.94,204.41,73.34,121.56,208.03, ,159.76,262.46,2.87,88.36,24.54,251.04,217.15,253.11,194.89,120.85,197.07,82.27,138.67,80.32,98.26,93.08, ,55.53,5.26,291.96,11.48,176.48,73.60,198.11,75.17,164.57,254.30,35.31,68.57,293.38,23.80,281.49,10.69,185.43,23.96,241.39,33.84,280.44,298.15,151.15,235.78,26.36,245.62,103.14,287.20,202.60, ,184.09,115.51,178.26,245.08,72.85
89.49,260.95,188.86,48.08,75.27,288.55,9.42,68.50,37.41,226.21,269.85,41.24,31.42,216.82,275.15,257.00, ,217.95,69.25,9.65,132.72,19.98,82.87,166.57,107.61,32.69,1.44,197.26,174.40,3.62,91.91,107.89,173.68,118.13,83.29,274.37, ,294.35,284.10,180.66,172.15,123.26,213.70,225.43, ,42.19,291.53,297.42,290.66,125.27,114.03,236.57,124.57,82.75,121.89,19.32,19.44,35.72,145.28,273.04,142.61,149.91,149.34, ,140.00,58.84,132.47,185.35,91.98,3.62, ,150.91,57.50,181.53,217.97,95.18,172.60,206.24,71.93, ,5.50,188.28,144.37,31.75,241.61,52.88,54.37,96.14,255.41,185.86, ,212.67,75.48,81.61,107.79,37.30,159.04,165.91,77.26,255.13, ,78.87, , ,57.78,137.56,136.14,61.82,236.10,96.08,287.24,129.16, ,106.79,48.00,223.21,159.35,232.25,257.20,61.12
149.89,228.00,66.90,224.90,187.52,183.59,117.78,38.05,76.51,258.38,117.54,249.76,59.93,264.51,274.13,107.57,256.39,287.11,287.00,110.80,42.55,83.41,255.80,118.90,266.30,156.81,258.87,60.73,288.59,35.93,50.87,86.74,179.07,30.56,285.86, , ,135.77,188.74,245.46,123.87,84.92,295.60,87.25,62.58,81.56, ,132.44,125.29,121.08,170.27,185.00,27.74,147.40,102.15,97.20,62.83,194.70,4.56,130.76,1.07,142.45,245.15,41.58,114.59,269.59, ,154.58,177.56,143.90,170.14,126.50,145.70,174.63,140.03, ,200.92,226.56,213.76, ,255.34,132.85, ,117.71,66.33,145.39,258.10,4.46,1.19,186.67,159.01,276.69,95.84,86.30,220.98,194.12,255.40,72.08,48.03,41.24,3.99,248.68, ,253.14,62.51,189.73,96.53,175.86, , ,154.96,274.45,277.97,110.42,285.75,162.28,225.07,179.53,225.32,173.01
144.68,115.98,134.69,0.01, ,61.45,136.12, ,291.13, ,101.55,237.90,99.79,210.44,292.97,1.75, ,180.21,130.66,13.67,208.69,275.90,75.12, ,220.42,17.10,30.53,281.20,104.03,81.87,157.42,36.61,209.42,39.38,62.42,202.36,244.25,3.66,291.16, ,211.58,177.18,152.49,236.46,99.87,202.79,174.87,150.96,187.05,73.42,145.13,278.09,53.23,176.55, ,220.13,96.87,224.58,194.59,288.59,20.29, ,134.63,195.93,214.95,68.31,158.70,97.34,86.34,30.92,37.90,183.02,13.07, ,65.20,230.31,135.22,59.83,85.23,249.45,155.68,139.13,191.13,241.39,138.91,58.84, ,275.05,215.17,209.93,53.33,155.38,164.86,166.95,191.21,167.83,263.37,101.16,91.38,48.81,292.65,178.14,270.64, ,185.81,289.20,194.64,266.26,183.70, ,102.08,276.39,225.48,170.17,47.18,180.38,80.85,236.77,267.47, 
46.73,253.51,204.09,54.77, ,238.46, ,40.54,295.02,131.50,180.62,281.96,38.52,223.01,14.72,179.02,294.19,15.34,261.68,95.85,89.77,254.91,264.39,238.37,5.90,194.19,228.00,28.68,254.11,178.06,133.70,190.96, , , ,244.50,171.44,215.48,215.86,81.60,186.19,217.21,235.19,184.05, , ,65.46,28.63,217.81,225.25,68.53,121.30,257.25,273.99, ,189.84,191.55,6.75,18.36,167.75,146.85,254.51,44.55, , ,256.43,4.09,180.29,123.44,92.88, ,265.61,57.15,117.70,92.93,176.67,218.01,202.58,253.27,241.65,226.06,248.32,24.58,218.10,73.91,253.08,278.72, ,35.87,233.95,97.80,70.84, , ,56.11,22.87,40.97,182.17,263.08,86.04,138.07,287.45,199.32,228.21,293.80,122.89,158.25,211.96,74.21,298.69,213.49,86.43,36.32, , ,188.57,212.94,48.20,276.14,77.95
65.54,168.43,299.51,109.12,255.77,25.65,13.65, ,100.08,12.34,209.53,257.25,224.67,59.69,260.03,203.01,72.75, ,261.18,59.49, ,15.26,211.39,267.27,245.74,44.14,136.02,269.81,265.15,77.17, ,37.20, ,201.59, ,234.40,171.60,136.26,9.15,268.73,57.16,224.62,163.40,260.54,152.51, ,46.99,107.04,168.19,289.10,243.87,4.17,58.03, ,115.37,235.99,286.09,203.36, ,66.76,78.21,245.93,266.02,263.00,59.46,212.13,200.96,234.99,165.83,203.19,108.39,247.92,196.50,95.84,58.74,200.63,46.41, ,12.43,231.96,198.94, , ,264.11,182.49,19.46,72.43,283.89,279.31,179.34,272.22,279.11,187.18, , ,85.01, ,16.97,72.15,276.78,130.40,213.46, ,285.89,61.54, ,237.92, ,210.14,60.05,21.81,226.20,261.11,228.76,99.02,58.20,20.56, ,222.70,56.05
1.77,61.88,97.86,118.57,209.94,238.84,275.00,181.10,76.05,259.32,99.99,112.32,280.79, , ,230.61,203.84, ,265.72,173.19,21.44, ,274.64, ,249.64,11.48,181.79,239.51,112.43,48.24,180.54,70.20,193.60, , ,283.56,28.85, ,50.29,94.59,199.53,274.57,236.44, , ,194.27,61.32,171.23,274.55,119.73,27.81, ,153.78, ,182.63,219.16,76.99, ,276.52,232.42,175.14,168.87, ,291.85,175.47,234.88,297.30,208.60,82.57,178.88,255.09, ,174.25,39.33,252.29,126.70, ,1.84,166.52,153.35,11.20,21.45,178.83,0.68,43.85,42.48,177.33,284.25,171.81,179.02,230.98,186.50,192.52,187.59,14.19,217.41,69.76,271.47,257.61,36.02,55.40,224.20,76.06,72.42,187.14,7.67,146.31,233.81,82.50,97.86,162.35,122.09,254.13,180.70,65.71,213.20,295.21,53.86,45.84,19.14
77.72,51.10,220.98,262.85,106.32,100.17,75.98,200.77,15.82,241.85,298.19,202.65,292.45,64.67,82.79,271.27,110.62,84.52, ,47.38,113.59,135.24,184.08,283.03,73.32,156.04,62.69,57.50,3.54,120.76, , ,13.09,15.20, ,46.80,89.19,156.32,217.12,81.36,221.61,47.93,151.59,48.80,260.27,166.22,225.64,71.07,221.14,145.41,70.18,299.33,274.08, ,191.19,138.01,15.85, ,1.96,116.52,147.83,155.64,51.07,222.09,211.49,150.50,99.82,249.11,80.04,254.80,114.38,274.70,64.88,193.93,93.41, ,241.23,273.23,138.30,177.36,265.99,110.94, ,31.61,219.56,195.19,248.35,223.40,289.76,31.31,55.11,194.14,65.95,145.93,119.68,198.59,166.43,191.06,39.60,161.33,34.32,133.52,66.09,205.72,45.19,239.54,61.76,273.00,115.05,148.93,19.37,14.84,266.71,75.12,128.57,265.46,292.96,145.56, ,51.28
201.08,54.43,50.08,274.39, ,93.32,237.87,74.25,298.48,158.61, ,287.18,12.72,3.00,295.63,267.59,176.93,35.23,170.06,119.46,263.10,237.77,60.47,64.06,48.93, ,122.53,158.97, ,9.04,276.69,197.61,51.58,112.95,5.90, ,125.35,135.23,65.23,8.42, ,21.61,294.12,287.14,52.37,11.38,255.27,66.07,232.35,227.41, ,233.31,76.60,155.77,6.61,36.86,36.68,36.64,220.09,188.42,282.41,77.87,263.39,109.88, ,227.54,43.60,276.99, ,35.65, ,42.26,157.29,185.36,93.94,3.35,275.07,6.39,147.72,246.59,160.09,211.96,106.54,219.63,27.46,119.18, ,161.44,105.93,289.18,12.68,192.54,50.89,43.06,110.10,280.67,253.35,235.72,150.06,260.60, ,88.83,173.87,214.21,143.41,266.88,145.63,225.15,93.60,225.35,297.64, ,21.40,151.89,12.95,148.39,235.55,62.38,241.00,202.52
243.27,185.58,181.09,201.03,21.89,288.74, ,7.36,107.60,109.83,292.28,213.12, ,280.24,35.65,128.07,139.93,273.63,47.23,253.80,218.11,36.82,125.28,214.21, ,193.54,295.35,4.85,151.64,188.71,87.83,7.93,249.88, ,275.40,154.35,74.76,204.90,279.30,234.61,113.40,87.04,160.59,11.31,124.50, ,4.35,67.72,177.33,91.55,293.00,31.30,292.81,127.10,83.06, ,276.57,204.23,277.15, ,288.46,160.97,91.65,203.29, ,80.61,269.16,169.98,288.87,180.03,219.29,175.69,23.42,47.25,215.88,292.48,12.86,113.33,218.01, ,77.38, ,254.36,6.28,12.64,216.52,87.78,177.10,212.38,115.74,128.17,284.03,283.97,247.01,61.72,75.96,242.40,78.54,57.65,21.09,79.97,262.96, ,140.06,285.81,246.98,168.75,229.48,262.57, ,59.87,101.43,17.91,68.05,240.58,181.27,195.98,199.29,129.00,299.00
258.53,207.21,208.33,133.45,148.38,134.14, ,235.56,65.82,112.13,219.97, ,181.64,4.78,292.75,53.66,94.01,31.33, ,239.65,49.61,35.41,271.52, ,207.08,223.16,99.88,106.44,128.96,171.52,69.01,267.51, ,61.51,187.35, ,127.01,100.63,285.16,235.91,67.41,216.57, ,16.46,135.90,204.95,225.69,193.00,6.19,245.99,150.53,130.44,260.35,2.18, ,212.25,294.18,3.65,270.22,227.21,169.02,251.16, ,289.84,297.03,201.67,63.74,76.36,253.74,274.37,261.46,168.17,33.89,125.76,118.04,171.85,27.90,115.40,60.29,206.90,101.28,0.33,160.76,59.19,113.40,70.43,73.28,196.97,86.42,51.82,181.60,68.70,76.89,230.40,289.34,194.49,245.87,255.64,271.50,221.15, ,291.57,121.67,56.72,16.59,280.66,261.05,289.75,281.22,100.95,163.19, ,253.81,207.69,290.77,224.28,264.10,203.49,94.35,180.57
150.26, , ,221.07,61.05,189.40,192.58,98.09,20.67,14.97,261.35,107.56,217.65, ,121.15,252.65,76.08,105.07,279.71, ,187.89,48.79,172.33, ,270.42,105.76,87.16,283.66, ,169.29,213.33,131.70, ,86.51,256.10,221.01,67.96, ,5.38,201.00,168.32, ,240.52, ,27.68,154.11, , ,131.14,50.99,289.80,49.36,287.34,95.71,8.89,46.84,200.85,191.98,233.92, , ,210.55,151.73,157.96,88.06,0.33,251.95,170.30, ,157.63,260.55,251.14,127.62,135.28,157.40,9.38,214.14,108.06,186.88,109.48,260.78,6.58,50.53,270.13,161.55,294.08,208.54,56.53,210.64,111.62,96.27, , ,156.15,261.93, ,71.41, ,169.99,6.95,52.58,272.36,104.83,36.22,211.67,49.53,284.57,190.35,282.15,91.25,229.52,181.34,124.58, ,294.57,89.92,39.06,187.46,171.83,289.41
 ,82.17,187.88,95.88,147.58,234.14, ,163.67, ,39.53,28.29,111.17,212.43,53.83,213.72,151.25, ,36.45,78.59,21.08,67.06,292.91,33.46,61.42,223.75,236.65,187.38,151.51, ,177.78,251.00,262.99,159.12,138.70,38.00,13.40,176.94,176.24,146.16,83.45, ,242.54,72.08,39.08,32.07,101.37,261.66,251.04,51.99,202.60,248.46,57.70,189.42,8.02,16.58,294.90,147.73,39.79,67.36,143.40,89.53,87.48,137.63, ,189.62,17.70,197.44,291.63,219.60,37.24,178.62,125.96,0.97,278.27,130.76,64.18, ,8.94,197.87,56.19,36.20,30.66,202.62,261.76,280.45,269.08,2.41,237.46,123.30,219.16,131.62,108.26,122.99,79.47,263.78,33.82,140.84,270.10,125.33, ,105.78,244.38,58.06,154.74,190.01,218.11,287.21, , ,17.41,128.49,123.33,72.09,105.00,93.40,261.90,123.76,80.90,284.96,134.85
137.92,295.30,258.95,250.45,31.53,160.85,6.13,124.17, ,229.17,200.87, ,226.13,244.37,269.53, , ,69.03, ,64.33,88.18,290.40,78.37,250.32,264.39,62.55,41.98,257.39,69.36, ,270.75,176.01,7.78,44.64,5.91, ,45.86,187.98,51.52,294.52,204.73,236.35,1.50,259.01,221.18,92.97,299.11,266.17,179.21,284.03,294.08,97.17,119.95,76.19,251.50,173.32,29.61,123.52,88.00,290.01,110.89,99.34,254.40, ,133.61,33.42,47.75,186.80,11.28,163.88,123.46,56.07,264.20,103.21,253.74,285.32,296.63,62.26,22.70,156.02,181.43, , ,80.77,16.87, ,180.75,128.16,30.87,79.54,211.06,150.36,60.18,93.42,175.54,151.17,56.08,184.74,253.43,26.30,130.80,90.89,93.14,126.89,26.91,20.63,281.29,34.77,284.27,169.94,28.25,163.12, ,47.86,282.03,56.16,292.58,159.10,267.65,131.02
105.07,112.28,18.74,77.81, ,206.00,127.35,251.26,18.59,38.33, ,200.11,30.11,279.11,196.81,267.37,38.41,65.27,115.48,133.96,144.23,99.29,228.85,25.64,52.13,257.65, , ,205.18,50.44,186.73,131.05,275.06,226.55,20.16,124.36,235.31,255.63,42.97,68.14,103.81,74.12,220.85,219.21,39.04,10.32,216.89,79.88,10.84,232.29,48.45,185.13,25.24,18.37,25.24,136.81,206.79,190.51,252.45,253.66,79.37,217.26, ,297.14,116.20,120.51,52.02,32.33,202.40,54.17,198.33,107.41, ,18.34,175.11,27.60,262.28,92.76,103.23,176.68,14.32,111.95, ,289.11,268.07,66.93,162.11, ,269.52, ,287.85, ,258.64,214.27,45.07,100.46,205.15,139.74, ,251.69,89.66,274.83,132.31,79.96,7.01,263.93,153.27, , ,210.43,153.04,193.32,231.80,65.22,181.35,66.33,65.67,73.85,213.72,82.25
200.58,236.55,88.90,116.30,28.60,147.31, ,40.63,89.87,106.94,263.60,65.13, ,221.12,197.78, , ,128.52,69.29,141.74,154.90,157.24,284.76,65.13,45.17,232.69,213.78,91.02,296.63,162.69, ,60.47,134.80,181.11,109.78,253.76,101.08,125.21,196.55,49.71,174.92,272.07,70.33,93.36, ,281.03,117.96,298.89,173.98,51.66,149.17,239.77,98.93,242.34,48.12,133.21,247.02,59.56,60.09,42.72,163.33,74.26,62.93,151.83,112.54,222.92,201.35,78.84,14.26,83.78,93.27,149.86,206.76,289.65,172.55,102.68,56.12,17.16,250.09, ,62.62,278.89,273.84,103.17,155.84,57.91,217.63,68.07,181.66, ,148.51,279.93, ,36.05,203.08,78.21,211.07,144.57,165.16,31.54,92.54,92.68,105.58,125.36,268.22,151.15, ,1.19,106.71,231.77,90.20,13.04,297.94,6.85,19.03, ,287.36,106.81,68.27,90.34
86.04,200.64,274.35,238.38,162.87,101.83,215.70,110.75,186.64,84.83,283.66,293.97,127.91,51.06,13.17,89.80,199.96,36.40,46.60,44.37,100.27,7.18,34.90,93.94,82.56,296.09,88.87,37.23,90.84,112.95, ,202.75,129.65,239.63,239.79,48.33,14.68,156.45,229.44,124.60,56.93,147.07,92.23,160.37,227.97,121.96,178.34,235.22,217.90,11.96,89.25,6.95,254.83,134.59, ,259.18,194.71, ,17.85,19.45,63.79,126.88,279.41,210.47,13.22,89.47, ,178.72,293.01,40.30,117.25, ,76.43,188.89,142.13,93.77,84.97, ,211.85, ,217.07,3.04,82.16,255.47,271.24,61.23,81.24,71.14,211.83,265.62,186.56,7.46, ,92.43,78.34,181.21,221.34,169.80,217.16,107.11,233.55,46.61,229.29, ,235.09,106.16,276.79,8.46,273.04, ,110.93,80.95,222.88,127.13,153.93,54.99, ,288.53,76.27,38.38
 , ,216.60,174.17,233.44,177.65,160.41,17.41,35.28,139.42,136.69,191.51,287.08,210.64,261.63,151.59, ,286.16,244.03,147.65,160.32,15.07,190.69,84.21,4.68,246.65,230.45, ,111.43,86.31, ,47.94,293.04,36.42,21.42,206.07,117.88,199.34,133.19,102.35,197.25,11.17,149.29, ,83.05,188.47,75.12,217.30,22.96,120.52,286.67,208.22,218.85,55.08,107.80, ,25.20,261.18,186.25,277.98,193.52,97.37,106.15,280.18,150.24,10.78,232.10,60.61,30.59,142.91,143.02,236.53,30.37,204.58,8.17,125.52,213.59,264.57,50.18,210.00,190.18,52.82,32.53, ,63.12,53.03,291.68,82.04,71.42,64.47,287.93,113.57,160.63,154.19,86.65,90.38,289.12,39.90,43.69,21.52,2.00,252.32,115.61,153.57,14.11,175.07,165.08, ,25.71, ,206.08,144.79,98.82,7.63,245.31,292.06,158.12,41.40,287.74,144.81
 , ,59.36,160.96, ,52.62,232.84,156.23,243.25, ,77.16,282.13,211.63,289.31,268.25,180.20,187.72,97.30,183.93,150.85,81.09,97.51,291.43,187.46,139.22,179.42,200.47,238.86, , ,181.86,258.88,59.99,87.07,78.34,13.95,15.88,287.78,126.28,9.36,15.23,53.89,64.96,56.21,66.46,231.99,295.95,10.38,37.46,213.23, ,227.18,84.32,32.78,148.50,207.06, ,55.63,221.88,170.49,124.41,170.04,185.28,247.26,221.93, ,135.17,61.54,145.53,84.56,43.56,190.31,95.30,6.25,139.41,181.92,251.25,287.54,4.15,254.91,75.46,192.90,40.16,272.97,100.29,64.00,290.60,94.46,171.84,97.33,227.55,128.74, ,116.28,102.27,141.36,45.27,194.98,121.15,228.88,249.71,70.85,277.01,188.01,197.00, ,208.24,139.48,95.07,153.27,39.87, ,41.94,203.86,124.25, ,53.13,36.04,102.71,16.56
17.60,24.86,239.71,222.60,270.09,16.79,299.19,246.43,98.60,25.92,239.03,121.85,82.80,31.70,287.48,13.36,127.72,11.41,271.32,146.62,251.68,64.77,220.07,72.93, ,98.85,65.00,176.04,232.58, ,118.09,137.10,26.50,169.67,32.25,271.93,82.41,42.28,174.47,158.37,281.02, ,35.21,196.03,106.49,245.19, , ,32.43,293.11,247.83, ,88.82,208.37,226.56,18.40,213.00, ,194.02,94.68,210.44,140.49,119.33,212.27,52.30,144.18,241.95,76.44,180.83,179.83,5.96, ,106.99, ,155.43,108.33, ,18.77,7.23,60.16,247.97,145.21, ,190.62,62.39,106.08,46.45,295.28,116.39,159.40,12.96,97.36,264.94,140.06,271.33,265.94,123.73,209.45,62.51,151.03,67.12,68.11,243.02,165.98,129.12,219.27,40.21,263.36,280.73,210.93,279.19,16.30, ,225.75,31.50,270.35,92.94,224.50,170.48,72.49
117.01,149.15,138.07,222.45,146.52,54.15,5.06,114.88,200.00,227.31,66.45, ,159.39,12.38,295.60,138.40,117.28,74.64,74.33,298.81,86.95,271.70, ,202.70,137.72,41.02,34.19,262.68,266.87,134.45,83.41,171.17,252.00,83.55,181.76,27.17,110.92,71.01,81.59,296.83,76.41,284.33,145.33, , , ,67.13,118.24,16.14,153.86,210.68,5.32,209.39,45.58,175.64,42.83,38.85,225.76,246.47,222.04,269.04,228.32,179.20,238.03,173.69,18.90,274.10,19.04,128.85,144.73, ,187.56,145.48,79.59,96.18,144.23,85.00,217.99,57.67,59.20,138.24,271.91,125.18,241.65,124.98,153.40,112.89,283.30, ,62.90,286.85,24.80,263.86,194.51,260.93,144.23,297.28,185.84,120.49,161.55, ,167.81,136.42,23.54, ,214.21, ,201.06,144.44,25.34, ,110.37, ,254.59,228.41,108.41,70.39,9.86,297.33,182.13
158.38,253.48,119.88,217.09,197.59,198.51,109.23,33.29,201.72,40.41,237.79,278.45,139.20,207.74,165.99,270.28,295.54,121.81,59.87,136.36,100.43,180.38,5.46,27.51,201.56,37.32,216.74,147.52,4.08,192.47,145.13, ,140.67,16.24,146.38, ,103.83,127.32,65.23,197.89,39.96,160.67,238.79,93.04,133.35,141.58,267.19,188.58, ,275.09,83.47,233.00,225.29, ,209.51,136.01,246.55, ,107.22, ,184.63,231.94,143.40,43.81,60.22,272.21,207.47,271.07,83.06,254.23,150.23,25.44, ,272.00,177.96,115.45,263.85,255.53,5.13,25.65,89.26,87.93,165.51,247.94,21.05,148.68,245.17,218.13, , , ,161.51,209.06, ,70.78,215.03,169.66, ,258.93, ,235.80,217.55,258.67,278.67,131.28,119.77,155.24,239.53,264.82,157.91,142.06,290.54,4.60, ,196.24,196.47,54.93,93.35, ,31.95
26.71, ,146.48,296.41,152.17,214.61,103.18,203.09,55.06,36.47,257.93,34.39,108.51,115.09,27.98,233.81,61.16,86.48,9.67,157.43,28.16,222.87,136.55,163.20,86.13,106.87,132.39,198.46,230.58,142.75,48.00,203.87,173.59,16.81,73.25,45.11, ,267.98,82.82,95.95,180.06,81.29, ,222.55,68.90, ,211.65, ,288.21,293.30,5.91,45.07,184.34,180.57, ,113.31,152.09,187.84,204.88,256.28,191.69,101.79,214.99,156.50, ,172.05,163.45,102.53,257.11,298.70,117.47,250.99,208.94,218.74, ,187.87,98.01,276.23,124.37,213.23, ,214.88, ,78.33,185.28,287.99,285.54,289.62,76.66,251.34,239.25,2.03,89.82,206.68,299.84,257.26,11.92,127.95,30.35,195.70,193.12,87.79,9.36, ,86.02,172.40,37.18,24.95,154.66,70.99, ,102.04,37.90,125.56, ,155.92,174.50,265.24,159.34, 
