Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89
62.64,70.81, ,194.74,185.39,176.47,201.86, ,8.58,152.31,252.73,29.13,181.71,129.38,251.28,36.03,46.45,160.13,295.97,11.99,213.17,57.20,231.54,156.59,221.84,33.22,12.70,217.37, , ,137.98,165.89,136.44,272.67,29.59,24.34,149.38,71.26,236.16,128.59,242.93, ,276.15,114.35,142.37,1.50,146.74,55.00,52.19,293.41,296.92,73.10,111.43,109.76,246.77,146.61,55.50, ,31.65, ,70.17,264.26,153.52,287.42,131.74,175.86,88.37,87.20, ,198.63,21.04,118.85,63.25,189.11,299.52,82.33,290.93,219.29,200.26,50.01,162.03,284.64,177.99, ,39.46,273.01, ,189.66,223.36
188.75,213.20,33.24,143.31, ,62.60, ,92.89,51.30,226.40,242.10,193.36,143.85,289.49,51.80,85.78,132.06, ,45.27,120.86, ,145.02,68.72,25.59,68.57,116.53,112.84,99.36,75.11,268.25,298.61,243.75, ,75.82,82.82,221.74,161.88,48.70,296.58,270.55,49.06,274.73,160.29,143.39,108.48,134.73,85.22, ,169.61,192.65,232.80,150.29,175.61,185.18,74.74,91.12, ,138.57,258.75,241.03,165.34,188.75,222.59,154.85,143.58,232.06, ,245.79,74.11,0.56,241.98,124.96,8.23,171.66,298.44,156.93,35.85,289.32,129.02,190.77,106.86,100.50,133.24,101.39,167.69,166.64,177.24,142.76,31.29
101.37,184.93,130.30,164.72,256.70,82.91,162.17,43.07,68.76,8.96,83.66,272.11,286.32,241.91,34.82,143.50,2.92,94.48,249.21,252.85,252.94,53.37,225.55,77.79,272.75,164.47, ,136.57,249.72, ,78.80,221.83,156.93,250.74,57.98,210.61,105.85,46.60, ,272.15,56.46,228.41,130.93,106.60, ,56.32,240.18,274.18,57.42,86.76,82.52,208.10, ,13.95,202.19,135.36,128.84,140.81,35.03,42.07,239.25,197.95,273.80,166.85,90.50,222.57, ,67.32,73.61,20.71,125.09,65.66,22.73,140.24,292.51,122.05,51.22, ,243.90,65.16,265.27,108.71,254.31,255.16,262.81,281.79,3.14,258.77,198.41
142.81,208.76,100.43,6.01, ,249.91,140.15,50.85, ,238.69,58.57,211.19,71.90,214.48,68.66,77.61,89.49,245.45,175.20,41.15,1.99, ,87.56,191.78, , , ,202.21,270.93,141.09,6.38,117.87,228.82,42.10, ,287.54,291.10,57.71,35.41,3.43,130.13,261.38,256.36,284.43,9.40,217.17,104.21,170.10,201.57,221.34,181.47,236.45,242.31,44.89,168.01,100.70,243.53,80.36,100.54,275.97,162.62,162.17,165.89,146.07,97.84,287.34,276.29,151.89, ,196.78,85.96,297.03, ,59.10,88.53,229.26,269.59,257.64,58.70,164.02, , , ,178.32,248.46,93.08,20.05, ,106.01
 ,190.11,119.52,212.14,283.84,248.75,234.28,134.41,244.53,248.80, , , ,259.81,240.66,249.28,190.27,165.49,245.40,70.21,201.23,283.82, ,59.53,78.63,169.97,233.11,229.57,245.88,204.26,17.81,124.39,221.40,113.81,125.07,242.31,4.14,108.87, ,168.39,68.45,164.13,295.44,21.18,228.77,144.14,116.13,228.27,96.68,178.27,233.02,211.08,285.32,166.94,192.58,161.49,97.66,52.64,8.51,32.99, ,177.13,288.27,269.43,149.09,231.00,10.39, ,68.46,231.71,64.83,270.73,85.32,251.93,161.49,211.77,197.72,71.61,72.18,208.32, ,285.69,90.96,268.10,64.54,51.61,230.43,270.67,261.22
108.68,200.57,10.94,266.84, ,205.72,290.67,291.95,99.73,54.73,15.96,160.35,226.25,111.99,130.97,63.38,77.42,70.61,173.49,113.38,32.31,135.37, , ,286.75,175.19,28.68,216.12,72.72,49.33,244.53,153.45,50.33,170.45,77.40,286.59,12.28,209.88,41.88,274.98,275.89,70.11,41.32,193.60,128.60,298.74,123.22,81.04,83.05,294.49,295.43,51.24,299.99,155.37,4.14,70.50,280.51,284.60,126.84,135.86,121.12,28.58,286.79,117.90,61.10,230.31,93.48, ,93.46,219.61,246.81,205.82,30.46,211.45, ,89.64, ,210.77,157.30,9.55,273.00,28.01, ,84.54,291.25,272.34,68.38,180.73,13.49
148.80,19.02,233.20,89.24,19.43,219.21,121.54,147.54,214.13,210.64,111.81,147.45,135.80,191.81,34.17,124.10,265.22,84.06,251.78,260.34, ,179.55,106.84,293.30,279.81,218.42,38.05, ,122.20,41.77,272.63, ,96.73,184.53,42.96,191.63,43.29,201.56,8.61,288.52,16.19,228.14,246.82,54.91,88.39,114.52,283.64,21.70,149.36,20.21,289.19,108.58,74.69,255.33,18.55,85.21,212.18,269.34,279.54,231.75, ,46.26,18.89,192.03,86.07,119.46,87.46,86.97,106.00,75.28, , ,274.51,231.32,119.72,267.41,22.06,179.22,205.67,5.04,297.36,195.98,69.50,148.14,103.39,253.58,143.45,197.81,219.62
105.82,219.44,183.31,108.57,9.83,260.64,111.94, ,7.91,175.48,222.98,94.75,285.52,20.57,171.22,274.37,244.35,219.78,197.02,126.14,171.12,220.19,252.31,291.97,253.04, ,176.01,46.33,184.92, ,239.67,212.23,191.31,227.75,174.15,272.39,84.32,140.66,29.50,182.72, ,135.76,4.78,88.32,64.90,70.86,212.92,50.83,153.14,54.71,81.56,236.62,263.80,222.51,109.62,151.04,68.68,20.01,298.57, ,63.47,195.43,294.50,252.91,10.39,176.17,241.87,211.26,19.45,246.22, , ,138.82,30.38,252.12,124.19,228.42,142.03,89.74,281.10,257.98, ,134.15,144.84,177.39,209.25,114.78,269.78,35.84
106.87,154.00,285.64,139.13,56.48,263.04,244.08,150.98,208.66,201.71,174.93,222.06,247.87,281.20,113.33,119.53,178.50,130.90,187.98,37.44,233.00,137.47,6.18,112.66,273.58,268.34,93.46,232.68,227.24,258.98,230.93, ,109.42,91.67,240.02,11.00,294.70,21.95,17.66,284.44,283.98,200.83, ,91.23, ,18.48,92.58,209.98,19.81,223.12,292.97,173.18,47.62,15.45,39.66,79.96,265.61,22.91,196.43,257.67,248.79,240.66,35.20, ,55.01,135.57,163.01,39.67,46.32,182.43,247.20,195.85,181.15,294.22, ,109.41,117.82,281.42,99.56,209.11,71.63, ,238.12,146.28, ,192.60,291.58,132.53,204.34
88.28,98.06,20.35,141.14,265.66,196.64,139.18,77.23, ,224.80,127.07,126.71,263.68,227.80,144.57,176.52,223.20,46.46,61.00,200.22,219.59,95.81,161.97,62.04,86.47,221.71,57.92,149.77,60.46, ,205.03,170.30,135.68,199.90,271.96,94.97,73.42, ,58.23,168.51,52.49,107.11,168.53,22.62,186.63,95.86,288.11,50.72,144.02,41.46, ,195.29,104.75, ,71.69,231.21,147.20,195.18,257.90,119.33,82.01,63.60,186.38,186.21,193.26,198.77,69.01,130.00,237.14,154.25,125.64,249.04,69.15,227.14,207.94, ,289.95,71.17, ,122.88,175.93,84.26,250.86,207.09,56.02, , ,153.07,295.72
278.05,246.34,91.93,251.67,144.22,170.66,242.94,66.06,9.69,193.56,3.59,41.42,244.88,269.87,226.20,200.07,30.47,109.44,0.69,221.89,65.22,156.95, ,223.01,95.78,20.59,76.91,97.75,66.12,106.39,244.94,64.15,102.45,258.63,211.25,146.73,84.96,213.10,25.38,220.13,209.43,177.50,61.95,122.86,293.98,292.15,1.23,88.12,266.86,28.52,66.49,234.27,114.53,244.55,283.48,261.07,105.40,179.25,113.81,295.43,231.36,46.72,43.89,36.28,181.59,188.86,240.05,99.53,270.50,194.49,208.77,146.89,294.13,181.52,28.26,215.74,164.54,192.22,97.30,219.18,293.29,226.97,231.17, ,201.67,182.41,279.34,2.55,32.11
175.03,56.95,55.79, ,18.25,124.96,137.29,94.44,152.17,63.92,47.91,285.02,234.26,97.83,143.23,4.35,266.37,228.87,200.19,234.89, ,59.85,291.53,128.43,256.15,186.03,197.75,24.52,172.14,114.06, ,205.40,180.34,293.12,190.13,54.66,111.75,184.86, ,288.84,22.54,124.01, ,21.76,9.02, ,174.22,162.96,57.45,62.98,4.80,119.35,226.86,9.85,129.23, ,118.07,58.73,253.77, ,275.54,56.58,132.33,165.59,113.44,6.97, ,11.77,271.62,275.48,219.73,45.21,147.43,205.08,226.35,173.46,134.39,30.50,119.54,13.52,74.74,121.80,88.83,299.79,43.45,276.44,86.50,38.51,184.94
140.09,102.44,85.21,0.76,84.75,77.01,235.13,34.83,102.92,190.51,184.12,77.97,197.15,182.21,98.41, ,238.50,281.68,263.64, ,79.35,73.11,101.51,8.12,65.19,260.00,213.75,189.67,4.67,156.20,22.48,254.02, ,132.45,145.16,101.92,175.44,171.08,206.68,39.93,244.52,3.02,64.72,89.90,151.81,212.65,199.21,292.71,60.36,284.35,221.25,3.49,191.43,128.50,53.91,141.13,19.40,198.66,291.28,140.57,165.28,181.77,220.48,165.42,299.64,186.36,236.03,17.59,64.43, ,118.34,66.69,33.92,15.43,202.12,258.61,169.26,226.98,232.31,99.16,101.10,99.51,184.96,39.58,53.79,237.97,200.19,288.91,215.50
52.16,8.32,162.83,22.60,111.33,191.27, ,292.37,267.57,44.38,53.94,10.73,294.76,139.81,171.77,214.92,126.07,184.43,195.36,159.44,173.34,176.44,282.41,243.25,183.18,206.91,44.42,176.74,100.51,38.61,90.46,148.39,286.07, , ,94.82,166.61,27.16,51.99,211.87,259.55,282.87,32.17,84.11,66.48,225.44,156.90,58.61,232.43,38.10,226.12,198.62,101.09,135.78,235.35,148.32,142.70,61.37,158.49,83.77,30.10,30.05,25.12,192.29,133.35, ,59.47, ,152.20, ,287.98,3.11,165.80,178.32,259.39,155.48,136.96,134.98,110.49,171.29,214.27,32.50,72.19,207.96,244.17,281.93,89.84,267.77, 
146.09,142.45,108.11, ,188.55,182.40,104.29,198.20,182.52,163.21,22.67,168.89,143.54,198.98,135.86,189.01,12.84,161.37,249.75,248.34,191.01,137.34,184.43,13.86,266.24,21.67,248.24,255.75,41.38,25.15, ,214.16,34.31,57.53,5.55,194.77,57.24, ,52.54,16.73, ,282.97,298.57,191.71,227.64,230.51,8.63,103.84,3.89,278.60,84.58,227.65,127.99,4.86,37.43,125.91,191.70,47.29,80.77,79.39,222.48,90.77,117.64,153.91,32.77,182.95,116.64, ,244.63,101.57,132.91,179.71,208.07,284.02,69.36,177.72,145.49,168.54,5.26, ,126.79,63.02,213.28,120.33,124.29,111.56,48.72,57.81,36.00
 ,134.34,192.49,193.54,199.68,114.60,125.22,31.72,108.13,134.43, ,144.42,77.60,290.18,83.91,111.78, ,81.25,210.17,266.31,11.74,165.78,70.92,171.44,212.15,144.09,267.36,191.00,83.48,69.62, ,117.61,50.80,102.83,122.18,271.36,88.32,91.66,208.26,86.09,294.81,154.99,33.02,232.39,244.35,182.08,10.26,175.72,211.71,66.10,55.13,259.77,174.80,58.09,134.08,93.96, ,248.95,242.88,102.67,54.17,237.42,192.30,84.04, ,62.59,182.71,56.92,261.16,193.90,14.78,163.45,156.87,57.70,16.17,129.83,221.69, ,130.00,246.06,157.53,276.63, ,94.34, ,55.51,13.96, ,41.95
289.16,11.51,225.98,214.37,99.19,67.69,266.06,54.18,129.39,156.73, ,251.07,246.72,105.92,81.35,2.63,275.49,31.07,127.43,236.71,157.94,250.93,38.84,20.25,52.18,75.67,295.97,298.85,33.33,203.38,91.10,134.23,107.45,88.93,224.04,118.12,98.42,48.04,291.83,56.20,237.61,102.58,158.61,176.27,206.20,6.61,285.65,63.89,6.14,27.99,178.47,12.16,215.16,114.14,128.50,251.01,2.20,299.69,155.02, ,61.22,59.37,241.27, ,34.38,275.24,136.55,208.49,130.60,208.92,30.64,115.07,103.54,35.23,278.09, ,30.85,234.81,9.99,290.44,210.47,107.65,33.35,181.32,91.96,90.99,35.61,151.77,231.95
52.49, ,242.74,277.99,249.20,204.19,58.66,35.75,144.25,288.82, ,170.88,194.88,234.26,90.28,247.74,55.07,57.41,242.96,280.20,20.99,41.36,107.08,182.01,222.21,51.36,80.51,225.39,184.11,205.87,245.67,296.62,153.84,2.95,125.83,233.97,31.57,293.08,53.29,201.19,65.70,3.33,174.79,121.59,88.36,33.29,181.08, ,34.91,37.72,209.77, ,56.58,41.01,191.10,224.76, ,290.45,73.14,219.62,258.25,90.21, ,124.24,41.72,201.71,196.74, ,217.62,92.01,140.10,161.18,66.43,4.22,298.30,193.55, ,151.80,169.43,208.25,4.32,152.68,75.63,239.45,267.04,203.07,178.65,98.29,111.18
117.27,50.06,61.62,273.84,164.43,50.95,136.94, ,289.62,98.28,200.75,6.08,112.40,117.94,41.48,268.32,48.27,143.30,198.01,216.75,275.71, ,48.40,217.64,186.58,169.32,79.69,231.70,191.05,136.92, ,67.92,9.62,152.90,59.09,264.19,162.33,35.86,288.31, ,59.35,121.29,45.01,7.33,219.97,151.61, ,67.99,263.09,240.99,230.51,166.89,275.92,134.62,53.94,244.60,182.28,117.58,109.01,118.28, ,16.66,295.42,5.32, , ,61.21,13.43,209.20, ,238.43,49.00,165.68,288.65,57.59,158.91,124.80,252.32,293.85,58.75,194.96,183.40,240.19,291.31,134.91,38.70,242.21,65.71,81.30
155.85,160.59,5.49,291.95,48.73,147.46,242.89,286.45,20.31,52.00,228.12,211.08,260.25,54.53,261.18,80.32,274.73,131.80,226.30,238.04,109.56, , ,127.92, ,148.23,230.74,223.72, ,190.55,224.21,103.86,80.91, ,55.64,134.24,51.39,273.90,67.55,108.93, ,177.89,35.55,229.47,97.22,266.32,125.02,232.84,75.93,113.06,69.39,212.61,289.54,79.16,238.15, ,58.15,2.79,61.44,286.36,273.50,223.16,158.50, ,87.38,207.85,268.00,138.59,82.49,51.21,144.09, ,268.98,26.09,104.41,148.06,44.37,124.26,82.82,81.23,70.15,184.76,238.87, ,119.48,237.30,106.12,160.05,50.37
132.42,11.97,170.20,264.33, ,231.86,209.76,51.49,283.96,250.50,98.25,42.30,296.98, ,78.37,255.18,280.60,150.89, ,21.09,271.88,22.33,87.42,216.83,212.00,75.17,123.62,222.18,216.14,78.91,297.53, ,126.27,107.76,125.13,298.25,87.20,242.78,98.52,207.77,86.88,12.60,232.18,171.56,102.15, ,167.14,28.98,214.52,295.07,286.66,189.93,197.58,149.90,299.55,96.29,111.66,249.59, ,135.60,235.15,23.32,104.89,141.15,26.08,287.26,289.34,107.68,295.23,46.36,8.25,280.05,182.79,194.82,21.94,176.43,268.18,69.26,11.31,65.27,213.09,255.14,150.18,98.89, ,145.24,79.77,9.21,99.17
219.82,216.05,219.43,218.42,242.41,130.48,56.75,65.91,123.01,259.46,67.23,257.34,134.03,128.85,62.11,37.35,271.03,232.17,126.55,9.64,142.08,221.79,7.99,8.11,256.04,16.82,72.44, ,206.48,64.59,73.39,87.07,263.65,287.49,167.03,163.75,280.16,157.79,11.86, ,142.85,154.68,124.81,133.82,133.60,125.14,218.48,270.39,81.41,261.29,177.90,99.26,79.53,271.69,114.99,145.62, ,0.30,43.53,251.32,61.01,229.23,14.90,214.72,128.40,249.99,103.49,163.18,128.90,189.08,81.29,233.03, ,233.33, , ,107.95,221.76,1.84,219.27,80.81,177.23,157.97,109.88,104.32,36.23,216.35,151.91,56.68
147.62, ,116.14,155.62,72.52,190.60,279.27,19.42, ,25.82,57.80,252.55,162.98,232.74,112.42,1.95,275.70,159.11,265.71,178.99,82.39,45.07,218.26,40.42,101.17,150.72,201.94,21.09,92.04,144.24,38.48,73.56,295.77,37.55,242.55,115.95, ,161.03,73.80,86.34,246.70,30.03,54.51,126.76,225.33,263.67,119.08,203.36,105.63,170.81,78.58,183.07,242.89,149.44,189.63,196.00,88.37,242.00,59.32,262.31,149.36,114.45, ,17.80,141.47,272.50,232.42,91.64,2.75, ,19.45,121.17,161.69,141.48,52.42,172.47,185.45,240.70,290.26,17.70,118.00,64.46,103.97,118.22,127.07,25.28,279.32,61.97,55.99
244.71,104.26,123.14,139.01,289.61,40.37,221.23,178.86,184.94,110.01, ,237.08,148.01, ,294.47,77.46, ,22.18,153.29,282.01,278.36,132.62,86.21,28.86,18.79,129.52,124.55,124.35,89.81,145.24, ,290.82,17.29,125.89,193.15,158.17,243.61,168.77,290.21,80.11,27.50,64.31,219.21,153.47,286.80,126.08,92.65,116.77,156.76,286.10, ,144.26,151.52,254.83, ,263.54,273.27, ,37.58,296.73,173.63,221.37,103.66,92.11,51.20,77.32,188.15,201.76,213.28,80.68,256.05,131.66,92.43,16.44,142.86, ,16.49,285.96, ,220.38,14.95,10.12,265.43,219.49,230.67,220.48,0.89,130.51, 
 ,255.24,52.96,145.04, ,135.78,130.55,23.88,245.12,248.73,260.89,256.88,77.67,48.57,90.54,219.53, ,142.47, ,195.43,17.46,91.03,116.47,83.41, ,28.53,108.93,96.71,22.80,33.59,273.37,203.00,42.14,239.01, , ,80.04,128.88,71.89,209.49,65.52,153.68,185.66,159.98,218.54,207.17,295.24, ,198.24,116.88,18.02,28.74,81.54,258.32,81.49,84.06,5.95,228.65,19.57, ,1.94,142.76,61.94,89.65,36.23,253.57,186.69, ,16.13,98.90,211.17,214.88,255.36,129.13,20.84,75.27, ,185.08,59.74,261.59,83.70,18.06,58.38,292.34,220.88,246.58,240.11,110.21,82.34
64.46,51.88,41.62,63.78,156.30,173.71,272.92,115.72,294.69,195.74,21.78,15.97,11.94,95.34,191.41,153.19,144.03,169.02,237.78,112.35,56.32,211.98,243.48,20.23,201.79,225.20,32.58,191.94,197.25,166.66,164.97,44.53,224.92,194.65,146.34,256.79,293.07,231.91,196.46,174.72,168.10, ,200.67,213.77,238.34,111.86,66.03,71.53,56.62,269.68,131.42,176.11,269.74,265.99,241.33,81.01,86.22,61.41,222.03, ,160.37,43.94,242.27,258.91,232.27,286.97,75.40,27.71,233.39,75.48,13.91,220.69, ,101.63,66.71,90.09,184.02,42.73,208.59,30.31, ,274.29,2.24,176.50,159.18,102.53,249.57,228.26,169.93
271.89,74.78,74.92,179.57, ,250.97,34.68,175.73,255.57,187.58, ,217.53,74.97,99.10,136.50,194.81,35.43,291.27,162.25,183.78,107.44,292.79,34.77,233.02,229.63, ,234.89,25.21,61.67,198.44, ,225.80,188.20, ,179.47,9.96,255.22,53.10,44.57,290.08,43.41,248.27,17.87, ,43.08,113.38,180.95,270.13,180.60,67.98,37.80,38.28,94.63,36.56,134.64,40.02,190.36, ,255.38,284.72,11.15,120.47,148.18,69.63,200.66,22.90,265.75,267.26,256.94, ,6.88,132.72,45.25,297.10,278.47,131.52,276.32,106.03,246.93,145.45,26.75,224.75, ,87.06,288.37,280.30,50.88,106.86,217.51
94.87,108.42,195.83,36.35,200.01,241.51,257.63,52.85,68.11,70.20,231.54,199.17, ,250.06,139.58,1.61,142.71,77.94,261.76,239.10,71.94, ,98.04,41.22,39.94,159.46,264.50,168.71, ,201.42,86.94,161.57,10.52,154.47,207.03,260.39,72.57,197.41,130.36,11.64,246.25,140.71, ,231.71,249.13,126.52,21.49,224.42,178.04,264.51,135.73,226.89,153.31,179.26,89.57,135.37,31.82,211.53,41.79,13.30,77.78,53.78,7.33,209.31,206.90,151.88,254.57,24.48, ,203.74,127.55,66.97,21.13,109.89,65.09,122.64,30.91,109.78,269.79,39.50, ,213.33,37.51, , ,275.77,265.74,251.33,274.34
276.18,259.59,62.73,208.16,243.63,228.52,140.40,113.32,11.39,2.60,194.54, ,170.31,76.63,163.51, ,13.20,49.67, , ,185.51,231.14,172.15,202.96,176.16,8.11,42.92, , ,99.12,107.76,123.97,174.81,237.47,163.52,160.80, ,46.31,30.67,130.60,78.40, , , ,254.04,161.98,75.05,237.83,272.40,68.26, ,5.73,80.96,196.03,92.40,296.32,117.79,13.40,270.07,290.86,33.93,283.32, ,244.41,86.33,224.05,64.02,160.33,222.46,295.28,245.59,256.65,55.40,82.05,53.64,242.45,195.88,158.30,274.43,282.55,19.52,215.35,48.10, ,270.56,178.07,174.45,187.54,171.09
