Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120,Col121,Col122,Col123,Col124,Col125,Col126,Col127,Col128,Col129,Col130,Col131,Col132,Col133,Col134,Col135,Col136,Col137,Col138,Col139
85.33,30.31,67.96,47.29, , ,189.68,90.48,197.89,187.64,224.08,182.99,275.59, ,23.35,219.76,224.41, ,92.38,34.34,120.63,194.45,264.25,139.83,181.98,205.33,125.09,49.50,163.59,68.15,89.97, ,51.16,175.94,74.90,223.15,280.03,244.83,68.54,67.34,259.65,14.76,241.92,39.81,175.43,173.66,271.86,17.78,204.99,11.79,33.92,151.96,174.57,175.95,240.35,20.94,135.72,4.63,84.60,183.15,226.33,296.33, ,14.11,6.08,233.01,241.76,137.93,42.52,131.66,175.07,6.58,210.67,79.70,126.88,171.45,50.47,83.23,29.35,169.88,5.18,21.41,270.83,202.64,94.06,298.99,109.25,44.19,47.84, ,174.72,179.68,298.49,44.86, , ,117.03,147.38,194.14,190.75,296.95,147.53,203.10,140.50, ,256.51,168.64,232.76, ,231.25,137.70,293.56,295.43,127.28,60.42,106.10,218.55,261.43,213.30,90.30,238.93,78.48,119.37,156.42,2.55,23.95,266.07, ,261.50,247.43, ,169.03,58.12,293.14,37.37,97.63,28.41,78.40,260.23
16.59,65.45,204.32,159.39,106.91,131.89,226.98,234.92,291.68,183.58,12.58,191.26,48.63,146.77, ,107.00,43.15,90.24,127.97,221.67,286.54,130.24,128.19,212.16,130.65,107.77, ,28.72,27.98, ,174.76, ,281.76,296.11,19.40,33.37,280.07,185.58, ,162.82,0.93,233.66,280.17,247.05,70.16,225.92,180.19,51.89,82.43,129.27,0.46,21.20, ,52.92, ,214.88,58.48,22.86,47.40,33.58, , ,248.24,251.25,227.55,261.59,284.20,297.81,278.53,184.15,71.93,195.27, ,253.75,239.96,250.03,279.48,143.95, ,270.83,21.16,37.61,208.37,73.62,6.47,225.19,198.41,159.83, ,76.94,186.57,293.32, ,272.80,103.85,273.81,90.49,273.07, ,181.43,51.35,156.38,12.80,1.90,206.84,293.86,143.00,0.68,17.03,109.12,64.42,71.93,255.63,112.17,44.63,233.64,81.22,199.47,137.03,103.94,296.94,27.64,278.24,276.27,288.89,93.39,250.54,192.41,232.21,289.89,298.18,72.82,13.55,173.42, ,277.36,170.60,222.08,53.41
286.82,239.28,142.06,22.75,184.99,239.59,218.80,187.75,289.25,155.87, ,6.45,117.92, ,193.09,16.36,73.36,295.18,75.39,5.23,144.61,27.06,79.79,0.63, ,289.88,244.06,75.24,86.62,151.40,86.26,108.79,47.73,27.93,187.36,65.60,9.78,12.56,35.61, ,3.14,84.49,290.67,13.07,122.53,92.58, ,66.95,25.25,135.71,175.06,218.34, ,228.12,21.14,232.08,116.71,26.17,173.05,237.11,258.03,92.36, ,84.85,298.35,232.25,163.27,157.13,47.96,9.73,186.84,176.52,148.53,192.57,284.79,286.83,167.44,263.28,21.08,35.62,158.23,153.50,75.17,103.11,176.34,67.57,144.66,229.58,55.83,42.91,31.57,211.54,76.21, ,97.29,152.69, ,120.56,102.68, , ,18.87,18.62, ,163.28,149.95, , ,199.37,3.68,38.54,5.32, ,102.61,172.47,217.49,189.54,188.77,225.96,27.57,294.09,107.86,97.89,110.98, , ,73.68, ,276.38,189.87,200.73,168.63,243.67,9.59,50.42,189.80,207.54,252.15, 
276.77,206.56,23.36,25.73,163.06,73.43,192.11,161.92,238.21,161.96,291.56,150.29,15.60,79.07,60.50,92.22,187.92, ,211.28, ,8.32,152.99,193.28,151.33,263.38,37.16,189.41,251.14,200.25,148.05,116.71,213.88, ,101.79,70.85,276.74,21.39,74.60,102.11,254.47,83.08,194.47,233.41,159.56,123.44,121.16,243.00,16.64,275.53,59.64,131.50,267.99,245.20,256.02, ,210.49,245.37,99.08,187.91,13.35,145.71,282.18,82.65,265.12,287.42,294.22,215.05,1.79,275.80,23.96,206.67,227.73,188.95,5.84,49.09, ,194.80,220.06,241.50,108.40,219.36,170.30,107.00,254.96,176.70,198.91,206.02,127.54, ,154.36,99.18,83.10,98.25, ,241.53,189.06,59.52, ,229.82,48.88, ,223.82,15.89,207.22,256.09,279.97, ,43.87,92.57,114.64,68.91,132.35,260.82,11.87,124.16,130.82, ,147.37,79.80,219.60, , ,21.78,154.09,109.00,3.47,46.32,4.89,26.63,78.90,269.10,33.07,278.96,283.18,2.98,289.58,50.00,98.26,139.87
 ,248.88,286.16,230.34,189.74,207.07,127.31,116.08,149.05,254.41,10.04,58.15,70.32,123.02,78.98,284.94,177.50,215.36,118.67,44.09,194.11,155.38,67.15,296.87,298.32,271.37, ,29.51,102.35,204.40,89.22,232.36,276.71,35.91,284.86,184.46,75.72,148.65,202.77,94.02,118.42,90.34,77.33,208.16,130.09,127.10,211.78, ,188.49,75.77,210.50,213.32,33.10,52.42, ,172.52,70.69,269.57,117.73,280.90,226.58,138.45,30.30,113.14, ,38.79,267.58,103.31,153.06,229.84,266.66,77.99,252.25,160.49,186.66,94.18, ,205.17,187.64,101.24,5.64,39.56,7.55,254.89,141.91, ,47.38,299.84,248.88,194.32,65.38,16.76,293.53,64.74,38.37, ,39.14,185.74,157.43,67.55,81.73,203.61,256.84,199.86,210.46,276.54, ,57.52, ,51.05,141.65,225.69,241.36, , ,43.54,20.38,117.45,20.55,2.13,282.64,59.61,53.94,212.94, ,249.54,144.71,189.83,62.56,181.66,179.40,70.94,29.15,1.99,202.58,133.39,5.70,239.59, 
275.74,60.60,61.29,214.12,298.62,260.72,36.08,209.71,59.06,73.99,96.25,143.66,38.64,125.01,263.22, ,238.96,223.95,196.85,222.48,31.35,55.73,112.97,271.37,102.91,231.80,161.87,187.66,175.69,106.19,174.51,113.05,265.57,121.83,69.73,257.43,121.20,162.74,57.01,91.99,199.72,203.91,160.84,42.77,2.86,286.23,278.96,290.84,136.28, ,206.01,64.38,278.17,169.83,134.54,4.33,203.66, ,265.25,289.93,225.48, ,211.71,135.94,160.99,147.28, ,53.29, ,60.38, ,230.22,163.88, ,158.33,53.60,103.07,46.63,168.04,268.07,209.57,90.75,184.49,44.21, ,174.84,51.70,53.07,4.78,216.07,75.28,83.86,156.95,178.60,194.45,236.11,127.58,64.95, ,2.98, ,294.30,20.27,100.82,27.92,290.28,135.85, ,219.71, ,246.12, ,140.57,58.97,121.71,179.73,23.72,262.19,177.01,40.52,180.19,250.94,104.13,121.64,192.80,67.21,287.47,170.48,137.47,242.81,28.55,279.03,5.25,72.52,20.60,105.28, ,56.21,31.03
8.21,143.94,267.92,37.02,62.04,248.73,107.88,20.04,186.95,235.67,144.83,148.76,223.21,184.78,236.12,230.57,116.52,293.88,266.07,195.70, ,144.43,3.84, ,234.26,111.95,67.46, ,216.22,211.08,99.43,201.89,121.08, ,195.58,216.20,170.98,189.76,256.33,70.78,249.00,247.96, ,15.42,162.84,232.37,197.41,264.43,47.03,245.50,281.10,94.99,256.57,32.51,163.22,94.29,190.86,119.86,274.30,269.53,66.91,211.07,233.71, ,280.74,9.11,242.12,254.52,51.26,117.37,24.64, ,196.53,268.39,201.91, ,171.44,218.57,290.91,7.06, , ,127.44,147.33,50.30, ,101.56,271.79,287.91,45.39,281.12,200.83,256.48,54.47,271.06,27.23,134.88,100.44,21.09,270.02,106.35,245.07,35.15,84.25,247.87,207.49,143.43,112.01,160.81,136.22,294.30,285.82, ,86.26,78.20,221.89,248.66,113.92, ,30.77,51.97,70.46,207.62,67.79,13.79,186.11, ,180.41,46.30, ,132.55,148.78,183.35,223.52,131.55,206.03,20.91,140.95,217.46
5.26,68.20,213.85,169.06,134.72,20.62,253.11,105.77,128.04,119.52,166.24,131.65,113.39,30.27, ,247.74, ,232.99,268.24,25.44,121.17,19.83,4.47, ,110.24,123.01,194.34,265.61,6.22,258.80,68.16,102.72, ,51.91,287.18, ,12.62,216.89,177.27,177.25, ,287.49,176.66,119.36,52.46,57.46,223.57,158.50,18.96,52.77,123.28,91.02,52.58,135.89,125.74, ,275.94, ,200.96, ,20.32,229.41,233.58,208.66,178.26,168.79, ,239.66,138.10,94.94,279.14,116.03,125.39,80.81, ,281.77, ,2.09,115.06,8.19,195.83,13.08, ,65.74,266.46,177.43,36.61,276.28, , ,92.83,161.96,111.47,64.93,145.82,112.19,147.74,28.83,260.09,32.56, ,299.03,186.79,4.11,272.44,139.03,64.38,215.55,53.25,295.74,205.10,162.56,283.02,66.92,69.65,21.35,46.31,62.98,16.54,187.99,38.64,42.57,268.80,33.83,17.41,72.42,164.85,260.61,44.54,136.66,64.49,209.66,178.38,43.89,39.73,183.90,258.90,181.39,184.61
249.75,244.78,124.53,257.14,257.52,112.69,115.86,252.18, , ,298.16,25.49,263.75,116.26,135.87,150.36,212.86,222.50,122.27,267.28,132.18,81.09,18.97,122.04,222.47,101.72,141.87,258.52,36.61,28.27,72.42,192.96,278.74,142.92,162.48,180.42,35.00, , , ,61.57,80.93,126.86, ,254.07,119.08, ,147.35,107.26,56.11,4.72,235.46,34.05,286.15,80.66,268.24, ,29.81,187.05,286.62,214.85,148.68,231.36,181.28,290.79,150.63,211.99,18.78,56.24,3.87, ,251.53,279.73,83.01,244.69, ,133.30,66.80, ,298.16,114.47,156.29,243.30, ,265.50,251.44,22.83,106.69,206.83,147.65,242.90, , ,113.26, ,180.06,59.75,189.94,270.90,195.96, ,129.68,244.23,201.44,36.42,134.98, ,282.64,110.91,116.87,83.04,164.78,183.77,141.33,98.76,119.94,26.45,124.40,50.02,107.59,241.93,152.06,283.74,92.88,104.48,132.87,69.09, , ,222.19,26.58, ,146.52,130.65,140.06,2.32,144.39,287.50,171.46
243.86,265.55,110.64,171.39, ,169.04,197.25,140.77,112.18,70.34,75.62,267.91,24.97,256.82,0.98,215.84, ,222.00,199.30, ,70.69,258.88,179.62,30.96,79.95,265.36,270.99,172.94,153.40,252.38,242.29,27.14,127.01,80.13,87.24,280.68,143.59,97.66,95.68,43.59,271.76,25.92,49.93,181.65,96.77,13.53,87.40,197.19,228.61,180.60,90.10,173.78,100.84,256.90, , ,72.16,9.44,14.57,296.94,262.69,30.26, ,117.66,29.97,245.51,212.66,97.38,135.15,174.78,287.97,206.64,143.47, ,241.55,57.26, ,19.95,219.50,164.98,13.07,69.21,202.24,219.94,55.81,30.70,161.67,1.91,7.12,46.76,86.93,62.28,229.02,57.62,78.40, ,91.47,254.89,19.80,270.00, ,25.09,223.17,68.78,255.07,70.45,80.93,41.61,182.80,225.44,119.16,163.03,95.32,259.71,0.38,115.37,189.04,69.93,27.22, ,282.29,107.74,295.54, ,138.75, ,64.19, ,68.04, , ,231.95, ,232.33,124.11,165.58,22.06,291.79,15.07
 ,122.81,70.92,283.93,235.84,273.87,95.82,275.55,205.27,296.24,139.82,38.12,138.36,114.01,294.48,131.21,50.17,226.76,41.94,30.76,191.00,1.96,46.53,203.00,185.00,165.81,172.02,116.78,206.62, ,201.10,257.72,255.74, ,76.83,7.11,231.46,112.22,184.93,210.93,110.55,287.17,120.76,180.29,169.56,168.33,288.01,253.80,29.65,254.09,119.21,214.07,159.32,284.10,185.03, ,295.58,119.34,111.72,152.24,148.08, ,144.15, ,97.95,21.14,38.92,82.70,41.69,159.44,117.47, ,12.50,248.59,155.20,115.19,72.77,281.80,82.04,239.09,223.91,94.68,62.84, ,62.96,103.47,31.96,126.08,233.44,233.55,17.14,52.09,226.85,132.66,298.59,177.86,182.52,166.81,264.62,40.01,53.10,249.97, ,76.05, , ,3.57,255.13,286.85,84.50,238.65,201.98,201.15,79.79, ,149.70,230.03,95.12,33.19, , , ,138.22,59.14,30.20,299.44,120.26,220.44,107.22,256.17,96.53,111.29,185.66,167.48,273.95,108.56,218.82,140.18,1.61
198.83,213.59,48.86,282.20,92.75,91.72,97.79,84.87,125.70,87.92,45.89,143.80,80.91,60.62,119.65,120.41, ,34.00,142.91,198.94,160.59,203.93,86.15,294.37,217.87,83.14,10.79,54.85,225.92,225.86,237.11,267.42,82.14,172.32,69.27,37.26,59.62,139.36,33.37,140.99,98.63,162.29,69.14,274.67, ,200.53,271.71,109.49,270.76,99.62,180.18,233.08,230.50,249.40, ,83.14,158.87,141.39,291.19,238.30,205.59,166.39,244.60,157.15,25.77, ,221.59,142.39,258.28,28.93,149.15,290.82,95.43,207.79,163.78,54.90,23.92,296.03,272.40,228.73,76.81,115.81,45.04,153.07,31.09,211.01,118.56,246.64,74.42,30.59,272.75,67.84,113.28,68.25,114.91,229.97,193.79,190.12,3.98,242.16,225.18, ,43.74,161.94,129.41,288.31,289.13,135.45,187.07,54.05,14.22,202.72,244.83,96.06,252.49,125.81,64.42,202.87,33.96,65.88,81.18,230.97,127.99,56.10,265.73,287.82,161.19,185.89,139.05,289.67,121.19,79.10,94.46,293.77,46.78,291.79,113.84,198.26, 
254.36,254.91,244.71,225.70,120.75,274.30,21.39,223.88,144.94,231.34,103.26,173.68,51.55,276.75,199.89,263.49,175.47,218.77,153.27,255.43,176.19, ,197.58, ,34.46,110.10,267.42, ,141.10,77.11,53.01,42.64,14.91, ,233.32,267.24, ,222.68,136.31,137.33,147.98,68.35, , ,255.91,59.71,237.65,239.76,188.23,262.25,179.28,136.47,76.55,255.06,283.67, ,121.00, , ,193.61,206.96,244.02,287.47,6.00,280.79,12.51,258.91,142.47,52.13,144.77,92.46,258.86,295.64, ,295.26,202.71, , ,227.40,117.94,20.11,249.23,254.74,275.68,54.89,222.53,188.67,284.76,156.57,28.31,177.69,275.23,6.95,210.88, ,28.82,255.21,152.01,225.78,247.66,119.32,18.70,180.22,296.37,72.99,241.20,42.65,284.64,271.72, ,206.07,62.74,95.93,260.86,259.56,15.56,144.61,74.44,187.33,152.59,63.84,41.41,60.20,57.90,277.90,217.18,104.25,292.82,13.71, ,273.27,283.64,123.59,103.45,178.08,132.40,158.14,19.70,210.16
289.31,3.79, ,187.76,290.50,257.27, ,225.35,113.23, ,236.82,109.93, ,204.23,56.12,199.00,293.78,101.71,202.56, ,213.15, ,203.65,250.28,8.09, ,121.32,191.82,284.36,274.78,205.98,118.30,222.81,262.14,295.83,234.53,181.14,94.58,51.32,124.42,276.50,144.52,84.67,155.97,38.09,131.21,154.56,212.44,143.64,109.34,119.79,240.80,191.54,175.08,3.79,202.05,299.55,78.12, ,234.08,121.00,284.46,219.39,277.52,77.61,106.10,271.88,157.87,41.51,147.88,197.04,186.42,146.93,255.45,15.91,84.39,254.36,201.99,2.81,170.51,31.60,297.49,126.57,276.28,48.61,152.45, ,38.87,118.47,78.44,287.78,134.00,222.34,26.68,205.66,266.60,237.78,283.57,69.77,217.54,187.55,90.30,13.25,256.19,101.04,181.34, ,15.34,224.95,240.18,123.85,287.65,84.15,93.51,0.62,242.95,119.99,28.77,297.90,209.38,258.99,10.96,246.62,261.31,244.49,192.61,47.86,178.28,111.11,157.43,204.23, ,24.22,78.98,82.94,186.78,195.92,223.53,77.41
205.04,194.32,141.59,154.39,140.94,132.96,143.84,16.95,294.90,29.26, ,112.21,205.36,206.73,248.30,113.55,55.50,92.45,204.12,16.42,196.06,58.93,146.67,25.73,298.52,120.16,85.48,83.22,257.14,26.98,140.41,103.57,203.06,57.93, ,74.35,147.19,92.07,223.85,181.71,94.21, ,166.62,67.27,24.92,239.79,229.86, ,33.43,95.49,34.04,180.58,235.81,185.57,183.75, ,65.46,217.79, ,84.40,26.34,73.09,274.03, ,54.22,14.04,112.91, ,15.58,172.75, ,58.32,35.60,102.86,291.90,115.14,105.05,277.31,236.39,113.31, ,167.54,22.72,191.71,262.22,90.28,158.68,193.29,277.74, ,78.80,261.46,3.89,57.25,205.79,9.27,55.02,186.64,40.66,25.54,46.73,97.15,91.51,75.00,17.02,170.29,188.95,289.77,198.26,174.05,40.66,123.16, ,9.80, ,94.30,248.80,187.87,22.74,85.23,208.85,233.76, , ,210.88,15.56,234.86,213.19,72.92, ,274.19,0.72,140.44,164.90, ,210.85,123.01, ,31.85
35.70,296.42,21.87,173.98,119.14,44.19, ,80.53,110.70, , ,267.12,191.71, ,102.56,88.98,54.75,196.99,231.82,248.87,77.69, ,196.82,128.88,22.94,157.35,36.09,160.44,146.27,251.81,154.71,201.22,259.37,150.35, ,43.77, ,121.46,292.24,7.98,9.76,30.53,164.56,191.05,69.83,77.15,149.56,226.26,185.22,72.84,235.46,79.34,234.25,55.70,219.08,47.60, ,78.13,259.16, ,284.16, ,61.31,173.89,162.48,178.39,297.51,283.57,293.30,258.46,273.42,113.18,232.55, ,10.68,90.86,124.97,70.02,136.34,23.18,168.73, ,216.84,221.87,269.57,118.13,109.27,112.98,128.65,264.47,56.21,51.22,227.42,281.66,262.59,99.90,156.62, , ,293.11,273.87,237.05, ,46.32,3.69,12.20,233.25,105.43,23.78,263.11, ,39.83,286.62,204.72,187.48,216.71,26.60,143.27,282.57,9.97,37.67,178.32,212.00,192.32, ,209.39,24.69,250.63,194.74,42.02,277.83,254.69,73.34,1.69,127.84,46.96,73.34,172.28,237.70
52.56, ,261.95,222.51,46.83,64.81,101.84,115.02, ,273.43, ,275.12,30.59, ,24.55,31.57,244.36,219.98,154.66,258.87,40.31,297.69,193.75,201.96,249.89, ,223.32,256.78,231.36,209.23,11.92,268.79,237.72,128.72,92.72, ,43.58, ,41.27,216.21,288.91,126.03,266.78,11.90,247.79, ,157.02, ,150.38, ,88.10,260.31,180.06,216.27,193.67,264.91,154.95,269.53,267.08,34.49,20.88,264.22,168.98,144.63,271.62,223.42,81.23,82.47,90.57,184.93,237.47,264.86,290.89,160.12,243.37,274.39,152.66, ,21.64,73.03, ,66.93,91.19,220.64,109.45,172.40,295.45,144.21,202.28,194.71,93.06,257.01,102.34,6.07,131.31,103.77,97.39,281.69,18.86,62.25, ,234.64,208.99,266.90,246.79,64.02,195.06,266.21,4.45, ,35.19,34.51,151.98,9.65,20.49, ,82.74, ,17.38,158.53, ,27.85,48.39,17.88,293.98,205.97,59.96,33.61,209.07,119.13,182.22,61.47,288.80,67.54,161.59,96.87,293.43,232.16,216.59
285.28, ,191.25,294.08,242.60,274.89,80.36,297.38,77.34,21.97, ,260.31,22.68,6.62,181.90,57.93,188.80,9.06,234.46,117.00,160.64,275.16,158.59,273.18,68.37,213.73,156.92,73.06,231.22,195.70,18.45,211.62,296.84,30.17,138.72,231.57, ,206.73,83.99,248.34, ,129.62,256.05,63.52,166.14,108.78,107.87,15.47, , ,240.16, ,78.88,175.17,137.23,53.40, ,1.74,245.78,86.46,117.91,230.93,144.73,45.89, ,61.37,201.43, ,266.09,291.12,192.46,15.16,122.76,254.02,133.37,255.88,101.62,69.82,57.84,72.27,167.14,165.10, ,238.78,106.75,42.59,148.52, ,122.89,236.23,59.22,276.70,289.44,88.88,110.87,273.81,250.46,122.36,280.18,54.33,69.77,74.23,158.92,54.28,120.89,58.71,60.10,195.20,113.72,108.80,130.81,107.73,223.56,196.82,193.11,235.38,261.55,17.32,195.79, ,16.68,160.99,122.21,91.99,10.11,280.54,206.89,42.42, ,272.52,190.44,136.13, ,97.68,145.83,31.21,20.43,279.53,244.67
77.81,273.48,112.75,22.61,17.17,7.80, ,192.77,203.18,20.13, ,155.55,44.75,94.94,234.64,246.60,176.20,215.99,112.32,103.70,48.37,199.96, ,237.51,19.06,277.85,172.36, ,49.87,81.50, ,16.14, ,195.46,185.38,245.15,140.18,132.63,169.73,244.72,270.10,13.54,171.50,283.15, ,33.02,28.97,39.49,97.10,240.57,85.84,137.73,192.20, , ,56.31,25.46, ,219.12,29.65, ,12.80,64.52,191.69,223.65,138.59,131.65,213.32,131.18,1.03,237.63,104.13,165.98,44.73,48.71,114.50,226.10,205.89,173.12,84.10,28.77,117.51,1.86,77.90,81.88,156.43,296.14,13.45,90.15,246.97,167.23,278.19,188.77,83.95,281.67,158.66,90.75,170.85,7.00,225.66, ,82.08,23.83,121.84,132.78,132.92,47.25,249.83,83.16,224.53,115.58,3.71,183.34,296.87,286.88,201.61,273.30,184.15,26.33,183.07,186.02,130.76,210.38,73.85,214.50,138.60,90.97, ,274.31,152.96,109.07,151.87,71.87,68.98,161.89, ,21.00,268.06,194.26
232.34,171.99,266.49,176.92,152.89,31.76,185.97,84.15,133.89,56.42,37.96,131.33,77.49,73.93,4.09,224.00,236.29,83.28, ,260.20,259.46,291.99,179.18,18.69, ,287.68,77.34,45.55,138.58, ,212.50,65.10,92.60,116.97,84.82,295.15,279.98,38.23,189.15,245.98,81.12,195.52,131.22,46.80,59.73, , ,38.44,152.92,167.54, ,252.36,14.76,269.62,35.61,158.52,187.58,34.13,261.88,72.68,82.19,242.76, ,215.00,79.48,121.51,37.81,199.39,155.90,297.08,232.38,283.79,126.24,219.52,12.03,140.38,37.09,137.82,166.43,279.60,120.73, , ,242.24,185.99,289.11,223.40,121.74,106.88,257.34,15.68,281.30,164.43,109.02,7.51,55.06,221.36,88.21,34.33,206.64,128.59,103.40,117.24,259.19,173.12,250.51, ,231.81,50.32,153.88,257.71,107.62,50.69,33.02,17.74,71.63,192.06,41.47,84.62,203.24,139.72,259.25,5.66,73.40,141.26,108.55,56.61,43.78,199.59,272.30,140.27,155.40,11.31,276.39,163.47,104.65,299.40,31.72,254.96
61.05,32.40,195.19,85.78,196.31,15.77,202.70,212.53,188.38,254.97,19.76,44.40,121.63,188.32,48.88,258.48,239.50,279.53,79.88,73.66,50.67, ,253.37,57.32,133.85,266.44,0.92,43.03, ,86.83,59.87,156.93,245.64,9.22,231.12,290.48,65.29,94.21,294.53,267.41,173.54,272.44,249.50,215.18, ,2.02,23.70,245.43,83.37,51.27,272.99,299.02,205.67,71.98, ,111.67,40.70,31.73,157.36,70.45,56.06,74.56,57.98,89.98, ,131.84,4.20,291.66,82.60, ,154.58,78.09,96.24,251.45,131.92,109.20,181.36, ,255.92,294.62,99.80,163.87,245.93,36.47,171.28,134.92,273.64,292.76,244.24,191.34,243.47,181.42,181.50,82.48,56.50,5.63,171.73, ,117.66,124.40,208.86,190.18, ,38.18,157.00,227.85,54.64,48.48,17.15,282.74,67.40,176.72, ,48.45, ,166.11,107.88,188.97,111.54,268.45,128.80,132.15,173.78,227.97,122.86,152.24,44.74,144.84,292.68,269.91,23.85,215.34,57.39,183.07,116.82,18.65,276.97,2.27,37.60
73.00,175.36,266.06,144.88,141.57,151.28,72.78,247.50,6.86,92.43,173.81,41.45,154.86,43.27,169.17,87.38,241.33,167.42,182.85,18.29,149.86,135.89,44.70,210.75, ,3.18,262.08,282.95,67.28,197.82,170.55,11.80,220.03,280.14,157.39,145.71,142.30,17.69,59.98,275.69, ,278.86, , ,35.99,258.57,203.81,207.90, ,20.63,169.33,229.96,293.21,208.52,90.96,200.45,27.30,262.49,155.00,68.09,51.51,4.85,277.90,296.77, ,17.40,251.96,192.92,11.39,187.21,59.55,47.35,140.72,172.99,78.49,125.47,240.03, , ,177.45,25.68,100.09,0.81,61.25,30.74,162.32,219.54,31.37,132.37,190.38, , ,193.88,93.65,254.50,162.81,240.73,169.80,231.56,92.88,64.33,65.45,41.57,148.52,251.88,245.05,286.25, ,180.13, ,14.04,128.05,15.91, ,185.71, ,56.32,289.70,26.12,47.30,40.14,140.64,176.72,134.28,260.21,43.10, ,57.13,278.24,89.55,299.31,156.64,31.57,285.90,85.26,199.52,81.19,293.60,272.06
207.48,39.51,178.12,3.08,2.83,169.23,28.35,67.63,164.73,244.13, ,29.39,150.93, ,246.27,46.06, ,253.54, ,106.43,223.92, , ,90.82,19.12,204.49, ,69.22,248.28,137.36,111.52,160.01,234.57,130.44,291.18, ,285.92,137.73, ,4.46,90.74,155.72,244.90,214.06, ,162.34,265.78,45.48,0.01, ,35.96, ,27.14,247.80,234.70,222.90,89.99,25.35,215.21,75.31,149.31,286.10,23.39,151.66,205.96,198.73,187.63,136.15, ,83.96,138.02,150.73,259.48,97.98,125.44,165.19,182.55,269.22,278.01, ,46.88,197.53,221.66,104.66,299.93,141.77,146.00,78.49,270.74,16.61,114.16,225.82,232.40,66.50,158.45,172.46, ,70.00,36.31,255.61,155.09,235.89,109.58,161.34,217.89,44.83,264.22,204.33,27.07, ,153.68,115.58,148.56,96.14, ,251.29, ,106.38,296.56,28.29,50.56,161.60,101.33,164.84,44.44,223.08,54.32,72.44,102.89,100.14,220.52, ,175.64,256.70,123.92,122.63,196.49,229.23,280.47
261.95,113.78,99.55,242.60,15.44,279.19, ,178.22,279.33,32.59,285.23,230.61,249.57,27.64,227.48,109.17,86.70,110.60,85.19,217.57, ,30.08,5.47, ,162.43,147.45,28.74,21.95,263.83,257.60,100.23,116.22,181.90,195.04, ,280.24,95.46,115.11,182.42,68.26,283.01,148.78,19.05,199.98,245.29,236.01,271.73,52.98,2.99,76.17,133.78,41.56,298.14,54.79,277.25,181.90,113.36,138.28,12.13,110.81,209.76,194.17,167.91,62.61,203.04,166.37,195.19,266.06,64.60,73.89,143.89,2.11,286.47,89.65, ,200.47,88.42,150.18,115.19,32.51,0.37,152.46,66.48,3.25,124.99,33.70,168.00,168.96,275.95,214.90,188.01,230.56,62.65,246.32,178.08,163.93,150.12,215.64,76.78,176.40,242.99,68.62,199.59, ,175.54,151.13,134.94,80.65,29.14, ,206.99,36.51,217.92,87.31, ,164.09,279.64,295.44,134.48,89.32,42.66, ,193.80,153.94,195.60,189.44,22.97,96.47,167.34,246.12,147.95,118.73,29.00,195.84,19.08,8.06,44.93,110.14,87.87
99.02,229.37,40.48,84.87,11.83,151.34,206.85,7.31,199.68,210.17,255.05,97.78,20.39, , ,81.43,94.60,7.37,168.90,276.31,184.80, ,36.13,112.84,253.41,235.09,48.59,244.77,128.38, ,271.09,128.76,167.78,232.97,247.34,223.00,55.64,211.79,143.93,74.46,111.30,114.44,261.48,45.78,273.42,237.55,97.54,297.03,289.68,140.47, ,63.48, ,171.28,49.12, ,123.58,41.65,9.00,297.94,188.45,127.46, ,71.97,241.13,204.95,298.99,167.84, ,28.52,280.17,167.48,31.34,189.94, ,198.93,25.47,104.11,180.43,137.54,185.83,21.40,9.49,136.20,51.25,205.85,225.27,37.08,38.18,110.59,55.66,26.83,62.50,43.85,77.14,195.33,260.07,53.75,237.12,146.90,135.05,157.96,59.59,280.97,223.17,208.94,101.09,59.96,66.72,106.51,285.21,106.84, ,160.59, ,50.54,144.04,114.51,245.91,197.04,271.87,18.44,99.04,116.60,283.11,262.82,27.18,91.46, ,10.02,108.17,45.14,9.74,284.43,176.64,208.78,130.41,121.95,128.03
