Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116
294.79,160.98,110.43,264.83,292.25,242.50,199.21,194.92, ,99.18, ,281.35,212.92,212.45,75.94,85.61,258.96,187.05,31.51,65.28,181.03,256.10,5.66,272.47,102.89,299.76,170.09,240.20,34.15,71.21,281.69,269.62,237.22,60.60,154.14,265.07,183.40,158.70,76.48,89.63,25.04,286.56,70.49,278.15,79.41,214.73,206.18,1.76,41.01,112.12,188.23,230.31,298.35, ,74.83,50.31,245.23,240.76,210.19,118.51,246.93,229.55,74.05,9.79,154.91,29.56,260.37,280.36,105.10,292.67,289.56,134.12,182.68,75.15,242.40,107.69, ,37.25,135.58,207.14,6.05,82.59,239.65,36.46,294.43,264.32,95.39,8.48, ,83.36,282.84,298.98,215.08,127.79,196.10,19.58,284.99,31.72, ,221.06,210.17,183.38, ,278.77,98.33,71.77,114.27,207.44,145.15,173.77,234.96,251.86,18.99,253.41,277.94,271.77
 ,187.26,276.59,217.63,75.43,230.14,40.85,164.55,129.89,27.87,222.03,54.69,116.73,129.98,269.47,139.21,124.01,263.82,3.57,258.97,108.03,36.12,173.86,2.98,187.75,106.58,128.58,286.35,152.80,112.74,138.25,147.23,278.41,62.86,292.50,60.99, ,97.12,84.81, ,88.56,283.24,295.32,56.40,57.11, ,169.85,236.26,178.70,100.21,261.39,282.26,143.20,194.17,32.21, ,284.60,123.66,262.68, ,19.08,136.76,198.66,259.76,128.42,33.44,128.21, ,110.47,154.03, , ,225.47,32.46,218.76, ,181.44, ,200.52,94.32,274.40,88.56,229.36, ,157.99,137.59,165.70,22.86,287.87,284.43,149.66,57.84,72.40, ,29.96,56.60,268.59,225.21,140.33,284.16,12.56,120.69,205.09,204.24,224.20,248.48,171.10, ,176.86,60.39,245.34,214.32,168.77,294.82,85.66,210.08
161.94,189.44, ,125.77,118.61,269.00,113.26,210.06,16.96,294.77,70.77,89.00,63.73, ,289.64,284.59, , ,149.19,189.86,203.94,122.36,106.41,67.18,99.49,263.47,296.33, ,191.28,136.08,261.47,244.65,255.88,270.19,293.56,292.27,252.30,119.67,236.10, ,182.61,274.95,33.53,284.22,162.56,165.32,172.84, ,254.29,206.58,194.90,272.83, ,225.13, ,131.35,26.23,135.58, ,281.65,50.97,197.61,177.24,31.08, ,93.29,292.02,228.84, , ,74.09,126.79,114.59,43.92,62.88,275.66,161.15,193.54,41.64,4.26,138.15,4.09,58.70,231.30, ,131.31,257.12,15.99, ,274.13,184.18, ,159.83,132.63,73.14,45.50,263.91,18.35,154.15,76.94,181.10,33.30, ,290.42,269.66,284.53,130.48,280.81,28.54, ,32.41,194.24, ,158.15,132.09, 
81.88,232.39,17.80,275.38,256.10,241.13,201.09,125.07,165.73,98.34,161.63,259.66,208.65, , ,205.50,218.74,43.73,250.36,116.82,33.00,142.30,67.52, ,192.59,24.77,211.52,281.25,10.56,250.91,251.13, ,41.54,276.84,157.41,146.80,152.94,47.16,153.92, ,12.96,151.80,126.90,88.63,105.58,145.27, ,96.40,172.63, ,149.47,7.72,70.01,229.60,29.11,103.73,263.45,151.06,154.42,178.57,86.10,42.26,40.63,27.77,98.05,34.96,88.92,24.19,24.63,108.73,178.63,197.53,29.15,257.33,26.53,126.63,120.04,44.00,94.31,45.33,237.48,139.88,122.97,185.33,117.86, ,296.49,98.86,235.66, ,119.23,231.81,286.60,114.74, ,209.04,257.86,39.86,241.28,161.12,251.59,223.21,210.04,152.16,58.28,156.33, ,30.31,152.89,137.87,47.52, ,149.90,278.06,46.41, 
207.53,207.61,247.90,126.27,5.41,225.89,291.50,0.26,166.10,38.72,120.77, ,297.44,62.61,125.90,194.84,16.55,289.53, ,142.79, ,148.20,260.92,185.73,241.68,207.10,246.26, ,32.50,213.04,28.04,94.53,83.38,153.61,165.98, , ,145.45,156.97,166.31,225.41,40.07, ,134.90,25.49, ,290.91,80.35,152.08,156.01,51.34,238.39,96.01, ,241.46,83.06,180.43,206.55,221.53, ,56.43,227.66,230.42,70.47,237.52,185.66,158.03,103.15,154.32,205.15, ,219.27, ,99.69,28.31,266.46,89.60, ,17.26,116.94,200.29, ,122.85,266.87,250.36,77.30, ,282.45,109.81,48.57,1.40,259.89,59.96, ,82.85,295.71,31.16,112.96,104.88,172.23,216.70,141.77,227.28,276.44,220.76,160.95,179.56,112.23,14.42,46.85,54.16, ,85.31,122.91, ,58.72
150.71,239.00, , ,103.42,278.66,124.01,176.52,94.07,71.97,128.69,205.76,161.37,268.16,38.61,214.41,28.74,72.75,57.58,134.03, ,112.69,112.04, ,115.61,50.45,154.87,6.39,61.98,276.33,3.21,242.47, ,271.21,185.03,40.32,72.99,215.23,86.50,137.99,142.88,198.65,39.23,36.86,139.76,76.20,207.82,112.37,203.42,108.17, ,148.49,95.52,230.88,136.31,119.19,101.04,183.16,42.79,168.36,100.70,218.85,280.80,82.97,213.42, ,1.87,62.90, ,112.70,265.81, ,85.00,7.59,116.67,131.34,7.45,178.31,192.85,61.22,231.88,116.26,81.87,287.51,135.65,257.47,237.92,290.60,139.99,111.47,137.28,34.28,216.80,225.15,61.50,12.49,153.83,91.81,246.88,80.46,51.44,166.58,244.40,12.29,155.36,41.06,66.56,137.36,287.93,93.00,48.87,42.82,234.24,138.40,213.96,263.66
256.79,254.77,287.41,285.59,90.81,135.39, ,272.75,89.92,233.73, ,39.22,286.83,16.80,154.59,44.09,196.15,248.48,202.07, ,187.66, ,214.30,66.15, , ,106.21,140.61,6.19,127.73,153.30,118.26,75.28,126.14,163.23,122.35,10.51,252.95, , ,3.21,183.55,122.14,112.07,235.32,142.59,111.27,207.58, ,282.86,129.92,255.11,76.65,215.05,273.35,166.08,7.43,24.16,203.47,9.51,249.24,8.81,239.04,219.87,8.47,260.44,157.03,42.93,235.95,250.66,262.21,49.91,198.07,167.08,87.99,267.77, ,276.58, ,281.28,111.95,172.14,128.14,287.94,262.85,129.06,133.20,30.24, ,228.32,227.98,45.18,297.64,108.91,131.95,255.50,164.24,273.50,73.39,224.57,265.52,73.53,281.66,209.28,225.69,121.96,167.46,258.24,249.56,139.32,119.44,182.86,40.06,220.31,159.03,57.91
 ,131.44, ,296.23,139.79, ,261.75,217.91,33.84,78.45,222.33,220.42,42.81,57.20,124.42,58.19,228.56,262.65,186.33,56.23,77.46,149.64,53.76,168.10,150.56,188.58,106.50,90.03,13.11,48.47,17.87,106.82,289.41,6.44,7.14,274.92,40.83,123.81,192.12,182.18, ,70.76,44.95,205.60, ,52.82,30.39,49.39,17.13,206.69,214.53,86.24, ,127.07,122.25,206.12,103.84,52.61,64.37,54.36,291.81,22.79,277.63,283.92,110.62,21.54,237.24,220.44,233.81,140.69,269.17,170.21,295.62,247.61, ,1.98,12.19,52.75,226.83,230.65, ,253.36, , ,298.59, ,232.40,157.98,28.18,158.67,200.42,48.81,101.86,290.36,299.99,60.77,189.34,268.50,244.78,237.25,30.31,152.68,7.74,251.16,215.46, ,115.87,185.93, ,236.72,107.23, ,168.00,299.09,132.05,104.21
82.53,194.07, ,156.78,102.93, , ,217.78,134.26,97.99,102.27,277.18,271.43,77.51,86.02,267.03,41.14,13.82,24.87,73.01,84.09,289.59,194.33,71.08,16.46,239.13,203.79, ,175.22,105.75,89.26,277.22, ,108.02,64.55,79.46,14.53,13.50,22.58,211.50,236.41, ,175.54,166.53,74.94,95.10, ,184.35, ,204.91,137.20,71.74,18.74,284.62,222.80,204.87,200.24,67.04, ,242.58,127.81,249.84,129.53, ,13.89,250.70,61.09,158.07,57.98,42.14,59.11,31.34,95.57,262.52,59.78,105.19,51.60,184.53,269.16,142.69,68.97,201.84,181.29,262.89,236.73,281.87,269.97,259.82, , ,228.15, ,33.34,197.74,123.78,142.13,261.60,207.81,27.02,236.28,0.76,23.67,157.42, ,170.63, ,115.42,269.44, ,2.78, ,175.75, ,17.88,26.08,229.69
170.09,17.36,268.31,280.70,50.34,249.85, ,291.14,181.23,156.38,263.36,174.61,98.65, , ,265.16,50.22,170.15,63.59,286.09,107.88,6.84,210.03,87.63,264.20, ,120.57,125.10,72.51,134.85, ,255.38,121.26,22.99,23.37,118.59,43.09,269.64,34.55,277.75,80.84, ,242.58,288.95,98.71,31.89,73.06,188.93,274.35,72.82,217.90,84.35,202.50,196.99,45.36,230.18,157.50,258.60,234.64,167.76,9.02,266.91,52.75,131.90,50.37, ,268.26,77.22,266.63,92.61,133.40,149.25,26.76, ,126.84,207.09,289.36, ,256.27,247.01,130.09,162.47,266.98,98.94,26.35,132.23,284.63,288.23, ,14.99,226.11,111.26, ,100.63,30.71,47.50,169.00,251.84,212.41,162.21,263.02,76.93,7.52,60.88,195.44,10.75,253.56, ,86.77,262.58,19.75,183.58,188.48,249.31,273.59,82.15
131.15,61.87,278.24,287.28, ,14.73,69.57,137.33,55.06,194.11,146.11,74.72,102.07,92.90, ,261.03,94.43,74.88, ,53.12,5.87,298.61,11.86,288.90,299.71,275.56,235.10, ,9.82,209.48,58.15,255.19,35.65,111.36,205.92,163.66, ,190.77, ,202.63,145.34,252.16,27.38,124.40,253.40,114.30,279.93,94.36,191.63,284.74,240.55,132.95,76.32,294.98,125.21,213.04,249.44, ,276.82,284.26,264.58,240.17,98.41,221.81,4.25,18.27,292.39,140.19,285.26,91.58,234.19,158.88,238.64,64.60,35.26,41.32,167.33,127.29,94.11,299.28,100.94,105.61,226.49,189.92,54.77,157.59, ,16.47,209.35,258.29,75.82,166.12,174.48,202.95,241.72,139.50, ,157.05,146.31,91.49,295.28,17.74,135.22, ,28.91,209.89,22.60,294.35,61.36,36.34,9.06,216.35,18.15,5.61,115.65,255.33
84.42,169.63,236.81, ,265.73,16.51,78.49,247.28,63.56,3.55,125.17,244.21,299.77, , ,29.21,118.94,152.90,50.73,157.34,196.81,264.71,76.00,215.52,10.41,139.39, ,264.56,251.16, ,164.72,158.96, ,277.89,139.01,125.76,55.76,126.01,299.28,254.83,254.84,52.88,117.51,240.87,62.43,20.36,56.75,216.73,224.09,25.70,93.05,292.30,186.03,27.64, ,282.47,112.48,280.68,78.09,287.28,109.95,180.53,236.06,84.46,42.60,212.43,72.13,98.01,249.91,248.58,73.95, ,186.43,43.70,269.73,220.11,201.17,10.42,35.47,153.36, ,132.44,277.24,198.51,125.50,291.57,283.64,5.13,251.94,90.36,166.51,104.88, ,204.29,151.65,135.76, ,7.30,296.60, , ,59.80,43.53,241.60,116.88,73.83,143.51,253.59,45.77,6.42,262.76,280.17,149.01,64.50,122.64,140.86
256.21,32.18,252.02,26.90, , ,137.72,264.91,74.04,149.77,139.20,93.71,15.06,104.56,99.03,140.65,91.85, ,124.03,92.55,123.48,18.33,299.17,189.13,156.39,240.25,39.01, ,158.38, , ,147.39,190.14,12.19,84.89, ,181.48,203.83,106.73,229.18,4.51,196.38,18.11,97.75,189.40, ,257.24,178.44,173.90,92.66, ,177.56,156.59,284.10,64.00,282.58,196.74,111.48,147.99,229.73,186.71,74.05,76.37,280.64, ,49.21,235.63,151.22,256.36, ,16.78,49.38,267.44,286.44,39.23,208.51,80.17,88.10,197.42,29.85,45.47, ,19.13,27.04,289.46,80.61,0.18,297.40, , ,285.99,282.75,9.74,200.58,39.83, ,204.30,180.44,164.04,268.91,134.75,168.53,219.88,118.34,113.93,297.05,103.86,40.21,108.02,124.86,31.76,215.35,264.32,185.83,203.50,7.42
 ,175.95,213.89,274.74,106.42,185.68, ,283.97,120.77,196.01,4.96,125.30,163.82,16.10, ,219.59,225.40,198.42,114.25,93.84,0.93,181.61,64.13,170.58, ,262.57,144.50,91.99,187.83,59.42,5.48,123.52,202.79,108.30,195.61,97.98,221.53,166.22,62.37,278.73,143.19,194.82,208.82,257.49, , ,0.58,294.30,157.98,205.48,201.24,186.88,85.69,297.46,216.56,196.23,90.42,136.58,27.11,272.05,142.06,1.50,162.78,266.75,192.89,287.04,273.31,93.34,282.33, ,198.88,207.15,241.06, ,226.30,276.16,258.27,113.03,260.85, ,227.60,148.45,283.61,73.13, ,132.14,126.72,38.74,50.20,218.42,63.67,270.44,43.08,158.04,188.47,131.91,46.49,292.48,112.09,219.44,270.97, ,97.69,148.22,244.83,293.48,44.81,212.04,181.28,242.68,29.21,169.29,108.06,165.72,109.86,173.80
71.75,188.96,120.00,244.49,18.32,6.42,76.17, ,257.45,90.46,88.41,164.13,260.09,127.38,271.75,88.26,299.90,240.19,133.64,113.84, ,51.81,58.83,123.35,85.44, ,80.27,149.09,232.62,106.30,23.64, ,111.91,288.05,69.47,259.18,271.23,42.54,62.53,151.02,7.98,68.42, ,39.38,261.12,263.32,32.00,145.47,98.87,8.20,44.23,183.60,136.82,133.62,103.77, ,289.65, ,58.07, ,97.46,225.17,65.49,101.46,138.06, ,112.82,75.74,295.40, ,132.23, ,292.08,16.73,94.00,250.28,207.74,249.53, ,18.99,132.10, ,270.17, ,82.98,54.91,67.27,188.14,14.82,191.58,286.61,213.17,144.82,154.06,14.78,198.66, ,30.77, ,0.94,46.36,168.13,23.94,115.52,134.89,181.96,249.52,221.00, ,65.82,268.94,242.72,23.64,72.25,130.71,55.34
185.80,95.11,163.20,102.60,165.39,257.24,182.46,112.86,240.70,273.09,3.65,42.54,192.30,81.69, ,137.03,140.03,45.09,139.48,229.70,240.98,172.01,45.09,245.70,238.51,63.34,128.03, ,155.31,5.47, ,259.70,144.44,50.31, ,189.79,156.52,206.10,276.56,64.26,284.65,212.89,217.84,237.05,251.72, , ,29.35,216.89,107.33,153.68,243.44,261.96,148.03,119.12,207.00,98.96,37.88,0.67,72.88,152.71,30.08,281.79,184.04,162.82,215.29,288.21,59.97, ,208.00,77.81,25.25,131.54,299.07, ,254.79,155.29,240.87,28.64,244.81,121.34,204.04,124.13,195.36,142.44,92.09,231.86,285.92,256.22,192.12,120.38,15.87,254.41,161.05,179.41,195.73, ,99.78,37.62,232.75,134.47,13.82,18.66,81.07,94.71,103.83,104.27,210.19,205.16,241.00,46.34,83.95,260.36,84.49,175.76,219.70
104.04,105.37,72.01,34.41,170.32,61.03,88.99,54.53,138.16,182.36,42.39,231.60,150.03,0.73,33.32,36.01,153.95, ,225.96,294.47,198.14,153.71,221.70,227.26,263.09,98.20,265.18, ,267.93,95.27,240.33,189.09,265.96,117.73,269.00,220.49,43.69, , ,274.90,143.68,3.40,288.94,31.65,230.17,267.99,268.24,154.04,184.67,200.37,46.02, ,266.51,191.64,146.41,294.62, ,185.36,18.22,41.11,227.76,49.46, ,17.70,150.77,288.74,75.41,16.79, ,283.31,30.74,22.22,297.64,90.55,99.07,57.30,158.66,111.46,180.80,225.82,258.96,273.62, ,264.77,121.03,229.83,134.60,19.06,230.49,63.95,27.07,170.78,31.38, ,239.50,86.89,21.52,266.18,275.58,259.91, , ,151.93,198.37,279.38, ,207.39,128.76,108.44,101.71,155.39,79.33,167.30,213.55,210.83,188.72
168.61,16.75,262.76, ,47.54,2.52,163.83,191.58,46.68,200.00,46.52,265.84,147.71,152.10,121.31,249.58,229.42,191.33,23.17,292.56,124.84,133.53,233.32,86.97,216.24,166.51,267.38,201.31,42.83,175.96,114.21,38.73,185.95,205.43,98.45,279.83,193.07,211.98,138.47,106.39,285.92,17.48,105.24, ,148.07,244.36,86.40,50.94,255.84,35.46,79.45,144.78,126.52,214.72,96.62,59.29,199.59,168.81,137.43,221.30,59.79,297.71,235.55,276.21,29.64,56.35,245.12,111.83,159.28,24.54,240.23,107.24,116.02,292.72,63.65,238.95,79.68,269.62, ,245.83,14.94,262.99,202.61,235.86,23.41,298.79,202.65,86.54,198.64,35.20,126.24, ,249.67,27.70,44.15,165.12,27.94,213.77,25.23,87.84,101.30, ,80.61,80.89,295.39,229.74,131.63,279.81,5.65,250.36,52.87,90.06,291.30,217.42,237.90,231.11
96.61,235.64,234.29,44.37,296.06,260.26,30.09,50.36,248.79,260.69,264.08,5.31,263.42,98.66,218.03,138.70,11.15,191.86,90.87,175.11,210.34,214.62,75.44,276.18,265.70,25.90,287.62,185.16,253.93,152.36,13.60, ,24.75,78.47,156.26,145.29,225.04, ,165.47, ,141.66,88.50,106.25,66.15,203.44,91.38, , , , ,149.96,226.00,195.79,243.12,25.46,21.75,33.63,6.08,158.21,253.82,112.85,101.91,37.15,203.55,156.64,67.31,30.01,235.02, ,178.14, ,46.30,284.31,66.50,255.23,84.96,189.16,229.01,214.10,184.36,172.86,222.05,47.60,233.47,177.86,160.77,110.07,133.38, ,199.88,242.24,169.71,13.74,80.29,281.61,189.17,219.31,21.31, ,273.37,260.41,101.98,295.97,28.25, ,15.26,91.17, ,260.88,167.56,189.07,10.02,61.54,154.83,130.58,269.50
 ,229.91,209.22, ,121.27,80.51, ,109.74, ,263.56,160.87,208.14,3.49,285.46,27.43, ,158.01,26.26,261.83,217.14,7.26,292.31,248.80,181.18,38.85,22.10,94.14,126.72,156.72,129.54, ,269.83,230.31,4.78,86.25,109.41,268.21,249.62,226.50,235.98,108.46,7.14,263.38,153.78,17.09,237.00,270.96,217.37,31.26,93.55,183.10,74.81,180.65,206.12,94.04,92.19,11.33,229.56,259.70,82.17,281.98,215.64, ,133.00,257.27,247.76,238.26,149.59,31.37,295.69,268.07, ,170.57,30.04,123.83,183.46,266.52, ,182.15,151.18,272.60,70.31,183.23, , ,98.14,206.85,240.97,231.61,45.49,201.72,204.56, ,110.56,194.53,40.12,186.92,285.52,125.59, ,134.16, ,232.30,118.29,20.39,257.74,38.70,93.79,243.03,213.40,143.21,89.33,120.84,238.62,271.62,12.23
198.37,61.66,68.62,156.80,173.15,281.08,153.02, , ,60.12,149.64,117.48,86.67, ,25.29,186.84,56.90,287.87,98.73,114.72,275.35,151.83,184.81,242.91,159.84,19.80,188.60,286.88,9.80,42.79, ,229.63,26.77,112.46,65.42, ,44.10,91.32,296.25, ,239.16,119.44,255.61,166.72,275.72,188.54,37.09,170.78, ,197.55,160.69,298.84,158.02,298.05,238.86,225.47, ,161.29,211.57,6.73,295.65, ,184.19,109.68,54.14,156.05,9.81,222.12,108.44,51.59,29.48,100.78,188.90,116.24,245.80,213.52,228.79,96.69,79.32,220.80,282.77,85.15,93.59,1.23,87.40,8.51,43.26,71.84, ,188.08,89.32,52.47,50.01,210.11,27.76,83.79,99.24,246.37,254.24,93.05,41.04,164.78,189.12, ,121.28,117.83, ,239.05,20.34,261.14,152.05,46.92,150.13,96.49,237.97,50.13
206.99, ,71.76,66.00,178.84,163.43,147.51,235.72,90.68,121.35,76.84,68.04,260.39,109.17,152.17,107.02,66.87,60.07,147.27,184.47,13.35,22.78, ,258.50,208.92,142.42,260.12,298.09,213.06,81.97,64.46,76.96,8.73,7.73,122.41,31.84,147.15,171.30,197.98,29.07,13.09,36.95,124.16,246.02,247.33,7.16,269.85,259.45,59.26, ,181.67,157.78, ,237.52,256.14,31.31,242.41,156.70,17.62,14.40,18.07,291.64, ,261.49,232.97,168.61,66.01,1.14,80.48, ,281.99,296.82,190.63,57.70,218.58,28.19,38.97,194.71,71.49,292.10,101.21,49.45,298.18,2.50,180.22,83.29,157.20,175.50,19.34,95.17,8.52,170.90,169.62,78.10,233.85,121.95,2.36,36.41,271.14,222.51,290.69,13.56,85.91,195.73,122.26,43.17,114.26,178.27,279.69,224.99,26.57,248.59,218.34,29.47,23.92, 
14.61,54.39,43.69,58.25,65.71,192.12,163.41,74.76,85.89,72.27,57.70,248.02,37.55,116.09,256.94,267.87,25.84,134.07,265.71,218.48,241.46,227.91,216.79,252.16, ,24.43,91.49,250.12,181.19,294.21,140.09,76.09,88.12,245.71,64.07,76.13,79.49,23.40,103.51,136.52, ,160.95, ,4.58,29.46,241.54,293.99,85.95,193.27,168.44,31.73,277.01,27.99,294.58,240.87,77.45, ,137.31,12.56,242.92,18.12,12.49,122.68,127.74,287.38,61.20,33.54,103.38,21.70,135.98,100.74,150.54, ,287.85,150.91,59.38,294.62,234.36,10.75,164.16,15.86,264.71,199.52,245.61,280.11,176.90,206.23,203.74,249.33,200.81,168.08,22.11,148.25,199.12, ,63.28, ,229.26,143.05,285.65,169.70,194.14,18.96,157.58,184.72,114.28,207.16,45.72,145.07,185.75, ,170.70,115.49,36.74,14.57,128.36
35.22,297.36,113.08,239.40,282.45, ,67.98, ,113.70,277.49,68.50,60.64,129.15,110.72,18.85,31.41,228.52,241.33,148.44,23.61,90.19,134.16,74.03,72.66,270.38,195.40,71.83,278.08,132.18,66.87,214.10,298.23, , ,68.50,293.96,101.19,98.16,24.39,22.97,59.93,147.21,32.23,211.37,120.02,99.11,194.57, ,192.80,150.07,224.32,126.31,264.60,114.59,234.86,222.92,46.72,179.12,248.51, , ,218.17,57.93,151.54, ,44.34,240.30,151.28,3.00,68.32,282.29,148.32,191.19,15.80,59.36,55.97, ,14.79,188.25,180.75,143.85,84.13,211.28,222.09,263.81,83.32,72.08, ,41.17,205.83,50.24,74.83,122.70,121.00,194.35,79.13,37.57,18.27,261.39,30.47,242.90,59.71,192.34,145.77,54.08,290.48,16.78,210.54, ,31.54,265.76,117.00,262.83,218.17,128.50,101.69
140.15,164.59,114.29,106.09,29.96,38.28,174.46,44.82,175.01,51.81,1.62,40.67,35.92,35.67,156.09,269.30, , ,256.56,109.77,221.39,220.32, ,94.79, ,108.73,95.20,79.04,29.36,61.27,78.55, ,234.64,198.98,293.61,187.44,142.64,88.59,170.40,256.40,111.54,73.92,70.45,128.86,263.83,228.55,27.12,258.78,259.80,192.64,190.63, ,33.27,209.20,200.56, ,165.75,247.30,118.82,174.14,185.03,196.25,167.06,139.08,185.13,283.61,52.28,157.85, ,188.00,223.15,39.54, , ,142.51,227.37,68.12,45.29,71.29,73.15,297.95, ,96.83,257.56,56.84,21.98,3.41,187.49,143.60,46.28,225.21,179.51,8.37,130.76,125.85,287.60,287.59,0.29,69.20,233.52, ,255.50,76.65, ,168.62,60.56,155.31,155.16,71.23,89.38,77.99,191.63,35.73,252.19,263.64,293.87
147.41,152.66,143.77,215.65,115.39,227.29,261.97,5.53,245.98,235.20,10.14,89.56,6.06,81.90,63.13,166.86,142.88,148.33,231.74,299.04,40.18, ,2.15,23.37,254.76,270.56,128.43,68.29, ,110.04,73.16,31.97,83.72,259.53,161.50,296.01, ,36.19,256.25,95.65,73.70,97.91,29.15,141.67,100.64,207.48,18.29, ,258.30,263.66,96.41,109.11,285.69,128.62,3.77,168.21,240.66,81.30,247.78,126.60,108.28, ,165.13, ,253.94,197.72, ,294.13,75.27,28.46,215.17,126.56, ,109.96,187.87,7.73,198.91,180.86,206.07, ,296.09,126.26,64.64,10.57,86.63,145.33,208.63,216.12,142.64,145.15,73.22,173.17, ,7.51,242.51,223.29,209.66,241.09,154.84,264.64,71.59,58.94,259.11,102.80,262.09,139.45,61.37,0.70, ,8.20,53.70,283.25,131.43,109.61,228.30,50.14
166.16,200.86,59.73,155.64,282.39, ,109.92,69.33,175.39,118.82,234.22,218.60,172.03,212.36, , ,7.68,173.09,263.11,168.02,81.57,265.81,115.51,130.52, ,5.92,5.16,299.59,159.87,217.78,14.69,72.26,182.99,194.71,97.63,159.31,202.21,46.86,196.86,258.10,8.93,147.07,205.29,59.84,248.99,217.07,152.94,285.30,123.85, ,221.49,186.53,202.87,49.40,164.74,288.55,180.91,93.52,157.85,254.85,189.17,140.08,85.42,138.16,253.26,148.58,18.83,177.28,2.98,252.14,98.67,114.17, ,207.69,51.11,129.43,37.05,114.19,147.32,28.06,196.85,117.25,65.06, ,286.75,175.56,23.06, ,137.23,72.83, ,123.93,257.81,229.84,212.23,167.04,147.80,52.68,252.97,259.10,73.15,260.67,184.74,222.94,120.96,137.14,5.13,58.68,59.11, ,271.34,149.70,256.06,179.84, , 
109.19,77.27,4.39,239.78,248.92,109.08,141.23,130.78, ,93.73,22.15,132.76,226.08,86.47,139.77,149.89,45.75,221.16,197.99,40.57,196.06,295.19, ,270.16,288.18,246.22,25.95,282.35,248.69, ,160.19,179.38,225.93,203.69,25.92,94.22,287.79,111.14,11.99,253.14,285.20,110.71,282.88,117.15,82.02,82.06, ,261.44,67.39,155.99, ,257.67,278.98,298.97,228.45,87.15,175.45,138.52,207.15,119.48,260.65,83.72,143.71, ,96.00,190.73,207.04,209.66,82.21,214.70,83.57,259.48,101.10,103.69,238.98,206.74,185.74,47.00,251.95,232.61,264.75,299.94,226.58,87.53,64.72,181.13,227.88,113.46,172.44,116.25,142.24,74.70,131.23,256.44,93.88,131.13,12.40,230.42,40.67, ,105.40,128.89,248.07,67.16,141.94,93.30,126.55,28.07,247.52,110.97,243.64,161.84,12.42,232.70,33.59,199.16
270.83,92.68, ,159.84,139.48,289.25,270.69,120.91,53.06,236.19,214.32,245.60,248.63,149.29,272.09,99.19,70.77,203.76,124.77,185.61,207.75,57.09,280.39,3.65, ,239.84, ,176.06,279.57,1.31,24.72,228.80,84.48,251.14, ,75.91,174.83,259.59,97.26,30.07,141.68,123.92,180.72,257.58,166.48,244.84,106.99,224.14,2.73,182.04,212.92,42.82,298.12,137.42,140.44, ,282.12,194.55,111.73,21.23,247.94,0.09,210.49,167.41,221.07,23.43,4.02,254.86,279.50,229.19,97.72,145.50,27.69,143.48,121.50,194.68,268.20,12.72,113.11,20.08,271.23,246.22,24.90,67.02, ,296.21,256.08,224.77,120.58,179.39,86.32,154.68,12.30,168.48,162.56,211.08,19.84,142.96,279.49,62.12,202.41,63.16,151.22,194.40,252.75,231.80,117.89,194.84,135.94,21.18,111.93,195.24, ,38.21,166.34,188.98
284.66, ,143.14,201.33,70.32,111.33,193.17,88.61,59.40,151.33,223.05,12.84,95.02,156.50,66.04,110.87,223.41,129.68,156.70, , ,185.10,229.15,144.63,166.27,242.31,284.62, ,297.46,75.88,140.15,263.20,108.63,2.31,9.15,23.50,172.95, ,88.37,3.52,197.43,137.04,187.39,5.11,119.12,244.12,128.91,279.48,50.52,210.12,168.11, , ,151.94,133.53,71.02,173.31,6.85,108.20,132.01,62.48,102.07,267.41,248.50,138.79,105.84,216.35,27.91,182.22,48.53, ,119.55,293.47,159.66,196.21,135.83,116.38,111.58, ,42.56,1.25,70.50, ,286.85,258.18,263.26,192.55,258.19,131.82,100.12,255.48,45.38,5.84,178.28,284.74,159.99,233.90,126.72,271.62,122.03, ,85.29,150.14,26.02,196.13,262.37,233.15,232.99,264.54,202.75,79.49,241.95,69.30, ,110.29,75.99
