Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120,Col121,Col122,Col123,Col124,Col125,Col126,Col127,Col128,Col129,Col130,Col131,Col132,Col133,Col134,Col135,Col136,Col137,Col138,Col139,Col140,Col141,Col142,Col143,Col144,Col145,Col146,Col147,Col148,Col149,Col150
6.74,50.92,239.35,156.27,86.65,100.80,242.95,109.57,108.92,81.66,104.48,128.33,277.91,186.74,71.74,77.65,80.98,132.42,56.21,20.43,242.78,8.82,154.11,60.62,10.46,198.03,158.68,231.55,97.20,299.97,138.27,247.41, ,79.83,262.41,260.00,11.29,114.10, ,232.49,198.37,99.92,57.88,122.77,95.20,107.73,88.90,172.80,165.25,116.14,41.41,64.82,195.94,260.79,81.39,50.60, ,150.52,194.11,198.93,204.32,291.28, ,237.28,244.10,251.29,207.35,244.89,139.38,118.22,233.79,293.44,179.37,134.91,23.78,154.47,148.36,198.60, ,135.88,125.26,271.43,145.76,130.38,103.50,236.15,205.00,197.10,15.14,24.30,50.54,125.15,116.69,156.47,279.68,284.69, ,256.12,76.52, , ,23.74, ,227.40,266.37,186.40,151.26,252.19,179.03,159.67,175.86,260.27,8.49,260.48,201.09,15.77,71.72,145.08,40.82,160.75,196.98,288.71,257.86,250.05,18.24,132.62,125.85,49.65, , ,73.58,261.03,60.28,299.57,196.49,277.84, , ,104.40, ,62.26,173.11,295.43,31.77,108.67,239.19,162.52,16.58,210.35,161.76
105.50, ,145.89, ,193.47,1.23,142.84,206.95, ,202.39,294.42,107.45,31.11,281.61,67.03,190.78,244.84,278.46,273.47,56.92,17.81, ,247.58,235.02,135.49,56.92, ,148.84,11.17,292.15,160.38,75.86, , ,185.04,32.65,34.94,28.80,66.26,0.33,135.35,21.28,211.78,225.11,97.25,240.57,229.06,148.59,152.11,25.62,291.33,195.65,147.84,79.03,124.78,99.90,234.22, ,145.99,218.25,73.98,147.18,83.59, ,88.50,92.70,137.38,172.39,110.31,257.47,234.34,268.69,42.38,155.43,48.90,253.77,206.15, ,69.53,50.82,280.39,174.21,288.43,266.91,68.55,278.93,221.48,226.57, ,129.48,139.07, ,92.84,149.47,236.57,93.02,0.51,138.44,167.93,132.96,148.33,121.97,159.39,188.43, ,291.98,110.34,93.83,223.90,203.13,164.29,218.06,122.64,290.12,159.40,130.31,265.32,116.20,191.22,281.00,158.84,192.64,104.04,22.84, ,225.97,78.47,71.04,170.74,220.27,221.92,298.41,2.59,32.35,221.45,76.16,50.85,91.27,153.20,42.86,291.92,34.12,16.93, ,187.67,220.81,89.59,54.19,260.66,38.10
5.87,131.98,280.95,295.79,34.33,43.83,65.44,249.58,29.58,136.37,222.41, ,12.01,27.22,275.92,55.84,117.51,163.72,266.90,17.81,79.19,11.70,156.78,244.24,53.94, , , ,186.15,233.40,271.45,177.33,6.99,200.60,72.80,259.84,240.43,196.84,239.41,188.54,135.74,17.70,10.12,56.11,233.13,97.68,240.65, ,247.63,188.26, ,110.88,74.53,128.12, ,67.52,271.61,298.61,48.99,162.87,189.43,271.02,156.81,119.58,163.26,15.91,7.78,162.40,47.32,36.30,296.78,181.56, ,180.17,184.10,284.01,202.92,193.01,199.96,201.43,231.87,47.68,276.42,145.79,67.78,220.91,56.29,268.04,159.85,145.82,161.70, ,64.62,158.95,72.92,47.90,159.43,152.38,292.95,288.61,240.63, ,27.11,123.20,129.08,143.36,27.00,104.72,69.69,151.88,50.60,264.06,238.87,7.68,273.55,70.30,121.17,249.57,222.82,143.42,55.82,26.79,291.83,75.75,109.18,277.68, ,241.74,245.94,22.77, ,203.30,46.99,216.34,172.74,69.34,191.05,2.93,207.97,49.34,56.28,211.36, , ,275.70,164.37,56.16,93.92,289.93,283.92
137.47,45.42,172.81,31.96,154.30,170.50, ,226.78, ,260.74, ,236.44,217.81,170.01,228.39,99.74,113.39,206.77,51.42,142.86,145.54,142.18,189.10,9.13,107.97,76.62,197.58,2.28,147.53,225.21, ,24.95,115.16,51.98,82.37, ,70.26,246.65,96.57,258.25,251.63,249.85,254.65,41.30,262.83,129.23,264.74,212.99,246.15,161.94,26.31,259.41,38.60,9.00,41.82,240.88,33.47,21.68,38.16,245.05,251.81,189.03,205.28,26.50,45.96,182.79,215.94, ,254.54,177.84,90.08,30.59,178.57, ,166.69,168.19,260.46, ,149.48,91.31,63.05, ,251.49,69.72, ,238.56,15.99,211.69,261.49,189.60,163.60,6.75,163.01,83.53,4.52,19.55,184.51,38.56,34.08,251.69,131.82,23.49, ,235.18,268.14,143.49,41.06,114.95,1.31,247.66,237.95,3.87,65.18,72.34,120.54,198.84,68.25, ,216.05,280.73,63.88,13.43,199.25,287.02,153.05,11.03, ,191.70,192.19,227.69,204.03,200.96,70.29,191.96,185.26,96.58,51.58,68.63,154.01,210.68,73.41,228.42,289.55,52.00, , ,146.27,27.92, ,98.22
275.87,201.69,10.64,15.14,25.51,119.42,149.47,19.28,265.23,270.16,282.05,162.35,298.17,289.67,227.29,61.84,1.95,166.72,220.41,278.00,120.66,191.80,134.23, ,99.46,220.91,123.18,47.16,70.99,74.59,117.83, ,20.99, ,187.71,62.17,155.02,190.24,199.90, ,110.98,186.14,32.03,75.29,118.12,175.84,234.80,126.50, ,147.49,12.23,138.72,104.78,82.51,246.18,155.39,93.39,219.00,298.55,120.78,108.07,279.24,215.79,243.23,141.95,274.77,125.92,228.59,107.23,225.71,293.51,86.28,47.61,132.39,295.23,149.56,234.16,220.04,100.28,163.01,253.99,96.43,251.27,10.61,36.12,111.92,17.42,116.53,203.47,111.19,202.09,2.00,89.55,286.19,85.31,132.08,286.98,119.21,253.52,296.75,66.13,19.27, ,135.80,210.32,259.77,286.80,111.02,10.08,109.24,118.36,31.99,245.42,276.87,214.02,180.41,172.81,222.93,295.93,104.94, , ,15.27,285.24,253.29,159.34, ,277.70,227.22,266.39, ,150.05,218.91, ,91.72,228.33,15.47, ,221.72,217.74,260.74,63.27,198.29, ,93.52,297.52,35.67,208.47,113.97, 
144.43,158.54,243.94,179.45,59.65,61.50,38.16,180.37,236.26,24.03,172.19, ,192.93,174.26, ,288.22,174.73,127.22, ,71.16,176.08,299.54,63.65, ,85.89,116.83,235.96,234.97,65.20,1.08,19.57,133.12,214.10,140.45,41.11, ,281.00,114.64, ,178.30,5.80,114.77,286.34,263.49,158.88,66.63,53.89, ,187.01,176.54,234.45,235.97,30.34,84.68,197.51,23.28, , ,269.76,273.80,167.00, ,195.68,39.33,47.96,136.59, ,31.44,96.16,147.94,184.38,271.48,7.70,236.87,282.22,292.10,227.12,151.15,54.78,145.81,160.87,140.95,25.89,79.25,139.80,248.55,159.82,106.06,214.79,256.11,249.56,153.03,107.31,283.16,117.08,166.45,276.56,280.78,179.79,124.50,287.23,43.76,293.08,14.58,192.76, ,142.32,257.91,26.21,2.16,79.17,54.75,107.70,37.91,241.94,234.64,85.18,5.29,0.77, , ,47.87,13.52,136.40,209.18,233.52,50.91,42.48,69.81,167.81,260.32, , ,71.28,202.66,223.07,231.69,112.07,87.38,169.75,97.02, ,30.53,137.29,32.75,113.04,110.76,143.25,126.42,291.80
240.87, ,144.30,210.21,279.63,81.96,221.37,228.32,209.51,145.05,251.35,65.77,198.76, ,119.28,15.73,230.21,179.46,100.90,180.75,159.15,139.23,99.72,236.85,227.71,252.52,106.79,246.21,239.28, ,58.56,234.32,275.88,49.09,291.81,127.17,87.76,188.30, ,206.50,212.71,188.60, ,295.39,260.85,145.02,155.05,239.25,73.21,280.28,161.55,50.91,21.16,294.23, ,99.47,268.12,250.16,177.41, , ,225.66,228.17,243.61,58.49,204.96,13.24,135.17,78.17,6.49, ,215.94,217.58,119.94,282.06,107.17,128.75,172.53,118.49,160.92,50.25,155.20,207.14,159.04,260.63,198.95,101.03,29.30,146.79,248.38,125.88,75.71,245.86,171.95,240.00,14.58,226.77,14.13,52.23,26.37,156.10,190.34,40.21,275.75,68.87, ,194.75,91.56,225.52,21.35, ,54.22, ,280.99,284.20,226.46,141.27,13.47,129.66, , ,246.35,118.16,9.66,150.13,162.31, ,183.65,120.83,69.96,218.87,75.10,170.64,175.05, ,241.64,216.55,288.92,42.27,33.37,120.00,153.15, ,294.18,24.66,103.84,205.91, ,281.02,209.46
231.53,159.45,259.05,221.63,238.90,55.05,15.82,155.77,157.35, , , ,278.16,234.21,149.86,165.09,182.48,137.88,238.03,160.96,232.69,252.93,163.98,212.41,80.97,196.38,244.53,35.46,46.84, , , , ,103.05,50.43, ,288.46,188.05,184.69,255.42,160.95,293.69, ,75.07,157.46,16.04,242.29,162.60,259.59, ,62.64,71.33,257.57,255.58,62.27, ,17.69,3.55,215.24, ,290.31,17.36,15.92,252.21,72.88,38.39,22.16,108.65,104.61,153.27,211.84,200.46,233.24,57.99,37.25,291.44,261.39,37.48,219.08,56.10,290.95,170.13,195.53,106.59,45.01,60.33,175.40,11.28,82.79,240.19,30.78,147.60,240.43,269.47,174.76,151.46,120.06,178.81,0.38,15.73,245.26,2.24,36.84,229.31,82.80,239.68, ,87.28,41.55,75.21,147.12,52.52, ,74.12,236.43,177.04, ,122.31,122.14,65.05,172.28,218.46,124.37,142.90,137.78,184.00,85.52,13.77,43.94,212.16,171.04, ,123.20,234.93,228.71,216.47,50.17,282.83,225.53,234.85,152.65, ,65.63,52.28,42.86,14.01,31.80,241.69,8.25,79.34
276.96,76.13, ,177.29,99.36,39.04,239.99,153.52, ,58.34,36.72,109.66,56.23, ,297.92,244.04,65.23,23.15,179.84,29.88,88.65,159.95,163.46,19.38,61.11,75.32,13.42,184.22,232.76,299.94,11.56,276.87,47.69,99.25,64.50,284.67,258.38,280.84,244.57,138.81,276.92,80.23,90.65,54.50,290.12,254.09,298.43,78.47, ,177.72,295.48,258.32,265.23,129.47,47.51,225.87,106.62,133.40,230.65,151.47, ,205.91,89.65,139.12,250.47,45.85,65.57,182.45,17.94,43.67, ,173.36, ,279.98,219.48, ,17.32,55.59,134.32,194.94,102.87,289.14,108.91,238.53, , ,179.55,196.39,113.99,15.44,49.73,119.54,287.84,55.08,242.16,7.19,228.07,200.16,283.01,130.47,170.69,74.26,7.27,34.79,40.40, ,90.13,140.87,224.39,271.89,219.89, ,56.98,85.06,6.56,266.22,289.61,63.21,187.14,34.51,191.74,272.17,165.03,53.94,133.10,53.73,251.55,75.94,4.37,265.68,229.07,147.97,68.81,282.54,281.66,177.89, ,150.06,256.98,140.41,191.87,92.55,123.63,68.74,11.94,97.85,158.81,170.85,98.56,60.03
63.69,232.40,169.02,23.57,141.23,164.82,36.07,25.91,264.93,291.87,24.39,299.74,119.47,260.69,252.62, ,16.30,204.94, ,287.40,92.80,140.95,161.74,214.98,36.72,282.30,156.77,118.30,189.88,27.10,155.80,171.29,296.02,33.27,235.87,226.38,149.31,286.28,244.35,198.69,81.16,9.65,187.67,94.44,65.72,228.13,101.26,49.86,68.48,46.69,103.80,33.02,40.41,264.16,220.55,265.84,43.84,239.65,103.45,9.06,155.63, ,256.89,140.55,105.09, ,109.44,73.93, ,114.35,244.75,82.30, ,84.02,40.44,82.94,57.76, ,213.39,103.75, ,244.30,170.89,25.30,195.46,122.79,213.58,120.80,66.85,77.64,79.83,174.54, , ,254.77,145.68,78.79,49.76,240.41,191.07,200.99,64.94,262.57,8.33,291.21,11.77,226.05, ,100.59, ,32.88,123.97,193.09,194.53, ,134.94,116.92,64.51,165.59,166.02,96.62,135.33,261.15,97.85,91.13,7.11, ,216.24,109.89,266.79,52.19,139.36,9.56,280.21,105.60,79.02,165.12,85.04,289.57,134.78,80.36,49.42,264.55,84.44, , ,78.86,243.87,42.89, 
23.10,263.83,245.46,256.72,298.60,263.44,128.43,68.19,55.18,126.19,173.04,95.83,279.49, ,197.71,121.56, ,288.00,80.61,233.33,207.33,30.99,219.75,176.53,21.06,76.54,252.55,47.89,173.85,271.40,225.09,163.55,226.32,0.82,85.01,44.27,166.08,163.12,234.66,73.77,271.36,102.98,99.89,272.30,178.24,15.72,181.01,84.37,30.83,114.26,19.34,108.18,233.78,271.25,10.96,124.17,195.32,206.24,78.01,268.95,122.24,59.59,163.95,110.57,229.15,10.61,83.36,133.91,90.10,185.59, ,9.76,45.50,289.62, , ,9.66,290.39, ,293.64, ,104.21,103.88,63.65,112.41,186.29,272.54,15.13,141.63,156.99, ,146.61, ,14.77,247.89,231.82,298.80,153.37,143.13,132.06,9.62,89.22,74.02,187.36,135.37,114.04,216.11,138.98,52.55,81.43,158.91, ,157.72,132.46,246.46, ,153.24,37.27,295.25,4.23,200.44,211.59,131.97,90.32,271.64,124.70,143.31,66.31,141.33,254.86,116.11,194.86,143.91,211.81,43.41,21.75,55.65,258.33,61.04,158.57,191.51,85.74,266.88,157.21,21.71,210.26,156.64,107.16,37.25,139.69
235.02,24.51,94.79, ,155.83,36.87,222.99, ,257.80,126.30,95.21,227.08,285.82,110.59,84.26,111.96,228.50,85.40,37.65,235.84,36.02,252.81,190.30,198.77,259.96,263.11,173.09,60.64,273.92,251.89, ,63.85,247.58,67.54,148.47,136.42,283.76,17.23,294.03,107.05,250.13,105.24,5.21,65.94,269.35,116.01, ,179.86,203.83,77.20,139.16,240.83,8.69,220.80,38.59, ,180.72,156.14, ,161.36, ,25.48, ,141.49,125.77,287.93,12.04,134.02,90.07,54.77,119.41,15.73,186.55,38.71,195.89,214.05,6.06,82.72,15.91,235.08,245.56,171.29,288.15, , , ,163.56, ,139.13,57.56,232.44,73.33,120.95,185.58,133.78,83.82,192.50, ,138.06,162.66,230.06,204.45,248.12,185.25,207.14,205.25,10.39,6.15,122.48,24.30,127.31,33.31,185.10, ,23.16,131.03,224.18,23.26, ,91.27,94.81,195.65,231.22,1.59,44.77,230.91,73.57,61.66,35.21,159.09,269.91,134.61,77.39,111.99,80.74,127.56,201.66,175.61,229.26,70.25,1.28,43.09,59.38,181.73, ,40.83,21.41,232.79,271.43, 
281.28,125.37,22.69,132.05,159.91,75.50,35.33,231.33,151.63,183.16,85.30,74.19,256.06, ,66.20,182.68,220.95,113.69,52.51,161.83,0.64,26.31,258.46,162.13,254.72,220.03, , ,62.28,110.75, ,176.94,120.57,191.12,278.95,202.91,82.74,120.31,180.03,264.34,213.24,237.84,221.25,4.22,288.21,186.68,63.72,288.89,228.88,34.69,100.91,27.52,91.31,189.53, , ,254.46,155.09,178.27, ,182.49,106.44,38.96,72.05,114.04,31.47, ,239.31, ,266.83, ,114.66,291.29, ,245.74,177.10,4.07,256.27, ,62.71,144.68,266.93,1.91,278.74,214.30,90.92, ,69.53,299.53,154.17,259.68,138.94,237.96, ,194.23,195.93,224.46,144.80, ,146.71,266.62,28.97,233.58,69.54,34.79,240.77,82.22,288.87,37.22,64.18,121.05, ,77.99,63.99,209.62,69.50,18.49,53.25,145.74,272.70,259.94, ,148.90,290.07,45.16,64.59, , , , ,263.62,242.09, ,293.96,155.23,168.07,215.61,133.64, ,93.59, , ,54.07,80.25,269.66,208.57, ,111.68,294.10,244.59
163.95,136.42,251.01, ,166.62,61.31,180.95,285.00,97.38,75.59,138.31,22.47,169.64,158.56, ,191.57, ,55.52,63.97,6.30, ,172.92,63.69,267.70,212.85,15.96,176.53,90.24,216.06,91.43,295.69, ,187.26,243.59, , ,17.49,76.01,14.81,83.56,130.46,155.50,18.11,107.93,197.67, , ,121.14,30.48,112.81,165.01,160.52,63.96,142.50,197.88,2.73,99.97,283.59,64.58,62.90,213.40, ,41.16,23.37,25.84,250.75, ,7.15,273.69, ,116.19, ,273.50,161.45,47.00,28.93,146.73,284.10,52.40,101.29,209.70,73.61,189.96,290.86,121.29,268.23,80.73,283.41,93.13,127.69,289.89,251.72,248.46, ,0.86,298.03,31.83,122.23,127.22,40.47,260.72,292.56,85.75,47.54,265.02,267.67,182.29,56.87,72.75,215.66,114.82,122.23,150.94,196.26,83.89,2.49,241.74,108.73,166.94, ,131.95,135.13, ,259.42,249.86,286.65,105.77,79.21,248.13, ,144.39,256.36, ,0.96, , ,50.36,265.96, ,14.62,141.84,12.37,195.44,122.47,150.31,140.17, ,70.32,16.47, 
97.59,208.10,95.28, ,168.06,88.63,298.38,214.64, ,50.46,198.49,200.36,96.88,127.11,110.85,285.43, ,83.02, ,203.48,210.94,242.24,162.93,193.08, ,137.04,280.14,56.96,176.79,249.95,232.88,28.17,204.33,295.81,96.54,190.83, ,265.12,294.57,127.99,132.56,24.69,37.81,47.99,177.91,140.83,86.63,123.41,264.07,93.21,37.59,142.25,82.04,21.25,235.42,264.26,206.90,59.01,290.07,135.59,260.76,263.22,36.17,144.80,27.67,251.65,220.16,273.56,201.27,78.81,144.03,204.66,32.02,295.64,70.68,190.07,107.66,78.83,239.92,144.07,161.64, ,81.80,6.41,90.89,162.81,145.24,132.24,237.91,191.82,166.59, ,198.03,3.37,274.55,200.50,210.88,214.34,143.94,250.13,194.85,90.75,96.59,254.67,234.54,184.58,217.18,44.61,38.36, ,12.91,292.58,202.14,45.87, ,149.83,126.59,47.35,167.11, ,121.78,148.53,21.29,89.54,87.68,267.29,296.83,126.93, ,29.07,157.60, ,7.44,69.37,18.29,219.23,200.70,298.93,213.38,92.29,249.14,207.67,15.64,196.63,193.90,171.63, ,46.57,173.40,250.17
35.80,144.75, ,185.76,186.80,217.16,102.06,159.06,82.73,214.22,17.26,287.72,46.14,235.46,27.09,177.10,288.77,97.37, ,283.13,138.36,0.90, , ,276.51,249.93,108.27,168.47,217.01,262.53, ,189.46,245.79,50.41,180.55,121.34,130.91,270.47,205.97,97.50,64.43,23.10,99.82,84.11,169.39,278.73,134.29,37.88,234.76,14.63,236.06,247.43,41.04,280.15,5.81,20.19,69.21,285.88,295.67,185.23,211.46,105.15,32.16,125.82,231.32,82.24, ,29.66,17.46,214.50,253.37,284.67,61.36,9.50,23.63,115.62,290.95,293.84,11.75,162.51,68.19,60.91, ,90.58, ,38.13,261.32,76.59,15.12,273.95,68.35,104.11,186.27, ,180.11,175.31, ,153.99,297.22,20.76,5.48,273.44,275.13,35.12,180.75,189.68,74.87,152.27,141.99,274.03,218.65,180.87,100.04,20.82,249.77,73.87, , ,298.87,282.06,259.12,84.24,17.50,106.82,38.08,208.31,254.37,117.89,62.60,170.10,15.19,125.01,75.12,136.36,264.68,107.98,281.24,72.61,51.33,168.51,128.25,101.52,203.78,217.86,137.34,49.81,207.84,241.59,232.09,56.95
196.38,120.58,57.15,176.36,72.62,197.89,121.69,283.49, ,201.36,56.17,41.66,197.15,150.29,148.56,237.06,124.63,165.92,159.14,178.61,131.74,165.52,45.17,16.10,83.76,62.49,206.78,48.63,20.63,284.04,127.17,214.53,23.09,254.04,139.56,149.86,56.12,3.91,180.31,171.93,237.47,104.00,38.58,248.17,51.56,228.41,153.32,130.53,223.39,58.65,217.23,34.25,223.89,74.64,58.16,68.27,181.00,139.87,24.91,278.79,20.27,255.20,50.13,50.00,170.31, ,87.54,70.72,241.06,135.53,167.04,113.53,263.09,2.55, ,90.60,87.17, ,42.38,118.79,34.46,298.42,128.78, , ,146.85,8.37,146.60,64.47,38.08,245.93, ,256.64,71.70,242.09, , ,259.14,261.00,212.72,180.23,264.40, ,65.74, , ,263.51,172.48,219.94,42.22,75.05,201.87,115.53,205.05,1.37,3.07,32.08,233.06,71.58,176.29, ,4.19,64.39,222.14,116.50,108.21,115.60,148.55,97.19, ,139.26,258.88,244.98, ,178.04,21.08,198.00,291.70,208.06,98.76,122.08,170.75,161.93,211.95,220.82,201.26,148.40,19.22,38.39,240.24
31.89,107.25,119.72,132.09,155.05, ,277.13,28.74,8.03,119.37,235.91,219.77,276.90,15.48, ,25.66,268.00,169.19,287.45,174.20,16.69,50.38,6.38,203.41,204.52,33.17,154.41,142.80,138.58,166.15,207.56,14.07, ,183.26,236.80,125.02,188.86,106.72, ,3.20,74.45, ,107.62,39.86, ,190.53,129.54,214.08,248.49,212.67,111.42,134.64,288.51, ,142.78,235.98,0.90,77.88,88.37,39.37,154.79,18.75,142.46,176.75,23.92,92.23,216.32,56.40,244.23,72.34,245.08,90.44,211.24,154.60, ,193.97,208.61,146.59, ,222.02,228.92,152.92,167.70,276.88,269.14,171.48,8.12,49.80,62.54,266.89,260.66,111.11,229.32,235.08,67.37,148.62,103.04,17.45,70.78,194.83,215.44, ,223.56,131.20,245.41,289.01, ,9.72,141.39,291.67,39.63,233.57,55.32,189.79,7.35,67.10,0.49,268.49,206.10,213.09,96.77,217.24,58.22,232.97,165.99,276.08,283.67,93.87,246.27,111.77,244.23,155.80,161.42,26.61,275.65,295.75,245.02,31.74,139.94,202.86,189.35,211.55,88.60,212.02,289.07,288.48,202.67,178.02,268.56,131.61
144.32,16.63,40.35,92.59,13.08,186.22,174.40,75.45,103.18,297.86, ,286.35,213.93,203.57,99.18,109.63,252.52,60.03,277.34,134.46,121.48,43.85,4.32,99.36,244.79,265.18,98.09,62.59,82.15,290.04,74.36,224.73,36.65,68.75,93.16,171.61,33.13,238.54,57.07,4.77,124.73, ,222.82,101.49,3.63,224.88,142.01,109.69, ,94.45,75.19, ,246.80,173.98,40.78,219.33,216.20,203.40,260.11,107.63,61.06,129.25,296.22,10.50,140.15,200.35,146.89,218.63,190.20, ,230.97,175.28,220.25,213.04,56.58,214.04,100.32,247.44,21.51,96.77,58.84,27.77,15.35,55.25,5.93,64.98,151.91,246.54,36.74,178.57,198.84,211.51,117.90,85.44, ,182.21, ,50.67,273.10,110.34,175.06,176.21,53.17,180.30,100.28,159.29, ,58.14,221.87,189.36,142.74,158.45, ,294.93,290.22,141.65,296.37,216.83,256.76, ,137.06,0.98,129.01,64.47,51.29,244.45,67.16, ,225.62,265.03,187.77,188.57,55.81,46.14,57.53,242.65,139.96,259.22,41.37,258.54,290.34,172.96,12.05,200.41,72.29,158.22,120.69,289.49, , 
149.15,38.53,247.51,4.16,72.56,145.78,274.03,275.99,67.10,107.14,225.71,132.94,139.50,130.73,130.13, ,279.28,203.15,299.25,75.24,154.20, ,185.29,187.87, ,254.97, ,222.48,228.36,158.97,9.06,196.85,52.16,118.47,264.62,103.16,264.80,200.46,60.89,180.36,247.03,203.73, ,126.21,99.42,30.35,190.69,64.13,72.21,148.35,90.22,279.28,2.70,36.94,49.31,268.62,69.73,201.79,261.83,37.47,209.64,228.53,87.87,130.20, ,278.55, ,16.46,44.96,3.90,107.43, ,76.05,274.34,253.07,128.64,177.89,190.71,118.43,33.59,121.24,229.35,229.88,116.25,182.79,249.27,242.84,169.30,53.76,185.70,284.06,287.90, ,178.60,22.65,141.26,290.87,63.09,264.82,206.92,83.70,159.46, ,161.95,4.06,61.35,222.53,204.09,207.36, ,15.02,258.67,264.72, ,27.81,156.03,247.12,12.42,225.68,274.63,278.54,3.33, ,225.86,72.54,292.65,225.32,11.84,163.95,133.52,4.37,211.20,120.85,245.51,203.10,84.94,284.88,294.06,232.08,110.05,56.20,185.49, ,197.33,274.33,299.03,178.26,240.70, ,218.12
103.92,63.21,111.95,252.49,72.85,25.93,189.19,285.60,63.65,272.00,70.30, ,99.80,100.95, ,94.56,192.38,79.84,87.35,3.68,297.80,224.40,259.43,105.86,188.26, ,160.26,111.31,26.85, ,127.80, ,222.36,58.23,290.05,208.19,17.50,179.64,172.43,53.47, ,298.50, ,39.51,277.40,40.70,61.93,132.05,236.87,223.74,175.26,8.92, ,26.42,275.26,203.91,173.92,187.84,64.20,211.93,43.96,139.44,124.67,180.26,147.34,61.94,109.94,151.35,71.35,224.87,298.22,225.23,18.70,44.56,179.64,181.64,19.24, ,143.91,152.09,78.89,44.04,196.70,72.68,91.12,14.96,248.68,62.96,162.43,165.38,55.68,126.96,141.10,251.11, ,103.20,158.49, ,79.82,30.93,176.76,102.95,259.78,35.44,172.45,198.78,143.19, ,270.16, ,118.20,285.81,288.08,56.29,264.09, ,295.03,141.47,91.56,76.86,68.62,15.63,298.39,109.68,213.15,186.62,198.03,199.75,59.57,152.12,116.77,202.33, ,43.79,68.38,5.75,145.59,227.20, ,280.66,56.61,1.58,107.75,14.73,295.44,160.18,11.91,135.79,88.75,258.03
181.00,23.39, ,128.74,292.66, ,214.41,194.24,232.34,115.61,9.49,21.36,258.61,146.62,247.52,207.02,253.02,240.55, ,121.14,200.38,37.64,28.22,95.05,259.08,59.82,106.54,227.50,129.49,122.84,208.30,130.91,11.23,54.40,99.54,92.77,289.35,200.73,157.15, ,116.23, ,22.37,192.49,175.59,210.65, ,118.95,76.78,67.87,287.19,95.26, ,95.19,278.69,169.66,291.70,252.07, ,274.44,45.55,159.50,134.97,13.38,214.56,186.71,85.88, ,181.14,186.21,188.73,272.24, ,263.95,252.80,42.90,32.40,151.55,155.97,49.82,240.43,259.51,246.81,1.05,226.53,170.94,226.42,175.10,36.57,174.64,187.53, ,219.93,68.17,161.97,161.64,295.12,290.84,72.82,123.31,262.76,228.50,87.42,40.72,0.91,246.86,67.30, ,287.23,275.06,32.38,260.70,24.86,54.54,159.54,270.44,53.53,145.60,218.86,259.86,110.85,237.94,206.94,8.03,272.76,293.23,12.84,68.84,40.64,184.83,214.15,117.27,286.71,186.82,72.81,196.65,286.32,284.80,236.94,87.43,275.93, ,288.77,283.68,75.23,211.31,21.20, ,288.88,55.54
258.85,22.39, ,8.71,296.82,227.03,289.40,265.59, ,254.36,35.24,179.87,192.14,163.50,247.94,12.00,28.09,131.83,126.35,59.19,140.67, ,130.33, ,95.92,231.77,125.27,31.11,109.31,160.41,181.96,125.20,111.83,164.81,203.76,87.52,107.61,224.10, ,174.66,154.44,263.04,20.54,235.83,39.36,186.09,41.03,137.37,106.28,99.79,194.42,137.46,198.56, , ,124.17,80.92,151.40,183.34,274.02,197.62,278.23,25.55,78.15,254.24,153.58,234.37,144.99,205.36,137.47,93.20,242.94,240.26,218.09,266.28, , ,205.49,247.61,240.25,93.97,210.19,248.53,295.54,216.38,137.09,187.72,15.49,104.42,225.00,79.34,214.61,55.18,243.09,51.14,28.55, ,238.74,26.37,88.19,299.67,256.99, ,187.28,7.48,24.77,14.20,123.76,126.21,48.91,181.73,252.63,245.15,149.02,56.84,125.99,231.98,133.73,291.89,54.51,12.72,231.84,183.39,255.73,234.55,78.89,104.69,26.57,61.99,87.63,107.89,295.58,28.69,25.36,150.33,19.94,159.16, ,42.55,145.70,241.94,131.03,255.02,84.79,224.54,92.49,68.26,38.96,34.79, 
