Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82
 ,279.17,78.74,269.03,133.63,4.20,196.60,248.31,68.95,106.26, ,70.64,284.76,182.08,287.11,250.38,123.08, ,1.70,95.14,295.39,62.10,62.02,22.77,35.10,280.06,38.27,212.00,217.54,143.81,148.02,23.24,91.35,90.66,201.98,63.77,114.56,196.96,84.58,186.92,11.44, ,49.72,173.04,17.30, ,90.16, ,113.41,214.88,252.38,238.63,71.69,252.74,32.96,282.14,16.25,264.14,62.86,282.99,25.30,269.85,90.46,4.09, , ,240.51,226.89,104.11,15.14,196.15,186.18, ,202.43,264.94,42.97, ,278.87,68.94,184.66,100.55, 
114.11,3.77,34.61,184.15,198.04, ,246.15,107.64,29.62,211.89,130.73,183.92,194.77, ,79.42,158.88,175.51,75.89,53.03,62.18,143.70,178.19,206.38,180.70,35.01,65.21,99.18, ,208.78,287.06,230.07,125.99,274.83,274.13,152.01,216.28,228.33,267.39,82.88,182.08,7.78,1.42,249.71,192.26,107.95,125.59,278.64,236.27,50.56,107.56,295.03,291.77,200.36,224.76,231.94,219.45,257.37,97.78, ,290.05,286.12,191.16,148.01,260.42,193.31,209.03,165.86,87.65,133.24,13.98,278.75,35.92,78.19,16.26,134.96,50.84,175.68,145.23,84.75,125.15,276.48,73.94
267.07,231.55,208.40,216.78,66.35,105.63,209.49,129.81,128.20,165.52,122.66,27.56, ,152.72, ,186.90,235.22,120.98,254.28,112.30,216.55,123.76,23.20,144.08,77.69,33.67,276.16,253.97,63.72,156.44,163.27,208.57,197.32,265.25,58.95,22.65,256.21,297.67,179.65,132.42,114.03,200.56,22.40,93.91,224.91,35.31,293.69,186.66,273.44,42.60,229.47,7.88,211.66,165.09,147.30,48.65,163.59,51.51,103.74, ,28.65,7.43,89.45, ,280.45,155.41,257.14,88.30,270.57,270.57,91.26, ,139.92,296.75,130.70,192.87,154.86,71.88, ,161.33,41.85,38.34
164.83,282.15,260.49,253.09,88.38,48.92,184.26,218.29,258.82,166.26,255.88,6.82, ,168.15,167.98,270.10,174.77,47.39,226.07,80.99,88.49,206.05,9.60,228.32,292.99,149.24,285.22,234.75,63.15,35.14,112.84,296.37,270.82, ,196.89,196.49,132.36, ,142.39,294.25,14.41,100.05,215.17,100.67,188.66,252.82,94.95,229.05,53.26,135.07,96.76,65.25,11.30,110.87,118.49,224.39, , ,296.55,109.70,157.45,261.05,222.17,175.93,147.31, ,282.39,147.84,163.21,172.63,109.50,68.78,250.70,6.98,198.24,84.84,171.97,256.51,5.37,158.18,159.82,207.66
185.33,3.54, , ,298.83,202.48,78.26,269.30,128.31, ,213.15,271.72,119.50,1.71, ,158.29,199.51,134.05,121.45,133.39,13.76,39.23,199.84,69.42,202.73,36.67, ,199.66,107.22,228.16,151.18,267.22,239.81,277.06,154.62,158.03,128.40,69.44,190.09, ,59.22,11.79, ,122.66,66.34, ,294.50,165.89, ,8.91,39.20,299.25,100.61, ,229.01,293.48,37.63,87.71,270.07,192.73,222.16,128.56,203.00,190.84,157.86,77.80,236.07,131.72,164.37,53.92,136.55,67.03,227.81,271.02,254.24,260.10,52.04,28.43,211.72,23.93,116.15,202.05
165.49,182.10,22.79,123.24,283.42,33.50,45.02,109.12,168.28,175.66,157.88, ,69.60,199.28,239.51,41.23,166.50,173.82,97.80,19.60,93.27,290.63,254.90,113.62,163.43,129.82,40.72, ,110.31,158.38,96.78,290.73,25.89, , ,163.53,241.84,165.44,111.29,106.62,283.56,269.88, ,53.63,224.50,17.43,171.11,178.55,257.65,56.39,229.37,186.92, ,7.58,72.20,36.91,225.32,239.59,186.86,248.83,54.67,111.41,132.68, ,163.19,282.03,59.36,198.21,212.94,253.85,190.89,116.83,298.04,9.29,24.16,142.08,194.14,229.55,236.33,45.57,43.86,19.10
239.00,49.50, ,3.35,226.89,48.69,74.12,5.88,210.15,109.44,39.48,257.83,149.41, ,248.93,143.22,112.79,185.33,234.17,165.64,148.23,214.73,15.84,150.70,10.86,92.64,35.52,296.98,155.13,221.19,272.27,72.08,146.64,247.35,178.75,246.85, ,161.58,70.55,22.50,273.16,146.39,54.05,9.29,7.24,80.82,244.26,183.38,291.87,276.66,19.55,19.54,144.37,218.33,143.41,268.67,259.37,128.88,267.16, ,274.40,253.86,54.43,269.07,90.97,60.40,129.40,183.19,294.43, , ,207.72,178.02, ,293.07,7.87,291.35,234.63,134.77,155.94,289.39,24.83
0.08,228.65,71.68, ,135.98, ,43.70,231.93,228.37,221.17,185.24,117.16,14.03,140.19,185.79, ,210.62, ,99.11,259.88,262.05,6.77,158.37, ,90.30,23.18,39.64,200.55,76.58,266.19,160.61,214.30,245.82,219.00,224.04,15.43,38.52,101.60,278.25,294.21,270.54,83.86, ,284.40,53.39,228.52,165.43,296.20,10.50,74.62,45.16,81.49,189.60,241.58, ,93.65,248.17,100.59,74.37,16.43,130.80,265.23, , ,208.90,40.42,116.92, ,268.00,215.17, ,156.75, ,250.41,217.12,130.40, , ,265.58,38.60,90.92,173.52
160.19,161.25,32.74,265.40,155.69,158.34,37.33,213.97,134.75, ,265.15,91.31,45.83,211.55,7.91,206.19,23.03,290.00,154.75, , ,113.42,13.83,96.56,272.41,253.52,86.63,183.76,91.62,94.94,262.26,166.01,231.60,290.47,102.29, ,280.94,292.75,14.54,136.72,23.60,86.83,7.65,10.87,97.12,280.53, ,83.38,71.17,155.34,236.59, ,115.92,207.56,278.73,159.86,55.41,36.47,10.57,147.73,229.71,261.89,45.14,293.62,235.78, ,297.42,124.39,61.11,111.84,41.68,29.65,89.35, ,231.58,237.71,245.11,24.16,77.66,71.61, ,7.39
 ,4.82,71.89,86.16,20.94,176.52,285.59,144.22,227.25, ,164.96,67.48, ,274.48,248.57,181.31,53.49,276.80,286.24,267.40,183.53,28.35,43.22,93.70,212.64,263.25,185.91,102.50,297.64,28.33,123.08,275.52,170.83,234.88,1.00,229.47,190.62, ,233.84,38.27,184.40, ,219.41,202.89,163.42,98.90,146.73,101.40, ,272.23, ,129.30,235.70,260.10,16.58,60.16,242.95, , , ,92.16,168.85,110.70,212.97,216.11,103.85,233.49, ,266.92,188.50,264.14,28.95,53.27,269.07,270.55,298.38, ,245.67,48.03, ,261.00,90.87
162.68,29.44,242.16,144.13,198.98,279.25,88.99, ,58.06,287.59,27.13,133.83,29.49,29.17,142.87,295.10,250.68,268.25,66.49,33.56,163.59,176.39,230.82,108.55,237.66,188.76,20.26, ,49.74,266.76,47.32,249.09,5.44,254.38,139.91,228.43,82.57,213.44,1.08,282.64,60.01,178.73,99.05,262.37,105.78,102.77,283.89,139.24, ,93.62,265.19,112.62,95.18,215.67,183.97, ,173.93,30.69,122.82,253.98,278.53,14.33,212.85,133.16,287.54,145.71,223.63,284.36,253.49,141.54,51.21,174.65,277.60,277.80,35.09,185.61,291.53,94.92,198.15,256.47,186.52,57.43
260.49,36.02,209.03,136.72,57.13,185.38,216.73,135.15,94.96,265.43,220.70,290.88,288.43,4.55,49.54,285.11,103.78,224.00,198.70,273.06,72.11,290.57,21.63,240.65,146.48,203.09,266.43,186.05, ,190.60, ,252.59,200.89,136.06,69.18,185.62,290.60,200.68,246.56,106.88,38.89,93.29,20.55,135.94,14.58,97.20, ,49.79, ,106.15,193.91,130.15, ,120.74,118.25,283.81,208.79,79.44,264.31,182.70,157.36,38.60,186.50, ,236.28,71.78,237.70,217.77,45.22,188.59,253.59,66.29,199.28, ,61.44,95.00,225.64,33.44,86.99,147.23,156.22,161.53
227.24,116.43,172.44,183.68,205.37,21.19, ,258.50,134.90,68.09,85.75,112.48,107.44,197.21, ,186.76,87.30,185.94,109.09,155.51,13.28,166.95, ,240.41, ,75.31, ,154.34,22.00,288.82,299.24,26.63,72.79,275.17,271.30,295.89,34.41,42.96,155.60,55.65,70.41,171.32, ,25.67,12.67,151.15,291.72,168.74,109.98, ,296.78,33.67,255.06,281.32,163.36,75.46,232.94,208.13,69.36,129.92,211.47,82.85,114.13,222.31,230.02,148.50,101.80,219.45,250.26,54.88,37.70,32.63,276.21,74.89,139.57,277.27,27.23,104.61,180.15,135.09,203.33,36.96
 ,256.41,116.02,116.87,194.88,262.27,223.42,240.40,42.60,246.26,172.44, ,13.80,225.17,296.69,132.49,133.64,290.06,114.28,12.49,42.12,6.18,183.12,148.03,251.82, ,45.45,104.74,179.49,168.87,287.95,160.87,131.01,11.66,273.40, ,17.32,298.83, ,181.95,256.69,184.53,132.43,115.63,173.67,228.43,23.52,39.91,237.98,43.51,197.55,108.55,34.23,235.51,118.23,290.44,151.53,24.86,104.95, , ,135.62,21.17,65.94,43.53, ,87.05,129.56,62.12,138.19,1.75, ,119.21,264.85,61.34,254.69,130.21,144.92,25.38, ,91.32,168.50
159.18, ,288.74,110.93,197.70,56.72,72.55,279.99,146.67,27.11,207.63, ,52.55,2.56,248.13,145.82,189.12,72.19,293.74,48.85,29.40,105.44,4.03, ,41.43, ,68.54,51.97,206.60,49.02,23.16,3.04,113.79,173.98,130.08, , ,216.45,110.41,170.09,3.27, ,131.32,224.41,169.41,267.33,199.30,297.08,179.53,10.23, ,196.20,207.78,80.70,260.94,146.11,5.55,104.13,280.70,85.84,90.98,8.77,135.41, ,31.86,228.05,136.49,238.30,175.88,118.95,113.11,146.22,15.62,48.26,276.30,262.88,60.81,26.50,34.40,187.71,276.55,108.36
83.87,151.29,198.84, ,11.95,106.07,295.93,4.35,77.96,135.85, ,34.84,160.71,33.95,135.51,164.18,123.54,290.54,207.80,245.08, , ,273.71,221.33,161.75,153.34,230.15,170.92,71.22,34.24,80.06,115.68,113.63,192.30, ,100.09,159.13,194.86,241.46,5.86,214.02, ,49.95,119.21,295.31,252.51,295.61,199.31,276.81,50.50,117.10,269.20,123.68,5.51,178.40,214.06,271.79, ,21.74,184.62,39.84,195.13, ,227.69,181.94,281.64,73.61,196.98,209.38, ,214.89,158.16, ,53.40,157.16, ,201.69,208.81,78.47, ,149.13,279.63
236.14,263.50,60.00,52.57,181.14, ,110.01,156.94,243.89,110.11,67.60,66.13,253.34,80.35,293.73,243.90,48.13,288.29,265.17,110.46,29.91,118.84,33.28,92.87, , ,39.88,214.78,121.19,250.61,132.38,13.54,269.14,281.45,119.55,106.20,181.18, , ,276.04,275.80,83.26,271.89,197.76, ,18.95,179.76,187.16,234.04,93.24,244.89,115.25,156.88, ,292.99, , ,224.13,37.93,101.49,130.53,196.48,18.20,239.43, ,63.54,101.85,168.44,207.46, ,64.34,10.95,147.00, ,71.13,64.29,233.68,209.04,270.59,251.13,208.15,60.26
62.56,128.48,208.86,214.69,100.28,158.06,90.64,183.96, ,248.25,7.60,149.34,292.95,191.66,26.20,275.06, ,137.17,75.06,162.31,193.14,233.39,120.19,292.93,185.80,252.40,74.45,275.43,267.71,206.65,119.68,157.57,132.19,243.95,40.76,197.00,68.85,285.10,154.42,193.19,44.89,166.31,120.36,134.33,235.22,270.58,29.11,172.48,122.88,68.55,222.70,97.54,95.94,180.59,60.68,290.57,219.39,224.91,298.62,127.81,100.21,288.74,226.53,290.62,277.66,213.05,24.73,191.92,93.24,71.02,146.30,259.49,218.47, , ,243.64,150.93,31.63,173.16,0.90,7.57,222.95
