Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104
171.62,190.70,242.74,239.39, ,35.24,61.49,126.22,16.87,120.92,76.78,273.55,161.02,53.86, ,184.00,42.99,295.18,157.53,282.44,238.05,132.16,40.32,63.99,162.76, ,188.48, , ,66.25,25.96,232.98,4.11,11.05,168.54,217.26, ,14.17,206.00,282.29,292.22, , ,163.54,43.46,44.68,123.82,231.45,84.09,248.03,210.56,125.99,225.02, ,239.19,288.49,259.28,77.73,197.14,169.10,276.18,41.07,50.49,113.13,276.29,242.45,223.21,59.73,175.24,160.99, ,149.48,228.45,277.68,281.42,103.12,186.58,18.89,80.29,181.39,187.37, , ,117.24,180.84,142.62,56.74,142.20, ,70.65,134.68,271.93,107.79,231.66,268.64,217.87,181.30,67.09,9.74,192.58,69.04,119.75,145.07,84.27
233.81,41.79,159.60,113.57,263.47,104.97,45.15,111.83,15.41,1.79,67.13,2.28,282.69,78.23,198.83,179.04,17.43,201.13,234.56, ,198.02,249.38,105.08,241.96,287.62,33.31,188.01,15.06,210.36,102.41,35.92,217.16,282.35,69.68,72.55,3.79,144.31,100.70,225.37,280.91,163.55,225.78,241.89,75.74,77.92,190.37,143.07,282.39, ,52.07,18.08,288.59, ,241.75,230.13,132.02, ,295.57,5.89,167.16,122.86,24.65,209.78,144.09,120.87,262.84,254.31,9.39,269.59,184.64,220.27,190.97,131.88,56.58,233.66,84.50,243.14, ,152.92,201.63,68.52,133.07,125.45,250.84,83.59,252.99,161.25,33.50,136.63,49.14,153.70, ,210.23,168.06,68.93,169.41,184.22,72.23,166.01,76.52,269.82,187.34,178.75,145.85
28.71,220.46,219.60,62.02,109.34,97.61,45.78,117.43,7.58,55.68,75.90,107.93,149.70,158.07,187.36,199.77,69.81,219.18,13.56,119.24,211.29,1.17,183.87,187.07,8.28,65.03,74.94,129.89,168.23,253.09, ,152.86,61.69,190.84,286.64,170.35,83.33,110.71,271.07,227.47,237.60,227.54,245.16,151.67,268.74,122.89,131.51,295.98,248.84,244.31,58.87,45.02,201.85,182.61,85.05,35.43,280.30,44.42,63.48,95.27,35.71,56.54,193.92,60.42,239.35,78.23, ,123.25,21.23,23.04,64.03, , ,113.43,131.11,256.04,134.16,62.91, ,230.13, ,290.55,36.66,167.23,114.66,175.31,269.45,30.03,31.47,120.16,152.16,183.79,278.47,96.45,70.28,271.52,238.56,105.53,257.35, ,72.00,185.42,232.68, 
266.16,197.52,260.13,37.60,157.89,161.86,57.45, ,28.97,34.15,54.20,248.38,19.48,290.18,228.28,288.67,189.02, ,275.34,113.40, ,271.29,69.80, ,1.95,115.42,55.37, ,64.74,31.77,75.23,289.12,244.80,169.69,81.68,109.16,46.81,53.65, ,123.45,237.56,264.96,76.02,159.44,85.06,112.61,289.51, ,293.01,136.18,213.18,96.11,63.57, ,117.22, ,240.67,233.11,69.73,142.09,145.53,175.11,35.54,49.32,202.78, ,38.96,162.64,1.14,20.40,29.43, ,24.98,109.87,144.37,244.18,269.64,209.40,149.53,189.13,115.04,241.17,130.88,227.14,147.34, ,291.41,245.74,166.53,106.38,168.41,68.80,255.63,64.27,8.04,289.51,124.25,148.06,212.31,115.89,141.60,108.14,69.55,129.52
77.91,60.70,221.89,101.20,288.01,277.89,174.68,202.94,48.83,187.69,45.26,261.16,231.58,19.87, ,149.40,201.08,297.91,7.19,248.60,115.41,162.59,288.76,14.41,178.82,175.38,110.67,101.12,110.53,17.40,293.59,48.87,252.10,42.08,174.19,144.00,104.75, ,93.51,115.47,15.41,256.58,291.54,256.50,246.06, , ,120.51,106.59,125.38, ,84.67,47.95,17.17,235.26, ,71.85,27.41,114.59,242.64,119.53,95.20,26.05,123.31,274.95, , ,83.27, ,110.84,113.66,119.65,246.24,120.78,93.27, ,77.26,100.67,49.82,262.38,297.55,222.43,15.58,72.82,3.18,209.70,71.47, ,120.40, ,241.18, ,149.23,26.17,259.10,49.74,185.33, ,271.01,125.01,132.22,85.45,155.64, 
227.12,195.31,16.79,288.70,299.85, ,26.01, ,248.97,153.17, , ,105.31,130.70,193.48,177.36, ,172.50,111.28,29.71,222.13,147.50,80.50,141.92,123.28,55.48,293.30,24.08,295.09,129.68,278.81,264.36,42.37, ,153.66,171.80,264.34,159.96,32.95,209.07,268.67,194.95,42.49,3.63,79.82,171.16,67.78,131.18,71.74, , ,10.24,237.85,41.81,41.73,243.20,214.23,300.00,191.42,193.90,83.97, ,255.13,51.80,271.74,56.24,44.83,250.02,219.49,176.00,266.33,260.50, , , ,274.16,259.62,258.85,141.79,298.72,294.68, ,121.95,193.86,21.10,0.98,68.47, ,34.80, ,251.93,90.77,266.90, ,134.97,172.28,56.29,259.11,154.22,172.91,107.05,214.77,40.68, 
217.66,54.19,31.65,38.15,175.18,276.98,140.02,176.14,146.69,75.89,201.35,70.56,96.13,9.80,150.94,66.45,278.42,114.01,126.77, ,1.95,109.46,297.22,181.96, ,229.09,244.19,178.97,225.48,125.02,22.16,100.45,44.55,209.26,88.92,10.72,37.98,30.86,165.14,225.75, ,154.85,221.46,47.98, ,23.08,146.06,37.19,133.84, ,43.10,114.29,251.02,117.10, ,160.90,297.27,263.20,241.50,195.99,180.19,137.56,193.43,248.50,230.12,12.36,125.44,69.77,203.68,21.67,172.01,6.68, ,269.88,210.72,39.80,282.29,275.07,65.44,134.07,188.81,8.42,41.86,214.06,164.76,268.10,191.52,194.05,119.89,204.60,266.03,168.12,116.40, ,181.84,267.95,290.68, , ,226.22,49.03,12.15,140.74,260.07
93.58,111.30,225.46, , ,10.04,286.27,5.76,255.10,46.01, ,232.33,84.30,129.78,91.88,97.69,158.39,84.98,200.40,104.72,266.05,52.36,260.85,143.68,160.68,174.97,275.48,187.22,187.03,16.72,215.33,270.32,203.51,252.98,97.81,146.24,32.28,201.77,104.17,122.09, ,297.06,138.34,258.54,291.40,214.84,190.88,240.64,232.77,217.59,93.76,182.92,7.56,59.39,185.69,122.78,267.70,221.87,224.22,4.16,155.96,185.94,248.25,11.45,122.54, ,216.30,100.63,211.88,133.30,67.83,35.35,205.84,140.25,79.42,16.04,176.62,180.98,183.28,234.91, ,163.95,46.41,82.63,280.15,253.61,32.60,228.08,97.60,91.24,162.70,125.51,288.53,38.72,243.83,146.90,176.40,290.13,79.12,43.13,37.53, ,70.13,180.07
286.09,112.36, ,224.26,283.78, ,22.50,225.45,271.69,245.20,223.71,61.66,211.14,34.00,72.92,96.38,125.25,216.33,178.04, ,99.12,74.66,48.66,6.20,171.13, ,153.67,230.66,159.97,36.26,49.67,298.10,62.16,228.52,60.97,20.87,205.67,297.51,95.70,292.60,68.08,275.81,95.88,137.07,48.26,149.81,282.50,243.99,271.27,23.16,279.06,255.08,91.07,171.13,149.53,99.92,96.12,139.36,282.20,147.84,149.76,128.41,145.56,176.93, ,200.09,223.95,104.14,35.19,279.81,206.25,21.88,239.66,263.22,79.82,279.50,89.41,238.69,122.70,98.59, ,298.68,179.94,192.72,277.99,268.42,155.70,221.83,51.63,242.78,99.27, ,209.55,139.93, , ,159.34,202.16,290.78,295.26, ,283.88,132.91,111.51
64.27,268.16,52.79,299.19,93.37,61.61,1.91,258.71,69.20,166.70,241.59,179.78,40.90,86.73,115.95,162.41,231.59, ,284.38,295.32,134.89, ,200.10,107.91,123.75,109.62,61.62,147.89,226.37,105.05,62.60,211.34,101.22,55.58,127.31,92.66,231.99,161.80,109.17,290.90,146.81,223.37,151.74,149.83,260.06,91.21,175.88,247.67,145.49,74.45,100.35,236.55,117.07,164.44,68.05, , ,255.87,123.30,153.80,185.72,228.01, , ,279.49,81.00,87.43,97.78,22.56, ,139.63,84.56,200.72,225.03,195.78,238.89,161.37,189.10,140.02,111.75,145.52,24.92,283.36,68.27,202.92,91.27,235.27,108.43,115.74,251.58,41.03,14.90,102.48,177.64,70.04,186.42,185.31,186.06,91.70,39.81,56.93,37.18,6.92,128.19
 ,79.77,220.09,149.08,72.72,0.13,123.13,201.64, ,112.97,43.51,179.09,199.29,214.41,228.22,82.07, ,261.13,178.16,106.43,3.72, , ,194.36,293.37, ,168.21,166.92,113.63,295.04,282.04,249.38,130.76,266.68,292.58,52.90,209.29,177.52,160.46, ,63.92,78.79,42.95,173.00,101.38,249.70,201.05,63.69,289.91,77.98,87.72,217.55,90.14,139.05,158.14,161.36,195.18,228.14,227.89,192.80,20.14, , ,1.65,32.50,2.40,156.20,291.33,51.65, ,190.70,229.57,121.38,106.30,79.76,289.42,237.23,201.04,162.26,81.38,154.72,71.92,229.13,256.53,213.68, ,104.38,3.87,119.40,121.81,235.25,170.34,103.47,17.18,51.29,264.57, ,37.50,259.33,54.76, ,268.45,43.80,251.87
88.33,203.16, ,138.41,122.54,179.84,271.74,62.86,27.62,105.28,76.40,31.75,280.48,99.61,45.05,186.20,260.77,295.88,209.67,247.28,88.85, ,60.58,106.64,217.79,277.01,66.72,14.65,22.10,297.50,60.95,142.63,130.70, ,1.61,283.85,41.98,76.01,133.27,192.40,183.97, ,166.87,23.64,147.32,197.42,2.17,14.75,112.05,244.90,147.06, ,95.95,18.15, ,151.42,274.83,22.11,138.44,106.98,70.51,207.83, ,210.00,113.86,38.36,299.71,106.37,245.43,251.05,74.29,114.99,8.29,234.55,109.86,272.82,194.04,179.78,26.22,88.28,144.59,99.40,126.62, ,72.05,49.73,182.39,150.61, ,122.03,257.33,152.91,203.85,157.26,208.93,173.41,23.57,123.86,162.30,28.74,22.53,10.72,19.22,208.76
185.42,143.42,262.69,72.90,43.28,250.17,113.64,249.43,141.58,260.17,23.77,264.87,125.74,104.45,69.52,259.00, ,102.42,6.70,170.58,142.03,123.41,214.37,43.67,88.57,11.74,140.74,57.33,126.39,291.50,102.44,230.35,48.73,155.05,131.52,228.67,126.36,67.79,299.07,92.31,228.43,180.10,104.69,256.21,270.35,202.43,252.42,130.16,165.55,56.58,10.84,270.62,37.33,177.93,149.88,124.05,74.29,147.48,241.59, ,211.94,12.49,3.82,114.89,10.81,61.54,110.93,278.50,84.13,126.06,166.79,244.59,170.58,92.58,190.33,159.62,247.67,87.01,17.37,256.46, ,18.01, , ,14.55,148.93,187.09,198.25,214.05,153.96,235.93,53.13,63.14,79.87,242.41,252.61, ,280.79,5.83,259.20,31.40,219.56,207.33,261.11
103.07,44.68,40.38,19.00,11.34,252.45,116.81,199.20,271.63,107.41, ,66.60,228.23,267.64,294.17,252.20,259.73, ,225.59,177.76,269.62,118.99,135.69,205.87,196.92,214.88,154.95,70.93,39.95,170.67,151.94,283.24,287.06,266.39,136.93,157.24,33.26,28.61,212.03,203.85,111.97,113.28,230.45,169.95,41.99,1.43,67.96,230.76,24.57,267.67,41.29, ,74.55,296.66,13.17,147.35, ,266.08,10.03,119.62, ,161.61,168.35,288.57,286.30,177.59,11.26,224.74,7.13,237.30,242.79,234.93,72.59, ,8.00,252.74,168.05,289.24,288.01,77.23,31.08,18.63, ,57.71,268.24,138.55, ,81.34,3.57,228.60,227.70,269.67,64.23,0.10, ,288.11,3.62,129.33,147.77,256.52,183.10,270.33,130.31,102.99
 ,274.47,24.15,151.52,82.61,131.54,269.22,70.82,61.56,196.79,47.73,142.53,123.75,223.56,197.60,248.39,5.07, , ,125.03, ,207.64,154.58,135.33,61.16,274.07,99.59,8.86,2.60,163.98,185.64,267.50, ,151.42,180.62,182.46,200.62,213.29,60.08,202.07,264.79,246.66,204.46,234.78,109.33,108.68,82.49,146.73,75.82,83.90,248.40,262.10,171.86,215.76,79.02,204.52,222.69,269.73,257.91,71.85,101.37,246.47,298.59,114.52,91.35,30.86,164.79,188.77,168.35,268.58,222.35,291.19, ,260.92,282.19,44.05,266.80,295.91,223.17,265.18, ,163.61,220.20, ,108.97,189.76,33.61,135.84,128.32,230.98,253.07,254.68,262.61,221.70,72.15,47.62,142.46,200.94, ,229.33,257.23,82.08,27.98,6.56
47.53,165.67,240.51,91.46,41.45,159.33, , ,47.57,146.66,23.36,123.90,209.89,247.06,251.86,211.18,209.72, ,75.39,186.36,186.95,195.68,283.32,285.00,243.21,134.19,130.79,42.75,61.65,30.54, ,5.58,34.17,223.51, ,19.00,144.92,290.38,105.86,236.23,261.23,198.28,98.29, , ,112.55,264.92,62.45,148.67,74.83,250.76,54.67,221.24,175.72,240.20,185.32,72.43,55.87,241.96,299.77,295.19, ,260.12,260.42,104.08,75.62,238.43,222.73,51.71,83.91,62.53,148.65,137.91, ,108.62,148.99,126.31,220.70,104.30,284.71,280.20,180.70,210.81,70.99,62.88,202.91,255.84,174.86,106.30,189.63,107.23,23.30,182.80,257.82,120.12,92.19,214.91,248.57,284.05,244.73,212.88,73.14,116.03,63.52
118.07,137.25,291.77,158.84,104.56,161.68,59.19,25.00,226.75,99.83,293.14,257.73,192.20,74.73,278.88,230.57,91.40,22.24,228.37,257.75,297.74,257.62,73.29,31.04,256.19,210.84,175.42, ,67.62,230.07,178.32,6.42,159.73,297.51,2.62,200.66,176.33,293.17,93.38,264.30,231.97,4.26,270.59,36.64,72.29,114.07,35.03,225.87,194.74,137.67,101.97,232.91,58.41,211.57,201.86,245.21,271.04,15.13,122.32, ,194.60,93.92,53.51,71.09,109.15,85.95,96.44,239.41, ,165.48,34.49,162.18,201.18,229.18,74.85,268.08,246.10,148.62,40.07,162.40,172.18,74.30,253.31,118.09,81.27,14.36,50.92,95.46,9.75,168.42,76.13,139.30,123.06,113.55,50.94,151.48,132.81,101.80,124.36,114.17,203.47,21.39,5.06,206.49
141.48,99.41,211.41,239.85,226.62,197.61,29.34,200.68,274.88,248.27,222.38,4.87,190.97,80.24,143.10,210.85,61.65,202.19,248.97, ,175.59, ,153.15,254.24, ,229.11,35.19,278.69,33.22,288.61,184.78,202.57,95.49,233.17,89.34,54.72,213.76,126.81,83.46,73.14,138.50,193.61,30.61,271.33,276.85,123.31,144.58,33.15, ,266.32,2.37,100.55, ,30.87,205.22,112.14,251.63,280.62,124.34,17.54,75.06,55.61,156.02, ,189.18,137.29,186.10,28.05,73.41,17.52,19.58, ,297.95,196.76,228.71,289.80,116.76,240.65,263.24,72.56,285.85,24.78,98.92,169.39,237.85, ,71.83,234.94,1.28,214.70,247.13,269.65,52.56,134.03,297.75,297.49,216.55,210.02,9.24, ,94.82, ,197.91,214.37
102.08,151.26,195.51,252.58, ,5.14,125.81,197.43,227.56,273.05,292.69,147.13,258.22,79.45,139.86,83.63, ,299.28,282.45,222.36,59.95,240.17, ,170.24,96.45,239.74, ,232.44,82.82,58.67,79.04,164.63,11.55,208.29,261.31,205.63,125.77,97.81,225.22,236.18,234.20,22.03,269.68,104.16, ,162.83,33.08, ,275.70,79.25, ,40.56,18.78, ,284.36,266.43,159.78, ,93.99,13.89,206.28,201.86,222.40,36.07,155.45,231.18, ,115.17, ,189.89,22.03,74.04,56.81, ,259.42,297.83,289.37,102.30,297.39,180.11,97.16,217.52,66.76,132.39,246.18,71.82,252.21,109.91,219.00, ,178.42,197.95,58.37,176.73,290.87,196.20,34.98,270.47,98.55,242.52,91.93,52.29, ,214.49
121.20,31.23,11.92,219.27,158.61,263.08,203.62,70.89,235.88,227.03, ,72.77,181.70,161.25,292.50,148.49,107.38,261.44,293.90,47.96,220.28,43.33,164.33,165.87,180.11, ,226.13, ,214.67,285.39,285.47,62.10,208.10,115.94,298.18,231.21,190.09,6.86,246.48,177.65, ,57.76,40.00,250.68,198.56,146.09,287.63,36.58,32.08,237.54,204.25,132.83,237.47,257.25,230.81,48.55,120.53,124.06,90.20,21.22,76.90,263.23,291.28,186.12,205.88,224.98,171.04,60.52,42.14,279.41,146.22,16.10,134.27,127.27,214.90,213.22,15.79,56.33,176.27,30.44,66.11,192.28,13.22,45.67,270.58,28.30,53.04,83.54,184.57,111.78, ,25.00,75.10,147.61,77.72,112.61,156.17,52.15,81.25,138.99,275.52, ,92.32,209.30
104.43,86.67,193.34,241.21,221.08,132.22,220.38,115.87, ,183.90,171.78,137.34,101.75, ,266.65,91.96,81.04,269.82,112.59,13.69,147.78,196.45,238.03, ,53.89, ,237.79, ,202.93,163.29,279.67,271.33,130.09,265.89,117.11,139.05,147.30,128.06,89.30,20.09,10.35,103.20,11.78,143.60, ,6.89,279.16,190.72,175.10,129.91,155.12,40.62,110.81,263.45,22.76,212.97,81.86,32.09,298.73,216.55,164.26,132.84,268.45,7.44,61.57,45.13,100.86,52.08,19.22,104.54,87.05,270.87,4.46,241.86,167.73,216.64,81.84,175.42,73.04,193.85,20.20,51.30,24.73,32.72,118.91,85.93,154.77,74.87,59.76, ,227.49,79.08,256.98,134.90,201.60,201.12,37.96,87.51,164.83,191.74,9.81,294.71,183.78,290.64
111.26,205.45,182.51,298.24, , ,146.76,150.89,50.90,187.98, ,52.82,239.61,39.11,256.31,152.39,245.52,119.08,100.85,135.40,156.07,198.46,121.64,140.09, ,28.94,102.45,110.32,16.41,170.85,28.23, ,36.04,32.81,24.15,12.95,219.03,134.44,158.22,30.62,125.60,27.25,97.11,293.43,120.47,99.71, ,225.44,129.63,275.71,20.85, ,180.40,166.72,145.88,270.92,23.25,171.16,279.64,154.56,197.13,38.42,80.52,222.29,261.63, ,246.38,108.50,120.24,110.80,282.78,106.00,158.99, ,209.50,298.72,155.24,39.09,192.69,25.67,143.04,33.96,233.67,250.67,94.03,288.55,70.35,35.12,283.28,260.07, ,258.78,275.06,295.93,47.32,194.38,258.57,196.26,115.35,51.42,264.09,281.65,209.34,228.32
89.22, ,282.00,57.81,260.84,234.76,259.76,23.95,8.87,18.32,20.98,161.03,152.47,295.73,209.35,274.00,190.89,147.34,125.76,111.72,117.59,216.16,96.77,199.41,145.73,215.25,106.11,180.79,76.30,4.26,278.20,33.97,118.23,41.98, ,153.70, ,200.17,281.40,186.85,102.59,98.54,199.29,94.12, ,170.43,167.49,234.80,190.05,263.99,145.87,157.82,238.56,199.74,43.26,72.15,299.28,22.60,4.02,111.24,90.48,40.70,137.75,103.72,79.39,99.16,275.68,224.83,18.84,99.54,21.26,286.17,276.42,37.65,236.01,64.54,130.55,284.46,80.75,296.10,155.90,85.41,52.23,45.82,134.81,133.16,17.05,176.60,128.10,273.91,63.14,90.60,143.70,162.00,163.25,84.59,253.34,150.72,180.23,76.63,41.90, ,58.94,47.71
157.22,26.32,25.11,11.93,208.46,80.80,250.25,217.49,192.24,120.11,267.72,274.44,58.55,153.86, ,201.57,70.59,196.21,188.64, ,107.45,90.86,2.35,127.15,10.49,7.32, ,275.04,191.64,205.81,111.66,289.25,193.20,176.77,51.77,50.39, ,219.83,61.12,187.59,142.01, ,149.33,124.86,175.95,82.17,92.39,105.06,207.07,141.49,87.66,149.25,248.89, , ,83.23,282.98, ,181.06,271.40,4.02,85.71,177.95,112.91,272.53,278.84,36.04, ,229.30,196.50, ,254.38,17.28,256.55,56.50, ,27.89,171.96,133.08,1.61,5.39,273.07, ,243.86, ,2.30,26.84,43.47, ,17.04,87.61,266.95,111.21,172.00,6.85,291.65,297.28,204.73,265.26,122.90, ,237.82,205.93,110.22
225.55,266.45,51.02, ,195.12,5.57,209.82,62.79,211.76,193.66,130.74,221.16,68.04,191.46,167.74,89.69,81.68,83.59,104.10,156.07,74.88,66.35,174.06, ,85.82,79.83,19.95,123.46,6.80,165.06,253.01,75.95,102.86,153.75,233.14, ,232.37,105.98,236.97,127.86, ,17.07,268.17,141.72,10.62,176.91,134.77,196.86, ,299.72,53.83,272.89,32.31,183.48,203.97,118.33,243.58,48.90, ,85.93,244.00,136.77,272.22,250.83,182.25,168.80,204.74,194.89,289.08,19.44,4.12,245.70, ,129.88,230.00,170.78,226.24,55.03,239.55,297.97, ,148.88, ,53.61,25.70,223.29,209.00,129.96,296.36,132.35, ,62.35, ,280.61,88.87,81.87, ,79.84, ,228.72,101.83,48.69,171.90, 
80.90,83.34,19.00,262.13,200.01,253.72,5.09,110.42,70.32,102.93,275.88,78.87,175.79,139.05,233.10, ,14.00,40.05,152.67,105.91,189.31,251.63,135.48,21.27, ,160.10,160.56,53.10,226.35,0.64,232.21,176.43,247.73,228.96,162.77,197.42,107.56,112.32,163.30,39.69,62.80,18.65,35.78,162.79,0.64,27.52,97.16, ,44.89,50.72,76.83,33.83,76.54,49.83,224.94,134.65,165.02,283.10,70.23,251.17,55.49,59.88,211.76, , ,177.89,93.06,129.79,192.23,188.53,1.29,44.28, ,209.30,61.02,240.62,248.86,171.36,32.85, ,296.68,231.87, , ,129.28,151.82,166.73,263.56,153.83,3.96,217.14,292.77,114.97,163.67,280.01,120.80,202.35,109.51,292.05,159.16,200.52,142.83,51.34,235.26
114.23,136.92,113.58,246.18,238.34,16.49,36.99,58.07,254.77,73.57,107.70,68.14,243.71,75.46,17.37,200.23, ,37.15,63.53,109.14,105.18,8.57,255.99,81.61,100.62,268.90,56.89,115.57,145.35,140.55,43.91,40.63,101.22,38.46,244.62,156.82, ,165.39,22.60,154.96,111.87,186.84,161.03,274.87, ,1.41,74.23,217.96,220.82,192.64, ,137.25,40.75,173.50,260.40,217.39,114.04,219.50,188.55,89.35,6.66,164.83,97.40,291.30,130.98,104.90,194.41,197.16,129.21,141.31,266.75,204.96,87.96,81.67,205.00,139.93,194.19,285.01,214.92,203.85,286.80,136.17,250.90,116.38,103.97,169.71,16.39,151.52,199.14,80.86,104.20, , ,225.56,289.98,277.12,186.38,202.58,145.13,55.87,233.59,219.20,230.57,177.97
39.93, , ,181.25,41.58,117.86,197.86,107.62,1.67,138.91,16.55,57.73,245.55,232.26, ,162.83,272.58,140.27,260.19,230.94,2.64,197.53,25.86,77.39, ,71.39, ,87.94,269.02,269.35,92.62,54.96,234.43,200.37,77.23,35.75,240.23,136.17, , ,143.12,62.88,156.95,61.45,126.43, ,95.78,197.87,45.77,164.30,53.68,150.55,274.75,154.47,294.90,21.30,135.34,219.80,263.81,46.94,148.87,13.96,68.23,174.53,65.14,187.32,277.84,33.07,196.59, ,191.49,287.03,15.08,268.22,57.70,47.52,139.53,280.37,193.16,258.71,257.34,194.47,275.39,109.23,128.93,193.70,176.52,68.84,274.62,192.18,27.71, ,167.24,279.11,257.78,210.13, ,207.68, ,183.07,14.05,220.68,4.74,187.33
9.95,160.09,271.11, ,210.81,241.95,170.26, ,41.56,198.14,11.17,75.03,149.29, ,69.98,10.02,287.23,21.03,55.59,37.28,142.75,139.15,223.52,278.06,50.97,54.86,92.72,296.21,261.69,292.25,185.18,42.75,197.77,238.59,131.81,201.36,223.96,59.25, ,37.31,100.89,59.05,211.58,18.27, ,103.56, ,288.74,207.56,90.83,99.75,103.16,245.54,299.57,136.97,35.98,151.23,293.15, ,204.73,177.20,214.88,294.07,269.51,287.25,277.96,230.41,61.76,267.69,5.60,276.45,289.72,3.87,143.88,285.52,295.89,151.89,143.48,290.45, ,277.70,11.04,174.07,298.06,0.88,185.69,113.99,244.34,42.20,108.61,56.44,252.25, ,163.02,155.06,175.64,131.18,199.19,293.36,65.54,233.26,59.15,17.06,132.22
139.68,90.39,259.59,48.30,256.71,241.40,64.79,299.92,236.33,263.44,131.48,103.15,232.05,252.62,259.77,230.89,287.99,195.50,268.88,126.34,155.11,37.37,184.77,115.86,236.39,50.80,108.28,132.61,16.24, , ,170.07,75.47,241.60, ,210.48,231.98,69.88,173.44,184.49,105.63,147.12,56.39,293.22,47.61,226.58,22.99,2.92, ,160.98,249.04,95.39,198.60,233.69,104.91,82.80,29.10,162.75,144.78,207.26,125.36,281.69,263.80,261.12,162.35,92.03,88.72,275.20,118.88,185.64, ,268.44,161.45,102.17,201.61,282.74,5.28,238.41,187.34,224.61, ,46.70, ,135.42,71.64,192.79, ,116.58,276.82,274.32,158.17,235.25,32.54,43.38,130.38,143.42,231.47,238.12, ,34.56,198.27, ,91.06,244.73
199.60,263.64,255.19,223.72,159.91,82.42,212.34,210.16,165.88,293.65,119.81,138.56,16.29,169.76,31.47,14.99,36.03,104.99, ,28.72,260.35,264.09, ,176.89, ,42.77,246.73,35.24,285.33,81.04, ,188.39,252.90,192.62, , ,280.16,26.34,242.79,125.92,208.63,180.23, ,95.65,192.35,173.19, ,254.22,237.94,69.31,45.98,179.77,259.55, ,285.89,153.22,147.67,205.83,139.88,196.06,175.98,66.42,266.09,3.39,103.90,143.15,191.99, ,119.98,34.42,50.52,183.63,203.85,253.55,283.15,250.39, ,38.80, ,4.90,249.64,254.95,221.89,287.63,124.19,91.61,138.01,214.79,189.85,164.91,172.96,164.49,66.74, ,51.85,167.05,257.44,157.85, ,107.54,194.67,148.32,90.34,128.41
7.96,123.76,161.66,20.93,120.08,87.70,139.52,149.28,52.95,200.28,262.77,146.74,239.55,143.71,281.39,35.02,290.38,162.22,155.50,178.18,270.84, ,110.36,107.10, ,202.18,220.36,60.88,22.38, ,166.09,43.55,65.33,128.60,195.13,79.62,158.82,49.12,13.01,186.09,12.26,22.28,220.78,126.21, ,126.64,75.70,93.60,222.29,42.52,21.63,226.02,181.97,149.03,294.23,192.76,20.78,136.61,113.95,212.32,233.45,151.89,195.91,223.06,71.99,264.60, ,190.62,170.70,42.57,166.07,70.13,71.86,117.01,77.26,70.29,74.30, ,83.44,276.47,123.36,272.08,142.08, ,35.62,150.42,8.89,129.28,296.89,42.32,59.11,254.75,298.67,238.65,112.50,6.12,67.16,91.08,196.66,133.70,183.40,10.47,0.61,271.30
40.89,111.39,133.20,229.41,95.20,161.52,111.86,26.70,222.21,34.13,169.67,51.15,151.95,245.37,201.37,150.05,230.30,42.28,27.60,195.37,139.75,30.50,224.52,130.62,174.98, ,44.66,16.77,184.53,43.10,279.76,187.14,190.07,264.31,176.18,148.93,75.75,29.48,130.34,157.97,261.66,242.69,55.30,104.05,37.84,276.92, ,164.05,296.98,203.95,188.81, ,187.79,5.28,243.06,3.94,112.70,123.76,271.91,14.84,118.89,223.10,70.29,259.86,27.00,213.89,161.30,77.02,269.54,266.35,217.93,13.63,235.88,86.01,16.45,283.75,153.54,231.14,236.88,233.77,163.49, , ,201.50,73.89,100.76,83.64,10.52,49.31,234.66,154.20,236.17,86.44,44.82,13.55,208.58,245.58,94.99,96.88,205.47,167.52,211.00,24.91,48.43
167.93,209.54,234.19,160.10,235.43,38.21,186.61,196.31,18.88,19.20,287.78,286.52, ,197.52,255.81,154.90,286.97,239.56,72.18,169.20,20.70,131.02,260.73,165.99, ,157.28,212.46, ,198.98,267.69,106.82,215.54,253.53,99.70,211.62,278.36,264.69,154.94,268.74,173.54,208.58,292.00,182.70,57.49,137.41,178.17,248.69, , ,296.21,95.31,177.52,288.66,72.74,237.92,259.26,176.20,81.70,188.54,5.27,46.07,271.22,86.91,17.94,122.13,298.49,221.99,291.12,18.22,54.25,105.33,67.60, ,149.29,69.89,155.01,159.75,287.15,84.60,101.94,29.19,75.94,38.09, , ,270.18,2.98, ,16.49,88.46,143.21,267.73,93.20,116.64,270.80,175.48, ,252.93,118.67,153.67,280.83,105.49, ,108.48
