Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117
151.17, ,136.50,173.04,13.09,184.79,242.21,286.57, ,55.35,15.78,160.60,33.28,110.46,117.67,32.62, , ,169.63,20.29,126.47,76.79,28.73,91.06,42.13,166.91,183.83,73.57,173.33,80.76,201.41,116.26,54.41,117.81,99.99,287.75,282.05,75.31,120.10,161.64,272.74,259.70,211.24,200.99,140.13, ,41.54,184.62,234.61,93.37,131.18,146.40,213.52,132.94, ,299.31,193.27,114.50,128.62,186.26,110.31,11.37,67.92,63.29,126.17,136.85,225.65, ,283.29,42.17,206.15,115.55,266.48,106.59,216.23,5.72,242.65,257.21,100.02,184.61,274.95,280.36,204.74,90.99,30.54,4.27,206.36,228.78,207.42,292.31,167.71,69.49,30.13, , ,175.48,273.65,95.37, ,0.11,201.18, ,34.33,269.92,12.24,113.54,234.08,43.31,103.88, ,134.00, ,264.15,260.10,165.42,191.82,55.59
176.80,227.76,136.15,151.83,96.38,68.06,71.23,132.25,224.17, ,63.68,273.26,148.31, ,203.78,219.70,297.42,203.10,7.64,122.85,187.65,124.85,249.70,67.07,71.18,126.34,54.92,53.56,162.86,77.66,67.52,26.01,93.86,290.11,268.37,260.97,32.21,111.72,281.89,63.86,170.04,133.37,204.75,58.53,151.56, ,219.08,160.26,227.42,274.13,57.75,289.88,119.30,25.49,57.58, ,110.66,55.26,299.28,130.96, ,282.51, ,201.59,22.13,254.98,159.74, ,246.84,83.02,49.48,167.36,12.80,217.72,87.69,86.40,292.71,75.31,38.22,176.82,259.31,20.77,222.17,240.07,278.45,235.17, ,102.53,144.41,52.72,222.64, ,270.34,162.16,182.40,282.83,266.16,121.65,12.95,291.60,212.84,276.12,297.99,250.53,252.14,185.70,8.12, ,278.46,63.78,189.75,6.94, ,249.08,217.24,114.43,215.06
178.89,175.27,298.91,9.86, ,195.57, ,295.74,197.86,100.11,192.85,228.92,294.58,212.43,140.04,120.66,54.13,246.28,176.43,55.21,196.23,81.87,185.89,67.29,80.70,5.73,231.67,115.36, ,27.79, ,54.65,7.80,258.27,38.18,199.27,21.00, , ,126.46,180.48,29.53,61.15, ,292.81,50.10,82.56,57.12,132.54,43.06,274.11,279.50,196.42,129.82,132.77,118.38,113.17,108.07,73.27,9.08,113.24,285.15,137.07,231.06, ,274.12,32.22, ,141.04,263.31,159.60,203.55,174.62,290.11,91.07,126.01,129.47,159.34,135.06,156.88,266.02,40.23,247.21,67.37,179.17,59.11,126.76, ,1.38,6.85,70.46,110.08,199.70,29.95,184.39,171.21,292.38,290.74,33.41,236.69, ,267.37,220.17,143.45,95.51, ,79.58, ,189.66,213.72,93.87,123.38,99.24,112.61,64.63,218.85,218.61
248.27,221.30,280.11, ,75.62,49.14,80.88, ,144.79,283.85,204.91,58.89,181.12,189.60, ,108.45,72.04,260.87,70.27,238.13,234.68,22.59, ,103.47,213.80,23.86,186.92,4.88,232.93,117.30,131.75,230.98,42.76,105.23,150.22,238.91,169.22,7.83,121.59, ,35.39,223.88,246.48,237.91,85.58,9.59,255.65,139.09,23.08,205.24,69.27,262.77,9.00,62.33,37.02,62.08,233.20,5.44,138.62,71.97,67.26,132.31,61.88,122.92, , ,108.83, ,71.60,176.94,76.55,24.04,101.07,183.38,101.89,225.65,135.02,112.50,282.15,278.46,258.33,143.99, ,103.70,243.86,31.35,194.45,254.93,171.41,28.01,153.27,184.09, ,33.94, ,16.09,121.14,104.75,113.63,56.83,245.64,35.23,231.58, ,186.51,218.75,102.33,91.17,61.28,119.49,0.69,111.31,83.30,251.85, ,43.08,111.90
25.39,265.71,76.81,143.48,231.79,253.47,172.54,170.26,266.35,162.90,76.79,11.82, ,279.69,4.94,164.21,29.77,259.37, ,272.41,239.28,211.59,13.17,39.61,246.34,148.90,234.49, ,246.31,81.11,135.74,230.39,79.71,11.28,246.90,11.48,38.72,288.71,228.83, ,112.26,277.05,128.40,186.86,157.84,28.75,106.03,14.22,194.51,117.26,221.28,245.06,255.41,287.11,89.56,157.95,79.10,162.98,46.53, ,204.37,183.91,126.16,2.43,193.22,49.40,198.10,71.85,221.50,183.61,22.13,266.32,22.65,86.93,147.85,85.31,156.90,40.42,267.93,215.20,19.67,287.94,230.69,114.26,292.37,260.56,241.43,238.46,28.20,194.24,162.16,228.26,248.77,2.13,11.54,77.84,181.92,248.97,125.58, ,117.95,225.35,2.53,70.91,180.43,160.85,258.46,284.73,89.17, ,5.87,196.98,296.16,149.50, ,275.08,156.30
69.46,225.48,233.88,38.60,92.69,170.78,39.85,28.69,108.93,134.89, ,218.61,284.22,15.16,43.19,32.03,92.97,61.70,47.56,203.55, ,103.00,201.94,188.17,271.87,238.97,70.98, ,141.02, ,156.18,136.67,36.25,272.66,34.58,197.50,41.17, ,144.17,145.41, ,76.04,277.29,65.66,159.29,189.29, ,45.47,21.20,28.27,197.83,28.67,75.70,76.61,64.81,227.10,207.81,286.25,184.59,232.37,160.55,122.15,207.93,140.36,92.78,223.21,46.83,26.05,73.22, , ,23.45,48.24, ,34.49,276.61,30.33,196.30,31.61,261.67,184.99,292.00,114.01,100.45,8.65, ,111.31,277.14,65.33,66.01,59.88, ,95.63,43.43,248.04,36.56,274.26, ,266.26,214.53,75.63, ,298.62, ,179.23,203.58,122.07,101.92,133.57,277.58,279.30, , ,6.06,28.60, , 
202.78,243.73,181.09,277.03,270.07,97.30,100.82,143.24,101.32,138.62,4.68,48.39,172.26, ,200.86, ,195.72,53.03,163.26,40.69,234.74,296.55,184.40,251.41,0.11,4.45,131.62,256.65,289.73,234.47,29.77,8.32,101.39,64.93, ,105.62,230.22, ,262.26,198.86,28.43,266.41,37.70,42.02, ,31.74,212.52, , ,196.01,230.45,143.44,252.83,0.04, ,101.52,66.22,58.99,199.36,127.53,123.43,231.41,201.29,14.01,207.69,285.00,73.52,129.64,195.19,268.66,144.14,223.55,70.57,5.01,7.94,206.98,2.09,232.85,193.06, ,100.75,277.36, ,219.71,132.08,295.29,193.14,170.92,49.80,99.23,211.42,187.36,238.54,256.80,92.83,118.26, ,208.19,37.56,282.26,203.72,249.45,290.29,175.38,138.69,206.21,28.29,80.87,251.92,103.49,63.15, , ,203.96,210.88,221.40,195.67
290.30, ,280.59,4.95, ,121.83,266.21,7.16, ,259.08,100.30,80.56,23.97,257.61,139.78,95.13,94.81,23.22,49.83,173.93,91.38,176.61,212.84,92.32,23.53,277.33,133.81,177.48,286.79, ,126.57,126.64,129.03,182.72,96.73,242.89,277.90,28.11,102.37,155.39,78.37,39.63,40.60,79.69,84.31,229.89,249.01,70.38,103.43,147.00,139.62,51.66,279.41,180.59, ,35.98,212.99,183.71,283.38,194.88, ,109.66,276.42,168.19,136.70,299.89,171.78,73.58,257.04,3.22,134.78, ,278.86,116.39,166.02,143.79,281.54,170.55,185.74,261.38,65.92,232.44,104.77,123.20,28.99,31.43,10.98,40.23,220.10, ,86.12,296.19,237.93,17.56,91.26,292.50,12.70,256.24, ,28.19,58.48,61.71,223.80, ,264.03,179.28,214.93,77.06,112.41,116.64,46.12,76.75,231.70,264.11,151.76,216.12,52.85
98.98,197.10,101.95,234.20,281.79, ,58.85, ,73.85,189.02,84.79,158.58,55.21,204.42,117.06,244.25,93.84,12.67,214.90,152.07,95.85,298.23,192.72, ,266.57,290.54,20.16, ,36.65,67.80, ,184.86,162.74,155.45,67.44,120.87,298.47,277.90,268.21, ,26.69,291.63,112.45, ,68.75,18.88,91.07,298.76,21.57,30.70,67.47, ,188.34,21.89, , , , ,179.28, ,170.90,212.83,97.52,272.33,61.85,76.36,39.34,222.11,274.96,168.18,177.92,20.26,106.46,162.76,53.76,185.31,131.26,173.72,79.72,45.19,209.47,202.17,219.49,18.85,113.86,192.82,35.39,28.00,87.57, ,141.33,112.10,38.00, ,266.78,85.78,131.51,133.53,244.05,157.96,247.47,149.92, ,185.32, , ,140.95,253.95, ,66.05,127.09,288.00,266.24,105.85,69.01, ,13.06
289.40,239.88,125.88,224.82, ,216.41,274.52,292.32, ,58.37,14.96, ,108.84,66.85,98.65,154.08,148.92,219.50,86.37,250.77,105.54,0.12,0.33,120.73,231.43,51.02,23.55,229.59,86.58,47.08,132.30,115.32,47.65,106.11,215.54,0.57, ,0.69,19.17,163.76,206.75,62.84,195.90,72.86,235.10,75.37,201.59,235.66,24.18,288.92,186.02,158.78,64.63,250.13,134.78,95.61,286.24,184.81,6.98,210.43,26.96,62.41,262.34,111.36,268.54,144.73,146.07,61.66,162.96,294.49,125.68,39.29,248.56,294.06,181.75, , ,190.31,137.26,258.08,139.17, ,283.90,194.96,142.85, ,154.64,148.11,190.24,92.24,111.49,94.33,290.80,201.95,251.96,33.76,287.82,136.67,156.83,231.67,60.70,294.59,137.47,195.67,30.10,166.51,74.22,134.83, ,36.79,204.75,279.89, ,152.82,100.53,169.31,153.87
69.53,145.35,291.17,234.71,28.93,162.86,62.06,168.17, ,114.30,110.48,34.39,247.01,274.83,155.15,110.53,76.57,230.51, ,271.53,271.43,19.49,103.61,131.98,96.41,86.08,276.94,50.39,127.28,126.07,191.38,194.46,209.67,207.04, ,178.56,75.03,131.00,282.63,41.30,8.96,40.49,184.70,75.35,48.03,162.01,2.96,26.42,204.79,186.53,283.48, ,58.50, ,267.82,253.08,181.15,216.88,287.00,142.39,137.52,173.94,22.39,294.65,156.38,228.69,297.46,108.00,270.67,247.52,278.85,247.61,162.63,81.64,266.06, ,103.59,85.92,136.84,97.78,119.20,114.35, ,26.51,201.68,22.23,235.66,49.79,161.08,47.75,62.05,166.75,117.41,59.96,118.04,18.31,141.98,118.05,10.22,274.21, , ,61.10,297.51,260.67,23.30,101.32,22.24,59.38,249.26, ,67.31,78.48,284.10,189.05,104.24,262.41
175.34,77.23,256.35,213.40,211.42,216.27,244.05,56.15,133.60,143.87,17.61,271.91,16.36,289.92,194.57,136.74,211.16,22.63,102.08,282.46,157.85,10.26,83.07,185.60,241.91,117.57,251.81,261.24,250.44,88.78,203.47,214.91,139.48,282.15,173.57,255.06,163.35,133.33,31.74, ,273.64,280.64, ,70.12,268.38,145.55,165.56,282.68,163.66, ,145.81,191.58,18.79,273.77,56.33,15.85,83.25,123.64,222.66,134.01,92.23,262.61,20.12,132.07,175.29,118.59,17.96,131.52,233.17,20.86, , ,64.75, ,188.40,248.86,6.61,104.47,28.52,181.30,85.94,215.44,100.48,58.13,68.05,43.82,115.73,198.79,98.07,178.64,180.11, ,186.72,103.18,221.93,229.20,142.99,177.51,11.56,241.28,182.10,166.02,151.89,254.22,297.41,182.97, ,10.47,28.56,85.77,125.81, ,87.89,216.74,168.97,79.45, 
261.54,216.53, ,115.87,2.62,232.93,97.15,196.07,103.32,165.51,225.76,185.44,294.14,279.05,30.48,273.36,20.04,297.52,118.06,8.21,226.66,6.28,15.90,103.55,2.30, ,228.06,184.45,271.53,220.75,17.11,107.99,299.28, ,36.30,209.00,166.51,285.64,159.46,75.14,120.77,232.06,5.49,4.23,180.98,167.95, ,147.20,106.07,51.36,182.78, ,227.28, ,212.93,105.79, ,68.80,289.04,155.03,210.31,241.73,150.12, ,158.10,230.50,103.36,165.86,79.03,213.42, ,126.34,28.66,90.79,76.06,98.33,74.36,90.35,99.93, ,206.83,82.65,62.74,119.19,172.14,205.14,240.94,211.89,156.67,210.91,28.76,52.46, ,61.11,81.19,290.67,67.87,289.61,151.98,24.38, ,222.60,133.30,113.72,283.66,297.90, ,26.66,276.98,250.42,36.71,199.13,238.58,116.62,172.20,103.80,49.18
119.18,284.85,148.62,266.39,27.95, ,54.61,20.52,296.70,77.83, ,105.20,224.73,195.08,190.42,293.51,150.43, , ,95.42,165.33,242.14,222.76,247.89,6.19,265.74,66.84,22.53,260.95,93.86,44.19,154.91,223.88,150.38,140.62, ,5.96,263.65,230.36,147.14,255.51,165.15,202.99,42.84,120.16,168.90,34.28,131.10,77.06,222.36,277.07,296.95,175.75,182.26,209.92,5.52,165.55,185.74,29.89,143.58,218.67,126.24,165.65,24.93,93.78,218.15, ,215.10,291.19,236.14,85.62,102.83,131.08,136.79,3.40,43.20,284.04,279.68,221.32, ,164.03,209.22,101.66,297.27,15.85,91.67, ,57.20, ,188.29,46.43,192.91,131.12,95.85,26.03,108.12,294.78,293.87,54.32,228.66, ,244.51,42.72,183.14,273.68,288.21,139.21,56.09,207.24,46.86, ,79.71,91.53,174.30,278.48,180.92, 
131.98,204.77,209.34,274.62,180.69,46.20,38.96,270.92,204.73,40.25,97.49,124.74,116.70,150.46,91.06, , ,209.26,97.74,18.21,1.61,35.20, , , ,189.73,54.84,60.62,5.01,212.79,119.72,27.44,213.99,190.57,294.31,234.76,139.08,114.51,42.31,256.79,12.43, ,67.27,197.47, , ,68.10,20.21,263.48,105.01,75.82,42.84,176.79,35.77,270.25,226.22, ,42.69,177.07,212.27,77.01,290.17,135.69,297.70,189.69,131.73,258.78,281.06,250.56,191.24,107.05,60.68,295.54,84.63,282.92,103.72,64.49,37.42,20.10,226.90,218.07,148.01,132.39, ,82.95,223.57,72.91,278.09,184.10,97.17,64.39,160.43,158.57,161.74,274.42,285.64,114.93,32.22,176.66,24.10,127.15,177.02,136.23,212.60,236.59,77.04,103.85,125.30,191.79,21.16,183.90,50.43,51.07,290.61,243.94,187.35,262.38
271.16,219.49,118.94,193.53,157.06,133.45,259.79,269.40,191.46,287.76,152.13, ,142.74,268.48,153.91, ,218.28,218.44,194.50,293.85,233.36,85.41,133.27,92.05,26.16,255.98,225.40,52.75, , ,218.43,173.22,228.12,268.74,229.27,183.93,251.28,74.03,184.10,81.90,9.98,259.66,121.98,74.06,135.01, ,53.43,67.26,61.31,280.19,88.04,91.80,94.71,85.19,93.19,213.30,2.47,29.00, ,214.07,18.06,67.40,102.51,279.35, ,138.11,169.78,237.57, ,32.28,22.50,263.85,76.98,17.47,62.19,241.68,28.39,25.33,171.83,296.39,241.79,289.30,128.08,273.49,152.76,260.32,169.44,190.26,257.35,44.76,193.62,295.80, ,21.13,118.00,14.19,90.76,258.48,100.57,100.18,26.70,150.53,275.39,92.22,32.05, ,51.60,253.00,115.57,68.53,17.17,147.56,8.26,244.83,220.62,235.13,145.46
261.37,16.47,139.64,68.12,204.85,33.13,167.12,57.02,282.07,153.14,60.54, , ,296.34,124.14, ,269.60,242.49, ,278.56, ,46.68,132.15,29.38,33.52,47.02,160.14,122.30,181.74,239.44,280.04,11.26,90.86,184.06,297.89,11.92,100.38,150.79,225.00,222.54,58.24,227.68,90.76,208.16,33.68,159.62, ,170.88,48.20,109.30,149.63,93.46,82.76,154.97,77.07,237.83,93.38,263.27,298.15,219.93,46.94,130.28,24.87,285.91,152.90,154.61,77.59,6.70,100.14,175.64,196.81,212.79,20.86, ,19.01,221.90, ,289.43, ,14.30,282.83,274.00,241.98,155.63,283.23,290.20,191.63,41.71,80.20,25.96,33.88,145.58,34.63,245.21,78.76,275.68,46.88,139.63, ,295.26,209.43,169.11,202.87,96.04,116.71,233.92,161.83,218.55,13.51,62.82,79.15,143.76,69.21,280.37,19.65,236.99,286.87
283.41,142.62,97.69,207.40,32.31,10.50,186.84,251.25,192.09,271.98,171.14,129.30,99.27,127.13,78.02,142.36,3.73,140.88,244.32,133.04, ,143.54,4.35,178.74,59.64,225.98,80.28,224.79,66.44,58.92,151.75,245.07,176.64,54.06,174.37,111.11,219.86,78.49,122.19,178.21,166.36,277.32,71.37,178.42,275.84,240.51,110.25,40.77,115.63, ,290.00,76.07,117.04,219.48,152.90,219.45,43.06,12.04,95.01,168.12,189.99,173.33,215.71,58.36,174.54,167.56,50.38,5.54,274.33, ,127.23,128.12,144.79,174.00,246.78,2.61,278.14,52.93,23.77,54.09,286.39,93.93,257.66,156.46,11.89,33.75,183.20,1.07,13.63,162.48,263.21, ,241.36,192.94,296.92,291.18, ,198.46,142.09,54.76,281.21,80.03,205.76,176.83,291.22,81.89,150.87,18.78, ,291.93,223.55,188.59,212.13,113.19,21.85,284.11,250.53
100.43,256.52,142.32,54.88,245.25,183.64,227.36,276.81,58.32,208.14,115.08,126.66,49.61,197.59,168.90,84.48,113.61,32.99,204.36,288.70,296.45,139.96,46.86, ,105.17,51.23,132.22,178.73,221.11,258.08,196.13,39.32, ,80.33,175.73,286.32,134.30,36.78,206.58,91.03,188.81,100.91,240.38,119.62,193.52,258.94,42.99,187.68, ,268.00,160.68,93.23,86.99,61.90,282.58,152.27,34.35,133.17, , ,94.86,299.10,160.62,284.70, ,193.16,3.14,71.38,93.29,42.82,158.39,151.87,256.33,38.28,17.29,117.58,108.38,121.97,179.88,34.80,4.56,16.34,228.01,263.54,184.22,190.58,110.41,46.53,226.57,283.52,98.33,66.73,120.37,256.80,158.12,105.89,219.55,170.39,209.96,168.86,140.28,136.78,101.89,17.44,268.13,272.33,102.06,273.17,227.75,222.68,221.56,248.56,150.82,288.66,252.87,154.96, 
291.74,18.86, ,47.33,62.24,209.65,58.71,86.74,112.78,72.34,37.99,175.45,139.85, ,92.72,104.54,238.60,229.72,271.34,4.79, ,24.44,217.55,207.00,69.61,13.70,54.13,162.85,240.50,93.68,95.42,294.63,53.91,211.00, ,202.01,176.78,40.60,172.80,107.96, ,127.75,35.31,242.49, ,183.00,205.12,296.28,67.71,74.35,188.57,220.87,101.89,45.83,298.61,266.23,95.72,234.32,194.91,229.00,227.63,293.93,185.08, , ,267.77,111.42,13.27,246.92,129.94,257.64,211.37,235.12,83.47,293.60,285.63,71.44,34.61,46.01,55.58, , ,126.75,179.69, ,126.61,146.13,212.81,30.72,209.80,220.15,31.41,64.86,269.96,288.62,24.13,90.91,80.80,50.09,293.95,80.91,145.28,239.90,201.73,194.78,8.43,190.75,13.46,293.85,233.72,18.76,190.79,181.19,223.93, ,217.87,117.22
266.66,278.33, ,248.95,57.51,34.46,297.21,203.87,31.34,273.54,95.44,159.76,135.92,207.90,1.56,289.44,295.94,18.32,279.70, ,37.22,274.69,221.86,189.36,53.95,186.46,122.39,263.81,186.70,6.92,49.06,48.37,32.13,107.37,61.78,293.04,299.29,84.48,290.33,134.07,0.79,148.32,71.32,222.19,159.62,16.94,265.30,297.72,147.39,50.25,179.73,8.17,11.01,100.17,66.49,45.62, ,193.94,26.09,112.65,165.69,1.06,7.06,72.09,213.76,54.75,56.92,131.11,109.05,36.10,290.25,156.02,225.12, ,251.22,60.64,221.72,236.39,109.46,68.18,216.52,168.70,2.28,170.56,75.79,274.32, ,244.66, ,169.79,90.09,148.19,56.34,253.12, ,62.57,134.17,212.00,45.22,81.81,122.01,87.75,294.34,0.90,16.13,108.80, ,229.80,83.82,26.39,278.86,99.51,226.55,186.35,21.26,87.90,259.81
120.97,102.27,177.04,111.02,150.08,253.14,175.79,66.02,73.89,294.56,19.22,149.43,227.20,43.37,203.91,123.03,179.32, ,56.37, ,76.41,150.11,196.54,66.50,228.08,7.43,13.79,143.75,232.23,33.91,86.05,278.78,262.69,134.39, ,100.98,290.88,163.37,114.18,86.93,117.35, ,39.99,110.82,104.33,254.69,18.65,76.06,249.83, ,84.22,70.02,134.47, ,297.83,217.02,168.27,4.45,77.92,36.71,228.17, ,182.86,250.45,55.34,173.42,103.43,215.30,142.84,234.36,47.60,162.70,183.97,239.16,234.38,16.27,211.76,54.92,136.59,18.21,253.26,286.02,149.28,230.15,251.09,237.80,180.20,233.40,256.96,43.73,156.14,14.46, ,69.38,53.90,180.73,28.01,231.84,221.65,14.86,84.24,151.57,59.57,16.33,209.03,167.47,45.03,114.83,144.78,275.45,258.96,144.49,228.55,71.68,209.49,63.97,265.90
76.66,167.62, ,76.65,16.67,26.91,291.85,88.91,115.30,135.01,132.08,200.05,193.66,117.90,114.22,246.09,188.29,197.38, , ,263.17,151.05,81.56,129.93,18.95,158.07,216.73,275.95,198.56, ,16.46,281.24,95.88, ,67.43,297.66, ,260.83,33.45,107.18,80.85,195.29, ,49.26,125.87,59.59,194.81,40.88,207.85,140.48,185.34,127.23,96.10,143.84,43.07, ,219.41,206.54,201.69,163.96,168.13,204.10,83.97,233.43,38.56,269.06,287.74,84.63,273.07,14.59,137.33,23.67,284.95,171.45,272.48,31.15,224.57,33.16,65.96,137.11,68.99,61.93,283.14,227.48,240.82,51.00, ,74.67,36.36,6.34,277.37,254.16, ,189.41,274.86,117.73,59.89,218.13,243.46,268.37,157.48,113.02,287.35, ,122.24,288.04,123.81,170.34,83.39,267.38,111.51,52.26,282.64,141.62,182.45,72.83, 
282.02,108.86,30.85,91.61,80.06,55.45, ,133.42,227.19,63.39,23.55,262.19,54.64,110.64,146.69,290.48,165.49, ,134.86,247.93,119.40,146.66,73.46,8.27,164.39,265.70,132.62,165.29,135.99,249.45,115.80,63.56,298.40,18.79,108.21,59.72,294.71,102.45,143.59,270.48,219.80,211.09,17.54,191.23,45.48,226.61,273.59, ,272.00,42.93,18.83,164.98, ,71.36, ,214.95,43.01,79.42,134.02, , ,23.07,255.88,76.87,137.34,141.29,277.67,214.59,193.87,242.94,150.93,270.74,151.46,288.81,292.95,62.72,33.23,139.96,249.54,106.27,283.87,196.22,131.78,258.04,190.37, ,41.30,194.61,44.28,95.99,201.32,37.88, ,123.67, ,73.21,47.44,231.66,56.30,126.79,151.24,57.47, ,98.77,270.92,289.33, , ,80.60, ,271.61,126.04,114.01,250.35,59.33,156.45,75.21
282.74,135.67,278.69,138.99,182.89,213.08, ,177.57,267.66,114.38,5.99,254.50,67.30,264.57,272.40,24.53, , ,91.30,229.68,242.13,186.16,66.49,33.96,91.11,124.01,142.11,22.44,35.23,212.57,39.05,79.99, ,142.92,231.90,244.25,188.20,121.34,164.16,209.22,160.79,232.23,52.95,88.72,97.46,62.14,217.52,177.24,87.70,295.67,266.24,254.77,37.58, ,201.74,238.92,6.58,242.19,202.71,161.59,101.88,114.42,257.57,76.37,149.22,234.34,62.78,123.59,211.84,246.91,45.49,123.54,35.59,124.93,70.15,290.59,26.57,71.15,166.53,222.81,244.06,184.57,31.42,224.05,207.86,56.84,56.80,5.43,246.11,30.70,116.87,188.28,126.30,127.58,106.95,8.57, ,193.14,238.96,281.90,109.16,239.06,209.67,67.95,65.54,32.76,15.17,270.07,180.35, ,173.18,36.57,87.46,74.89,183.07,127.22,85.35
4.35,189.76,215.82,189.32,224.58,129.29, ,287.90,170.69,32.16,10.66,294.59,288.80,137.84,267.12,50.35,207.48,136.96,114.04,220.58,253.36,57.45,132.89,90.98,19.45, ,30.11,205.31,25.85,122.73,12.34,41.18,233.34,96.51,53.44, ,281.61,76.88,10.64,84.42,213.36,224.75,133.98, ,118.86,74.61, ,86.95,19.67,200.79,143.01,12.52,50.56,46.94,33.18,37.21,159.20,221.47,74.64,45.76,174.31,178.64,11.89,83.35,12.09,290.64,149.52,123.39, ,170.33, , ,64.73,87.12,69.54,89.94,216.84,299.30,72.61,262.14,198.56, ,182.70,205.38,287.50,232.30,199.09, ,127.01,163.31,39.85,85.20,57.84,23.76,252.28,172.34,134.56,208.13,253.60,90.23,179.96,218.13,18.09,179.99,202.50, ,242.35,144.42,33.98,95.89,98.74,263.46, ,34.36, ,287.96,1.90
293.72,191.91,138.98,38.45,272.37,43.29,57.89,286.86,34.16,183.00, ,146.46, ,180.82,213.51,181.11,142.57,36.30,33.30,104.35,159.36,153.49,291.43, ,278.29, ,61.04,257.42,32.71,37.89,170.85, , , ,224.88,203.10, , , ,31.84,140.42,140.39,96.71,110.14,55.26,286.21,207.23,116.17,232.44,196.52,38.99,239.63,266.42,225.88,262.69,282.55,143.04,234.96,53.69,39.71,216.28,121.64,44.84,68.63,224.83,292.04,28.46,229.60,130.66,39.69,113.19,196.46,145.19,195.99,176.51,7.84,261.62,216.30,67.28,283.74,250.08,255.93,207.45,273.42,41.01,131.45,35.37,110.44,159.33,79.45,242.12,128.62,216.76,210.20, ,193.94, ,169.72,258.46,117.62,115.28,245.01,12.82,274.64,160.93,129.68,169.81,27.67,275.53,43.35, ,73.20,204.64,249.39,11.59,254.34,141.84
188.49,125.79,63.21,29.79,78.73,66.99,297.84,126.06,108.78,170.74,91.46,235.10,212.10,67.41, ,209.24,78.65,105.21, ,54.25,258.21,247.48,283.51,90.63,187.58, ,58.33,212.81,16.48,45.81,21.07,153.33,191.67,228.12,179.49, ,156.80,184.11,272.56,49.59,277.19,262.59,295.49,11.36,60.45,175.00,286.08,176.95,278.92,144.52,288.43,26.92,81.02,249.49,78.65, ,55.84,79.36,231.74,165.74, ,130.76,207.40,23.20,33.23,193.29,277.92,11.42,26.94,215.88,146.02,275.51,50.37,42.14,143.50,70.50,49.25,140.38,18.10,41.00,165.70,229.08,115.99,148.46, ,64.34, , ,94.88,109.25, , ,150.14, ,54.58,285.77,55.26,58.55,55.20,30.53,67.88,224.79,289.46,280.68,136.69,203.70,148.80, ,162.81,211.70,115.07,233.09,65.57,68.58,292.17,192.36,60.71
201.24,28.34,257.73,295.66,40.87,146.09, ,8.90,48.14,126.76,189.32, ,126.29,285.85,198.21,94.90,217.10,235.97,155.11,82.61,190.99,124.87,74.69,45.99,9.46,213.15,191.54,191.94,255.33,136.27,56.01,112.46,227.32,218.54,242.14, ,133.13,58.07,199.33,216.20,28.84,198.87,109.95,288.69,204.15,264.05,222.49,170.15,122.54,114.14,160.72,138.16,239.93,164.07,215.61,124.97,298.68,41.20,272.67,236.41,196.37,234.51,95.68,14.47,23.25,123.19,243.90,177.82,157.58,23.09,122.16,17.64,171.91,229.47,88.72,21.39,66.33,103.96,60.56,80.23,247.04,267.78,164.77,74.78,187.50,95.54,245.93,130.49,172.01,262.42,225.84,245.82,239.71,154.19,168.21,84.09,137.84, ,2.61,80.97,84.97,120.50,124.76,225.12,105.69, ,66.41,188.83,203.11,62.01,128.82,291.71,45.47,264.78,132.16,132.62,247.23
277.62,136.21,266.97,16.98,283.83,162.99,95.63,1.20,123.39,87.86,42.94,244.64,184.99,169.97,233.92,29.07,159.05,122.84,244.10,78.09,223.22,100.59,7.17,176.48,231.82,245.66,97.66,282.47,267.10,0.26,269.64,112.56,194.61,254.71,75.21,66.63,273.88,17.27,269.01, ,200.83,57.26,255.74,158.05,214.67,238.65,280.12,228.25,162.58,63.53,238.86,67.92,70.21, ,51.26,148.30,104.97,220.13,262.13,138.60,82.36,139.17,129.21,126.30,269.74,1.55,228.79,38.94,168.09,120.63,178.22,82.21,275.32, ,237.45,102.34,252.39, ,150.44,84.30, ,54.03,20.22,195.47,64.00,286.20, ,205.54,151.11, ,126.43, ,63.88,265.55, ,216.98,262.95,263.29,16.29, , ,42.38, ,106.38,140.81,45.55, ,196.66,260.22,24.19,86.97,88.98, ,5.95,259.76,131.11,19.86
