Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120
212.76,268.56,107.76,116.49,282.64,1.84, ,1.98,128.44,294.62,137.77,269.79,214.55,31.21,21.84,135.49,116.64,198.23,268.75,101.46,182.62,162.47,262.87,144.50,223.41, ,61.19,85.91,188.65,71.14,124.35,226.34,91.66,252.25, ,152.23,216.70,237.36,67.93,243.62,291.55,51.54,228.22,193.57,214.29,39.28,120.42,231.47,105.97,126.68,74.87, ,291.57,298.05,81.68, ,294.11,181.40,297.50,71.29,77.76,187.15,290.72,131.35,182.00, ,8.68,15.87,180.61,1.35,78.18,76.95,77.14,273.93,264.28,194.09,161.31,42.50,170.39,109.71,232.07,33.58,166.94,228.35,56.89,226.23,12.73, ,89.87,201.53,234.25,106.75,146.39,132.11,156.82,234.45,114.24,282.99,148.42,283.34, ,213.04,224.39,125.38,15.63,53.51,29.60,35.04,184.98, , ,178.28, ,127.68, ,110.67,74.08, , ,232.43
 ,156.82,217.64,140.49,62.32,42.58,103.82,285.89,113.10,3.55,239.80,194.32,241.91, ,85.02,209.59,82.22,174.27,219.47,47.58,245.40,275.04,220.17,32.21,249.93,49.01,267.63,90.85,122.15,72.62,171.02,224.62,284.04, ,203.52,207.90,227.37,111.02,244.43,5.89,197.78,38.89,1.34,185.16,41.28,207.04,44.08,173.06,173.29,157.65,253.92,212.78,89.80,154.97,271.64,24.11,194.57, ,195.91,148.89,23.41,237.38,66.04, ,63.36,116.87,76.71, ,289.49,76.36,107.04,284.92,134.70,162.47,118.08, ,266.98,203.25,26.09,54.97,20.03,152.62,39.35,207.69,218.82,102.26,266.80,217.03, ,71.37,245.27,155.54,156.43,28.35,270.35,200.34,223.48, ,60.38, ,268.07,123.84,186.19,94.64,272.97,146.61,126.50,233.80,216.98,226.31,235.60, , ,19.73,154.62,132.65,200.44,296.56,228.56,80.23
281.80,52.53,97.55,220.29,161.08, ,87.39,57.19,231.38,3.77,47.74,136.31,199.63,256.94,165.59,4.15,121.50, ,249.92,120.36,186.27,7.47,68.82, , ,21.45,56.64,5.90,161.42, ,98.45,179.38,62.93,152.84,240.89, ,95.80,4.55,195.95,289.92,102.09, ,123.54,74.28,19.02,10.07,85.56,208.53,72.57,148.47,155.88,19.57,185.16, ,167.22,6.80,94.81,212.10,232.43,186.74,244.24,91.15,102.40, ,67.34, ,215.81,265.41,217.22,190.33,250.41,281.34,214.69,66.10,188.60,52.00,79.61,92.18,225.78,70.44,261.93,173.37,240.34,182.91,94.41,8.86,130.78,2.03,66.35,172.26,66.65,30.29,220.50,17.02,17.05,210.12,130.15,156.72,222.26,228.05,112.86,61.50,227.11,289.12,131.66,248.41,85.64,44.58,101.17, ,118.22,62.53,279.21,253.92,68.28,277.74,106.42, ,50.06,210.00
135.23, ,83.64,286.22,284.56,163.51,144.77,195.22,78.94,53.32,224.12,26.41,206.56,116.51,182.89,263.01,93.50,122.65,244.65,239.48,101.22,275.38,84.73,153.29,45.03,196.53,28.21,171.01,55.77,287.79,245.80,160.74,255.48,216.45,92.26, ,193.48,104.72,43.65,292.77,20.34,103.85,227.59,160.50,82.55, ,21.21,100.94,133.13,165.34,256.55,205.50, ,164.43,290.56,165.93,115.40,182.71, ,110.30,36.27,28.58,122.80,278.11,231.75,280.16,160.82,54.69,22.60,230.75,196.34,79.14, ,265.41,173.47,172.68,177.44,148.08,268.14, ,191.88,151.08,226.71,108.75,78.22,187.18,44.56, ,123.69, , ,25.58,230.27,94.99,43.61,169.44,140.95, ,270.57, ,197.28,184.43, ,15.77,159.45,149.39,184.02,109.27,138.17,203.40,179.75,80.05,180.55,263.77,295.44,150.20,131.62,255.54,72.95,76.16
31.65,239.65,38.15,188.80,133.68,212.76, ,292.81,283.86, ,73.69,34.36,151.17,146.35, ,219.30, ,151.70,178.00,25.35,140.28,92.47,6.34,287.39,298.04,93.50,223.67,162.70,91.07,124.01,120.58,156.72,252.74,8.28,99.78,46.89,247.77, ,254.10, ,63.74,25.04,225.27,24.42,206.74,101.85,52.91,31.04,121.03, ,129.31,17.83,161.41,110.70,171.90,145.35,128.55,98.34,213.25,10.21,253.79,103.07,178.61,15.58,146.53,6.28,113.89,138.78,281.99,276.07,14.29, ,142.84,25.53,22.64,138.84,26.37,126.93,143.16,26.50,298.95,237.68, ,261.79,115.05,63.05,97.67,212.55,220.17,50.39,44.58,187.63,149.34,195.38,295.33, ,226.73,212.61,21.55,126.20,167.42,198.16,167.65,171.09,195.66, ,244.46,65.87,6.06,284.27,75.46, ,262.21,296.01,70.75,227.19,152.67,266.92,53.15,26.33
27.08,117.27, , ,35.84,60.94, ,262.38,262.43,288.72,207.63,239.51,90.74,77.86,103.37,238.50,155.02,265.03, , ,243.47,270.84, ,221.89,58.20,187.26,237.13,177.45,295.53,191.42,180.49,235.36,15.26,164.20,138.33,158.00,184.68,44.17,288.70,51.52,214.47,16.73,294.80,252.28,296.81,122.32,220.45,186.49,230.98,113.71,291.90, ,176.58,186.81, ,152.88,200.19,293.58,218.95,111.10, ,107.91,101.04,235.36,171.70,89.69,284.78,214.29,1.64,121.08,94.15, ,148.95,108.68,91.48,130.91,198.84,10.48, ,295.70,69.38,20.20,89.79,18.08,261.47, , , ,189.11,249.50,231.47,180.59,85.80,225.52,121.13,198.40,231.70,101.18,67.71,188.89,278.33,34.16,287.93,206.22, ,155.72,105.08,95.68, ,107.19,284.34,289.54,260.12, ,61.30,297.98,209.22,299.89,104.83,90.12
204.16,95.14,182.25,273.78,28.24, ,81.78,13.44,140.56,292.56,34.86,68.80,222.12,56.32,244.29, ,165.82,81.58,18.30,161.17,241.76,265.55,271.18,40.31,63.93,35.06,48.74,203.55,270.08,161.48,287.30,108.81,174.15,114.07,154.21, ,95.97,150.08,135.83, ,178.33,177.03,272.14,261.35,30.93,218.70,225.82, ,34.63,282.29,173.19,79.23, ,175.20,209.35,148.91,161.20,120.19,240.64,264.00,268.02,133.43, ,59.24,295.47,151.82,18.89,152.50,173.44,273.33,121.12,35.44,132.59,224.12,3.33,134.82,284.47,38.75,17.08,263.89,191.86,290.31, ,142.81,14.17,282.22,175.70,236.13,86.18,203.75,2.14,91.82,204.66,246.21,238.65,39.73, ,155.44,146.81,84.31,10.34,137.91,14.59,147.16,177.69,197.96,148.12,226.51,22.82,1.79,86.72,138.39, , ,279.42,290.00,284.54, ,122.45,217.21
58.53,91.64,109.39,52.63, ,108.21,0.91,49.01,155.98,125.55,181.23,266.87,168.71,171.56,73.86, ,287.81,199.98,45.97,5.78,236.91,206.80,159.52,236.27,172.77,72.71,4.90,277.65,46.40,47.69,2.92, ,290.73,6.27,18.05,75.96,252.54,23.44,94.10,76.08, ,199.75,223.79,291.65,80.79,130.50,155.79,259.11, , ,268.35,249.23,270.29,236.53,89.30, ,129.53,40.23,52.17,266.32,145.85,37.61,298.26,39.69,125.20,255.82,270.12,5.62,120.45,190.65,160.79,24.29, ,64.52,171.57,299.17, ,166.93,248.47,32.10,296.86, ,252.68,260.06,219.32,223.29,104.82,151.61, ,141.93,37.43,62.77,173.97,20.71, ,269.19,89.27,202.94,247.29,160.28,258.47,121.52,70.41,130.37,298.15,63.95, ,238.74,96.85,143.29,153.60, ,59.68,44.09,236.31,118.24,198.73,176.19,258.47,246.60
 ,244.75,232.57,32.82,86.22,284.02,247.22,129.96, ,119.69,159.92,69.44,152.59, ,28.78,13.34,235.01, ,179.76,76.58, ,247.90,156.77,29.59,69.54,137.95,279.24,126.76,285.45,187.83, ,216.62,173.14,177.04,36.02,269.62,70.66, , ,153.50,200.33,61.94,95.44,39.12, ,74.36,260.46,250.51,178.82,293.40,69.58,106.84,238.34,197.04,279.94,88.57,268.10, ,27.98,63.07,152.95,141.46,179.07,100.35, ,292.89, ,62.47,160.14,199.81,85.89,59.52,223.45,121.77,66.15,111.00,216.85,47.83,113.80,161.97,226.23,207.04,197.74,180.43,158.37,137.47,215.11, ,138.56,219.69,295.00,219.06, ,183.01,44.60,98.95,210.96,51.01,244.15,87.52,6.64,204.81,190.14,41.10,258.47,207.75,264.94,285.59,263.47,261.21,165.41,214.63,85.35,194.37,214.40,154.07, ,58.88,117.91,106.25
137.27,13.71,41.14, ,130.30,58.00,262.43,151.68,299.78,142.71,266.52,176.04,278.16,179.47,221.71,149.57,195.54,41.39,266.90,288.74,286.66,188.72,270.15,126.15,277.42,164.08,25.97,64.53,143.92,47.45,2.26,93.31,122.78,297.14,167.00, ,153.65,75.61,2.76, ,272.69, , ,37.36,176.88,227.84,45.88,86.43,172.31,245.94,14.45,84.78,228.96,35.10,47.28,264.33,66.73,256.70,73.79,188.19, ,116.04,141.82,57.91,263.63,135.91,252.11,43.49,7.95,168.66,62.44,233.86,73.23,182.42,244.67,225.90,272.42,166.83,133.27,4.22,162.40,55.61,219.12,248.06,114.27,196.59,123.22,102.42,1.33,234.17,161.32,141.35, ,8.18,35.28,252.21,95.31,187.79,11.45,157.88,101.16,135.11,97.82,80.29,266.89,228.45,226.46,54.24,290.54,8.19,295.33,157.99,52.73,0.45,32.68, ,133.84,137.81,230.74,192.00
70.26,153.47,183.60,37.39,232.53,251.99,95.12,116.34, ,162.12,29.29,44.54,28.64, ,140.35,273.17,33.23,289.49,26.59,128.69,116.89,163.77, , ,281.26,144.65,298.02,275.66,75.40,221.45,177.45,61.07,94.15,194.05,281.00,256.73,284.61,170.91,142.50,107.28,26.38,70.14, ,45.81,58.20, ,11.06,200.47,81.52,166.43,78.27,196.22,257.12,108.62,29.21,18.51,74.89,88.42,69.29,190.83, ,244.29,140.48,25.66,256.72,79.05,98.55,128.51,183.60,242.17,38.55,30.14,268.18,263.46,144.32,4.04,164.09,256.02,123.53, ,80.24,296.23,100.52,141.04,106.31,176.25,188.94,148.08,37.72,27.44,67.42,154.98,226.20,154.27,226.84, ,7.08,144.17,238.44,160.66,173.18,48.76,199.97,139.20,156.03,291.38,129.72,161.94,279.70,182.23,192.08,58.41,156.10,218.77,269.46,267.06,90.46,133.76,134.12,254.39
 ,245.77,164.97,159.05,278.96,75.17,16.37,247.84,249.45,134.30,119.88,11.05,4.18,96.29,161.00,249.01, ,194.78,269.47,7.30,173.00,237.58,147.97,10.27,280.38,197.79,280.57,35.44,115.69,39.39,223.31, ,74.46,254.09,182.60,230.02,21.14,282.58,209.58,93.84,293.90,170.87, ,282.38,178.21,116.02,208.39,26.22,113.79, ,36.51,69.94,166.96,28.15,174.66,163.05,210.82,223.03,175.22,64.07,36.35,44.96,70.54,280.17,198.09,260.05,41.47,201.13,121.07,57.96,167.02,264.23,77.96,159.52,45.40,182.12,85.74,35.70,11.38,194.52,235.39,144.06,184.56,185.29,274.48,1.36,164.27,219.34,152.84,195.42,2.46,280.00, ,15.70,16.00,139.00,266.96,69.53, ,114.73,183.76,72.36,230.72, ,150.06,3.54,74.28,231.39,181.79, ,197.49, ,229.06,97.91,96.63,139.83,282.17,158.52,41.30,2.10
194.34,156.78,81.09,99.67,82.88,32.06, ,296.13,108.00,209.68,195.82,143.85,59.30,29.11,154.08,132.78,267.09,288.79, ,219.85,78.50, , ,242.05,106.69,233.04,263.49,101.70,80.90,99.91,1.40,47.77,63.37,41.23, , ,114.35,170.84,91.16,3.42,241.98,87.02,15.99,112.08,91.12,89.98,86.67,121.62,165.52,14.23,233.30,112.96,271.23, ,62.39,243.92,42.73,182.62,70.02,29.84,24.25,277.69,9.49,36.89,234.58, ,141.33,40.96,202.83,238.09,74.59,87.26,81.56,52.81, ,285.94,99.02,251.97,225.46,145.77,105.40,184.22,221.68,4.52,242.24,114.05, ,152.88,261.50,14.13,233.75,0.24,24.47, ,101.17,176.33,198.24,27.29,245.29,121.86,124.94,266.53,149.68,91.88,19.33,36.65,260.07,33.89,286.56, ,87.73,14.17,178.44,61.97,241.19,82.76,135.88,157.53,296.54,166.75
234.70, ,268.34,17.79,76.11,46.54,92.08,228.12,205.19,188.73,165.20,248.85,35.55,213.73,92.26,277.18,63.80,167.01, ,184.81,99.50,80.91,281.24,241.57,12.85,296.73,30.79,127.79,231.95,0.72,15.76,19.56,193.61,294.09,213.20,260.11,68.06,26.16,148.67,157.30,133.32,40.46,50.44,251.10,91.75,24.77,81.63,234.58,234.14,200.99,107.57,160.04,202.11,224.93, ,82.23,287.24,252.76,286.71,102.45,212.75,293.89,135.89,254.85,272.35,12.12,291.09,279.72,75.33,91.65,19.84,38.43,110.16,158.43,112.20,65.98,15.14,45.22,98.08,262.17, ,274.29,174.69,169.84,222.84,133.06,55.59,87.39,117.10,221.10, ,181.98,215.74,39.83,48.15,261.03,208.35,284.61,19.30,268.30,54.96,193.77,59.64,191.31,17.82,43.42,160.67,211.76,122.51,37.37,89.51,180.99,143.02,96.32,297.72,223.03,68.68,156.60,17.52,250.64
17.80,267.15,219.45,254.89,130.50,212.62,290.66, ,133.68,14.19,256.94, ,9.62,35.83, ,53.36,226.45,231.95,55.85, ,234.76, ,65.27, ,285.28, ,203.15,147.36,177.91,296.14,113.92,132.78, ,186.14,45.89,126.24,30.69,106.34, ,288.25,59.56,16.01,270.93,289.71,136.49,222.59,264.57, ,97.35,95.71,210.96,258.32,107.99,273.87,254.47,202.58, ,285.36,143.20,220.36,74.57,0.53,189.48, ,165.74,50.34,45.93,103.05,298.50,293.27, ,247.74,27.94,283.62,234.14,269.58,259.72,211.34,41.31,225.36,266.55, , ,33.74,31.05,85.12,31.26,67.44,5.70,211.94,108.67,116.13,0.58,122.39,36.11,12.73,238.68,249.28,207.29, ,238.33,235.73,52.29,247.86,298.92,243.23,151.91,104.36, ,180.22,1.80,216.25,177.80,293.81,218.93,110.11, ,131.13,19.85,298.50
214.71,10.94,285.65,247.26,93.00,270.23,38.95,61.79,64.36,47.30,135.65, ,205.20,132.69,107.68,208.98,230.82, , ,192.04,36.03,42.19,252.28,112.13, ,165.62,166.25,94.63,161.32,207.10,228.88,56.84,26.56,175.81,218.57,124.99,0.61,209.94,59.32,185.92,47.20,101.34,264.46,215.34,292.15,74.92,240.02,166.02,263.99,199.53,6.40, ,7.01, ,80.80,57.92,89.03,18.25, ,282.71,233.91,78.49,183.41,296.37,165.53,279.16, ,161.72, , ,220.77,172.27,209.44,268.28,35.31,188.83,269.24,287.78, ,44.13,53.17,276.30,3.44,126.06,117.17,52.90,260.59,201.47, , ,230.43, ,216.96,220.85,143.36,263.92,252.76, ,293.25, ,296.69,294.95,273.97, ,3.17,286.95, ,267.84,187.92, ,104.88, ,291.07,32.76,155.77,180.04,278.78,274.84,238.19,138.06
4.55,215.33,40.50,257.40,156.27,255.55,250.20,183.68,29.71,196.26,201.97, ,180.75,266.28,95.88,294.28,240.62, ,240.52,43.34,96.68,43.23,259.16,123.17,234.70,59.30,38.36,207.26,142.02, ,298.23,232.15,168.86,40.34,113.29,135.57,225.35,54.43,294.35,100.75,282.56,196.49,292.00,20.78,299.78, ,298.02,250.02,115.41,30.86, ,159.53,247.27,78.39, ,72.74,163.21,32.12,106.42,108.84,166.42,263.96,148.51,198.69, ,14.10,283.37,157.39,264.95,227.79,106.37,116.08,153.46,188.06,132.43,79.14, , ,60.58,58.28,50.95,275.06,78.13,286.79,101.33,40.18,295.08,19.36,2.49,137.16,143.11,224.25,66.20,132.03,276.63,149.34,47.13,92.63, ,79.42,184.15,100.96, , ,232.62,250.00,274.55,248.54,64.80,10.35,2.83,165.81,286.47,240.27,286.03,193.68,126.31,96.61,291.08,174.78
260.24,29.13,265.34,178.93, ,189.28,151.30,85.12,12.88,284.72, , ,17.41,176.56,126.60,86.32,278.60, ,103.39,144.47,16.82,98.86,212.68,16.60,103.30,251.97,45.77,46.36,93.12,272.57, , ,274.68,55.00,62.07, ,206.54,40.68,25.97,142.62,222.57,147.45,33.68,29.39,275.63,202.51,97.98,254.92,65.56,229.37,169.39,74.12,14.87,5.86,20.77,84.98,230.19,226.96,161.70,73.26,81.75,189.30,66.65,54.10,251.54,182.47,71.23,196.85,71.39, ,92.17,211.92,281.37,262.47,6.05,18.51,0.56,32.67,60.93,234.38,128.43,75.62,289.08,146.21, ,48.91,195.77,114.02, ,258.37,26.71,112.56,107.79,39.50,293.40,17.36,293.58, ,69.19,134.70,241.36,205.01, ,100.78,226.00,171.83,225.80,148.80,243.76,151.47,97.06,83.69,72.65,260.20,146.46,52.97,296.71,152.88,74.82,77.34
285.72,185.20, ,33.99,91.47,101.35,87.64, ,202.05,235.69,237.14,217.61,30.02,252.96,201.29,136.55,28.60,227.80,33.79,247.79,166.98,85.02,26.01,100.12,50.11,90.33,117.97,277.37,222.25,30.88,258.11,102.18,289.70,200.50,105.49,7.15,86.66,214.17,123.41,40.75,50.10,160.78,139.01,16.06,68.48,184.81,214.38,13.29,16.97, ,122.46,234.72,148.75,9.09,150.30,2.17,73.48,184.60,272.26,257.61,91.23,218.33,218.93,131.11,222.30,50.57, ,285.29,255.73,148.77,162.49,219.33,245.63,70.91,24.83,144.80,184.89,276.68,68.27,133.81,104.30,241.85,285.69,288.75,239.33, ,101.81,77.90,255.31,59.03, ,152.69,213.65,136.63,40.28,72.33,96.18,52.80,25.70,265.17,279.91,151.97,6.31,216.40,116.95,53.46,202.17,246.73,243.74,6.15,288.26,158.11, ,210.91,280.81, ,295.26,292.13,67.81, 
284.20,125.82,46.32,233.25,31.99,196.22,55.22,103.61,38.35,88.81,10.52,198.65,64.88,90.28,195.78,220.98,81.57,211.06,132.06,80.37,193.38,279.39,156.82,82.30,271.05, ,281.56,43.07,5.60, ,217.71,258.70,246.80,185.49,168.16, ,248.53,195.56,160.99,81.93,226.45,215.03,121.51,38.28,276.31,35.63,261.59,105.00,49.26,285.78,13.43,209.30,184.93,187.07,249.01,289.90,246.09,273.01,101.53,232.19,55.18,224.15,70.28,117.06,174.42,26.66,106.16,149.80,40.81,37.00, ,26.91,251.96, ,19.56,149.59,111.22,219.58,221.53,64.51,109.40,141.42,126.78,72.01,238.67,13.45, ,19.32,267.92,234.43,290.84,255.81,79.02,162.18, ,152.04,120.69,117.83,97.49,209.70,221.19,282.33, ,84.97,126.64,225.25,159.11,28.86,158.69, ,20.86, ,172.90,178.29,218.99,231.82, ,101.32,198.48,19.44
168.62,149.17,198.66, ,114.75,195.55, ,171.05, ,228.65,70.41,1.53,247.35,153.01,34.67,195.94,257.24,286.94,67.65,129.31,289.07, ,184.62,263.97,211.79,284.31,3.63, ,293.04,13.86,36.06,83.84,166.85, ,153.78,218.12,101.05,51.30,112.98,262.60, ,174.38,275.91,13.81,33.87,105.76,152.89,96.26,73.82,277.82,116.89,142.40,50.60, , ,151.38,58.31, ,232.69,133.85,252.33,219.92,6.77,112.07,63.91,222.40,26.62,143.91,289.09,26.78,253.45,178.87,180.79,277.74,45.73,299.53,12.59,257.23,187.10,167.94,118.09,278.03,237.03,120.89,144.97,253.61,270.16,218.23,239.70,264.43,7.56,283.48,183.41,39.51,10.00,21.53,297.79,272.81,121.50,160.95,241.36,64.90,247.04,62.47,179.10,172.16,290.87,206.81, ,246.32,106.35,266.32,151.56,207.25,87.38,247.33,242.31,118.75,8.93,216.31
280.98, ,167.64,223.48,108.36,20.77,126.18,19.48,26.10,267.88,72.73,59.82,211.15,245.33, ,47.21, ,28.19,94.15,158.59, ,266.96,291.06,163.65,39.59,191.71,192.16,97.68,64.03, ,185.74, ,16.39,118.43,244.98,136.86,201.53,111.10,191.96,188.61,267.76,279.88,253.15,163.67, ,227.70,105.19, ,242.32,61.45,172.54,103.68, ,5.21,258.33,55.85,62.31,28.25,91.34,243.66, ,294.49,279.10, ,92.54,43.95,175.69, ,182.11,104.30,213.59,287.67,24.04,149.61,76.41,226.83,83.78,15.54, ,294.64,288.26,162.08,9.55,136.90,219.88,208.76,258.87,236.90,200.99,195.78,61.47,263.30,119.69,41.15,40.15,245.80,122.96,60.61,145.65,236.97,242.79,14.75,22.68,247.84,236.70,260.14,179.52, ,299.21,64.92,117.10,142.97,223.67,206.12,96.50,293.16,46.42,176.77,161.57,195.92
65.11,45.38,219.06,87.06,45.78,115.44,252.69,8.38,209.27,232.55,18.12,167.80, ,44.57,226.18,208.55,238.10,56.80, ,25.63,85.43,240.42,234.28,159.28,69.47,157.15,74.32,227.73,239.82,286.69,218.50,160.99,97.79, ,99.17,12.35,61.66,128.04,18.04, ,260.70, ,117.86,264.67,20.37,232.95,193.49,231.20,46.38,150.96,147.85,131.69,137.74,243.97,155.87,286.92,222.71,168.02,170.19, ,190.56,266.65,232.98,134.46, ,295.59,53.87,87.23,3.64,78.90,190.74,209.62,212.44,255.21,172.89,213.16,15.95,173.24, ,25.27,171.78,49.25,277.56,96.12,196.34,242.03,211.83,53.56, ,185.89, ,58.78,82.86,186.05, ,105.25,163.88,92.91,208.18,65.13,197.91,297.21,170.28,130.83,194.72,136.31,265.03,139.39,88.86,21.17,243.36,45.51,285.35,194.80,240.22,294.40,188.18,57.13,132.76,105.54
108.28,108.08,247.85,208.43,52.22,161.09,56.04,102.81,45.01,234.91,257.54,123.36,220.91,204.18,68.45,81.15,251.57,250.04,136.70,236.14,88.08,184.50,3.82,185.50,284.92, ,242.46,157.42,270.64,292.36,106.35,105.45, ,294.69,153.07,91.59,20.31,186.44,23.78,192.12,239.09,29.69,119.49,130.56,50.04,200.02,274.82,179.81,155.74,191.03,5.87,98.02,162.28,230.99, , ,95.34, , ,86.94,204.43,27.30,85.97,28.83,129.42,18.71,83.12,293.98, ,92.00, ,76.45,240.69,169.27,64.96,161.05,289.03,69.41,19.96,243.65,216.18,257.41, , ,144.62,129.53,144.21,91.60,290.87,171.82,68.33,29.54,88.69,294.87,34.90,13.48,63.61,51.62, ,109.85,9.15,191.09,6.27,137.72,126.67,98.75,238.35,16.35,124.23,162.60,69.82,295.81, ,225.46,262.06,209.85,99.15,214.71,78.18,283.00
177.19,103.86, ,139.40,259.10,215.26,245.96,299.12,33.47,167.22,202.21,43.32,56.38,140.55,193.42, ,198.53,37.68,232.25, ,112.59,105.42,209.84,12.94,293.14,149.11,179.87,117.59,277.16,38.43,75.62,8.78,130.37,297.95,9.28,274.55,215.14,149.72,131.35,33.94,209.07,284.85,234.38,12.13,276.40,29.25, ,38.03,112.78,10.25,124.34,220.09,52.39,95.93,131.41,211.32,167.66,240.75,28.76,268.73,19.58,269.56,1.69,83.90,122.64,60.01,231.40,193.18,280.17,161.17,247.70,67.48,166.86,71.96,51.40,135.92,59.98,142.59,113.06,176.13,20.64,182.68,216.23,235.83,64.97,7.98,169.48, ,36.34,199.99,135.09,67.88,0.66,48.66,286.41,238.45,295.79,104.79,90.82,183.66, ,280.66, ,150.15,86.33,154.34,118.45,227.00,195.50,59.69,289.98,219.31,268.21,103.02,162.93,253.67,181.07, , ,157.59
246.93,63.89,230.24,90.69,68.67,84.90,230.34,174.46,3.31,64.75,215.68,0.18,274.27,68.64,57.51,178.94,170.15,105.71,125.17,257.63,182.58,22.20,117.41,262.57,39.33,227.06,254.99,124.35,108.49,230.80, ,109.73,289.37,276.15,177.73,47.40,55.13,93.77,207.34,130.62,29.76,255.13,112.93,109.12,290.86,272.99,121.33,27.30,135.28,200.46,176.00,84.59,37.78,99.17,168.79,273.20,87.73,183.31,110.71,242.86,294.53,258.43, , ,226.55,289.19,146.86,74.86,96.31,109.81,57.77,125.28,177.15,259.30,113.67, ,56.53,47.41,130.00,270.95,89.82, ,216.83,270.11,183.11,104.33,261.90, ,87.17,148.66,152.36,113.86, ,170.39, ,142.77,172.68,39.68,218.51,179.34,114.70,53.28,275.36,143.01,17.71,30.52,230.37,75.50,105.24,214.62,46.92,123.12, ,162.79,89.61,61.44,122.10,13.05,207.82,146.23
76.96, ,243.34,258.67,51.02,56.34,263.08,23.03,22.86, ,204.97,256.38, ,78.48,256.56, ,15.80,151.97,4.33,36.11,186.44,62.14,111.29,213.43,50.81,237.41, ,142.37,205.00,172.17,7.65,65.17,144.53,266.33, , , ,8.55,28.35,30.87,98.47,54.19,243.93,94.22,133.96,97.55, ,81.03, ,146.20,168.32, ,105.62,225.17,145.26,107.37,36.57,14.42,1.19,224.81,257.91, ,280.80,69.49,295.94,199.64,84.63,281.43,173.57,40.87,263.39,59.96,83.15,193.75,8.17,288.83,15.37,127.70,21.10,172.02, , ,159.18,139.61,117.41,258.74,265.78,204.86,101.47, ,295.22,40.88,40.86,68.03,169.54,168.15,236.21,283.81,44.37,147.47,102.94,143.71,126.43,166.09,167.31,184.89,206.13,215.19,267.61,94.04,47.42, ,283.64,187.70,191.77,138.97,276.16,220.46,126.06,103.48
153.61, ,16.13,88.88,110.69,214.56,193.64,166.93,245.62,285.24,206.09,76.09,134.63,203.29,201.77,175.50,43.20,43.11,296.76,290.66,188.48,12.19,167.20,179.66, ,164.90, ,23.37,82.37,201.75,230.02,175.25,283.52,238.58,277.78,158.62,42.80, ,54.98,40.86,8.89,127.55,203.62,197.16,9.45,231.40,285.18,170.36,18.44,29.27,66.58,203.70,7.42,208.67,80.04,296.50,103.21,262.72,51.13,36.49,215.05,55.69,2.81,290.92,14.85,66.33, ,270.03,292.23,25.10, ,274.63,89.80, ,52.53,226.32,121.16,127.46,42.60,91.86,18.61,283.49,179.45,23.61,181.35,70.32,70.48,181.08,160.99,296.81,43.60,125.93,210.04,253.80, ,45.66,299.68,204.77, ,269.68,187.71,77.94,57.48,29.21,270.04,197.49,103.72,189.98,105.84,183.03,52.65,105.31,163.79,178.69,2.32,264.36, ,42.30,56.88, 
295.44, , ,127.59,134.01,100.83,117.59,299.50,147.97,144.16,68.89,214.03,171.23,261.23,220.68,227.52,286.54,272.14,115.90,225.20,117.31,189.76,9.90,105.13,294.06, ,62.95, ,134.15,262.05,14.03,204.66,294.13,164.52,245.21,66.01,230.33,196.44,118.22,9.35,64.21,172.65,66.36, ,200.51,279.56,2.23,200.56,156.43, ,122.70,88.72,207.39, ,103.83,190.25,148.49,74.38,286.25,218.26,25.73,119.25,114.67,167.58,65.26,106.98,146.72,262.28,51.34,107.47,120.47, ,268.97,239.71,97.57,39.13,273.66,47.88,272.58,146.53,234.61,94.79,17.26,70.44,290.09,160.16,172.24,10.60,269.20,262.08,198.24,295.40,159.12,150.85,212.63,119.50,167.92,255.40,153.03,237.86, ,98.02,249.85,298.98,225.10,53.14,147.53,287.27,213.47, ,45.17,167.65,90.42, ,45.82,231.98,158.60,149.27,63.48, 
