Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120,Col121,Col122,Col123,Col124,Col125,Col126,Col127,Col128,Col129,Col130,Col131,Col132,Col133,Col134,Col135,Col136,Col137,Col138,Col139,Col140,Col141,Col142,Col143,Col144
187.46,209.91,20.55,154.63,50.57,105.63,145.50,263.21,41.07, ,144.21, ,106.49,38.21,202.27,197.51,191.95,108.82,280.21,231.60,218.71,129.62,1.89,282.77,97.83,41.51,168.04,177.06,33.18, ,235.45,263.58,133.08,86.22,28.75,166.54,134.29,293.21,150.61,141.40,66.15,157.23,33.27,231.06,29.76,73.88,87.47,242.61,85.99,155.50,244.40,278.33,170.76,237.32,239.87,137.09,243.94,60.03,290.89,285.02,137.43,285.86,96.35,145.45,257.29,297.09,22.99,280.39, ,217.70,186.84,52.22,240.36,252.89,37.42,202.59,81.41,43.94,57.84,151.75,229.71,237.27,175.69,111.79,159.67,284.57,25.90,239.37,83.31,183.83,136.24,178.82,47.90,223.95,195.17,45.92,228.39, ,104.08,68.07,55.56,158.09,123.46,41.44,278.19, ,98.93,59.97,287.60,200.51,213.61,287.24,220.56,242.73,19.72,244.92,194.18,51.33, ,246.20,255.66,271.39,23.32,289.17,28.93,201.57,10.65,227.72,217.82,212.92,163.07,39.59,245.72,107.64, ,53.84,203.66,251.03,1.55,122.04,21.29,204.18,229.73,189.48
119.26,112.83,195.91,253.52,110.09,59.86,283.59,31.70,91.92,20.12,275.09,96.08,61.23,258.15, ,147.64,20.97,3.71,76.38,188.41,278.17,88.45,207.58,61.91,294.07,114.94,19.74,183.63,18.33,274.28,85.60,200.17,2.39,41.46,71.95,107.36,153.87,80.34,97.97,156.27, ,271.22,206.63,63.21,246.64,197.03,32.71,156.10,21.33,180.73, ,110.61,182.05,103.28,25.92, ,182.20, ,153.41,198.15,236.08,28.36,17.93,215.89,140.39,58.20,235.90,32.29,65.75,10.98,176.72,70.27,219.10,272.88,236.42,154.24,291.94,55.70, ,271.59,7.29,104.94,262.65,239.94,28.98,20.15,31.00,268.28,276.16,285.24,268.26,202.91,148.22,196.46,252.41,204.83,194.80,167.35,273.01,166.62,261.57, ,292.58,168.29,219.98,290.18,168.38,171.57,294.68, ,152.77,73.66,169.20,67.39, ,40.40,292.54, ,179.31,97.99,110.69,43.11,93.12,179.19,183.33, ,140.41,87.04,167.61,219.11,212.03,262.00, ,254.54, ,133.85,2.90,47.91,0.10,198.94,237.92,195.20,72.79,220.21
85.52,4.48,223.89,260.28,168.94,140.43,264.68,100.99,231.26,73.41,207.63,243.23, ,138.43,183.66, ,43.49,279.82,264.19,264.48,89.59,284.25,297.19,204.30,216.51,247.09,66.93,262.27,0.26, , ,256.80,164.06,282.19,48.26, ,12.74,137.18,155.10,143.35, ,241.54,107.07, ,173.99,272.74, ,45.87,15.66,55.35,2.97,23.60,283.92,63.96, ,210.12,275.58,113.91,295.01,54.15, ,228.15,117.67,270.58, , ,166.22,165.96,237.93,220.41,260.75,76.62,194.49,144.71,200.41,242.98,145.95,179.81,53.59,186.40,161.02,10.41, ,176.36,169.74,116.83,26.68,168.20,295.69, ,243.65,132.32,189.97,13.24,52.37,67.25,91.00,270.21,255.51,277.77,71.76,268.75,70.37,31.55,65.64,6.70,141.35,195.93,117.29,101.10,276.00,108.44,96.63,168.41,280.67,204.06, ,172.81,260.24,247.34,8.41,233.12,74.93,213.63,189.43,207.35,98.80,167.55,172.33,34.20,226.86,128.52,70.24,195.08,244.10, ,252.51,190.02,150.93, ,257.18,6.64,210.70,240.24
271.23,24.44,37.03,185.81,230.60,166.89,286.54,268.09,63.51,133.46,195.01,217.56,247.22,16.72,29.64,236.16,69.53,6.31,211.90,272.12,148.17,268.18,250.01,78.15,280.36, ,175.37,264.79,254.44,44.28,218.63,48.52,70.76,225.81,221.02,149.44, ,288.45,100.82, ,178.97,248.33,299.21,97.81,151.26, , ,164.61,196.78,291.13,222.25,144.87,34.87,206.79,282.77,101.79,206.46,173.20,71.34, ,169.14, ,221.39, ,86.00,222.07,52.15,221.39,34.49,3.97,271.45,11.57,106.74,116.40,105.99,158.84,249.66,114.79,249.37, ,35.38,26.75,217.36,255.90,250.85,190.42,292.01,291.22,2.10,18.35,30.00, ,8.39,276.42,18.58, ,123.27,92.58,295.68,66.39,196.39,272.14,296.90,282.18,166.10,212.12,73.88,173.97,250.51,298.74,131.74,1.05,185.70,105.02,103.57,132.96, ,105.11,185.55,68.96,235.36,85.78,127.12,293.79,278.41,148.18,238.68, ,193.69,146.78,139.78,170.12,250.31,77.86,244.32,106.05,82.48,203.76,286.41,196.08, ,3.03,262.18,56.74
135.40,162.11,154.93,4.23,62.77,205.53, ,52.65,125.29,65.19, ,51.60,233.51,170.79,171.49,178.24,148.29,243.38,147.75,122.85,225.98,214.97,285.48,184.16,47.56, ,76.61,8.18,290.22,208.11,67.13,105.00,189.36,238.74, , ,22.61,263.02,33.32,193.70,278.68, ,297.97,79.77,49.83,44.91, ,271.67,66.27, ,255.63,246.70,161.69,177.99,246.76,13.37,279.92,19.97,272.13,106.66,72.63, ,117.54,194.19,114.56,165.88,216.08,69.22,222.88,249.45,299.72,216.29,15.59,60.98,157.39,187.25,151.56,78.29,145.69,58.31,232.94,82.77,285.37,220.48,204.94,111.16,205.60, , ,212.72,1.77,85.57,279.41,232.75,206.23,30.18,38.70,188.72,112.13,273.45, ,178.39,193.48,108.15,28.71,133.66,31.11,120.93,183.18,152.88,264.28,271.06,270.02,117.53,46.31,64.93,73.93,281.47,26.37,188.36,118.95,90.44,225.79,70.19,269.42,49.85,154.39,162.51,255.08,215.90,271.65,80.31, ,61.78,250.52,201.36,270.35,96.04,149.16,190.60,276.83,7.98, ,28.89
92.47,53.09,285.36,289.20,70.33,127.46,163.88,284.68,249.22,265.53, ,272.94, ,249.77,23.33,41.95,233.34,36.19,142.80,11.17,87.23,45.36,164.82, ,149.50,142.77,44.27,114.77,172.63,266.98, ,127.28,205.67,122.90,47.06,263.42,97.70,139.73,265.34,52.30,154.05,1.66,175.30,26.39,86.68,159.49,9.95,21.68,47.40,157.48,110.29,152.69,171.55,51.05,296.97,295.79,234.39,62.63,211.50,2.21,245.53,31.39,148.47,171.10,197.66,290.33,149.49,215.94,135.44,157.94,70.35,283.43,151.18, ,62.68,116.64,80.61,92.25,126.81, ,22.68,235.78,50.94,156.04,106.31,233.87, ,4.22,107.33,269.17,123.40,288.49,92.71,218.37,105.19, ,12.39,73.28,80.88,33.44,91.10,228.41,104.01, , ,159.64, ,13.03,223.00,101.58,70.62,200.68,65.14, ,133.01,136.36,128.46,150.82,9.55,244.53,131.53,35.54,11.87,4.20,149.71,275.00, ,294.96,252.15,297.06,193.10,276.70,129.77,257.81,156.05,293.86, ,267.59,159.73,231.85,152.88,169.64,246.97,122.84
198.12, ,38.47,11.43, ,141.20,140.83,17.71,184.40,46.42,292.46,131.44,70.08,5.85,112.20,185.70,265.88,117.97,122.29, ,137.46,128.65,217.87,16.84,203.58,142.15,296.61,187.01,118.38,226.76,283.54,243.80,145.47,36.55,149.92,108.92, ,237.57,225.46,3.34,160.33,163.35,4.10,102.90,30.04,151.78,257.78,31.94,176.83,212.91,209.49,107.23,151.07,183.36,1.55,97.72,194.19,77.77,172.72,123.30,154.91,290.90,6.44,289.04,82.41,181.57,45.42,188.76,33.60, ,35.15,70.74,153.00,274.79,204.53,174.59,10.37,98.19,156.10,112.10,203.44,220.94, ,209.74,255.95,156.20,278.49,299.70, ,31.51,19.30,5.77,43.33,43.56,139.19,262.54,239.03,265.33,61.31,69.72,280.74,1.60,291.55,209.41,84.63,17.37,176.96, ,220.29,41.38,178.47, ,129.76,190.33, ,251.64, ,97.04,122.83,10.33, ,219.74,299.88,298.82,37.61,101.62,61.23, ,239.70,44.06, ,234.39,4.18,284.43, ,85.06, ,95.39,296.95,32.62,175.77,100.63,53.40, 
114.63,191.00,129.31,123.78,169.45,97.62,272.76,38.54,148.36,153.20,117.18,232.16,44.09,214.64,17.00,128.77,162.16,185.96,254.84,84.91,298.06,179.77,94.11,28.63,38.54,142.01,50.14,269.73, ,184.38,54.78,180.49, ,200.26,154.91,82.10,279.40,122.35,50.97,77.47,158.93,261.42,271.74,75.10,105.79,125.85,167.65,37.99,290.56,126.42,93.36,85.28,288.68,231.93,124.10,119.24,125.41,283.96, , ,38.62,171.93,55.52,291.59, ,282.15,220.06,125.12,212.90,117.25, ,156.90,139.20,227.65,56.80,61.76,270.68, ,142.61,102.55,256.43, ,238.57,195.89,52.94,279.08,141.72, ,298.62,219.82,271.90,31.57, ,180.59,46.56,296.81, ,179.00,226.24,206.40,50.72,207.00,251.67,216.91,238.43,95.53,190.29,42.67,250.95,102.44,35.42,101.95,60.26,14.64,135.79,140.57,193.63,261.70, ,178.61,143.81,292.13,284.42,44.72,10.52,8.72,69.00,217.61,99.05,130.46,34.35,226.12,245.14,182.56,179.06,287.04,155.30,24.93,38.73,46.00,103.23,164.91,93.51,288.04
281.08,278.11,170.00,236.29, ,118.84,56.97,192.62,35.31,104.77,210.52,221.03,277.65,124.68,69.25,137.92,188.28,239.92,126.43,140.00,22.06,147.15, ,39.77,174.15,263.65,122.08,270.21,115.72,206.52,15.20,103.53,2.00,216.94,186.38,45.71, , ,275.10, ,14.87,17.55,284.71,48.51,36.93, ,282.88,204.12,150.59,275.09,67.60,58.30,253.11,81.94,108.56,198.44,71.91,269.50, ,36.23,27.01,177.20,56.04,169.63,64.67,29.21,244.88,275.57,174.36,280.81,188.13,109.07,109.76,109.58,232.79,154.96,218.97,225.31, ,94.94,10.91,58.34,217.10,203.74,153.94,96.78, ,134.63,11.53,202.20,52.49,266.92, ,185.89,20.11,185.85,190.02,87.27,124.93,227.95,120.35,11.99,146.46,51.75,194.96,222.29,48.64,282.99,152.08, ,172.19,81.55,219.79,74.51,103.23,96.12,199.24,143.89,24.48, ,44.57,164.26,238.36,24.15,168.99,90.23,48.42,146.23,39.79,110.17,227.77,4.07,88.30,203.56,206.56,72.78,153.17,217.99,149.95,12.88,118.37,83.62,223.11,202.45
54.38,170.86, ,174.93,289.97,245.39,263.58,267.42,29.45, ,120.98,74.83,73.34,236.98,59.99,86.81, ,141.20,293.87,176.73,165.17,225.82,61.34, ,28.76,16.28,236.79,287.63,271.13,204.83,217.94,68.20,227.26,145.95,185.07, ,53.87,245.76,245.01,169.08,35.86, ,269.08,85.38,221.59,17.69,264.61, ,32.81,18.50,86.33,109.08,299.88,190.08,142.63,252.75,66.93, ,15.05,194.86, ,116.45,232.08,121.54,34.11,108.08,78.36,273.44,250.02,50.38,218.96,275.20,204.72,160.31,57.18,84.46,32.39,14.54,143.78,132.17,290.43,230.51,134.65,256.22,177.26,224.78,199.61,267.94,242.11,293.93,246.24,156.91,279.30,243.10,7.53,0.98,15.51,66.74,135.43,234.85,29.55, ,229.15,76.86,1.72,27.41,151.35,157.93,85.10,73.08,36.91,209.16,163.86,101.60,276.08,248.88,154.11,97.70,168.12,116.74,79.67, ,231.03,28.79,35.04,134.10,95.08,152.38,146.31,231.55,269.12,109.22,210.22,55.60,85.85,110.22,9.83,126.55,204.30,1.87,213.52,182.56, ,34.94
264.72, ,125.06,126.21,254.99,152.02,29.91,240.75,193.56,94.48,191.45,175.46,238.12,29.29,97.58,155.62,112.42,6.24, ,132.45, ,168.88,146.27,261.65,38.91,37.61,175.32, ,50.78,70.30,151.66,237.34,46.60,111.78,179.71,110.88,221.04,181.04,92.83,206.49,118.74,217.46,237.02,84.31,268.89,127.56,45.59, , ,238.37, ,118.07,133.26,202.00, ,146.83,91.09,52.51,115.01,161.96,116.48,39.83,100.88,205.91,232.29, ,170.66, ,288.73,94.28,140.45,130.22,46.76,40.59,131.14,69.23,207.63, ,247.45,40.25,176.98,47.13,125.37,160.30,206.51, ,25.47,54.79,226.48,77.01,200.80,122.66,201.24,155.74,277.74,180.85,3.80,139.72,192.94,66.90,264.02,160.02,104.85,145.18,16.34,298.39,130.33,187.18,151.33,172.17,169.73,221.66,120.59,80.12,118.88,292.86,12.66,72.39,67.68,148.83,139.76,1.17,268.27,1.66,231.27,248.68,226.86,274.52,231.72,60.98,201.66,133.50,206.72,31.83,123.45,58.42,27.89,233.31,247.94,115.76,108.80,280.20,234.78,83.11
9.36,217.10,197.92,125.34,256.48,79.04,37.84,43.15, ,276.45,145.00,177.64,20.22, ,55.88,259.12,43.37,283.07, ,180.99,4.84,267.55,64.66,199.85,90.63,99.18,27.46,278.51,268.37,147.19,54.61,231.90,67.42,176.67,79.88,38.96,43.28,246.74,53.99,10.07,112.18, ,139.64,190.22, ,188.96,294.57,215.98,137.17,126.85,11.29,71.50, ,114.78,238.20,110.74, , ,196.97,167.08,95.46,81.35,246.27,111.82,189.27, ,172.68,40.85,71.87,234.21,227.14,1.52,101.71,82.66,283.28,224.16,220.16,101.25,227.74,149.23,263.81, ,136.48,185.44,124.52,254.66,224.93, ,74.79,275.68,104.40,282.16,278.85,10.03,239.73,154.64,55.34,276.49,254.93,85.37,153.66,230.04,8.10,230.86,222.99, ,27.39,222.50,144.36,65.99,64.55,79.10,59.11,130.00, ,159.14,127.85,127.58,54.30,233.55,218.57, ,158.92,57.21,239.90,206.24, ,270.79,205.11,68.76,254.32,255.13,72.22,126.26,140.87,35.47,165.73,230.97,112.97,114.64,54.81,100.63,142.22,70.35
195.74,149.99,166.92,263.52,188.10,138.93,270.34,103.40,128.45,193.50,149.27,135.81,24.34,264.78,7.86,213.89, ,63.87,41.17, ,280.30, ,119.23,77.29,189.45,122.09,106.86,73.09,199.31,139.34,241.94,143.61,219.78,151.32,100.86,152.64,172.79,224.98,295.78,285.66,215.63,109.04,171.26,137.49,159.30,206.32, ,49.93,202.52,229.64,198.00,38.81,294.92,241.01, ,243.28,129.55,80.36, ,251.63,18.89,280.02,228.52,278.46,159.58,75.59,67.15,211.34,289.61,54.51,193.21,173.90,128.38,246.18,214.21,187.69,220.00,228.83,248.97,126.98,88.28,197.76,176.15,261.39, ,15.90, ,14.72,74.39,3.10,210.07,218.37,150.41, ,79.24,214.44, ,22.99,16.45,230.24,29.85,58.36, ,154.75,222.25,28.18,128.14,275.43,267.12,195.85,38.66,92.40,261.64,276.09,222.73,266.70,226.69,173.68,65.87,225.70, ,253.88,281.61,28.90,269.74,222.91,140.75,167.64,159.64,69.94,296.64,162.80,193.48, ,165.39,14.09,75.12, ,128.59,47.59,176.23,259.58,92.57,297.14
194.18,34.13,52.88,230.91, ,124.38,128.39,23.81,80.86,10.04,227.52,173.42,35.43,44.59,283.33,131.70,39.11,277.67, ,8.45,257.04,58.53,279.58,217.65, ,16.58,254.99, ,128.41,26.73,73.71, ,218.63, ,257.74,223.72,22.85,195.11,83.35,173.74,1.94, ,131.10,17.08,52.07,214.50,35.12,154.89,236.17,189.42,31.26,105.92,193.76,187.35,121.44,47.39,142.92,69.37,246.75, ,298.82,274.60, ,208.27,26.37,8.42,26.65,86.70,31.92,170.66,154.12,60.26,176.48,40.28,177.20,32.30,285.85, ,65.85,120.18, ,264.62,199.26,48.86,123.84,266.43,0.05,286.60,22.05,263.49,108.93,49.35,77.99,268.37,101.05,110.07,208.93,110.97,65.95,94.15,240.62,184.29, ,170.89,203.17,264.47,142.91, ,284.14,50.05,173.04,177.98,252.91,57.80,195.10,223.72,13.54,49.83,105.00,68.72,134.12,70.45,245.60,114.48,58.74,182.26, ,60.24,268.54,272.68,42.25,256.14,109.97,81.33,225.48,76.52,146.41,101.91,124.81,60.51,36.25,236.80, ,297.05
209.21,155.60,186.45,197.79,62.01,299.29,243.74,146.32,157.99, ,104.02,54.61,204.88,89.56,58.89,138.73,239.44,97.41,169.39,78.87,111.45,86.64,40.87,27.58,256.20,93.18,203.44,224.74,238.65,250.01,44.52,239.34,71.68,165.04,86.19,28.41,41.04,78.89,213.26,97.98,159.58, ,63.02,154.41,277.59,121.36,213.22,214.48,281.78,62.22,37.41,251.25, ,66.30,129.07,120.41, ,279.98,78.68,157.15,214.35,101.78,109.88, ,24.35,227.60,274.41,12.99,101.70,27.70,261.97,147.55,83.83,62.36,75.24,59.19,19.72,110.10,3.82,1.25,37.29,3.76,79.30,292.23, ,19.93, ,176.71,9.13,193.11,162.59,176.87,276.67,115.72,252.03,211.87,147.72,182.13,260.86,168.22,142.44,273.02,59.76,88.00, ,281.11,272.86,17.26,226.13,10.37, ,129.91,119.15,173.93,129.12,262.72, ,105.16, ,296.60,210.62,258.99,65.71,293.77,116.64, ,30.49,254.19,28.69,15.52,52.89,135.44,279.53,275.55,263.12,81.30,247.07, ,267.97,211.59,246.77,150.15, ,48.93
255.08,21.21,83.95, ,219.39,266.94,237.33, , ,132.93,220.84, ,188.81,192.31,177.19,0.70,279.25,207.50, ,228.71,211.19,192.33,264.59,182.76,210.90,175.70,66.58,42.65,285.35,239.61,150.27, ,215.52,186.22,73.71,51.73,224.65,170.97,19.13,238.00,241.14,96.75,202.63,27.62,178.64,189.54,150.96,151.14,189.07,189.49,50.82,241.42,295.76,30.72,142.62,235.93,104.77, ,7.40,96.35,104.60,146.87, ,196.56,14.48,7.64,48.42,145.19, ,140.95,64.65,244.85,91.77,138.13,97.34,50.41, ,155.01,249.74,238.74,244.43,231.94, ,280.35,2.39,44.46,72.42,299.17,142.48,45.89,215.39,126.15,36.93,120.81,178.77,266.41,39.39,257.00, ,237.36, ,207.55,222.56,155.56,297.25,12.67,278.65, , ,193.86,33.83,250.97,109.62,237.66,137.00,140.46,132.02, ,39.57,215.60,44.43,16.79,150.01,21.13, ,125.93,169.60,286.58,72.35,37.94,245.21,204.67,88.76,228.10,76.27,297.40,161.42,112.60,284.74,225.01,118.83,34.72,210.70,109.00
117.51,293.06,21.87,148.38,234.43,192.44,193.47,106.51,24.57,258.78,91.64,72.11,234.73,198.91,128.13,128.49,154.84,8.36,19.29,287.35,233.23,264.42,69.63, , ,290.05,103.50,24.15,292.17,282.44,104.32,198.98,56.21,54.35,230.54,221.31,27.36,97.69,281.24,62.71,261.51,3.19,134.45, ,126.61,223.06,90.54,216.67,89.84,77.70, ,151.34,118.93,230.27,170.48,83.94,74.35,285.95, ,120.40,51.09,91.11,264.70, ,181.36, ,151.85,252.04,134.05, , ,258.04,183.23,172.38,243.91,102.37,28.31,126.33,169.78,53.54,99.10,15.84,158.94,286.80,220.58,138.74,133.59,180.85,266.35,133.24,271.07,231.70, ,58.04,28.16,132.31, ,193.63,78.67,46.17,163.55,186.32,59.16,99.08,36.73,293.25,275.68,105.58,263.69,265.42,292.11,174.77,15.47,33.22,120.98,159.62,46.15,286.82, ,85.90,102.57,38.57,127.00,78.12, ,42.07, ,34.18, ,188.93,252.22,50.31,1.54,57.72,255.86,153.00,130.43,124.27,236.89,108.74,174.93,206.35,142.92, 
83.61,140.11,51.42,90.09,63.81,182.33,255.88,264.50, ,162.82,39.03,198.66,39.49, ,245.85,133.82,241.77,260.44,257.22,144.15,136.47,47.33,19.45,245.65,280.79,146.77,41.97,281.30, ,54.89,231.83,14.48,287.26,53.51,189.13,213.29,201.83,283.77,140.70,166.28,267.77,271.42,211.19,31.71,203.89,281.60,132.08,228.79,227.99, ,117.13,101.78,249.49,37.34,63.72,36.40,292.09,159.79,116.81,74.20,281.59,199.36,292.88, , ,123.43,0.70,76.04,294.13,25.50,195.64,55.79,277.58,137.66,90.37,215.06,172.23,25.36,13.95,267.03,130.46,88.43,31.01, ,25.14,259.14,85.63,112.39,25.94,155.32,250.63,78.38, ,275.03,53.61,158.79,49.03,111.09,120.41,1.91,167.24,13.19,277.53,36.24,87.49,150.52,147.14,29.17,242.34,102.89,293.18,16.59,250.93,179.66,269.79, ,137.03,138.57,51.00,97.11,287.60,196.71, , ,267.57,99.36,205.98,264.95,111.90,118.58,186.81,209.37,15.29,141.85,107.27,53.97,239.05,197.99,279.97,292.79,141.84,219.31,187.46,215.46
191.41,238.94,223.96,146.60,194.70, ,1.97,147.09,120.35,104.34,168.62,248.90,284.92,35.47, ,219.72,227.86,282.24, ,206.20,35.95, ,24.40,211.78, ,118.12,274.31,282.16, ,231.06,50.47,294.56,200.60,31.41,25.41,295.27,219.85,250.71,220.18,3.87,180.81, ,206.86,172.54, , ,120.08,288.56,160.41,292.79,103.17,100.10,116.53,36.68,265.57,47.08, ,179.04,195.36,28.34,1.66,165.94,37.45,228.31,192.20,122.43,103.25,67.00,60.21,256.76,47.43,234.20,164.58,109.58,242.36,19.12,55.29,183.78,216.85,222.39,112.17,75.94,288.50,135.50, ,92.26,272.23,170.03,15.57,69.92,225.63, ,169.66,279.70,55.89,165.53, ,277.69,81.54,11.59,28.61,149.29,296.14,271.87, ,287.44,151.78,75.07,157.59,22.77,298.17,33.83,56.94, ,80.03,34.50,45.45,151.93,183.99,16.25,14.25,143.29,249.89,238.76, ,183.49, ,181.66,234.94,167.89,186.74,95.33, ,140.78, ,35.51,39.54,24.20,149.87,217.48,73.73, ,137.55,141.57
221.39,273.61,120.42, ,68.33,74.72, , ,299.34,227.42,271.36,92.67,119.10,221.00,166.39,30.38,171.85,127.51,42.66,244.79, ,13.13,22.46,218.02,120.34, ,159.22,260.58, ,79.68, ,272.51,181.48,34.56,71.95,177.71,256.32,105.23,135.62,226.52,57.18,76.96,17.02,3.76,188.07,57.28,85.17,278.56,32.69,19.98,175.19,219.24,20.18,35.58,163.63,112.43,270.16,115.60,125.56,264.78,53.32,163.76,51.86,105.14,155.44,189.19,22.80,162.15,132.90,198.78,159.83,217.33, ,32.93, ,152.29,39.79,104.02,44.10,45.87, ,201.31,129.63,297.15,94.09,70.95,238.91,151.65,284.81,150.71,98.82, ,180.77, ,284.79,119.74,166.07,81.11,243.34,299.31,148.79,280.62,85.22,287.22,169.65, ,20.36,17.34,159.80, ,235.44,234.08,23.57,24.16,167.52,15.41,207.98,260.23,83.94,108.14,282.33,43.19,298.16,218.19,192.75,9.27, ,243.35,22.76,207.52,211.02,142.85,83.00,38.08,90.99, ,162.15,57.53,266.73,238.29,251.07,1.22, ,0.41
142.60,247.19,150.62,225.13,236.06,0.53,279.73,57.68,253.67,117.01,90.29,97.29,123.77,276.43, ,276.84,30.17,234.99,150.64,5.42,29.26,144.65,293.29,61.09,189.84,169.77,274.93,146.14,166.23,226.56,262.04,238.14,203.43,72.50,266.34,198.19,91.48,299.01,279.02,137.52,244.75,217.70,49.75,169.81,138.32,166.32,299.78,92.57, ,165.07,243.94,155.47,34.48,238.56,177.33, ,46.18,264.06,163.08,27.73,229.79,129.27,266.41,200.58,32.26, , ,122.13,145.01,201.53,0.24,220.65,277.53,242.31,230.72,255.39, ,185.19,267.55,90.90,181.88, ,60.06,118.40,240.98,243.87,6.73,163.28,243.00,194.20,82.39,290.70,83.37,222.97,96.54,298.78,86.16,22.00, ,140.40,163.57,272.28,110.54,169.36,159.38,232.12,92.56,35.39,140.42,53.31,260.90,47.07,43.74,176.05,118.31,218.37, ,190.65,230.81,157.33,266.41,200.85,260.05,46.48,98.31,143.71, , ,193.67,145.04,201.85,207.71,253.37,38.57,177.57,251.05,238.10, ,138.95,162.46,275.03,195.15,96.56,57.64
235.43,42.90,285.29,232.53,31.27,242.16,299.71,126.34,149.64,237.02,272.35,85.43,52.33,133.26,22.34,46.76,274.34,282.60, , ,163.22,37.26,74.12,16.91,71.58,244.27,155.14,108.07,164.00,221.15,9.30, , ,201.27,145.71,122.14,99.00,212.09,90.74,173.23,186.69,274.21,253.41,47.57,69.92,221.89,208.83,234.56, ,135.83,132.95,81.64,118.70,58.31,157.74,128.19,231.22,239.61,26.42,109.74,138.87,9.79,230.14,64.50,228.22,286.63,220.03,207.38,135.28,293.69,10.22,258.42,194.89, ,221.31,113.35,105.85,19.01,64.80, ,91.94,200.62,249.37,146.85,159.38,122.44, ,132.66,233.56,169.85,77.71,98.57,100.37,25.73,140.20,79.36, ,267.57,261.04,161.77,73.69,90.02,174.23,28.79,298.72, ,130.31,110.19,71.66,133.29, ,273.49,109.30,70.39,155.10,293.80,139.32,38.02,263.62,294.50,61.43,95.31,123.53,190.65,47.57,185.69,131.14,32.88,273.17,17.31,134.70, ,274.02,183.15,42.23,197.86,156.83,129.95,14.61,127.94,153.42,252.70,60.28,31.26
85.05,18.03,269.22,58.45,107.74,146.60,37.00,184.61,235.55,131.12,120.41,17.17,188.20,272.21,81.77,249.19,137.99,80.13,296.36,50.45,80.17,254.07,241.52,11.00,153.24,127.23,101.17,247.48, ,219.69,196.05,187.03,61.15,143.00,150.61,218.82,61.75,208.78,57.40,189.92,200.70, , ,133.21,121.82,20.39,60.42,264.66,279.31,101.71,194.18,103.88,207.03, ,115.81,286.27,234.47,63.97,282.44,99.71,60.13,208.93,282.71, ,230.17,92.11,226.98,284.19,99.29,196.49,7.02,14.43, ,235.16,142.01,172.56,106.14,164.01,34.33,140.44,76.89, ,108.76,179.04,202.96, ,99.45,291.19,20.91,215.99,95.73,173.67, ,279.80,163.72,235.32,135.31, , ,228.69,252.52,289.03,86.05,254.93,264.39,113.44,211.40,221.60,243.17,269.10,90.88,217.85,143.25,62.14,133.59,126.66, ,115.69,184.60,196.52,53.28,90.57,103.33,100.74, ,290.63,26.23,174.63,107.70, ,169.84,130.84,75.12,259.22,158.55,279.71,120.96,247.01,212.14,71.62,123.07,3.52,201.11,39.52
192.73,142.45,5.87, ,80.99,182.46,48.80,251.51,147.25,50.89,196.64,130.41,224.30,213.04,206.39, ,51.59,186.12, ,191.98,176.60,57.57,244.77,85.34,210.24,180.78,291.38,62.37,286.96,127.07,75.87,198.07, , ,90.69, ,282.67,218.82,203.98,200.41,63.21,220.59,277.47,287.18,244.10,41.85,236.03,6.64,139.92,54.53,1.91, , ,180.02,240.23,167.70,94.35,237.32,226.71, , ,269.69,22.85,71.53,253.39,228.36,289.39,22.10,16.51,275.89,182.93,280.53,56.75,281.55,89.81,208.86,122.14,127.23,190.08,103.87,276.93,236.79,15.12, ,31.62,233.51,134.92,208.68,206.38, ,200.44,75.36,59.84,287.85,42.49,85.83,21.40,178.58,29.08,217.07,225.32,220.22,3.97,62.16, , ,56.62,119.08,285.97,29.48,65.99,151.75,218.33, ,96.91,243.65,48.41,215.93,150.58,221.44,131.56,196.66,167.59, ,299.57,175.27,33.12, ,184.87,19.35,7.64,189.36,106.88,181.65, ,32.23,76.69,223.78,149.32,55.25,97.41,281.95,83.87,213.93
