Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120,Col121,Col122,Col123,Col124,Col125,Col126,Col127,Col128,Col129,Col130,Col131,Col132,Col133,Col134,Col135,Col136,Col137,Col138,Col139,Col140,Col141,Col142,Col143,Col144,Col145,Col146,Col147,Col148,Col149
89.55,22.36,86.28,67.97,99.73,144.83,102.48, ,7.31,230.00,136.70,60.24,296.09,242.28,27.02,46.87,162.45,2.02,84.73,106.44,158.30,152.08,73.27,265.54,265.59, , ,128.83, ,124.92,212.83,196.24,46.85,148.18,177.91,130.02,293.09,94.78,289.36,37.15,100.23,50.72,291.00,124.60,123.57,93.72,249.49, ,296.34,170.31,43.76,171.66,50.05,75.03,298.28,51.08,9.95,134.13,159.81,130.31, ,79.83,147.12,168.00, ,33.85,67.29,96.52,57.86,247.88,160.49,42.60,29.57,80.39,58.26,150.85,24.52,268.40,108.68,70.56,23.37,17.48,182.03,29.61,260.56,72.77,223.64,32.63,167.93,116.91, ,267.76,77.73,83.16,38.00,50.84,104.23,33.41, ,147.40,277.16,201.98,229.02,165.31,78.83,74.66,259.42,163.50,205.60,157.34, ,238.21,146.74,91.97,237.33,27.55,106.40,63.81,64.54,21.64,268.26,100.84, ,228.72,88.48,120.32,20.21,184.03,97.87,48.90,163.80,5.56,284.55, ,140.88,278.88, ,247.14,32.64,231.69,138.63,95.68,266.00,210.08,72.82,76.49,285.97,299.87,265.92
132.60,125.30,34.24,270.01, ,2.65,136.91, ,157.08,190.10, ,100.19,248.41, ,70.14,289.88,85.63, ,218.24,179.74,45.42,226.47,72.78,119.31,193.13,66.77,240.56,128.40,162.96,148.89,146.95,202.43,28.63,271.39,169.41,203.32,18.69,241.63,58.90,1.16,111.40,204.85,257.79,92.72,110.06,33.30,184.60,173.96,93.97,160.10, ,63.42,15.17,119.85,252.11,107.80,292.19,108.99, ,142.24,254.26,78.48, ,263.08,83.27,17.25,36.41,225.10,158.85,293.04,46.91,159.49,149.29, , ,195.84,100.52,118.20, ,105.76,74.28,45.39,46.30,287.00,199.11,185.79,79.87,186.29,23.97,174.31,71.42,71.49,233.10,53.57, ,159.33,289.67,293.42,234.67,227.26,166.54, ,5.92,11.88,118.97,233.21,211.49,125.86,240.00, ,293.58, ,152.91,292.24,286.33,275.95,159.76,120.30,84.94,267.81,18.44,132.67, ,44.16,205.92,196.29,114.32,9.75,42.77,109.13,288.99,60.00,201.40,63.06,82.50,43.06,207.73,11.98,209.89,115.67,83.28,80.68,201.82,14.49, ,123.63,82.09,88.64,66.67
 ,141.92,277.19,48.02,14.81,44.30,116.15,40.50,171.91,97.03,211.62,18.32,235.16,86.81,135.60,167.09,199.56,90.50,193.98,61.66,198.52,133.48,265.91,214.10, ,11.13,206.80,229.88,57.82,298.33,112.44,25.33,9.54,124.74,228.31, ,137.09,53.89,176.44,144.57,157.63,101.66,46.54,299.06,282.14,256.40, ,66.39,122.57, ,247.31,128.35,210.16, ,264.05,248.77,80.59,141.49,140.97,266.87,209.75,47.43,181.33,273.98,53.52,23.65, ,285.87, ,196.03,26.77,283.37,143.95,14.85,284.28,196.12,221.11,176.08,291.51,156.36,5.14, ,28.79, ,14.66,60.36,292.70,70.79,62.67,40.02,200.18,233.33,275.46,202.17,122.99,208.96, ,214.09, ,242.89, ,257.55,87.51,290.70,239.04,237.30,6.79,53.95,248.15,6.55,52.43,225.58,67.05,105.29,94.14,224.03,53.68,144.81,49.83,15.82,102.28,142.64,267.94,140.17,46.85,18.68,4.81,45.38,149.18,53.00,177.19,90.13,158.60,72.06, ,87.88,172.73,39.93,8.95, ,225.03,268.69, ,273.50,128.03,37.16,98.35,155.90,70.62
 , ,158.83,76.01,39.69,287.71,230.55, ,52.52,299.52, ,82.18,53.39,40.06,188.92,71.03,213.78,131.59,147.20,290.15,237.12, ,224.84, ,221.50, ,143.19, ,8.60,170.93,117.52,152.53,49.40,51.25,65.20, ,212.40,101.07,110.38,7.56,240.36,256.72,265.08,191.11,108.51,12.24,215.94,23.03,272.63,273.63, ,156.47,224.18, ,59.79,278.70,175.33,177.40,285.04,231.96, , , ,296.02,190.50, ,112.87,180.57,127.69,242.97,116.54,22.22,112.80,243.67,219.99, , ,263.56,81.17,92.60,243.36,246.23,237.55,54.51,145.60,10.48,56.62,61.26,3.35,79.76,162.19,68.10,204.78, ,285.96,127.10,222.36, ,84.98,47.03,186.34,21.69,281.19,23.85,157.16,216.52,274.22,236.67, ,141.46, ,127.41,222.68,275.32,157.03,121.56,199.79,96.68,204.72,299.79,120.32,255.77,93.87,115.55,272.30,172.00, ,299.41,194.91,74.55,25.54,69.81,34.64,26.27,282.44,255.90,224.46, ,261.30,96.76,237.26,253.49,115.33,108.66,120.62,289.11,2.71,138.69,158.60
258.57,198.84,70.62, ,183.47,248.47,73.39, ,142.45,136.69,204.54,172.34, ,161.45,225.24,232.73,144.02,116.12,47.98,29.35,166.00,134.46,3.01,139.80, ,118.63,8.09,112.49,48.34,41.89, ,27.30,117.80,224.25,130.06,112.74,130.07,72.23,93.21,172.39,105.69,51.64,230.79,85.33,123.15,153.12, ,180.42,198.40,264.90,181.80,245.06,67.21,113.44,17.01,204.14,294.38,1.65,57.63,52.54,199.61,21.98,253.48,205.79, ,170.70,135.93,229.27,175.05,290.58,170.07, ,120.09,237.77,140.85,198.21,164.27,66.26,262.97,88.64,171.64,39.46, ,147.30,55.85,238.18,229.14,225.70,228.34,277.84,240.19,248.29,137.52,199.84,9.08,112.40,91.22,217.30,33.90,32.18,86.94,136.18,78.61,56.15,161.22,57.03, ,5.32,144.75,134.81,60.52,280.92,145.62,155.67,170.00,124.86,7.22,95.93,173.83,79.44,19.04,237.82,120.66,55.42,294.58,133.92,244.63,293.47,250.94,182.94, , ,80.69,103.03,99.93,34.44,157.64,292.79,173.92,38.60, ,33.18,212.79,64.21,81.75,278.57, ,99.51,45.20
76.95,56.83,125.08,56.24,144.74,78.18,162.49,248.00,149.96,154.15,131.78,19.99,160.34,23.64,251.20,140.06,217.06, ,42.15,261.26,132.90,103.05,172.79,99.56,69.78,268.29, ,150.06, ,10.41,8.81,230.10,110.32,294.71,163.27,295.36,61.73,134.83,279.81,84.60,121.76,246.52,162.41,240.11,230.62,169.33,220.79,17.08,57.69,38.31,48.65,45.49,161.92, ,141.74,59.75,9.69,167.63, ,113.08,266.97,290.38,283.13,235.74,242.28,12.00, ,60.65,259.87,176.18, ,17.92,205.92,37.81,106.67, ,219.75,163.57,167.79,246.58, ,246.79, ,258.80, ,19.45,103.27, ,243.45,210.18,242.57,9.38,255.88,259.24,24.34,139.08,122.68,271.09,32.46,287.32,294.16,10.71,233.99,202.50,237.83,149.02,261.90,243.04,5.32,93.41,25.08,221.79,18.15,206.05,185.22,41.87,24.09,189.61,253.75,135.53,204.80,72.00,142.94,84.48,217.32,177.92,110.37,90.16,292.60,179.13,189.58,57.20,273.57,171.75,38.93,118.91,291.83, ,134.77,194.91,123.26,160.96,183.17,155.82,253.28,190.83,41.62, ,255.29
135.11,12.72,134.34,117.77,22.54,260.94,123.11,51.74,104.94,79.07,273.23, ,125.27,149.99,93.42,122.18,173.41,191.53,83.57,165.22,45.69,170.68,216.53,25.91,219.59,191.51,116.54,4.09,263.87,108.69,192.38,236.09,180.11,113.23,150.78, ,196.47,44.09,288.40,196.56,78.35,292.35, ,274.62,98.22, ,206.92,114.11,231.87,17.90,293.13, ,271.59,106.74, , ,31.86,173.94,136.19,125.06,70.23,267.39,38.17,75.37,3.23, ,183.13,25.30,212.65,147.85,42.30,266.74,223.18,193.62,160.78,180.94,177.67,27.91,18.79,121.49,220.26,18.54,265.73,279.66,279.40,246.03,18.83,41.38,237.35,297.89,42.43,158.65,159.44,266.21, ,87.71,23.85,249.50,88.09,106.91,272.74,212.50,253.26,35.81,62.62,193.15,13.23,19.40,231.42, ,109.65,287.25, ,109.61,160.66,283.45,164.17,202.00,250.62,201.94,50.52,257.23,125.31,15.65,203.79,50.68, ,60.23,97.32,200.19,254.30,70.88,262.06,123.88, ,279.14,264.12,205.22, ,30.54,288.98, ,236.05,198.92,286.17,90.09,189.69,34.11,248.41
249.63,79.87, ,59.01,217.28,134.25,62.01,30.43, ,126.02,265.97,279.81,14.45, ,204.14,66.06,195.82, ,171.30,129.71,160.93,41.74,192.98,11.62,210.80, , ,49.66, ,29.47,76.22,47.85,46.78,172.07,135.96,113.91, ,238.37,201.86,48.42,160.49,152.60,122.65,108.11,14.16,201.78,246.11,77.90,47.93,98.54,27.77,104.45,255.09,64.47,22.94,251.79,172.93,254.72,54.79,167.89,232.72,98.99,70.81,105.29,68.70,109.28,15.78,62.12,256.54,127.81,239.48,162.91,183.99,108.00,180.47,7.72,45.56,292.01,283.61,235.11,1.11,148.78,258.11,287.75,37.50,194.14,195.17,89.40,174.69,17.94,173.29,168.33,132.37,35.22,257.63,168.29,14.72,275.63,227.98,187.48,78.95,242.45,138.67,53.27,229.25,68.51,96.87, ,229.24,56.60, ,26.93,13.55,230.59,14.47,252.56,124.04,283.57,5.62,98.34,135.60,130.11,130.12,140.94,156.22,208.11, ,235.04,6.48,45.55,291.16,248.22,28.15,176.68,285.35,192.98,134.52,174.36, ,101.33,202.20,117.69,159.00,45.35,117.09,19.51,13.20, ,206.31
40.70,46.41,81.92,70.29,159.95,255.06,45.99,112.84,252.31,162.55, ,136.51,290.53,292.77, ,53.74,31.42,293.02,120.48,17.22, ,177.17,246.44,181.41,200.66,33.38,47.50,92.30,276.33, ,269.10,119.69,296.58,117.28,228.95,64.55,128.54,123.34,2.37,145.38,111.82,116.82,77.84,27.92,189.45,1.89,197.29,181.39,272.69,183.47,236.43,147.80,3.94,28.93, , ,89.75,204.66,229.74,119.69,244.35,68.39,167.69,67.82,159.55,47.75,242.15,291.04,49.15,61.10,1.30,252.40,237.52,297.61,139.55,124.91,126.43,30.15,158.99,43.21,138.49,61.56,75.14,170.59,47.59,202.37,175.09,139.94,11.81,279.87,254.84,235.27,298.09,75.39,63.38,175.62,209.57,282.51,289.80,109.00, ,11.36,259.88,226.22,177.94,52.36,18.60,264.56,155.24,175.26,293.36,187.95,203.43, ,188.14,30.83,152.32,8.49,75.49,164.82,52.55,200.35,247.18,46.42,212.74,222.30,269.76,113.02,119.59,42.73,53.10, ,205.42,13.35,264.67,8.85,240.52,13.00, ,70.50,231.65,45.18,208.32,70.10,179.93,259.50,197.41,296.21,218.02
215.61, ,103.57, ,44.09,275.72,192.92,135.24,29.47,278.51,195.36,259.13,238.30,297.94,231.22,37.98,179.54,211.27,57.16,292.32,290.48,167.71,14.27,7.98,183.37,281.53, ,240.66,273.41,151.95,90.50,147.11,25.64,151.01,157.87,47.56,123.66,126.83,29.87,15.04,13.15,55.15,36.64, ,10.06,97.83,245.60,266.29,269.57,36.34,224.86,72.37,293.17,10.81,117.84,15.27,153.73,246.61,53.45,191.49,97.52,182.69,233.25,228.45, ,264.78,140.85,299.99,127.46,35.64,205.80,142.97, ,159.77,275.56,286.29, ,83.81,159.43,89.62,55.38,224.40,220.08,154.46,90.07,8.03,109.61,1.93,11.10,112.35,7.44, ,174.48,125.08,161.74,120.48,7.38,94.55,33.00,182.00,249.87,261.10, ,174.94,226.10,109.39,241.00,64.03,291.31,107.34,228.08,142.64,66.73,192.78,288.57,276.27,2.46,202.75, ,77.69,39.81,264.94,204.72,142.29,73.08, ,95.25,53.67,234.94,193.46,214.67,180.31,123.68,31.13,260.80, , ,184.65,81.29,272.56,105.21,236.14,153.87,150.54,269.28,27.95,213.20,44.77, 
168.45,164.69,237.07,298.99,194.18,134.70, ,297.76,198.93,276.14, ,126.68,234.56,288.30,125.36,142.07,64.47, ,229.16,132.21,204.39,132.88,20.32,10.61, ,209.54,228.42,217.25,222.70,267.26,249.11,141.91, ,206.38, ,135.54,38.83,211.50,207.11, , ,193.33, ,102.87,77.78,132.08,287.92,100.14,233.00,40.81,204.25,125.88,82.73,149.71, ,74.16,227.20,261.17,281.79,223.40,188.31,28.69,276.54, ,175.44,14.08,269.76,163.45,29.20,228.62,103.15,253.07,200.30,128.40, ,238.93,150.41,232.85,148.43,191.68,84.83,283.83,107.02, ,202.66,110.71,110.27,104.37,81.09,35.35,25.50, ,269.72,275.67,18.64,111.96,93.85,47.58,197.87,279.84,57.26,173.11,21.47, ,84.81,297.58,77.55,109.30,292.79,201.64,267.49,7.33,119.58,225.39,101.99, ,164.39,88.30,25.77,124.47,194.58,16.26,70.07,124.03,32.12,197.69,40.36,234.82,43.01,143.56,240.92,117.37,60.79,142.81,15.44,105.24,259.80,224.75,160.83,25.92,121.65,120.44,147.04,80.18, ,223.74,135.11,247.69,208.07
83.24,168.81,99.88,10.32,3.57,82.20,66.12,174.00,95.59,136.77,116.19,45.04,157.12,187.21,120.58,258.18,89.92,254.33,205.80,111.18,4.85,261.73,168.53,60.69,171.75,114.97,224.27,27.87,40.15, ,160.73,144.38,100.28,18.88,177.17,101.25,288.38,48.28, ,184.01,127.29,17.49,43.69,102.26,23.15,286.64,3.14, ,67.68,25.10,87.35,70.09,288.82, ,37.09,46.39,237.84,276.86,115.93,197.09,92.11,60.60,129.59, ,183.33,173.02,217.99,110.69,148.97,46.55,136.60,78.60,102.20,34.56,68.21,254.62,147.23,47.00,4.44,1.72,242.16,96.19,135.12,148.23,6.40,16.30,59.14,200.71, ,235.27,115.38,173.49,137.61,148.77,52.79,65.31,201.67,36.75,75.18,210.04,250.03,75.57,163.96,293.74,217.64,244.18,219.40,134.79,166.02,120.59,243.08,159.37,125.95,206.56,139.75, ,89.79,35.98,85.37,176.56, ,105.58,157.11,172.53,81.97,275.47,257.36,88.46,63.29,12.84,115.55,86.44,242.38,111.94,93.22,1.77,142.47,258.75,132.31,291.48,169.83, ,127.20,205.31,248.78,256.77,235.28,5.06,51.74
 ,176.95,141.56,10.04,286.06,283.61,100.07,32.66,242.04,97.10, , ,76.31,297.79,109.83,299.99,158.90,244.23,119.04,214.56,69.82,97.87,18.99,28.52,167.85,201.15,98.09,5.98, ,3.78, ,110.94,61.40,182.23,5.69,91.42,130.35,120.87,214.67,126.17,191.51,213.74,258.98,48.63,186.22,268.74,119.49,224.87,49.52,186.53,108.37,275.46,139.20,166.95,236.19,297.05,287.14,220.36,222.63,211.08,148.14,164.40,259.51,148.52,196.37,64.23,13.01,243.45,136.01,206.07,103.52,199.90,113.92, ,36.55,247.86,237.38,9.81,87.19,53.54,295.44,160.44,101.60,243.63,36.13,159.88,157.55,8.23,176.93,284.98,217.74,58.89,60.53,60.13,167.77,243.93,202.26,163.40,4.49,257.68,161.06,148.96,180.57,266.81,285.68, ,203.42,29.88,245.16, ,92.87,232.35,129.57,141.17,138.48,99.99,186.29,213.71,279.67,192.44,151.77,198.27,81.54,152.64,28.05,258.77,217.56,157.73,25.73,40.09,144.57,260.35,101.14,66.10,268.34,27.29,136.66,242.87,8.45,58.29,46.72,157.44,208.17, ,233.90,51.50,158.64,58.46,292.73
255.60, , ,100.83,50.80,263.84, , ,27.29,106.08,228.78,252.52,81.77,258.02,284.52,24.86,6.17, ,261.77,176.35, ,197.32,218.35,195.72,220.52,24.54,267.37,96.96,197.28,106.31, ,90.83,36.86,278.13,109.30,145.60,115.81,182.97,255.92,238.25,264.66,233.66,128.64,88.22,84.26,154.84,278.95, ,15.81,189.65,188.77, ,174.42,253.43,287.90,101.53,118.47,87.43,57.46,239.11,264.59, ,119.43,91.58,174.45,144.56,177.66,193.66,207.75,46.96,126.93,66.67,74.79, ,126.91,56.57,36.01,89.40,140.59,240.22,226.78,50.25,225.26,184.55,291.33,65.74,150.51,23.14,96.84,44.10,46.34,289.78,121.84,231.00,131.51,168.12,218.83,49.18,1.96,162.88,257.32,249.77,250.68,11.42,128.92,271.28,156.19, , ,40.24,240.47, , ,230.04,26.97,122.77, ,285.65,170.28, ,278.11, , ,212.47,45.05,249.08,144.81,179.27,95.32,56.79,228.33,133.84,266.06, ,179.02,6.45,156.52,27.41,223.33,233.94,61.98,246.23,262.49,142.49,248.26,204.32,190.56,237.26,157.22
130.09,136.11,85.54,114.97,14.09,129.88,35.45,65.71,155.07,134.62,175.73,259.79,186.32,271.21,296.22,17.45,164.67,262.85,146.19,63.15,116.13,108.31,84.88,133.26,202.22,237.51,50.77,158.01,47.66, , ,257.65,170.19,231.68,72.53,210.87,238.14,28.70,178.57,220.47, ,122.69,291.04, ,188.34,267.58,187.87, ,145.52,150.07,38.04,40.37,193.99,54.05,204.75,99.56,20.97,71.87,91.11,44.31,251.24,89.19,290.83,167.13,223.81, ,261.86,144.57,194.31,131.81, ,232.31,243.70,26.25, , ,78.47,238.97,244.22, ,235.05,84.08,69.42,175.60,101.60,109.04,40.78,111.21,173.17,209.85,52.31,223.41,3.89,108.64,8.89, ,243.94,34.65,51.82, , ,237.53,192.14,251.89,44.66,6.16,127.88,123.03,56.03,57.18,101.33,129.59,41.34,220.53,88.88,211.92,55.44,190.93,82.90,80.57,60.85,198.28,219.35,242.02, ,299.20,115.33,225.67,131.32,273.98,88.09,119.23, , ,258.84,51.59,29.90,162.51,77.43,35.98,293.25, ,292.45,228.06,33.11,213.76,255.50,120.40,240.30
203.58,147.15, ,248.81,139.72, ,217.15,35.42,155.80,128.61,154.21,230.68,38.19,219.63,265.50,195.51, ,99.10,75.49,75.36, ,215.08, ,132.23,169.68,153.95,276.72,70.66,232.88,71.58,177.60,42.81,260.79,145.97,63.40,11.90,245.75,53.84,280.99,79.52,34.17,67.12, ,137.77,168.55,115.87,273.35,288.66,141.93, ,201.82, ,213.71,204.15,193.28,41.42,65.03,113.52,259.20,234.17, ,102.72,284.56,166.07,37.24,7.63, ,209.44,52.38,114.63,183.59,242.03, ,7.06,200.78,76.31,239.74,193.88,66.01,91.03,44.14,289.14,102.78,261.21,135.50,192.59,267.96,34.06,287.76,10.08,46.69,213.72,259.68,28.88,286.04,257.78,248.17,81.94,30.04,128.91,127.51,257.57,222.01,288.45,32.76,98.30,84.92,65.88,119.62,70.28,214.67,135.83,274.98, ,5.02,42.71,88.43,128.12,286.23, , ,152.51,294.31,255.79,297.83,125.95,70.67,7.27,67.45,73.71,83.91,246.14,249.29,190.84,218.47, ,90.82,49.67,67.38,217.49,279.46, ,72.05,131.28,87.28,249.43,183.94,239.73,159.95
164.64,266.42,227.87, ,0.94, ,68.32,53.11, ,270.98,246.39, ,25.70, ,275.13,255.65,147.53,168.41,250.37,2.96, ,166.55,148.02,43.03,274.69,58.38,67.11,95.42,273.06,73.44,96.25,0.41,128.77,273.12,36.50,168.27,39.40,277.39,114.64,103.76,116.54,238.36,262.21,210.29,154.90,280.03,264.97,55.85,66.57,259.05,221.29,173.05,162.15,148.11,170.85,66.12, ,4.48,76.22,81.34, ,65.07,144.30,271.97, ,38.54,82.84,150.41,14.67,72.32,259.21,35.96,115.22,25.09,194.41,157.96,112.80,40.82, , ,76.30,194.65, ,277.48,175.07,271.12,259.96,245.38,172.19,124.29,181.56,89.95,101.95, ,153.06,200.00,177.37,144.01,91.14,49.50,43.74,18.70, ,154.93,206.17,131.75,222.65,274.46,296.17,78.29,229.48,291.84,62.17,121.95, , ,183.68,34.36,125.56,17.93,39.55, ,171.30,230.26,229.03,180.77,21.15, ,205.95,212.87,232.59,102.31,25.45,98.72, ,224.28,124.74,163.62,212.37,3.42,219.51,85.48,237.90,72.89,12.59,85.70,269.92, ,261.79
69.02,205.77,284.79,0.58,193.46, ,228.37,244.57,285.29,248.16,136.69,96.02,58.39, ,28.31, ,290.10, ,50.61, ,35.40,158.44, , ,26.91,260.70,53.53,1.52,169.18,22.74,287.48,146.92,109.44, , ,297.35,150.15,170.38,135.13, ,112.40,137.43,197.39,71.56,110.43,12.56,96.00,236.12,124.69,286.57,84.09,271.20,236.26,266.99,157.65,232.34,232.50,288.08, , ,273.26,132.90,237.74,263.60,106.02,227.46,62.14,178.70,108.15,55.85,236.78,70.95,183.54, ,171.62, ,231.26,106.67,92.43,293.06,218.28,144.31,191.67,157.29,239.78,185.33,40.58, ,111.54, ,114.98,264.29,47.68,54.91,259.71,198.76, ,117.04,47.68,243.51,120.07,193.91,199.22, ,21.33,237.63, ,52.62,155.63,290.35,55.85,10.89,43.46,106.55, ,154.23,259.02,243.34,2.26,172.12,154.96,290.47,206.00,145.21, ,146.15,88.62, ,99.51,27.16,211.74,78.66,10.93,174.31,10.58,283.13,68.37,76.14,230.68,240.64,130.80,222.03,66.70,253.52,229.21,229.36,168.34,206.91,45.71
133.55,257.79,238.99,254.76, ,185.44,25.64,128.06,183.37,70.41,51.39,236.61,165.98,200.41,284.47,219.72,213.23,23.49,214.99,284.67,134.65,227.38,131.44,164.00,153.30,22.21,171.02,236.76,36.38,211.00,216.86, ,130.09,110.05, ,159.70,251.84,14.77,154.63,234.65, ,87.96,183.23,124.05,229.41,178.43,72.05,283.44,285.84,9.49,273.52,255.58,283.05,132.96,104.55,96.92,140.20, ,23.43,200.25,106.94,43.92, ,243.20,36.11,270.50,24.92,76.82, ,59.87,195.15,34.97,19.05,14.53,234.33,81.46,203.45,195.87,61.92,190.56,65.32,189.38,144.51,187.74,195.60, ,90.75,90.39,188.80,279.61,182.86,174.19,221.02,213.31,124.50, , ,7.85,232.76,23.05,6.51,261.76,203.48,123.87,17.59,242.40,105.40, ,279.58,235.78,56.02,166.66,163.10,6.39,142.81,64.70,131.68, ,85.80,223.25,110.11,222.34,238.04,177.78,7.32,188.60,76.50,216.14,155.86,81.44,269.00,262.20,38.28, ,124.08,271.95,101.31,256.09,150.84,31.60, ,52.08,40.62,285.01,203.62,82.95,38.37,191.66,229.92
175.53,54.03,250.58,268.03,43.87,14.22,153.45,18.84,110.12,34.11,16.23, ,99.18,274.37,114.44,81.04,150.47,98.41,10.24,285.21,230.07,187.83,260.51,276.60,115.83,200.15,52.29,146.96,60.66,2.59,96.27,219.49,143.30,263.93,204.10,27.16,56.21,91.93,220.69,182.76,104.59,247.48,220.78,8.34,215.76,156.53, ,76.02,237.88,222.71, ,171.85,132.18,33.56,244.78,292.63,290.77,210.44,254.10,32.69,112.66,273.37,260.48,45.21,5.82, ,97.24,13.81,269.32,249.38,186.65,186.06,194.41,224.63,237.38,165.34,168.51,173.18,74.27,182.90, ,22.03,44.19,149.31,128.49,209.37,277.82,207.98,7.41, ,140.07,272.48,28.45,119.20,278.68,142.76,187.01,183.61,133.90,171.80,171.27,3.27,240.80,101.16,123.69,149.43,121.06,269.17,262.89,51.14,281.84,103.15, ,286.75,117.51,63.15,200.79,214.67,266.93,195.14,154.63,49.16,8.63,87.55,133.95,209.28,157.76,178.67,86.79,217.96, , ,115.71,7.24,189.72,61.33,173.90,272.43,34.35,94.13, ,228.08,48.47,155.59,182.27,238.44,100.16,242.63,258.45
88.51,228.09,50.16,236.59, , ,0.47,253.77,105.62,120.20, ,275.79,67.72,244.17,258.15,58.04,45.36,127.93, , ,84.34,127.21,22.82,50.94,240.63,94.87,293.52,7.94,254.69,127.29,191.07,285.76,124.86, ,252.79, ,143.41,107.45,200.12, , ,119.52,124.37,20.59,163.35,87.20,104.20,16.89,299.93,244.38,33.77,77.58, , ,248.73,191.60,297.62,99.91,47.18,31.53,42.18,96.31,12.91,43.87,195.78,32.45,168.59,130.07,165.31, ,114.04,58.75,54.95,62.80,255.01,203.62,29.27,119.09,111.41,202.51,215.38,173.66,114.89,185.61, ,75.58, ,132.91,182.13,194.79,59.95,232.02,172.57,62.07,119.93, ,22.43,226.62,188.35,83.63,167.78, ,243.36, ,76.26,34.79,254.65,24.07,211.75, ,173.03,268.66,223.20,15.39, ,284.13,188.70,254.47,212.45,299.83,40.56,45.21,40.21,55.08,104.29,51.93, ,101.65,132.82,29.87,262.74,132.34,125.10, ,181.57,231.35,97.90,257.49,47.27,142.96,61.99,69.18, ,209.04,78.51,240.42,190.07,44.78,292.14
222.50,51.44,266.94,132.94,190.34,286.12,119.01,250.03,157.66,94.82,279.52,108.56,281.71,123.10,21.03,196.36,150.83, ,117.77,111.51,70.98,42.74,206.57,209.05,288.87,67.65,252.51, ,172.45, , ,249.18,110.79, ,261.62, ,79.39,217.41,44.96,178.74,211.54,213.02,298.82,252.03,138.53,218.52,115.70,6.54,265.07,210.41,78.96,198.29,277.73,294.36,120.67,26.66,183.05,216.58,125.71,236.26,61.62, ,177.32,281.77,201.13,152.62,178.06,191.81,134.09,30.77,128.17,183.44,86.92,76.96,248.83,205.06,7.19,188.29,295.91,126.72,269.17,190.56,135.70,183.64,89.87,126.57,118.28,78.41,133.13,174.00,100.94,295.03,138.91,292.65,53.38,31.85,98.71,169.77,4.78,204.21,267.82,12.68, ,91.09,173.92,165.31,47.40,250.91,83.28,148.19,187.61,249.95,66.27,79.93,177.14,204.89,101.17,284.46,276.46,178.58,22.02,106.27,288.26,224.96,191.40,289.64,40.71,289.17,111.96,107.66,202.44,260.89,248.22,190.88,20.90,75.07, ,181.34,101.61,37.30,129.92,162.79, ,102.38,258.12,267.20,203.44,78.33,173.25
109.67,251.24,133.60,173.50,207.66,48.57,23.14,276.10,84.51,284.73,83.14,101.23,8.63,219.98,168.99,113.51,157.37,109.24,91.07,237.93,268.58,144.90,208.22,125.30,6.03,179.62,52.87,139.50, , ,148.45,152.72, , ,26.71,1.07,225.16,116.50,225.50,185.46,82.40,126.45,120.78,177.60,286.91,235.15,76.59,126.93,45.56,239.40, ,240.47,127.67,6.55,104.98,206.88, , ,65.15,38.42,16.38,58.12,147.22,110.06,157.47,276.39,278.77,20.08,238.72,98.71,169.17,213.22,142.39,293.68, ,32.10,118.73,36.87, ,67.41,22.22,1.64,42.45,47.27,199.64,210.29,231.27,202.04,155.50,108.06,251.97,181.28,29.15,267.59,216.84,143.62,259.89,237.67,125.66,64.87,270.94,23.65,54.61,46.69,270.11,59.28,65.17,152.80, ,120.39,282.85,119.29,115.28,159.58,90.21,182.48,115.47, ,17.67,64.85,122.35,219.12,257.05,122.20,78.61, ,54.29,85.62,92.97,138.13,18.51,97.09,43.86,58.64,230.22,247.88,93.24,213.70,239.89,97.07,276.60,279.96,156.33,204.47,266.48,201.86,270.94, ,14.81
