Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120,Col121,Col122,Col123,Col124,Col125,Col126,Col127,Col128,Col129,Col130,Col131,Col132,Col133,Col134,Col135,Col136,Col137,Col138,Col139,Col140,Col141,Col142,Col143,Col144,Col145,Col146
89.72,211.78,285.90,277.42,277.59,48.51,241.04,171.61,212.28,276.04,133.69,294.14,82.36, ,131.35,122.65,136.51,255.15,150.21,282.04,44.55,176.68,118.72,60.40, ,47.98,284.50,88.86,228.88,67.68,2.58,242.90,250.98,1.10,257.41,237.63,112.61,262.27,234.02,61.79,141.56,87.94,291.44,104.71,48.02,40.58,286.86,96.55,90.68,193.43,165.72,133.68,246.38,279.72,41.71,53.36,151.28,9.34,18.09,63.05,286.43,116.72,87.10,211.12,10.93,225.87,235.63,154.97,155.49,62.40,176.20,80.47,257.05,170.21,203.85,41.27,36.88,163.57, ,74.69,82.19,227.63,114.88,113.81,142.66,59.28,124.69,120.33,132.09,22.38,113.99,148.50,292.52,167.83,77.75,118.26,121.77,118.77,33.06, ,175.72,292.80,5.77,35.91,299.93,180.33, ,135.97,64.30,262.16,245.00,174.65,199.85,109.15,233.07,251.20,17.94,159.40,138.05,269.43, ,215.47,134.34,12.29,39.81, ,271.94,92.08,149.04,143.01,10.55,100.40,242.68,94.03,51.86,129.32,228.07,236.75,290.83,116.69,252.07,133.01,43.26,70.59,217.02,150.49
289.69,189.33,69.23,34.44,215.43,142.37,20.24,247.90,291.38,91.91,22.06,167.45,150.02,257.62,151.65,294.61,59.00,73.69,167.30,249.31, ,91.68,292.13,174.14, ,238.73,105.63,20.05,26.11,211.12,237.11,91.84,204.10,115.66,279.06,85.93,65.69, ,291.93,190.85,53.16,104.80,158.67,168.33, , , ,75.44,105.64,207.23,18.10,287.54,5.85,225.53,131.28,63.47,136.43,234.38,34.34,48.13,250.99,191.64,222.76, ,28.40,172.11,152.45,25.68,200.85,75.14,230.43,35.86,157.16,46.05, ,128.71,99.67,274.65,69.07,258.37,225.80,206.06,245.16,289.63, ,88.78,274.30,190.63,130.87, , ,94.42,5.63,74.96,163.83, ,61.23,188.35, ,94.41,62.52,240.61,197.38,27.20,48.60,181.83,265.62,56.40,132.68,249.22,147.35,273.90,174.27,190.09,115.90,112.28,179.98,35.70,82.27,249.04,280.73, ,246.35,66.75,120.94,255.60,276.12,2.48,242.92,167.95,116.92,216.49,32.44,31.03,51.65, ,182.53,189.70,21.00,259.63,298.90,282.98,64.52,29.96,294.54, 
98.76,62.80,143.22,284.63,205.03,268.17,218.80,153.57,63.82,71.31,30.43,74.18,224.24,87.86,120.35,176.96,266.72,234.36, ,218.99, ,255.27,203.88,295.19,285.76,88.98,150.21,216.78,177.30,50.21,107.64,83.99,89.68,224.35,160.66,243.03,199.36,97.22,72.38,160.69,151.42,115.21,69.07,226.03,173.01,211.54,146.81,265.25,46.25,260.53,148.94,51.77,101.87,151.55,241.40,232.39, ,47.60,30.98,20.49,252.61,188.90,143.55,198.52,230.69,40.56,237.06, ,285.36,38.36,220.23,149.15,72.58,200.23,142.04, ,119.41, ,8.31,27.83, ,107.86,152.34,261.03,92.54,74.76,188.76,58.76,60.81,241.11,111.61,13.91,295.69,23.87,141.62,207.79, , , ,106.14,118.83,256.61,270.29,158.00,153.89,242.76, , ,176.88,128.54,71.48,292.19,103.48,159.25,135.57,295.65,38.97,137.24,83.72,90.72,289.48,268.25,9.88,46.87,11.69, , ,137.26, ,240.74,193.87, ,68.77,106.33,188.71,103.33,51.10,214.16,138.65,272.82,118.31,35.30,195.09,213.16,37.66,273.08
141.65,231.33,125.90,18.17,281.24, ,32.34,201.20,154.19,45.74,201.92, ,31.91,228.41,292.86,192.85,32.78,17.61,244.93,1.77, ,283.01, ,15.36,46.36,254.32,134.02,31.89,295.06,159.97,8.86,189.54,118.78,236.22,186.42,279.90,144.25,171.21,283.17,28.97,274.84,159.49,240.33,8.31,255.17,158.86,21.11,165.74,270.71,276.27,283.11,45.32,94.18,56.20,103.09,106.87,68.46,186.80,157.74,244.19,63.39,76.94,151.45,224.38,44.65,279.29,156.83,155.12,241.15,28.36,296.49,122.18,101.59,73.75, , , ,267.47,272.44,276.35,136.52,73.89,33.83,19.40,39.66, ,83.90,148.42,292.16,215.06,209.34,83.84,86.62,130.77,222.64,59.15,45.75,25.77,183.92,173.91,242.66,133.33,125.70,291.95,0.37,212.27,209.36,8.11,249.99,124.82,282.27,36.22,190.19,131.72,156.67, ,103.66,13.90,243.57,297.55,177.19,283.22, , , ,54.80,63.01,23.44, ,200.88,279.86,89.32,43.69,218.64,65.12,290.91,69.36,150.95,27.07, ,216.64,14.76,60.17,220.05, ,12.20
 ,286.11,7.59,153.05,256.20,3.82, ,119.05,65.30,241.67,67.75,3.70,245.98,10.49, ,274.33,79.89,141.01,111.32,237.47,282.96, ,74.99,53.31,84.51,143.79,151.31,68.23,221.93, ,234.17,146.35,76.43,205.30,234.80,174.15,46.86,237.16,20.32,107.38,112.77,63.52, ,278.03, ,51.16,112.84,57.36,185.67, ,259.72,166.62,136.41,37.92,3.33,252.59,147.68,100.61,287.58,108.41,204.49,238.11,166.70,186.31,52.71,141.97,188.66,98.06,11.89,81.53,250.15,218.21,85.27,274.63,39.45,113.83,4.87,126.48,171.90,56.51,134.46,181.71,221.16,169.33,58.04,76.13, ,12.97,55.25,298.22,285.09,15.27,85.51,211.29, ,168.41,222.41,97.96,205.28,14.05,266.09,41.12,126.83,167.83,84.81, ,199.27, ,220.85,40.11,237.50,92.78,42.43,6.08,107.07,126.96,204.81,93.95,33.24,205.79,103.76,294.78,43.01,238.39,53.70, , ,141.66,44.77,202.62,160.99,34.68,151.54,45.74,47.33,214.61,101.24,16.31,137.85,42.00,65.49,273.18, ,42.50,294.89,244.16
248.68,81.93,106.50,281.73,24.27,210.33,81.49,214.90,258.41, , ,144.36,151.20,81.76,98.53,30.75,106.36,60.02,50.56,100.82,49.91,89.94,101.68,98.08, , ,147.67,251.72,78.84,141.66, ,175.93,246.86,87.45,65.73,177.05,74.24,12.04,98.04,273.97,227.30,164.07,61.74,235.18,249.83, ,248.11,108.59,157.93, ,292.15, ,112.62,166.41,56.48,245.00,283.07,144.67,253.26,159.88,159.39,30.35,165.80,218.62,291.66,192.56,9.66,208.56,54.33,245.85,197.17,31.96,229.82,109.02,213.20,156.34,77.14,172.06,24.47,203.67,40.87,76.00,155.16,161.93,125.87,236.17,265.14, ,76.13,31.19,224.62, ,178.12,142.63, ,159.92,111.33,21.48,194.94,9.33,115.22,217.97,266.68,130.37,100.81,47.64,86.25,117.12,261.87,241.03,106.93,190.11,145.87, ,245.93, ,274.30,242.77,187.98,22.33,162.44,185.63,130.71, ,299.74,287.21,9.28,119.87,181.10,28.47,215.69,0.45,248.70,101.23, ,7.56, ,193.19,299.81,279.07,125.47,10.81,123.00,109.64,113.80,147.48
134.30,96.08,209.57, ,232.48,224.60,57.78,141.33,105.77,151.02,97.54,36.64,296.21,167.75,240.91,63.19, ,201.09,15.11,200.01,186.78,208.15,28.11,145.60,249.76,65.17,63.18,174.45,38.41,256.67,240.12,151.49,259.30,203.54,157.08,254.19, ,56.66,297.31,297.18,117.57,195.69,38.65,14.43,101.67,82.96,37.15,114.69,134.27,167.54, , ,72.05,229.73,233.40,90.00,90.41,27.25,197.07,132.68,50.82,110.95, ,270.82,60.83,243.24,82.78,134.36,232.89,206.95,130.41,146.01,214.84, ,57.20,39.34,83.73,218.09,93.69, ,67.19,196.73,151.02,260.19,60.53,45.43,70.41,10.23,120.42,295.64,132.34,128.81,213.70,95.95,108.01,51.56,283.67,272.00,91.46,269.14,173.79,214.18,241.71,75.60,283.81, ,41.24,38.03,228.75,234.30,48.92, ,190.92,2.20,201.71,10.32,239.07,289.93,253.36,226.16,151.39, , ,196.41,112.51,180.39, ,80.68,71.51,98.56,34.99,30.82, ,275.78,25.71, , ,88.14,51.10,226.15,95.74,203.75,212.75,181.22, ,141.94
275.06,18.59,234.43,120.57,298.50,29.25,166.79,180.66,132.07,214.43,175.14,37.36, ,275.39,257.21,35.91,124.04, ,252.48, ,258.74,45.61,163.73,208.57, ,76.05,67.25,105.93, ,54.57, ,154.69,2.58,229.74,155.63,248.28, ,271.81,260.02,206.05,253.33,238.53,156.90, ,190.14,118.69,285.65,121.66,65.88,290.96,137.23,95.35,91.09,268.48,148.63,73.93,157.78,254.74,172.05,229.65, ,80.59,116.80,188.94,31.81,17.49,142.70,216.45,31.24,276.24,143.19, , ,16.23,180.06, ,2.17, ,122.56,124.78,214.07,183.27, ,57.91, ,225.30,38.75,265.84,228.83,113.64,63.73,137.42, ,173.73,139.36, , ,189.23,76.15,52.17,286.70,168.57,54.11, ,109.20,70.22,289.97,218.79,48.02,118.39,92.56,103.99,108.52,225.15,37.84,42.22,115.09,264.40,279.24,78.48,145.32,127.39,249.59,175.41,235.59,271.38,59.03,28.01,152.80,9.65,132.30,139.56, ,192.88,159.72,153.74,9.11,51.21,190.80,209.28, ,86.51,239.08,203.79,99.10,64.18
299.48,76.05,289.01,155.16,120.74,106.34,236.08,25.83,34.52,287.63,6.61,251.77,253.60,85.78,96.61,139.52,164.17,293.08,123.15,246.18,234.45,181.08, ,25.10,41.57,54.28,72.01,51.34,48.82,9.26,189.62,213.91,272.53,107.54,297.39,230.47,98.12,157.11,242.38,299.09,186.45,233.38,4.69, ,200.80,78.80,12.08,133.08,242.17,1.40,177.52,15.54, ,35.66,267.40,25.94,6.87,61.64, ,225.13,256.13,125.17,67.71,274.28,125.34,173.42,15.31,175.01,52.51,256.51,299.58,218.69,106.61,185.47,118.36,276.88,86.89,6.70,24.67,237.78,174.28,104.47,31.04,63.75, ,212.76, ,36.24,149.48,248.43,189.70,33.38,137.86,219.21,92.23,282.79,181.92,293.20,181.07,39.94, ,36.18,174.03,296.58,53.08,52.58,204.92,187.31,277.44,203.18,32.37,120.08,245.55,47.63,285.87,226.57,25.85,158.99,244.42,180.73,227.84,94.59,79.19, ,204.63,60.70,186.48,125.47,89.37,33.45,211.79,255.41,257.45,160.08,41.28, ,284.52,173.77,26.19,295.44,221.37,147.61,16.02,119.76,193.71,260.08
142.46,157.14,60.08,248.97, ,39.64,176.95,190.21,40.03,257.67,65.46,85.25,256.50,280.96,238.86,88.36,297.91,47.35,164.71, ,296.99,64.24,266.54,26.36,145.93,203.74,63.30,60.29, ,8.04,219.61,266.54,208.76,285.43,110.76,296.37,115.90,181.23, ,87.36,210.87,217.85,216.79, ,194.11,79.71,187.88,266.55,65.07,252.83,122.07,213.04,120.40,137.05,50.03,125.83,268.99,262.57,181.32,36.65,81.69,59.77,292.10,145.78,262.34,14.55,36.10,268.48,42.86,34.92,156.55,62.14,178.97,71.16,2.37,62.49,275.02, ,154.25,76.59,45.28,92.91,41.29,49.76,67.56,31.17,198.54,184.55,54.25,188.42,105.89,148.50,175.49,107.22,54.71,128.39, ,136.21,51.36,10.88,253.28,129.30,65.38,211.92,267.61,211.14,104.44, ,80.37,63.74,234.03, ,190.62,108.41,241.51,62.56,57.10,213.91,130.85,191.51,104.98,150.95, ,73.15,240.67,239.04,44.55,185.99,50.18,76.05,178.02,251.17,170.47,143.81,27.02,132.79,293.67,246.47,210.74,153.76,265.82,123.70,41.27,56.58,158.44,181.91
17.90,263.58,230.27,94.13,195.04,156.64, ,56.98,283.68,162.35,249.60,186.62,206.26,0.51,228.29, ,79.20,70.24,226.88,241.96,121.83,227.20,233.37,236.96, ,172.27,176.16,123.95,270.82,8.75,111.13, ,96.34,53.85,208.19,95.19,183.97,30.07,114.99,122.13,118.24,234.49,263.14,206.74,75.50,172.46,70.72,0.35,22.02,216.84,90.30,15.65, ,247.45,277.28,101.59,259.81,253.55,218.53,68.62,161.69,283.51,177.71,189.81,238.42,166.94,62.91,287.36,148.69, ,293.08,92.17,153.68,266.04,27.06,248.21,236.65,263.44,126.28,204.79,233.88,39.35,46.80,44.52,157.41,145.57,67.57, ,205.06,182.60,60.78,138.67,72.07,114.52,94.73, ,8.25,135.90,134.33, ,203.36,175.18,147.82,181.92,295.13,298.32,276.73,149.55,224.72,144.08,155.62,60.01,38.14,24.20,263.66,167.58, ,220.83,4.65, ,182.42,284.24,23.59,252.52, , ,61.11,208.36,193.14,13.96,298.20,71.08,106.05, ,207.45,100.17,265.06,299.80,247.46, ,261.41,207.08, ,296.94,165.51,164.51
284.31,227.03,217.19,2.11,126.06, ,82.79,179.46,77.59,120.05,135.30,255.98, ,202.00,275.69,198.92,93.72,1.05,154.98,192.56,135.08,82.83, ,109.23,111.07,279.03,88.46,279.21, ,230.79,258.11,0.12,262.06,117.96,136.34,257.98,25.90,247.39,276.22,41.54,22.68,31.97,207.21,282.37,274.15,86.80,178.70,123.53,260.42,147.17,244.92,251.16,289.08,139.21,67.65,280.89,235.67,99.66,10.29,275.11,279.95,276.47,189.66,199.91,135.37,34.12,184.23,197.49,288.99,184.99,288.17,220.79,132.78,180.46, ,101.62,30.21,63.39,224.98,166.59,283.04,275.81,139.47,184.91,20.36, ,297.72,284.33,276.05,144.15,124.51, ,163.35,209.64,192.42,5.18,296.31,17.22,90.46,16.41,46.12, ,281.02,225.94,89.81,0.25,95.20, ,124.36,227.77,260.88,138.81, ,174.43,53.99,198.37,122.73,189.86,28.61,156.81,134.75,0.75,54.74,8.18,293.71,126.20,285.05,193.04,253.64,201.50,256.14,138.04,235.10, ,137.72, ,151.52,141.57,182.44,239.05,79.73,184.25,35.23,124.76,94.22,194.28
6.27,228.04,177.44,62.35, ,14.11,175.12,24.74,183.69,36.32,141.19,57.39,101.17,177.28,81.67,172.44,206.66,69.50,171.32, , ,229.31,167.26,219.67,220.54,173.60, ,134.19,243.61,179.62,20.24,218.14,214.79,285.35,155.07,17.44,35.24,8.86,216.14,253.33,264.34,101.94,151.61,293.33,169.20,225.94,281.38,201.29,149.94,105.32,252.39,298.79,217.09, ,204.02,185.40,120.11,181.44,31.93,284.38,89.70,2.21,121.11, ,1.91, ,178.40,10.72,232.84,224.28,237.25,136.48,235.27,3.12,143.10,192.25,13.46,5.37,229.66,150.96,21.67,103.47,101.58,276.37,185.44,183.39,98.40,281.92,42.91,288.21, , , ,268.33,14.32,81.98,163.09,213.29, ,46.10,178.50,174.75,240.34,66.57,242.94,212.33,37.74,192.16, ,147.92,62.10,110.60, ,30.31,49.83,90.84,18.26,159.39, , ,199.52,50.56,0.62, ,120.73,40.66,33.00,78.68,238.07,28.27,42.35,189.41,41.77,42.40, ,163.12,298.36,108.22,40.46,154.83,297.22, ,100.90,56.20,24.92,93.86
 ,21.58,41.41,2.96,134.33,57.61,146.14,127.65,146.28,144.42,116.22,245.18,56.67,110.49,146.39,7.73,180.51,24.93,170.45,85.31,281.67,265.49, , ,156.92,288.62,75.33,151.80,104.71, ,230.31,194.84,79.92,60.71,166.92,7.01,79.75, ,157.93,60.54,89.33, ,19.64,282.53,127.10, ,21.95,179.98,132.70, ,287.95,171.20,109.15,173.60,192.91,189.97,95.07, ,223.76,255.73,217.16,140.18,249.33,138.22,63.01,149.65, ,154.71,54.00,61.97, , , ,251.07,254.31,64.07, ,226.71,249.04,227.94,289.91,9.47, ,169.20,20.57, ,57.88,19.55,50.73,52.42,218.64,270.27,257.24,148.94,293.66,41.34, ,150.49,146.74,143.27,11.43,90.68,83.77,105.69,135.49,277.96,258.42, ,269.29,233.39,95.87, ,191.21,296.90,155.35,146.57,243.99,98.13,5.29,85.38,106.36,187.65,269.41,181.79, ,193.17,158.82,97.24,296.69,46.04,18.55,287.96,252.45,61.91, ,170.37,252.57,244.53, , ,255.32,230.86,261.84,252.26,135.71,120.42
268.40,27.96,195.23, ,276.59,37.38,179.74,225.68,90.76, ,2.25,190.50,298.61,193.84,170.43,37.53,99.73,133.51,216.78, ,62.53,66.19,91.57,196.38,295.03,27.43,144.50,104.05, ,98.03, ,240.82,43.65,98.58,160.84,148.03, ,210.74,113.18,46.08,108.40,52.03,59.04,1.10,211.26,149.73,56.33,136.65,87.13,218.32,39.48,202.52,14.47,165.78,56.40,218.21, ,109.19,248.89,40.28,36.22,210.90,245.79,133.42,14.42,128.32,77.21,215.16,206.90,267.20,248.39,41.86,46.72,201.18,19.59, ,145.98,173.29,16.69,273.77,111.09,263.12,279.43,228.34,194.94,13.40,265.74,56.79,215.83, ,121.04,297.90,164.53,60.08,95.67,61.89, ,130.09,131.25,184.43,219.25,136.50,161.16,137.36,174.82, ,190.74, ,261.12,72.37,45.67, ,293.64,112.25,294.94,171.19,168.50,36.96,47.81,165.90,34.39,249.44,38.54,282.59,153.31,128.66,39.76,24.57,47.07,8.14,193.80,247.22,225.13,223.19,57.69,217.36,13.10,208.92,92.80,76.51,105.24,213.16,12.70,214.68,70.82,27.00
254.90, ,262.41,19.17,27.53,294.75, ,261.11,216.99,175.91,137.54,289.28,88.50,83.25,32.09,74.71,65.53,69.18, ,119.86,180.60,41.77,139.98,248.81,242.50,226.07,140.42,293.61,162.29,140.75,132.45,208.30, ,248.80,30.06,161.94,157.28,52.40,212.67,221.96,92.48,32.62,54.16,204.66, ,2.47,292.84,76.04,231.42,82.03,270.71,92.69,151.38,104.48,67.25,186.11,252.61,156.44, ,163.01, ,250.35,41.63,9.86,231.16,122.92,186.64,172.04,197.55,164.22,157.58,240.82,182.47,91.60,240.09,208.95,61.22, ,265.73, ,225.06,159.10,58.09,209.12,291.06,226.30, ,28.96,180.40,2.40,281.40,248.61, ,158.55,70.52,77.45,209.78,271.89,287.21,75.46,191.22,163.31,202.85,166.67,59.22,293.56,113.87,114.63,241.52,77.48,152.40,99.77,137.71, ,112.03,244.83,129.84,274.35,250.83,185.99,73.93,227.72,215.00,292.83,57.04,22.66,1.19,75.57,290.06,172.71,183.84,207.68,106.04,0.44, ,8.97,253.96,126.68,4.37,52.76,255.71,137.09, ,183.29,77.93,80.55
116.44,225.21,38.53,175.63,60.88,269.30,132.29,105.55,34.37,272.85,42.35,247.05,279.55, ,207.81,299.42,247.38,196.29,135.60,160.44,128.58,115.68,113.70, ,247.26,161.29, ,133.87,208.29,128.14,7.53,266.19, ,98.05,242.68,266.09,265.05,86.40,110.81, ,44.40,263.15, ,279.25,216.23,160.67,154.53,115.43,110.85,259.04,198.27,12.75,81.47,251.47,221.51,164.93,165.10,152.65,203.56,45.78,15.07,89.11,171.91,14.87,85.18,71.53,75.72,252.05,274.17,127.85,270.29,77.34,299.79,23.97,185.66,6.20,19.28,128.55,251.67,137.78,152.92,218.80,193.10,67.74,85.46,40.83, ,96.84,213.04, ,75.78,228.18,196.43,104.92,216.80,32.75,54.25,267.29,271.34,295.93,76.64, ,67.54,172.46,231.36,161.00,187.49,3.14,143.12,15.34,11.27,235.38,29.83,283.79,287.52,242.78,130.04,227.22, ,250.23, ,253.55,51.32,283.78,42.44,232.68,9.14,293.12,274.53,46.02,155.83,104.33,154.52,32.42,231.21,124.47,100.98,239.03,204.77,221.66,94.81,275.13,257.87,68.28,94.11,38.94
14.54,273.41,144.93,53.34,48.76,178.99, ,98.02,234.65,179.80, ,266.30,54.39,234.88,5.25,62.02,44.38,134.21,33.22,99.48,165.86,223.77,160.69,171.09,270.30,24.87,23.72, ,90.35,264.69,280.92,226.90,24.65, ,26.57,238.45,134.26,132.53,286.69,32.97,279.22,139.06,163.88,188.69,166.27,268.44,118.81, ,184.24,181.16,297.98,242.12, ,43.10,266.31,195.13,215.27,20.67,102.69,73.18,242.91,239.02,280.31,100.18,5.06,25.74,180.51,68.31,233.08,4.84,96.38, ,167.16,277.06,179.76,67.05,39.42,12.59,173.08,199.22,190.44,204.00,282.46,110.34,286.70,256.82,194.25,175.80,11.14,15.15,214.60,103.88,171.29,131.19,127.75,196.42,281.41,3.46, ,32.96,91.80,26.05,211.24,187.80,156.78,127.27,253.71,192.74,240.70,129.36,188.51,66.41,173.95,173.67,228.82,99.82,26.71,192.05,50.07,46.12,285.51, ,214.02,294.50, ,98.63,219.05,157.20,77.34,206.25,198.03,192.50,58.61,260.49,144.71,67.03,259.11,297.34,285.84,297.70,231.69,197.19,115.01,34.70,271.62,123.59
179.83,200.93,194.85,32.46,123.11,237.75,247.34,149.37,28.93, ,63.63,228.17,150.02,41.79,187.33,152.55,162.34,92.35,271.05,72.34,216.05,35.33,85.72,291.06,225.62,17.95,61.74,152.14,15.33,99.44, ,237.61,25.92,152.20,73.97,20.68,238.43,168.03,267.46,62.79,180.88,92.92,20.01,234.40,0.93,270.69,37.20,220.15,61.78,34.06, ,65.37,154.24,292.63,165.70, ,135.62,295.72,146.32,200.06, ,256.83,1.22,143.08,260.06,144.06,77.87,158.49,120.75,74.61,67.90,287.61,215.20, ,21.51,233.81,129.33,190.09, , ,193.92,138.41,270.82,203.33,261.95,122.69,28.44,50.59,277.45,133.66,50.87,14.37, ,245.52,295.41, ,244.71,87.67,268.13,122.64,75.48,158.00,1.19,177.24,293.89,115.55,43.49,268.34,47.71,73.76,87.99,188.04,266.47,68.79,296.12,1.13,144.78,42.98,90.39,74.64,120.80,185.34, ,241.81,164.90,160.48,60.53,230.89,59.82,202.79,116.41, , ,298.55,281.77,174.27,177.33,156.63,123.02,122.10,168.72,83.74,97.24,244.76,160.81,214.65
255.35,194.11,193.31,218.90,63.35,18.52,190.41,245.59,288.03,256.63,178.22,126.99,0.81,172.99,184.50,39.75,265.95,183.06,248.38,187.54,105.35,52.46,141.07,118.04,76.68,259.74,179.23,258.77,148.92,128.57,182.47, ,238.30,267.20,80.23,2.36,100.99,63.40,15.96,50.50,100.89, ,294.56,43.97,267.02, ,161.52,157.56,137.25,128.43,196.76,276.95,258.92,252.77,256.78, ,264.48,123.63, ,227.20,43.25, ,154.98,264.43,1.07,123.37,297.46,75.18,185.17,162.43,257.57,120.72, ,52.86,153.39,81.72,84.11,274.86,50.81,191.46,290.84, ,227.25,130.71,187.58,90.27,94.42,124.61,24.88,98.74,220.17,188.12,74.92,64.32, ,145.61,78.40,215.75, ,294.66,17.74,150.82,299.25,77.30,263.42,57.42,202.09,120.50,11.35,252.77,54.60,66.15,275.03,223.11, ,153.91,36.68,159.48,74.98,155.52,91.21,99.05,135.73,123.24,187.98,88.13,56.47,198.36, ,112.41,252.22, ,193.86,274.90,65.43,101.11,213.58,144.48,156.45, ,279.22,140.17,80.47,6.57, ,104.66
 ,247.77,187.85,125.06,150.48, ,122.95,68.55,276.34,139.61,237.11,170.44, ,56.54,167.66,52.20,47.34,181.27,142.70,148.15,22.48,8.90,51.79,241.62,172.04,183.16,101.84, ,57.60,288.02,196.71,208.07,226.22,41.23,160.21,122.75, ,49.41,140.27,42.65,299.99, ,149.75,12.10,54.01, ,260.56,248.55,269.18,294.35,212.45,12.94, ,158.19,140.52,42.20,245.22,288.89, ,235.93, ,191.30, ,21.31,222.92,288.18,133.13,143.47,240.65,253.72, ,115.61,84.14,167.83,210.32,4.50,129.20,219.88,246.60,289.00,60.13,178.25,195.09,248.41,110.26,107.80,298.40, ,291.81,92.66,63.15,274.97,75.30,175.98,0.19,265.12,142.29,53.80,71.20,271.86,49.52,121.35,299.15,145.00,116.32, ,245.46,249.52,158.54,141.32,274.37,126.16,236.56,272.52,42.43,211.29,27.21,61.68,293.17,250.51,86.82,195.13,259.13,199.23,89.15,257.48,59.26,222.52,156.83, ,41.83, , ,140.55,65.85,285.09,298.56,262.58, ,211.49, ,224.62,72.54,95.86,216.11,254.35
216.02,0.78,32.10,168.42,111.33,277.03,208.42,111.97,238.70, ,36.48,195.51, , ,226.36,5.30, ,22.25,245.84,241.12,84.58,240.67,119.52,141.35,84.84, ,150.16,128.06,60.95,175.97,205.03,62.88,48.06,138.49,186.40,267.38,204.47,155.89,1.10,138.97,57.23,87.44,286.98,226.00,54.31,12.84,17.06,79.26,83.46,59.33,262.55,234.68,24.29,187.43,238.17,40.24,209.66,119.65,103.96,149.63, ,272.74,227.25,103.29,205.87,194.82,111.20,281.21,256.81,167.74,205.76,38.53,133.95,190.72,14.69,80.31, ,203.80,3.82,87.92,62.47,89.08,186.45, ,30.20,133.41, ,283.93,274.85,42.24,245.03,140.72,182.02,242.22, ,210.32,7.98,110.24,32.77,32.97, ,185.43,113.90,70.51,13.04,139.15,19.84, ,233.86,140.81,25.17,226.13,266.94,166.22,291.91,170.76,248.72,168.03,216.31,152.20,297.17,173.00,284.70,46.57,255.62,64.55,100.52,275.59,61.35,8.91,40.74,87.31,289.42,59.56,202.49,19.96,295.17,10.96,78.26, ,69.01,169.05,57.74,152.87,22.17,248.81
107.45,232.34,189.72,10.64,79.65,257.53,181.50,22.30, ,212.05,177.84,30.18,197.41,203.61,222.24,156.51,279.64,125.26,187.10,288.16,102.28,296.26,242.49,135.49, ,178.60,187.62,220.71,261.39,177.63,85.76,200.06,36.54,63.90,248.11,111.26,299.49,161.19, ,113.29,280.01,72.50,109.27,198.93,116.61, ,113.69,285.78,266.46,105.71, ,107.81,271.73,214.10,84.81,274.86, ,5.91,55.88,100.42,257.70,55.48,242.59, ,219.17,295.56,96.72,250.78,133.78,63.42,279.04,171.70,177.38,146.44,185.40,261.64, ,69.90,292.25,88.78,183.87,251.20,104.28,133.06,115.76,20.21,18.98,164.29,291.47,261.79,7.24,0.71,84.03,189.01,190.69,28.16,253.28,89.74,28.49,121.54,276.18,136.38, ,66.14,112.04,118.83,156.53,267.92,2.30,37.46,42.70,87.38,75.26,298.07,253.22,225.19,297.20,116.21,52.95,120.51,206.31,5.66,151.46,76.64,180.89,192.21, ,62.49,118.00,19.07,234.25, ,163.63,166.49,179.38,209.95,249.52,183.06,299.82,31.06,234.03,233.50,210.76,36.72, ,96.37
12.60,217.96,41.57,71.10,64.68,29.30,204.06,179.10,31.76,190.10,28.63, ,222.76,118.17,196.86,15.55,281.17, ,108.86,4.39,104.12, ,91.04,104.24,268.21, ,76.85,231.43, ,286.46,191.12,132.00,219.59,288.76,24.47,280.97,105.22,73.10,115.22,253.37,22.50, ,12.37,138.29,128.59,244.99,233.62,149.13,144.25,124.47,283.68,105.11,171.62,254.07,47.44,121.72,294.68,217.73,135.70,178.08,127.21,263.51, ,65.34,208.10,13.20,265.50,88.91,289.13,253.29, ,99.36,187.10,260.48,14.73, ,164.59,14.29, ,47.44,78.71,48.28,214.30,79.57,169.19,17.94,55.87,47.08,209.73,298.18,273.73,63.17,142.74, ,4.73,285.87,227.64,208.77,195.25,215.16,54.11,59.08,115.61,175.69,177.90,109.65,124.34,70.64,119.00,281.29,30.54,271.66,268.68,84.71,289.39,25.85,82.57,199.82,148.11,56.33,235.49, ,179.45, ,13.75,101.91,233.11,214.53,17.53,264.68,6.42,209.54,16.16,190.26, ,95.84,279.08, , ,288.40,262.60,60.84,168.46,217.26,253.99,180.43
