Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78
100.77,83.58,130.17, ,112.84,119.84,12.78,73.97,271.74,65.98, ,25.77,32.51,188.58,93.45,85.12,233.58,223.96,106.10,284.78,166.98,142.98,215.55,46.92,141.30,137.52,100.37,45.63,94.50,276.10,104.40,11.50,247.11,55.14,289.60,76.34,242.70,129.52,88.88,229.79,250.14,256.48,230.61, ,25.11,159.49,40.72,224.56,167.82,133.83,149.62,297.37,116.44,135.71,5.57,204.48, ,271.80, ,202.40,196.19,130.67,140.57,276.38,250.08,225.16, ,74.78,62.61,74.10,216.69,284.88, ,220.63, ,112.87,127.47,100.12
137.88,195.55,132.18, ,276.39,43.26,260.62,104.23,75.01,258.29,68.41,77.08,78.26,101.91,129.62,82.32,247.01,80.15,70.31,215.63,226.67,88.32,259.79,228.89, , ,158.61,74.31,33.54,237.83,134.78,244.58,252.04,155.22,147.87,73.02,272.23,22.38, ,282.17,115.89,229.19,175.59, ,111.28,229.96,142.69,116.56,281.83,278.86,100.79,62.59,190.23,173.51,95.37,194.78,176.39,277.66,87.35, ,198.62,186.79,101.27,64.29,233.35,167.40,233.68,132.99,184.35, ,96.96,41.50, ,217.88,289.30,290.84,54.17,199.23
137.19,192.47,189.04,34.36,196.22,50.57,75.53,197.02, ,160.20,23.61, ,227.10,113.24, ,167.40,1.03,244.59,0.83,190.58, ,247.02,148.47,52.09,232.51, ,264.39,78.55, ,94.45,142.29,133.04, ,240.44, , ,246.64,31.10,10.93,84.24,60.00,85.90,14.34,264.54,144.32,266.72,137.54,267.76,14.86,120.33, ,3.78,103.60,171.42,199.00,25.06,142.95,18.71,121.23,91.50,198.03,66.68,272.13,291.26,263.36,137.70, ,141.49,163.64,230.40,228.56,129.52,156.31,180.07, ,233.79,157.59,209.36
155.32, ,146.57,136.15,36.57,109.71,113.79,207.62,77.81,57.55,297.54,143.73,197.13,111.39,58.96,181.27,98.53,156.02, ,292.17,298.21,104.48,160.76,83.88, ,220.05,62.97,176.36,95.20, ,206.59,167.03,226.66,248.33,6.29,251.06,188.18,45.43,125.53,70.49,111.15, ,73.66,47.06, ,142.25,3.88,68.91,198.64,21.18,284.99,40.39,25.93,185.32,221.24,277.56,220.26,217.86, ,206.96,112.40,239.03,106.64,204.83,186.52,298.73,185.39,73.89,52.14,6.76,223.70,101.07, ,189.79,287.59,40.25,164.57,23.40
249.65,205.31, ,105.71,231.30,252.13,112.55,7.65,127.77,136.92,146.78,118.62,62.38,20.31,35.36,170.15,112.97,241.16,79.24,266.09,37.98,15.73,222.49,269.85,254.73,279.10, ,97.72,243.94,101.90,3.87,260.84, ,142.27,118.35,27.74,232.05,2.67,216.25,271.16,275.41,292.87, ,174.43,108.99,20.74,209.06, ,169.90, ,12.18,72.64,72.94,165.74,159.75, ,84.91,241.01,10.58,14.82,108.32,146.97,87.79,135.76,233.96,176.71,17.83,260.89,294.84, ,133.50,230.79,62.64,129.42,26.05,137.78,171.63,211.01
292.62,234.08, ,239.74, ,257.57,51.97,198.46,26.36,147.68,220.37,272.63,33.29,113.10,62.72,75.91,83.06,242.60, ,145.43,155.26,214.45,288.47,257.35,149.91,6.11,209.68,79.70,249.72,72.58,141.11,196.70,140.37,57.44,138.77,114.39,139.37, ,127.85,10.28,2.29,292.38,209.27,189.05,158.53,241.32,108.54,176.04,139.01,280.82,280.04,110.90,23.06,27.01,292.11,137.17,36.87, ,246.14,292.80,196.89,56.20,68.76,52.26,193.85,272.95,173.57,1.27,179.70,174.66,133.12, ,127.52,297.33,194.95,224.06,232.58,66.04
253.05,161.07,14.72,218.14,228.17, , ,254.47,250.48,180.48,152.86,111.23,239.27, ,163.33,118.46,82.05,0.66,88.34, ,142.93,122.73,238.76,146.92,76.46,178.31,259.81,264.94,181.36,77.22,67.54,185.69,175.27,115.83,201.29,295.84,225.66,115.33, ,262.25,224.12, ,181.06,267.14, ,148.50,167.70,117.76,101.42,136.20,48.75,115.68, ,159.90,28.80,200.50,237.48,100.57,194.11,16.57,127.63, ,177.84, , ,235.69,228.52,241.29,286.28,87.69,216.87,225.31,24.26,129.58,202.33,176.52,143.26,11.59
47.52,225.08,185.03,299.90,232.66,90.82,298.16,115.45,2.27,107.13,142.52,8.93,63.40,228.81,223.22,156.99, ,82.07,14.87,243.64,175.50,219.24,182.99,209.90,100.01, ,126.53,141.84,138.04,20.91,111.91, ,268.90,137.09, , ,293.81,280.38,287.08,263.76,297.36,268.08,124.33,223.91, ,59.37,220.30,122.40,24.41,1.11,266.75,97.89,45.89, ,215.20,298.71,57.29,52.63,93.45,198.58,94.47,76.73,133.94,272.42,181.43,167.27, , ,218.60,265.24,286.62,5.97,59.40,281.40,88.62,288.98,92.20,200.84
233.47,25.94,200.94,7.97,28.08,287.55, ,252.79, ,133.23,236.28,134.65, ,223.27,293.64,84.73, ,253.66, ,279.60,47.03,224.44,215.05,102.80,265.57, ,216.52,298.57, ,133.22,86.09,63.01,266.96, ,78.27,167.39,80.99,271.40,8.28,183.02,189.44,275.09,271.92, ,270.49,215.27,114.89,160.19,81.09,25.63,205.42,105.29,208.02,101.19,197.42, ,206.94,103.76,22.28,73.64, ,118.05, ,232.94,10.07, , ,136.47,42.65, ,172.44,86.17,47.50,161.45,190.53,210.26,261.00,146.19
 ,264.24, , ,261.24,8.01,29.31, ,71.96,103.84,279.49,218.02,173.60, ,64.12,43.76,279.19,282.87,61.84,284.80,144.28,135.92,61.10,296.77,237.19,71.75,84.23,99.61,135.35,244.72,197.27,36.15,18.19, ,80.03,257.55,110.40,159.80,264.69,259.45,262.22,4.34,148.43,243.41,101.44, ,0.91,192.86, , ,56.07,291.08,126.51,132.59,174.75,294.78,54.73, ,118.93,5.80,197.80,227.01,71.70,0.15,24.26,287.66,93.28,226.39,283.13,248.06,116.10,7.99,98.07,177.88,167.07,184.35,132.89,64.11
242.76, ,267.01,283.69,194.74,128.71,123.44, ,136.65,1.62, ,99.68,79.91, ,263.59, ,96.48,76.06,255.15,297.10,241.78,124.49,121.10,146.73,23.26,81.19,106.63, ,206.31,191.37,252.92,124.01,251.45,40.94,91.55,249.61,123.04, ,259.56,91.40, ,114.67,77.23,17.93,135.55,8.90, ,261.83, ,226.70,107.64,85.84,148.91,212.91, ,51.12,17.36,37.80,257.19,90.62, ,93.68,191.26,143.74,64.41,9.71,158.96,258.76,16.54,280.25,79.61,280.57,263.47,48.92,80.28,67.48,265.04,178.37
263.75,194.77,47.73,19.27, ,278.03,38.38,131.75,165.30,248.41,41.32,225.33,151.77, ,213.32,246.83, ,210.58,239.45,161.54,258.00,165.77,219.72,21.72,171.98,129.32,63.43,191.89,188.82,212.11,256.99,221.32,145.17,162.48, , ,228.55,92.24,264.66,298.47,63.43,173.39,290.84,63.39, ,252.21,137.70,183.38,148.01,83.36,94.54,50.53,96.53,210.80,43.82,189.31,286.19,203.57,50.60,242.33, ,194.54,203.67, ,141.86,275.17, ,69.70,299.68, ,78.84,80.56,21.81,152.85,29.64,186.94,196.81,13.58
23.80,166.46,216.42,114.28,233.55,261.28,63.12, ,141.96,297.03,270.40,117.47,296.54,165.34,70.71,90.35,18.41,199.96,180.08,277.73,141.84,32.94,104.29,85.04,131.07,210.88,48.97,79.86,202.25,122.29,239.80,6.46,176.30,121.66,114.71,128.04, ,160.98,244.84,210.17, ,292.24,275.99,130.31,86.72,1.05,5.51,121.65,199.06,218.39,54.34,120.10, ,260.65,114.77,86.81,96.57,17.18,237.33,28.85,145.10, ,54.11,235.08,78.89, ,297.28,228.05,274.97,20.03,153.78,141.11,159.74,201.93,136.22, ,165.07,80.40
126.66,293.39, ,72.28, ,69.56,112.05, ,222.48,261.35,254.77, ,114.51,218.78,176.36,226.73,190.47,267.91, ,261.30,151.92,274.77,103.14,147.97,51.25, ,12.60,277.83,163.57,155.20,83.77,140.39,73.00, ,40.91,159.27,126.87,35.79,47.11,127.17, ,42.02,178.42,265.54,65.07,191.02,112.26,42.90,6.08,275.83,135.24,161.28,58.18,219.01,192.85,198.57,229.50,265.85,229.43,247.12,6.75,277.42,106.39,8.96,104.29,117.58,44.75,205.92,164.70,183.68,33.09,59.78,225.69,211.51,25.33,290.76,102.53,137.59
33.66,108.61,113.42,168.90,269.89,171.60,87.91,162.74,70.16,17.41,128.59,299.59,264.53,135.34,277.01,70.92,144.30,81.30,188.50,189.05,287.22,53.19,72.73,20.31,112.98,298.42,231.82,138.31,289.19,34.35,275.90,22.85,142.95,89.31,191.75,112.84,260.91,279.66,275.58,31.07,297.07,104.17,30.66,261.60,239.51,7.67,32.52,83.82,88.97,221.01,272.87,76.19,274.21,45.60,96.50,87.19,44.02,28.32,225.50,33.21,62.67,201.39,56.06,205.62,290.71,247.82,18.47,251.61,227.48,294.05,282.69,224.55,98.22,13.35,186.15,37.74,21.02,218.66
121.56,109.99,139.67,94.43,186.18,113.88,140.03,282.69,201.07,184.05,11.01,126.57,217.26,73.67,27.96,273.32,279.30,18.67,221.13,297.77,270.28,148.61,291.82,252.97,73.16,90.04,266.32,259.30,127.78,287.34,177.96,249.34,97.33,17.64,43.77,283.52,131.52,183.79,266.20,32.59,67.84,277.21,159.16,285.09,50.88,187.12,258.41,30.18,205.79,179.54,27.95,176.07,28.16,19.76,129.04,101.31,109.81,95.35,60.62,237.59,82.69,238.58,186.93,180.03,256.22,230.69,163.54,87.74,114.48,129.75,120.33,182.32,106.95,279.50,167.42,157.84,166.62,125.83
