Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110
108.72,211.24,82.09,25.89,92.10, ,6.50,208.04,255.25,83.71,90.93,273.19,248.87,216.35, ,147.88,249.75,235.11,267.82,13.82,160.07,27.92,112.43,193.58,7.44,35.15,68.15,98.98,22.66,261.31,289.25,118.54, ,53.65,33.61, ,27.32,219.75,216.46, ,110.04,114.87,18.77,155.41, ,200.37,283.47,138.72,270.86,211.73,10.91,70.26,125.55,12.68,152.82,77.48,39.18,75.12,79.86,281.85,55.44,287.64,43.89,11.63,83.61,51.41,235.09,176.28,219.25,105.94,118.09,32.32, ,107.44,24.36,265.55,178.67,184.42,191.66,229.20,94.39,257.82,87.65,65.19,298.74,254.22,72.24,103.12, ,210.56,106.51,178.77,212.46,187.71,218.20,59.24,292.88,82.44,299.45,246.99,160.66,101.95,273.37,34.59,21.73, ,128.24,294.86, ,21.40
21.45,217.72,64.21,292.49,92.39,8.58,139.66,240.51,100.71,181.21,116.75,80.45,31.17,227.70,250.82,181.93,188.70,52.96,10.25,99.56,37.38,142.02,277.37,118.66,296.41,213.37,202.81,46.00,53.23,96.68, , ,276.31,78.26,64.41,74.71,191.15,272.11,289.14,115.69,27.56,107.66,225.26,234.76,244.45,244.97, ,167.77,268.34,97.99,43.69,72.32,77.64,179.77,173.55,226.50,156.81,89.01,263.85, ,235.11,20.48, ,12.50,104.79,27.13,278.44,89.28,278.49,235.17,277.73,287.52,90.06,242.82,242.06,278.54,141.78,295.03,107.52,69.71,288.36,115.08,167.67, ,146.16,252.73,49.00,291.94,151.50,196.05,78.32,9.11, , ,47.90,139.09,36.09,43.80,166.46,0.60,28.16,142.09,151.18, ,143.12,193.84,40.38,57.71,233.51,87.62
158.49,104.17,90.08,257.72,22.02,223.61,296.48,234.93,221.54, ,64.67,213.55,10.73,101.76,71.47,241.46,70.84,140.72,85.53,242.47,18.29, ,111.13,2.51, ,224.05,204.36,142.43,32.77,255.87,6.99,46.88,63.89,243.90,102.47,200.88, ,219.17,270.12,163.01,76.35, ,248.43,185.39,69.93,244.02,52.70,53.14,199.46,217.30,21.63,172.78,64.73,141.68,180.87,183.48,248.32, ,196.76,235.56,253.10,231.64,206.43,32.04,82.11,223.31,170.70,98.25,7.82,234.88,189.87,211.76, ,142.90,251.93,29.09,279.16,171.19,89.24,290.09,135.95,18.56,9.86,159.67,269.47,37.95,58.54,209.51,199.98,195.43,78.47,91.47,107.33,15.69,16.51, ,152.46,10.38,154.80,73.54,241.50,295.82,0.75,148.76,40.60,298.08,279.65,283.99, ,246.65
226.50,58.75,115.62,228.69,58.50,103.03,142.23,12.19,45.99,230.24,193.41,146.72,111.07,69.92, , ,201.32, ,260.07,95.34,172.76,222.27,227.87,215.71,250.83,19.10,227.44,297.05,14.46,169.92,152.90,183.03,219.59,149.20,152.84,43.43,69.37,99.08,204.34,270.35, ,289.45,239.42,255.85,171.65,168.20, ,186.47,61.20,47.23,285.73,154.93,225.67,294.86, ,199.20,191.90,51.51,13.17,38.53,289.20,7.85,165.60,43.86,260.78, ,171.17,251.36, ,177.02,159.68,171.96,241.30,113.25,245.20,283.74,95.44, , ,130.33,2.87,63.57,24.12,134.82, , ,24.58,111.33,145.00,243.14,47.14,79.11,182.81,276.08,35.77,81.55,229.50,40.29,48.07,107.92,224.18,43.81,117.37,133.02,138.43,48.67,132.55,177.91,190.62,293.62
23.98,92.50,159.59,246.55,197.20,90.55,228.61,70.14,289.50,8.36,279.31,13.49, ,191.41,75.43, ,1.83,196.01, ,55.60,269.41,124.32,53.81,252.50,15.84,177.67,6.84,198.30,19.09,248.69,137.37,255.90,25.95,154.22, ,209.81,17.56,171.73,226.89,293.94,133.27,292.73,299.26,250.56,17.42,11.83,98.09,183.82,61.90,210.52,257.25,229.59,293.40, ,220.29,10.18,52.02,28.08, ,26.41,65.00,15.55,271.74,112.77,169.95,64.66,56.87,200.79, ,194.20, ,114.49,23.14,58.55,177.92,27.60,217.67,248.15, ,219.90,282.19,216.82,140.12,213.74,198.07,158.73,287.99,206.76,194.83,53.08,234.52,248.17,133.58,87.00,210.19,113.68,82.35,49.25,27.77,84.49,163.20,18.12,114.92,145.70,281.47,230.31,114.69,54.83,219.24,15.07
148.73,21.81,159.24,153.55,34.06,112.87,181.27,48.44,55.85,5.94,92.93,253.30, , ,155.88,149.95,163.40,299.71,229.76,256.28,45.97,21.35,187.60,289.81,198.81,130.18,82.98,141.00,130.72,44.41,289.70, ,153.10,157.27,122.80,294.59,62.19,227.46,172.53,210.83,28.89, ,233.64,161.86,75.76, ,120.16,20.06,136.76,207.57,211.47,10.25,236.47,190.99, ,63.52,204.28,22.91,110.85,200.25,31.19,265.30,96.17,81.61,81.25,18.26,166.24,85.53, ,157.96,149.03,26.81,55.70,165.95, , ,116.72,153.69,247.75,188.91,296.86,273.50,17.86,117.87,134.31,51.59,153.45,143.68,43.67,79.16,115.85,32.12,71.36,25.31,101.06,211.36,213.81,49.54,233.64,298.16,57.58,60.21, ,203.89,294.04,170.45,219.12,235.79,30.72,177.00
222.66,261.20,5.02,70.12,79.69,234.86,295.11,207.84,234.99,297.42,215.00,132.70,127.23,285.81,190.09,207.79,254.02,133.32, ,203.44, ,140.97,242.36, ,150.21,50.21,39.64,176.95,111.95,34.75,296.88,70.52,100.48,113.70,16.60,284.50,268.48,61.01,21.59,214.29,239.30,133.75,243.74,186.46,21.76, , ,113.90,178.32,189.92,183.84,64.77,126.55,247.57,132.33,84.65, ,23.95,274.72,254.87,189.34,7.17,246.68,224.44,204.13, ,196.16,49.77,191.00,294.18,63.88,107.74,173.14,172.48,223.43,139.14,64.71,216.01,96.38,99.70,145.96,192.97,261.18,3.05,119.06,290.76,123.75,31.47,47.22,181.16,79.31,179.49,169.99,19.28,37.33,16.08,57.50,225.41,151.78,170.87,225.70,153.78,260.14,46.34,89.19,278.02,247.79,12.53,253.02,84.14
150.78,173.64,9.26,226.96,27.52,131.88,259.47,2.67,170.90,226.97,276.50,128.60,62.50,42.06,172.94,5.87,226.41,232.00,278.57,96.71,256.79,259.30,214.24,135.86,10.97,45.24,267.82,211.76,14.98,45.84,80.01,211.63,231.23,242.08, ,38.79,259.37, ,175.63,137.14,266.76,74.32,135.58,185.84,72.47,1.15,88.73,170.02,87.58,143.98, ,146.57,226.93,35.82,281.56,239.25, ,87.36,196.19, , ,270.28,282.85,0.29,52.60, ,140.17,215.92,282.61,238.29, ,274.11,149.99, ,143.04,38.25,271.93,19.92,231.48,36.81,202.19,255.51,180.34,44.07,265.52,158.75,236.22, , ,177.16,198.75,145.20,230.60,198.19,171.09,152.43,32.58,16.30, ,196.64,171.20,49.29,151.64,134.10,131.01,55.98,280.71,45.68,6.78,115.89
33.90,109.74,278.14,258.10,291.49,50.01,147.63,60.57,52.40,178.09,276.63,83.89,10.24,175.04,292.38,274.32, ,84.06,214.64,226.18,239.91,230.88,228.56, ,227.84,57.84,266.00,40.00,291.80,179.46,67.26,157.78,198.12, ,166.20, ,92.38,13.97,120.66,101.87,279.73,233.42,135.63,72.04,249.31, ,128.77,293.14,88.47, ,182.75,64.92,234.43,81.44,30.61,64.96,52.93,162.18,82.27,185.77,173.44,218.16,263.84,92.45,237.32,163.17,287.54,11.73,85.39,170.35,295.27,248.48,280.01,34.55,108.47,216.59,55.39,81.23,283.60,283.68,0.85, ,288.39,52.72,160.33,80.70,141.16,224.81, , ,223.91,143.93,274.90,199.62,207.07,93.25,202.53,81.60,55.16,124.31,280.33, ,61.04,94.93,185.77,73.08,208.20,65.17,106.29,252.05
98.08,9.19,73.44,260.43,78.53,247.12,10.75,140.18,192.71,148.84,219.40,299.72,53.31, ,159.59,132.07,53.98,84.72, ,108.08,199.22,223.64,73.02, ,213.20,270.81, ,49.30,76.92, ,130.23, ,289.82,207.39,123.78,150.08,286.77,249.81,144.77,32.34,107.84,130.99, ,279.31,130.54,45.94,242.32,293.46,165.99,225.02,187.04,81.42, ,39.57,8.15,66.87,102.13,150.93,288.71,212.43,62.72, ,242.28,179.83,219.40,299.00,277.15, ,58.57, ,98.14,110.12,89.95,84.62,1.54,253.37,230.18,296.43,214.76,91.40, , ,140.40,155.23,59.48,176.13,237.00,212.21,256.76, ,41.38,199.27,220.18,289.31,129.42,46.03,270.33,242.57,281.03,136.36, ,271.39, ,208.39,276.84,205.74,153.23,245.80,6.25,185.48
297.25,174.49,83.02,183.90,125.96,141.60,263.51,233.72,81.73,187.20,97.61,37.55,40.06,3.34,149.33,41.87,203.72,189.85,61.19,12.33,238.69,149.48,171.04,140.42,225.31,11.32,120.56,273.77,32.23,206.94,165.94,28.13,165.17,56.40,291.74,113.52,222.68,132.62,46.20,46.47,0.66,294.42,106.67,281.84,245.30, ,111.24,48.58,2.75,237.30,258.31,42.63,228.71,21.36,51.83,68.90,295.06,17.76,233.36,98.12,231.24,92.72,124.48,223.37,107.87,56.35, ,98.99,95.42,276.29,156.45,186.74,265.75,197.54,246.79,180.15,114.73,111.78,291.54,80.58,60.95,175.13,107.96,82.06,78.74,21.22,29.03,114.98,221.39,76.81,196.01,187.24,124.02,167.95,252.09,234.33,189.78,140.18,83.58,201.12,280.57,97.51,130.30, ,51.69,81.20,121.02,107.11,162.18,299.71
58.22,212.07, ,21.52,135.77,133.67, ,114.25, ,123.85,277.42,141.21,209.44,23.46,168.19,109.78,154.93,32.54,299.59,241.20,15.24,126.21,113.85,263.16,158.55,162.59, ,3.81, ,64.89,72.29,217.08,207.40,269.59,175.18,43.73,290.29,193.33,207.88,210.12,80.25,258.04,204.64,246.65,297.98,4.90,244.62,252.34,293.98,91.95,191.10,285.53,194.65,297.88,186.05,273.56,276.68,209.14,104.89, ,102.87,129.25, ,51.23,263.97,47.40, ,238.51,199.90,86.25,117.78,264.82,162.33,2.46,140.26,198.82,8.13,163.38,174.83, ,0.30, ,47.71,148.18,186.81,106.11,126.85,161.83,249.68,22.78,118.09, , ,159.08,18.60,281.43,297.80,193.74,103.86,232.31,227.66,0.12,92.19,257.66,218.64,278.18,159.47, ,295.39,263.54
131.78,120.87,283.80, ,220.90, ,153.21,88.05,46.93,64.53,79.47,92.55,296.73,146.28,138.43,206.17,281.11,87.97,63.17,92.88,292.67,142.51,234.46,118.22,52.37,155.30,201.30,118.65,281.82,291.02,106.60,222.21,235.15,189.68,81.96,280.44,170.21,220.52,53.51,86.05,221.50,237.73,189.19,20.82,21.30,291.25,209.04, ,144.19,105.29,5.61,122.95,258.06,0.77, ,39.51,105.31, ,43.03,279.32, , ,120.71,141.58,25.52,164.23,278.70,12.22,57.37,64.56,81.08,78.15,104.84,185.81,17.06,149.66,28.25,146.71,70.77,97.58,43.34,265.99,231.33,6.35,113.39,4.12,136.24,274.97,9.20,6.93,89.61,22.63,110.89,266.83,157.63,277.94, ,243.93,257.56,229.36,35.53,250.38,136.52, , ,41.85,84.53,155.35,90.74,52.01
240.05, ,4.46,18.68,155.54,288.25,171.06, ,171.34,43.22,217.53,85.45,13.92,27.50,111.12, ,163.13,82.53,196.04,8.40,117.68,156.42,241.63,40.44,198.81,98.06,142.85,292.12,60.16,129.73,273.22,71.91,26.30,233.14,241.44,137.06,105.48,165.05, ,205.49,219.76,200.02,273.66, , ,6.43,205.62,253.86,7.77,179.89,23.35,103.65,239.29,70.38,27.82,253.71,219.45,64.12,299.89,65.73,113.67,99.07,8.01, ,15.79,52.79,166.50,281.65, ,144.43,27.07,19.27,105.56,154.25,58.18,207.47,272.57,196.07,40.44,124.58,219.86,266.12, ,121.14,265.63,223.94,242.52,186.69,201.76,77.54,183.59,278.91,204.24,203.56,40.49,100.46,27.50,219.95,202.41,204.89,256.54,35.46, ,222.14,126.79,199.89,231.13,177.15, ,177.20
