Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80
172.22,189.36,255.62,113.90,2.59,203.87,128.13,91.52,254.90,120.10,205.68, ,143.05,13.53,7.53,228.47,210.24,172.47,1.45,4.73,66.38,288.34,228.07,141.47,203.83,99.80,37.93,181.66, , ,164.89,233.21,87.38,139.20,34.27,23.63,225.12,138.94,139.95,162.39,46.71,113.67,71.49,276.71,32.57,148.34,177.71, ,265.08,130.02,259.28, ,298.28,38.56,109.25,204.24,159.94,37.86, , ,125.20,62.49,147.61,55.24,292.38,290.40,176.08,176.66,163.89,42.54,12.16,80.97,123.42,167.35,214.51, ,39.71,33.11,186.59,252.72
236.32,202.30,174.86,30.36,281.53,64.15,217.46,264.95,39.35,1.21,120.35,171.24,4.99, ,191.57,10.26,84.60,5.78,183.90,268.66,104.94,269.65,91.43,253.87,224.93,226.50,280.07,296.80,197.50,197.67,49.43,192.54,216.96,72.33,21.74,6.37,214.96,115.60,161.61,231.67,229.19,212.09,50.68,49.39,110.03,37.25,154.98,293.49,128.11,172.81,106.81,276.53,155.21,28.14,161.60,103.35,117.99,0.05,224.33,116.85,296.49,193.83,83.88,223.42,253.13,61.85,275.42,81.70, ,109.84,292.11,250.79,187.65,82.94,190.57,173.16,128.87,118.77,111.14,203.77
259.21,84.98,275.42,100.85,253.86,253.49,280.35,28.87,170.52,224.31,244.19,286.03,124.73,53.40,110.87,259.01,257.18, ,232.60,190.08,121.21,292.14,81.12,96.06,66.94,173.42,152.06,114.06,95.62,278.52,29.72, ,99.80,34.49,125.48,79.11,23.05,156.27,261.00,186.29,119.65,83.54,246.22,61.74,150.06,149.86,10.30,172.06,278.44,299.14,108.39,268.05,258.14,221.67,177.02,129.26,202.13,244.34,267.24,19.68,286.66,298.85,255.11,107.07,77.46,37.46,184.47,17.28,129.82, ,6.84,191.02,249.04,247.85,71.06,117.07,240.60,187.21,241.73,44.64
135.57,212.72,35.32,38.69,48.04,239.69,24.56,58.40,234.52,71.00,260.18,193.94,174.69,138.35,139.27,291.68,33.84,296.26,122.63,247.10,12.60,225.56,17.50,10.77,290.20,257.60, ,151.54,144.52,289.52,71.95,252.61,206.35,43.05,279.64,222.62,90.60,75.87,126.90,138.52,50.02,36.52,190.12,151.58,120.74,295.57,13.61,239.49,105.19,195.47,60.54, ,151.14,11.00,54.41,117.43,120.84,169.85,227.83,272.84,178.65,258.03,127.55,10.84,11.39,242.98,53.92,31.35,288.58,183.97,113.17,176.31,39.10,55.27,104.08,229.39,142.05,54.08,93.62,17.10
 ,260.08,112.22,232.57,9.73,201.25,88.10,229.02, ,275.19,208.68,105.49,62.00,25.49,217.13,180.99, ,239.28,125.33, , ,68.79,32.83,277.89,172.69, ,114.44,220.42,261.37,161.20,273.45,139.44,5.79,124.81,259.72,55.23,234.58,80.01,145.96,137.66,222.75, ,37.19, ,60.32,56.24,211.43,108.20,220.26,71.31,43.88,64.19,42.25,212.24,158.54,172.31,25.08,40.78,132.25,165.33,155.52,114.09, ,222.29,171.52,189.13,80.15,280.79,262.40,91.50, , ,256.97, ,52.03,9.77,142.55,76.85,96.67,65.03
113.22, ,149.50,136.05,292.15,108.92,96.41,39.21, , ,68.82,48.22,234.65,86.46,9.36, ,200.29,254.35,32.42,163.02,9.85, ,126.69,51.10,102.00,157.62, ,226.44,134.72,11.64,256.81,76.57,27.82,190.91,290.39, ,153.41, ,246.08,292.51,175.38,249.66,73.24,52.19,178.77,170.03,254.13,11.80,168.19,7.57,21.79,282.43,151.37,43.57,134.44, , ,251.70,275.52,296.55,24.62,214.63,65.72,21.50,199.46,117.15,248.80,205.00,16.69,241.39,153.82,96.35,85.66, ,61.18,290.25,97.61,3.53,231.29,13.76
71.74, , ,152.25,183.78,281.58,24.87,93.96,138.19,186.36,186.59,259.23,36.44,42.41,49.10,212.25,282.51,266.31,262.78,73.36,202.04,86.71, ,180.67,234.96,213.98,260.15,80.43,197.97,179.40,186.35,150.20,135.60,215.52,96.98,17.43,236.12,30.24,169.14,190.64,284.47,225.30,266.15,81.61,142.99,102.06,114.10,278.55, ,194.07,183.43,211.20,164.27, ,27.30,68.11,256.80,22.56,297.19,187.84,152.83, ,254.89,153.91,38.72,293.59,297.38,160.95,3.98,192.13,52.51, ,270.45,281.87,183.75, ,71.59,134.55,97.66,162.58
296.58,55.18,134.11,167.20,261.13,20.26,32.37,198.10,43.22,243.52,83.49,17.96,280.43,257.50,241.94,29.66,21.39,228.70, ,95.89,98.53,170.81,299.44, ,261.10, ,204.62,133.15,41.00,107.63,245.72,135.45, ,73.97,0.22,242.69,98.56, ,65.63,187.95,207.63, ,194.44,230.79,220.66,258.49, ,151.99,51.34,220.41,61.40,266.95,250.30,162.63,40.72,7.58,293.33,266.53,109.66,250.29,274.70, ,183.58,137.62,225.24,258.61,186.46, ,250.53,263.48,260.04,41.41,232.88,182.84,54.24,253.45,19.65,12.80,111.74,142.91
111.93,108.54,154.43,162.81,291.26,218.11, ,259.53,63.37,101.78,48.51,216.23,113.93,65.83,256.12,262.12,64.45,214.59,84.51,231.15,280.60,107.59, ,67.12,251.30,252.61,109.89,130.30,160.82,228.75,230.81,242.16,245.72,251.45,256.76, ,146.23, ,253.82,190.57,4.14,82.32,55.94, ,186.25, ,160.94,144.51,165.15,128.61,258.91,124.92,20.85,61.90,72.77,95.55,36.65,105.21,56.44,11.18, ,66.32,208.34,69.07,215.35,128.69,114.65,151.14, ,221.26,171.85,107.95,257.38,67.08,263.58, ,274.76, ,41.08, 
91.28,179.58,32.98,32.84,217.02,177.96,105.24,18.47,78.14, ,222.75,119.24,176.47, ,60.08,202.17,193.63,45.50,0.07,81.48,226.12,216.89,145.13, ,163.60,152.42,178.05, ,297.30,78.89,122.58, ,24.75,248.05,52.73,18.26,102.74,57.34,268.06,246.37,235.71,111.59,259.44,163.30,286.94, , ,247.38,81.65,86.96,290.32,50.95,270.90,59.75,254.93,189.67,18.00,11.27,213.51,119.24,132.57, ,73.32,148.98, ,121.10,244.75,79.69, , ,149.39,78.84,207.57,5.62,93.89,55.16,287.61,84.20,280.59,193.50
134.78,29.05,286.55, ,66.24,187.30,118.90,195.67,274.62, ,200.19,245.74,265.47,129.75,53.52,35.48,224.33,293.57,126.14,227.19,46.36,80.75,15.59,58.86, ,223.04,22.62,113.40,146.58,107.72, , ,231.74,142.39,40.86,228.14,22.96,67.34,202.33,235.25,289.39,172.56,41.72,93.54,173.15,201.86,136.38, ,68.12, ,170.11, ,98.25,160.07,178.60,122.16, ,172.30,189.03,10.94,240.04,85.86,44.60,94.06,289.84,249.10,34.32,129.53,217.46,31.50,119.39,259.45,126.19,27.02, ,37.96,116.65,31.83,187.05,23.90
9.38,17.13,51.22,178.17,53.79,254.14,238.34,150.53,191.56,193.87,158.88,152.75,74.28,205.37,204.12,29.35,246.17,262.13,182.82,220.03,259.25, ,197.59,278.23,131.09,258.31,119.38,190.62,264.43,0.28,279.31,255.11,175.72,154.94,184.41,93.14, ,267.31,152.08,226.95,37.93,174.83,6.83, , ,29.41,102.02, ,31.58, ,207.30,68.70,96.28,173.54,18.42,166.03,47.69,87.02,280.42,161.43,26.83,88.99,169.49,11.40,222.59,104.19,133.55,210.29,236.82,147.13,224.68,125.74,106.13,57.98,174.60,73.80,47.27,257.67,53.80,107.18
190.75,106.27,84.25,254.12,100.39,276.31,114.41,297.43,14.81,7.08,274.82,90.85,243.67,238.84,17.59,273.85, , ,232.63,96.68,62.71, ,39.03,102.42,219.56,155.90,30.04,249.79, ,271.87,184.67,52.05, ,25.90,214.12,43.22,202.70,18.47,217.99,21.89,198.58,43.37,216.43,99.79,184.33,138.09,120.61,290.96,5.53,133.46,122.87,175.40,106.66,125.33, ,147.23,149.96,88.43,5.11,4.23,46.16,9.42, ,58.22, ,63.75, ,283.40,93.80, ,200.46,266.66, ,113.89,154.02,58.61,207.68,62.69,266.61,88.43
63.66, ,147.32,220.59,193.80,158.23,177.69,105.28,283.81,258.24,263.35,12.59,68.49,84.50,199.64,235.93,151.03,79.03,292.97,62.79,35.98,239.37,279.71,58.01,153.98,217.50,177.06,139.13,163.13,93.05,11.00,214.09,111.55,160.39,292.73,291.29,144.20,242.37, ,0.38,129.28,4.93,193.68,85.74, ,9.37,160.93,261.24,182.41,68.13,177.31,265.98,89.57,99.25,234.09,32.32,203.83,26.46,242.63, ,81.86,245.54,220.57,275.37,148.33,63.71,225.47,157.11,214.15,193.32,201.38,278.41, ,27.36,22.15,210.84,51.84,203.87,191.04,41.34
18.12,250.34,14.98, ,109.05,33.65,235.16,270.25, ,141.96,107.28,210.91,122.43,288.59,28.72,196.09,66.27,159.57,123.45,91.53,283.60, ,285.97,158.47,229.33,98.18,123.67,81.17,84.72, ,111.02,10.02,142.72,221.30,92.90,176.85,234.56,265.02,146.42,16.48, ,32.88,80.37,163.10,298.34,205.48,58.84,138.74,120.86,287.25,7.93,0.01,266.56,157.38,6.88,141.05,48.27,10.33,30.47,290.19,121.26,157.54,173.80,246.04, ,233.29, ,265.29, , , ,268.97,285.15,197.46, ,71.38,284.05,278.44,130.67,169.91
279.80,284.48,38.36,159.13,115.04,273.98,56.27,195.61, ,2.74,32.07,81.54,142.20,115.51,14.06,286.34,195.01,286.74,68.40,279.97, ,104.40,224.21,150.80,273.36,122.56,120.27,65.05,122.90, ,239.33,288.06,264.76,255.72,3.91,134.03,248.69,88.28,55.81,298.03,222.32,298.19,206.49,270.88,101.79, ,41.13,224.74,146.58,222.52,111.72,232.11,195.32,183.89,119.53,40.59, ,126.81,260.99, ,231.87,74.02, ,115.15,58.56,179.59,4.46,278.08,209.78,146.42,257.58,93.03,229.56,145.58,81.53, ,53.76, ,127.79,120.64
222.63,24.89,45.56,79.89,280.45, ,126.87,54.91,56.19, ,144.37, ,225.90,91.45,135.90,107.45, ,50.38,78.11,50.37,104.62,147.31,119.92,211.93,299.56,139.27,173.18,135.80,209.54,266.40,69.17,296.65,243.58,42.85, ,93.23,226.92,292.67,43.41,223.92,236.88,265.76,24.87,217.57,158.93,166.22,220.01,44.78,154.48,57.56,214.11, ,141.03,14.20, ,251.53,244.17,228.64,270.18,159.33,153.34,38.60,66.40,230.46,273.32, ,30.88,117.10,282.65,255.94, ,73.62, ,17.79,116.75,106.97,87.05, ,105.31,243.16
291.92,282.89,258.56,296.12,2.98,202.32,133.73,72.27,147.55,225.13,77.12,91.30,239.91,70.98,119.33,216.93,187.74, , ,85.70,65.97,250.41,49.79,167.46,291.48,82.43,299.34,69.47,6.93,176.66,54.60,92.03,107.25,171.36, ,257.05,192.05,206.78,95.51,27.80,282.39,300.00,42.15,268.48,166.48,9.45,32.46,36.41,112.69, ,296.44,132.40,34.31,159.60,273.64,222.45, ,265.26,31.92,50.76,140.20,278.25,161.61, ,198.03, ,214.22,264.24,22.44,90.80,76.65,174.22,207.90,60.07,256.64,180.57, ,20.77,70.62,86.25
25.52,96.02,198.49,257.54,8.50,45.77, ,31.22,178.40,148.72,112.28,30.46,112.76,13.61,193.46,123.65,209.55,70.80,6.41,160.41,65.37,7.15, ,38.37,164.65,206.46,89.76, ,82.61,256.42,161.98,280.26, ,189.81,195.47,99.95,253.08,17.69, ,292.14,106.85,138.97, ,242.09,268.14, ,92.73,52.93,181.97,240.33,223.00,202.10,133.83,268.75,172.12,263.64,231.15,214.13,154.83,12.22,138.60,285.63,119.98,186.03,71.74,8.58,160.23,10.41,65.11, , ,235.98,101.50,223.36,237.26, ,249.47,24.68,92.74,157.35
142.03,203.04,167.88, ,78.56,122.68,187.34,80.91,164.77, ,88.13,227.72, , , ,108.80,66.17,71.90,206.83,100.51,99.08,3.85,206.47,21.32,138.43,217.13,284.64,91.33, ,257.64,12.49,75.59,297.24,298.95,47.22,295.21,29.23,226.29,199.96,228.20,191.26,210.90,15.07,285.79,253.79,164.55,174.50,193.32,80.53,66.44, ,61.65,151.64,276.50, ,29.32,248.88,17.14,115.04,278.26,229.97,44.25,198.32,34.66,90.48,283.91,242.94,218.57,257.97,269.64, ,298.97, ,219.54,37.47, ,15.73,282.53,179.66,146.09
111.70,188.89,221.65,169.83,264.37,285.95,132.62,166.90,5.64, ,25.98,85.71,97.79,61.06,100.78,191.65, , ,88.07,51.04,46.53, ,209.50,36.33,67.40,173.71,247.82,99.01,10.56,127.66,238.61,32.46, ,231.64,194.27,203.22,153.58,24.32,159.25, ,201.37,191.38, ,139.20,28.74, ,206.29,242.18,169.95, ,234.83,248.14,225.97,74.40, ,98.72,260.35,19.53,44.70,236.82,50.11,3.17,247.25,215.91, ,85.86,275.98,70.32,149.78,75.49,75.85,22.90,136.95,126.75,255.62,235.50,87.77,233.22,119.50, 
8.92,8.71,173.03, , ,179.17,172.65,15.45,126.25,186.20,249.42,292.78,120.37,74.86,156.05,112.11,4.65,195.79,294.02,42.75,165.98,176.92,25.27,87.88,15.04,188.68,158.95,251.54,104.30,271.93,108.20,259.09,205.08,126.21,223.69,136.42,90.89,128.30,205.71,267.67,190.26,185.20,37.81,28.51,163.14, ,271.34,61.54,289.57,210.41,140.11,25.09,170.26,58.09,244.14,254.09, , ,50.09,148.26,242.24,49.97,92.82,27.17,105.51,70.78,205.40,95.29,140.67,268.91,251.97, , ,77.93,16.51,251.27,14.85, ,64.82,247.95
163.36,191.65,173.09,85.49,2.85,224.65,284.89,220.38,296.43,275.87,142.95,285.24,118.73,162.85, ,110.80,178.30,161.34, ,68.90, ,71.75,94.84,144.73,260.53,214.68,18.53,229.93, ,237.65,112.65,124.71,211.30,5.88,255.74,210.62,208.14,96.39,175.64,212.73,97.08, , ,273.93, ,96.34,51.64,3.77,162.20,63.44,137.24,212.34, ,236.99,179.28,177.65,169.93, , ,45.76, ,19.69,265.05,5.72,153.53,168.83,140.84, ,278.08,184.68, ,121.66,97.87,166.89,24.97,1.60,3.02,143.04,273.58,138.74
124.77,288.78,8.00, ,280.33, ,165.01, ,286.67, ,141.72,215.23,100.67,158.66,75.80,126.40,109.78,28.68,257.42,228.15,147.07,245.75,200.00,242.05,97.44,227.02,61.99,105.84,59.07,266.34,266.20, ,75.98,212.93,15.30, ,280.72,92.69,32.23,37.23, ,134.67,84.27,254.84,179.66,285.59,83.83,110.36, ,186.33,217.65,249.75, ,230.47,228.22,257.72,194.17,78.15,124.85,102.65,88.94,197.18, ,281.01,236.83,199.70,92.04,20.02, ,155.55,190.88, ,148.60,23.37, ,52.21,245.25, ,34.19,182.31
263.65,3.69,20.91,23.64,20.74, ,286.13,127.02,282.99,25.61,279.60,70.49,11.64,186.68,49.94,179.08, ,42.41,187.99,65.73,176.28,255.29,72.61, , ,137.50,275.22,93.89,195.66,93.07,12.38,261.34,268.93,23.74,282.33,74.66,123.35,134.54,281.97, ,140.02,70.65,131.99,48.20,91.48,6.48,186.28,264.23,65.24,246.25,66.55, ,114.62,102.17,59.97,156.30,224.16,63.77,145.05,226.67,51.07,64.93, ,161.25, ,226.49,155.61,168.96,154.31,294.91,232.73,40.62,47.99,102.10,143.25, ,69.91, ,170.48,176.37
231.78,66.70,296.97,161.35,235.90,149.51,272.13,285.68,171.28,277.53,145.43,220.52, ,226.12,61.17,215.57,228.43,285.20,107.09,248.06,143.41,122.54,235.85,59.90, ,93.58, ,239.01,269.95,237.58,194.99,192.72,217.26,220.68,207.87,109.98, ,253.40,123.34,55.49,87.52,104.18,230.21,120.11,123.57,214.69,170.90,212.37,130.71,202.14,241.39,143.16,230.73,216.96,124.18,82.19,276.53,92.80,40.00,183.84,188.82,183.21,11.97,41.18,129.11,175.86,173.25,167.82,115.58,158.05,57.22,151.46,126.62,240.49,157.18,30.19,222.86,105.72,8.98,77.52
90.23,208.59,272.40,67.45,161.19, ,218.41,179.21,292.36,192.65,280.65,189.17,239.84,132.37,111.56,252.18,69.50,158.24,177.96,100.43,95.83,293.69,191.66, , ,296.37,43.00,176.04,3.66,34.74,290.54, ,242.73,184.80, ,217.77,188.82,292.19,44.12,298.90,158.78,119.81,124.36,132.16,94.99,116.28,271.86, ,87.16,71.98,197.83,189.73,214.99,216.27,252.05,198.54, , ,7.64,288.21,48.24,265.45, ,95.18,211.71, ,261.25, ,159.08,104.77,84.35,299.42,264.74,182.53,262.50, ,178.58, ,226.82,296.13
128.09,266.82, ,209.91,5.73,160.12,229.73,259.43,242.70,207.16, ,59.73,172.33,285.35,250.62,230.11,23.07,38.05, ,200.58,99.03,24.76,81.40,202.42,196.91, ,104.07, ,163.80,282.54, ,189.45,293.68,281.10,177.76,6.65,219.74,74.78,231.22,207.45,236.35,82.62,232.54,70.85,50.48,25.29,248.51, ,242.19, ,258.95,168.85,187.82,172.05,214.64,296.52,288.97,70.38,14.33,258.27,45.67,252.18,142.97,285.70,142.88,161.24,232.08,67.42,118.68,82.49,42.73,155.41,11.88,103.29,228.70, ,274.37,63.57, ,264.26
224.84,51.04,208.97,116.17,103.01,215.87,268.17,264.52,290.30,49.36,2.62,155.15, ,225.47,297.77, ,28.80, ,79.84,157.95,265.84,165.97,50.22,168.85,16.00,299.12,41.79,295.02,247.87,272.30,286.60,12.08,298.88,77.42,225.34,141.68,69.72,91.86,59.13,128.75,253.14,67.53,220.59,14.79,171.57,41.79,257.16,286.60,129.54,34.76,299.39,246.06,184.10, ,243.23, ,18.36,145.67,246.71,148.44,234.71,248.59,178.18,30.38,161.78,228.80,214.80,72.98,297.29,198.79,200.30, ,218.66,49.80, ,116.06,57.43,173.01,27.27,211.76
215.97,217.57, ,132.38,43.06, , ,192.04,200.43,160.70,238.68,123.65, ,276.65, ,149.66,104.61,9.81,116.82,79.83,53.43,34.53,205.45,96.61,61.35,186.96,116.13,132.55,160.24, ,252.28,66.09,41.05,60.13,83.76,283.13,196.91,79.88,100.80,90.00,246.00, ,168.05, ,0.60,71.12,59.39,96.15,73.73,92.41,40.50,277.34,221.51,218.98,167.64,186.04,218.06,44.68,0.08,214.18,90.81,160.38,8.71, ,82.43,68.09,134.24,193.63,165.77,76.85,235.52,53.19,14.69,237.84,185.30,232.17,276.51,46.36,226.19,102.38
96.63,224.91,114.73,88.74,186.43,147.66,262.22,15.10,86.08,294.90,138.64,157.35,144.55,241.86,206.61,79.35,214.72,234.11,122.82,9.96,188.44,131.19,58.47,127.56,99.24,115.92, ,273.28,194.08,294.90,83.60,44.16,253.87,20.95,171.25,293.29,232.23, ,82.89,157.97,53.92, ,169.84,82.45,248.13,20.11,241.33, ,285.50,236.06,211.50,205.18,212.67,187.52,97.34,272.95, ,26.87,213.78,107.61,39.83,272.75,298.77,163.65,199.58,217.01,265.70,138.68,49.06,108.51,21.70,85.59,259.79,189.53,9.18,169.80,52.88,108.96,56.63,32.60
26.81,189.71,86.00,213.50,252.75,247.70,100.93,251.46,145.76,234.30,138.13,203.96,246.64,242.66,285.52,259.48,224.86,4.84,177.59,145.92, ,93.62,41.27,56.25,272.68,36.30,35.36, ,226.37,44.49,90.31,144.29,42.34,198.99,80.01, ,225.93,205.85,11.71, ,67.96,119.15, ,246.77, ,278.34,12.85,95.97,52.85,152.95, ,51.94, ,128.52,15.33,13.74,47.16, ,115.12,0.49,95.40,80.87,225.61,34.06,103.78,1.29,290.17,53.44, ,142.84,46.74,206.06, ,253.22,74.41,31.33, ,126.73,229.53, 
237.34,196.21,19.23,85.15,293.98,51.50,281.43,279.58,128.18,32.67,61.41,149.74, ,298.39,204.14, ,151.91, ,48.12,268.65,291.51,239.60,29.54,111.52,152.03,79.84,283.79,253.50,10.98, ,9.37,176.99, ,28.90,282.53,8.89,22.65,229.22,130.49,134.69,210.42,193.13,178.81,151.50,267.79, ,240.64, ,117.63,177.35,211.66,223.56,111.06,220.95,208.45,299.04,293.46,29.87,199.71,63.52,40.99,213.68,271.95,63.77,194.65,236.11,101.00,26.85,105.87,252.34,299.25,57.47,160.82,179.30,296.02,111.73,274.12,256.54,110.93,35.64
261.42, ,62.42,138.73,237.28,226.81,85.79, ,78.50,96.41,99.54,200.62,129.43, ,85.97,47.62,156.46,67.70,165.08,259.63,104.59,90.35,148.51,209.59,254.64,253.99, ,46.41, ,175.84,196.11,108.62,68.09, ,135.79,162.01,52.91,70.50,256.17,98.33,11.50,86.96,209.90,8.24,112.47, ,100.28,93.97,107.50,173.98,297.85,266.43,20.19,34.26,88.43,68.34,147.67,7.71,234.16,116.02, ,83.68,219.85, ,128.75,278.65,159.36,270.01,240.26,258.06,260.20,110.69,267.24,52.80,66.13,282.05,177.43,265.83,21.48,16.64
268.21, ,127.57,122.97,212.03,211.43,73.37,297.24,225.16,154.72,21.74,182.15,19.10,169.71,5.25,235.79,51.19, ,178.76,131.42,114.88,43.55,17.95,298.68,226.62,274.58,276.02,8.87,135.36,49.62,297.90,290.30, ,221.38,62.54,293.26,239.11,238.21,255.79,239.23,166.31,50.24,169.53,1.90,1.86,99.05,292.45,46.68,115.42,7.67,92.28,72.62, ,10.84,194.56,211.17,116.83,20.46,274.20,111.76,188.82,122.69,98.76,291.87,169.75,252.26,52.21,120.33,191.96,55.54,81.69,56.74,71.39,8.37,264.16,69.23,226.43,98.18,246.24,269.78
49.99,163.70,175.23, ,67.19,241.34,196.89,210.45,279.44, ,25.03, ,94.26,150.33,202.98,232.41,145.30,43.02,212.10,242.58,31.02,11.33,163.48,180.41,3.61,61.57,184.87,31.28,118.18,265.30,57.13,14.20,246.11,269.78,202.44,54.33,222.13,205.82,273.87,159.53,246.06, ,130.93,116.14,52.67,75.35,54.88,88.04,219.17, ,77.37,139.45, ,61.58,186.98,171.23,6.72,219.26,233.57,162.31,160.26,47.47,288.82,208.67,59.67,222.11,205.21,126.21,250.97,234.27,34.97,111.15,254.21,269.52,80.61, ,240.87,284.97,35.62,85.15
 ,212.98,133.74,4.40, ,255.37,89.37,182.71,204.47,149.08,193.92,15.50, ,256.37,259.32,108.18,217.99,193.62,255.24,249.16,287.31,215.01,193.63,17.74,212.80,237.57,136.06,163.19,248.79,234.36,252.40,254.74,263.19,1.37,175.72,178.06,54.79,298.07, ,15.81,14.20,274.49,94.02,25.09,197.71,190.19,97.05,60.56,195.91,268.81,84.65,292.40,274.13,245.74,186.87,259.48,219.51,62.97,182.90,269.36,232.70, ,29.75,246.99,288.19,266.01,240.56,94.93,159.49,133.98,67.28,41.52,15.04,31.33,158.38,297.94,52.09,125.41,249.76,79.04
228.31,40.47,230.40, ,89.88,191.07,83.10,213.44,1.65,82.78,47.31,28.16,254.25,111.72,135.40,115.12,112.42, ,281.29,249.22,180.45,229.46,48.13,265.82,217.72,182.36, ,84.52,188.36,161.74,74.86,184.19,70.48, ,184.30,140.71,16.29,98.55, ,146.68, ,246.26,194.11,27.48,213.15,284.53,165.33,26.78,168.80,232.95,266.91,143.32,250.76,128.79,105.37,195.99,241.69,46.73, ,74.21,184.02,216.49,243.12, ,105.58,79.49,235.31, ,78.64,106.54,282.83,43.62,51.85,126.85,57.54,164.97,194.60,209.54,184.94,12.18
258.24,127.17,17.39,152.56,27.61,34.28,114.96,195.60,88.71,60.90,285.08,278.00,274.87,290.76,40.20,207.49,85.01, ,102.39,147.78,235.84,232.69,221.83,141.87,99.30,149.54,149.39, ,29.07,111.09,210.10,22.76,149.74,152.25,210.16,292.74,296.31,41.27,21.45,84.46,151.15,259.62,98.17,20.25,85.32,147.06,282.64,113.01,277.58,277.34,25.73,296.31,69.70,264.64,89.44,201.24,297.88,37.29, ,57.54,281.22,70.34,171.52,89.65,217.74,281.25, ,251.33,102.69,139.37, ,228.80,13.43,114.31,206.68, ,264.21, ,153.09,28.06
144.14,28.52,172.62,167.35,261.09,55.95,108.51, ,37.31,107.73,54.03,113.37,52.22,98.03,230.68,131.70,146.15,283.81,122.02, ,75.29,44.52,236.78, ,31.09,194.24,97.03,120.85,212.66,287.99,276.71,12.71,173.96,57.82,66.89,151.35,255.13,186.80,42.79,40.89,230.17,212.70,183.41,237.60, ,225.59,183.33,119.47,18.22,49.55,45.22, , ,184.52,74.30,176.15, , ,44.30,162.74,130.31,9.10,102.90,33.14, ,152.61,97.17,27.51,176.16, ,63.65,133.87,112.30,252.08,260.05,70.99,67.88,19.07,127.68,11.68
108.20,13.44,187.80,113.67,20.53,161.49,212.00,222.14,5.37,148.38,170.60,88.20,120.67,15.46,229.24,109.18,117.77,123.60,266.99,166.54,7.85,71.70,23.38,244.15,168.06,294.17,11.90, , ,189.64,80.92,19.74,156.32, ,279.91,279.70,9.63,225.03,38.92,61.04,89.03,200.82,83.96,193.46,216.61,55.98,106.95,228.96,31.17,9.75,209.56, ,219.19,153.29,295.58,17.89,87.19,229.16,191.65,162.21,85.25,113.96,295.19,223.43,19.99,1.98,199.46,259.34,248.09, ,243.67,93.40,197.99,201.17,92.74,28.95,155.05,264.70,212.38, 
204.62,62.84,4.59,198.02,80.96,76.56,89.78,249.86,85.35,262.96, ,32.77,94.42,198.24, ,110.63,110.27,286.14,221.84,135.42,254.66, ,31.22,55.76,22.70,3.94,80.52,117.34,237.08, ,135.33, ,245.95,148.70,269.65,183.04,157.23, ,73.61,246.26,24.64,169.14,168.78,222.71,160.13,61.89,37.10,42.76,143.17,224.23, ,246.05,256.30,290.31,176.89,117.59, ,282.43, ,151.21,48.73,95.40,37.92,121.83,210.04,78.31,121.59,232.22,170.08,170.92,59.85,119.57,71.15,159.87,229.42,198.90,287.10,62.88,161.58,260.15
 ,38.46,203.66, ,271.30,128.64,251.61,190.03,65.93,174.58,224.81,236.88,82.16,118.01,249.00,29.75,51.20,247.62,15.49,299.24,259.98, ,211.59,19.02,82.30,157.37,205.01, ,28.72,168.97,188.56,126.31,27.13,30.14,236.61, ,235.86,103.49,161.41,80.12,297.86,160.64,170.52,116.60,94.36,284.47,48.68,67.40,129.57,297.15,181.51, ,117.37,51.30,236.60,261.23,64.24,277.68,294.17,36.07, , ,94.14, , ,146.17,26.15,209.01, ,251.79,89.95,129.57,263.58,232.28,260.19,58.30,50.09,215.73,239.30,253.91
56.78,164.24,176.64,177.66,227.88,85.37,156.44,288.88,110.89,200.64,277.09,250.75,60.56,186.95,278.39,17.94,291.35,3.82,137.49,175.09,10.94,83.20,175.40,287.39,293.25,57.38,146.98,297.52,174.61, ,153.00,225.36,16.68,191.99, ,73.47, ,84.41,93.62,195.61,239.17,158.96,239.29,274.20,126.82,122.02,89.16,36.62,163.19,122.06,237.96, ,297.72,213.05,171.12,213.55,104.00,195.78,34.74,205.41,151.90,104.18,176.31,199.82, ,253.12,297.56,79.98,188.80,39.25,28.60,120.28,8.08,261.21,250.48,144.70,138.20,36.82,108.16,201.22
58.40,11.87,45.42,182.16, ,221.41,277.93,261.24,133.57,4.57,127.45,217.56,129.06,96.91,257.58,31.68, ,186.02,27.29, ,209.45,9.62,6.63,256.35,30.91,144.85,162.78,26.35,32.39,229.75,285.88,42.22,143.90,203.58, ,135.02,250.29,182.24,7.31,37.50,200.70,120.03,290.20,262.54,124.72, ,254.01,187.62,121.38,9.78,143.86,159.97,0.90,198.73,167.98, ,143.16,246.97,205.40,55.52,7.70,285.89, ,89.71,130.48,227.13,236.05,190.86, ,191.76,286.21,124.66,93.35,23.94,231.01,277.49,97.28,166.76,293.18,172.88
