Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44
74.50,56.75,124.70,191.12,72.29,259.18, ,108.98, ,1.53,186.92,240.40,247.85,157.26,72.68,37.09,80.55,201.74,111.76,95.80,262.92,120.03,99.28,31.08,196.48,38.64, ,279.04,122.73,30.70,85.92,138.00,261.36,293.94,61.34,194.46, ,62.55,205.41,253.53,154.03,269.09,233.41,171.71
266.71,137.55,270.87,205.61,279.71,57.01,216.54,272.83,60.70,165.00,197.20, ,51.23,171.69,201.95,115.60,282.37,146.35,271.42,255.60,144.41,91.50,27.33,195.61,229.60,173.09,128.18, , ,260.17,123.30, ,238.90,268.02,17.28,210.88,273.60,26.39,36.87,111.72,144.78,135.35,292.90,203.94
129.35, ,99.34,106.82,145.56, , ,295.03,295.90,44.61,203.40, ,152.57,183.89,60.54,73.11,50.30,37.96, ,282.65,267.07,63.98,67.23,197.65,187.98,239.27,134.81,61.60,295.24,296.83,62.87, ,116.30,42.76,246.03,136.91,70.24,289.00,293.62,80.51, ,274.06,226.55, 
288.15,133.07,218.64,53.34,191.37,1.10, ,247.13,160.81,107.53,161.16,80.83,70.91,261.10,131.87, ,269.70,75.64,166.28,228.43,229.00, ,230.10,113.16,91.22,49.39,61.18,189.14, ,260.05,138.80,110.59,158.84,202.25, , ,228.76,288.15,231.30,87.86,190.57,76.45,14.49,225.72
164.34,102.74,46.45,129.40,267.98,237.34,222.72,238.76,231.92,9.24,4.31,148.45,62.20,59.43, ,285.16,64.43,104.47,99.34,18.22,13.99,193.73,229.18,122.98,246.06,89.90,54.19, ,249.08,182.62,25.90,293.67, , ,132.11,145.90,54.18,192.10,296.01,289.81,199.30,256.21,160.37, 
47.38,252.45,205.84,22.48,254.63,135.70,182.22,147.09,225.83,252.44,245.38,276.28,228.06,211.75,207.12,180.60,0.45,251.08,94.02, ,48.65,30.55,205.90,196.94,128.04,218.67,91.69,90.79,175.48,258.97,44.65,233.32,236.67,250.22,160.40,37.81,247.45,258.89,270.57,119.58,2.14,213.12, ,285.67
3.91,141.06,161.16,141.44,100.03,213.88,186.09,36.24,147.20,185.24,272.91,213.58,135.46,115.87,73.98,59.24,153.68,283.02,6.69,222.05,241.92,160.04,192.62,97.75,279.61,291.23,99.88,17.86,204.35,193.71,3.53,208.26,34.77,164.69,49.70,134.80,78.57,235.79,171.05,225.77,121.03,143.96,139.35,256.49
259.83,213.32,15.73,113.51,196.34,22.42,35.56,138.26,182.46,228.18,236.01,162.07,219.41,35.89,179.93,123.75,229.60,183.47,32.01,264.37,48.16,81.71,99.18,126.72,17.50,270.22,52.49,138.53,114.18,191.83,95.02,74.01,105.15,110.76,187.52,1.50,133.18,223.07,139.76,15.64,151.25,75.77,177.71,70.65
111.66,57.65,194.41,41.26,241.11,226.42,5.63,289.27,8.13,104.81,115.99,25.62,75.04,168.48,164.15,189.22,60.32,259.18,263.22,165.47,69.93,150.74,166.97,203.11,73.81,6.73,218.75,225.06,82.50,96.46,295.71,194.16,154.11,190.12,235.42,95.22,116.54,241.06,84.49,124.67,45.87,200.48,150.29,120.91
68.97,14.44,10.12,129.28,273.62,273.34,294.75,43.56,124.08,161.72,246.67,197.89,168.46,165.42,122.95,250.96,261.88,118.67,145.12,115.99,8.79,80.54,211.21,125.33,21.60,295.70,250.00,67.47,196.19,100.29,188.37,265.15,114.73,198.50,94.43,88.35,171.84,89.19,131.91,295.92,250.91,78.58,193.81,119.37
243.99,16.77,70.33,205.87,135.43,215.44,21.86,144.22,295.99,233.07,269.55,17.58,228.77,219.55,85.05,124.96,19.83,273.43,90.11,134.56,171.92,184.54,222.92,43.76,273.73,54.83,39.68,224.64,133.40,233.50,44.01,77.40,250.26,114.34,283.27,85.70,29.78,5.13,229.92,25.77,238.20,199.47,43.35,166.98
